"Variable","Importance"
"spectral_NDVI_peakSummer",439970.351101178
"spectral_NDVI_annualMedian",208628.218009344
"spectral_NDVI_endSnowfree",114380.892847069
"spectral_NDVI_startSnowfree",71226.7362783589
"spectral_NDWI_changeLSES",70876.0700246333
"spectral_EVI2b_endSnowfree",38532.7616442816
"spectral_blue_changeLSES",35618.8648921661
"spectral_red_peakSummer",27931.2178357951
"latitude",27057.8097720221
"spectral_NDMI_peakSummer",26746.2914718853
"spectral_EVI2b_annualRange",26660.7113020226
"spectral_NDVI_changeLSES",24597.3717444205
"zone_3_Sub.Arctic",22787.3590532196
"spectral_NDWI_changePSLS",16614.2956389398
"spectral_NDWI_changeESPS",16394.8138195548
"spectral_red_annualRange",14470.9110142371
"spectral_SWIR1_earlySummer",14296.6498828946
"texture_NDVI_peakSummer",13855.5688679386
"topo_northness",12015.0462860754
"spectral_EVI2b_changeSSES",11948.1788359892
"spectral_green_changePSLS",10233.2542859773
"spectral_SWIR2_changeESPS",10230.047172379
"spectral_NDMI_changeLSES",8617.39877500862
"spectral_blue_startSnowfree",8558.27188849955
"spectral_NBR_annualRange",7593.12620604179
"permafrost_index",7529.82224018768
"spectral_NDWI_annualRange",6554.39892759626
"spectral_NDVI_annualRange",5940.18325450524
"topo_cti",5497.88551155857
"spectral_SWIR1_annualRange",5336.91763447825
"spectral_SWIR1_changeSSES",4065.76906737938
"spectral_NIR_annualRange",3638.93508545136
"spectral_blue_changeESPS",3086.87816634148
"world_terrestrial_ecosystems_X54",2639.65267359198
"spectral_EVI2b_changeESPS",2427.69114891795
"spectral_NDMI_changeESPS",2286.45896629139
"world_terrestrial_ecosystems_X48",2191.36769473152
"spectral_NDWI_changeSSES",1307.26577425909
"world_terrestrial_ecosystems_X49",1232.08245490538
"zone_3_Low.Arctic",1197.72814446492
"world_terrestrial_ecosystems_X72",419.40512651132
"world_terrestrial_ecosystems_X50",397.663394994606
"world_terrestrial_ecosystems_X90",325.611098089363
"world_terrestrial_ecosystems_X47",178.938398919016
"world_terrestrial_ecosystems_X68",170.55951564693
"zone_3_Oro.Arctic",63.7328783190739
"world_terrestrial_ecosystems_X51",58.6038077383891
"world_terrestrial_ecosystems_X89",50.1544928697883
"world_terrestrial_ecosystems_X16",24.6464996670394
"world_terrestrial_ecosystems_X52",17.9036353801278
"world_terrestrial_ecosystems_X5",11.5867811730253
"world_terrestrial_ecosystems_X56",10.3310621956768
"world_terrestrial_ecosystems_X63",9.78640651649027
"world_terrestrial_ecosystems_X58",5.19902832698249
"world_terrestrial_ecosystems_X10",3.15472598006848
"world_terrestrial_ecosystems_X88",1.4650081914929
"world_terrestrial_ecosystems_X46",1.17773956577585
"world_terrestrial_ecosystems_X12",0.965624459524406
"zone_3_High.Arctic",0.70329154559836
"world_terrestrial_ecosystems_X75",0.150920717911795
"world_terrestrial_ecosystems_X57",0.0269843758543575
"world_terrestrial_ecosystems_X115",0.0164035047619254
"zone_3_other",0
"world_terrestrial_ecosystems_X29",0
"world_terrestrial_ecosystems_X1",0
"world_terrestrial_ecosystems_X59",0
"world_terrestrial_ecosystems_X25",0
"world_terrestrial_ecosystems_X18",0
"world_terrestrial_ecosystems_X92",0
"world_terrestrial_ecosystems_X22",0
"world_terrestrial_ecosystems_X19",0
"world_terrestrial_ecosystems_X36",0
"world_terrestrial_ecosystems_X43",0
"world_terrestrial_ecosystems_X74",0
"world_terrestrial_ecosystems_X78",0
"world_terrestrial_ecosystems_X31",0
"world_terrestrial_ecosystems_X11",0
"world_terrestrial_ecosystems_X98",0
"world_terrestrial_ecosystems_X34",0
"world_terrestrial_ecosystems_X111",0
"world_terrestrial_ecosystems_X27",0
"world_terrestrial_ecosystems_X4",0
"world_terrestrial_ecosystems_X7",0
"world_terrestrial_ecosystems_other",0
"world_terrestrial_ecosystems_X14",-0.239867073068919
"world_terrestrial_ecosystems_X70",-0.998211866274883
"world_terrestrial_ecosystems_X66",-2.18543567319459
"world_terrestrial_ecosystems_X55",-16.4903471040442
"world_terrestrial_ecosystems_X45",-50.8278526768883
"world_terrestrial_ecosystems_X53",-399.842457146913
