"Variable","Importance"
"trees_presence",55.9066044084533
"zone_3_Sub.Arctic",40.075078390814
"spectral_SWIR2_changeESPS",12.8022874542898
"topo_eastness",11.5052601219292
"world_terrestrial_ecosystems_X72",8.31064603534929
"permafrost_index",7.46557901453352
"topo_tpi",6.33928429988601
"spectral_blue_changeLSES",5.50163787707458
"spectral_NIR_changeESPS",4.82928838255979
"zone_3_High.Arctic",4.34960458579468
"spectral_SWIR1_changeSSES",3.7043484289733
"world_terrestrial_ecosystems_X55",1.23377606751056
"world_terrestrial_ecosystems_X53",0.716747175808724
"spectral_NDWI_changePSLS",0.679921074542902
"world_terrestrial_ecosystems_X16",0.602858437311634
"zone_3_Oro.Arctic",0.577160447257388
"topo_cti",0.559391720112499
"spectral_NIR_changePSLS",0.429337561181438
"world_terrestrial_ecosystems_X50",0.356740738115332
"world_terrestrial_ecosystems_X45",0.301877743788092
"spectral_green_changeESPS",0.267299373259864
"spectral_NBR_changeESPS",0.203453164556967
"world_terrestrial_ecosystems_X56",0.201161915142992
"world_terrestrial_ecosystems_X49",0.192972655414912
"zone_3_Low.Arctic",0.115849465541495
"spectral_green_changeLSES",0.114748123476327
"world_terrestrial_ecosystems_X58",0.0633586298544736
"spectral_SWIR2_changeLSES",0.0623728354430372
"spectral_SWIR2_changePSLS",0.0590379746835456
"spectral_blue_changeSSES",0.0534863263009829
"world_terrestrial_ecosystems_X10",0.0521097046413489
"world_terrestrial_ecosystems_X63",0.0482356654360073
"spectral_EVI2b_changeSSES",0.0439813464603847
"spectral_blue_changePSLS",0.0327912072198798
"spectral_NDWI_changeESPS",0.0261479606188474
"world_terrestrial_ecosystems_X89",0.0202774233473975
"world_terrestrial_ecosystems_X14",0.0183890295358679
"spectral_NBR_changeLSES",0.0176989395217999
"spectral_SWIR1_changeESPS",0.0112455696202523
"world_terrestrial_ecosystems_X48",0.011109040787623
"spectral_SWIR1_changeLSES",0.00845802421137258
"spectral_red_changeLSES",0.00694979137365015
"spectral_red_changePSLS",0.00611079113924079
"spectral_blue_changeESPS",0.00549873417721593
"world_terrestrial_ecosystems_X54",0.00499479606188223
"world_terrestrial_ecosystems_X66",0.00493176064441706
"spectral_NIR_changeLSES",0.00461381760644331
"spectral_red_changeESPS",0.00388087801888679
"spectral_EVI2b_changePSLS",0.00298691983122409
"world_terrestrial_ecosystems_X88",0.00258440693858311
"world_terrestrial_ecosystems_X12",0.00184881645569363
"world_terrestrial_ecosystems_X78",0.00148481012658132
"spectral_NDWI_changeLSES",0.000916455696202734
"spectral_NDMI_changePSLS",0.000894514767932443
"spectral_NDMI_changeLSES",0.000845569620253412
"spectral_NDMI_changeESPS",0.000715822784810325
"spectral_NBR_changePSLS",0.000715611814345763
"spectral_NDVI_changeLSES",0.000447257383966222
"spectral_SWIR1_changePSLS",0.000373417721519271
"spectral_green_changePSLS",0.000320675105485324
"spectral_EVI2b_endSnowfree",0
"spectral_EVI2b_lateSummer",0
"spectral_EVI2b_startSnowfree",0
"spectral_NDMI_endSnowfree",0
"spectral_NDVI_endSnowfree",0
"spectral_NDVI_peakSummer",0
"spectral_SWIR1_earlySummer",0
"spectral_SWIR1_endSnowfree",0
"spectral_SWIR1_lateSummer",0
"spectral_red_earlySummer",0
"spectral_red_lateSummer",0
"spectral_red_startSnowfree",0
"texture_NDVI_peakSummer",0
"spectral_EVI2b_annualRange",0
"spectral_EVI2b_changeESPS",0
"spectral_EVI2b_changeLSES",0
"spectral_NBR_annualRange",0
"spectral_NDMI_annualMedian",0
"spectral_NDMI_annualRange",0
"spectral_NDVI_annualRange",0
"spectral_NDVI_changeSSES",0
"spectral_NDVI_changeESPS",0
"spectral_NDVI_changePSLS",0
"spectral_NDWI_annualRange",0
"spectral_NDWI_changeSSES",0
"spectral_NIR_annualMedian",0
"spectral_NIR_annualRange",0
"spectral_SWIR1_annualMean",0
"spectral_SWIR1_annualRange",0
"spectral_SWIR2_annualRange",0
"spectral_blue_annualRange",0
"spectral_green_annualRange",0
"spectral_red_annualMedian",0
"latitude",0
"zone_3_other",0
"world_terrestrial_ecosystems_X47",0
"world_terrestrial_ecosystems_X5",0
"world_terrestrial_ecosystems_X29",0
"world_terrestrial_ecosystems_X1",0
"world_terrestrial_ecosystems_X27",0
"world_terrestrial_ecosystems_X57",0
"world_terrestrial_ecosystems_X59",0
"world_terrestrial_ecosystems_X51",0
"world_terrestrial_ecosystems_X18",0
"world_terrestrial_ecosystems_X25",0
"world_terrestrial_ecosystems_X92",0
"world_terrestrial_ecosystems_X90",0
"world_terrestrial_ecosystems_X52",0
"world_terrestrial_ecosystems_X22",0
"world_terrestrial_ecosystems_X19",0
"world_terrestrial_ecosystems_X75",0
"world_terrestrial_ecosystems_X46",0
"world_terrestrial_ecosystems_X43",0
"world_terrestrial_ecosystems_X74",0
"world_terrestrial_ecosystems_X68",0
"world_terrestrial_ecosystems_X70",0
"world_terrestrial_ecosystems_X31",0
"world_terrestrial_ecosystems_X11",0
"world_terrestrial_ecosystems_X98",0
"world_terrestrial_ecosystems_X34",0
"world_terrestrial_ecosystems_X115",0
"world_terrestrial_ecosystems_X111",0
"world_terrestrial_ecosystems_X4",0
"world_terrestrial_ecosystems_X7",0
"world_terrestrial_ecosystems_other",0
