"Variable","Importance"
"spectral_NDVI_lateSummer",631000.394082384
"spectral_NDVI_earlySummer",191632.984798575
"spectral_EVI2b_annualMedian",119068.060312339
"spectral_red_earlySummer",53082.8065434035
"spectral_NDMI_lateSummer",45387.5894014295
"spectral_SWIR1_lateSummer",34405.9746487097
"spectral_SWIR1_earlySummer",20557.5146082905
"spectral_NDVI_endSnowfree",18862.941176422
"spectral_blue_annualRange",12540.6781749161
"spectral_NDWI_annualRange",11931.0349687365
"topo_tpi",11286.3438265183
"spectral_NIR_annualMedian",9630.55913996689
"spectral_NBR_annualRange",9253.22422227174
"spectral_EVI2b_annualRange",7091.5878307547
"spectral_NDWI_changePSLS",6954.70744657726
"spectral_SWIR2_changeESPS",6694.82328380904
"trees_presence",6172.47237094551
"spectral_NDWI_changeSSES",5634.35033022004
"spectral_NBR_changePSLS",4852.83115634748
"spectral_NDVI_changeLSES",4608.65023938793
"spectral_NDVI_annualRange",4587.64146973026
"spectral_EVI2b_changeSSES",4551.07582403445
"spectral_red_changeESPS",3953.52292493215
"texture_NDVI_peakSummer",3810.50715594594
"spectral_blue_endSnowfree",3696.18156993792
"spectral_EVI2b_startSnowfree",2579.70288238283
"spectral_NIR_changeLSES",2458.41512730144
"spectral_NDMI_changeSSES",2341.45105524223
"spectral_NDMI_annualMedian",2217.10977726782
"spectral_red_peakSummer",2151.18274517509
"permafrost_index",2086.07069408308
"zone_3_Sub.Arctic",2061.93759749779
"topo_cti",1903.32435505994
"spectral_EVI2b_changeESPS",1842.2541392691
"world_terrestrial_ecosystems_X68",871.066049535006
"spectral_NDWI_changeLSES",700.5379157168
"world_terrestrial_ecosystems_X10",648.958851190802
"world_terrestrial_ecosystems_X72",554.014181195269
"world_terrestrial_ecosystems_X50",441.428736626353
"world_terrestrial_ecosystems_X48",378.346291350472
"zone_3_Low.Arctic",328.013719734551
"zone_3_Oro.Arctic",222.973435089913
"zone_3_High.Arctic",199.269729520595
"world_terrestrial_ecosystems_X47",133.818115844767
"world_terrestrial_ecosystems_X45",89.2310927650265
"world_terrestrial_ecosystems_X16",77.4288104216923
"world_terrestrial_ecosystems_X54",65.5775486817042
"world_terrestrial_ecosystems_X55",38.7655584930318
"world_terrestrial_ecosystems_X49",33.1239804314535
"world_terrestrial_ecosystems_X70",17.1715241331544
"world_terrestrial_ecosystems_X51",14.4280669739951
"world_terrestrial_ecosystems_X12",12.8668502105742
"world_terrestrial_ecosystems_X66",7.82792867771792
"world_terrestrial_ecosystems_X52",4.64805993673351
"world_terrestrial_ecosystems_X57",2.43982740075083
"world_terrestrial_ecosystems_X78",1.48783036398038
"world_terrestrial_ecosystems_X5",1.10992714267559
"world_terrestrial_ecosystems_X75",0.607393143330759
"world_terrestrial_ecosystems_X36",0.579111556821968
"world_terrestrial_ecosystems_X14",0.338565983541426
"world_terrestrial_ecosystems_X22",0.301601958224433
"world_terrestrial_ecosystems_X31",0.119259632163332
"zone_3_other",0
"world_terrestrial_ecosystems_X1",0
"world_terrestrial_ecosystems_X59",0
"world_terrestrial_ecosystems_X25",0
"world_terrestrial_ecosystems_X18",0
"world_terrestrial_ecosystems_X29",0
"world_terrestrial_ecosystems_X19",0
"world_terrestrial_ecosystems_X43",0
"world_terrestrial_ecosystems_X74",0
"world_terrestrial_ecosystems_X89",0
"world_terrestrial_ecosystems_X88",0
"world_terrestrial_ecosystems_X11",0
"world_terrestrial_ecosystems_X98",0
"world_terrestrial_ecosystems_X34",0
"world_terrestrial_ecosystems_X115",0
"world_terrestrial_ecosystems_X111",0
"world_terrestrial_ecosystems_X27",0
"world_terrestrial_ecosystems_X4",0
"world_terrestrial_ecosystems_X7",0
"world_terrestrial_ecosystems_other",0
"world_terrestrial_ecosystems_X56",-0.495381301667541
"world_terrestrial_ecosystems_X58",-7.48942068000406
"world_terrestrial_ecosystems_X46",-10.1865027769656
"world_terrestrial_ecosystems_X90",-13.6424577611952
"world_terrestrial_ecosystems_X63",-54.242258606063
"world_terrestrial_ecosystems_X53",-216.663671049496
"spectral_SWIR1_annualRange",-308.770548172061
