"Variable","Importance"
"trees_presence",35.6180657611059
"zone_3_Sub.Arctic",28.3764681662828
"topo_northness",24.7226789520481
"world_terrestrial_ecosystems_X55",2.96608034678707
"world_terrestrial_ecosystems_X72",2.68845415962011
"topo_eastness",2.48488067427039
"zone_3_Oro.Arctic",2.04406163853727
"spectral_red_changeLSES",1.87700497487107
"spectral_SWIR2_changeLSES",1.77615273618645
"world_terrestrial_ecosystems_X50",1.54639251899519
"spectral_red_changeESPS",1.43336373533725
"world_terrestrial_ecosystems_X16",1.06794219233321
"world_terrestrial_ecosystems_X54",0.545728031729432
"world_terrestrial_ecosystems_X68",0.510993108251234
"topo_cti",0.314963367281239
"permafrost_index",0.252782164729331
"world_terrestrial_ecosystems_X63",0.179288234506179
"spectral_NIR_changeSSES",0.165375780590717
"spectral_NDWI_changePSLS",0.0688928702620356
"zone_3_Low.Arctic",0.0422906799993145
"world_terrestrial_ecosystems_X70",0.0323267470987068
"world_terrestrial_ecosystems_X48",0.0245618638458245
"spectral_blue_changeLSES",0.0237238931082981
"zone_3_High.Arctic",0.0192195201977583
"spectral_SWIR1_changeLSES",0.0177690717299579
"spectral_green_changePSLS",0.0150331041542287
"world_terrestrial_ecosystems_X47",0.0148191417721515
"world_terrestrial_ecosystems_X89",0.0103973660337557
"world_terrestrial_ecosystems_X92",0.00926428856513547
"world_terrestrial_ecosystems_X88",0.0080078697279413
"world_terrestrial_ecosystems_X90",0.00687275949367089
"world_terrestrial_ecosystems_X75",0.0036597683171158
"world_terrestrial_ecosystems_X10",0.00329259629478675
"world_terrestrial_ecosystems_X12",0.00231209359008845
"spectral_NDWI_changeLSES",0.00139533052039379
"spectral_NDMI_earlySummer",0
"spectral_NDVI_earlySummer",0
"spectral_NDVI_endSnowfree",0
"spectral_NDVI_peakSummer",0
"spectral_NDVI_startSnowfree",0
"spectral_SWIR1_earlySummer",0
"spectral_red_lateSummer",0
"spectral_red_peakSummer",0
"texture_NDVI_peakSummer",0
"spectral_EVI2b_annualRange",0
"spectral_EVI2b_changeSSES",0
"spectral_EVI2b_changeESPS",0
"spectral_NBR_annualRange",0
"spectral_NBR_changePSLS",0
"spectral_NDMI_annualRange",0
"spectral_NDVI_changeLSES",0
"spectral_NDWI_annualRange",0
"spectral_NDWI_changeSSES",0
"spectral_NIR_annualRange",0
"spectral_SWIR1_annualRange",0
"spectral_SWIR2_annualRange",0
"zone_3_other",0
"world_terrestrial_ecosystems_X49",0
"world_terrestrial_ecosystems_X5",0
"world_terrestrial_ecosystems_X29",0
"world_terrestrial_ecosystems_X1",0
"world_terrestrial_ecosystems_X27",0
"world_terrestrial_ecosystems_X57",0
"world_terrestrial_ecosystems_X59",0
"world_terrestrial_ecosystems_X45",0
"world_terrestrial_ecosystems_X53",0
"world_terrestrial_ecosystems_X51",0
"world_terrestrial_ecosystems_X56",0
"world_terrestrial_ecosystems_X25",0
"world_terrestrial_ecosystems_X18",0
"world_terrestrial_ecosystems_X58",0
"world_terrestrial_ecosystems_X52",0
"world_terrestrial_ecosystems_X22",0
"world_terrestrial_ecosystems_X19",0
"world_terrestrial_ecosystems_X46",0
"world_terrestrial_ecosystems_X36",0
"world_terrestrial_ecosystems_X43",0
"world_terrestrial_ecosystems_X74",0
"world_terrestrial_ecosystems_X78",0
"world_terrestrial_ecosystems_X14",0
"world_terrestrial_ecosystems_X66",0
"world_terrestrial_ecosystems_X31",0
"world_terrestrial_ecosystems_X11",0
"world_terrestrial_ecosystems_X98",0
"world_terrestrial_ecosystems_X34",0
"world_terrestrial_ecosystems_X115",0
"world_terrestrial_ecosystems_X111",0
"world_terrestrial_ecosystems_X4",0
"world_terrestrial_ecosystems_X7",0
"world_terrestrial_ecosystems_other",0
