"Variable","Importance"
"trees_presence",209.233717529061
"zone_3_Sub.Arctic",64.1120301925498
"permafrost_index",14.1104075442367
"world_terrestrial_ecosystems_X72",9.42435241077351
"topo_slope",7.54576814457854
"world_terrestrial_ecosystems_X53",6.05100424397147
"spectral_NBR_changeSSES",2.93697539462502
"world_terrestrial_ecosystems_X16",2.52537701446974
"world_terrestrial_ecosystems_X50",1.88832144690128
"world_terrestrial_ecosystems_X55",1.10580283895279
"spectral_NDVI_changeESPS",1.08531681159136
"spectral_NBR_changeESPS",0.993090993190087
"world_terrestrial_ecosystems_X56",0.916852787184893
"world_terrestrial_ecosystems_X90",0.744381996748866
"world_terrestrial_ecosystems_X25",0.637622603034518
"zone_3_Low.Arctic",0.456623003930504
"world_terrestrial_ecosystems_X68",0.440171704553443
"spectral_blue_changeSSES",0.390165305120946
"spectral_blue_changeESPS",0.330935527156844
"zone_3_Oro.Arctic",0.329157684013125
"world_terrestrial_ecosystems_X45",0.327133567153303
"spectral_green_changeESPS",0.299339977111299
"spectral_SWIR2_changeESPS",0.296024117037152
"spectral_NDWI_changeESPS",0.281166140776072
"world_terrestrial_ecosystems_X51",0.275463333294132
"world_terrestrial_ecosystems_X14",0.173679922868648
"zone_3_High.Arctic",0.154328542484865
"world_terrestrial_ecosystems_X63",0.153693454003299
"world_terrestrial_ecosystems_X58",0.146421979638897
"world_terrestrial_ecosystems_X54",0.124174280356307
"spectral_EVI2b_changeSSES",0.119049583425602
"spectral_NDWI_changePSLS",0.0770344616617847
"spectral_SWIR1_changeLSES",0.0750444060912334
"spectral_red_changeESPS",0.0625328968512262
"spectral_NDMI_changeESPS",0.0617979943628135
"world_terrestrial_ecosystems_X49",0.0450853169540835
"world_terrestrial_ecosystems_X10",0.0361049526487726
"world_terrestrial_ecosystems_X5",0.0274514402842487
"spectral_NIR_changeESPS",0.0270371219838942
"spectral_NDVI_changeSSES",0.0261091586799283
"world_terrestrial_ecosystems_X57",0.0244931017912875
"spectral_NDWI_changeLSES",0.0210733605970445
"world_terrestrial_ecosystems_X89",0.0203614459701471
"world_terrestrial_ecosystems_X92",0.0193120700851877
"spectral_NDWI_changeSSES",0.0135510619375071
"world_terrestrial_ecosystems_X66",0.00806351007969937
"world_terrestrial_ecosystems_X88",0.00588189547658081
"world_terrestrial_ecosystems_X12",0.00304937469303324
"spectral_NDVI_earlySummer",0
"spectral_NIR_earlySummer",0
"spectral_SWIR1_peakSummer",0
"texture_NDVI_peakSummer",0
"spectral_EVI2b_annualRange",0
"spectral_NBR_annualRange",0
"spectral_NDMI_annualMedian",0
"spectral_NDVI_annualRange",0
"spectral_NDVI_changeLSES",0
"spectral_NDWI_annualRange",0
"spectral_NIR_annualRange",0
"spectral_SWIR1_annualRange",0
"spectral_SWIR2_annualRange",0
"spectral_red_annualMean",0
"latitude",0
"zone_3_other",0
"world_terrestrial_ecosystems_X47",0
"world_terrestrial_ecosystems_X29",0
"world_terrestrial_ecosystems_X27",0
"world_terrestrial_ecosystems_X59",0
"world_terrestrial_ecosystems_X18",0
"world_terrestrial_ecosystems_X52",0
"world_terrestrial_ecosystems_X1",0
"world_terrestrial_ecosystems_X22",0
"world_terrestrial_ecosystems_X19",0
"world_terrestrial_ecosystems_X75",0
"world_terrestrial_ecosystems_X46",0
"world_terrestrial_ecosystems_X36",0
"world_terrestrial_ecosystems_X43",0
"world_terrestrial_ecosystems_X74",0
"world_terrestrial_ecosystems_X48",0
"world_terrestrial_ecosystems_X70",0
"world_terrestrial_ecosystems_X78",0
"world_terrestrial_ecosystems_X31",0
"world_terrestrial_ecosystems_X11",0
"world_terrestrial_ecosystems_X98",0
"world_terrestrial_ecosystems_X34",0
"world_terrestrial_ecosystems_X115",0
"world_terrestrial_ecosystems_X111",0
"world_terrestrial_ecosystems_X4",0
"world_terrestrial_ecosystems_X7",0
"world_terrestrial_ecosystems_other",0
