"Variable","Importance"
"trees_cover",328664.863151146
"spectral_NDVI_annualMean",171005.677819444
"spectral_red_changeSSES",41479.4003273182
"spectral_EVI2b_annualRange",28754.7687580736
"spectral_NDWI_annualRange",23081.4641918651
"permafrost_index",14157.9508908504
"ecoregion_Beringia.upland.tundra",3134.27401422819
"trees_presence",2500.71470321619
"ecoregion_Interior.Alaska.Yukon.lowland.taiga",1591.41623674718
"ecoregion_Canadian.Low.Arctic.tundra",1575.25534482538
"ecoregion_West.Siberian.taiga",1192.71229174997
"ecoregion_Arctic.coastal.tundra",1178.68685609945
"ecoregion_Yamal.Gydan.tundra",1023.73676668278
"ecoregion_Copper.Plateau.taiga",957.240857826096
"ecoregion_Canadian.Middle.Arctic.Tundra",760.202025210166
"ecoregion_Watson.Highlands.taiga",525.891372713193
"ecoregion_Eastern.Canadian.Shield.taiga",464.976978521463
"ecoregion_Brooks.British.Range.tundra",19.3624952132945
"ecoregion_Interior.Yukon.Alaska.alpine.tundra",9.25704605256132
"ecoregion_Taimyr.Central.Siberian.tundra",0.938942929608689
"ecoregion_Arctic.foothills.tundra",0.520925177317753
"ecoregion_Northeast.Siberian.coastal.tundra",0.017584855340072
"ecoregion_Alaska.St..Elias.Range.tundra",0
"ecoregion_Kalaallit.Nunaat.Arctic.steppe",0
"ecoregion_Kalaallit.Nunaat.High.Arctic.tundra",0
"ecoregion_Pacific.Coastal.Mountain.icefields.and.tundra",0
"ecoregion_Ogilvie.MacKenzie.alpine.tundra",0
"ecoregion_Davis.Highlands.tundra",0
"ecoregion_Northwest.Russian.Novaya.Zemlya.tundra",0
"ecoregion_Ahklun.and.Kilbuck.Upland.Tundra",0
"ecoregion_Chukchi.Peninsula.tundra",0
"ecoregion_Torngat.Mountain.tundra",0
"ecoregion_Russian.Arctic.desert",0
"ecoregion_Cherskii.Kolyma.mountain.tundra",0
"ecoregion_Russian.Bering.tundra",0
"ecoregion_other",0
"ecoregion_Canadian.High.Arctic.tundra",-0.0162095526914345
"ecoregion_Beringia.lowland.tundra",-0.791727077757852
"ecoregion_Scandinavian.Montane.Birch.forest.and.grasslands",-168.699816071864
"ecoregion_Scandinavian.and.Russian.taiga",-265.827982435893
