"Variable","Importance"
"spectral_NDVI_peakSummer",83889.3184011943
"spectral_NDVI_earlySummer",72178.3197711624
"spectral_NDVI_annualMean",52497.2669546924
"spectral_NDVI_endSnowfree",38393.934885808
"spectral_EVI2b_startSnowfree",26595.9283634935
"spectral_red_peakSummer",26352.7873381207
"spectral_red_lateSummer",16632.0663277598
"trees_presence",15145.0630831676
"spectral_SWIR1_annualMedian",14861.8814106777
"spectral_NDWI_annualRange",14296.2188173364
"spectral_NDVI_annualRange",13466.8263057539
"spectral_NIR_earlySummer",13353.5422114836
"spectral_blue_startSnowfree",12762.6170510292
"latitude",9912.92025329851
"zone_3_Sub.Arctic",9752.95334463755
"spectral_SWIR1_lateSummer",9688.81570195617
"permafrost_index",8779.11293389181
"spectral_green_annualMedian",8770.05006148543
"spectral_SWIR1_startSnowfree",8696.95160918196
"spectral_EVI2b_annualRange",8513.36389721809
"topo_eastness",7276.90364797572
"spectral_NDMI_endSnowfree",6723.4809073623
"topo_dem",6461.672146281
"topo_northness",5280.35971542003
"world_terrestrial_ecosystems_X50",5250.50426909341
"spectral_NIR_startSnowfree",5214.94165716279
"spectral_NBR_changeESPS",4861.8205306319
"topo_slope",4734.73426874844
"spectral_green_annualRange",4532.96481407989
"spectral_NIR_changeESPS",4348.91867249051
"spectral_red_annualRange",4015.97969266312
"spectral_EVI2b_changeESPS",3825.60318190416
"spectral_SWIR2_changeLSES",3611.64439048731
"spectral_blue_changeESPS",3453.41889676014
"spectral_NDWI_changeESPS",3057.08444784916
"spectral_SWIR1_changeLSES",3045.78199920939
"spectral_NBR_changeLSES",3011.11864395566
"spectral_NDMI_annualRange",2987.72466497293
"spectral_NBR_annualRange",2766.44524245172
"spectral_SWIR2_annualRange",2720.68219002969
"spectral_NDVI_changePSLS",2633.41084192288
"spectral_NDVI_changeESPS",2590.02922599932
"spectral_SWIR1_annualRange",2582.89292433801
"spectral_green_changeESPS",2559.8428978044
"spectral_NDVI_changeSSES",2337.6046280895
"spectral_SWIR1_changeSSES",2242.58510193375
