dataset_id,citation_short,site_code,plot_code,coord_type,NBR_mean,NBR_stdDev,NDMI_mean,NDMI_stdDev,NDVI_mean,NDVI_stdDev,nbr_cv,ndmi_cv,ndvi_cv,snow_fraction,snow_pixel_count,water_fraction,water_pixel_count,wetland_fraction,wetland_pixel_count
ds25,Gaspard and Boudreau 2023,Canada.BonifaceRiver.AB2,Canada.BonifaceRiver.AB2.1,site,4876.849398373142,399.4358566531641,1836.5291457678218,342.27534057456126,7942.554562228747,397.5525797587578,8.19044887435751,18.63707643101203,5.005349055445472,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.BonifaceRiver.RcmL0,Canada.BonifaceRiver.RcmL0.1,site,3917.688300553407,797.5355289117493,1165.9785133414748,736.8698178070953,6772.53090493388,879.7217783390113,20.357299196035854,63.19754689950204,12.989557237725148,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.ClearwaterLake.AB1,Canada.ClearwaterLake.AB1.1,site,5665.24443903231,503.1461639706119,2567.302457108837,485.08747172537215,8469.80454078043,540.9638650155761,8.881278987788127,18.89483143609236,6.386969881193153,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.ClearwaterLake.AB2,Canada.ClearwaterLake.AB2.1,site,5053.746372103093,618.30984058313,1876.1967998700438,513.1942867150365,8246.424707602335,465.32683963173713,12.234682848277235,27.352902784536422,5.642770729510873,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.ClearwaterLake.AB3,Canada.ClearwaterLake.AB3.1,site,4926.0102632149,849.317529287814,1904.0780979202752,694.1510362163606,8050.908172660302,769.0481613095341,17.241489235824638,36.456017060148184,9.552315649569925,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.ClearwaterLake.LS0,Canada.ClearwaterLake.LS0.1,site,2986.2418983674884,816.3812691438953,415.83442077050074,664.7300224924162,5823.2639358908355,1366.3293725111998,27.338082343235243,159.85449719644086,23.463291163741157,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.ClearwaterLake.LS1,Canada.ClearwaterLake.LS1.1,site,1945.3012155832912,524.969081364692,-451.42439829980776,513.0569523833478,4544.810840079055,429.5819693551639,26.98651895959886,-113.65290717906824,9.452141892613763,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.ClearwaterLake.LSA2,Canada.ClearwaterLake.LSA2.1,site,4973.020088258389,597.7568330460865,1951.8062647210133,484.35703898165127,8122.563879037282,625.5496745216338,12.019996349048093,24.815835861193126,7.701382024659146,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.ClearwaterLake.RcL3,Canada.ClearwaterLake.RcL3.1,site,4295.092353498447,639.3852475966979,1437.2958181079987,566.0120224431396,7013.846961699833,787.4101487929547,14.88641442310093,39.38034295460597,11.226508834491632,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.ClearwaterLake.RcmL0,Canada.ClearwaterLake.RcmL0.1,site,4751.106522504951,627.8696456296595,1862.1993062894633,656.9113958834345,7433.264368750516,659.626727437706,13.215229813425116,35.276105713537575,8.873984493418266,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.ClearwaterLake.RcmL2,Canada.ClearwaterLake.RcmL2.1,site,4704.211609270091,695.3788924040789,1865.9639646956896,666.0450696221341,7439.642489711933,868.7036655557449,14.782049579440038,35.69442294834219,11.67668563048628,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.PayneLake.TD0,Canada.PayneLake.TD0.1,site,1738.8203670898538,992.905352292509,-363.9768723550833,726.4503493013132,6021.541531345339,863.2789460024553,57.102238453433095,-199.58695303931654,14.3365107009331,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.PayneLake.TD2,Canada.PayneLake.TD2.1,site,1957.6785670349138,558.8714183264541,-203.41623403784163,394.71442028414276,5895.627561941786,496.15222226078896,28.54765985270589,-194.04273319243234,8.41559642375673,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.PayneLake.TD4,Canada.PayneLake.TD4.1,site,2121.4608323284037,866.9777106727277,-36.28442399035275,634.7098528782425,6089.0797627544125,856.3411276456981,40.86701472217041,-1749.262584537647,14.063555759012258,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.PayneLake.TDA0,Canada.PayneLake.TDA0.1,site,3914.196472124359,649.9255854271308,1175.6083614594359,480.0509352014759,7552.077825133647,560.7969433422863,16.604316877185155,40.83425662314328,7.425730458919921,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.PayneLake.TDA2,Canada.PayneLake.TDA2.1,site,3259.4581906849558,1013.5512150280147,671.3960739883248,795.5058170487811,6926.170685451094,824.4375455986941,31.095696147433106,118.48532451540883,11.903223051237863,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.PayneLake.TDA3,Canada.PayneLake.TDA3.1,site,3466.507830969266,1596.5392412714657,819.4657702915675,1220.9060733280005,7198.375344759644,1227.5956935128513,46.0561267742776,148.98805021393386,17.053788316366838,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.BonifaceRiver.AB1,Canada.BonifaceRiver.AB1.1,site,3916.4733300423486,1081.82603281571,1032.4079607160477,809.190463928969,7325.804255761383,1010.6105534328627,27.62245371409212,78.37894463422565,13.79521644518508,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.BonifaceRiver.AB8,Canada.BonifaceRiver.AB8.1,site,5363.911608813132,360.09100547253786,2201.9224953232165,428.22618835734653,8434.53676470588,339.4845431853009,6.713216617531377,19.447832031639603,4.024934061653107,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.BonifaceRiver.LSA2,Canada.BonifaceRiver.LSA2.1,site,1978.3019490644494,840.8790992757313,-257.27832640332656,623.1050921755187,5026.439319126822,698.5734991200578,42.50509380903092,-242.19105467854214,13.897979360097237,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.BonifaceRiver.LSA4,Canada.BonifaceRiver.LSA4.1,site,1978.3019490644494,840.8790992757313,-257.27832640332656,623.1050921755187,5026.439319126822,698.5734991200578,42.50509380903092,-242.19105467854214,13.897979360097237,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.BonifaceRiver.LSA6,Canada.BonifaceRiver.LSA6.1,site,3243.1525670338865,689.9084670679861,590.1029931407201,572.3239319262785,6191.026709623787,970.4870752887281,21.27277248936089,96.98712573548973,15.675704867823162,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.BonifaceRiver.RcL5,Canada.BonifaceRiver.RcL5.1,site,4096.787886664933,790.9816603475529,1386.6925136469965,633.6734144437806,6990.799376137245,893.9785718942996,19.307361821738503,45.69675023175987,12.787930589824278,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.BonifaceRiver.RcmL6,Canada.BonifaceRiver.RcmL6.1,site,5183.124243447548,684.5499308198534,2365.2516819492453,790.049788278231,7678.30121827676,313.6279132323409,13.20728384401077,33.402356049785666,4.084600282231809,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.ChukotkaRiver.TH1,Canada.ChukotkaRiver.TH1.1,site,1976.6869648622064,432.65733265483897,-835.0453141814423,428.18656868239106,6635.032564450466,298.07231131891723,21.888004542236622,-51.277045857340475,4.4924016336550485,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.ChukotkaRiver.TH4,Canada.ChukotkaRiver.TH4.1,site,2623.2815249953173,736.6721794495836,-270.7716719715408,678.1704100740462,6921.660924920425,536.3157091676485,28.082086212645386,-250.4584047275539,7.748367263075867,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.ChukotkaRiver.TH5,Canada.ChukotkaRiver.TH5.1,site,2360.302517665776,356.0919700134132,-221.45081660349098,268.94444560158627,6668.441316860875,274.4721605145187,15.086708900584945,-121.44658110840606,4.115986742217065,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.ChukotkaRiver.TPO2,Canada.ChukotkaRiver.TPO2.1,site,2546.225031575991,122.90665568259612,-351.329279131777,101.09173982821669,6058.095242550399,225.42025025356236,4.827014665177602,-28.774072026686703,3.720975673513225,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.ChukotkaRiver.TPO3,Canada.ChukotkaRiver.TPO3.1,site,2185.763553829231,197.14669664998195,-570.4145588132056,129.68479392357457,6786.683342302913,139.75793278021686,9.019580196796738,-22.73518302081813,2.0592965036260713,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.ChukotkaRiver.TPO5,Canada.ChukotkaRiver.TPO5.1,site,-99.70645380275752,1433.0671460106119,-2048.8740139048186,1045.4456980159227,4802.436269575595,1187.1466219048095,-1437.2862451266703,-51.025377398558255,24.71967466649424,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.DeceptionBay.BEGL1,Canada.DeceptionBay.BEGL1.1,site,4104.981935102701,270.3127850749944,1132.9033584802748,238.15123215091708,7550.7050081803145,279.01400462163116,6.584993292259922,21.021319282730644,3.695204677170566,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.DeceptionBay.BEGL2,Canada.DeceptionBay.BEGL2.1,site,3736.073747321389,280.2544743436532,701.7095472575568,247.78095239278895,7170.15590662473,207.24971345256574,7.5013100194979865,35.31104192057443,2.8904491917823054,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.DeceptionBay.BEGL3,Canada.DeceptionBay.BEGL3.1,site,5544.50219273331,1488.029397424662,2846.822445408897,1358.3043420382633,8038.967733872626,1049.1207155399247,26.83792603373646,47.71299819659692,13.050440681822838,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.DeceptionBay.TH6,Canada.DeceptionBay.TH6.1,site,2366.7625218834587,172.58968798859223,-319.53400177341285,154.13779679235068,6296.744719550745,126.20694820413246,7.292226676432503,-48.238308266690346,2.0043205469688625,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.DeceptionBay.TH7,Canada.DeceptionBay.TH7.1,site,2776.063068181818,563.4799977816423,103.94920454545453,492.53106193924464,6593.333431818184,391.86012399196443,20.29780966578304,473.81898119660207,5.943277828191144,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.DeceptionBay.TH8,Canada.DeceptionBay.TH8.1,site,3318.487175992181,657.6106047654646,588.0440945955149,561.0995828727731,6891.113587314567,342.13780250069055,19.8165781541358,95.41794365926324,4.964913118403842,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.LeRoyLake.TD1,Canada.LeRoyLake.TD1.1,site,1413.2968190703446,699.16841707281,-533.6158005635799,507.6454489316216,5972.521819705001,572.4757329214482,49.470741576614984,-95.13313668663304,9.585159338098899,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.LeRoyLake.TD4,Canada.LeRoyLake.TD4.1,site,1543.2891621244771,827.9409275701987,-532.0236278362277,576.0860147277344,5681.311192800102,817.5321959199196,53.64781583967473,-108.28203571911104,14.389850655531317,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.LeRoyLake.TD7,Canada.LeRoyLake.TD7.1,site,1599.4060650699737,935.4570666686135,-454.1385213217186,622.0940606849629,5608.755162166975,729.1709179981874,58.48777787570084,-136.9833280987547,13.00058385355634,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.LeRoyLake.TDA3,Canada.LeRoyLake.TDA3.1,site,3758.3117074160546,969.7197309876012,1026.978390991175,718.5755345744029,7463.894744851384,968.6187402911502,25.802003837896432,69.96987871194436,12.977390134812742,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.LeRoyLake.TDA4,Canada.LeRoyLake.TDA4.1,site,4206.203386388442,1132.5301442994412,1218.955220470641,1080.4254268831123,7332.785088721337,617.7186327353248,26.925234950939014,88.63536647933284,8.424065689385154,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.LeRoyLake.TDA6,Canada.LeRoyLake.TDA6.1,site,3714.926641612924,596.2385971940673,992.2016657356161,462.8548607271673,7428.235843786507,440.81520564142585,16.04980810429129,46.649272694377885,5.934318927288158,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.CoutureLake.TD7,Canada.CoutureLake.TD7.1,site,3376.984757651511,590.8910504755472,757.1952622509158,480.8699887517795,6768.7629426470185,532.4743666066887,17.49759305654895,63.50673501605073,7.86664226710911,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.CoutureLake.TDA6,Canada.CoutureLake.TDA6.1,site,2073.420567324259,2389.168426507769,-310.41634515056705,2108.260938037127,4404.887821212786,2374.920692094709,115.22835570165975,-679.1720123547352,53.91557716084648,0.0,0,0.49382716049382713,80,0.012345679012345678,2
ds25,Gaspard and Boudreau 2023,Canada.CoutureLake.TDA7,Canada.CoutureLake.TDA7.1,site,4090.9182122742277,1012.7464208322766,1362.8815303942513,915.1950544560601,7405.240653524955,656.2695890546888,24.755968422777865,67.15147531504918,8.862231759372994,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.CoutureLake.TDO4,Canada.CoutureLake.TDO4.1,site,2424.5787571553315,649.9755645311097,-0.5882167459008498,594.1019881525981,6206.578393324926,502.32573764799236,26.807772798178846,-101000.52273124851,8.093440633703032,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.Ivujivik.RTP11,Canada.Ivujivik.RTP11.1,site,-858.0522230696763,1802.5028502335301,-2160.6006101664516,1396.71868459615,4440.5638880165125,1328.2571406169818,-210.06913119869185,-64.64492687931563,29.911902499623324,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.Ivujivik.RTP12,Canada.Ivujivik.RTP12.1,site,-1404.9255927678953,1233.3337982780656,-2531.3885910406248,848.2495599173632,3234.7976177123783,900.5606517608906,-87.78641407252249,-33.50925902564242,27.839783448269,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.Ivujivik.RTP13,Canada.Ivujivik.RTP13.1,site,-3070.057544555353,452.1069998570333,-3546.6974066647176,401.7786565870419,2185.369668566795,412.8361140357687,-14.726336340464702,-11.328247395225942,18.890905276749542,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.Ivujivik.TP10,Canada.Ivujivik.TP10.1,site,-2271.265182458816,521.7184343486715,-3211.441963283806,414.3602093942559,2947.058193814801,585.651997094418,-22.970388415141905,-12.902621754701082,19.872427301353166,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.Ivujivik.TP12,Canada.Ivujivik.TP12.1,site,-476.24275264763975,1094.441339120101,-1374.7030829294567,959.2931224474613,3231.9310267456476,1186.3443414118858,-229.807452824348,-69.78184121062945,36.70698203626147,0.0,0,0.0,0,0.0,0
ds25,Gaspard and Boudreau 2023,Canada.Ivujivik.TP13,Canada.Ivujivik.TP13.1,site,1667.384335563839,904.0868846383073,-614.7122872412091,691.4617559742549,5801.048367539412,1112.1553379699253,54.221865070633726,-112.48542941568529,19.1716267044617,0.0,0,0.0,0,0.0,0
