dataset_id,citation_short,site_code,plot_code,coord_type,NBR_mean,NBR_stdDev,NDMI_mean,NDMI_stdDev,NDVI_mean,NDVI_stdDev,nbr_cv,ndmi_cv,ndvi_cv,snow_fraction,snow_pixel_count,water_fraction,water_pixel_count,wetland_fraction,wetland_pixel_count
nonveg,nonveg,nonveg_3,built_3,plot,757.3897201196977,917.3942037096158,180.33726456609762,698.9504520171655,3511.585988382328,1310.6006521194538,121.12577967979693,387.5796018636983,37.322185942631705,0.0,0,0.0,0,0.0,0
nonveg,nonveg,nonveg_4,built_4,plot,1607.696554770319,1134.781757764506,116.25530035335692,864.8945789245422,4117.541961130743,1331.7193237100892,70.58432478426408,743.9614162070056,32.34258050753119,0.0,0,0.0,0,0.0,0
nonveg,nonveg,nonveg_5,built_5,plot,376.2215120525931,1359.5148372759443,-360.3442293644996,1102.2058985386702,4509.53195763331,712.3060090901505,361.360207676241,-305.8758289212824,15.795564058137476,0.0,0,0.0,0,0.0,0
nonveg,nonveg,nonveg_6,built_6,plot,1629.528106202033,1073.0909746130187,750.5751918689069,778.8159380149604,4160.181082762915,2062.259764611309,65.85286688390352,103.76254723737071,49.57139421540981,0.0,0,0.05555555555555555,1,0.0,0
nonveg,nonveg,nonveg_10,built_10,plot,1823.562387387387,678.6403980979583,876.3033783783782,564.2318278469901,85.14279279279279,249.87962379691723,37.215090791066636,64.3877271009859,293.4830014385776,0.0,0,0.0,0,0.0,0
nonveg,nonveg,nonveg_12,built_12,plot,3204.3178577638673,578.3967596066194,1590.222569987828,511.04759803851687,5360.356807511737,1712.3255739180415,18.05054258912546,32.1368598134303,31.94424616507755,0.0,0,0.0,0,0.0,0
nonveg,nonveg,nonveg_13,built_13,plot,197.02208568581864,965.6543684854328,-196.679342411159,791.654674730995,1102.1567585519756,1177.8431410182554,490.1249345341486,-402.5103323134148,106.86711594144896,0.0,0,0.0,0,0.0,0
nonveg,nonveg,nonveg_14,built_14,plot,3046.10393040236,1207.267777940885,1361.8713686499918,720.7394024648798,5514.113096162807,1791.4346695189088,39.633177512148016,52.922722296404615,32.48817422271485,0.0,0,0.0,0,0.0,0
nonveg,nonveg,nonveg_18,built_18,plot,134.63577586206895,1038.0487027952975,-590.2181034482755,827.2481088486996,1142.8282327586198,345.92542887701967,771.0051033231709,-140.159731464624,30.269240727629416,0.0,0,0.0,0,0.0,0
nonveg,nonveg,nonveg_20,built_20,plot,2494.9244855967077,1473.453841225514,962.5617283950614,1705.4819429112615,4690.59341563786,1053.3068519016854,59.05805364979253,177.18156587784938,22.455726995865604,0.0,0,0.0,0,0.0,0
nonveg,nonveg,nonveg_23,built_23,plot,697.9796547472256,792.0568019403659,63.223027127003675,638.9124309128756,834.9189272503079,863.2092735831792,113.4784941872282,1010.5691864918388,103.38839441884996,0.0,0,0.0,0,0.0,0
nonveg,nonveg,nonveg_25,built_25,plot,2957.247160988644,925.5288449622426,1636.6637719884216,907.8427073990026,5855.254509018036,821.9923244030641,31.296972981210914,55.46910263041034,14.038541333037932,0.0,0,0.0,0,0.0,0
nonveg,nonveg,nonveg_29,built_29,plot,632.4420717131474,990.995457794914,205.25227091633462,767.7740548771741,1093.6356972111555,800.9970586515545,156.6934747257601,374.0636103315689,73.24167094162625,0.0,0,0.0,0,0.0,0
nonveg,nonveg,nonveg_31,built_31,plot,-865.4727430555554,754.7706973349956,-1345.1553819444441,655.1308299271128,1793.6888888888886,185.36950711124703,-87.20906618852887,-48.70298544842534,10.33454063631265,0.0,0,0.0,0,0.0,0
nonveg,nonveg,nonveg_34,built_34,plot,-262.763406435089,467.78826443114855,-374.7506002881384,442.5026679141168,949.3909076356654,440.31617428086076,-178.0264119641436,-118.07924192086287,46.37880674225235,0.0,0,0.0,0,0.0,0
nonveg,nonveg,nonveg_40,built_40,plot,-272.00225669957683,967.5107360515437,-577.9719322990123,786.0555765179712,1735.6122708039481,579.5927686746961,-355.699525360978,-136.00237876452923,33.39413868088318,0.0,0,0.037037037037037035,1,0.0,0
