dataset_id,citation_short,site_code,plot_code,coord_type,NBR_mean,NBR_stdDev,NDMI_mean,NDMI_stdDev,NDVI_mean,NDVI_stdDev,nbr_cv,ndmi_cv,ndvi_cv,snow_fraction,snow_pixel_count,water_fraction,water_pixel_count,wetland_fraction,wetland_pixel_count
ds23,Danby et al. Unpub.,Canada.KluaneLake.Outpost-MixedTundra,Canada.KluaneLake.Outpost-MixedTundra.01,plot,4688.957285342583,134.7475004921792,1918.2515177797045,137.48822254240002,6669.241326973112,93.75545940264489,2.8737199401110414,7.167372019157157,1.4057889766780496,0.0,0,0.0,0,0.0,0
ds23,Danby et al. Unpub.,Canada.KluaneLake.Outpost-MixedTundra,Canada.KluaneLake.Outpost-MixedTundra.02,plot,3715.1404384632096,336.0882567518998,1112.3145213805083,380.1681958592238,6230.11373996093,261.3784958871853,9.046448238466182,34.178120356407106,4.195404880181601,0.0,0,0.0,0,0.0,0
ds23,Danby et al. Unpub.,Canada.KluaneLake.Outpost-MixedTundra,Canada.KluaneLake.Outpost-MixedTundra.03,plot,4400.662757871881,237.23647840008005,1759.032573289903,111.6132798312729,6773.735070575464,169.97569979385108,5.39092612756369,6.345151393218579,2.509334924127919,0.0,0,0.0,0,0.0,0
ds23,Danby et al. Unpub.,Canada.KluaneLake.Outpost-MixedTundra,Canada.KluaneLake.Outpost-MixedTundra.04,plot,4641.687730727472,517.652189738259,1631.6820846905543,399.23675907400917,6924.085776330079,172.8229600203643,11.15224073156532,24.467803061631564,2.4959679241865826,0.0,0,0.0,0,0.0,0
ds23,Danby et al. Unpub.,Canada.KluaneLake.Outpost-MixedTundra,Canada.KluaneLake.Outpost-MixedTundra.05,plot,5982.790228013029,337.15993260330004,3140.400651465797,382.0685692145237,8118.191096634092,289.4556004689789,5.635496478292466,12.166236465280038,3.565518439064473,0.0,0,0.0,0,0.0,0
ds23,Danby et al. Unpub.,Canada.KluaneLake.Outpost-ShrubTundra,Canada.KluaneLake.Outpost-ShrubTundra.06,plot,6204.627881687692,225.33566758491096,3384.227490213136,272.97517164741834,8547.654197477168,288.59805932083117,3.631735405921208,8.066099942655644,3.3763422414305273,0.0,0,0.0,0,0.0,0
ds23,Danby et al. Unpub.,Canada.KluaneLake.Outpost-ShrubTundra,Canada.KluaneLake.Outpost-ShrubTundra.07,plot,5939.582446230721,209.72950265929273,3055.450358461874,217.35528554203776,8230.02454920704,113.07785831372453,3.531047923956132,7.1136906197833065,1.373967448549343,0.0,0,0.0,0,0.0,0
ds23,Danby et al. Unpub.,Canada.KluaneLake.Outpost-ShrubTundra,Canada.KluaneLake.Outpost-ShrubTundra.08,plot,6143.542317708334,186.85106409400464,3231.707248263889,209.87134056806283,8630.066406250002,94.77825893813036,3.0414222679873046,6.494132186039072,1.0982332519421956,0.0,0,0.0,0,0.0,0
ds23,Danby et al. Unpub.,Canada.KluaneLake.Printers-MixedTundra,Canada.KluaneLake.Printers-MixedTundra.01,plot,4355.156418554479,458.35735295749834,1361.6854368932043,425.6370900167879,6994.546925566346,118.50492971747332,10.524475102770976,31.258106937525415,1.6942474041358728,0.0,0,0.0,0,0.0,0
ds23,Danby et al. Unpub.,Canada.KluaneLake.Printers-MixedTundra,Canada.KluaneLake.Printers-MixedTundra.02,plot,4016.789178702307,279.63697311817145,1179.5195085147664,225.984092247617,6869.778184953655,156.69974864206435,6.96170400480199,19.158995728029364,2.281001575644345,0.0,0,0.0,0,0.0,0
