"Variable","Importance"
"spectral_EVI2b_annualMedian",0.100936716059218
"spectral_NDWI_annualMean",0.050120447802563
"spectral_EVI2b_peakSummer",0.0439560638279145
"spectral_EVI2b_annualMean",0.0318712132131437
"spectral_NDVI_annualMean",0.028578626152342
"spectral_NDWI_earlySummer",0.0272711113696204
"spectral_NDWI_annualMedian",0.0253561280472895
"spectral_EVI2b_lateSummer",0.0202420406073567
"spectral_NDVI_annualMedian",0.0152284931758178
"spectral_NDWI_lateSummer",0.011803276730794
"spectral_NBR_startSnowfree",0.010971593045701
"spectral_EVI2b_earlySummer",0.00930207963522653
"spectral_NDVI_peakSummer",0.00899040179363865
"spectral_NDWI_endSnowfree",0.0089522691718979
"spectral_NIR_earlySummer",0.00709403474769748
"spectral_NDVI_earlySummer",0.00626806901955348
"spectral_EVI2b_endSnowfree",0.00549021746770246
"spectral_NDVI_lateSummer",0.00453820371959593
"spectral_NDWI_peakSummer",0.0041534067934123
"spectral_NBR_annualMean",0.0037261454775934
"spectral_NIR_peakSummer",0.00307584188614998
"spectral_NIR_lateSummer",0.0030507595092685
"spectral_NDVI_endSnowfree",0.00292775735672908
"spectral_EVI2b_changeSSES",0.002841024972044
"spectral_NDMI_changeESPS",0.00201142832070366
"spectral_EVI2b_changeESPS",0.0019461826681927
"texture_NDVI_peakSummer",0.0016167431656413
"spectral_green_lateSummer",0.00161215528480083
"spectral_NDWI_startSnowfree",0.00159489040249711
"spectral_NIR_annualMean",0.00143648164803952
"spectral_NIR_changeSSES",0.00139034794712856
"spectral_NDVI_changeESPS",0.00136338250171956
"spectral_NIR_changeESPS",0.00133992436902295
"spectral_blue_annualMean",0.00133617971353043
"spectral_green_changeESPS",0.00130438094190887
"spectral_NDWI_changeESPS",0.00128164713462347
"spectral_blue_changeESPS",0.00126486467060278
"spectral_NBR_changeESPS",0.00114245384425024
"spectral_EVI2b_startSnowfree",0.00108281865720388
"spectral_SWIR2_changeESPS",0.00107822344700158
"spectral_SWIR1_changeLSES",0.00106337583325988
"spectral_NDWI_annualRange",0.00104805380455576
"spectral_NDVI_annualRange",0.00104702197208963
"spectral_blue_earlySummer",0.000993556926974548
"spectral_red_changePSLS",0.0008955169573136
"spectral_green_changeSSES",0.000841446426764711
"spectral_NIR_endSnowfree",0.000794444163529049
"spectral_NDVI_changeSSES",0.000775895492363298
"spectral_EVI2b_annualRange",0.000753112018629276
"spectral_NIR_changePSLS",0.000735926895926575
"spectral_NBR_peakSummer",0.000729947101100278
"spectral_SWIR2_changePSLS",0.000692987483152338
"topo_slope",0.000641387084241851
"spectral_NIR_changeLSES",0.000630916820864492
"spectral_NDVI_changeLSES",0.000621445376600854
"topo_northness",0.000531971422264526
"spectral_NDVI_startSnowfree",0.000512431517534354
"spectral_SWIR2_endSnowfree",0.000511845309024755
"spectral_EVI2b_changePSLS",0.000511744530209098
"spectral_red_peakSummer",0.00048847367219648
"spectral_red_changeSSES",0.00046285068830645
"spectral_NDMI_changeLSES",0.000459711659475798
"spectral_NDMI_changePSLS",0.000375926953064244
"spectral_SWIR2_changeSSES",0.000253580103027162
"zone_3_Low.Arctic",0.000245361015817668
"spectral_NBR_endSnowfree",0.000202483829136526
"spectral_SWIR1_changePSLS",0.000191852797166443
"spectral_NDVI_changePSLS",0.000168165671788534
"topo_eastness",0.000130669238180161
"spectral_blue_endSnowfree",5.36490505605125e-05
"spectral_green_changePSLS",3.62932109209564e-05
"spectral_NDWI_changePSLS",3.25537781020648e-05
"zone_3_Sub.Arctic",2.11254043869089e-05
"zone_3_Oro.Arctic",1.17647058823529e-05
"zone_3_High.Arctic",1.87126017492445e-06
"trees_presence",0
"zone_3_other",0
