"Variable","Importance"
"spectral_EVI2b_lateSummer",0.0407179857196512
"spectral_EVI2b_peakSummer",0.0400589005062076
"spectral_NDWI_endSnowfree",0.0335568334203933
"spectral_EVI2b_annualMedian",0.031944129095321
"spectral_NDWI_earlySummer",0.0303009978445476
"spectral_NDVI_peakSummer",0.0288808868105303
"spectral_NDWI_startSnowfree",0.026016730739986
"spectral_NDWI_lateSummer",0.025931919117024
"spectral_NDVI_lateSummer",0.024642203283921
"spectral_EVI2b_annualMean",0.0244568937734474
"spectral_EVI2b_earlySummer",0.0201846360089804
"spectral_NDVI_endSnowfree",0.0195278468712815
"spectral_NDWI_annualMean",0.0191584395301976
"spectral_NDWI_annualMedian",0.0191263390197429
"spectral_EVI2b_endSnowfree",0.0161591006567543
"spectral_NDWI_peakSummer",0.0135078314392478
"spectral_NDVI_earlySummer",0.00931706290619066
"spectral_NDVI_startSnowfree",0.00462566898484592
"spectral_blue_earlySummer",0.00428699121728823
"spectral_EVI2b_startSnowfree",0.00388167071968543
"spectral_green_earlySummer",0.00370654540315607
"spectral_EVI2b_annualRange",0.0035882043673906
"spectral_SWIR2_lateSummer",0.00320001032760478
"spectral_blue_endSnowfree",0.00233736524819073
"spectral_EVI2b_changeESPS",0.00219978728454679
"spectral_EVI2b_changeSSES",0.00206100867595089
"spectral_NBR_changeESPS",0.00165683478786312
"spectral_NDVI_changeLSES",0.00164554596169867
"spectral_EVI2b_changeLSES",0.00154042579779432
"spectral_NDMI_changeSSES",0.00145699770359044
"spectral_blue_startSnowfree",0.00145648797257656
"spectral_NIR_changePSLS",0.00137189288033528
"topo_eastness",0.00104124021759593
"spectral_red_changeLSES",0.000750460696310571
"spectral_red_changePSLS",0.000542969466016525
"zone_3_Low.Arctic",0.000385451685301389
"zone_3_High.Arctic",0.000221740861363388
"zone_3_Oro.Arctic",4.49278054827891e-05
"trees_presence",2.11895773188244e-05
"zone_3_Sub.Arctic",0
"zone_3_other",0
