"Variable","Importance"
"spectral_EVI2b_peakSummer",0.131184771767871
"spectral_NDWI_endSnowfree",0.078264766638809
"spectral_EVI2b_annualMedian",0.0541527889190154
"spectral_NDWI_annualMean",0.0294223419479784
"spectral_NDWI_lateSummer",0.0262704378969847
"spectral_NDVI_peakSummer",0.0209563006387533
"spectral_EVI2b_earlySummer",0.020486259135443
"spectral_NDWI_startSnowfree",0.0194438805363221
"spectral_NDWI_annualMedian",0.0173998201656572
"spectral_NDVI_earlySummer",0.0138924692012282
"spectral_NDVI_annualRange",0.0104241755325517
"spectral_NDWI_earlySummer",0.00964197300906906
"spectral_green_annualRange",0.00788488929834047
"spectral_NDWI_peakSummer",0.00748797793056441
"spectral_EVI2b_endSnowfree",0.00509234016483782
"spectral_EVI2b_annualRange",0.0050387280002986
"spectral_EVI2b_startSnowfree",0.00467399918435162
"spectral_NDMI_changeSSES",0.00432829879331967
"spectral_EVI2b_lateSummer",0.00422401517380664
"spectral_NIR_earlySummer",0.00416726618837096
"spectral_NDVI_annualMean",0.00409698163146823
"spectral_NBR_lateSummer",0.00312744203777604
"spectral_NDVI_annualMedian",0.00291787598480391
"spectral_NBR_changeSSES",0.00282237116019553
"spectral_EVI2b_annualMean",0.00237508853490886
"spectral_NIR_peakSummer",0.00207371020051481
"spectral_NBR_peakSummer",0.0019479272567694
"spectral_NBR_endSnowfree",0.00190635474369664
"spectral_NIR_lateSummer",0.00189647223361278
"permafrost_index",0.00162461442374796
"spectral_NDVI_changeSSES",0.00152338997442703
"spectral_SWIR2_lateSummer",0.00144069772419437
"spectral_NDVI_lateSummer",0.00141978254253932
"spectral_blue_lateSummer",0.00127766744726984
"spectral_NDMI_endSnowfree",0.00125866207927669
"spectral_SWIR2_earlySummer",0.00121046756602267
"spectral_NDMI_earlySummer",0.00112842484990711
"spectral_EVI2b_changeLSES",0.000872742056097388
"spectral_SWIR2_changeLSES",0.00086630573863282
"spectral_NBR_annualRange",0.000862125479872016
"spectral_NDVI_startSnowfree",0.000844303565248867
"spectral_NDVI_changeLSES",0.000713465227642646
"spectral_NIR_changePSLS",0.000704919949127911
"spectral_SWIR1_annualRange",0.000597873930474187
"spectral_SWIR1_changeLSES",0.000465507293090106
"spectral_NDMI_annualMean",0.000463424577619909
"spectral_NDMI_changeESPS",0.000449204668233605
"spectral_NDWI_changeLSES",0.000403999086895652
"spectral_red_peakSummer",0.000379175429449851
"spectral_NIR_changeLSES",0.000346991539981388
"spectral_EVI2b_changeESPS",0.000329985946174507
"spectral_SWIR2_endSnowfree",0.000311878576390879
"spectral_NDVI_endSnowfree",0.000293435357024595
"spectral_EVI2b_changePSLS",0.000283596227094159
"spectral_EVI2b_changeSSES",0.000257908299727516
"topo_tpi",0.000246888061694533
"topo_slope",0.000241584742522558
"texture_NDVI_peakSummer",0.00014538217710487
"spectral_NBR_startSnowfree",0.000138937213947808
"topo_eastness",0.000126996247525829
"spectral_green_endSnowfree",0.000123935604416049
"spectral_red_changeESPS",9.61876801333563e-05
"spectral_blue_peakSummer",9.38796336529431e-05
"spectral_NBR_changeESPS",8.50386669664462e-05
"spectral_NDWI_changeSSES",5.74878405667898e-05
"spectral_blue_endSnowfree",5.26338570748388e-05
"spectral_green_earlySummer",4.87804878048781e-05
"spectral_red_changeSSES",3.29984071932237e-05
"spectral_NIR_changeSSES",2.92759680692432e-05
"trees_cover",0
"trees_presence",0
"zone_3_High.Arctic",0
"zone_3_Sub.Arctic",0
"zone_3_Low.Arctic",0
"zone_3_Oro.Arctic",0
"zone_3_other",0
"spectral_green_changeSSES",-8.95670274428908e-05
"spectral_blue_changeSSES",-9.5254894844693e-05
