"Variable","Importance"
"zone_3_Low.Arctic",0.00161892873886545
"topo_eastness",0.000445346929207689
"spectral_blue_changeESPS",4.9789029535865e-05
"spectral_SWIR2_changePSLS",2.25738396624473e-05
"spectral_NDWI_changeESPS",1.17189069720715e-05
"spectral_blue_changePSLS",1.05485232067511e-05
"spectral_EVI2b_changeESPS",9.1504252896658e-06
"spectral_NDMI_changeESPS",7.11606724264952e-06
"spectral_green_changeLSES",2.81293952180028e-06
"spectral_EVI2b_earlySummer",0
"spectral_EVI2b_endSnowfree",0
"spectral_EVI2b_lateSummer",0
"spectral_EVI2b_peakSummer",0
"spectral_EVI2b_startSnowfree",0
"spectral_NDVI_earlySummer",0
"spectral_NDVI_lateSummer",0
"spectral_NDVI_peakSummer",0
"spectral_NDWI_earlySummer",0
"spectral_NDWI_endSnowfree",0
"spectral_NDWI_lateSummer",0
"spectral_NDWI_peakSummer",0
"spectral_NDWI_startSnowfree",0
"spectral_NIR_earlySummer",0
"spectral_green_endSnowfree",0
"trees_presence",0
"spectral_EVI2b_annualMedian",0
"spectral_EVI2b_annualMean",0
"spectral_EVI2b_annualRange",0
"spectral_EVI2b_changeLSES",0
"spectral_NBR_changeESPS",0
"spectral_NDVI_annualMean",0
"spectral_NDVI_annualRange",0
"spectral_NDVI_changeESPS",0
"spectral_NDWI_annualMedian",0
"spectral_NDWI_annualMean",0
"spectral_NIR_changeLSES",0
"spectral_green_changePSLS",0
"zone_3_High.Arctic",0
"zone_3_Sub.Arctic",0
"zone_3_Oro.Arctic",0
"zone_3_other",0
