"spectral_EVI2b_endSnowfree","spectral_EVI2b_peakSummer","spectral_NDVI_earlySummer","spectral_NDWI_earlySummer","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","trees_presence","spectral_EVI2b_changeSSES","site_code","presence_absence"
394.165497709801,550.111798965368,362.489204838764,-2702.38472632071,-890.285630340156,-2192.27809876073,0,-33.8537145669867,"nonveg_801","absence"
3908.33829606312,4425.49804788449,5922.26346108466,-6041.45911688184,-6485.26026953488,-6409.38021193933,1,21.9930361879729,"Sweden.Abisko.VJ-BirchShrub","presence"
2502.7205389554,2963.5064040856,5511.21866641885,-5151.6431120829,-6447.09491586003,-6448.31797940862,0,34.5333916788118,"Finland.Javrresduottar.EC-Salix","presence"
2237.2668901487,2214.09321664397,4318.01673053245,-4152.44913978045,-5204.7913027109,-5317.18971315613,0,32.8322425884389,"Canada.PayneLake.TD0","presence"
1578.9370157474,2760.92859685222,1245.55836027429,-1455.35474259187,-2488.70251197168,-1148.95731331726,0,39.4395031358321,"nonveg_647","absence"
1029.01341594852,958.34877378849,1448.89532298712,-2287.13439292363,-2437.19697114752,-2594.9647315427,0,8.07144384596104,"Canada.EllefRingnesIsland.Isachsen-C01","absence"
1570.08039320616,3627.84602747484,5402.79744837022,-4810.08303145851,-5915.67004823959,-6013.204637538,1,31.0174196097059,"USA.InteriorAlaska.23","presence"
837.735498690583,996.056114758268,1916.18705567982,-2533.56329552826,-2020.20698765443,-3013.53565575565,0,21.1743263781339,"nonveg_680","absence"
2769.22760689608,3594.75984406499,5334.77106881321,-5540.97410390023,-6435.96873348905,-7056.02556171354,0,70.2240256905628,"Sweden.Abisko.KJ-MesicHeath","presence"
2225.01346787341,2479.68837275109,4087.39107974339,-3832.81827188859,-4402.14042042238,-5146.08643738461,0,61.0001633597002,"Canada.PrincePatrickIsland.MouldBay-C06","presence"
240.461624960318,755.894601765631,1140.25431666328,-2648.3643467563,-2239.77556588643,-1581.00559654694,0,-2.89401222447148,"nonveg_760","absence"
819.791223081287,724.614907469055,1968.47748846826,-1422.19394439305,-2687.16849210381,-2006.53296506041,0,18.4906502440323,"nonveg_576","absence"
2249.10958417515,2838.13172688066,4733.02796990422,-4622.31818005699,-5186.76061431313,-5834.31903754677,0,27.725166563732,"Canada.CoutureLake.TDO4","presence"
2690.96796316622,3174.82461047129,5372.68356393654,-6030.03419486105,-6210.09627697195,-7018.59280446857,1,28.5964093236759,"Canada.LeRoyLake.TDA6","presence"
51.2167417494054,920.011250299853,999.226068462102,-2416.27315459159,-2210.89783255048,-1359.84852602902,0,-62.3517149862877,"nonveg_736","absence"
3908.33829606312,4425.49804788449,5922.26346108466,-6041.45911688184,-6485.26026953488,-6409.38021193933,1,21.9930361879729,"Sweden.Abisko.VJ-BirchShrub","presence"
2432.44955613998,3345.8843873447,4831.76712487068,-5201.42353082483,-6074.45550543138,-5836.15091697171,0,14.5504722457358,"Russia.Yamal.Nadym-2-H","presence"
2173.22469913485,4218.91093353847,5547.28735822303,-4806.88008691213,-6198.79858187075,-6111.06768190926,0,43.6799100187844,"Russia.Kolyma.WT1","presence"
856.423903191503,562.890707892751,1216.5248672776,-2172.29754128544,-1279.1020442127,-2388.11276945605,0,-10.1254816446578,"nonveg_915","absence"
1614.10976403921,3538.01676958319,4100.61618544939,-5263.77329144047,-5198.99412763523,-5894.03540603908,0,12.405631086369,"Canada.KluaneLake.Ruby-MixedTundra","presence"
2528.8274248259,3462.11949679004,5665.12854722342,-6185.24946329172,-6118.42708476753,-6613.8192334314,1,37.5801192107962,"Russia.Kolyma.T1","presence"
3005.99894631422,3995.01624643844,5636.27635183425,-5836.2045585828,-6778.64059997507,-7453.13954006747,0,53.9410472603083,"Canada.DeceptionBay.BEGL3","presence"
1686.24522260759,2600.97119811519,3874.07338188323,-4378.67764264957,-5071.11375549668,-4801.58270338538,0,29.3646055896848,"Canada.BanksIsland.GreenCabin-C10","presence"
507.19306883756,1006.63121163447,646.168325315319,978.235628648253,-761.394233009359,-871.522091749245,0,13.7759225005964,"nonveg_1794","absence"
1686.24522260759,2600.97119811519,3874.07338188323,-4378.67764264957,-5071.11375549668,-4801.58270338538,0,29.3646055896848,"Canada.BanksIsland.GreenCabin-C10","presence"
2981.22297002082,4249.25452313861,6429.33971332117,-4693.11947948361,-4116.89911465502,-8034.09384479636,0,44.4177521865273,"Sweden.Abisko.VJ-Wetland","presence"
1197.29200343614,1791.71523693982,1775.43252827043,-3308.61608193007,-3494.26802015384,-2947.85208525435,0,9.12215703417377,"Canada.PrincePatrickIsland.MouldBay-C04","presence"
-756.548356602136,1118.25154511434,882.472129709546,-829.343406770293,-1123.59447963686,-819.221875345543,0,-26.6889966949102,"nonveg_571","absence"
1444.80801535093,881.633478840763,1876.85112694459,-2578.70222005234,-2714.90898230954,-2550.70528691306,0,-2.0029862189413,"nonveg_746","absence"
3461.29750242783,4281.58657885858,6373.39303532164,-4957.25142375067,-7108.31996323804,-7183.16226530418,0,43.1101247039768,"Sweden.Abisko.NT-SparseVeg","presence"
175.942519750758,736.960715966437,-571.476372402421,-1574.83794357128,-1589.66118223899,-342.932633504555,0,-17.7814519011365,"nonveg_710","absence"
2153.78514264155,2897.49977804345,4824.16831498673,-5354.08718227417,-5835.65274788088,-5980.36173019159,0,19.6838691641702,"Canada.ChukotkaRiver.TH1","presence"
2285.25301299682,3206.06726816488,5066.07774405566,-5419.18923219074,-5693.65970624989,-6161.32310792274,0,27.5663930337032,"Canada.ChukotkaRiver.TH4","presence"
2204.51770957075,2307.69257038458,3601.71950393796,-4484.17839906566,-4582.95853716286,-4961.32174832143,0,17.8524508189697,"Canada.BonifaceRiver.LSA4","presence"
2369.2892533922,2755.34490552224,3973.21312458224,-4781.01937822678,-5773.64067105758,-5577.20644911814,0,36.1714278792284,"USA.NorthSlope.14","presence"
810.363316825684,386.077568845373,1250.25454699783,-1861.47052875171,-2122.73188248659,-2147.50288854169,0,-11.8679734023813,"nonveg_968","absence"
3476.8648255189,4703.13718675232,6804.70927154262,-6587.51280410161,-7106.58566582519,-7441.84667146378,1,32.5420218903745,"Finland.Kilpisjarvi.19","presence"
3077.45090665522,5058.81546265053,6686.50865493332,-6063.50828195861,-7073.47932705861,-7147.11050960657,1,34.3580964695413,"Canada.BonifaceRiver.AB8","presence"
222.115596948736,-49.6182825533471,287.252167503698,-1218.54280867271,-2231.63182567816,-2344.71557658372,0,-13.2443031751663,"nonveg_751","absence"
-39.7353659205432,346.840588274732,207.774309841199,-1277.45524677346,-1314.23234182229,-1493.34477340362,0,10.2893341610084,"nonveg_897","absence"
723.288921055096,1286.98854490751,442.069251698645,-2046.87645290193,-1860.20407558127,-1124.88971278886,0,-7.47510647058405,"nonveg_688","absence"
335.003289266194,-497.843364658913,45.3285462079791,-1865.84368044002,-2054.61090525529,-2337.81338630155,0,-20.3193048285614,"nonveg_907","absence"
1769.70319793446,2437.94028400345,4565.73169853707,-5156.53808758697,-5481.86041200518,-5835.08285316926,0,19.0006987058552,"USA.YukonKuskokwimDelta.15B5","presence"
3461.29750242783,4281.58657885858,6373.39303532164,-4957.25142375067,-7108.31996323804,-7183.16226530418,0,43.1101247039768,"Sweden.Abisko.NT-SparseVeg","presence"
543.94475185063,-52.0540393782516,-572.505193452055,-2463.30653304925,-693.057622648254,-1939.3954564086,0,-46.066370934338,"nonveg_994","absence"
1740.23182435529,1978.22247531747,3550.6522141033,-4109.93478701512,-4084.89362742073,-4639.77423577775,1,-11.3431538901984,"Canada.ClearwaterLake.LS1","presence"
1756.18418172645,3065.19328733569,4361.48191166447,-4859.09434787007,-5627.59108739571,-5687.20782054118,0,46.8773768375238,"USA.NorthSlope.Sagwon-C16","presence"
734.689734388978,793.937539893335,1077.90942551793,-2330.35032780855,-1919.09601722236,-1656.25945650332,0,-7.33757255531436,"nonveg_769","absence"
1284.57219970608,800.603039743007,1773.45722564786,-2398.30139153153,-2815.784962113,-3663.6896778041,0,-0.45986579008912,"nonveg_507","absence"
486.118023307574,942.344313136213,-28.2733534107589,1234.65009009562,-2401.83111150527,-2546.24707612426,0,2.29217894097267,"nonveg_1626","absence"
392.838340062116,533.757396664991,2118.28645675508,-675.24706079202,-2099.59148182411,-1853.3433259082,0,42.6600054285524,"nonveg_693","absence"
3095.09938010918,4115.89419973911,5240.44016723932,-5560.9416179784,-6048.54065302995,-6274.04531828728,0,34.2594446996083,"Russia.Yamal.VaskinyDachi-1","presence"
-487.174267944076,996.499590799959,916.794222954428,-872.151682109554,-1252.37446996201,-657.168330418088,0,31.2149461935702,"nonveg_572","absence"
335.003289266194,-497.843364658913,45.3285462079791,-1865.84368044002,-2054.61090525529,-2337.81338630155,0,-20.3193048285614,"nonveg_907","absence"
367.626567274982,115.320532909946,723.554552599368,-476.47923527823,-869.401701760328,-1389.99856549625,0,15.3765165180116,"nonveg_761","absence"
2620.47583304864,3132.12064613073,4720.98842916256,-5246.10592352048,-5833.51403521667,-6135.02645584666,0,14.2243777197355,"Canada.BonifaceRiver.LSA6","presence"
3461.29750242783,4281.58657885858,6373.39303532164,-4957.25142375067,-7108.31996323804,-7183.16226530418,0,43.1101247039768,"Sweden.Abisko.NT-SparseVeg","presence"
105.442333946804,817.914834668561,1207.79840148731,-1986.24415474469,-2187.21811552203,-3037.67707958541,0,47.066797038805,"nonveg_1672","absence"
11.0299475318009,-296.462862913009,250.753505805686,-62.3754061147944,-368.133541201333,-1013.5246565266,0,-0.987253242476315,"nonveg_1145","absence"
176.674367857537,957.165239842932,513.896009826389,-1254.52798257987,-2129.66172722212,-508.066581009346,0,-1.62616877090953,"nonveg_560","absence"
452.722449746229,111.426240140402,707.625573424908,-1986.83484096199,-888.485927794449,-2185.24143703468,0,9.20262335265375,"nonveg_695","absence"
2815.77025314775,3712.07806307969,4837.08249689871,-5646.68568857841,-5980.45765346996,-6195.5183620399,0,24.7145164389237,"USA.YukonKuskokwimDelta.15B4","presence"
395.979272384577,546.085665650743,1700.83693625235,-536.747981730688,-1267.71259940806,-1092.29911572861,0,53.7854803385771,"nonveg_988","absence"
1570.08039320616,3627.84602747484,5402.79744837022,-4810.08303145851,-5915.67004823959,-6013.204637538,1,31.0174196097059,"USA.InteriorAlaska.23","presence"
2591.17771895314,3642.68982115816,4042.84652646484,-4995.05703860955,-5881.54923997079,-6085.86582948849,0,33.4515140794998,"Canada.DeceptionBay.TH8","presence"
507.19306883756,1006.63121163447,646.168325315319,978.235628648253,-761.394233009359,-871.522091749245,0,13.7759225005964,"nonveg_1794","absence"
394.165497709801,550.111798965368,362.489204838764,-2702.38472632071,-890.285630340156,-2192.27809876073,0,-33.8537145669867,"nonveg_801","absence"
1991.61832047512,2776.8140632359,3440.14474863514,-5207.6112919209,-5382.2379029375,-5544.45065232059,0,1.36770467795513,"USA.NorthSlope.15","presence"
-352.598597427928,147.462526038303,-1235.368602223,981.893216899873,2485.74964050953,1427.11044939403,0,-1.22188730226864,"nonveg_1677","absence"
11.0299475318009,-296.462862913009,250.753505805686,-62.3754061147944,-368.133541201333,-1013.5246565266,0,-0.987253242476315,"nonveg_1145","absence"
3042.03836460196,3292.5554735699,5060.78317667904,-5269.47671089937,-5842.84297449876,-5817.54035981778,0,17.2669179660353,"Norway.Javrresduottar.EC-Sedge","presence"
2840.16277510323,3613.76334716799,4609.0868106037,-5423.08381201902,-5835.46578262658,-6067.39280388575,0,21.0822134373124,"USA.YukonKuskokwimDelta.15B1","presence"
2786.61340485414,2925.00848888141,4464.29984368685,-5005.63987650378,-5619.51459961907,-6091.26291423627,0,9.62407285135339,"USA.YukonKuskokwimDelta.6","presence"
682.780095105921,844.273851320331,1111.36381208807,-1099.9309849247,-1262.11153694523,-1584.08907439124,0,1.3463676372698,"nonveg_935","absence"
3142.48834123184,4381.66477510004,5240.45947707037,-5565.54053088865,-6114.0892811055,-6405.32851548934,0,27.6142536416911,"USA.YukonKuskokwimDelta.15B2","presence"
3060.44574595654,3562.23965555369,4354.93664950378,-5147.62606753546,-5828.78222392234,-5908.85177767579,0,24.851221748095,"Russia.Tiksi.GraminoidTundra","presence"
1849.82172627495,2117.5354273279,4354.99538754661,-4153.02036620293,-4791.86013714104,-5261.49396810041,0,6.94305093000531,"Canada.LeRoyLake.TD4","presence"
871.529741825958,389.444357659073,1540.32069316587,-2154.74781151527,-2198.40948283346,-2720.94400213161,0,0.220481195183173,"nonveg_913","absence"
3476.8648255189,4703.13718675232,6804.70927154262,-6587.51280410161,-7106.58566582519,-7441.84667146378,1,32.5420218903745,"Finland.Kilpisjarvi.19","presence"
2437.21074893904,2731.44201088773,4713.28011884939,-4342.90637887749,-5503.41997867362,-5257.05096613383,0,11.5420816421311,"Canada.PayneLake.TD2","presence"
176.674367857537,957.165239842932,513.896009826389,-1254.52798257987,-2129.66172722212,-508.066581009346,0,-1.62616877090953,"nonveg_560","absence"
3749.72938948483,4565.12217067574,6325.81327593886,-6509.35905850558,-6969.51010299781,-7815.61391331125,0,80.059920778445,"USA.Kougaork.TallShrub","presence"
634.196139561932,203.668243607346,-98.2463047711503,-1215.21617545076,-923.772884716912,-900.484289714447,0,-7.25389678269338,"nonveg_703","absence"
2476.36566142241,4120.11640795201,5384.43383776488,-5716.11153904428,-6158.66049995031,-6490.33924877415,0,39.9882748491395,"USA.NorthSlope.Ivotuk3","presence"
2116.80047212963,3022.60043556936,4905.29711559197,-4513.39954731035,-5732.52193540553,-5761.7320995471,0,38.7005445166443,"USA.NorthSlope.11","presence"
-307.109769515802,-150.1455657614,88.4614302543378,-1632.42857040109,-762.753062014184,-1807.97806676881,0,-10.5612406211125,"nonveg_709","absence"
2760.81787885048,3891.19361219028,5900.43623739924,-5833.33000657065,-5927.71366315485,-6472.91720780413,0,25.5218231854244,"Russia.Tazovsky.Burned28","presence"
625.398844751993,287.7855008829,522.333764209996,-1962.08742384355,-1529.68970045035,-2192.26546153518,0,7.07900124131115,"nonveg_643","absence"
194.911761716097,351.234504967765,1660.61821025826,-1786.85603311338,-627.139424750973,-1933.93170172614,0,10.1783685513184,"nonveg_919","absence"
1340.67347091856,295.487557647781,1776.71354614455,-1946.55462010894,-1443.70998109212,-2550.86818723878,0,-7.23425944361071,"nonveg_745","absence"
-39.7353659205432,346.840588274732,207.774309841199,-1277.45524677346,-1314.23234182229,-1493.34477340362,0,10.2893341610084,"nonveg_897","absence"
498.716816131413,744.951375191464,1149.38898435323,-1292.58932368573,-1646.98593203189,-1584.67413131335,0,0.598344380717884,"nonveg_922","absence"
-162.484338899707,-251.412972433911,838.85537011259,-1634.90253824873,-2150.82076805612,-2343.59751941991,0,7.27999482490138,"nonveg_681","absence"
961.820475280091,2424.67589778542,3411.06043733063,-4292.31037084465,-4009.2802215201,-5058.25357839424,0,16.9205099491539,"Canada.KluaneLake.Gladstone-MixedTundra","presence"
1195.02997925849,1358.52585500559,2102.84493243908,-2367.63051324512,-2661.25382222217,-2547.23556463664,0,16.8694158090078,"USA.NorthSlope.HoweIsland-C13","presence"
1765.97960234695,2375.02326456282,3698.53849701007,-4153.18727478524,-4719.35916952678,-4573.63564957931,0,24.0576958110167,"Canada.BanksIsland.GreenCabin-C09","presence"
1796.01894513797,1662.91471707787,1856.69100377483,-2091.5763486632,-1915.05935806581,-1616.04180271557,0,0.0605002772270406,"nonveg_561","absence"
3476.8648255189,4703.13718675232,6804.70927154262,-6587.51280410161,-7106.58566582519,-7441.84667146378,1,32.5420218903745,"Finland.Kilpisjarvi.19","presence"
105.442333946804,817.914834668561,1207.79840148731,-1986.24415474469,-2187.21811552203,-3037.67707958541,0,47.066797038805,"nonveg_1672","absence"
8.32410781986552,104.249735628085,1920.66467413312,-3040.9022711783,-3877.12575544797,-3627.13783151383,0,-6.24697119665193,"nonveg_730","absence"
2409.8668370917,2946.21192651231,5081.82233614436,-5216.35884858696,-5793.65265725383,-6024.51483057402,0,17.9573463841532,"Finland.Javrresduottar.EC-Sphagnum","presence"
73.9397455999876,201.449007226917,-3143.24052544134,5309.5460466203,4091.66219218253,4294.40743577056,0,-0.982951162274308,"nonveg_1810","absence"
1284.57219970608,800.603039743007,1773.45722564786,-2398.30139153153,-2815.784962113,-3663.6896778041,0,-0.45986579008912,"nonveg_507","absence"
2591.24524145498,3481.9607450649,4994.57155881128,-5208.37793438786,-6533.22308258706,-6506.4178808729,0,22.8531468572227,"Canada.DeceptionBay.BEGL2","presence"
2767.66565467956,4343.59860023452,6409.26397604679,-5665.86536420068,-6712.62749025281,-6854.29425804147,1,37.6668311158786,"Sweden.Abisko.NF-Wetland","presence"
1555.74776961396,1713.3603910693,2846.62151071976,-3790.49758653909,-4362.77119774899,-3868.90005524668,0,-3.38869283913171,"Canada.BanksIsland.GreenCabin-C00","presence"
289.483704575663,572.965385404136,282.640443739783,-1149.95700298552,-1558.49785147582,-1546.96204710965,0,13.6476816217101,"nonveg_903","absence"
-341.813404946491,656.397618685475,471.313129169116,226.263167166339,48.0405587307942,6.67949423634843,0,13.7161622197184,"nonveg_1547","absence"
1694.55338236684,2255.01875372452,3328.14173489357,-3958.07761628019,-4738.22471997517,-4851.71565028035,0,34.6934372066588,"USA.NorthSlope.WestDock-C14","presence"
2815.77025314775,3712.07806307969,4837.08249689871,-5646.68568857841,-5980.45765346996,-6195.5183620399,0,24.7145164389237,"USA.YukonKuskokwimDelta.15B4","presence"
584.223766801003,337.795918766962,868.696528669134,-1454.27402960646,-1763.28761576559,-1633.15916816379,0,2.68730142579006,"nonveg_874","absence"
29.1674482715825,-2.72554840251655,754.875749580047,-1620.6103652539,-2724.41269360644,-2575.27620900189,0,-6.04959180659841,"nonveg_637","absence"
905.216437710851,893.604308365729,1836.45837669991,-2578.16831558084,-2117.37509552068,-2685.77389793758,0,1.55115590249676,"nonveg_832","absence"
3340.66482327314,3684.02056176023,5294.37035909919,-5550.36026521364,-5947.16795667219,-6010.92582758491,0,16.7235914208707,"Finland.Kevo.1","presence"
738.582223487732,931.336055552337,2074.46823071122,-2343.97615699041,-2082.22208514911,-2477.39666965376,0,8.18796222183536,"nonveg_575","absence"
887.864592927688,567.83873733525,-434.202480784922,-2277.46526632028,-1113.26403209637,-1827.3161337936,0,-38.7402225734239,"nonveg_700","absence"
671.23622691453,242.44472916112,514.585532506027,-2142.87612235685,-1246.3097419912,-2532.87457404725,0,-0.13309950427683,"nonveg_792","absence"
274.072091310107,802.961426184578,2219.20297431695,547.105668862466,3248.40371800231,734.363669320563,0,-20.4629312984584,"nonveg_991","absence"
2680.009164004,3422.28236310977,5127.71963027674,-5539.78956922554,-5927.83514788275,-5805.61350434388,0,23.1725127510381,"Russia.Yamal.Laborovaya-2","presence"
1038.00105430207,1094.4162454006,2505.11123528753,-2244.5229614823,-2493.23911032916,-2787.59404027595,0,7.52894545209315,"nonveg_764","absence"
1618.12241878727,1759.438723213,3229.68397566743,-3952.06137488201,-3240.52514718087,-4102.60747132631,0,-0.12795444165522,"nonveg_529","absence"
774.351452077402,1032.12061925062,2362.59972703443,-2225.38798811831,-3427.47242460789,-2411.75436974861,0,21.7231600816012,"nonveg_985","absence"
1192.27333757682,1400.00800707378,2323.12410186038,-3634.45367437754,-3870.05673942637,-3998.75135404251,0,3.55568472116177,"nonveg_898","absence"
427.182071537796,322.927482554004,1500.53015956831,-1075.29190751617,-1792.61602612925,-2586.13614121542,0,6.47447747165696,"Canada.Ivujivik.RTP13","presence"
1987.20177014174,2625.20078434458,4265.17271264709,-4860.39695500053,-5459.65221395119,-5281.85551295363,0,41.1453994474806,"Canada.LeRoyLake.TD7","presence"
2583.64511550651,3809.16365246534,6027.20491579296,-5692.56483237618,-6638.58385678135,-7070.08491697009,0,58.6477729277405,"USA.SewardPeninsula.19","presence"
3403.80719246678,3706.98897300836,5095.30140206247,-6515.01078265285,-5637.27940781778,-6528.15956665755,0,23.0428455265341,"Sweden.Abisko.VJ-DryHeath","presence"
1449.74885492717,2471.62310149288,4359.85709522747,-4716.26732466661,-4872.60010518074,-5182.74947784193,0,15.6068547262702,"Canada.LeRoyLake.TD1","presence"
3036.67869860422,4498.17671427461,7412.56854607162,-6395.1102197688,-6572.93429563982,-7663.07894316995,1,78.4286025267197,"Finland.Kilpisjarvi.15","presence"
512.411363581863,144.635971271492,1278.30400287479,-1590.93256559258,-1210.90901878374,-2280.12691866407,0,34.516717317407,"nonveg_684","absence"
3749.72938948483,4565.12217067574,6325.81327593886,-6509.35905850558,-6969.51010299781,-7815.61391331125,0,80.059920778445,"USA.Kougaork.TallShrub","presence"
-487.174267944076,996.499590799959,916.794222954428,-872.151682109554,-1252.37446996201,-657.168330418088,0,31.2149461935702,"nonveg_572","absence"
1313.82262675965,431.086242221932,170.13972018708,-1796.83168322804,-1773.41344438467,-1862.3917123976,0,-14.6914445127434,"nonveg_645","absence"
3036.10399677411,4093.07482733623,5852.25285295666,-6019.4521879418,-6631.77052184799,-6762.70319797563,0,20.4612723212665,"Norway.Javrresduottar.A-Betula","presence"
1158.9040898044,1596.43736006637,2836.32048018836,-2746.4815087314,-3429.3499473902,-3668.60217474791,0,43.0261304608166,"Canada.BanksIsland.GreenCabin-C08","presence"
832.678418684692,656.663142119417,1183.05089583878,-2145.95467582876,-2190.69523969615,-2922.21876663697,0,4.71078804135781,"nonveg_998","absence"
4072.1070737015,4591.52113394522,7379.76580898043,-6761.64395530963,-7297.31658992723,-7740.04748193608,1,41.4840876399329,"Finland.Kevo.14","presence"
662.009328575323,-233.538364250559,518.311383069285,-1955.6088289938,-1422.70727143637,-2318.22632665567,0,-21.0893252133176,"nonveg_715","absence"
-434.532743685203,-57.677570551845,-1036.98789929846,7619.32890641194,8579.25141117137,7502.84541458,0,37.2832221246461,"nonveg_1695","absence"
2674.1174626691,3743.32682375725,5001.81622992695,-4879.18453787849,-6109.69591192459,-5821.08857835056,0,16.3968224085018,"USA.YukonKuskokwimDelta.U","presence"
3215.61899596754,4348.08784665002,5284.44917625649,-5154.84185300023,-6225.14885898929,-5835.318048937,0,24.9754447026502,"USA.YukonKuskokwimDelta.3","presence"
2981.22297002082,4249.25452313861,6429.33971332117,-4693.11947948361,-4116.89911465502,-8034.09384479636,0,44.4177521865273,"Sweden.Abisko.VJ-Wetland","presence"
3053.65630580536,4820.29712274491,7276.40105181465,-5834.73648646414,-6466.29257864316,-6366.78861217432,1,70.6138963445346,"Russia.Tazovsky.Burned44","presence"
3074.04658914083,3732.86998071404,5327.46350806003,-5350.30835842025,-5829.36339642627,-5996.74550663904,0,46.8396323775572,"Sweden.Abisko.KJ-Snowbed","presence"
1756.18418172645,3065.19328733569,4361.48191166447,-4859.09434787007,-5627.59108739571,-5687.20782054118,0,46.8773768375238,"USA.NorthSlope.Sagwon-C16","presence"
-41.3886793576013,280.105923122664,717.946738980126,-1209.54130946158,-1238.68054551957,-1831.73663798597,0,-3.51264077599916,"nonveg_923","absence"
3484.57241389165,4242.0764664765,6478.54461261537,-6107.34524290639,-7084.57946084044,-7537.45306568551,0,15.5944437790196,"Finland.Kilpisjarvi.16","presence"
3143.75144170517,3603.75239002188,4341.47071231234,-5445.69435251527,-6192.3554740342,-6220.81425780129,0,42.2736442508683,"Russia.Tiksi.WetFen","presence"
2417.33306106614,2794.01535419444,5048.00485723235,-5478.33188972267,-6226.85921493588,-6165.24056784421,0,2.91527349177805,"Finland.Javrresduottar.A-Salix","presence"
633.783818776443,85.1593887706647,-405.16672894252,-1177.66267608518,-1289.22616056709,-1652.56302181902,0,-29.5705748883704,"nonveg_1473","absence"
-162.484338899707,-251.412972433911,838.85537011259,-1634.90253824873,-2150.82076805612,-2343.59751941991,0,7.27999482490138,"nonveg_681","absence"
