"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_peakSummer","spectral_green_lateSummer","spectral_EVI2b_annualMean","spectral_NDVI_annualRange","site_code","presence_absence"
127.252998147476,-622.813792159265,-653.157263587352,5941.69147141286,3369.17321161683,213.25253683076,-428.699246159733,3483.86471587128,"nonveg_1810","absence"
821.155039294763,607.366274079653,810.453855288765,-1793.83283182815,-1285.31450422293,1101.83430785654,689.88540396507,2235.62195791421,"nonveg_849","absence"
-47.2065953237259,923.757029436496,-146.152199812398,-1596.90586598415,-886.155737293828,1265.95479070637,312.440677988121,1557.93731733296,"nonveg_976","absence"
262.61716236217,138.487424213015,85.7563946719289,-722.506714606765,-1177.74950068062,1067.75927295829,113.205257430384,438.216292648145,"nonveg_1316","absence"
1222.50813933872,1051.55388227139,756.713351541625,-1779.06881712419,-2443.68267112402,1402.14466811096,946.306305876316,658.672089144306,"nonveg_863","absence"
2659.2320071721,2865.21992239356,2337.20678449323,-5171.34485673592,-5807.4634064145,727.077959372953,2754.61584165908,2341.92457601593,"Finland.Kevo.10","presence"
529.451369740249,331.448547857887,-361.052221177958,-128.723686380979,-1960.93890080104,897.96173856875,201.118614710018,1818.40447238695,"nonveg_751","absence"
438.570672214479,13.3661266798088,-286.723387666464,-447.272695992806,-1168.58145754155,1069.33981506616,67.0600954332629,1238.96640682262,"nonveg_710","absence"
110.793538764827,-438.07151707052,90.4390611030665,-811.014199206831,-1724.2026362909,177.55957846531,22.0871917718135,972.966411719336,"nonveg_1469","absence"
3396.01337889017,3619.32999835844,2529.50913372196,-6229.45515681806,-6442.36789688501,600.920580340267,3905.16748631508,3597.49401187952,"Sweden.Abisko.NT-MesicHeath","presence"
1192.52892190779,1233.78097141768,1375.8791855753,-1751.99671283966,-871.773773415935,1488.39581048758,1372.55786464554,1332.72016576582,"nonveg_540","absence"
3661.94482766859,3240.11892488023,1113.48589659579,-5751.2186659467,-6617.63440087533,674.001523439328,3373.47847288419,3294.97318846943,"USA.InteriorAlaska.BABBAGE","presence"
3464.67255832515,2930.8684493123,2586.26837032507,-6114.40218933277,-6876.71562903376,543.190777289295,3808.83830853988,3621.25657791681,"Canada.ClearwaterLake.AB3","presence"
-794.046484282001,-65.3814541584173,-467.07120967111,-619.572230831278,-243.61353985756,944.714872008727,-197.284350065905,2615.07996480797,"nonveg_1642","absence"
739.527672225536,594.815562490303,-744.776334472554,-1584.55189945927,-1064.11279952378,2319.30946461627,517.239098607089,2569.48249555316,"nonveg_643","absence"
2019.59041355937,1643.83196923276,1155.22646619458,-5584.96910160231,-6154.61728628722,465.066031098848,1645.15154223598,2077.12605071294,"Canada.ChukotkaRiver.TH5","presence"
2717.68648101882,2711.33451001895,2068.87563107252,-5580.4795085304,-6799.88315755161,618.371090534771,2412.43748638716,2181.2987633933,"Finland.Javrresduottar.A-Hummock","presence"
