"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_startSnowfree","spectral_NDVI_lateSummer","spectral_NDWI_startSnowfree","trees_presence","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","site_code","presence_absence"
2982.11677659388,3336.76111013177,2403.58895146628,6354.06968341642,-4452.26754575292,0,-7.29583751065312,-5730.44513818095,"Sweden.Abisko.NT-BirchShrub","presence"
3185.53449983783,2573.70783205667,1986.9469088878,6098.31098038439,-3628.50463218746,0,-51.9673573140172,-5937.95547681,"Canada.Yukon.UPPERQUARRY","presence"
2684.76346113536,2943.18830985996,1333.26750439587,5954.81102987994,-3775.41991434602,0,-84.0794342615381,-4017.3885193504,"Russia.Tiksi.FloodMeadow","presence"
2312.82521672142,2392.0193500151,1534.58045290414,4697.78844367409,-3377.0171993393,0,57.5065679718622,-4776.76547036753,"USA.NorthSlope.Barrow","absence"
2380.29810926067,2251.76492323666,1802.23823863912,5224.48285194533,-3602.27085231431,0,40.090819626871,-4674.87031543369,"Canada.PayneLake.TD4","presence"
1484.35947173999,1170.18402807695,980.911359499302,3122.78400743606,-1771.09247563903,0,-14.5914796327503,-1950.62934668868,"nonveg_758","absence"
1162.45894685201,1323.57568676399,808.313218421688,2634.56476926745,-1782.70270483082,0,-20.700542888571,-2963.54593594941,"Canada.PrincePatrickIsland.MouldBay-C03","absence"
2461.29862785586,1988.96937743218,1529.58690727462,5987.61911548238,-3907.74171211841,0,-71.5075694984383,-5745.58855217676,"Canada.DaringLake.MediumBirch","presence"
316.436308102798,1231.1711238811,952.412366959217,1738.65830891459,-1774.66606157594,0,0.896979867428826,-2741.88126204377,"nonveg_507","absence"
2982.11677659388,3336.76111013177,2403.58895146628,6354.06968341642,-4452.26754575292,0,-7.29583751065312,-5730.44513818095,"Sweden.Abisko.NT-BirchShrub","presence"
3441.54301212493,728.963648140979,745.186449201195,6120.72298709142,-3446.39167006082,1,-139.210036637776,-6173.62058303001,"Canada.KluaneLake.Outpost-ShrubTundra","presence"
3081.03525139848,3208.24943411829,2266.00856029388,6510.12971079403,-4279.93114306527,0,8.59538364174179,-6567.88461754642,"Sweden.Abisko.NT-SparseVeg","presence"
2584.91672526999,2530.6896608401,2270.06685374263,5637.31047263165,-4662.46796393535,0,-1.90663355365839,-5672.99666998789,"USA.NorthSlope.Sagwon-C18","presence"
2564.99819731456,2766.45158394023,1342.28834226279,5879.22152226902,-3241.91403293796,0,-143.706702696285,-4437.12525793516,"USA.NorthSlope.14","presence"
2380.49611103687,2720.103255034,1750.29054387525,4756.1534291425,-4060.14294812876,0,22.0016085672682,-4391.92095059133,"Russia.Tiksi.ShrubTundra","presence"
2683.80054320621,2212.54416855774,1874.46244636025,4745.02472331161,-3943.443278196,0,-17.5598032953629,-5350.65847838429,"Canada.Yukon.TOWYK","presence"
3439.1496878226,2746.79948583463,2127.95923638446,7098.29225211805,-4404.35896192987,1,-63.4894024228247,-6302.89420434128,"Canada.ClearwaterLake.AB2","presence"
2271.50304350752,2125.13865422166,1998.18397727398,4830.14800170352,-4131.41382522771,0,1.8364334569471,-4999.473902429,"USA.YukonKuskokwimDelta.5","presence"
-245.164016358205,-194.436739460189,2.92972601738961,1278.56241973489,-1757.28721900503,0,-36.9830860746712,-1757.28721900503,"nonveg_681","absence"
2730.80791880987,2258.7791879037,2237.06006285947,5074.13044687605,-4981.87074023314,0,-27.1137970931463,-5313.95539601089,"Canada.Yukon.UPPERPALDO","presence"
2271.50304350752,2125.13865422166,1998.18397727398,4830.14800170352,-4131.41382522771,0,1.8364334569471,-4999.473902429,"USA.YukonKuskokwimDelta.5","presence"
2693.59873772912,2632.33637913492,2277.35822989823,4826.31573846278,-3391.47786453507,0,-60.3561719175164,-4388.14660943392,"Russia.Tazovsky.Unburned28","presence"
3955.20754175623,3161.87386940918,2440.35206508012,6136.54000776373,-5548.110142915,0,-53.0896805758089,-6619.02560556931,"USA.YukonKuskokwimDelta.72B3","presence"
363.79523984788,346.095173137756,675.595120731951,640.084618110703,-1505.97942415056,0,-13.4913928734584,-2447.56508592331,"nonveg_767","absence"
836.111335934252,1069.54366474473,902.90241492995,2456.18294441706,-1923.67060222053,0,-36.6833637051202,-1994.42260793785,"nonveg_807","absence"
441.280005520018,479.598903646565,274.014018240369,1591.69815065379,-408.411999459472,0,-107.132867454949,-1763.30265806434,"Canada.Ivujivik.RTP13","presence"
-55.7320345768915,240.486785741529,-276.868616944918,-785.705497479005,10000,0,-87.9885360206135,4795.62331961462,"nonveg_1720","absence"
-958.703439068978,33.4939461298321,-353.99474868673,795.399172790541,4542.93105553374,0,-62.5033272503506,3398.7257541091,"nonveg_1646","absence"
3008.84779098488,2775.54251483176,2478.25178398669,5825.60082356704,-4389.1909089251,0,-92.55262898652,-5805.37942776418,"Canada.DaringLake.Tower1-Heath","presence"
2748.06105063098,2133.19020960929,2050.89170516945,6743.80065176502,-4998.10680260299,1,-74.8708495130372,-4849.03898314017,"USA.InteriorAlaska.4","presence"
-114.438396776376,205.782883785151,-608.453527646642,-390.358300171139,-745.303304992209,0,125.539580261623,-1041.52344151333,"nonveg_582","absence"
3603.847971251,3076.77525890119,2419.0931425038,6649.33210628513,-4937.55306802011,0,-21.1904658833254,-6134.0012574969,"Norway.Javrresduottar.A-Sedge","absence"
3333.25888381643,3269.00997514178,2081.43941415284,5814.54390953557,-4908.49295210914,0,46.6910373401561,-5143.28342279892,"Russia.Yamal.VaskinyDachi-1","presence"
3603.847971251,3076.77525890119,2419.0931425038,6649.33210628513,-4937.55306802011,0,-21.1904658833254,-6134.0012574969,"Norway.Javrresduottar.A-Sedge","absence"
1469.52048844195,1321.57819667282,1612.04020307334,3526.44936409464,-2115.6839744926,0,-34.0866763271395,-2248.11974661569,"Russia.Tiksi.BareSoil","absence"
3263.21167969034,3515.62689373063,2476.64168925078,6013.23866983034,-4698.92080558132,0,85.8183976957538,-5610.00926998349,"Russia.Tiksi.Bog","presence"
1376.32144626843,1285.5860136138,962.573779350338,547.893474454345,-1922.07109096681,0,21.3697673562924,-1922.07109096681,"nonveg_647","absence"
617.960363319953,126.107761056728,228.599571722757,750.31251045797,-930.084211784573,0,-0.389839807109718,-1413.91358093651,"nonveg_874","absence"
37.7481423411916,66.79950204748,453.694943640693,690.558881384792,-1009.28146772844,0,-171.088189200956,-1404.93082132407,"nonveg_912","absence"
2727.73760985276,2645.4767915005,1650.7603150321,6861.20311560319,-4534.13987170207,0,-87.8020557811198,-5898.33988152052,"USA.SewardPeninsula.19","presence"
138.974323022283,63.2137959881281,-230.265041805448,758.572408109265,-650.506096451019,0,-15.2263757494063,-1136.34660643035,"nonveg_1340","absence"
923.508711602379,131.192746527145,-9.29202560267908,1925.79892335931,-1685.47463861673,0,-65.4522636664317,-1685.47463861673,"nonveg_693","absence"
3344.45353204991,2933.28976934328,1847.1544411385,6852.42349054188,-3797.13673048461,1,-82.9318518656359,-6668.84123474416,"Finland.Kilpisjarvi.19","presence"
851.0043833108,928.848509993798,11.5223754391894,1447.51541297418,-1716.92893045479,0,5.1429228960315,-1284.3878765152,"nonveg_871","absence"
946.535295994793,576.924416573273,617.930200482545,1017.11367952614,-1407.64799784693,0,-2.62143496992528,-1999.20796019891,"nonveg_849","absence"
3321.04461830575,2420.67275487038,2294.28183617623,5584.5957014826,-3982.21479313467,0,13.1020532654647,-6120.96707986561,"USA.InteriorAlaska.AMSUMMIT","presence"
-55.7320345768915,240.486785741529,-276.868616944918,-785.705497479005,10000,0,-87.9885360206135,4795.62331961462,"nonveg_1720","absence"
3439.1496878226,2746.79948583463,2127.95923638446,7098.29225211805,-4404.35896192987,1,-63.4894024228247,-6302.89420434128,"Canada.ClearwaterLake.AB2","presence"
868.69668590092,992.301043038048,1141.40933954358,1093.02629900262,-1489.4027239579,0,24.416913238764,-1983.64470010758,"nonveg_508","absence"
3139.62986871032,2514.61387511776,2053.18175549609,5853.35837505932,-4899.01250343184,0,-37.9480961185027,-5716.62560980498,"USA.NorthSlope.Oumalik2","presence"
3616.9511977121,2881.83613520861,2632.89709380034,5820.92969242947,-5053.50656252811,1,-23.1493838210441,-6001.30811138967,"Canada.Yukon.SOUTHSTONEBOY","presence"
2745.26140983812,2796.14137655526,2600.24614016915,6444.26602604634,-4651.42611372019,1,-0.77274175746247,-5783.15788100942,"Russia.Yamal.Nadym-1","presence"
238.251229502601,111.17799938332,-788.414241048001,163.950814271697,519.28070828472,0,-55.6224439218375,904.116917655942,"nonveg_1509","absence"
2584.91672526999,2530.6896608401,2270.06685374263,5637.31047263165,-4662.46796393535,0,-1.90663355365839,-5672.99666998789,"USA.NorthSlope.Sagwon-C18","presence"
911.63293908857,991.836943648227,410.144004106785,1828.09597733471,-1180.8031959724,0,155.302666454676,-2472.99999470698,"Canada.EllefRingnesIsland.Isachsen-C02","absence"
2380.49611103687,2720.103255034,1750.29054387525,4756.1534291425,-4060.14294812876,0,22.0016085672682,-4391.92095059133,"Russia.Tiksi.ShrubTundra","presence"
2312.82521672142,2392.0193500151,1534.58045290414,4697.78844367409,-3377.0171993393,0,57.5065679718622,-4776.76547036753,"USA.NorthSlope.Barrow","absence"
4329.24311643431,3747.70247135937,2582.22391028788,7811.3481161406,-4683.71402509867,1,-66.1381231956076,-6899.19702782551,"Canada.ClearwaterLake.AB1","presence"
672.054057978902,359.302664233218,424.349044129852,1246.16626128617,-1171.66295404782,0,-7.86725937330254,-1584.05525169186,"nonveg_769","absence"
1001.91464020445,988.142341538838,590.566305489039,2107.52055698209,-1608.31303443387,0,-59.5724957129246,-2496.22382694036,"Canada.PrincePatrickIsland.MouldBay-C00","presence"
1567.15054059922,1418.3080751014,-793.209742194589,3041.56084115745,-3706.80767857443,0,-46.1098326981825,-2268.37783041046,"nonveg_680","absence"
1327.15042320171,671.142932023633,648.197834869226,1330.15387931498,-1683.20590310537,0,0.440891004358264,-1683.20590310537,"nonveg_899","absence"
1831.71256797212,1861.78957047094,592.581805061698,4843.83973020638,-3488.07718531739,0,-76.7492739603833,-4664.57861073583,"USA.NorthSlope.Deadhorse-C16","presence"
1182.75865279035,1142.64941728441,879.094815088087,2718.49657646156,-1131.62223514797,0,-61.0578833433965,-2331.38529219547,"Canada.Ivujivik.TP12","presence"
3208.51749732344,2581.15606580733,2458.15400034502,5850.80646377113,-4762.63549043189,0,-65.6797757812365,-6157.23839185306,"USA.NorthSlope.HappyValley-C19","presence"
2543.98430074831,2323.45648023619,2036.71444426066,6496.45185071605,-3596.60206923032,0,-65.3574716674134,-5880.12764228595,"Canada.DeceptionBay.BEGL1","presence"
2684.76346113536,2943.18830985996,1333.26750439587,5954.81102987994,-3775.41991434602,0,-84.0794342615381,-4017.3885193504,"Russia.Tiksi.FloodMeadow","presence"
3289.32941228572,2513.76380476344,2331.8909046923,5883.44761189506,-5157.2209451853,0,-102.960435011585,-6002.89283199008,"USA.NorthSlope.Ivotuk3","absence"
485.281275994537,569.429692011013,587.291851578291,3153.44790249916,-1930.56794534733,0,-96.6380894309288,-2435.07505883746,"nonveg_575","absence"
2380.49611103687,2720.103255034,1750.29054387525,4756.1534291425,-4060.14294812876,0,22.0016085672682,-4391.92095059133,"Russia.Tiksi.ShrubTundra","presence"
3047.67104859611,2279.91206045694,1857.03813282728,5841.4719708935,-4040.1932026905,0,-52.9498647666061,-5668.66156250416,"Russia.Kolyma.WT1","presence"
2439.7637516818,2316.52592880345,1430.13326231523,6364.30298981319,-4840.80220889372,0,-74.530405868332,-5625.02586932865,"Norway.Javrresduottar.EC-Sphagnum","absence"
77.7751980384795,258.63334584048,504.133713443517,929.907408346676,826.343255540649,0,-10.0247660170913,-1331.90895017623,"nonveg_1473","absence"
3008.84779098488,2775.54251483176,2478.25178398669,5825.60082356704,-4389.1909089251,0,-92.55262898652,-5805.37942776418,"Canada.DaringLake.Tower1-Heath","presence"
1678.99642212784,1762.28865057805,1251.96304096504,4363.3206049869,-3297.73027128375,0,-33.3753986172385,-4416.06204756595,"Canada.BanksIsland.GreenCabin-C11","presence"
3381.37024867009,2549.98227997771,2320.81238272811,5708.39332124705,-5055.05692965715,0,-81.1757678596556,-6041.91708356288,"USA.InteriorAlaska.FRYINGPAN","absence"
4114.99314500344,4528.52726319727,2287.09914697085,7670.35724292171,-6254.183381685,1,-65.1102796328498,-7266.5279636703,"Finland.Kevo.9","presence"
2234.48019308421,1612.32955942026,1781.67220032333,4024.83343996511,-3797.41885805282,0,-38.0958775674341,-4754.43339556668,"Canada.Yukon.WHEATEAR","presence"
625.262012281857,1059.74403979055,872.622464871295,1814.27932989185,-3105.060658401,0,32.3856438686323,-3667.11045295643,"nonveg_898","absence"
640.40673258869,1672.28176844226,797.21436584133,2607.14792291249,65.146463856345,0,44.3549769842119,-2847.92993177608,"nonveg_671","absence"
1260.14387753028,-746.097672853669,984.147638195935,432.349663149067,-991.714738677275,0,-16.5295532776735,-991.714738677275,"nonveg_571","absence"
3263.46116998986,2797.47316012721,2259.92040198979,6794.22744626577,-4993.46145910469,0,-22.2246881655202,-6176.01580332648,"Finland.Kevo.5","presence"
2705.64284456404,2279.8724158195,1748.5974858262,5878.99280650755,-4374.16065428136,0,-71.9258795593453,-5779.32235323509,"Canada.DaringLake.Tower3-DwarfShrub-1","presence"
-96.7468484356272,-351.158053685655,-519.098261262258,587.378264898653,-420.33749432365,0,-34.0613526028292,-832.800291865024,"nonveg_921","absence"
303.180211581767,31.3333613540636,-1015.53383548435,652.749880652166,-628.063790677332,0,-31.5419487678424,-543.020963795217,"nonveg_558","absence"
205.848195374224,370.768344007638,82.134837299472,413.735893572876,-1500.35714579478,0,31.3029137238421,-1745.21086865549,"nonveg_1037","absence"
3616.9511977121,2881.83613520861,2632.89709380034,5820.92969242947,-5053.50656252811,1,-23.1493838210441,-6001.30811138967,"Canada.Yukon.SOUTHSTONEBOY","presence"
2659.23416762298,2787.30228202133,1761.73735346984,5827.39103034903,-3781.41315325983,0,-60.6546003594101,-5960.92795080943,"Canada.DeceptionBay.BEGL2","presence"
2875.5862451619,2901.66482150274,2127.90753089007,6504.20279803188,-4164.03741037952,0,-65.1142626557292,-5195.2590371451,"Canada.PayneLake.TDA0","presence"
1831.71256797212,1861.78957047094,592.581805061698,4843.83973020638,-3488.07718531739,0,-76.7492739603833,-4664.57861073583,"USA.NorthSlope.Deadhorse-C16","presence"
2807.6443423314,2364.81109446806,1647.15198092839,5364.49160195577,-5101.62997744171,0,-15.6423614011056,-5482.51618661226,"USA.NorthSlope.Sagwon-C19","presence"
1327.15042320171,671.142932023633,648.197834869226,1330.15387931498,-1683.20590310537,0,0.440891004358264,-1683.20590310537,"nonveg_899","absence"
3860.11791908012,3292.61552484856,2526.96454332729,6543.45309518988,-4985.29385932563,0,-48.7517961647225,-5419.87537165694,"USA.InteriorAlaska.DEW","presence"
3723.11738990243,2920.55528248928,2572.9341895097,6730.89676143813,-4973.51809814703,0,-110.646145366785,-6617.23303769992,"USA.InteriorAlaska.BLOWRIVER","presence"
311.94362939641,471.353428784641,288.535787298838,607.551651383337,-816.116588433548,0,22.9350067398762,-980.530406114648,"nonveg_775","absence"
959.915793086756,992.265410282825,311.457199784564,1167.66026021041,-2201.18040564478,0,20.5566927216889,-1705.36520792962,"nonveg_926","absence"
3489.77390397501,3294.33167990742,2582.46308185333,7375.60377917442,-5590.43018140401,1,-58.9670915112204,-6292.49546284162,"Finland.Kevo.7","presence"
1376.32144626843,1285.5860136138,962.573779350338,547.893474454345,-1922.07109096681,0,21.3697673562924,-1922.07109096681,"nonveg_647","absence"
441.916774109269,77.6485713221898,809.802547199356,1287.07839086851,549.244191684739,0,-51.1270280969711,-1125.08621912885,"nonveg_923","absence"
2138.38145824599,2087.11952543046,1236.96526261182,4069.67597629703,-1930.35057936565,0,-9.11101257846212,-6074.23853468359,"USA.Kougaork.LowShrub","presence"
2113.9433067012,2308.71517822426,1368.85619703632,4252.24552259524,-2787.19969220473,0,45.1469570693602,-4022.07874270896,"Canada.PrincePatrickIsland.MouldBay-C06","presence"
3860.11791908012,3292.61552484856,2526.96454332729,6543.45309518988,-4985.29385932563,0,-48.7517961647225,-5419.87537165694,"USA.InteriorAlaska.DEW","presence"
-32.4720957478685,-332.184745461231,10000,893.025124597511,-634.555171038512,0,-57.7292088895673,-726.356811403666,"nonveg_1241","absence"
2660.08006412249,3059.36356506296,1634.60410890679,6382.91871164944,-3558.39555547358,1,-134.662401526844,-5616.49302440723,"Finland.Kilpisjarvi.20","presence"
3008.84779098488,2775.54251483176,2478.25178398669,5825.60082356704,-4389.1909089251,0,-92.55262898652,-5805.37942776418,"Canada.DaringLake.Tower1-Heath","presence"
3247.50264589194,2429.86969367442,1940.037586815,6183.71466945153,-4916.62228269398,0,-60.8894800642277,-5233.89539687195,"USA.InteriorAlaska.24","presence"
533.353560889852,367.834426266624,-561.035496137932,260.125986685749,-893.945190052379,0,20.8932613737807,-893.945190052379,"nonveg_1416","absence"
1139.09246816087,869.968306229924,456.259271791925,2595.42878254219,-1545.523779751,0,-51.6286908358598,-2699.63352920233,"USA.NorthSlope.HoweIsland-C12","absence"
1567.15054059922,1418.3080751014,-793.209742194589,3041.56084115745,-3706.80767857443,0,-46.1098326981825,-2268.37783041046,"nonveg_680","absence"
3263.46116998986,2797.47316012721,2259.92040198979,6794.22744626577,-4993.46145910469,0,-22.2246881655202,-6176.01580332648,"Finland.Kevo.5","presence"
3357.00901656555,2083.61143175343,1873.77324667816,6431.9409778741,-5489.59300245705,1,-132.490484103134,-6290.69208562117,"Russia.Kolyma.T1","presence"
2324.55757880285,2215.82177457622,1796.46868896481,5502.67695682806,-3851.90319244235,0,4.81310594999059,-5592.3192631281,"Finland.Javrresduottar.EC-Betula","presence"
849.65059895559,384.574174224801,742.094360142798,1643.09634398495,-180.35617490013,0,-65.2805714372732,-944.315371761053,"nonveg_941","absence"
3663.60810371256,3475.43055762686,2258.81519116851,7639.71048181098,-4771.65747542625,1,-85.9124904810284,-6497.46612928188,"Canada.BonifaceRiver.AB8","presence"
2576.16969869807,2536.44078798356,1761.2547467402,5898.57946021629,-5183.11600759162,0,9.06127130885118,-4417.94769281663,"Russia.Kytalyk.T1","presence"
113.570934363822,-43.5394740662039,129.17791129453,2187.20310138798,-2013.83858094578,0,-35.9281026644553,-1996.45878605606,"nonveg_1442","absence"
3249.70430358982,2447.44217284146,2168.65470119916,5747.32809476494,-5044.25125281438,0,30.171960953859,-5543.07141308221,"USA.Toolik.S1","presence"
311.94362939641,471.353428784641,288.535787298838,607.551651383337,-816.116588433548,0,22.9350067398762,-980.530406114648,"nonveg_775","absence"
751.47169010023,853.230038699456,686.527568137527,1563.49338437773,-1043.47530955418,0,-100.657004924011,-2201.46408170711,"Canada.EllefRingnesIsland.Isachsen-C01","absence"
748.081986647117,499.966581416207,362.691680170343,977.548064273543,-1824.95628101418,0,-3.76181514802425,-1626.93876279891,"nonveg_953","absence"
1831.71256797212,1861.78957047094,592.581805061698,4843.83973020638,-3488.07718531739,0,-76.7492739603833,-4664.57861073583,"USA.NorthSlope.Deadhorse-C16","presence"
1073.86423252886,645.211331950742,463.952693708254,1583.65664066717,-1405.36264676213,0,-25.3413449619883,-1955.92517410719,"nonveg_998","absence"
2797.77885751392,2599.12175905664,1810.88680856609,6421.02601248124,-4495.62749997811,1,-72.3177436951873,-5552.75776537372,"Canada.LeRoyLake.TDA3","presence"
205.848195374224,370.768344007638,82.134837299472,413.735893572876,-1500.35714579478,0,31.3029137238421,-1745.21086865549,"nonveg_1037","absence"
3274.36251962624,2941.51849433375,2238.7271833336,6018.74126898412,-4590.42520309413,0,-5.67427095796795,-6086.83547167017,"USA.SewardPeninsula.QuartzCreek3","presence"
911.63293908857,991.836943648227,410.144004106785,1828.09597733471,-1180.8031959724,0,155.302666454676,-2472.99999470698,"Canada.EllefRingnesIsland.Isachsen-C02","absence"
489.055565783525,398.777258765292,406.033626446451,684.442477621843,-1724.51935936812,0,-14.6027433255872,-1803.93451428882,"nonveg_1261","absence"
2054.21246694507,1849.69796955497,1251.93161115766,4579.99940193307,-3723.21592482829,0,-6.69810652917774,-4284.28231087391,"Canada.LeRoyLake.TD4","presence"
871.010792137993,849.878090222453,351.280246220305,1337.61673588603,-2118.77305352566,0,-1.57387299336093,-2090.34321387235,"nonveg_975","absence"
1893.97044767246,2509.19755180396,1682.30422765971,6261.51927814639,-4292.83569472398,0,18.2652862711357,-5131.23844578805,"Finland.Javrresduottar.A-Salix","presence"
441.916774109269,77.6485713221898,809.802547199356,1287.07839086851,549.244191684739,0,-51.1270280969711,-1125.08621912885,"nonveg_923","absence"
2186.0120752017,2230.84311274004,1559.60015822913,4384.22859138963,-2481.84047622213,0,40.3191336346087,-3647.06038869177,"Canada.Ivujivik.TP13","presence"
411.265672911658,-14.3572398896277,735.174699159633,1168.4831936399,-843.522423935576,0,-105.664296602186,-1466.92477628966,"nonveg_568","absence"
-367.539488269004,398.570437805234,241.095045034132,778.520122253732,-584.630733677765,0,-12.8174849089634,-931.337141978718,"nonveg_976","absence"
-269.244180845584,7.13969313480703,-654.774078791362,332.131612543672,-309.214757643779,0,-16.1427647026511,-866.112302568254,"nonveg_1213","absence"
3651.38562245605,2851.14407856186,2498.41954164274,6195.98386320635,-5581.23877369251,0,-83.3650961565025,-6464.79667403043,"USA.NorthSlope.Ivotuk1","presence"
149.9856270366,593.327622529929,315.051676673401,222.203509169653,1181.75616528809,0,45.7080788609685,-888.671258895975,"nonveg_903","absence"
3442.61893899043,3177.71478611278,2022.25919182643,7108.56392555458,-5759.67819634892,1,-15.5399648556986,-6322.09076288149,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
-99.1218077443233,-1139.63722507816,-1458.42383442115,-2618.63120095047,7425.77537130383,0,-83.2506284796458,4089.98851085737,"nonveg_1810","absence"
757.224230734263,-48.0677497666527,32.0530297898197,-78.2327280593188,-1871.98896181148,0,67.8118561121215,-2161.96621185264,"nonveg_674","absence"
454.601980962994,301.239627827215,471.820738681044,890.341299134482,-406.622217923287,0,-7.68332488799006,-465.861021007865,"nonveg_870","absence"
1241.62087869284,696.389971772374,589.638139089772,1262.92716969436,-1520.10278103336,0,-9.9618531420257,-1839.68164584862,"nonveg_940","absence"
3321.04461830575,2420.67275487038,2294.28183617623,5584.5957014826,-3982.21479313467,0,13.1020532654647,-6120.96707986561,"USA.InteriorAlaska.AMSUMMIT","presence"
441.037479085689,583.398476473704,340.220662301393,1628.56032688143,-1205.28134281126,0,-58.5982309437176,-1303.85897633221,"nonveg_922","absence"
1047.98633055969,500.420860248305,645.923487439289,1548.12056012103,-1139.21360852618,0,8.00278261368675,-2855.79069874473,"nonveg_957","absence"
65.6046697410122,412.536810649873,-85.4078794139807,772.093874336978,-779.839714066306,0,2.75740230612987,-898.73612529615,"nonveg_932","absence"
-337.918027925425,-11.5682089342635,-895.262741968083,-2597.19200327865,2904.74280673524,0,68.6720615692987,3297.84677459141,"nonveg_1367","absence"
572.496323056923,94.962948642754,825.964933625669,507.9465502869,-620.400226107135,0,-43.3079919033379,-1520.96118143043,"nonveg_955","absence"
3081.03525139848,3208.24943411829,2266.00856029388,6510.12971079403,-4279.93114306527,0,8.59538364174179,-6567.88461754642,"Sweden.Abisko.NT-SparseVeg","presence"
244.622193316466,572.487176006639,850.184775562567,-144.442919066886,-977.686583712599,0,139.666381659895,-1513.56299830091,"nonveg_876","absence"
3223.5898065626,2642.76673285126,1985.13526992697,6222.15870183548,-4152.43895074192,0,-57.9987898655745,-5917.91649697129,"Canada.DaringLake.Tower3-DwarfShrub-2","presence"
2186.0120752017,2230.84311274004,1559.60015822913,4384.22859138963,-2481.84047622213,0,40.3191336346087,-3647.06038869177,"Canada.Ivujivik.TP13","presence"
294.123415201923,537.812210852001,560.990665424128,740.842402965065,-970.732618551802,0,8.34109563471135,-1250.14051695555,"nonveg_900","absence"
62.3710134810853,938.409958986039,-83.4637048997292,2868.20503882383,672.159801461881,0,-65.5329684971616,729.306400250323,"nonveg_991","absence"
2271.50304350752,2125.13865422166,1998.18397727398,4830.14800170352,-4131.41382522771,0,1.8364334569471,-4999.473902429,"USA.YukonKuskokwimDelta.5","presence"
2759.64158563584,2562.93135139823,1894.46106647525,5522.68702624561,-5335.34551171336,0,-42.3635495968187,-5487.8623596282,"USA.YukonKuskokwimDelta.UB7","presence"
587.901064918168,1559.42249349673,1041.68181240042,2417.55474039278,-1246.04819386003,0,34.3649236618684,-2586.60254989497,"nonveg_612","absence"
3366.4662832035,2550.00581118372,2730.96572288423,6266.18297749146,-4915.70896806022,0,-12.0530844132403,-5969.08161199946,"USA.YukonKuskokwimDelta.72B4","presence"
868.69668590092,992.301043038048,1141.40933954358,1093.02629900262,-1489.4027239579,0,24.416913238764,-1983.64470010758,"nonveg_508","absence"
