"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_peakSummer","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_NDVI_annualMean","spectral_NDWI_annualMedian","spectral_NIR_changeLSES","site_code","presence_absence"
1275.35218448964,605.921659848142,500.612635064724,1728.05773792574,-1683.06480683106,-476.883003656693,-1011.47505400555,-714.813909397389,13.9480972290039,0,605.921659848142,954.82321472142,1324.82667608285,-1011.47505400555,76.9750177319488,"nonveg_984","absence"
256.108498132805,136.812807498997,140.736941472709,1926.03745309041,-1322.20723186418,-1387.79716849568,-971.980650958696,-1029.68252885413,9.87068748474121,0,256.108498132805,784.254850145825,1047.26894033609,-1322.20723186418,4.89987383199927,"nonveg_874","absence"
-744.915199575153,1159.53401177142,776.228425319856,734.837070221063,-1394.49395643065,215.852559357138,-1258.84667587377,-1324.48751561222,19.3761386871338,0,776.228425319856,1904.44921134658,373.521136061285,-1258.84667587377,-24.1139629230231,"nonveg_571","absence"
2631.63427792435,3166.21110732225,1699.93345042647,6517.3924471988,-5100.35653895897,-5108.70779406001,-6295.4644776546,-3692.83454020004,3.09217683474223,0,3118.13277313354,1787.28006461638,4941.89673888202,-5903.88955009587,-27.4522948838942,"Canada.DeceptionBay.BEGL2","presence"
829.50315519663,601.994758420702,70.1007470974526,872.162525498701,-1596.83086297614,-44.2882560012841,-1014.91458234216,-496.128609148299,18.8896217346191,0,527.167644284792,1328.18414477698,533.189712795514,-656.563801764825,6.78397677661498,"nonveg_670","absence"
474.648552980207,-244.560066414118,-171.745077668199,942.580254530215,-1455.68150813923,-1424.46757719756,-1775.79509258737,-1773.07458445357,2.42607045173645,0,474.648552980207,903.027654047433,543.464582317864,-1773.07458445357,37.596982017499,"nonveg_922","absence"
2105.97991396113,2239.3315416243,1761.51225544434,4658.62065725066,-4107.17749547894,-4690.94333385551,-4782.46441645232,-3065.71019725765,4.35288217332628,0,1787.10794451076,771.04686234814,3371.27671904776,-4338.68584825569,11.6053145655336,"Canada.BonifaceRiver.LSA2","presence"
3170.6295737603,3994.55787151709,1897.83858430551,7327.22905931816,-5786.6079630665,-5697.65550203838,-6735.39468127426,-3306.41358268965,9.57272338867189,1,2928.63677910216,2472.56088504638,5188.69289202141,-5646.49150669382,-12.85705636302,"Canada.ClearwaterLake.LSA2","presence"
1783.76068076793,2384.10685634282,1254.56598786598,3922.46967480559,-4373.92678765764,-4799.01996575355,-5809.40242405856,-2003.38006609493,5.21196186542511,0,1833.27821279541,1454.28599411394,3192.01259467277,-3778.94699880235,1.99163553433782,"USA.Kougaork.LowShrub","presence"
474.648552980207,-244.560066414118,-171.745077668199,942.580254530215,-1455.68150813923,-1424.46757719756,-1775.79509258737,-1773.07458445357,2.42607045173645,0,474.648552980207,903.027654047433,543.464582317864,-1773.07458445357,37.596982017499,"nonveg_922","absence"
305.620567031471,373.513000765156,693.3759852017,2097.37977147571,-3280.92917786515,-2754.07362428263,-3196.47870529895,-1287.75960560384,4.53114175796509,0,322.296165339735,919.708425927205,1840.33955965815,-2965.61715243084,4.24250385612393,"nonveg_648","absence"
1187.54228411025,1503.43109928243,811.453185623335,3294.48883602619,-3063.32092973096,-3101.42250089928,-3228.52099806103,-2184.27025621518,2.83097685575485,0,1210.86538243793,1271.83230162525,2720.65275113414,-3401.77224950822,-20.7865523738538,"Canada.BanksIsland.GreenCabin-C08","presence"
3180.66263082831,3902.27507264821,2099.19341108185,8103.05719136147,-6358.89186804723,-5924.23049835681,-6644.0032369437,-5214.48565198973,3.71982701619466,1,3284.62603291466,2367.08972717983,6413.29037142237,-6603.42920223914,40.1531394790023,"Sweden.Abisko.VJ-SalixShrub","presence"
1652.61627368913,2232.18936592582,979.49853976319,4994.60707009727,-4517.33440715778,-4335.89495053807,-5174.23656618557,-3675.67383261265,0.485019998116927,0,1286.13193416193,1817.16857809754,3137.90290875261,-4971.23896705701,-26.6955786216168,"USA.NorthSlope.FranklinBluffs-C15","presence"
765.02675981001,-16.6716026850967,38.6307066138721,697.836507431007,-1095.57582602718,-545.629620007569,-1216.66584854633,-1106.44222693444,21.8847503662109,0,330.503173979689,781.698362495106,506.400087314292,-1106.44222693444,89.1724609345904,"nonveg_994","absence"
1712.22193197276,2764.84143873818,1556.06618836752,5432.0655495594,-4843.37234660421,-5174.67468325292,-5692.77226227381,-4016.37197507621,1.44581844806671,0,2707.95477696535,1690.9203026974,4431.25385473553,-4566.62910764295,-4.78822628310527,"USA.NorthSlope.Sagwon-C15","presence"
2129.37332414749,2745.54960455086,1276.50528356896,6566.86349720109,-5253.72446710128,-5921.64459968544,-5917.56681622047,-4446.78213895662,3.27818322181701,0,2551.06825630498,2702.50070591597,5426.5446406562,-5687.24302005659,-38.8653320080459,"Finland.Javrresduottar.EC-Hummock","presence"
2604.59682236796,3216.56190234466,1806.28737999769,5782.28204075368,-4738.83132358167,-5071.67268162441,-6205.593978652,-4789.59831469303,2.18577875693639,0,3367.21160733873,1532.29698939993,5358.57520231354,-5184.76993804859,-12.1430789728885,"Russia.Tazovsky.Burned12","presence"
3146.40296919845,3345.20929449297,1521.94208619139,6095.29798015499,-5560.43961830158,-5827.61968525454,-6143.09994451207,-3772.35284015749,0.960434043407441,0,3033.50199132681,1968.73228930362,5042.82907298266,-5461.08371121037,-11.0104513182385,"Russia.Tiksi.FloodMeadow","presence"
2602.79568206239,3185.5615669595,2115.14879285614,5925.61110921678,-5285.88064963265,-5941.44274222863,-6311.888105432,-4952.90007544807,0.568985044956207,0,2629.6331141196,1129.42872233926,5366.56968640086,-6219.66453327713,-28.0364791799144,"Canada.CoutureLake.TD7","presence"
1952.51045709521,2519.93122654849,1575.10695403419,6026.46134996185,-5204.24354284036,-4958.22708906627,-5258.76940256385,-3949.3724307808,1.96774911880493,0,2161.26832338258,1303.71362172836,4352.20693370044,-5203.84494607763,-1.85526412001523,"USA.NorthSlope.11","presence"
2682.92804451348,2736.94731483394,1763.38388418427,5385.42013927031,-4957.74407791301,-4801.81233167211,-5684.85058429627,-3782.67272616605,1.52615337901645,0,2297.85584901777,1552.37595196019,4943.27980093848,-5159.46964491042,-2.94119426840292,"Canada.PayneLake.TD4","presence"
3387.9475254617,3982.34042913762,2139.69272345163,7083.14454710901,-5822.44724922702,-6337.89945570061,-6775.32404629729,-4720.56618232957,3.04367580413818,1,3227.64978362399,1440.46004626835,5893.61240678954,-6154.85425543045,-16.2489780503333,"Sweden.Abisko.VJ-BirchShrub","presence"
1952.51045709521,2519.93122654849,1575.10695403419,6026.46134996185,-5204.24354284036,-4958.22708906627,-5258.76940256385,-3949.3724307808,1.96774911880493,0,2161.26832338258,1303.71362172836,4352.20693370044,-5203.84494607763,-1.85526412001523,"USA.NorthSlope.11","presence"
756.768125867403,156.677278814209,286.14025076395,1553.09544927747,-866.872873148739,-816.790282825961,-1090.80542125109,-1095.1159944973,1.47925400733948,0,665.57016612565,600.090847053194,1274.23415644469,-1090.80542125109,37.8886084381278,"nonveg_715","absence"
173.313685433136,1015.38464014126,-27.1098118925609,1009.15504297041,-1199.07910095134,-1997.88359480264,-2294.06172374852,-834.407346267414,1.50054705142975,0,433.924610297894,1042.49445203382,934.274240549518,-1475.18808770152,-37.8038298544824,"nonveg_869","absence"
-455.089167606767,596.614303464076,-206.472648598542,-221.832803587381,-365.319748354075,1.36957608825116,-498.92295653779,429.704185864552,20.6628475189209,0,-130.049881601752,1051.70347107084,-343.404142135545,1.36957608825116,-301.522986352009,"nonveg_1161","absence"
2394.0614165885,2811.78096726111,2015.92543761292,4861.52491213619,-4743.72930345616,-5627.5832331818,-6045.65026455517,-3753.76584863268,2.16001470883688,0,2718.53077255293,1265.5430172261,4469.70693064846,-5613.73813781749,-6.04897927629407,"Canada.ChukotkaRiver.TPO2","presence"
6.21549061360635,692.922959334776,161.530181011187,1265.57823069235,7.62234030697675,-646.728333545029,367.698161322209,973.692352516714,13.8185033798218,0,196.288123518808,853.956272980215,665.668754678256,131.476691787471,-7.25644223968861,"nonveg_558","absence"
1085.45168414099,1224.06762624781,452.162556854753,2464.55430237558,-2378.62051272578,-2768.39121532972,-2788.04326829168,-1447.72911182729,1.74211531877518,0,664.132844427244,1056.71687431261,1745.16679421018,-2612.46037841969,-100.709922086839,"USA.NorthSlope.HoweIsland-C12","absence"
1555.16485138403,1784.03601037658,1489.10502421855,3971.86842346462,-4098.6986777945,-4310.35549863898,-4499.65168317877,-2839.6728019342,1.28675542937385,1,1908.77850130087,1020.17732269811,3745.59307369618,-4076.77046692798,-6.39817028760336,"Canada.ClearwaterLake.LS1","presence"
786.951125665398,991.392633828547,364.393793740255,650.970769811168,-1757.05615124283,-1522.19916404493,-1889.78266919466,-1767.05465273148,1.52118134498596,0,534.947037087131,626.998840088292,787.786494029766,-1757.05615124283,-22.0415578533112,"nonveg_1261","absence"
83.9284563752064,570.047275632541,-289.297329227946,1579.27083287428,-2373.78222311176,-1531.65095076281,-1163.18239765328,-1305.43082078834,31.0221977233887,0,83.9284563752064,978.526270639227,779.563385233352,-1305.43082078834,-17.5709801031939,"nonveg_946","absence"
220.810132543406,33.8563179285555,333.422367509117,837.314867597626,-1769.27490034794,-1351.64193390247,-1169.55507824401,-1228.69689103277,1.25611102581024,0,220.810132543406,537.440879474527,546.055319569515,-1351.64193390247,6.14796917351127,"nonveg_900","absence"
487.131319062979,883.241117594754,412.378731751674,596.980424139053,-1446.69206585609,170.429036492681,-1878.4123406705,-1145.29990486267,25.4955310821533,0,412.378731751674,865.156711261431,953.927681032928,-1145.29990486267,-16.4214601090074,"nonveg_988","absence"
1344.98661267756,3731.36325729885,1234.08937024519,7823.69737531818,-5989.48598411654,-3379.86861945438,-7439.44354992554,-3289.2042219457,9.58611043294272,0,3643.06442010698,3355.41527077524,5072.95004557387,-4759.68840374191,-38.2142429080829,"Canada.KluaneLake.Outpost-ShrubTundra","presence"
1712.22193197276,2764.84143873818,1556.06618836752,5432.0655495594,-4843.37234660421,-5174.67468325292,-5692.77226227381,-4016.37197507621,1.44581844806671,0,2707.95477696535,1690.9203026974,4431.25385473553,-4566.62910764295,-4.78822628310527,"USA.NorthSlope.Sagwon-C15","presence"
453.14205400144,262.16756328232,-85.6617193246473,1925.38315679458,-1831.82420784907,-2212.3805687812,-1502.13694439344,-2619.34344303345,1.70387876033783,0,453.14205400144,1301.19235745548,867.363022148933,-2212.3805687812,5.75002940726176,"nonveg_849","absence"
324.952837317531,-132.655318925801,574.232262171928,835.428306191286,-2041.18822666332,-1447.01128981274,-2003.20306233148,-275.880794382892,14.9154071807861,0,50.5200865173505,1014.36422084593,693.292471130598,-1971.54766931049,6.35142608119306,"nonveg_608","absence"
114.99057486713,38.0451490754844,38.1432299525123,152.364969254983,-737.469144120909,1325.18241163057,-498.879781356448,334.065556017869,32.0399475097656,0,38.1432299525123,494.821179364195,-201.762431698196,-129.628576741438,7.07344231903056,"nonveg_1145","absence"
2783.55534997514,3605.80486123102,2523.98130493916,7111.74125205754,-5977.0338893655,-6289.4005021172,-6670.38278619019,-4722.85584354856,0.986155933803983,1,2732.18951731923,1284.31790844335,5961.39925790111,-6308.98802094145,-11.8319277990514,"Canada.LeRoyLake.TDA6","presence"
964.182681557905,952.21579605839,436.769710054055,1961.164833407,-2587.81068960747,-2510.97887388649,-2779.16768220238,-1352.31731526508,1.91214204751528,0,609.593341883513,1451.43330581212,1390.54711529729,-2559.17548429892,-134.331020237548,"Canada.EllefRingnesIsland.Isachsen-C01","absence"
2891.95851725413,3565.99699199493,2367.35178604252,7211.51761210686,-6168.35490795428,-6222.25789826155,-6805.63574526176,-4756.7184058452,3.55227723121643,0,2849.89531236834,1227.36097845494,5561.5924656546,-6184.20975949244,-13.9204877551786,"Sweden.Abisko.NF-BirchShrub","presence"
3399.42724671617,4352.37215535211,2214.56186201089,7214.88558305151,-5893.88162134254,-6294.01941449229,-6781.77228527443,-5282.28768823078,0.898019498586657,0,3624.90453287431,1693.20386105825,6403.56517834379,-5678.27092871806,-15.8615067011625,"Norway.Javrresduottar.A-Sedge","presence"
548.333572694999,262.216235707594,-52.3196670262956,527.722190701849,-1395.20388615896,-1047.71464455328,-1302.89114839084,-1666.54424365375,1.80528426170349,0,262.216235707594,600.653239721294,410.446297538433,-1395.20388615896,62.7979138804546,"nonveg_912","absence"
136.603444057166,45.7188581054553,-559.125642143301,702.293629470846,-1969.81064676167,-1788.80653760571,-1594.2173953804,-2425.12339097685,19.4433040618897,0,136.603444057166,1502.72806372708,356.264491338405,-1929.6194958965,21.2139084517299,"nonveg_785","absence"
2820.5773160572,3263.8055407015,2288.55578683612,6315.66956612597,-5597.71892418106,-5987.75659833818,-6707.42180368627,-3684.62896321968,3.61597116788228,0,3163.01743828056,1473.10097841498,5962.415990552,-6610.81181929314,-18.9483739661053,"Canada.PayneLake.TDA0","presence"
2334.43423197702,2623.3898349038,1219.43858012142,6432.31849501943,-5589.26294698856,-5491.45382176207,-5981.42196854086,-4171.59876550201,3.4374789595604,0,2393.31742309603,1645.87454688326,5321.91851271967,-5481.17409695261,-2.00115573092957,"Finland.Javrresduottar.EC-Salix","presence"
2964.95017342131,3813.56505967578,3374.51091009397,5141.96075392051,-5100.72104136673,-5200.99802021924,-7190.40117081126,-4022.26433779892,1.48435473442077,0,3621.2352794617,834.512516087521,5624.25083394748,-5195.54848370097,-3.50838869408583,"USA.BrooksRange.6","presence"
700.812434329096,951.289052711639,1497.98717841738,1454.08637025606,-1001.33521844795,-1237.56138723837,-1119.58999723777,-217.388414467259,14.6236114501953,0,1093.36800800712,797.17474408828,1261.53576716903,-1119.58999723777,-5.0588804024697,"nonveg_700","absence"
119.647350669795,-10.6534696358755,291.010843152139,-30.0463192791618,-1108.46433578758,-725.723155227808,-903.344351692624,-373.850594618248,4.21474647521973,0,10.5317275752788,455.633706737209,9.53625927959287,-903.344351692624,26.2582441833641,"nonveg_995","absence"
158.518240227583,728.617865141409,-218.265378816516,1313.5363890727,-1591.24498991297,-966.790355100561,-1045.92115147658,-2033.50846961319,19.6606674194336,0,247.497871280123,946.883243957925,802.880745121687,-1045.92115147658,-32.2896696742622,"nonveg_682","absence"
2495.01076384636,3376.8961591035,1905.36363390357,6137.622365695,-5402.31067912795,-5524.37248238462,-5968.74722915941,-4934.32342699939,2.49813771247864,0,2907.60270467082,2044.15888990141,5143.32593578991,-5159.10148380251,6.87290875555084,"USA.NorthSlope.Sagwon-C19","presence"
1783.76068076793,2384.10685634282,1254.56598786598,3922.46967480559,-4373.92678765764,-4799.01996575355,-5809.40242405856,-2003.38006609493,5.21196186542511,0,1833.27821279541,1454.28599411394,3192.01259467277,-3778.94699880235,1.99163553433782,"USA.Kougaork.LowShrub","presence"
472.874099508216,65.7538421041085,476.744450937464,578.454824516403,-1025.83409464618,-1450.17532147948,-1955.75555987922,-525.787067159001,13.9149684906006,0,472.874099508216,522.709019945592,619.280507954292,-1450.17532147948,45.7464809846356,"nonveg_936","absence"
1760.19493681546,1557.66907530875,849.78677619653,3388.8008726748,-2755.90287494589,-3747.30227681851,-4150.43854319806,-3472.53393833401,1.26775387922922,0,1321.17358976743,1524.83047934386,3043.67254841205,-4231.60682470054,-32.7896435782729,"Russia.Tiksi.BareSoil","absence"
-65.4371356816246,32.4729116166072,68.4754369110743,552.777276264679,-571.663300229393,-1870.37957102234,-1654.21883184476,363.248045318594,25.8555126190186,0,68.4754369110743,157.001132924275,173.858167445457,-1654.21883184476,-16.8992366550078,"nonveg_1473","absence"
1577.81418518166,974.220286850544,1628.55993066749,1751.45691031316,-2092.17614067641,-2694.35520992929,-2860.89569892734,-705.387687594407,13.2748689651489,0,1628.55993066749,720.565729576878,1443.73941845872,-2694.35520992929,65.7528334419688,"nonveg_706","absence"
2129.37332414749,2745.54960455086,1276.50528356896,6566.86349720109,-5253.72446710128,-5921.64459968544,-5917.56681622047,-4446.78213895662,3.27818322181701,0,2551.06825630498,2702.50070591597,5426.5446406562,-5687.24302005659,-38.8653320080459,"Finland.Javrresduottar.EC-Hummock","presence"
2500.48538115847,2697.50785875123,1667.90598472248,5804.25897055716,-5381.14275219656,-5758.80954627575,-6542.29129964324,-4599.7141367986,1.21341598033905,0,2289.04913633492,1120.00716206868,5360.1559992049,-5835.30795593971,-15.3493948177618,"Finland.Javrresduottar.A-Salix","presence"
2228.66257776524,2877.77062126118,1887.26971398836,5624.46968407598,-4890.14393200181,-5339.97951898632,-5914.78856466483,-3318.36061543133,1.20652000109355,0,2095.61709938891,2205.00713929094,4835.58692794975,-4771.04231137,-53.6164461038798,"Canada.CoutureLake.TDO4","presence"
591.394579317861,922.291616533053,215.44936554139,1269.88181190988,-1658.87915813448,-1808.27319695482,-1993.50648123687,-1236.20018842816,10.799295425415,0,573.831624074234,706.842250991663,1077.47799928246,-1658.87915813448,-20.7630611870488,"nonveg_935","absence"
1767.71583114606,2733.02660261605,2574.7837114419,6807.98847322634,-5845.75571710354,-6826.89878956473,-6825.75637396873,-4987.92507114195,0.424908171097437,1,2797.31778429935,1189.47624745961,6210.41884766961,-6536.97820788814,-17.3773175956199,"USA.InteriorAlaska.22","presence"
731.344284321531,1224.65433020619,648.581529831223,1722.96493761999,-1927.96044108712,-1615.43610543913,-1082.80466758994,-1144.27823010258,3.50021100044251,0,731.344284321531,904.047092361692,1149.05854175317,-1153.76710885487,-36.1456464017755,"nonveg_688","absence"
1963.75317014523,2397.7285054989,1140.68974662943,5795.36402068397,-5027.2186730205,-5951.13488328703,-6069.71123488066,-4197.54813081624,1.68532638549805,0,1487.62669759084,1198.64842445725,4748.10822735013,-5777.05503398185,-25.7708442184283,"Norway.Javrresduottar.EC-Salix","presence"
2495.01076384636,3376.8961591035,1905.36363390357,6137.622365695,-5402.31067912795,-5524.37248238462,-5968.74722915941,-4934.32342699939,2.49813771247864,0,2907.60270467082,2044.15888990141,5143.32593578991,-5159.10148380251,6.87290875555084,"USA.NorthSlope.Sagwon-C19","presence"
1260.12637138173,1334.96383926456,1400.47445742082,4627.70666647737,-3807.99415825326,-3472.05113744189,-2729.98145361384,-3396.12856236481,14.1233100891113,0,1400.47445742082,1457.36488621327,3158.65893201572,-3472.05113744189,6.92877863009039,"nonveg_1069","absence"
3221.56569490897,3948.11446803531,1660.42945338333,6841.14584578798,-5471.69248861687,-6146.75029039227,-6523.5215926099,-3805.01163625485,0.236435294703201,0,3572.20318844608,3159.09290185291,5929.88588465382,-6085.94607794891,-14.5724388857602,"USA.YukonKuskokwimDelta.15B2","presence"
765.02675981001,-16.6716026850967,38.6307066138721,697.836507431007,-1095.57582602718,-545.629620007569,-1216.66584854633,-1106.44222693444,21.8847503662109,0,330.503173979689,781.698362495106,506.400087314292,-1106.44222693444,89.1724609345904,"nonveg_994","absence"
2782.73411446036,3542.53653510753,2452.58552047502,5019.10283746711,-5232.00609664216,-5821.93567644331,-6115.59392218893,-4523.69887976548,0.56352174282074,0,3154.7906359147,1721.50878540132,4674.20681748583,-5474.16719354621,-11.5991731515442,"USA.YukonKuskokwimDelta.UB6","presence"
-133.611539538384,-436.871840777641,171.429265910432,457.147637465769,-470.319535978505,-232.682239867675,-610.971453612169,-8.14365225751536,31.5680522918701,0,125.437457023987,619.319317061578,87.7804878761816,-470.319535978505,7.60406920746534,"nonveg_1089","absence"
1397.86155827122,1304.73933408523,926.873030259507,3101.77466181244,-2948.08753490237,-2769.84842489799,-2874.04069904264,-1436.39948712289,4.31876454353332,0,814.71279064028,1039.10551556594,1975.21342078733,-3441.13621483997,59.4921255373881,"Canada.PrincePatrickIsland.MouldBay-C04","presence"
2778.16143984775,3147.0578398543,2228.50819525171,6671.27192370383,-5311.05126229929,-5773.63936235433,-6528.2525816033,-4073.7888817632,1.63327652878232,1,2790.1744342654,963.127556949008,5719.73466939863,-5475.16881749067,1.15820789094671,"Canada.LeRoyLake.TDA3","presence"
226.176864108705,-90.0135058052083,-430.287880377465,-1292.84381487225,10000,10000,10000,10000,32.6007385253906,0,-430.287880377465,923.20319888614,-2622.84758312293,10000,52.6186137706802,"nonveg_1236","absence"
2021.59263788164,2634.41699976335,885.417604674285,5024.69646848369,-4742.12875466229,-4756.73117363842,-5544.01113281292,-3746.22082327148,0.368111550807953,0,2090.97511880999,1372.25186995841,4060.04320874352,-4802.81877492449,-19.8991792860817,"USA.NorthSlope.16","presence"
2602.25625403197,3164.75390580817,1998.39838388652,6642.69023034745,-5666.17148258943,-6307.84935120938,-6273.75490865196,-4728.76875961855,1.39156539738178,0,2984.95310445079,1399.31648837063,5833.31487536913,-6452.17325644422,-14.1176107217765,"Finland.Javrresduottar.A-Sphagnum","presence"
121.072576504955,327.408533324168,211.903814239535,490.615902701528,-1351.64846129343,-1271.48836289448,-1875.31934017147,1385.69308371969,0.0403236523270607,0,121.072576504955,582.334404981597,15.0723438445236,-1305.09207696335,-18.2606589755728,"nonveg_1834","absence"
154.178696467878,552.40710703125,832.879137719073,813.463084611649,-2806.78051415428,-3039.93994873251,-2151.91916221288,-1514.63559108206,1.43398082256317,0,552.40710703125,678.700441251194,636.223514823647,-2185.33811662812,-164.607033524698,"nonveg_801","absence"
1099.68863955218,735.947107133851,472.149546840638,1117.43762239274,-1753.07062674995,-1828.76068203639,-2878.48767929275,-2011.7172293749,0.340886503458023,0,735.947107133851,719.552214821357,1372.58095543905,-2011.7172293749,22.7876907950769,"nonveg_540","absence"
414.465275391216,307.046739356734,-101.860179141024,161.616173460182,-1172.56478061602,-957.067310758932,-1400.6222538664,-1300.01764137307,13.8344068527222,0,307.046739356734,516.32545453224,416.047584277643,-1172.56478061602,-6.07070824163651,"nonveg_973","absence"
781.392943826299,851.822808619024,902.083940792602,1992.38011318416,-2394.03581351051,-2819.42915142575,-3094.80179624209,-2164.62869527536,2.43069458007813,0,851.822808619024,321.152900311554,2228.49269804428,-2709.85890013516,-9.98724271364718,"nonveg_985","absence"
1772.03376979907,2365.3811157049,1100.64703966988,4165.10956381971,-3345.8695703903,-2285.39578766683,-2477.91262532277,-2226.06380972265,0.0906719863414764,0,1772.03376979907,1406.57646185661,3181.40200432458,-2305.39888126628,-25.7872763670463,"nonveg_632","absence"
2881.5226354312,3021.92831302121,2220.39978650652,5516.307708451,-5505.58241738325,-5258.02133060869,-5812.71546252705,-4587.13597277101,3.03799157142639,0,3051.0608193839,1782.17403433601,4674.7004238597,-5390.87212020885,-0.554173780298868,"Finland.Kevo.8","presence"
2643.81734105608,3380.56431047471,2015.53791362239,6441.4255863817,-5602.34586112362,-5373.596705099,-5722.39846822207,-4891.3079847496,2.90262179374695,0,2626.96732224599,1636.23375372249,5195.79066119043,-5620.87374211906,-46.3341020695082,"USA.NorthSlope.Sagwon-C18","presence"
2987.9285886213,2954.36719212314,1841.24034467324,5133.14732092385,-5232.597049385,-5388.45065139524,-6113.5209511677,-4235.84797464832,1.1084056638536,0,2604.56697552895,1753.74676974374,4664.10030479605,-5085.87647237469,88.1151831287809,"Russia.Tiksi.DryFen","presence"
177.863904582412,-174.585451855109,-567.264468294932,730.504264794512,-1343.18719089581,-600.104050424447,-1805.15047399164,-499.116888687451,32.4173698425293,0,-174.585451855109,745.128372877345,262.618681790419,-1343.18719089581,5.74723030506978,"nonveg_1469","absence"
2976.71391283934,4045.21861007103,2583.10061977495,6854.23736754958,-6050.85031695741,-5950.09453824926,-6628.55789690381,-5472.34403748035,2.20757565697034,0,3642.73672598264,2328.49869392608,5615.4303950913,-6181.63693771368,-19.000098706776,"USA.NorthSlope.Ivotuk1","presence"
