"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_NDWI_annualMean","spectral_NDWI_changeESPS","site_code","presence_absence"
2399.41880735441,2076.5952982884,2509.67557182976,3140.95264908788,1895.28439198344,-5311.14243910816,-5407.27255069248,-5697.92837588936,0,2516.95998031993,2619.05254696729,1817.25959492441,14.1255766638965,-5184.57013541209,4.91941916192438,"USA.YukonKuskokwimDelta.15B5","presence"
2505.10845784646,1956.2706140636,2987.64676796204,3402.77820645434,1594.42315670874,-5159.09247012175,-4853.63702262669,-5583.31167709886,0,2776.39204572349,2395.81992309164,2221.63709398234,40.228419604996,-5014.74567146691,-64.1364725278704,"USA.NorthSlope.Oumalik1","presence"
1457.36184294307,221.64985910984,924.285073707483,1276.03774429742,505.86091620379,-1061.68357674242,-2081.48577358028,-1653.27524889709,0,924.285073707483,877.039087252321,1235.71198383323,29.7344039606024,-1477.19813261451,-19.0003799358738,"nonveg_627","absence"
3266.70649238125,3341.96677715354,4107.24266625534,4315.2387713638,2272.561534602,-6215.20525691665,-6283.91004417551,-6573.99003314482,0,2696.25061838621,2829.03361686808,1115.31468010394,8.71125026760397,-5841.47502975318,-3.82807518376663,"Norway.Javrresduottar.A-Sedge","presence"
506.723252884271,538.29299638416,311.742981844205,297.212523373863,358.842009935488,-229.587517657387,-680.242943490497,-1080.12049041281,0,358.842009935488,402.562752884397,241.080473010297,4.92937476495946,-372.297563063661,-41.5231460444743,"nonveg_721","absence"
2047.77638222079,2021.96119092748,2378.87722758834,2693.56979963027,1719.32659816968,-4881.5923363303,-5340.85551523633,-5373.99388285532,0,2232.73002472413,2204.21730845057,762.357767295381,12.9697506389799,-5292.52004361203,-21.2379793663231,"Canada.LeRoyLake.TD7","presence"
1026.66471012734,896.275667002816,1137.94830929081,1215.90101007491,546.912307559326,-2507.20118579288,-3053.48056086315,-2799.8487765774,0,952.50613245411,1181.96270113703,913.965457452404,-3.49824067173125,-2292.5452097186,19.1214407058138,"USA.NorthSlope.HoweIsland-C12","absence"
593.019127623382,1035.59712768782,-527.441502135755,868.704404416808,807.695099798654,-856.53049120871,-147.552888616979,-2007.67415850362,0,807.695099798654,555.514851478181,1563.03862982357,-7.15586573917571,-756.787458958288,1.07883396499211,"nonveg_572","absence"
-876.945930716778,-463.483266552193,-603.84902292422,155.729483315881,-353.460903836633,-1350.91537687645,-522.475221665681,-1081.73491098151,0,-463.483266552193,-428.401928142789,1032.67541403266,-21.8118761200061,-811.765901212858,29.8530046752585,"nonveg_1089","absence"
608.881675220825,525.926018653337,782.063349038293,714.223550369509,811.533143139583,-2070.58034646694,-2238.13414172999,-1690.00244783813,0,714.223550369509,688.52554728431,285.607124486246,-8.44381116328159,-1879.5410613262,9.29071297507955,"nonveg_801","absence"
3067.88437408502,3235.7301813775,3741.27552963634,3955.18644539643,2179.59555817486,-5930.95946892005,-5477.51599049093,-5005.96853424285,0,2652.62929072947,2594.29815288094,1352.39288879808,21.4830676002092,-5278.43346389277,-3.61789496647957,"Sweden.Abisko.NT-SparseVeg","presence"
1088.27270688199,1105.19028948548,1324.71121036992,1718.9888679388,1823.80818179884,-3714.96558281782,-1741.1563537578,-2655.14268869113,0,1324.71121036992,1412.194251295,735.535474916852,-73.5535474916852,-2800.93769231778,64.9666497340081,"nonveg_1132","absence"
764.960845776965,891.266551694554,1255.97362764929,382.55734668129,929.569582143023,-1999.18619571342,-1922.58454794528,-1509.2549092824,0,891.266551694554,844.865590789025,873.416280968004,-6.3311052448484,-1872.39297242393,-22.7518980105813,"nonveg_899","absence"
1157.62768026975,1059.73976093794,1284.04571580033,494.965216453004,251.832595707537,-1797.30949119416,-1880.62687926029,-1829.34418551703,0,1059.73976093794,849.64219383371,1032.21312009279,37.7414618567587,-2151.14043229214,-48.0564272543114,"nonveg_540","absence"
3299.82443761037,2899.54389942774,3692.3319359658,3980.09288530099,2297.0887852576,-6384.57937604183,-6250.60837117118,-6485.10839214055,1,3353.7888003684,3315.38986348247,1397.08605179996,25.5553192551469,-6159.93538686575,-24.3657848597634,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
3185.9018695719,2355.84426296094,3502.91479935428,3853.11491134261,2408.80313819835,-5139.93200438863,-5483.66779487939,-5681.6716786998,1,2944.93777979798,3080.14756436114,1091.19447898866,6.7647493671361,-5298.01998927402,-15.9101783615868,"Russia.Tazovsky.Burned44","presence"
3412.95455299046,2692.80080522016,3784.01594010231,4452.6369400935,1822.93506712616,-5692.84309865316,-5707.60121475065,-6356.01051750198,0,3559.10606109588,3458.56147673523,3007.08439209676,41.768008853013,-5061.73887301543,-2.47954347781923,"USA.Kougaork.GraminoidShrub","presence"
-191.00578477126,-294.074994429758,-508.684674721836,453.29464451664,294.936410865322,4189.6819048225,8720.4207137922,8257.9772536282,0,-191.00578477126,-49.1068797081783,961.979319238476,-8.83531264793785,6405.52905551093,28.9614386724889,"nonveg_1344","absence"
1157.62768026975,1059.73976093794,1284.04571580033,494.965216453004,251.832595707537,-1797.30949119416,-1880.62687926029,-1829.34418551703,0,1059.73976093794,849.64219383371,1032.21312009279,37.7414618567587,-2151.14043229214,-48.0564272543114,"nonveg_540","absence"
280.874924317953,784.226784357831,226.245283896352,677.190943184096,1017.83032049902,-2512.41220701938,-1854.83227415607,-2672.023604989,0,677.190943184096,597.27365125105,791.585036602663,-29.4782158472425,-2120.95554140188,12.3420532995737,"nonveg_926","absence"
3384.26092999706,2520.33580602288,3708.21334425281,3998.12717798989,2285.25839967442,-5156.0791912991,-5818.32568917988,-5834.60247034221,0,3442.27679434416,2973.62800810706,1575.33643785459,31.3235574968823,-5644.20006430281,-29.4816502409381,"USA.YukonKuskokwimDelta.UB7","presence"
2252.86525768215,1804.81143410457,2536.13980072014,2735.45282858895,1576.84724418451,-4912.78365577254,-5332.35973760423,-5245.11857932519,0,1949.965034302,2330.48506613565,1351.00360077736,1.101267328494,-4983.9793385247,11.6167716503414,"USA.YukonKuskokwimDelta.15B3","presence"
141.86612042229,287.567675537038,366.412012494829,753.418861524217,233.84242115108,-1566.57658167577,-1300.47705594617,-1295.40367244868,0,287.567675537038,356.621418225891,611.552741101928,-3.40652965662188,-1115.41692011816,31.6480409346341,"nonveg_997","absence"
1278.9196365537,836.032975957783,-26.8332391941593,492.35578445431,149.73916823595,-1384.260214288,-1439.15664210387,-2962.29987302247,0,492.35578445431,546.042865201517,1305.75287574786,37.639348943925,-1973.4587569876,-48.0738848254448,"nonveg_666","absence"
280.874924317953,784.226784357831,226.245283896352,677.190943184096,1017.83032049902,-2512.41220701938,-1854.83227415607,-2672.023604989,0,677.190943184096,597.27365125105,791.585036602663,-29.4782158472425,-2120.95554140188,12.3420532995737,"nonveg_926","absence"
3680.69581706999,2616.07677809676,3603.90371214061,3925.20637890003,2225.37089395148,-5893.64149035987,-6285.98863534767,-6444.63898061048,0,3673.41944108287,3356.05162351276,2070.17638636952,59.3440318593051,-6075.41496323239,-32.4916022743255,"USA.BrooksRange.7","presence"
-13.74200647282,1194.07200706615,586.597446089082,647.042189122061,613.57053467178,-2806.12131982455,-1350.43873712424,-2234.97410494695,0,613.57053467178,605.508034095251,1207.81401353897,-52.2760450953833,-2122.64284291982,63.2527722394296,"nonveg_1309","absence"
-427.102702505627,474.123319279211,104.219451824791,510.975464590857,-211.406911224481,2586.49067325274,4476.27799141144,3273.14552909062,0,104.219451824791,90.1617243929501,938.078167096484,-10.271228156245,3390.13938201033,21.8701149574415,"nonveg_1854","absence"
-71.7133542397324,-402.467408994196,683.312677985161,185.27513659067,579.784152535716,-1481.79653862521,-1735.61473379305,-664.786173360004,0,185.27513659067,194.838240775524,1085.78008697936,-21.7165835591816,-1129.58567340354,2.69946576526753,"nonveg_709","absence"
-85.3014467686636,-310.430684948551,-379.452070000877,159.722680390328,-282.966572042477,-950.49160880126,-1116.1235381833,-1206.87147513935,0,-282.966572042477,-179.685618674048,539.174750391205,15.2050096364472,-1020.40730758478,21.5551560996705,"nonveg_1268","absence"
2777.64189009418,2428.62436611665,3048.88356824114,3304.9729341827,2208.81397587768,-4420.56702014316,-4561.16440434456,-5035.0215559667,0,2878.63137292369,2600.44917554009,1084.57913732022,30.7974082133634,-5420.33291650033,-38.9040316009193,"Russia.Tazovsky.Unburned28","presence"
880.828658912906,951.728563668659,1153.19905243411,1095.33597687804,765.253618188807,-2429.91548888152,-2580.31257363401,-2376.2569937549,0,1585.71071839918,1605.44011562579,1689.3451739719,-21.1601097785153,-1444.96909737843,-9.65448685920532,"Canada.EllefRingnesIsland.Isachsen-C02","presence"
2494.03600659231,1365.74404162155,2996.40511481454,3596.23825998015,1397.19106047082,-4847.1011463806,-4041.09394892719,-5225.13652566256,0,1890.14364076751,2726.58428192842,3050.63597587916,6.18801802416065,-5256.42760184974,16.08796703156,"Canada.KluaneLake.Quill-MixedTundra","presence"
3306.34201936871,3459.16827810951,4061.13371185776,4351.5717585892,2473.71566268559,-6448.22788386394,-6562.66741492164,-6516.83671422912,1,3267.17300060405,3200.4155970644,1481.9943068887,12.5338699353247,-6083.8284341017,-9.69284096447884,"Sweden.Abisko.NT-MesicHeath","presence"
855.736116236152,1903.28446235192,1475.3578569982,1836.47841144455,956.53055849938,-5032.73685334949,-3217.02416520997,-4525.16027197146,0,1475.3578569982,1405.47748110604,1047.54834611577,-3.35981474210759,-4085.97484531786,34.7084513513262,"nonveg_529","absence"
178.627850161963,-595.461630966899,-12.0651652680143,653.401240360821,-434.073882757492,2617.02889515687,3295.18750767772,3131.7196295855,0,-12.0651652680143,-41.9143176939242,1248.86287132772,30.6350866459727,3230.66262792056,1.72697614308031,"nonveg_1646","absence"
3356.69126691596,3156.69673852328,3807.95830354135,4056.30457572177,2334.35707356116,-5849.21508445171,-6027.2410812089,-6609.44207344636,1,3758.1860370487,3443.50139863716,2343.96552787091,44.7345346270091,-5953.15697260461,-45.1879616940565,"Canada.BonifaceRiver.AB2","presence"
2353.16454853194,2290.29653966812,2439.34249106176,2946.27671588248,1036.284471742,-4395.8065115029,-4769.64536883989,-5478.20078864754,0,2525.63132907231,2307.023391444,1637.75728609176,43.9474217447409,-4544.93634449496,-43.2555084141606,"USA.NorthSlope.14","presence"
1537.00010790918,348.484293936365,1424.19933285816,1739.30937574421,1359.78110329178,-1680.14808094789,-3085.06423364001,-1879.82289212814,0,1424.19933285816,1281.75484274794,1390.82508180784,9.32731603249478,-1979.30622350274,7.61037857754058,"nonveg_561","absence"
1101.29754350073,2026.72504111691,2627.93324096953,2669.14320198703,1304.64001943175,-3786.49609165171,-3611.65335371788,-2397.38572082474,0,2026.72504111691,1945.94780940119,1567.8456584863,-8.84097721439212,-2957.6425013776,47.6262321936327,"nonveg_1177","absence"
3292.9837846971,3192.98932877974,3985.04645398035,4345.35427395706,1857.1975314434,-6281.97365757244,-6174.61998201215,-6921.78067003618,1,3324.00374275785,3070.9337171648,2295.19638614519,52.4128955126393,-6656.98441139473,-55.8987828711245,"Norway.Javrresduottar.A-Hummock","presence"
2840.19303065607,3192.47214272938,3432.9137339849,3585.85986544245,1372.1470431276,-5039.75382495713,-5591.83867540956,-6060.38445365649,0,3572.8512112248,3091.037713075,2202.47512366498,30.8329024044042,-5617.61594948125,-25.3240190359069,"Russia.Tiksi.FloodMeadow","presence"
2424.90394599066,2292.93218868624,2644.7736007083,2658.53017426341,1146.61159766611,-5215.85909167977,-5994.73255431399,-6168.91472666007,0,2788.14874309536,2295.6188765732,2089.45060178769,55.0368386577086,-5784.17458569092,-66.3530793151416,"Finland.Javrresduottar.A-Salix","presence"
2844.00790090306,2767.70868170856,3312.32940450643,3844.59816944275,2033.05887080981,-5587.02393538859,-6395.09515476736,-6592.01093059643,1,2663.24983198737,2389.9226116089,2235.271883495,44.4666936887642,-5559.27838737974,-34.3195756571371,"Canada.PayneLake.TDA0","presence"
3495.41127039605,3044.5002997457,4181.77339841303,4515.33882283112,2061.89704330012,-6082.25165663476,-6390.82826883134,-6653.81219526399,0,3116.83933428366,3343.56196398481,2197.00365010449,30.554500046787,-6254.68594869552,-26.9710766010837,"Norway.Javrresduottar.A-Salix","presence"
1909.93237640033,1831.71511337246,2125.28649065065,2543.00249945676,1339.86456595164,-4037.31369298302,-4185.06032830566,-4589.6647471148,0,1703.10542271783,2126.97337398847,2709.0789049071,13.3097664075254,-3514.4644698022,53.047735373903,"Canada.LeRoyLake.TD4","presence"
3051.2722981545,2695.60277347312,2991.63510996114,3675.97458118124,2233.90522342994,-5437.0191207479,-6023.73364169829,-6725.06812825224,0,2837.97026976314,2825.3517240824,385.753494812949,8.36839931550985,-6224.33114285337,-27.9482594741442,"Canada.CoutureLake.TDA7","presence"
704.086017551913,-260.472502785552,-270.447204455842,113.397548520665,-261.435581649633,-494.058300805534,-1652.41519520309,-1663.52007601231,0,-260.472502785552,5.02565543631,974.533222007755,24.7569640820909,-1111.55669693039,-17.0725436932517,"nonveg_1416","absence"
2493.34799900543,2670.1025721631,3144.97697613477,3527.44109629359,1726.68807741688,-5779.76025830763,-5719.21961076568,-6179.72309150576,0,2713.47577148518,2626.11131703307,1824.28867531545,25.1624286631888,-5853.96438027066,-10.7245745690327,"Finland.Javrresduottar.EC-Salix","presence"
-112.021462699174,-368.432136764982,609.629745636305,-136.261075480986,823.220130838893,-2047.18615671591,-2475.84998815533,-1280.15461661112,0,-112.021462699174,163.227040306011,1191.65226760387,-31.1747197846022,-1523.29717237357,-10.8922549444337,"nonveg_659","absence"
2009.1480023471,2292.37010367108,2540.23225009088,3040.97138955477,1833.96540537672,-4779.85400863282,-5139.18053142152,-5316.58877270058,0,2610.00851048656,2371.88674736983,1943.81254434328,19.887944307576,-5366.8736963057,-16.3569472116379,"Canada.PayneLake.TD2","presence"
226.377943040282,640.94460372534,257.088757023632,325.270963343767,426.762028110172,-1848.37228327676,-1288.83542067603,-1940.92220620914,0,325.270963343767,375.288859048639,414.566660685058,-8.71235152477784,-1638.29519698383,0.715579843194414,"nonveg_955","absence"
178.85629108059,561.985085179084,46.5107357699157,61.6356437270188,-201.459894095626,3541.81485684197,5721.34987944096,7831.94635778132,0,61.6356437270188,129.505572332197,763.44497927471,7.92325385783782,5831.50089298523,66.1804127152323,"nonveg_1290","absence"
605.815787477634,-161.032604817254,656.422160162661,476.631875833678,176.907344488369,-1332.08341421449,-2514.60191030852,-1403.9797911688,0,476.631875833678,350.948912629018,817.454764979914,12.2545269425504,-1635.89718194873,-14.6643814422763,"nonveg_979","absence"
1917.43204710135,1943.13385317562,2138.78073300627,2173.72199151973,1329.61884280301,-4472.00237315902,-5007.01387682292,-4945.05856169251,0,2169.26276963913,2042.06615112208,628.082415770278,25.022137658687,-4485.98552105324,-50.8325559818872,"Russia.Yamal.OstrovBelyy-2","presence"
1789.62073748693,1573.85134876258,1878.50537850601,2287.88187842435,1376.6427313106,-4051.74265524774,-4323.67917248258,-4326.03406700561,1,1660.19912143853,1618.59569959106,1118.34256745417,7.19588348661409,-4260.54068508913,11.2148626218079,"Canada.ClearwaterLake.LS1","presence"
1961.7943426949,2170.11828904074,1922.77119571874,1842.58050353305,609.070131841739,-1680.15630372079,-1889.92502766558,-2514.99702588503,0,1922.77119571874,1701.26689256583,1561.04815719901,54.1089684341265,-2167.04869858188,-37.6928545389379,"nonveg_706","absence"
783.541210263426,347.388519883368,-765.509464037836,268.066043641898,209.463171951618,2773.49092601814,5633.08614102927,1457.0209870651,0,268.066043641898,168.589896340495,1549.05067430126,20.5027870825646,2733.74120650409,-47.2823225452985,"nonveg_1880","absence"
2763.60441152852,2308.29301789167,3231.7143586407,3629.67146546231,2340.6755900608,-5328.7083417712,-5549.79990888337,-5804.46739674794,0,2444.05846779186,2698.74641035165,1688.01867119116,6.88972670329356,-5496.7950657098,-2.20476997635193,"USA.SewardPeninsula.18","presence"
3008.31921524701,2527.42282475596,3089.13660807467,3567.03707905554,2399.92494518843,-5443.27360722461,-5561.58357905968,-6042.81520579002,1,3063.31987497882,2928.00274549963,1101.49026529321,16.7356685669278,-5913.22295300375,-24.2554648459432,"Russia.Yamal.Nadym-1","presence"
2928.09981412789,2640.87907540419,4259.27434902264,4591.93649289446,1516.84013082776,-6102.91699433732,-6269.41849528053,-6335.12554501259,0,2659.64026488659,3178.43426938014,4209.54817675566,39.8926702461102,-6488.70249956406,-9.11387440704712,"USA.YukonKuskokwimDelta.B","presence"
749.634436417103,1332.9538449321,229.961430793072,527.515793546144,1640.58228093806,-1393.99083672121,-515.450144893658,-2068.89029746833,0,749.634436417103,896.129557325295,1410.62085014499,-25.4556527005987,-1181.24154683975,-13.6967778092013,"nonveg_700","absence"
506.723252884271,538.29299638416,311.742981844205,297.212523373863,358.842009935488,-229.587517657387,-680.242943490497,-1080.12049041281,0,358.842009935488,402.562752884397,241.080473010297,4.92937476495946,-372.297563063661,-41.5231460444743,"nonveg_721","absence"
