"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_peakSummer","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
304.26996695779,-644.077471257431,1331.40897543029,678.128988920137,1220.76849433087,728.563612724401,-1468.71533525772,377.242410770722,-1523.63395535733,0,1975.48644668773,-57.2811579608172,-613.005247199568,-737.288288190624,"nonveg_571","absence",0,0,0,1,0
144.217202470432,-369.784906366965,-194.031130257679,222.595382905205,-448.567672791624,-1877.43519902081,9223.61181127048,6806.52116854511,9523.02680694466,0,671.163055696828,296.392437631028,8050.02614949805,7713.0595846187,"nonveg_1994","absence",0,0,1,0,0
-431.910163867475,12.9897506235859,-431.360817537987,-249.685797578464,448.958886377417,-1174.04453221853,337.353129048117,1243.68390012676,-1157.28806101871,0,880.869050244892,-27.5271578201529,337.353129048117,429.58258939852,"nonveg_593","absence",0,0,0,1,0
3275.46114425091,2735.3571520037,3655.3390065253,4141.9457762236,2185.60499105728,3504.66833469181,-5799.51708300044,-6201.26471538574,-6278.69032935246,0,1630.59903238864,25.5331593503368,-5716.64872858663,-5508.46803198072,"USA.SewardPeninsula.QuartzCreek3","presence",0,0,1,0,0
3421.04491787162,2893.81571344701,3857.97497962474,4540.00633560131,2254.65783374431,4269.99723733285,-6120.18108165877,-5704.70369105626,-6470.83492224607,0,2269.59991400426,25.9408270513843,-6037.5661734986,-5632.85377798905,"USA.Kougaork.GraminoidShrub","presence",0,0,1,0,0
551.206623496165,676.012990163524,130.323550594687,994.222102420879,682.950589787216,1436.22339167319,-3191.28793561954,-2555.00613032858,-2468.75570642266,0,863.898551826191,-7.74964507594421,-2555.00613032858,-2938.69541792563,"nonveg_832","absence",1,0,0,0,0
2724.01743675011,2825.34656047522,3471.3869825234,3496.97630501402,1801.46995839352,3645.89270263334,-5932.47460559459,-5963.27254760932,-6540.40460943245,0,2236.69098655538,50.3542714411049,-6238.60852813197,-6299.0820772987,"Russia.Kytalyk.T2","presence",0,0,1,0,0
2959.68134781194,2310.45096193222,2872.99948555034,3471.3317380009,1768.42032094066,3438.4124318539,-5105.14458940253,-5546.9841866,-6075.63539730706,0,2042.24172305309,26.0820586084981,-5748.76219776978,-5863.88553167346,"USA.SewardPeninsula.18","presence",0,0,1,0,0
2305.78559232098,2284.52646284162,2587.12539778647,2493.97010539099,1684.87412441025,3305.63726713081,-4394.38473792474,-4969.70799523458,-5457.49964263549,0,1159.57512371634,27.4419480360798,-5381.88257147102,-5030.28257315969,"Canada.PayneLake.TD2","presence",0,0,1,0,0
-187.116317154795,164.423265613231,764.496328124066,903.56848069846,1472.66277018552,1846.21962173584,-2782.37240179444,-2337.43427092875,-1563.15112085683,0,1659.77908734032,-63.8376572053968,-1694.11470963449,-1811.58753966851,"nonveg_602","absence",1,0,0,0,0
488.830050060771,65.8850384100313,-415.720635282319,716.537834641357,490.416405012422,1193.85521659832,-2002.12675763882,-447.165417226186,-1488.6138586591,0,1132.25846992368,-0.0566555339875237,-1488.6138586591,-1412.46192987486,"nonveg_919","absence",0,0,0,1,0
1142.36877268337,131.478306636976,687.3821961513,1077.90732583004,308.866738423164,933.827204315862,-1101.74945790687,-2806.1278389315,-1535.2906697581,0,1010.89046604639,21.3718470323129,-1622.72389490628,-1827.78597054622,"nonveg_576","absence",0,0,1,0,0
92.9003410281693,-134.202850669601,571.70597758814,372.779306651765,294.008465531567,444.955448297504,-1634.50368128939,-2065.52401135045,-1353.13295148579,0,705.908828257741,-9.57657735730468,-1353.13295148579,-1242.80379403289,"nonveg_806","absence",1,0,0,0,0
401.471018498022,880.842162731037,175.322691302164,-253.790454422435,503.535418349998,568.88338334588,-781.281360427291,-421.831599537811,-1609.18163985467,0,1134.63261715347,-3.7801629574806,-781.281360427291,-830.693920216699,"nonveg_1499","absence",1,0,0,0,0
565.095325431124,797.364664713977,357.848356206337,661.087088024351,122.193126211632,704.172154383813,-2342.17184931617,-1630.15209040893,-2165.98512920563,0,675.171538502345,14.7634066406497,-2342.17184931617,-2230.3588801034,"nonveg_867","absence",0,0,1,0,0
178.999416807707,-48.4563501270834,-328.231285582959,299.313016524627,-493.941470984481,-2762.34206174717,-2452.22809973647,-1612.20919817556,-657.950201808041,0,793.254487509107,16.0224020902902,-1612.20919817556,-504.021200993983,"nonveg_1888","absence",0,0,1,0,0
1611.75476395841,1350.30206002664,2092.50580332881,2429.06063997851,1422.48063568571,2972.14579583825,-4961.6262180659,-5103.55976943691,-5336.71183034921,0,1432.7207622764,16.7055626195932,-5283.15066491092,-5002.47169585317,"USA.YukonKuskokwimDelta.1","presence",0,0,1,0,0
981.463957208877,1472.91250836808,665.268901810041,823.08875142316,1241.96349214894,2281.30226514364,-2851.3709746632,-2094.45230050133,-3273.677302108,0,807.643606558041,-10.0192128823102,-2851.3709746632,-2793.68427371858,"nonveg_764","absence",1,0,0,0,0
945.396042089506,1023.00083518152,278.081737049941,752.101021261319,941.156544331806,1915.48136376543,-2244.07896439464,-1855.76349835103,-2706.31980326223,0,744.919098131582,0.132484304928131,-2244.07896439464,-2279.42467526817,"nonveg_575","absence",0,0,1,0,0
-426.747041215299,102.825025971524,64.0733072315089,-370.196848309636,-136.299346488991,-493.91061469464,-368.954609292474,-560.467510650633,-939.629618930895,0,529.572067186823,-10.373131954511,-542.928715011798,-326.31267905296,"nonveg_1927","absence",1,0,0,0,0
2359.81360330538,1988.08070966458,2882.68191915276,3416.17242669707,1529.79289067815,3064.39504722181,-4949.83049401131,-4831.92860119533,-5461.23152250655,0,1316.91056544295,27.0162565120992,-4812.68554615805,-4837.61266460638,"USA.NorthSlope.11","presence",0,0,1,0,0
-492.939629482836,221.269802530825,-37.6319498202752,-246.793212346029,-432.02258705582,-3.99225518479074,-2057.60864246857,-1418.71231132028,-2039.43771943999,0,714.209432013661,-2.25618675655616,-1757.2334625551,-1790.46634317269,"nonveg_907","absence",1,0,0,0,0
-504.025205012981,136.638189332581,-21.9750957626105,-93.2204678891743,616.168088194235,-1109.66794118724,6812.54380901461,10000,7462.61102821151,0,1120.19329320722,-80.0138066576583,8141.98143461638,8172.99440578653,"nonveg_1695","absence",1,0,0,0,0
-23.6763499650874,600.9719090788,1002.03459085096,1226.38693176564,93.2640510307035,366.651074940774,-2055.54017251559,-1030.00407812527,-2477.48678048444,0,1250.06328173073,-3.77227099986422,-2055.54017251559,-1567.46203320992,"nonveg_532","absence",0,0,1,0,0
309.999979509859,472.615918964048,746.753887278861,417.393888893327,493.10469942907,737.963426692996,-1682.10570713092,-1509.89561778449,-1591.93014418808,0,436.753907769002,-7.96107477909611,-1509.89561778449,-1476.31372673708,"nonveg_876","absence",1,0,0,0,0
840.786224433244,823.260376387415,598.447769449393,738.355992567846,458.515619312834,640.738633181317,-1131.91673285006,-1276.00598661281,-1475.39121731041,0,382.27060512041,15.2908242048164,-1276.00598661281,-1330.0354563458,"nonveg_916","absence",1,0,0,0,0
565.095325431124,797.364664713977,357.848356206337,661.087088024351,122.193126211632,704.172154383813,-2342.17184931617,-1630.15209040893,-2165.98512920563,0,675.171538502345,14.7634066406497,-2342.17184931617,-2230.3588801034,"nonveg_867","absence",0,0,1,0,0
349.340174089148,635.498498671358,890.175423539695,861.945243363976,46.1388548781265,363.676041659492,-1757.86215245628,-1489.81294790901,-1445.10713203111,0,844.036568661569,13.1826660526531,-1489.81294790901,-1541.516265614,"nonveg_693","absence",1,0,0,0,0
1678.06437513598,835.976084592582,722.963288251494,1102.25687574805,989.404997266102,1388.26576213108,-1189.95807641986,-1854.77166897997,-1789.93120969593,0,955.101086884487,27.5463751147951,-1838.08794204892,-1756.23980867599,"nonveg_915","absence",0,0,0,1,0
2667.68879937123,2540.81024063038,3094.44236490357,3573.69145418895,2317.80776787659,3885.99762236989,-5191.05934558034,-5241.45542389257,-5405.74968340917,0,1657.7541929165,20.5960843595797,-5389.49892045855,-5410.92634978221,"USA.YukonKuskokwimDelta.UB5","presence",0,0,1,0,0
536.478163920701,151.689132166816,935.33867315636,-740.168338028765,-3.21485336499346,445.568505510566,-637.614242297842,-1171.58943571676,-2339.92423021531,0,1675.50701118512,15.8733240378145,-1171.58943571676,-1116.26709970168,"nonveg_596","absence",0,0,0,1,0
3185.93784682789,2781.99047973108,4012.60734352427,3863.06961906235,2558.27583935859,4774.22725108667,-5588.07824808763,-5234.53906626219,-6346.89581419147,1,958.557005109943,9.40996626864165,-4884.92380974802,-4904.69153713626,"Russia.Tazovsky.Burned44","presence",0,0,0,1,0
3795.25884763524,3528.22347403236,3856.75237079983,4332.67839992894,2746.24230436103,4133.11430429786,-5700.17607597924,-6094.08886854345,-6851.3949346532,0,1521.69403845144,29.8557846561845,-6243.18963483435,-6211.73603408875,"USA.YukonKuskokwimDelta.2","presence",0,0,1,0,0
2975.85356049789,2811.75818106829,3385.62909267611,3529.37142665099,2259.87479291903,4695.49752485754,-5549.37659355028,-6107.9886926764,-6527.16289068723,0,1308.0487432925,19.6834804830465,-5965.95072195366,-5913.37551922586,"Norway.Javrresduottar.EC-Hummock","presence",0,1,0,0,0
721.243198546433,1120.03601071722,760.869936200208,765.848643290044,441.14293279353,1004.64478120001,-1444.94922145071,-366.697783598898,-1718.67727494448,0,678.893077923692,10.3740839167742,-1444.94922145071,-1243.11604434975,"nonveg_769","absence",1,0,0,0,0
2911.36531967428,3287.54258698682,4032.72950317534,4246.19414413187,1648.35870207637,3033.95295298323,-5597.00086162925,-5999.89131382146,-6573.39111712753,0,3377.7138692162,33.4650152364632,-6435.36472694858,-6225.20208304305,"USA.YukonKuskokwimDelta.15B2","presence",0,0,1,0,0
799.871981881759,394.810916298395,165.545364789009,1008.52538090733,-103.664745016262,36.7901711377577,-1298.85761715473,-1513.01113977915,-1292.35859643606,0,1112.19012592359,50.1964848276678,-1513.01113977915,-1578.14671719234,"nonveg_922","absence",1,0,0,0,0
-247.958891332012,-344.00218314423,61.065050804308,322.238033013026,10000,-1116.00739165062,-363.148231866459,-733.841748394901,-98.2638015122294,0,10344.0021831442,-426.998287138834,-345.052079431795,-322.475270080935,"nonveg_1477","absence",1,0,0,0,0
725.688661646592,386.601634508523,791.52551091377,282.203133011576,252.953349533598,717.149731891446,-998.789774030854,-684.206082629982,-1516.77200113106,0,538.572161380172,26.2630728951663,-998.789774030854,-1048.1611991912,"nonveg_682","absence",0,0,0,1,0
-452.235418025052,-96.7499901628726,543.338503332634,664.238637985912,108.019388107884,278.632739776599,-1482.37935751189,-1141.85031488089,-362.574728597101,0,1116.47405601096,-16.4780825333217,-828.959260432073,-859.116859794555,"nonveg_1316","absence",0,0,0,1,0
3196.86924087514,3912.48865434599,3915.70583452765,4166.4150324452,2139.01185591392,3427.48737600394,-6153.175863973,-6362.83912767235,-6505.39662352214,0,2488.70602529467,41.8711969520247,-6384.23429189338,-5790.8829577436,"Sweden.Abisko.VJ-BirchShrub","presence",0,0,0,1,0
3115.39431903635,3188.04675389033,3769.58515615092,4264.92896069761,1749.5647852263,2830.87749911705,-5750.75687022444,-5591.48260444474,-7067.09869438874,0,2575.73516139229,29.4431390322152,-6018.71246742185,-5860.44849702806,"Canada.DeceptionBay.BEGL3","presence",0,0,1,0,0
2896.21049511238,3264.45623672795,3588.24866152915,3728.50630934138,2173.83954712963,3447.4077357626,-5974.86190796914,-5654.55056941581,-6122.49070071967,0,1612.88725363791,22.025081989648,-5640.53790949732,-5522.97076364384,"Russia.Yamal.VaskinyDachi-2","presence",0,0,1,0,0
2359.81360330538,1988.08070966458,2882.68191915276,3416.17242669707,1529.79289067815,3064.39504722181,-4949.83049401131,-4831.92860119533,-5461.23152250655,0,1316.91056544295,27.0162565120992,-4812.68554615805,-4837.61266460638,"USA.NorthSlope.11","presence",0,0,1,0,0
641.906051549881,216.356065875711,949.358293657058,250.400377351094,223.751394333995,650.432361219369,-1406.74002664889,-968.79630618013,-1920.12421150622,0,733.002227781348,19.0070298734494,-1406.74002664889,-1313.43091725773,"nonveg_757","absence",0,0,0,1,0
92.9003410281693,-134.202850669601,571.70597758814,372.779306651765,294.008465531567,444.955448297504,-1634.50368128939,-2065.52401135045,-1353.13295148579,0,705.908828257741,-9.57657735730468,-1353.13295148579,-1242.80379403289,"nonveg_806","absence",1,0,0,0,0
3191.62701529045,2328.84191122239,3414.7885104364,4105.16337068203,2017.85570557719,3351.39208220516,-5207.11796165861,-5470.68315293387,-6356.15156951757,0,2149.34445927521,22.2694696904337,-5745.46002767718,-5436.19101281501,"Russia.Kolyma.OW1","presence",0,0,1,0,0
228.68659765912,338.564050376233,751.332853485286,334.858177747534,371.413171570315,726.514795527616,-1417.38259338713,-1106.83663477906,-1593.34927834014,0,522.646255826166,-5.09737763968554,-1106.83663477906,-1092.39350471382,"nonveg_542","absence",1,0,0,0,0
2882.75987685861,2717.09581985099,3095.46229467548,3164.6727547715,2136.06643943585,3643.9762653574,-5228.14791117337,-6056.96664767776,-5954.45387834343,0,905.335782826311,27.7546022806893,-5219.02662840086,-5092.56450224769,"Russia.Yamal.OstrovBelyy-1","presence",1,0,0,0,0
-411.585645765603,-107.295484036778,462.42897348602,139.958335430615,-278.816844797014,-445.613658334431,-1419.15803581008,-1408.88838460975,-1025.41637115099,0,874.014619251623,-3.90496473437027,-1025.41637115099,-1045.49089308848,"nonveg_710","absence",0,0,1,0,0
3037.65145317787,2490.75344445974,3082.90150286177,3574.77373559653,2325.27851615002,4833.18030668699,-5427.88343994592,-5660.68761776642,-6296.29116901061,1,1352.51827983911,19.7651311268829,-5647.82714927653,-5614.5218719319,"Russia.Yamal.Nadym-1","presence",0,1,0,0,0
2337.09716699413,2427.18196428978,2912.16821894905,2840.55585291224,1600.15074167117,3902.21980264314,-5162.82789271822,-5542.83241588726,-6443.45808290602,0,1548.23772998839,24.5112626810869,-5135.57576467322,-5180.47100798198,"Finland.Javrresduottar.EC-Salix","presence",0,1,0,0,0
1789.41288682191,2939.19142271954,1008.19789401706,1951.25847246541,-452.533620999336,-38.5535137974584,-2912.28393331837,-1846.89727527234,-3302.52838218979,0,3391.72504371888,62.2762918839235,-3302.52838218979,-3316.73826658517,"nonveg_662","absence",0,0,1,0,0
3307.47058451406,2141.40230307174,3146.139996002,3866.27809097386,1976.34775577014,3902.75012009715,-5816.88280835921,-6110.94690187132,-6067.10864373078,1,2022.45518263646,58.5361296157959,-6051.42448504088,-5842.35607404585,"Russia.Kolyma.T1","presence",0,0,1,0,0
2446.45340703855,2684.46606055555,3146.13599491118,2664.04578781736,1561.46498688126,3740.46499313021,-5550.11491770127,-5678.98241029989,-6652.26277767724,0,1862.19357074651,56.4301082044398,-5860.20324268448,-5754.20552649072,"Finland.Javrresduottar.A-Betula","presence",0,1,0,0,0
2978.77959938149,2134.10006131612,3047.5866065746,3769.09319904671,2160.35777678238,3730.44461153808,-5866.10265695101,-5917.51086172136,-6844.44935071149,0,1880.41350443195,14.0977927363354,-5915.57375753794,-5555.40105957117,"USA.InteriorAlaska.24","presence",0,0,0,1,0
1819.00275966077,1949.33881157501,1986.09330106542,2137.05156196082,1320.99543466376,2326.14735645389,-3773.77941036187,-4425.78952331353,-4435.94606772212,0,1199.84275166573,-12.967196496167,-3890.05447288748,-3649.23883891434,"Canada.Ivujivik.TP13","presence",0,0,1,0,0
3165.78383315647,2091.50802702122,3027.84588220819,3358.97979186496,1781.12225438996,4600.46559754203,-5194.00528463119,-5310.5827802009,-6183.30381284929,1,2530.57890853992,48.4264658232197,-5322.36014506024,-5433.99682992325,"USA.InteriorAlaska.4","presence",0,1,0,0,0
4274.26380015898,4308.10083900987,4741.93281906646,4899.02448239358,2570.99506836533,5574.68929387646,-6916.93790257548,-7075.24812275805,-7065.19467863161,1,2530.33521918651,59.7166665486672,-7008.91996928296,-6845.41796890053,"Finland.Kevo.11","presence",0,0,0,1,0
650.992834284989,807.828144105554,434.815556554791,1204.41539621762,261.482201061491,311.40759870581,-1706.43445844831,-1678.92109699096,-1064.90607161331,0,942.933195156133,17.7050287828863,-1706.43445844831,-1719.49427137147,"nonveg_825","absence",1,0,0,0,0
3084.1614804334,3483.89688298768,3668.64631305053,3864.37932769736,2264.19668624287,4017.33905312559,-6081.04118391228,-6182.35863052001,-6068.91729650574,0,1641.56906751605,25.7639952557921,-6002.7443733605,-5927.58554579279,"Sweden.Abisko.VJ-DryHeath","presence",0,0,0,1,0
2503.59682497756,2361.30742559898,2473.84042120358,3049.90225236509,1718.21138552709,3202.50491533202,-5177.91240395796,-5037.27246420724,-5469.2225444607,0,1285.12201307741,16.409392747526,-4962.12947437504,-5052.2922453433,"USA.YukonKuskokwimDelta.15B5","presence",0,0,1,0,0
2991.14662367306,2447.89159362254,3534.50237523991,4144.02757534911,1890.50539944925,3589.31183840716,-5754.35840669079,-5380.82016948068,-6293.34342813956,0,1840.81796436429,68.1784431246034,-6066.15221848264,-5762.09759901708,"USA.NorthSlope.Oumalik2","presence",0,0,1,0,0
-184.148614702741,-216.792141394016,476.335433341791,114.605805317429,-918.439018536414,-847.184636388328,-1334.13989758648,-918.13255152414,-1359.47773837162,0,1394.77445187821,36.7145201916837,-1321.73667401435,-1138.99974901723,"nonveg_670","absence",0,0,1,0,0
1375.06925340459,1419.85158574554,1616.00117709632,1680.95211807099,1158.27866442466,2651.27883003353,-4211.6202242804,-4005.72571184314,-4108.1819523092,0,654.282493390406,0.744909027150788,-4098.20116768967,-4017.12147367211,"Canada.ChukotkaRiver.TPO5","presence",0,0,1,0,0
1471.72003390628,1362.7856318688,1612.16862236107,1389.62594366102,1058.78311728398,1764.91269772302,-2545.27212786193,-2955.3569472064,-3576.1594719279,0,1606.84049980218,66.9516874917575,-3355.83570867597,-2899.59837521986,"Canada.PrincePatrickIsland.MouldBay-C03","presence",1,0,0,0,0
858.132177296395,1003.91985649409,1069.38462887826,792.821501270453,453.447094715088,719.244401950902,-1791.71365171537,-1450.2433675825,-1941.91426185122,0,615.937534163176,13.0543575026228,-1791.71365171537,-1738.22010486286,"nonveg_902","absence",0,0,1,0,0
401.471018498022,880.842162731037,175.322691302164,-253.790454422435,503.535418349998,568.88338334588,-781.281360427291,-421.831599537811,-1609.18163985467,0,1134.63261715347,-3.7801629574806,-781.281360427291,-830.693920216699,"nonveg_1499","absence",1,0,0,0,0
3191.62701529045,2328.84191122239,3414.7885104364,4105.16337068203,2017.85570557719,3351.39208220516,-5207.11796165861,-5470.68315293387,-6356.15156951757,0,2149.34445927521,22.2694696904337,-5745.46002767718,-5436.19101281501,"Russia.Kolyma.OW1","presence",0,0,1,0,0
2274.15765918713,1924.31915570189,2427.51180144938,2691.62730465703,1547.57391836312,3112.30952473327,-4935.16956230908,-5234.80602015814,-5330.78355904227,0,1412.49108987305,24.2248788966593,-5311.38390665773,-5195.77130773389,"USA.YukonKuskokwimDelta.15B3","presence",0,0,1,0,0
638.821071414099,260.078492625653,1028.33604490749,1518.02335212941,399.953567672317,859.968883779817,-1728.3858765535,-1949.52326589081,-1173.46200301766,0,1257.94485950376,5.82603667662883,-1553.84015941177,-1564.61121475206,"nonveg_1968","absence",0,0,0,1,0
2094.36828999117,2090.66827767241,2685.64789180172,2280.85725146578,1404.33819388805,2982.07798661012,-4366.19655392244,-4513.35977753768,-5010.46930370669,0,2150.89961481304,47.2613852629342,-4139.36081939712,-4174.09844565187,"Canada.PayneLake.TD4","presence",0,0,1,0,0
650.992834284989,807.828144105554,434.815556554791,1204.41539621762,261.482201061491,311.40759870581,-1706.43445844831,-1678.92109699096,-1064.90607161331,0,942.933195156133,17.7050287828863,-1706.43445844831,-1719.49427137147,"nonveg_825","absence",1,0,0,0,0
2273.52170260531,2208.60511606335,2971.43441595613,3292.23564328541,1660.69760163033,4173.14810569812,-5974.32956496168,-6299.24462784231,-6861.58244132425,0,3070.36218561507,48.6181800341546,-6329.34569471835,-6369.9570539687,"Canada.PayneLake.TDA3","presence",0,0,1,0,0
208.544654366903,-272.534117759075,-210.783409637094,315.242745548998,431.638839338801,-1316.98827921899,269.765509402942,-473.55800216737,-299.514902923733,0,704.172957097876,-8.58054557584224,-299.514902923733,293.358181982682,"nonveg_1642","absence",0,0,1,0,0
866.373210446398,1058.47919254066,430.291319737053,470.739693358156,833.617834166642,1228.46837448128,-1242.76744219592,-1020.97156127587,-1884.12032435061,0,628.18787280361,1.42414679477199,-1242.76744219592,-1376.93974470417,"nonveg_674","absence",1,0,0,0,0
2857.04623389629,3201.46466081429,3556.16683715716,3796.2701632817,1356.40312151935,2751.84371189691,-6568.95186107741,-6396.42327969848,-6197.52981026334,0,2213.92443300962,39.1032723100036,-5684.10927435715,-5529.52426646495,"Sweden.Abisko.KJ-MesicHeath","presence",0,0,0,1,0
888.73646626742,611.529065250126,1190.0435311009,1060.12787752098,1555.47072388209,2211.95680623015,-2427.75094006187,-2781.7107668142,-2311.19904390795,0,943.94165863196,-35.0912767165613,-2311.19904390795,-2233.67994827385,"nonveg_561","absence",1,0,0,0,0
725.643763960155,744.049689903049,667.882309777399,1229.48876051852,530.570233970054,762.394169264901,-1486.63047705498,-1423.35646504037,-920.015580782006,0,698.918526548463,9.75367649950506,-1486.63047705498,-1402.51312697419,"nonveg_894","absence",1,0,0,0,0
333.614122730991,51.9264040245411,512.469191560492,609.203853763019,-255.721543047369,48.429162423358,-1238.7793250488,-1543.08322234376,-935.885737640804,0,864.925396810387,73.666958222295,-1238.7793250488,-1332.56801926178,"nonveg_900","absence",1,0,0,0,0
1305.80556244352,906.39436695572,1370.6535632271,904.361503863834,844.661569244325,1184.47229953772,-1403.47114251337,-1656.23377052401,-1773.56325479308,0,525.991993982777,38.4286660999332,-1656.23377052401,-1632.75101491275,"nonveg_1309","absence",0,0,0,1,0
1096.5979080803,1857.60408845781,1622.05851866431,1629.85918104113,1481.55622297059,3240.24767668561,-4576.79648639824,-3303.49502584871,-4347.89562414987,0,761.006180377514,-12.8319438296764,-4247.46262221173,-3835.99564777245,"nonveg_529","absence",0,0,1,0,0
-81.1106576369456,-115.191763708193,-387.923163636091,65.7378707637812,-346.104894860667,-481.46415333006,-1000.89169387959,-1028.22101970364,-832.232942229591,0,453.661034399873,8.54820120076521,-1028.22101970364,-1091.5252394388,"nonveg_995","absence",1,0,0,0,0
3470.20228260435,3410.99812658415,4388.42803755889,4699.39046006635,1923.02155320765,4269.80127517314,-6284.22662367434,-6168.88398590866,-7393.67791888245,0,2216.16398854103,50.6205289547947,-6274.49293042845,-6403.01536405221,"Norway.Javrresduottar.A-Salix","presence",0,1,0,0,0
184.573786941167,676.052200393234,409.672886200503,269.100116707444,498.073124257445,507.525713475097,-442.56505005376,-604.201276979356,-1250.89917422327,0,491.478413452067,-8.95712392332224,-604.201276979356,-599.866925048443,"nonveg_1234","absence",1,0,0,0,0
94.6808068853817,450.626003205637,504.39016304068,-56.3248482427007,-63.7063156846375,-1026.36064335544,4434.30660888069,9358.08543617912,5375.15086173529,0,568.096478725317,2.87976586490944,5375.15086173529,6606.78666537056,"nonveg_1344","absence",0,0,0,1,0
2892.01309868887,2280.86228068385,3321.86029561263,3440.02330577023,2205.59839338456,5503.2282504245,-6103.03135809516,-5932.28584242376,-6363.67172252084,1,2428.86694952104,17.487106008671,-6158.06212886223,-6156.38999366082,"USA.InteriorAlaska.22","presence",0,1,0,0,0
564.479092698757,600.892412818112,222.974842086883,266.17339244636,529.583589024619,728.044552291568,-1282.43572370436,-1337.31536091387,-1651.61959425576,0,377.917570731229,1.39582014696552,-1337.31536091387,-1337.24064902991,"nonveg_733","absence",1,0,0,0,0
1096.5979080803,1857.60408845781,1622.05851866431,1629.85918104113,1481.55622297059,3240.24767668561,-4576.79648639824,-3303.49502584871,-4347.89562414987,0,761.006180377514,-12.8319438296764,-4247.46262221173,-3835.99564777245,"nonveg_529","absence",0,0,1,0,0
2219.01688292378,1519.18172503521,2742.81966702551,3700.37529599219,1090.35013421342,2336.81602111131,-5076.30516276739,-3225.92799997512,-6436.6427930605,1,2472.23716951592,31.7029362086906,-4852.50601561963,-4692.58370291733,"Canada.KluaneLake.Quill-ShrubTundra","presence",0,0,0,1,0
2724.01743675011,2825.34656047522,3471.3869825234,3496.97630501402,1801.46995839352,3645.89270263334,-5932.47460559459,-5963.27254760932,-6540.40460943245,0,2236.69098655538,50.3542714411049,-6238.60852813197,-6299.0820772987,"Russia.Kytalyk.T2","presence",0,0,1,0,0
2359.81360330538,1988.08070966458,2882.68191915276,3416.17242669707,1529.79289067815,3064.39504722181,-4949.83049401131,-4831.92860119533,-5461.23152250655,0,1316.91056544295,27.0162565120992,-4812.68554615805,-4837.61266460638,"USA.NorthSlope.11","presence",0,0,1,0,0
395.754611505935,579.721418990307,543.468126363564,554.692992386749,128.827017879557,399.640712512331,-1212.5982472527,-1020.95972910145,-1387.29146026155,0,450.89440111075,11.605547548973,-1212.5982472527,-1199.95121716895,"nonveg_874","absence",0,0,1,0,0
-457.106009142139,-841.986247661702,139.113253549459,-490.833967045243,-326.581425625869,-550.210587218122,2977.69130422767,4475.97213334909,6228.41241123257,0,981.099501211161,-2.71926215658898,5232.93098814233,5365.81905342731,"nonveg_1290","absence",0,0,0,1,0
2212.29757636695,2277.6677084461,2308.63443698339,3110.56682720877,975.927910296246,2331.56538141743,-4604.12433352234,-4784.26358014063,-5094.00616863793,0,1356.35280680653,26.5853300804513,-4645.78848354088,-4581.3634834726,"USA.NorthSlope.14","presence",0,0,1,0,0
2997.35994884115,2889.31616642175,3536.69143491415,3719.64504032286,2492.47759169305,5074.90670220818,-5962.94205637165,-6088.43636462465,-6637.83908987285,1,653.959205229129,0.690610853001441,-6168.47430957203,-6317.54284428125,"Canada.LeRoyLake.TDA6","presence",0,0,0,1,0
3191.62701529045,2328.84191122239,3414.7885104364,4105.16337068203,2017.85570557719,3351.39208220516,-5207.11796165861,-5470.68315293387,-6356.15156951757,0,2149.34445927521,22.2694696904337,-5745.46002767718,-5436.19101281501,"Russia.Kolyma.OW1","presence",0,0,1,0,0
2393.98555223947,1781.71231082088,2629.62760260242,3078.0994675164,1485.60467311908,2961.43031357911,-4954.35947786007,-5051.35185099498,-5709.11003842287,0,1704.72076921615,47.3720826432564,-5014.49844281425,-4955.51091078041,"USA.NorthSlope.Sagwon-C15","presence",0,0,1,0,0
2219.01688292378,1519.18172503521,2742.81966702551,3700.37529599219,1090.35013421342,2336.81602111131,-5076.30516276739,-3225.92799997512,-6436.6427930605,1,2472.23716951592,31.7029362086906,-4852.50601561963,-4692.58370291733,"Canada.KluaneLake.Quill-ShrubTundra","presence",0,0,0,1,0
527.397941506431,-81.9348019316838,165.083489748733,-105.256559806872,-155.909303091858,-147.863765745807,-441.469722078163,-830.555712782427,-1914.78337323922,0,683.30724459829,26.281047869165,-830.555712782427,-956.590582002945,"nonveg_1469","absence",0,0,0,1,0
-76.0883585019611,71.601885948407,-152.085270430228,284.465572320864,55.0702789833725,339.63113294672,-2152.61393074505,-1551.69474620301,-1821.35364000422,0,436.550842751092,-4.37195458284445,-1821.35364000422,-1702.91029095638,"nonveg_946","absence",0,0,0,1,0
-37.2583279856628,547.400135978905,256.814124433532,-87.4061413035078,172.815029776158,301.096667045342,-1863.50616558166,-869.760059746214,-2105.89154646415,0,634.806277282413,-7.78049473191929,-1477.08102352077,-1423.99000154768,"nonveg_997","absence",1,0,0,0,0
