"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_peakSummer","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
3076.7607502155,2566.4485360805,3118.36011176243,3651.14193764435,2357.73138389207,3721.89151352332,-5294.46244253189,-5981.03804074779,-6099.49145502114,0,1611.95892269634,15.8333645134043,-6014.34975092495,-5718.3897118788,"USA.YukonKuskokwimDelta.3","presence",0,0,1,0,0
3274.76790155677,3162.99600439906,3930.31925500112,4054.30020659837,2300.58692542998,3691.88543690291,-5551.83389684772,-5545.30565490883,-6416.24134111601,0,1647.36120902895,32.3097098190321,-5487.2109977363,-5348.73628808612,"Russia.Yamal.VaskinyDachi-1","presence",0,0,1,0,0
3656.08975177492,3339.60588713908,4054.32717573018,4575.77525782198,1468.16518552195,3430.839470572,-6501.13505695462,-6148.78455838897,-7737.07107770112,1,3657.08730765919,52.8520585352812,-6568.7676279519,-6305.06704838542,"Finland.Kilpisjarvi.19","presence",0,0,0,1,0
-12.0114234175338,320.41421726818,664.106360693896,646.023495794666,813.291459744643,1204.26667840909,-2939.68785584743,-2798.27337332371,-2564.25436337228,0,825.302883162176,-34.3876201317574,-2564.25436337228,-2182.62087060912,"nonveg_954","absence",1,0,0,0,0
2909.0861981262,3036.78853057885,3211.85345331182,3530.55231259912,2112.56423696963,4390.70961789318,-6128.18504450854,-6286.54110264187,-6729.32272400197,0,1064.88605721312,10.0513216725081,-6130.07488228736,-5943.30959761704,"Finland.Kevo.5","presence",0,1,0,0,0
286.61204300399,381.698460240099,827.601779549661,103.106292442582,223.27762018443,516.232812864402,-1601.82476428778,-2125.7282119229,-2706.12871695678,0,724.495487107079,1.97920071311125,-1601.82476428778,-1848.33056617217,"nonveg_935","absence",0,0,0,1,0
-1215.65352643013,616.595555307857,-364.512041063047,396.971461155311,6427.30426086971,-597.189990698091,-822.775714273327,-2631.25598229383,-2028.11151930433,0,7642.95778729985,-201.130468086838,-2028.11151930433,-1542.07192019861,"nonveg_1353","absence",0,0,0,1,0
899.879957801101,1006.51165381333,1046.56259624125,1019.51095901169,499.126518858356,929.236179427427,-1986.13407001874,-2233.36098217865,-2665.93847783177,0,427.791824970153,8.14519549123619,-2199.97403033903,-2015.14640301291,"Canada.Ivujivik.TP10","presence",0,0,1,0,0
620.768219351375,702.845058919503,348.625755524168,746.91338364364,178.527370460874,565.49768673191,-1492.58239079547,-1386.89362628602,-1330.15172467173,0,568.386013182766,11.9524553754189,-1492.58239079547,-1622.99677915144,"nonveg_953","absence",1,0,0,0,0
359.485802269131,479.969038123998,650.568929124143,372.247065902222,-225.112039684382,-987.364684714763,571.581212453189,386.570028174739,-314.977545115273,0,875.680968808525,23.3839136781405,386.570028174739,536.118879812255,"nonveg_1547","absence",0,0,1,0,0
2667.68879937123,2540.81024063038,3094.44236490357,3573.69145418895,2317.80776787659,3885.99762236989,-5191.05934558034,-5241.45542389257,-5405.74968340917,0,1657.7541929165,20.5960843595797,-5389.49892045855,-5410.92634978221,"USA.YukonKuskokwimDelta.UB5","presence",0,0,1,0,0
2949.86617753981,2423.71300611786,3503.23394199083,4170.50212402682,1831.28033512092,3097.4743954412,-5594.4744006094,-5272.71992525796,-6272.40541614794,0,2262.88870923317,22.2288932073524,-6241.04962618868,-5734.49110701,"Russia.Kolyma.WT1","presence",0,0,1,0,0
662.267028011253,923.503998106264,1053.94235258845,708.876491731973,568.01244987908,1054.09671891046,-2166.46711857592,-2215.22375536359,-2738.93789567047,0,523.630319034704,12.7714711959684,-2622.16183305812,-2482.66875212874,"Canada.Ivujivik.RTP12","presence",0,0,1,0,0
3421.1443162845,3304.26734080429,4201.71150779166,4696.97299268325,2235.41808744265,4558.59089957733,-6335.85320159661,-6285.33857086416,-6854.78277953848,1,2795.50044967615,34.7335626029639,-6345.59250881498,-6254.10130818839,"Norway.Javrresduottar.A-Hummock","presence",0,1,0,0,0
-426.286179902567,692.43518431101,592.707804808761,286.603000610767,177.82235439109,608.450562263934,-3169.64710908941,-1554.63665683874,-2795.95836958709,0,1118.72136421358,-18.8783916966768,-2024.33862300761,-2162.5067930854,"nonveg_627","absence",0,0,1,0,0
1406.26929275796,1694.90466777383,2612.17491033489,2506.42108590213,1583.22578634054,1229.93791027698,-2209.88528281338,-1030.03202146227,-1453.06639697793,0,1205.90561757693,-5.70827398653487,-1180.45874163632,-1322.18347302651,"nonveg_647","absence",0,0,0,1,0
-320.985757171527,-52.5407646656883,781.415221021517,32.956029865783,714.988343896295,914.068826263276,-1941.67977158815,-1762.2861761324,-2017.87220092096,0,1102.40097819304,-25.8993525266955,-1762.2861761324,-1417.6594259414,"nonveg_608","absence",0,0,0,1,0
3098.60768141613,2426.08959514614,3321.12609908412,3999.60772479321,2167.96681490275,4072.16235171093,-5816.54206343864,-6048.74510045064,-6267.03783874034,0,2118.04901954858,59.3264514840233,-6133.53828440416,-5961.0721299743,"USA.NorthSlope.HappyValley-C20","presence",0,0,1,0,0
3411.42994906703,3313.77108392125,3852.08904819815,4075.42160566338,2557.73373833014,5485.99647438578,-5980.05869101162,-5840.6754829567,-6528.38599905987,0,846.536741963958,19.6566925883003,-6339.98210391056,-6250.54537794811,"Sweden.Abisko.VJ-MesicHeath","presence",0,0,0,1,0
361.829253570836,309.934111692671,536.594302130554,921.368603982744,579.391074918746,1248.05876942788,-1946.19945536423,-2016.66736211337,-1350.5363008894,0,611.434492290073,-8.05784523510779,-1887.22707579108,-1691.62931825372,"nonveg_968","absence",0,0,1,0,0
299.365304667746,-225.17046504227,848.893637410741,347.896455245769,-467.937618164309,-380.96277600884,-1028.35958267226,-1518.96798077843,-1199.39912394565,0,1316.83125557505,25.5767640944018,-1199.39912394565,-1171.41128775235,"nonveg_709","absence",0,0,0,1,0
3408.58807513102,2997.48017859451,3942.05371028124,4343.92545734584,2138.87545478886,3760.80635701877,-5851.89497115007,-5740.22240575604,-6430.89151428814,0,2099.62230777583,35.9289023477459,-5881.00280556297,-5759.60715122748,"Russia.Yamal.Laborovaya-1","presence",0,0,1,0,0
-200.659774173652,-928.165487877397,-134.376308604634,-947.876815633616,305.541882587115,-1043.31060121641,3317.11181957589,3588.05009478485,3331.26277874037,0,1253.41869822073,-29.776568044751,3588.05009478485,3726.43135483595,"nonveg_1367","absence",1,0,0,0,0
1458.2328678953,1162.726483781,1260.58564171334,1454.78672966528,901.30486626104,4822.14350056712,-4234.68211665258,-5164.31951580858,-6207.19243814874,0,556.928001634256,15.4702222676182,-5164.31951580858,-4290.09869551503,"nonveg_1607","absence",0,0,1,0,0
