"permafrost_index","spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_endSnowfree","spectral_NBR_lateSummer","spectral_NBR_peakSummer","spectral_NBR_startSnowfree","spectral_NDMI_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_endSnowfree","spectral_NIR_lateSummer","spectral_SWIR2_earlySummer","spectral_SWIR2_endSnowfree","spectral_SWIR2_startSnowfree","spectral_blue_endSnowfree","spectral_blue_lateSummer","spectral_blue_startSnowfree","spectral_green_earlySummer","spectral_green_lateSummer","spectral_green_startSnowfree","texture_NDVI_peakSummer","topo_cti","topo_eastness","topo_northness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changeLSES","spectral_NBR_annualMedian","spectral_NBR_annualMean","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDMI_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_annualMean","spectral_NIR_changeSSES","spectral_NIR_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeLSES","spectral_blue_annualRange","spectral_blue_changeSSES","spectral_blue_changeESPS","spectral_red_changeLSES","longitude","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
0.954094707965851,2683.13226325153,2388.59317029013,2746.42755740227,3150.04956295312,1349.97129384861,1992.84262436333,1678.76153872785,2685.35254008837,2951.41235523997,-183.276603958446,4703.74365715001,4405.35797438678,4567.24505453191,5217.95196333772,2044.53454497362,-4358.67786080661,-5440.78832067075,-6091.28067874791,-5735.87409491369,-2070.3357066242,2352.42335467166,2398.71205791366,1763.36074429956,1189.92636113999,1533.22408619577,432.679047478567,336.796390426063,1919.49952067377,1024.8238222806,636.882006718388,1654.51159382294,-275.61725971748,0.683120290438334,0.00503883153821032,0.0114069723834594,0.826613306999207,1.21232002973557,0,2439.80558592475,2330.21560460833,1681.3679283018,60.0488545822071,-1.24835338305972,3.59714356680475,2567.30364114569,2476.11139184462,3613.22694558296,36.9655635170439,23.6648111348201,-105.233359386164,161.488154420069,4504.85700385787,3962.81461012492,3433.31146223162,122.618266508272,-4503.31776152155,-4111.98388194681,5193.36761470391,-70.6455379585409,-24.4988731786148,140.030799451244,2625.44903610441,8.23834329312964,30.4137607052591,987.554435755114,36.9886362275949,3413.65776640255,19.1803884233525,-117.712336772502,26.6537711557802,66.9307388888889,"Russia.Yamal.Kharasavey-2b","presence",1,0,0,0,0
0.768024921417236,883.894507396094,1038.86382040784,674.805237898993,1798.51221843611,1839.64067491424,1403.97598887926,625.771004176146,1484.85282270968,1288.99453629485,-417.573976370371,2435.02484534261,2591.49836208145,2283.85866007199,3559.20472364873,3422.18477554735,-3923.7389161198,-1808.90916726884,-3319.02482752455,-2919.09894312844,-2876.91843119861,1157.48127888144,948.893567583487,1059.63256230286,957.806959910571,1416.82808213345,608.642797834555,352.117158401829,877.926745599213,565.735943432114,495.934581482863,980.30431188069,-110.53903212328,-2.60571980476379,0.25287663936615,0.234285399317741,20.6634216308594,-10.7886552810669,0,1038.86382040784,1247.14329181066,1164.83543701525,-95.5746167518148,83.1470646400014,13.0020922324587,1288.99453629485,984.047160074527,1368.21137439698,-117.235308798215,-114.818804027065,95.2697841835042,33.7447517860732,2591.49836208145,2858.35427333842,1275.34606357674,-98.715993020474,-2919.09894312844,-2969.53805704805,2114.82974885096,-104.682048492119,-14.2830672998613,53.9327021519897,1426.55364667063,-83.8600808851728,7.44956111778404,526.800457780895,2.16185014809473,525.809587197384,-49.3068164967564,27.3325224562694,4.06193754601375,-148.719190329974,"nonveg_1132","absence",0,0,0,1,0
0.760633587837219,3895.8604865838,2553.67793230067,3963.85950804915,4397.547678257,2057.18065888246,3092.1125856964,5376.87682596155,5689.60557505603,1454.07895824711,2051.09180926389,6332.84518367506,4486.80256599562,6459.07727730792,6981.62227665469,3588.06498107416,-5643.98277553115,-6413.95721626275,-5950.52475643041,-6161.34352919562,-6001.75746037155,2374.61441654616,2999.98069194809,1288.28655979597,1043.67631126361,1076.85871951485,410.872613473366,483.102884803443,405.716473823854,749.478936964543,700.450154628642,609.504499327077,157.959918878115,-1.02140772342682,0.0193632543087006,0.0133030256256461,1.35338222980499,0.0775316059589386,0,3615.85171606399,3449.04339942725,2100.98446789262,57.1344087934824,10.3068061029582,-27.3375750630413,4268.25051752155,4367.88601875083,3479.10984788203,109.375103131133,76.4958728806825,6.70225635249477,-12.5675576179788,5833.0383496662,5704.84095969751,2934.56241421525,83.4815461328622,-5826.75099286981,-5896.48423731395,1246.513827891,13.4093957026147,-15.3024461198451,27.1525597147847,2804.8334325101,25.212631452685,-8.08441496185933,363.448151618976,7.58583826415757,174.537914429748,3.86423057293903,-2.97226780466403,8.03978171258506,-150.161176666667,"USA.BrooksRange.7","presence",0,0,0,1,0
0.00999999977648258,2833.20497915644,2875.28824296295,3432.67357525131,3399.61063255295,2353.98331232571,3793.00296792264,4363.01413348521,3938.31884868809,2473.46723819385,730.633446783934,4996.48541585892,5176.52714226917,6007.0817745815,5871.01150013866,4113.01553786738,-5294.69356661497,-5372.39362735353,-5095.49524450082,-5501.84832539429,-4298.22216161304,2424.12183312063,2683.92227116912,1386.04385094137,1131.04459132704,1492.63655172755,554.871618659577,666.418187996755,717.388954394021,772.324768445382,869.732085933118,876.886696782987,-147.424637168405,-2.60755410194397,-0.00168916117399932,0.0521017529070377,3.11894822120666,1.58109390735627,0,3076.17740837834,3101.74056018704,1727.37265196335,0.38446598701629,23.6410855632659,-70.0119070412408,3772.64772771327,3729.62322724258,3381.79866925363,-14.4365172065901,-19.340084785199,36.2021564829142,-85.9808097870683,5417.90577110616,5368.09475173141,2940.9802141123,7.2522205107835,-4967.60311697869,-4761.9961501224,1813.72509105239,-54.961366395527,103.073876798047,-67.2815653554204,2605.1266608981,-5.84225397759822,-34.3374070123939,391.028653574232,-22.8053126782262,586.238800897675,-12.4274968897919,2.51895803359519,-25.5579737604568,27.0655574,"Finland.Kevo.8","presence",0,0,0,1,0
0.549120128154755,1523.40723250895,1652.77075754885,1300.41652437875,1473.68479286046,1159.17604162637,6942.71585592482,6943.8170542318,7609.1890789628,5322.96517985669,5912.35519032234,5819.81584288166,6241.5910776641,6546.41451967268,6990.33414396343,5092.78996834042,-4177.42630504011,-4733.81462654816,-5746.29359775414,-6190.59045127004,163.526053083123,1118.67497475908,735.965587601281,246.202650977757,213.678153634041,272.053614924009,393.368417376285,184.696689775301,452.017675695392,416.688072678877,223.178533189407,436.751174929432,-180.106795079674,-0.927698731422424,0.00434169638901949,0.0020218538120389,0.340450137853622,-0.408882945775986,0,1473.68479286046,1421.89106978468,493.594715922484,10.1175330800718,-1.34384972022951,19.5752351761169,6943.8170542318,6752.95768090077,2286.22389910611,45.0871126575291,20.7005034007281,30.881026918716,-23.8767540106603,6241.5910776641,6138.18911050446,1897.54417562301,20.1951631817011,-4733.81462654816,-4136.91978550587,6354.11650435317,-120.582009947868,24.6831585286614,56.2488317336654,936.158738641659,3.45790697665741,21.2616326198776,272.053614924009,11.8710085352245,267.320985920091,-0.914921619072372,-5.92344132475916,10.3547743829481,-165.346278758783,"nonveg_1607","absence",0,0,1,0,0
0.103620767593384,3433.94860850392,3058.70465010516,3765.18352021929,4019.38910916857,2315.62024665665,4699.66064925741,4703.90307366801,4916.99707231814,2511.94206972276,1424.13076929278,6081.08871139104,5988.07937481693,6578.88852322341,7019.86383017071,4440.5764673863,-6124.36064440181,-6062.85189568522,-6520.67240132045,-6623.65505568193,-5112.11348663605,2319.89358534998,2652.1550696266,1210.266777379,944.615429828958,1166.53421585075,398.415052977954,475.585853533407,540.614130941414,700.877901167023,652.823034809584,622.600363066784,90.4876357932279,0.326619024078051,-0.0540700741112232,0.0281032534937064,3.63951794306438,-0.53683998187383,0,3451.36859185379,3366.27052765206,1885.04224277372,34.9706125918616,13.4156954959731,-48.1647042097911,4423.59520561119,4136.30625152349,3257.19805527879,48.2191099787082,35.6520725791133,8.75137959952519,-39.3612318584797,5977.86716084998,5926.85371997102,2812.47438917936,50.963707576413,-5876.47349086601,-5892.97713605896,1983.45872997495,-27.5316852365907,57.3580851386257,-8.50504079470901,2627.98346606483,15.423918902936,-30.2226414710299,732.567081297638,-20.2350844769547,643.324981934296,2.34523434706925,-10.7253895149869,-12.3154149166986,18.817986,"Sweden.Abisko.NF-DryHeath","presence",0,0,0,1,0
0.118911124765873,1498.24988619534,1802.53459501052,1651.52558076596,1870.01445622488,1308.87053712356,345.142421555037,-20.1701568353137,265.577444592398,-686.545774598399,-1566.82343339102,3244.78539213916,3782.11208991189,3513.34298548035,3813.63118838947,2571.84561020065,-3734.88458009751,-3798.86289838224,-4141.8683824953,-3922.58358444222,-3050.12929754864,1846.72419969302,1730.51035675313,1894.90903993432,1805.0218633014,1993.53488500328,653.622893192534,561.287991120602,738.250073155182,804.799327883402,739.674734197984,850.931382698192,132.467842564291,-2.58572144508362,-0.037780013307929,0.0224544977769256,2.81921434402466,2.48833479881287,0,1458.77041456926,1415.99289890578,633.942435302487,-10.4948126102166,12.1108175418576,5.59872555793783,-340.771697051877,-426.790687937809,1248.95035616168,-19.5914133530633,-17.2097595711033,17.5917438730341,11.926136288629,3265.53092464411,3102.52694186005,925.926491071632,-1.58377507716404,-4036.63153577754,-3791.34203385986,1495.45892934102,-39.3162152786476,16.7534494991737,16.9814362008667,1660.94667852559,-10.2439034921701,5.76152013396775,344.277279935429,3.17279712221976,265.488667651805,-7.37468521255014,0.153796372924827,4.72904868933956,27.1075204,"Finland.Kevo.3","presence",0,0,0,1,0
0.77942117717531,2252.45553766797,2108.54308664849,2373.19619773045,2589.90639534335,1653.88415118793,1421.38282605066,1880.43489914274,2263.33517602253,1129.45760820526,-133.491429473838,4251.28002311517,3971.45572700895,4436.06642060218,4844.03265520458,3012.63736803424,-4013.42192500368,-4708.14931060533,-4860.08962669244,-4644.06700043159,-3373.68071499831,2072.5624757327,2194.65324024124,1761.64948865888,1500.53110295009,1649.81008665311,564.660462947387,646.909250186726,898.879801575731,1046.39935390132,807.230191986069,980.056226261356,18.1338529509148,1.16304577887058,-0.0359431917054786,-0.043178030082749,4.31284424993727,-2.21489992075496,0,1857.3090278939,1896.33686593896,888.680729521974,10.0599661993646,10.8409802127595,-6.74127583507983,936.998710974461,944.737808528731,1105.01990968272,7.62244423174179,4.63519047750294,13.493837028628,-5.16822626783549,3578.11588675972,3590.19864840866,1845.39557370185,22.9913776156445,-3592.9440285173,-3631.09663317559,1261.40560784675,-16.9057764269785,-25.2255137741588,7.52593668307742,2121.31928831744,1.9550225226035,-0.118757088422962,312.081570669716,0.634575734676011,260.147104148223,-2.66368968615908,2.52991760562768,3.28335382090117,-76.1743573,"Canada.BonifaceRiver.LSA2","presence",0,1,0,0,0
0.999999940395355,621.801122878356,222.650972710557,145.792821130657,290.007315050461,542.418016346031,-1588.99147633886,-1697.88420213868,-1519.10876368569,-1102.66390122348,-2627.47603663197,892.398087469674,413.421155648295,321.191999242549,494.248218294056,797.139005669709,-1312.76219823481,-1805.99116558426,-1908.83938875491,-1742.82569146249,-1342.25116979007,2448.3009433937,2371.1625403107,3496.54847676031,3258.30836582396,3537.650703774,1525.13396402166,1486.83174553601,1736.91012098073,2048.48828916097,1870.81651233085,2158.32882442977,-152.227279047398,-2.99060273170471,-0.0360301733016968,0.00872219447046518,2.23169207572937,3.019038438797,0,290.007315050461,364.534049623212,476.008301747699,3.45143941444892,-13.824741992829,10.9797359399857,-1519.10876368569,-1394.22373863091,635.413852370835,1.74754571546247,-1.77592672527841,-20.6415835736973,17.3944521306874,494.248218294056,583.679693264856,571.206088227125,4.14169920869413,-1742.82569146249,-1622.53392276531,596.077190520105,1.28212919805508,-23.7162424703454,14.6926033100927,2577.6942335064,-3.23382760696448,11.019771869001,308.242122990704,4.12854072009506,250.078375444718,-3.17793874344484,-6.03194820931574,4.77111256709109,-82.4375765961447,"nonveg_876","absence",1,0,0,0,0
0.998158931732178,513.887672685285,745.283547124372,906.058841416364,2113.11909468689,-355.853427377911,-2871.32134291385,-2477.53462203229,-528.77910249852,-4170.59997270213,-1547.20912734621,1569.26531948132,1815.05327825287,2237.80129437669,4084.76255721265,-138.683938235148,-2117.5120120412,-1495.49481069568,-1673.6719644914,-751.930360712701,-1865.18213312697,1153.09493870444,1267.9650418723,2139.26025592457,1751.81280495789,1816.29859850092,644.515875094827,691.627003098346,522.17531561339,745.858805297802,785.48794068957,610.361206525699,-169.928542564866,-4.18484735488892,-0.510939955711365,0.0369057320058346,30.8249473571777,-0.993788719177246,0,745.283547124372,784.499145707001,2468.9725220648,27.1794093769749,48.461558242473,-5.95464052933302,-2871.32134291385,-2668.07641352789,3641.82087020361,27.4516545377969,21.326098532427,69.3650149030137,-12.2211601737756,1815.05327825287,1913.63970221768,4223.4464954478,53.3734143036396,-1673.6719644914,-1580.75825621359,1365.5816513285,-7.88530871606979,-35.4516001453346,6.59915384428592,1236.39159785125,14.5886293534983,-4.25444826547629,839.691829749184,-9.77008716165476,543.687377094813,3.24558885618338,13.3281373847559,-2.6336143332317,-136.050739573492,"nonveg_627","absence",0,0,1,0,0
