"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_lateSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_lateSummer","spectral_SWIR2_startSnowfree","spectral_blue_peakSummer","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeESPS","spectral_EVI2b_changePSLS","spectral_NBR_changeSSES","spectral_NBR_changeESPS","spectral_NDMI_changeLSES","spectral_NDVI_annualRange","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NIR_changePSLS","spectral_blue_changeESPS","spectral_green_changeESPS","spectral_red_changeESPS","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
-10.9137382845358,98.7303064180595,822.024897419585,542.470911522775,91.3937705195396,905.410806843962,806.130463504776,625.974994445261,1731.01500703998,1554.0606047956,689.72624094225,-2611.33233512681,-407.125859094145,-385.650457561385,-1700.80767255547,-1716.31990454567,1283.7330718123,1789.72250613552,756.158070651755,0,98.7303064180595,308.741229519085,832.938635704121,19.0822293037004,12.1545211259483,-24.8986270208024,17.6570607321551,44.2225387642843,1105.04001259471,-46.0433338581131,-1700.80767255547,-1364.2472457767,-0.0700871669066996,0.932901957381071,-2.06507762190854,-3.18198236303305,"nonveg_919","absence",0,0,0,1,0
163.431888904439,474.619251758111,394.068191591614,318.519492124088,-90.1151189481317,-2812.97087987697,507.798403549234,1174.86604209167,1046.80101777288,914.558323274009,-181.48990712335,-942.074877187836,-959.737937784083,-1302.92451568573,-1526.65721332082,440.927708720485,1203.46240143059,1868.21482081245,740.143818213022,0,318.519492124088,252.104741086024,564.734370706243,5.00282591031127,12.5914499112542,-62.2338764133797,-29.5319367908421,47.873335525512,1356.35594921502,18.2950034741131,-959.737937784083,-858.093367051596,13.016226079672,-11.6665098700706,-9.79906364018569,-9.33831400308931,"nonveg_751","absence",1,0,0,0,0
2049.16867162077,1553.74540627679,2771.12190224127,3124.67798113148,919.835577686218,4012.3610089233,4409.89394297997,3950.74230550402,5752.70166472741,6133.96305649689,2423.99835703063,-5632.69364654474,-4490.45997370191,-5712.61058041571,-6808.23072538721,-3643.73678415315,2025.46825613326,1138.47673007232,294.691682666432,1,2115.82428360305,2107.55388427863,2342.67823482258,26.4369164803903,-10.1925562122586,37.4058841928709,38.3196816228583,-79.8580418914237,3867.74771461637,-85.9140879540575,-5252.88884458234,-5131.37889216229,-3.49070646354536,-2.07172616535154,-1.68510046390943,-4.75569307957815,"USA.InteriorAlaska.23","presence",0,1,0,0,0
25.4005044545165,-273.791393857864,296.082091617867,97.6049124975745,-215.628257713513,-814.562804384077,191.234786303046,-395.428133254114,473.618217275694,368.101856474237,-176.754953819045,-558.202201878754,-355.83052644257,-291.1436000595,-685.505818122918,-348.174472460667,1035.18839043897,1056.59808728978,702.711253081603,0,25.4005044545165,-14.0664286002838,569.873485475731,3.00851700179408,10.4461673221207,-18.2143386236358,-7.43160885869384,-24.0343551953933,869.046350529808,-45.739281606832,-355.83052644257,-447.771323792882,4.41312336101967,-0.134265793084775,0.658867619664515,0.880444000301855,"nonveg_1089","absence",0,0,1,0,0
3166.93050971218,3677.28333572906,3756.60507306801,3508.19741390182,2253.92680690287,4342.88854298627,5333.60187999187,6165.47564721095,6156.83127674134,5662.37147249399,3940.35002121109,-5568.14261194895,-5557.38217999813,-5790.38389939869,-6331.74527621691,-5029.81783247501,2957.34717136449,1498.41903430226,447.168558059278,0,3396.88932957879,3096.84662161078,1776.96436911718,11.3639337933101,-13.222622175021,81.6824390556306,18.7856928997933,26.3481107341004,2655.26424916823,2.3497608801175,-5611.30048575548,-5594.34629596937,-8.30373958361546,-1.82218794017699,-0.763071549924345,-1.90064740895197,"Finland.Kevo.1","presence",0,1,0,0,0
-319.016417238959,-184.102229941713,-311.68859162316,5.79459357801326,330.020301653016,1469.91905849173,448.388819868048,-630.834737638529,-137.326300612537,520.242580454626,-1309.55530611209,467.46735973289,1016.52808156954,16.9819213088344,-862.83743338782,1708.02760621335,476.470017340915,349.641679665473,158.499913535498,0,-184.102229941713,-95.7984687145603,649.036718891975,9.8427579035446,-15.1182469143416,-102.769604567962,-70.3400833241427,121.356290043571,1829.79788656672,-23.5004017631425,467.46735973289,469.233507087359,6.02959048070267,-37.2167898466834,-36.8081272388064,-32.0010228596917,"nonveg_593","absence",0,0,0,1,0
499.240408574943,744.003862429731,884.135625915986,962.965297141965,995.269281004586,-663.383929301545,932.810137789573,1186.95394577086,1412.0588120172,1532.33309917985,1441.67224307393,-2386.88476168429,-1906.08975253382,-2010.4389613938,-2028.04764764352,-1289.24638679437,2287.71247036937,2715.22544087188,1218.30762592373,0,884.135625915986,817.122895013442,496.028872429643,21.0784040257737,-5.25531141506524,-46.1144265704286,23.3206667607604,-3.64885386101361,599.52296139028,-15.0069910830889,-2010.4389613938,-1924.14150200996,-5.59952036865304,4.80701579136841,5.0365907321983,5.25001286283061,"nonveg_975","absence",1,0,0,0,0
136.602600680325,-141.674713375659,537.643958345672,1234.77227405367,154.91010593279,1392.20667415091,896.660419811486,527.390184346388,1723.10548989425,2693.41267054228,439.121917406473,-1870.70024927875,-1886.45306368338,-2643.32280553274,-2467.81647743721,-95.4170493330309,1144.32818648822,1079.28967575183,650.72078585254,0,154.91010593279,384.450845127359,1376.44698742932,34.3178022929169,-36.6909639846312,-15.7749693564194,58.6161445386668,-28.1174936330896,2254.29075313581,-59.7857652773932,-1886.45306368338,-1792.74192905302,-22.1493639485368,2.92270970629918,3.26738315079214,2.58517327099554,"nonveg_532","absence",0,0,1,0,0
2617.08894166073,2116.74175230478,2586.92100808231,2959.03571860168,1778.87177262811,2401.83379068601,4664.95801667161,4264.91200707504,4860.78076255475,5467.80055753268,3486.23547941041,-5826.25875285904,-5484.51212072593,-6263.34707812412,-6098.4476328154,-4659.24488477074,2176.56545951818,1446.61601770153,450.037310926053,0,2491.07210276176,2415.39790287346,1635.66677608667,15.8183386432965,-34.4299341011071,24.4725629737796,40.3418627190732,25.8753691213693,2928.56472260758,-20.6464254571511,-5298.05073567255,-5463.88288062592,-25.8055441904042,6.10754651161461,5.80303012098493,4.7359549195216,"Canada.ChukotkaRiver.TPO3","presence",0,0,1,0,0
-283.930513751616,131.070479927652,903.282637765221,277.171261724477,-358.878715243508,-2502.75570413562,76.9733978805725,604.84049071573,1535.5039803263,765.464177469682,-14.8542710490967,-2245.71683933616,-1580.59110230038,-491.201275467892,-1422.13965528227,-2355.04479512296,1506.77190603972,1804.27937943438,682.796216189769,0,131.070479927652,133.743030084445,1262.16135300873,80.1573964965846,17.3919826677985,16.1738989826711,95.5022133693147,-22.9799005728996,1550.3582513754,-25.1530672867722,-1580.59110230038,-1618.93873350193,11.805325023672,32.5378746691824,30.3859383840787,29.2658497994634,"nonveg_972","absence",0,0,0,1,0
1805.80257124525,1112.7895187232,939.748056368304,1146.89176089918,1061.77539693248,-1440.91491939033,2704.08875622363,1762.68887254581,1677.14631701447,2162.94002053038,1580.73669604582,-2142.61455914543,-2830.63429803918,-3263.71026099112,-2893.49545159447,-2942.14156771941,1207.79678893152,1819.75594196357,458.925841986968,0,1112.7895187232,1213.40146083368,866.054514876942,-32.9455405173034,-14.7959788950624,68.3574117119412,-47.9965661054261,20.2941433821738,1123.35206017781,5.70283703542303,-2893.49545159447,-2814.51922749792,-12.2617095593852,-5.48519674118677,-3.62967289270123,-4.31708178949983,"nonveg_701","absence",0,0,0,1,0
3620.01309452427,2946.78880013108,3521.45906932649,4132.81412260333,2580.18335322475,4458.09408227677,5868.50098861882,4833.46586332429,5839.6019833205,6735.11627711788,4498.66967688505,-6183.05914889194,-5882.84003579465,-5829.64736193214,-6531.54025218315,-5093.72593822168,2811.44163279957,1499.43781923427,495.878146994937,1,3233.45049586616,3276.13523687517,1796.66456588922,34.4383488816637,-10.7004128905454,-55.1954232584632,57.0447142264308,-67.5494186028339,2420.0876956696,-59.5599634172285,-6737.36950691313,-6163.52998763742,5.11143505769888,2.16187643715359,0.970157152039554,-0.631388412168799,"Canada.Yukon.SOUTHSTONEBOY","presence",0,0,0,1,0
447.513030238568,375.793301868268,497.386303626631,376.053255170093,185.914804334589,-2815.93116187156,1121.11019901749,993.772956363392,1270.1114828747,1023.44092975137,352.641111702928,-1410.16167025153,-1633.9963020304,-1704.43686655436,-2199.46840369125,-609.492262940459,1214.77375765223,2114.85853954738,611.670323692212,0,376.053255170093,376.53213904763,311.471499292042,-1.98499375190209,8.08886989710252,-7.14731856765306,-14.6345728141571,-12.1910710539981,917.470371171775,-17.2711579069569,-1633.9963020304,-1511.5111010936,7.92879514656224,-7.09936906170477,-6.81425886628449,-5.8162281669731,"nonveg_792","absence",0,0,1,0,0
-103.927033893036,324.289703895652,-118.855797652922,-464.495728639527,423.394716935981,-3576.10358756047,-184.908589489155,738.829499879605,-176.127974993627,-890.093234291723,853.877645048519,-304.135728477421,507.53344778142,-600.839033374558,-1463.34750610944,1330.76408260595,1003.0351574528,2644.18363370505,683.227178930772,0,-103.927033893036,12.0811721292298,887.890445575508,-10.926324083227,0,-49.3660544000849,-31.182864355753,997.276336202229,1743.97087934024,914.957474873232,-304.135728477421,-106.004947514808,0,-11.9994580750184,-10.2877865928991,-9.95468413295227,"nonveg_822","absence",1,0,0,0,0
611.689335814348,394.723379312409,-156.090694308578,161.59241969977,494.193030410967,6851.63967146865,595.60202431994,-324.76899518089,-145.607959281164,496.168537981166,-328.416757214359,1332.46162450029,1373.09291036028,644.945843600614,789.912396783571,1617.53814621387,123.323032042471,220.870300040023,242.629339609718,0,394.723379312409,301.221494185783,767.780030122927,-21.4331864816466,-22.6916510005963,81.0946133049566,47.066523154495,-1.16852429612056,924.018781534299,-12.7972168499804,1332.46162450029,1151.59018429172,-16.7753675482776,-6.3048537792262,-5.7452054564548,-6.13436219317072,"nonveg_1509","absence",0,0,0,1,0
491.05801051393,931.336968880235,309.906690591959,975.990033074565,478.90982716989,-3404.57984899045,1518.05385882974,2102.6030864594,1354.06112604807,2203.36020234549,1344.68264738725,-2227.42346631931,-1583.18863749249,-2495.22678430293,-1621.87804166769,-2066.29916310905,900.3055262141,2106.5701728766,816.856420908734,0,491.05801051393,637.440306046116,666.083342482606,13.1062708800172,-47.5773816059004,-3.13845125505082,27.6946514764505,65.0012259868711,858.677554958235,49.9027973607552,-2066.29916310905,-1998.80321857829,-38.4728344487408,4.84804566477672,4.68780734954913,4.5738657995247,"nonveg_745","absence",0,0,1,0,0
4130.51836626155,3776.30826078061,5115.22397785268,5624.57892735992,2292.46621916696,6065.52510728825,6776.39723927455,6401.91499334439,7685.33861500888,8298.54901145423,3790.51426055402,-6335.81791749188,-6706.28715511567,-7097.7366280255,-7199.87452420608,-4567.37560054191,3417.32810293258,953.660501476125,393.988684801214,1,3513.41296385751,3929.20333219314,3141.85604740577,52.8165472622981,-28.9654909067539,6.81306901676119,83.4644730871686,-42.344174524918,4455.47161285828,-60.7584149315895,-6649.27069715442,-6173.63990648675,-13.2043424836207,15.001460969379,14.0118450813657,13.3663051662914,"Canada.ClearwaterLake.AB1","presence",0,1,0,0,0
850.608546428095,884.482834591991,1020.75509455166,594.737217082635,337.028994413777,-888.308248819857,1317.46884204174,1419.85247016275,1583.77083992016,658.582436099728,344.87291042641,-1396.17601532081,-1273.34395854243,-1451.29868863769,-2737.02397676126,-1346.1270001902,2949.72103362454,3430.24984998303,1277.01944409291,0,850.608546428095,737.52253741363,683.726100137878,-9.13826176233787,26.6261173418138,-10.3783912170724,-42.028639283565,-7.29865744409462,1238.89792949375,-10.2448981098378,-1396.17601532081,-1640.79392789048,22.3000047486148,-16.1103546362945,-16.4622575784482,-16.389344022451,"nonveg_861","absence",0,0,1,0,0
2407.98542277051,2540.3640590194,2888.75087013112,3228.126192243,1676.65627334166,4789.94173982496,4911.04846847662,5184.35556829209,5696.3892273324,6204.17719445442,3851.81789850017,-5887.27483401313,-6073.49851274843,-6225.14503816187,-6012.38071748247,-4713.72332831086,2167.08343893781,961.23566895496,446.846994960982,0,2777.70985771632,2487.76691032617,1500.53571549655,33.2849566265882,-8.32438696631053,-7.11230201502455,92.2261986917534,-30.6606702176878,2449.13180769944,-37.8550134790532,-5361.93203796409,-5215.87429456178,-2.24040103307342,5.83969860970459,5.57709119144114,5.31568366626191,"Finland.Javrresduottar.A-Sedge","absence",0,1,0,0,0
2034.24706023118,2246.65869469276,3145.89934231752,3215.06940383445,1265.620535167,3042.60004430328,3771.11991576499,4238.0173800023,5475.96890751981,5698.63253582679,2090.48407234358,-4646.45885489015,-4637.3634114378,-5163.54450037081,-5665.1137120754,-2325.89416646118,2616.68664259934,1643.97275697387,568.876139650043,0,2545.25882537839,2205.66404301437,1806.04945865424,18.996807617104,22.4416743882394,-0.948067412926659,14.897062466281,14.3884225073049,3326.61393901457,-29.6175971873651,-4776.65303267384,-4612.59760908588,15.7392221264591,-8.96359445746637,-7.76151770879449,-10.1817490118904,"Canada.DeceptionBay.TH6","presence",0,0,1,0,0
3126.11875095008,2928.77154464975,3322.36934291693,3693.40025960484,2053.58001736165,3916.17109657916,5648.79787257164,5341.02292399092,5686.23262773022,6260.0439114981,3970.35725603373,-5407.37394953349,-5737.50299705626,-6561.75272450584,-6434.05939947849,-4337.67402017063,2557.60554785835,1394.71182844079,398.048667507316,0,3024.46804524007,3013.47393141637,1551.69954610111,-32.6879115706254,35.7477547010616,91.1109292983577,-120.598199290958,39.0516726038238,2295.30681973411,-14.8676981286727,-5386.43744608205,-5493.56862859132,26.8062135516092,-24.191641908794,-21.4092245539204,-25.3643839892996,"Russia.Kytalyk.T2","presence",0,0,1,0,0
2676.28445551791,3062.59576998417,3133.08583784729,3218.32676105873,2074.27262963089,3911.16116630921,4569.34021907263,5396.19990620853,5456.59903364729,5532.86311665104,3696.67535516899,-5324.19722242385,-5380.51862593441,-5774.133177115,-5873.48901750637,-4038.60919149458,2574.16546685589,1516.70086199275,517.42126812967,0,2841.82282681995,2933.56227451109,768.341809644,6.55092659417287,51.3875532022401,-37.5537973707083,12.4001661999173,-55.4555447854977,1188.22263912982,-83.9405894949591,-5842.56374102977,-5724.03575639211,35.4072066984778,-3.79263615717244,-2.96567875303887,-3.9913642171645,"Russia.Tiksi.DryFen","presence",0,0,1,0,0
1313.46487444988,1215.39612577524,981.83022445464,1170.43276382407,1392.45929016973,-1666.7868133581,2658.41832567011,2549.10704580217,2332.93171997947,2608.31816442757,2505.99941347026,-1773.97293394785,-1610.03178084141,-2213.51348553457,-2172.01682073335,-902.189459796458,1355.35585358237,2125.43009960681,770.150452114232,0,1215.39612577524,1214.71665573471,410.629065715086,-4.3343063826002,-13.4716099549592,-12.2949810684217,-9.45491436871479,30.8975038007999,325.486605690641,14.4116883881801,-1773.97293394785,-1734.34489617073,-10.9166664665023,-2.87921625270357,-2.81830547357484,-3.04454163845134,"nonveg_575","absence",0,0,1,0,0
758.168212592271,587.901022423317,328.401090598591,-113.392765059858,818.914228491027,-3174.57912044612,2002.48145303785,1902.9933872605,1723.98912613171,1207.58055270244,1743.50712820658,-2405.18343192233,-2735.31300603089,-3265.27677852203,-3868.62328933995,-1483.40636387585,865.881667056135,2058.84064749282,304.009039579578,0,587.901022423317,475.99835780907,932.306993550885,-25.6341464015332,24.544103092136,-19.5444933273193,-54.281338733013,25.0870210775528,794.900900335409,9.42127690151548,-2735.31300603089,-2751.56057393821,18.1388356151795,-12.2722578845283,-11.7685379485421,-12.1575976361187,"nonveg_612","absence",0,0,1,0,0
3139.21218754528,2862.13060737269,3607.50227059986,3877.81823756904,2338.49426718879,4761.39701848982,5740.62676104549,5363.67842955085,6409.99262097226,6855.81302009926,4387.96103537306,-5986.73942181854,-5664.28860400129,-6268.20249004827,-6469.33501887969,-6022.14208134782,2624.55645633875,885.242190024527,452.900656484714,0,3030.36999735964,3050.1704651867,1570.92199396528,12.6083782409587,-34.2033195085588,86.3286811486237,-4.22303846127464,79.550505532484,2609.08909356055,14.1214075594667,-6492.5216552063,-6360.3078965895,-17.551761729949,-5.16057954515711,-4.42578195334859,-7.20787526005129,"Russia.Tazovsky.Burned28","presence",0,0,0,1,0
759.594390738243,824.744282785413,640.516974138052,298.18084954756,289.087718857822,-381.74147467771,886.56569701846,966.903045944963,680.794675517195,151.829310278281,214.321017483287,-1816.54687591218,-1713.91259153492,-2366.65999915466,-3111.51658540771,-1745.87374158975,3640.02171318293,3350.45236983608,1720.61854756308,0,640.516974138052,562.424843213418,535.656563927591,-17.7466746611801,28.5280103825411,-16.0609268971494,-48.0553418482863,53.9216006806244,815.073735666682,23.842364202314,-1816.54687591218,-2150.90195871984,15.2824083937193,-22.7954330344558,-20.1475848158571,-18.3893588272587,"nonveg_855","absence",1,0,0,0,0
1350.32352081068,1686.221734225,1435.74799695667,2091.30904241146,1026.51232086242,-2598.92587777003,341.341659207707,1737.35188482074,622.140084807482,963.795454845176,497.637857883429,-2276.73445900494,-1040.4071925335,-2143.17846822313,-1949.08061161231,-1845.67141538453,1964.00775985424,1902.2311072746,826.200691008225,0,1435.74799695667,1518.02292305325,1064.79672154904,23.1557975500242,-21.1471304985416,-12.1984412218133,17.8943348052009,29.8304039115566,1396.01022561304,35.9745741939762,-1949.08061161231,-1851.01442935168,-12.0285466550927,2.1990617332882,2.40173953735873,2.10146565867363,"nonveg_647","absence",0,0,0,1,0
3564.92456839391,3313.87493925845,3837.89260644145,4227.069778242,2239.65188921172,4656.50411875712,6607.05919765506,6117.30388983341,6705.78086319719,7339.50683676534,4152.49534050366,-5921.40843979228,-6337.05706481713,-7133.84479948903,-7120.98309814633,-5106.52612530971,2508.62991880241,1282.10141025828,321.889209086268,1,3663.96420071412,3427.87336196776,1767.15466849908,18.6246245513761,-31.872224295155,75.803795574968,28.6185115602184,-49.4650536574066,2886.41637989245,-68.4058777522876,-6580.61551486126,-6549.35826658029,-23.0858177194362,-7.09732356179518,-5.74899913991242,-7.90124528047644,"Sweden.Abisko.VJ-MesicHeath","presence",0,0,0,1,0
2848.31302062407,2823.00984357541,3028.28638813162,3362.56444592265,2224.73009767443,2621.92743745374,5355.60658410143,5320.12585340596,5627.59690945432,6109.08044137692,4339.70294024799,-5283.88280337012,-5686.35133486873,-6187.33399217542,-6003.24514830305,-4785.64498362812,2296.6182078476,1395.66928044184,465.882134032382,0,2530.09430981616,2732.02251860636,900.61267513948,-0.512479732302022,-44.0569222656001,17.0551732892844,-11.9029617236531,50.5148359250807,1576.93287513765,30.3760043101443,-4950.4268628249,-4644.00026849301,-30.2625511590644,-6.50944565871575,-5.48973407083299,-6.47460357196784,"Canada.CoutureLake.TD7","presence",0,0,1,0,0
1636.03752789293,1596.54143049311,2103.08447796917,2479.58223559148,599.567969010525,1889.30235391098,3340.69437030435,3590.59883631118,4377.21656437691,4850.18316100903,1646.48729669458,-4603.36363418858,-4878.14807843782,-5282.25264261221,-5261.61850153977,-3867.99995988335,1903.76182180781,1384.23480543912,517.030489742179,0,1870.80620586239,1764.05802299518,2218.92181749287,23.6546757797883,-49.0437295587716,61.3499003836986,42.7749855462571,23.3737156243008,3573.3539911441,16.2862210644301,-4381.31359531978,-4761.77976941785,-35.3498699771182,-0.575313598040711,-0.812860965460462,-2.71721654665596,"USA.NorthSlope.FranklinBluffs-C17","absence",0,0,1,0,0
