"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_SWIR2_earlySummer","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_NDWI_annualMedian","site_code","presence_absence"
3108.7831875366,2905.92093846456,3591.38699386518,2075.09799571218,3259.57552832468,-5085.55456699296,-5369.62373125286,-5355.04814260061,-5429.24258690244,-3759.45048629911,1362.20718289313,0,3402.58561428288,1625.59561039245,-4806.90433684606,"Russia.Yamal.Kharasavey-1","presence"
-407.912570623254,-60.3104529318889,111.09130084222,-972.05517494787,-2257.2506087621,-1482.64629966707,-1426.80111187534,-1514.40063576267,-1842.20124910702,371.905157350725,1598.53413271554,0,-60.3104529318889,1083.14647579009,-1482.64629966707,"nonveg_1834","absence"
2310.97957438421,2506.38395615241,2840.3359785184,1537.90958030634,3086.02341593399,-4940.4983080603,-4490.79892188602,-5062.50919770701,-4959.00418237431,-4682.29519947136,1460.7974860164,0,2533.47863600461,1429.75769230986,-4898.44942066098,"Russia.Yamal.VaskinyDachi-3","presence"
610.28737907898,252.081013682709,362.803754241128,-92.4902870017469,-185.700304986289,50.9062729468549,-1454.25189241122,-1045.93307598639,-1428.25081909107,435.649722531436,2195.65437488951,0,362.803754241128,702.777666080727,-1045.93307598639,"nonveg_751","absence"
3395.74297121523,2456.03740674957,3655.77254282988,2315.56317373548,4285.375924468,-5543.08396199342,-6052.14461937652,-6600.99344558595,-6767.67074013462,-5173.56385698831,1320.05021450057,0,3218.53555649149,1889.31752336888,-5346.7278355218,"USA.NorthSlope.HappyValley-C20","presence"
3018.40243600419,1741.86625208838,3585.69329730531,2379.75861669021,4544.45858272939,-5418.94053602049,-6625.1136729771,-5967.04245588544,-6079.14548984693,-4451.47024489982,1343.39482008039,0,3341.8904038525,2110.82796230307,-5230.78712157802,"USA.NorthSlope.10","presence"
2230.45362142198,1780.4315829351,2618.20474382881,1465.80620303424,3007.02258020121,-4926.24816355501,-5359.68867494266,-5318.84253971144,-5352.65920481832,-4182.76915470327,1546.2919033855,0,2004.25861405487,1483.6482453753,-5288.22770621971,"USA.YukonKuskokwimDelta.15B3","presence"
3667.21704502842,2904.0737544599,4685.01836396065,2575.94805948062,4423.65166944299,-6033.67146939116,-6053.77608678304,-6443.88624073764,-6598.37634546832,-5480.98414805828,1243.04673339653,0,3743.05668532351,1445.55312293126,-6369.98311678273,"USA.NorthSlope.Ivotuk1","presence"
-71.5392289558181,593.80514182477,328.779517106992,-6.75867256080784,379.563264352721,-1986.51649639647,-427.490978258147,-1089.18280564017,-1459.06611835337,-1771.46191029069,2083.65617127822,0,328.779517106992,665.344370780588,-1459.06611835337,"nonveg_682","absence"
1542.09794998996,1174.48637504011,2177.23221827616,2074.57327145354,3686.7107158092,-5044.21387144876,-5220.78655851717,-4950.52321317322,-5519.97543560464,-2993.52695927367,1377.49412965748,0,1754.0128906334,1360.70051956909,-4782.92932329728,"USA.NorthSlope.9","presence"
745.515479591969,407.402410071941,293.973610248873,646.693237660264,1391.29684710045,-1689.21802525002,-30.8435089252181,-1726.51386364863,-2003.73478332162,-1039.38996474922,1796.79299245413,0,407.402410071941,1023.42824356854,-1689.21802525002,"nonveg_919","absence"
-50.8487093987339,1379.59532698112,1252.78901286385,33.5178965332157,322.3565676699,-2974.0329197938,-1391.45934558811,-1366.21432370612,-1793.9890099137,-2325.72343796853,2397.54502796611,0,1252.78901286385,1614.66020821516,-1793.9890099137,"nonveg_628","absence"
4342.68598973694,4032.05536555921,5694.54462892844,2362.94342197386,3812.0318612222,-6152.05891999515,-6610.2240115936,-7563.7485243024,-7364.94035487517,-4717.87019025116,1102.40572032269,1,4274.28070086426,2905.3729947808,-7055.41149838602,"Canada.ClearwaterLake.AB1","presence"
258.493794764514,914.718327717886,745.49000392744,456.923600249364,1222.74801272341,-2927.63860583035,-1406.0610094069,-2132.94132881031,-2004.81469634222,-1744.73735293748,1770.88751664539,0,617.925449818018,656.224532953373,-2004.81469634222,"nonveg_867","absence"
545.485271743588,430.464341526621,-162.735066618923,-513.433194323275,-422.11287608862,-1580.98402426286,-1473.46987303894,-2357.61551353764,-2591.33959142971,-2152.02221364018,2660.70633408328,0,-76.7167554299971,1058.91846606686,-2152.02221364018,"nonveg_922","absence"
2004.79865743194,1675.37227073548,2773.29979668263,1354.96379612298,2762.94093429373,-4829.16696953798,-4686.89606574497,-5113.76149270464,-5643.05523274479,-3175.46371974228,1164.00119532432,0,2420.48199446019,3492.17819271501,-4438.12097415409,"Canada.DaringLake.Tower1-SedgeTussock","presence"
498.983020569991,416.832494124737,512.079563128482,156.699788463954,158.388098974921,-173.346024814899,-826.163195332859,-1592.24502675948,-1042.84329442753,-39.8530173891358,2752.56644229834,0,416.832494124737,847.640959132245,-826.163195332859,"nonveg_1234","absence"
2719.13002951433,2558.22950518726,3336.32264174613,1712.59471171547,4099.81894432798,-5496.50941858943,-6287.76417958999,-6387.05291275739,-6560.61283800632,-5033.8005949767,1223.35987665418,0,3232.44831524626,1752.74874701998,-6311.12945973682,"Finland.Javrresduottar.EC-Spring","presence"
-107.498297826026,-351.430735044564,-24.2503133636319,-736.542309944772,1436.94328692551,-2834.94406882794,-3995.71330202064,-3546.61352739525,-3784.15756211801,-2745.8260539513,2755.91552104998,0,-107.498297826026,934.002940759737,-3546.61352739525,"nonveg_730","absence"
2874.70502070837,2801.14399276293,3916.5899381342,1958.66226551846,3379.96839718045,-6115.80157715251,-4749.90310605735,-5618.08671208836,-6668.23452208448,-4828.26153777922,1317.73005455983,0,3009.97859401653,2511.74181555165,-5333.97815146438,"USA.InteriorAlaska.24","presence"
-520.668403399024,-356.729842870081,387.060885432383,1227.15678796954,2077.49597273652,-3275.26890404227,-2728.74221684166,-2027.85780334323,-2683.53738903639,-93.6580666275032,1784.4889404513,0,387.060885432383,1747.82519136856,-2683.53738903639,"nonveg_627","absence"
2761.32058400214,2570.35290096565,3316.64215316832,2003.64868154022,3107.31950004801,-4864.78768374645,-4978.60644978357,-5923.19703221273,-5985.51669009314,-3189.5949075832,1543.41961874738,0,3605.0353563535,2295.98260217838,-6371.37145765793,"USA.Kougaork.LowShrub","presence"
-2.14476385288164,817.188337513706,-107.020118705804,-218.072291929775,-123.137436157464,-859.973819688209,111.313359203238,-729.184367037115,-960.629696970508,-1087.63655470867,939.625100759275,0,-2.14476385288164,1035.26062944348,-859.973819688209,"nonveg_1268","absence"
86.3176354286772,584.512632830301,414.70248688234,-124.317240480212,-407.500900786511,-1021.62802493571,46.2244422036661,-832.938766510268,-574.344951264734,-875.135121041169,2205.78511913881,0,307.901550663509,708.829873310513,-832.938766510268,"nonveg_848","absence"
2900.56890093499,3400.86514773589,3951.32771274029,1524.46002830461,2664.00446766932,-5001.39909467243,-5323.72134840989,-5903.74918365075,-5664.64354923976,-3520.29632473347,1479.69507154296,0,3580.79278258294,3132.66831053584,-5502.88383163495,"Russia.Tiksi.FloodMeadow","presence"
985.049766785072,353.262204071697,1055.89949355324,-46.1133251134266,125.258691519984,-2147.39690514401,-3054.30155073108,-2846.10750488148,-2465.1561726277,-928.202554791286,2386.42015207957,0,567.989388623059,1102.01281866667,-2465.1561726277,"nonveg_619","absence"
532.351367486069,320.747021268413,1382.51398901255,312.675043433249,408.590533138148,-1805.29760985671,-2093.69315136052,-1850.8414613068,-1025.8356513868,-1692.27364916816,3868.01113509784,0,532.351367486069,1069.8389455793,-1805.29760985671,"nonveg_643","absence"
2975.09440903386,2342.84594133249,3580.23031922487,1674.5199784102,3779.27612468861,-5585.36634788738,-5596.86615046412,-6318.3653944951,-6452.64343629565,-4781.74931428859,1426.60683628464,1,2434.3522589195,925.546572860649,-5876.83414071234,"Canada.LeRoyLake.TDA4","presence"
1961.909276551,1625.49103096318,2585.26540166239,1077.39712804707,2495.19054232508,-4519.67450932853,-4368.08200475896,-5075.26775007985,-5363.40498447067,-3568.09091604692,1481.45057145267,0,1936.65208378442,1635.15578000225,-4478.18367841718,"USA.NorthSlope.FranklinBluffs-C15","presence"
705.186561913942,918.784925693278,1006.85577666003,351.211109035823,441.919564967544,-1609.34638414166,-1480.14199972398,-1631.08829300337,-1418.83417109607,-1567.49233852082,4098.00185023147,0,874.603248227272,655.644667624204,-1567.49233852082,"nonveg_825","absence"
2761.8326636093,2529.46882244453,3638.88459334111,1860.17550193562,3426.58320532123,-5832.20876786141,-4927.97430792028,-5545.90033943175,-5450.46586105361,-4783.21899068793,1166.33265796709,0,2915.89748244171,2329.86670798461,-5714.35759851599,"Russia.Tazovsky.Burned12","presence"
705.186561913942,918.784925693278,1006.85577666003,351.211109035823,441.919564967544,-1609.34638414166,-1480.14199972398,-1631.08829300337,-1418.83417109607,-1567.49233852082,4098.00185023147,0,874.603248227272,655.644667624204,-1567.49233852082,"nonveg_825","absence"
2686.66582048169,2664.94936041806,3517.37213154691,1781.75564160796,4155.48409219317,-6152.90662026024,-6184.46147118457,-6554.97763839313,-6539.20013084459,-5343.7431270313,686.728334709933,0,2995.22063081799,1259.19017552531,-5898.48271730451,"Finland.Javrresduottar.A-Sedge","absence"
545.485271743588,430.464341526621,-162.735066618923,-513.433194323275,-422.11287608862,-1580.98402426286,-1473.46987303894,-2357.61551353764,-2591.33959142971,-2152.02221364018,2660.70633408328,0,-76.7167554299971,1058.91846606686,-2152.02221364018,"nonveg_922","absence"
2774.45162291127,2474.73726279045,3472.86079851918,1271.11058624009,3008.26668798561,-5320.25620570734,-5220.37167363639,-5896.64660312513,-5965.94369379999,-5049.71130137537,885.322701121193,1,1623.06791527218,1497.87542891889,-3564.7032146149,"Sweden.Abisko.NF-Wetland","presence"
995.455285408888,293.767275011004,568.928394003934,732.568539911899,1126.41740449729,-1747.70699540381,-2486.04257071656,-1747.19322992142,-2535.60926930793,-1627.63300261532,2766.88684793311,0,732.568539911899,794.73473395327,-1747.70699540381,"nonveg_975","absence"
3482.17994347015,2904.18285317649,4363.77328715747,2412.99365513169,4112.05258440574,-6017.90632441609,-5904.385393772,-6439.2329642142,-6880.82321940902,-4861.2977486307,1247.44665783555,0,3885.57592831341,1540.53746322497,-6120.76412688843,"USA.InteriorAlaska.CALF","presence"
95.5379029449838,585.927637588444,437.693131472163,119.821158669554,207.8571365963,-2128.09499136635,-1593.25019583627,-1608.775164302,-1877.2892112149,-1581.52254816287,3035.07147229148,0,437.693131472163,524.829945706531,-1608.775164302,"nonveg_916","absence"
-265.831131237743,126.712951055546,870.621386298332,-143.766581958706,-1982.49979637853,3359.71606697988,6400.35469657342,5026.29168805612,3638.73696433899,10000,0,0,126.712951055546,1136.45251753607,5026.29168805612,"nonveg_1720","absence"
2533.29289076975,1186.58583029079,3734.03049089018,1584.94203690315,3194.66077416641,-5168.54847145147,-3775.93492200114,-5357.12989492101,-5840.85327825002,-4287.97223896587,1460.81072773819,0,2387.77564989755,3118.31292628548,-4747.11195856928,"Canada.KluaneLake.Quill-MixedTundra","presence"
807.540090541352,958.66555605304,1004.29782454712,574.155086996741,992.833974958451,-2135.77710321537,-2430.53276158923,-2732.63842744254,-2370.5747467715,-1048.65254148948,1939.44556984289,0,680.333906663679,1589.57962536133,-2092.61300826502,"Canada.EllefRingnesIsland.Isachsen-C01","absence"
347.909883733483,-35.105897895658,-31.5486330863421,102.08473220061,77.2616818005154,-550.914684363019,-1326.36238442107,-928.864982126348,-1221.48044178469,-272.256514032934,1614.69854815997,0,102.08473220061,383.015781629141,-928.864982126348,"nonveg_710","absence"
360.698691755299,527.223989666902,1225.92499910841,138.173005796385,-1986.64457785545,-2254.44463754189,-985.569104236554,-420.607308030813,350.68632731002,4514.89355554097,1797.19728971508,0,527.223989666902,1087.75199331203,-420.607308030813,"nonveg_1888","absence"
2530.14714102918,2521.02411071966,2999.56973669722,1798.38105546942,3235.1347874572,-5139.54288086212,-5386.57062855512,-5520.47723387983,-5441.98433625749,-4374.76953796181,1325.35185052781,0,2263.19458328515,1134.82604209022,-5051.08759958804,"Canada.ChukotkaRiver.TPO2","presence"
2493.41679341057,1911.26265531557,3560.45908968528,1461.85316960268,3422.53891521572,-5735.63632010167,-5854.15078476509,-6128.22313734739,-6504.86227266911,-3930.71625457291,1028.91199903089,0,2571.7085880972,2306.76629277976,-5607.99545909013,"Canada.DaringLake.MediumBirch","presence"
2772.40736937354,2400.39838750207,3508.89648745035,2179.18883626016,3879.35403503236,-5620.09525942581,-5713.73714355254,-6018.80757436889,-6186.40169787022,-4653.48173608548,1145.71712934786,0,2802.2566250385,1720.48435709068,-5806.61126124892,"Canada.DaringLake.Tower1-Shrub","presence"
2628.83677576243,3077.9680439917,3713.3293046149,1690.97767749134,2943.90804171865,-5261.50065802716,-5879.64073038982,-5832.27799343471,-5836.14826560319,-3944.77652882113,1459.21534373393,0,3008.31491174586,987.516601852082,-5815.14597411154,"Russia.Tiksi.GraminoidTundra","presence"
2900.56890093499,3400.86514773589,3951.32771274029,1524.46002830461,2664.00446766932,-5001.39909467243,-5323.72134840989,-5903.74918365075,-5664.64354923976,-3520.29632473347,1479.69507154296,0,3580.79278258294,3132.66831053584,-5502.88383163495,"Russia.Tiksi.FloodMeadow","presence"
2836.02119386772,2965.63762878008,3101.00842989529,1747.80401047062,3381.28224463659,-5168.22660577334,-4974.84410600156,-5476.25078995569,-6237.83154566834,-4616.88322717458,1406.6451009865,0,2980.56729614666,1365.01951552943,-5532.38696361928,"Russia.Yamal.Laborovaya-2","presence"
374.751033846261,-111.632201268802,945.695193511369,-124.871476193641,662.71197791321,-2091.92970945424,-2545.77048670457,-1967.25295117298,-1327.90000835572,-2734.04416262884,2022.90092015711,0,374.751033846261,1070.56666970501,-2091.92970945424,"nonveg_736","absence"
2727.34464192972,2874.5060281188,3458.85453224637,2109.70043666754,3964.82842218675,-5263.73434475251,-5700.70624933605,-6030.55278421813,-6299.77449597583,-3719.49178049376,1348.10081817516,0,2985.1039012638,1272.06481674028,-5147.90821544095,"Canada.PayneLake.TDA0","presence"
2867.0254567839,2329.51975556454,4127.65081711263,1502.30466541895,3491.56005002955,-6067.20381642629,-6109.51449196999,-6733.352993687,-6806.01451667537,-4623.86046601848,971.57277719587,0,2553.97990804237,2430.97456322492,-6333.10889368433,"USA.SewardPeninsula.19","presence"
-2.14476385288164,817.188337513706,-107.020118705804,-218.072291929775,-123.137436157464,-859.973819688209,111.313359203238,-729.184367037115,-960.629696970508,-1087.63655470867,939.625100759275,0,-2.14476385288164,1035.26062944348,-859.973819688209,"nonveg_1268","absence"
3422.06805391648,2794.72558528042,4096.5309587273,2783.07753981195,4565.15610152839,-5583.59665595671,-5377.56184438297,-5714.25042921536,-6219.27189019373,-5051.11925506237,1362.07169225776,0,3506.98777713402,1106.81459464704,-5204.58426038147,"USA.BrooksRange.6","presence"
701.410401589017,643.24980746563,653.403915244828,-109.70874719084,59.5881620946786,-1162.30110861548,-1604.71926594992,-1925.01038081884,-1805.62601004338,-1432.92417808388,2195.65345859479,0,643.24980746563,811.119148779857,-1604.71926594992,"nonveg_941","absence"
2568.14206504626,2524.64550036796,3092.18625932889,2127.82067495003,3549.04050550808,-5292.14476916181,-5534.74807116794,-6172.01538524816,-6541.01614565111,-3801.89904930884,1406.70224944389,0,2992.03933561138,1938.74514987633,-5588.69115347228,"Canada.DeceptionBay.BEGL1","presence"
2697.75288176151,2302.0046606561,3401.38933292824,2064.41054507406,3706.98195736771,-5259.8234378516,-5671.98668349162,-5868.18437891313,-5913.50228689563,-4099.27032445524,1265.77298608888,0,2514.47135834439,2621.49189969114,-5726.25725906772,"Canada.DaringLake.Tower1-MixedTundra","presence"
2960.7460534245,2402.74992293405,2994.90063156526,1949.06017613957,3340.96313589288,-4991.27285344419,-6299.97314783292,-5781.27259884504,-6003.7614827918,-4381.39887816141,1356.5451641152,0,2797.66840976104,893.444316522123,-5944.26692133638,"Russia.Yamal.OstrovBelyy-1","presence"
150.501891595343,395.116013932279,-87.7884986616065,70.2146376071102,519.891715326871,-1657.76286717044,-1174.66764292835,-1407.50944056415,-2115.31184441855,-1663.41262246368,2241.83418025635,0,150.501891595343,482.904512593885,-1657.76286717044,"nonveg_681","absence"
2346.93892723948,2683.9005060447,2827.13989259242,1446.78240061553,3559.93397924593,-5304.99080398032,-5200.34284471526,-5928.96347435089,-6450.88836976517,-4332.06471266915,1151.55046987129,0,2796.93443464705,1472.74293142517,-5343.73914878325,"Finland.Javrresduottar.EC-Hummock","presence"
2852.13321210233,2718.35234061854,3272.02735037704,2200.46721441398,3785.22679804601,-5100.29429737779,-5506.97496456174,-5528.82617769446,-5617.44958296276,-4457.72393516628,1411.0999869944,0,3315.29901482796,987.975942390242,-4912.61662690496,"Finland.Kevo.8","presence"
506.96498943214,592.604233689208,79.4988713550533,-31.0124269574276,1504.34487736975,2490.96695976216,5883.57519552749,2034.37698520843,1256.96360328875,2109.87507977848,238.009147717572,0,79.4988713550533,792.912302047665,2109.87507977848,"nonveg_1880","absence"
3120.87803370624,3504.26100057045,3889.42640594179,2404.90879664438,4457.99408021738,-5758.20235716724,-5597.25938139748,-6351.71546405373,-6880.34204652755,-5037.15980391505,1250.56652247044,0,3319.40190783928,1543.38238056336,-5932.98284809608,"Sweden.Abisko.NT-MesicHeath","presence"
825.319756104447,814.68427873242,418.921149786531,468.453678120494,747.967445893408,-855.523205902648,-1000.83202490113,-1810.77521433414,-1675.95707451799,-1213.03662656687,2970.10535689729,0,468.453678120494,489.719091224063,-1213.03662656687,"nonveg_955","absence"
1812.01225921977,2181.93631711191,2867.44828184241,1393.74585101215,2837.11148599053,-5044.83680420368,-4987.50118138537,-4991.68446091113,-5355.17946663316,-3170.66199567084,1280.21065503496,0,2355.7204301761,2371.50719333729,-5045.46290836446,"USA.NorthSlope.14","presence"
3151.26121179159,2879.72418320085,3659.41188021586,2001.08058441263,3741.98104319963,-5648.59761343036,-6078.22984147386,-5610.12386584191,-6720.25089234914,-5110.91060338156,1234.24620272244,0,3000.09346662893,1600.4119816245,-6084.87252310592,"Russia.Kytalyk.T2","presence"
1748.72024694672,1799.6617596463,1984.48110788777,1363.666709484,2740.68485081985,-4172.33959530952,-3973.26392416496,-4148.60659013858,-4682.94352945388,-3006.60680691673,1562.55089868491,1,1853.33106934031,972.179984320074,-4346.33508702341,"Canada.ClearwaterLake.LS1","presence"
760.091268045216,861.36369227899,919.303998114105,614.169808390131,1131.72834484691,-2205.87590116833,-2709.798275565,-3048.5953734954,-3000.48049065769,-1025.05442476219,2067.17520768397,0,416.418218847854,209.742239941085,-2041.24747042004,"Canada.Ivujivik.RTP12","presence"
3482.17994347015,2904.18285317649,4363.77328715747,2412.99365513169,4112.05258440574,-6017.90632441609,-5904.385393772,-6439.2329642142,-6880.82321940902,-4861.2977486307,1247.44665783555,0,3885.57592831341,1540.53746322497,-6120.76412688843,"USA.InteriorAlaska.CALF","presence"
2230.45362142198,1780.4315829351,2618.20474382881,1465.80620303424,3007.02258020121,-4926.24816355501,-5359.68867494266,-5318.84253971144,-5352.65920481832,-4182.76915470327,1546.2919033855,0,2004.25861405487,1483.6482453753,-5288.22770621971,"USA.YukonKuskokwimDelta.15B3","presence"
286.160046780666,1132.61686075839,865.298612701097,936.293571029042,1788.66124926139,-1686.47855840312,-831.070357131436,-2154.56164939546,-1431.67393835741,-686.78686519272,2047.61914045163,0,865.298612701097,1081.57956559163,-1431.67393835741,"nonveg_714","absence"
267.672505721646,683.03856885095,-30.8585438079129,-224.360859618341,1194.65064845597,-2759.15171675615,-2124.89050364542,-3655.45597460317,-3139.61535129214,-2025.67201526932,2091.55323958195,0,-30.8585438079129,1246.75749589869,-2759.15171675615,"nonveg_719","absence"
191.377619609147,-412.01641077932,515.600411161027,173.17835419893,-2138.46242196612,812.603264323807,-116.456626021977,-538.375387370065,-1307.08570850626,6803.0138412724,85.4066038821,0,191.377619609147,1312.93427676751,-116.456626021977,"nonveg_1794","absence"
581.212458714036,821.669042503222,1092.71662286841,-90.2200188867407,194.945452816218,-1561.07070866583,-986.365403839039,-2311.38389783704,-845.629711263545,-2326.87445416732,3028.88940155093,0,581.212458714036,1182.93664175515,-1561.07070866583,"nonveg_695","absence"
11.4906534941613,374.661935870863,434.053733528811,-289.541682673403,-473.701441165558,-1551.1760682586,-1400.08139327445,-2100.89388446151,-1545.18192586336,-645.313868476068,2325.41804841283,0,11.4906534941613,723.595416202214,-1545.18192586336,"nonveg_673","absence"
2761.8326636093,2529.46882244453,3638.88459334111,1860.17550193562,3426.58320532123,-5832.20876786141,-4927.97430792028,-5545.90033943175,-5450.46586105361,-4783.21899068793,1166.33265796709,0,2915.89748244171,2329.86670798461,-5714.35759851599,"Russia.Tazovsky.Burned12","presence"
233.846134102645,24.3371099951842,512.198035356555,-139.815094548532,10.3150250215076,-1478.29559625645,-1698.0793576145,-1600.67429991742,-1617.61914230773,-872.238449278735,1581.73337597425,0,233.846134102645,652.013129905088,-1600.67429991742,"nonveg_608","absence"
-245.381084977914,226.602218186463,512.228907543029,-34.947867132729,-27.0255882493566,-1357.40013514495,-1004.53035431799,-1316.62515679502,-926.92655580366,-645.582713883505,1942.39394799799,0,16.5254236462889,757.609992520944,-1004.53035431799,"nonveg_1499","absence"
1214.99990179056,1080.62498135043,45.1781068637532,530.309216374168,832.344224984703,-1094.39858339206,-1302.87716573659,-2193.50065154037,-2966.85991705396,-1608.43448468987,3154.68293669329,0,534.265913240173,1169.82179492681,-1608.43448468987,"nonveg_940","absence"
2553.26554710671,2664.13333903119,3006.99835268655,1579.47556216694,3873.38757273242,-5465.94214959353,-5737.65096747188,-6577.17314479354,-6599.19177780986,-4485.61809450684,1173.47253984946,0,2252.21407064879,1565.41145527273,-6220.38928123193,"Finland.Javrresduottar.EC-Sphagnum","presence"
511.536263980792,417.105181060455,291.937778096736,343.631590408256,678.426115025105,-1250.39835414124,-1530.90680734686,-2237.48552242278,-2409.36982178498,-215.926438839181,2236.80659201776,0,343.631590408256,227.762819185168,-1530.90680734686,"nonveg_792","absence"
3351.06960242771,2669.58118687959,3608.47754381294,2007.71785164356,4144.97733255944,-5655.12580656577,-6297.67883730762,-6316.2342623996,-6657.7846594116,-5117.36271828153,1204.02491959276,1,4243.46986971433,2225.49877204201,-5596.70558529185,"Sweden.Abisko.NF-BirchShrub","presence"
3071.11791613662,1353.56862277149,5514.52025691729,747.264509184838,1965.66890879761,-6118.29034926096,-3023.37241252866,-5650.58379733106,-7493.46123582525,-3084.40910595909,932.073637500812,1,2633.78196192605,4924.23551922313,-6004.74543693307,"Canada.KluaneLake.Outpost-ShrubTundra","presence"
2394.84545225644,2281.27535282116,3029.0873413608,1324.34800051787,3559.5684775181,-5213.58124572148,-5936.27884790312,-6204.63588910669,-5876.65665137211,-4863.04173375597,848.564618156076,0,2499.7673622482,2317.640315079,-5746.33855515733,"Finland.Javrresduottar.A-Salix","presence"
