"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_green_lateSummer","topo_eastness","topo_tpi","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changeLSES","spectral_NBR_changeESPS","spectral_NBR_changeLSES","spectral_NDMI_changeESPS","spectral_NDVI_annualRange","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_changeLSES","spectral_NIR_changePSLS","spectral_NIR_changeLSES","spectral_green_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
486.108252457014,599.490102430298,362.405630908477,995.921372357439,508.516473958732,948.331920541603,1268.35406765862,1005.78109042511,1791.07575599588,868.444075539868,-1299.81120086795,-1796.01753661101,-2287.87370636574,-1354.51274139837,-792.531399046422,742.373855972706,0.0937525406479836,4.87605285644531,0,508.516473958732,590.488366422392,633.515741448962,-0.700256921928688,15.448882421225,29.6355589402276,-28.0940715350369,81.3902959359963,-31.2067215619355,922.631680456007,32.8216221541887,-1354.51274139837,-1506.1493168579,61.4820212193422,-64.3122194380145,40.7795351221679,29.8858810348626,"nonveg_935","absence",0,0,0,1,0
353.944921819809,-276.522851060728,-64.8711567556653,517.196098535077,-698.990243849025,65.3169797221684,-550.065572653768,-239.284471629221,463.964657096999,-1301.25430362548,64.0026625143198,159.764916239581,-177.089003843662,65.0439020668695,-7.17827628839098,1858.05849495414,-0.266936182975769,9.71943759918213,0,-64.8711567556653,-33.8486462621065,1216.1863423841,45.7797898116884,6.80213236313617,-16.2808995619279,3.08827594914933,27.8555284692955,-2.83418505094939,1765.21896072248,-23.9062385403498,64.0026625143198,20.9088401377435,25.9118400064033,59.6075703190928,-251.860472075493,-114.355288868053,"nonveg_1161","absence",1,0,0,0,0
-246.138221622566,-237.287210609087,188.466631284989,-583.827803908756,-180.783155550094,-1517.84894118539,-3042.13372805275,-1201.11748650793,-1911.02385586279,-1525.25104882414,8702.93268974648,6983.25442130178,5472.31009392615,8447.37192790077,8407.2129556479,443.589865175142,0.00102787767536938,-0.0193125624209642,0,-237.287210609087,-211.913952081103,772.294435193745,-32.6775330362356,-337.689582286191,-10.384240046197,-405.770926919364,-24.5602466831809,-401.6129559314,1841.01624154482,-44.9028351596297,8407.2129556479,7602.61641770462,36.8523006676984,10.8599448478023,-7.62192879017343,-4.2858147584711,"nonveg_1994","absence",0,0,1,0,0
1124.65068467202,1243.24196160166,218.705995298918,572.67389294505,503.316013951761,1865.33106170568,2153.03340294964,866.566377730651,1293.09203167482,741.088517450102,-1311.17766343645,-1463.06459637875,-2811.94952841579,-2670.69232089639,-746.045010578023,748.587464962815,-0.391773700714111,2.96594738960266,0,572.67389294505,732.51770969388,1024.53596630274,18.8283233551592,-16.2346115213813,36.5905702250978,-52.0302834416989,69.7224277426103,-44.1485218063535,1411.94488549954,45.9452509006783,-1463.06459637875,-1800.58582394108,48.1744618584656,-18.3226594038904,35.3653351198175,16.1552930344297,"nonveg_725","absence",0,0,0,1,0
790.93095934516,972.743274662564,938.394172259082,1011.39737571865,1518.01694928281,1399.01953663795,1640.07749231537,1615.4501206009,1704.74472095024,2167.92630658113,-2540.54405680523,-2365.14448364979,-2440.07230873339,-2367.39695496342,-1541.07166595984,1304.03121129918,-0.0357767827808857,0.0448506847023964,0,972.743274662564,1046.29654625365,727.085989937653,-38.2676836809291,11.0233208186744,4.29363780043522,22.7248133512861,11.021785634355,18.0868683863209,768.906769943182,3.0784214643098,-2367.39695496342,-2250.84589402233,9.36597813544978,-7.14763590816239,3.12868644104384,1.24713869814488,"nonveg_561","absence",1,0,0,0,0
1074.66957112242,1143.26132851427,649.067460748974,403.57559136951,460.520351002795,1450.80736858393,1552.37655545192,1026.68602793449,753.263656539562,668.625687514642,-994.094618756211,-682.945663550562,-1552.68787743925,-1963.27536921253,-1071.86352813407,1501.72067886893,-0.00656652124598622,0.941163420677185,0,649.067460748974,746.218860551593,739.685737144759,34.1194011177568,-35.3207357764688,41.1828223137746,-53.5200548041295,100.222354679097,-50.8101225800641,883.750867937276,43.8075439597856,-1071.86352813407,-1252.97341141852,72.4785178240574,10.5106918612799,24.4868787999226,9.10624152305657,"nonveg_922","absence",1,0,0,0,0
798.636640508439,993.233488461114,556.201196214956,830.0271473717,320.690238343155,1398.87445745267,1563.23712636439,1095.13903947892,1464.15762927376,752.474175839977,-2069.55512888201,-1385.41637399999,-2207.18442106531,-2173.87720695339,-2288.26946748296,889.298020337305,-0.00168263993691653,-16.8797721862793,0,798.636640508439,699.757742179873,672.543250117959,29.8716501353303,1.84650040372121,16.1863811943021,-4.80118718418293,30.8938884933758,-4.61897444289248,810.762950524417,17.3369661809436,-2173.87720695339,-2024.86051967673,30.4358535950117,-9.47444338184388,5.9620569848882,3.63773147737545,"nonveg_606","absence",0,0,0,1,0
1717.55282205002,1875.14612659598,2147.04469322361,2085.90468950284,1366.91332743565,3584.21277784685,3821.35729223837,4326.11007779623,4134.02270328767,2587.80445177195,-4671.71727153162,-4715.91846619163,-4490.5586448133,-4939.46885233396,-2487.74695418766,768.394126586036,8.50414391607044e-05,-0.312965828180313,0,2153.11361704017,2102.96633683723,898.687998116146,10.1349349786674,17.7635916406805,-48.5248245293347,42.0537546667936,-156.134461856044,42.0785689397404,1808.6717726135,-111.308148532963,-4850.20601252877,-4274.23115810109,-106.918692188653,61.704667655139,-56.7274884318223,-55.908439957252,"Russia.Yamal.OstrovBelyy-2","presence",1,0,0,0,0
3431.40879616845,3577.53675217162,3712.55534160017,3824.33637551473,2516.91213874589,6844.11013226338,7449.13422884586,7353.3891274066,7403.34297370296,5568.445403663,-6532.18633567017,-6325.79532642941,-7126.91686161857,-7370.73712463254,-5531.14070801033,430.564353277168,-0.091384482383728,-0.577350854873657,1,3942.82344979654,3695.69520866972,1750.28740302032,44.2294922643144,2.44196125504701,-19.2396552116419,7.56270685683643,11.4883850857129,8.60033074882712,2636.52861226507,-9.52705883441308,-6117.3885483593,-6419.94159844964,30.5243937158578,5.76783559235747,-8.6292776812291,3.04757843260987,"Finland.Kevo.7","presence",0,0,0,1,0
2319.61475045587,2443.9562923721,2958.93005051439,3112.89776819256,921.38940095736,3960.00285792091,4472.16315084264,5052.40729987726,5210.87236663673,1308.18930253236,-4321.70075719221,-4557.65921140577,-4769.83999696439,-5114.00142836623,-1550.03107352782,1100.15771860829,0.00365999736823142,1.39605462551117,0,2422.5002214678,2391.16975146998,1826.0127024089,38.6541359277509,25.6447205666165,-33.5681873122885,17.9199594863961,-2.28406339893074,7.38029462433697,3175.85824721909,-27.6697388295296,-4547.96236975456,-3954.73356724899,44.1511870296257,-2.63355393588823,3.88289085216024,5.40053058865123,"Russia.Yamal.Kharasavey-2b","presence",1,0,0,0,0
3763.57568783173,3520.1925820758,4422.23881956011,4679.45239572311,2315.56621715505,6418.90863476416,6025.08815870681,6974.61882883763,7227.16808905974,4500.25155884301,-5718.38820834132,-6188.57516416613,-6639.73584562959,-6945.85045372616,-4998.87525980735,635.225314884894,0.00146438958290673,-0.252279826998711,0,3537.34345040056,3878.50325575656,2821.45227610018,37.6108736177197,51.7348498109647,-74.8942654772179,52.2526038053894,-75.7778232781526,44.2483763419708,3008.49766763278,-83.7437293427185,-6612.70236966248,-6223.38031345638,11.6079793543857,-10.2014225884368,-40.1229886557068,-5.10997627452751,"Norway.Javrresduottar.A-Sedge","presence",0,1,0,0,0
3355.29642466573,3340.14096320902,3540.36485830752,3710.03827809764,2608.84741385769,7182.13891300812,7347.93581336743,7493.75865963677,7625.11178111355,5917.74563046053,-6160.39828137891,-6491.00320212426,-6908.22460422308,-7038.85845069575,-5514.54709173832,447.772178241765,-0.063298062235117,1.52087695598602,1,3502.52640246472,3200.52523580832,1188.20373599141,33.9486781711832,-1.03173525922611,-29.8682021161865,3.51330647272943,-23.5049689241797,1.95830888073169,2160.60473622217,-40.6555529384645,-6717.95374363953,-6347.11259583788,-12.6027753716836,0.419224095059417,-16.848153919579,-7.14609284150333,"Finland.Kevo.6","presence",0,1,0,0,0
577.495857144525,-119.46072215112,46.9733373004862,162.576233733482,430.915084447905,1043.2344096546,159.438317498817,398.765089622166,551.33640330898,864.937124548098,-962.322653509788,-1737.36228371381,-1576.23136855985,-1442.16877498132,-1118.18221026339,917.91621941413,0.0202740374952555,-0.758910953998566,0,162.576233733482,219.699958095056,696.956579295645,18.3225965870775,-46.1021803790048,-6.93475247715025,-49.0808680953953,-6.79186681797821,-47.0982755439194,883.796092155784,-9.97194883847286,-1442.16877498132,-1367.25345820563,-6.71378813141514,-3.97184886215458,-5.47888232980825,-1.92009634539607,"nonveg_900","absence",1,0,0,0,0
1017.0688202019,1221.50612167907,1311.53416345212,1283.30520815921,665.043444641852,2155.44907314038,2763.43848224042,2841.14459309464,2759.01138638922,1502.94278747825,-2926.26915257035,-3159.29140610289,-3135.77029738976,-3256.69855286915,-1582.62682455762,930.240760942431,-0.0257311146706343,1.37876760959625,0,1347.52021002148,1124.27026683449,1391.00805652259,32.9261248703909,3.58500798583935,17.2699061139106,11.6190533018517,33.2120228043422,5.09725099391642,2234.56923558885,29.267207072822,-3176.97265664143,-2963.87184966205,37.9702970208845,-54.1090534136399,10.9800738819727,6.95122735447512,"USA.NorthSlope.HoweIsland-C13","presence",1,0,0,0,0
557.296098593785,895.208079987928,-526.097847488368,1154.54700905794,-95.5635773148762,858.294315547909,1040.70349281263,-309.953375445773,1535.46880181169,22.8128092296481,-714.900534405784,10.5871447615061,-1598.72352637346,-490.940250409117,-634.488042982206,1176.12577302544,-0.240644454956055,7.3523440361023,0,557.296098593785,397.077952567281,1680.64485654631,32.6429837954331,28.4405195459121,56.8522370990519,20.1373102254154,114.909403745297,9.37229268602558,1845.42217725746,54.0262747303362,-634.488042982206,-685.693041881812,64.3724268453987,-40.4751462607143,36.8561738707846,7.72916405729036,"nonveg_670","absence",0,0,1,0,0
