"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_endSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_lateSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NIR_earlySummer","spectral_green_endSnowfree","spectral_green_startSnowfree","spectral_red_peakSummer","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changePSLS","spectral_NBR_changeESPS","spectral_NDVI_annualMedian","spectral_NDVI_annualRange","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_annualRange","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeLSES","spectral_blue_changeLSES","spectral_green_annualRange","spectral_red_changeSSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
642.275967726644,599.288921868264,695.190577296805,1087.86218856704,-1191.49236997878,1427.30882581872,946.369819794588,1429.73106891472,-1562.882904387,-1851.32285375203,-2037.96076257314,-2050.19138760347,3142.87349120241,1928.32626408473,2213.57786978372,2242.49524722229,0.938573718070984,0,695.190577296805,817.816221339447,488.573266698779,-0.754797978340768,-5.32786974603006,-12.4324894129791,1042.39855992877,483.361249120129,2.32903417431685,-1851.32285375203,-1757.87774622397,763.160564799235,-13.2318342066096,787.510773152085,-14.6377283474619,1.37580872021255,285.251605698984,-0.681731699660407,"nonveg_902","absence",0,0,1,0,0
1880.31041968377,2862.28150961378,2995.65311974035,1571.69719481004,1439.24822574961,4183.56674662826,5044.99811929872,3035.54728349239,-5077.40973143293,-4977.06990165707,-5284.89642697169,-5804.51954117107,2184.89860809265,701.434084836179,786.539618276764,747.476977660476,1.46269464492798,0,2493.85300312874,2430.72279869453,2098.85465349377,45.4759158850249,-6.81129948515784,44.3537863936553,4440.79919633974,3004.98871975424,-57.980925612122,-4772.30202571898,-4928.488644913,1381.42493904947,-1.5008252976525,237.546522853154,4.32302970688609,-0.260181628582018,117.204534140075,3.82662411603634,"USA.NorthSlope.Sagwon-C15","presence",0,0,1,0,0
3181.4493369266,3988.93543881887,4415.71266175488,2074.30550177564,5001.44352513131,6777.2837249508,7484.18899501084,4801.7521591195,-6882.8738259024,-6727.07970817273,-7146.14408863547,-7614.06132651555,2369.02160349492,426.433008614216,460.197565919833,281.990121935818,1.37902989387512,1,3405.04053627208,3410.16769974452,1996.82560559636,26.9771783176771,-39.5775578434997,62.3245681755869,6597.3396337829,2697.27953554654,-62.1419455564655,-7044.91604880315,-6798.71786753492,2403.9228041511,2.07128253735666,770.433488946475,4.1357151624885,-0.838706499407676,282.994093625423,-8.19955935134449,"Finland.Kilpisjarvi.15","presence",0,1,0,0,0
2865.13178841192,3752.88259920514,3975.82572834922,2525.44716986736,3865.84402327052,5331.8129028436,6162.73170101098,4353.00494486617,-5889.38568090963,-6024.66363374638,-6327.58068588077,-6603.52654631142,2709.29262779655,616.803223181354,743.291746358757,642.737574549727,0.827571957199662,0,3478.16643510512,3208.39623090631,2494.5453837137,34.8279617380077,-23.4893742215413,22.5127484183819,5501.02228376029,3154.85697214552,-42.5570206290369,-6004.56838685476,-5911.44074797507,704.429275255645,-9.46192540083742,290.023814319327,-2.93417163521116,-1.66827383338166,161.354361011793,3.16758132236943,"USA.YukonKuskokwimDelta.72B1","presence",0,0,1,0,0
526.268526223938,549.789434284083,784.719219706674,116.789488290519,-873.233749717412,1254.87934095412,816.398384459914,219.591843584425,-1274.2804720678,-1703.19870744794,-1761.50276212485,-1491.53105784488,2901.83347315017,1917.55069629749,1969.52102333798,2263.11260479862,0.099735900759697,0,549.789434284083,573.693444855203,774.111067480282,38.7055533740141,-16.7806989587564,-6.46584834887563,816.398384459914,1035.2874973697,-2.83200926681549,-1703.19870744794,-1667.00298975305,830.221477211999,-3.36696862987833,340.900385325886,-2.98662357956898,0.354449028559933,186.652642656309,9.21006869791336,"nonveg_894","absence",1,0,0,0,0
334.005900213967,298.396343381392,225.947970035887,687.469989045725,-2516.65355679008,609.617814184448,874.205713364089,1139.30445475319,-1880.67632365186,-1591.2256447643,-1837.56170825105,-2072.04259710337,1236.83951060309,850.32868332218,823.358484747512,1169.76427493676,4.8420672416687,0,298.396343381392,340.710866087311,529.735861286141,-15.1353103224612,3.8130722813424,0.523510404590914,835.155616416619,529.686640568743,-4.23708170822233,-1837.56170825105,-1654.88617051819,1179.11801828299,0.659244038992854,410.583757490119,-2.02311003170847,-2.32159974723034,131.592786274097,4.7350240062426,"nonveg_871","absence",0,0,1,0,0
-1051.12683635662,-797.765945144773,-129.00619713935,-2201.5032363215,-252.192138454391,-3979.0324284783,-3650.41607084421,-7818.81201457867,7746.30163438069,7725.71842232794,7129.95904648703,6902.60018031078,0,307.093504415775,2234.39326340874,199.811101209235,0.277917146682739,0,-993.587681435912,-1034.59797927963,2072.49703918215,57.5197883278852,-37.1533193336346,-38.024716010854,-3979.0324284783,5569.86829709867,-46.1683313017585,7725.71842232794,7900.91585670129,3097.39981968922,0,88.8791234811919,0,10.434968797182,2013.73659771184,-46.9747036132987,"nonveg_1797","absence",1,0,0,0,0
3104.38201967591,3330.27818227689,3197.88513789243,2277.91073209997,5433.87162189988,5101.68939342479,5844.53107452234,3924.01918231803,-4919.6473275537,-5207.28018315711,-5326.84466415398,-5775.15456662052,2697.46748512678,776.396467298498,955.474213061959,836.488793121194,0.121537451446056,0,3060.53275883554,2886.74628450319,1316.17831019444,43.6394823144173,33.7863576680149,13.0894474173557,5079.53365479325,2417.87083170652,-101.377336441654,-5452.30860876226,-5337.16576802369,1967.82358388686,-50.7219536906126,433.845871835183,-28.5045041465649,-13.8780109299832,248.758374193729,-4.2967299718343,"Russia.Yamal.OstrovBelyy-1","presence",1,0,0,0,0
662.755757790311,1373.60731733434,1754.14981867472,925.091396933506,437.516299293632,2895.93496010239,2661.14195447719,1979.78727145685,-3035.37154356121,-4197.76726091087,-3850.62006860706,-3525.36770059945,2232.29836392916,746.303968197416,965.731688736953,1214.60093842349,1.70845949649811,0,1373.60731733434,1269.05203927849,1091.39406088441,30.6332395098286,-27.1816072385987,7.0596796328877,2661.14195447719,1318.7577489562,-57.8976084055458,-3525.36770059945,-3528.8103341472,1162.84216385346,-35.2781461336985,663.923088406116,-24.3315188667904,-11.2689090815516,345.064753691823,6.02458623364201,"nonveg_898","absence",1,0,0,0,0
3008.11120346702,3541.00280413038,3796.48129941271,2200.02133796175,3966.99132850132,5880.48230758805,5899.10064953031,3842.14597288649,-5265.85864374178,-5761.82334283093,-6132.41037891472,-6118.5173837591,2741.15565378564,704.844510657349,642.08852662498,688.737325208144,1.39390742353031,0,3824.45211694371,3457.69337317953,1380.50136976583,51.1296803616976,-8.92702604408102,-34.400429195904,6299.7360884574,2426.15809093188,-80.6723160569337,-5665.1379564335,-5352.5193220102,1702.13128030565,-24.9494518514998,680.152608614884,-11.8250900329865,-6.04986507866482,369.165782848647,6.23141661752781,"Russia.Kytalyk.T2","presence",0,0,1,0,0
2793.16348195013,3190.31694724163,3302.47352343178,2134.47566710155,3704.07551521957,4615.02079640917,5186.82627251289,3610.52601407056,-5235.70980732081,-5353.00809303041,-5786.53026484984,-6124.68062490951,2704.42311438128,786.667734536801,857.49161721244,812.370985639303,0.238411317269008,0,2766.2562542201,2718.13117869409,432.275159066513,5.33534467424231,-6.13890392973519,5.74582739285227,4607.82146458797,695.500812331254,-9.7640043528381,-5351.4276542677,-5516.87621281611,1967.18374277444,0.0827866114058734,258.900675671348,1.04420691349562,3.54962891221806,257.360116926282,-2.8637149381685,"USA.YukonKuskokwimDelta.U","presence",0,0,1,0,0
1717.23824644369,2260.71295733785,2637.32073701813,982.689758293576,1385.41739055624,3401.82469747727,4629.26763081624,2173.25701861191,-4595.12753926966,-4972.57926155846,-5087.58122744073,-4993.4297523019,1720.61637327795,591.65885288132,803.722103055208,792.680877584097,0.267407476902008,0,1693.36826149751,1687.22069978651,1306.50081318384,21.3600520691734,-22.036638725881,39.3754133124948,3464.72912136907,2374.98264199687,-75.7658900580957,-5154.21005813101,-4507.20142467034,2424.58372786033,-21.3344053159598,583.445671413122,-11.2663138864189,-14.8506397560642,496.824225434255,-9.2309120192575,"USA.NorthSlope.Deadhorse-C16","presence",0,0,1,0,0
457.719361670992,437.655697621357,819.009246913405,551.304922837708,-2423.38306487258,867.592285290231,1025.23573241939,-141.624031044535,-1048.17224045672,-830.174419485002,-1095.735702956,-617.596241192492,1328.47423056707,1111.95952430351,1263.68999502032,1197.03613428442,3.12220048904419,0,457.719361670992,530.898533237763,430.205809768052,-6.25005714201366,-38.1353549292048,6.1821828806036,941.233256441295,1698.41434056933,-8.40024759780989,-840.872378686308,-886.510196555303,478.139461763507,-0.584080878299756,770.92653505251,-6.17575184374773,5.69968684336536,238.959061166187,-7.82478138656444,"nonveg_958","absence",1,0,0,0,0
-401.017213280281,-3.2163184367348,-32.6305029118617,130.589983949968,-311.187837303891,-798.336211296356,-172.779775538529,-406.418108496259,-646.224197434303,49.333524518485,-122.398739316733,-422.673900736011,1825.36110411664,337.631218384578,2090.59452807115,1908.75724067993,20.6628475189209,0,-32.6305029118617,-150.600074887885,577.316307710486,-25.1007090308907,2.45118203959391,14.7940189276974,-406.418108496259,669.224120017883,-39.3517741492859,-122.398739316733,-82.6542652005807,1374.91618439996,-398.214023045081,3817.77678932248,-293.675137640191,-52.9709079033904,1752.96330968657,-30.6136265288634,"nonveg_1161","absence",1,0,0,0,0
3609.16783255539,4192.92096413334,4732.3003355755,2406.73107016673,4899.42695847134,6408.47790313674,7065.88893070872,4817.35327391988,-5503.81599183525,-5476.92305355989,-5972.93715747271,-5748.9553178802,2738.41856801075,710.713649820677,962.750068320904,752.699580604385,9.73385565621513,0,3905.58958079058,3438.99275356258,2274.01089738853,41.7981179742945,-24.7295640588884,68.2362558106392,7311.47782565494,3514.27290593528,-5.21691619253001,-5359.56484062612,-4868.87439945285,1778.4715035368,10.1213641929012,187.892915655786,13.4209225468418,18.1936272705908,363.395070610415,-15.8820778206204,"Sweden.Abisko.KJ-Snowbed","presence",0,0,0,1,0
2316.3015374729,3575.17256538558,3720.17123954021,1796.00584764649,4896.82058096434,6493.07230247952,7610.35474292489,4661.65727389573,-5830.69704069375,-5513.41825469135,-5798.61466522066,-6737.43500445205,2051.08468302099,513.454268123381,484.520075347645,356.326520470476,0.217862104376157,1,3075.75123001107,3146.97418654964,2263.03997823875,30.0291865591788,3.43416332702073,39.9491704683528,6664.10995636629,3817.03734681202,-89.0091089800224,-5079.92743891587,-5375.11872249692,1521.3050947294,-12.307894718999,189.268751111591,-6.25146839065829,-4.69409716460031,178.662945185925,-0.748347128019648,"USA.InteriorAlaska.5","presence",0,1,0,0,0
923.807723559729,1256.66225978425,1701.04280894207,916.693798225551,-1335.69813461843,1705.8896794017,2192.90829252615,1413.55250195516,-2588.88178018152,-2245.40271609803,-2266.60426532902,-1778.55302067224,1863.49347067601,1033.9355920848,1271.54113842793,1356.74897341414,15.5341835021973,0,1025.97898684527,1164.83711547138,784.349010716521,5.46425943098591,-26.140032303401,38.1336465317498,1705.8896794017,1452.13782494713,-34.2499111686739,-2245.40271609803,-2155.87229263815,810.328759509283,-11.8302189204839,306.078177330833,-6.61410104164489,-2.71469425622578,237.605546343127,-9.35490304994114,"nonveg_807","absence",0,0,0,1,0
571.489079325634,815.176172746797,738.110641328659,560.078631408879,-2227.26747383651,1037.0138878504,2252.64320829344,1612.91807099393,-2769.57103203148,-2076.81992257795,-1491.06749441814,-1621.91210975803,874.741766639268,751.815500766646,779.988006089723,911.195140645171,0.164485394954681,0,571.489079325634,586.93505318105,565.355431651515,-9.69555907229992,11.0093616311625,47.6541438749987,1751.32491091317,1215.62932044304,-71.6168996257521,-1739.08527250615,-1939.69116625835,1278.50353761334,-22.0824552414499,226.799996247801,-9.19618349521225,-23.7070841495895,346.927187613142,-6.95015104324483,"nonveg_760","absence",1,0,0,0,0
548.295829042317,567.143691365599,943.211399462793,-223.246560787112,-2980.36969546926,301.292385943208,1421.12418701336,17.3186965455827,-2433.13910065295,-1598.28523383717,-1800.09794263548,-1344.01933554354,719.554628428514,957.278805990872,939.51888636873,999.884351493813,4.25112295150757,0,548.295829042317,328.375639061487,1166.4579602499,1.2921911743891,-22.1216298880702,70.9207598594799,1283.94079660641,1897.08808057402,-7.62129946705296,-1800.09794263548,-1825.43129388217,1089.11976510941,0.93341470480497,446.855052487651,0.509305197249483,8.75065089091758,283.010385920154,-11.7937403462044,"nonveg_693","absence",1,0,0,0,0
