"spectral_EVI2b_earlySummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDMI_lateSummer","spectral_NDWI_endSnowfree","spectral_NDWI_startSnowfree","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_NDVI_annualMedian","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NIR_changeESPS","spectral_NIR_changePSLS","site_code","presence_absence"
1307.15288195795,1566.96256834373,809.572492367311,-926.683845518915,-3042.30992921192,-2207.51157534612,0,1348.80919275686,1167.46509124002,2658.72203348816,-23.7969634072503,-3853.39137194107,-3420.25144397975,11.5988259711889,-25.6573792735007,"Canada.BanksIsland.GreenCabin-C08","presence"
2227.52902352256,1078.1047219078,1082.5886553699,-2743.7110436683,-3845.25690964396,-2244.62194256992,0,1082.5886553699,1973.35116234762,2335.59837654715,-88.5832130296982,-3274.08908227925,-3106.87105765436,-26.6475380855928,7.30727338391704,"nonveg_632","absence"
1015.58450381823,979.381659487143,1124.48061312451,-2572.281317394,-2886.16602324527,-2854.65647288925,0,1040.03844081329,145.098953637365,1712.47413340705,-6.07987813092497,-3123.78707235474,-3047.38464878837,10.2489749778772,4.76987681629612,"nonveg_701","absence"
2961.07659875468,3318.68258125773,1823.16432044529,867.573235728018,-6097.73670876857,-4015.78132824053,1,3054.85622602791,2150.24430113264,6310.47767514547,-113.935983147603,-6206.36502470574,-6044.9511617032,-14.0516555175215,19.4386494382437,"Canada.DaringLake.Tower4-LowShrub-2","presence"
1292.28430946325,556.989137853414,-253.746571157131,-3543.89095080283,10000,421.760539087628,0,556.989137853414,1546.03088062038,1973.05191415932,-14.7691271573764,2052.69986051707,3096.18601739445,-39.9590212252344,-20.7777298421791,"nonveg_991","absence"
626.877974885668,660.653503962002,562.248160229369,-726.451740237316,-436.443830597759,80.6473587155182,0,626.877974885668,596.381595210761,1259.71347382117,-53.7110003690335,-436.443830597759,-396.686609262941,5.00492945887076,12.0728225027557,"nonveg_616","absence"
-195.299779124896,242.64227023458,-639.84268192807,-3890.82599774093,-691.502135825484,-2469.82300061161,0,242.64227023458,1917.11648211297,1013.66290028782,42.1565076599167,-2215.46438672554,-1914.46113556893,9.01614347172148,19.4888770533639,"nonveg_693","absence"
3977.1247430962,4463.72367492045,2322.86038173479,2955.51773755408,-6526.29437726446,-4516.98422375803,0,4031.90108994995,3691.25787557527,6713.00139273791,-153.365757902943,-6617.67580105303,-6547.88286976646,3.53012139167734,25.912070632623,"USA.Kougaork.TallShrub","presence"
-140.143110886554,321.275689017235,589.846925459745,-1094.59007066875,-572.883257468915,-297.211633138456,0,589.846925459745,848.203907895582,936.582087010479,5.48481513458484,-943.903763660568,-1123.82775325127,6.40865072106362,19.7269743071562,"nonveg_775","absence"
1921.12252130323,1837.03808521934,1048.6466770686,-359.34582545887,-5252.4380261349,-4169.2464046069,0,1820.70322960936,2642.00812033989,3632.84284090123,-126.629479866388,-4783.43748753029,-4872.26481224986,-6.49196407013204,51.0374429731652,"USA.NorthSlope.9","presence"
3539.02219583368,4984.53337064328,1745.17961615829,3562.20851312652,-5491.12821283215,-5004.11222484362,0,4075.98512982099,3554.41323252213,7479.4508668701,-24.4458229466656,-5560.96374166325,-5268.10125863946,27.96945555113,-24.198703065716,"Norway.Javrresduottar.A-Salix","presence"
1479.80993247249,1685.96134324966,774.31754958309,-857.511688198112,-3002.11044144383,-1925.58671504819,0,1588.07393256057,1317.9676976481,3273.37137768156,-37.4190379361837,-2763.58880802785,-2939.87859734109,-3.96556980846111,-28.058707528155,"Canada.BanksIsland.GreenCabin-C07","absence"
111.346424429739,-182.131897471659,527.661491486829,2693.42174278603,530.771038502975,1935.81640882497,0,111.346424429739,1420.86312815086,306.131539060854,-107.509980635691,963.476498691616,733.300922877823,-47.1872892791786,53.9578373113882,"nonveg_593","absence"
2522.96489870275,2983.63124784686,1482.99961682502,338.330828985245,-5084.42826252418,-3041.18184065985,0,2531.67663822514,1881.35994509265,4535.78871378092,-44.3752110647048,-4914.92840190959,-4672.83090297593,3.16005313232944,5.32688738564379,"Canada.BonifaceRiver.LSA6","presence"
-1.71621950896929,414.360223480538,475.649456275468,-1035.92335846252,-2106.72750092291,-1893.54855683575,0,475.649456275468,1159.77005772081,968.077706935478,-126.356377880416,-2106.72750092291,-2222.93167886014,5.03255357414075,158.110040691866,"nonveg_899","absence"
372.246193285037,524.205227440704,644.09963505587,-1987.85939420906,-2764.59464656891,-3265.8390086097,0,644.09963505587,753.968534192394,1411.70082556787,-11.2984838299927,-3265.8390086097,-3302.14320847175,3.49046223517094,109.374779291323,"nonveg_764","absence"
-824.334043204683,-84.1066193103907,247.001576946656,1267.83067959472,3417.32087475373,5181.77699225532,0,-84.1066193103907,1327.60725455058,-346.138782998543,-105.049751268623,3417.32087475373,3139.42539561073,2.32245780618111,20.7404895807679,"nonveg_1646","absence"
3031.70893267681,3707.92076822252,2493.28822501306,453.999024166708,-5655.50477530604,-4373.07101174273,0,3528.74144641024,1359.51328284896,6117.47606648365,-48.099646151978,-5530.66611749963,-4939.93439895116,-1.60011813739652,-7.2230165703982,"Canada.DaringLake.Tower1-Heath","presence"
590.386634470159,486.113738007269,485.202334266301,-2255.70280415772,-1907.23104059215,-1131.62484698275,0,486.113738007269,590.141917361074,794.10961785191,-75.3247073187202,-1381.70977514698,-1477.95671394972,-6.30537704853076,32.5867864824798,"nonveg_568","absence"
325.860877767267,200.88722246905,526.744119231083,-1533.86946024548,-2061.26783831101,-2666.02567391634,0,479.926597995761,704.041405764148,1161.18170212155,54.1121772008013,-3395.27288648257,-3195.95169192057,-8.43611747257335,18.7479212612571,"nonveg_832","absence"
2179.21637452243,2461.01094174192,1575.31583536479,-137.616073175628,-4813.75885749653,-3531.79251873919,0,2008.02655509018,1262.015609417,3808.21975598801,-50.3344202112463,-3783.69223135406,-3951.65107172288,-2.47080360713462,10.4153358453065,"Canada.BonifaceRiver.LSA2","presence"
3351.00824366699,4282.40822265973,2012.31419388411,1468.97641980589,-5723.78388254635,-3114.10264225017,1,3037.86714734603,1944.49661722834,5399.1449018306,-7.96062094323637,-5487.05334369259,-5241.92307962447,8.64426481443266,-13.0661529952553,"Canada.ClearwaterLake.LSA2","presence"
2816.30022790836,3413.12675579699,1996.70723666893,323.78529156083,-5541.7992291342,-4341.46606074096,0,2534.13968783941,1144.73464054075,5152.89279449894,1.98202959504188,-5797.27989644816,-5524.84850276857,10.9028127577394,-15.168575848284,"Sweden.Abisko.NT-SparseVeg","presence"
325.860877767267,200.88722246905,526.744119231083,-1533.86946024548,-2061.26783831101,-2666.02567391634,0,479.926597995761,704.041405764148,1161.18170212155,54.1121772008013,-3395.27288648257,-3195.95169192057,-8.43611747257335,18.7479212612571,"nonveg_832","absence"
693.754865892469,569.346988145284,-148.84680598279,-2915.31569099034,-1839.82223918352,-2965.06047819386,0,693.754865892469,1011.17892810948,1134.19564992966,40.2016001514051,-2033.03690276323,-2223.17433517013,-7.86276659738714,28.0078672120902,"nonveg_543","absence"
1307.15288195795,1566.96256834373,809.572492367311,-926.683845518915,-3042.30992921192,-2207.51157534612,0,1348.80919275686,1167.46509124002,2658.72203348816,-23.7969634072503,-3853.39137194107,-3420.25144397975,11.5988259711889,-25.6573792735007,"Canada.BanksIsland.GreenCabin-C08","presence"
