"permafrost_index","spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_endSnowfree","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_earlySummer","spectral_blue_peakSummer","spectral_green_lateSummer","spectral_green_startSnowfree","texture_NDVI_peakSummer","topo_eastness","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeLSES","spectral_NBR_changeSSES","spectral_NDVI_annualMedian","spectral_NDWI_annualMedian","spectral_NDWI_changeSSES","spectral_NDWI_changePSLS","spectral_SWIR1_changeESPS","spectral_SWIR2_annualRange","spectral_blue_changePSLS","spectral_green_annualRange","spectral_green_changePSLS","site_code","presence_absence"
0.99973452091217,738.657218448352,654.197031608383,1098.3512491219,1004.89221348884,317.448013078,-1591.48786134913,1505.812145716,304.425788542073,-1675.53890212857,-1847.99821118321,-1257.66556130359,-1713.52487315622,-1394.98930107761,2968.52892137038,1541.67808622636,2062.74711844242,2461.39267367165,-752.89119282109,-0.0365933030843735,3.20973563194275,0,738.657218448352,762.709145149095,780.903236043897,15.043185906084,-27.7596385945946,-18.6116450018659,1086.21848077222,-1675.53890212857,-10.0196286089628,28.4912069907894,5.85954468425764,524.72457821443,8.18587276659952,542.239128007095,5.62514182139097,"nonveg_861","absence"
0.10610643774271,2747.41490728528,3060.14357974777,3227.04608587146,3836.92068515977,2145.85467230002,4260.0355117829,7098.64585056343,4312.70246490823,-6286.84407546044,-5591.0995645853,-6163.31156472878,-5742.24732600881,-4934.81787197699,2111.15932543488,595.456370511298,565.661477422009,626.799032828848,200.517946494866,-0.0228680674860395,4.01459062099457,1,2933.10820708251,2942.81524798431,1644.9067970027,22.4676095918476,-69.9893010350964,25.6735812520943,5664.1384998037,-6018.66414269678,-51.6942216240103,74.5895663269479,-4.83921016425641,558.794421143921,20.9461242891916,441.770193942407,16.965836658589,"Sweden.Abisko.NF-DryHeath","presence"
0.00999999977648258,3627.88643526688,3061.99959180982,4061.99142334506,4097.94163645546,2563.15540681827,3856.44535692198,6092.25598078008,4210.47369057119,-5255.23119823128,-6029.13367027472,-6054.38218097872,-6439.24617343498,-4887.19078527387,3127.07275246269,497.263905817757,786.350898511011,900.089742286765,-76.6743501692007,-0.00217723427340388,0.319405287504196,0,3003.70850054765,3532.08807742746,1942.49227499344,5.92916799726703,-50.2118555922669,-0.65281019709902,5107.10036141708,-6109.35278050779,-22.2093596746343,8.18524303844442,2.10383046438825,248.279734329983,1.46234074768688,219.203270713584,0.626008571579807,"USA.YukonKuskokwimDelta.3","presence"
0.126328095793724,699.986876889942,-230.483335644648,750.914565767201,939.188883034774,-499.189543744254,7405.04812752827,2739.59350165946,-24.4670477948853,-493.369629308276,-2078.78188883621,-1463.85335124378,-1529.8248458239,-1481.5285849781,793.606520261545,501.02443397564,438.933401431246,18.2777175896973,165.016237827364,-0.000550753728020936,0.0436437577009201,0,699.986876889942,332.083489260603,1438.37842677903,30.7481133495948,-57.729288318344,53.469956941733,1303.00282208269,-1481.5285849781,25.3374091197392,3.88067615177173,1.70255425118049,324.324880407753,-3.72799164699414,476.836702573313,-3.30476580775089,"nonveg_1654","absence"
0.00999999977648258,3342.77587476089,3130.6252094149,3994.38974253483,4329.72222014733,1777.83869817301,5512.06436669565,7420.34717002478,3612.6936658885,-5999.98405229629,-5653.80805097574,-6660.41359171715,-7356.63700578041,-4456.15582371116,2450.21218456867,205.127308267949,577.739416010737,619.676279949565,-248.64155018123,0.0471034261087577,4.20947098731995,1,3272.01815464768,3239.91262271699,2605.72469417466,48.75076324668,-45.7549727646066,48.1536837421715,5783.86265531993,-6444.51194071575,-68.8494364304138,-8.83858602870413,-4.40338197015231,690.348011311702,-9.22356599218513,456.902625129366,-10.7023781662065,"Sweden.Abisko.VJ-SalixShrub","presence"
1,156.031086298396,68.3587355812189,731.169223297304,574.769943320241,-180.777976199453,-507.166632717415,1101.96652070531,160.910486291481,-844.344793885264,-863.726246789904,-21.8336764742386,-250.767989992595,-1278.95514716943,756.739940808462,661.702675413238,718.392642715774,530.016655022136,-110.263181798979,0.392096161842346,23.4449310302734,0,156.031086298396,269.910202459541,911.947199496757,11.6141056033741,-60.2554988832804,11.542627633703,561.677684138522,-844.344793885264,14.9865639063505,20.8122103198506,8.34537987251938,314.914613509501,4.74737774902512,188.375987693638,3.57029731633297,"nonveg_870","absence"
0.991431415081024,1909.73803656221,2138.73903369082,1846.41277763923,2329.44911849014,1675.78094975225,1881.98133797058,4438.88762718991,3037.37532140746,-4773.77964095465,-4819.37928415302,-5666.60054403453,-4955.40033114394,-2761.06473676743,2059.30404105052,525.32089131556,582.738395891588,1222.71385914046,123.763966604858,-0.000825242255814374,0.328848004341126,0,2219.5837594171,2039.75733093977,1647.51807508923,59.7118533637239,-79.3492529402587,12.0041395704018,4238.22786547429,-4336.44323594321,-6.6596224321685,115.924447574011,-9.87437029496351,476.334371084314,32.8270107211101,349.987378965347,28.430798303908,"Russia.Yamal.OstrovBelyy-2","presence"
0.999985814094543,-3.63502140503196,-133.55245129911,-211.265258890861,103.040739287606,-547.119801754779,-11.6360151420997,17.2312448932797,-1137.43751532428,-253.184799454685,286.585279339665,-306.94632549522,-302.32817723895,127.536774118379,2165.89412075847,705.873505115498,1818.30273389173,1906.55112798078,-205.94257165892,-0.266936182975769,20.6628475189209,0,-133.55245129911,-158.506358812435,650.160541042386,23.6297730586847,5.97790827628853,-8.59463993464607,-395.848916745488,-253.184799454685,-16.5531118944811,-0.384845688022466,36.5286581045708,3654.37229295471,20.4042240801642,1496.28539075391,39.2803836710611,"nonveg_1161","absence"
0.568415880203247,2164.83030312645,2224.22617639034,2631.65188788778,3171.74771124334,2324.22751896531,3187.00212832702,5738.5409001632,4672.35509546231,-5942.82913486936,-5866.36101656412,-6249.51580815985,-5964.28088262856,-3679.68292137412,1950.87028309682,455.751129562462,554.067494018017,804.590506342587,911.691409044603,-0.00134786777198315,0.124128356575966,0,2384.12780283615,2517.88765884938,1038.97524227786,-1.27017279487464,-16.541161597256,-16.7894374505084,4665.2692428865,-5981.28994334123,-57.5180381657682,-6.1838528576822,6.58961626471347,257.48686736699,-2.71044181896105,265.55770283158,-2.57266595918087,"Russia.Yamal.Nadym-2-IH","presence"
0.972447454929352,3684.49956884057,3268.2100529744,4248.78326508496,4847.49319232226,2528.94348720609,4353.00875407237,7264.93185815914,4204.14679114156,-6182.18054934852,-6369.82706971125,-6705.93098781263,-6698.00012975235,-4800.77393757225,2927.4118854784,461.234376684404,632.822874961701,804.343297063356,14.3152709200445,7.07653299387959e-05,0.786479209529029,0,3679.49490237563,3777.83201815917,2637.60000526151,29.0284648080028,-55.847805997724,-8.63666570305072,5639.3827641808,-6251.70138953384,-54.4951188265748,-41.5846539346281,7.43505400568418,516.497406467671,-13.2515670767612,435.058025991549,-14.2474564684525,"USA.InteriorAlaska.DEW","presence"
