"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_peakSummer","spectral_NBR_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_endSnowfree","spectral_NIR_startSnowfree","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_NBR_changeLSES","spectral_NDMI_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualRange","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_changeSSES","spectral_NDWI_changeLSES","spectral_SWIR1_changeLSES","spectral_red_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
1068.14321458318,292.008477846145,658.031485082174,896.932389167852,652.022852841298,-554.850284061054,-758.667773792679,1525.4303858221,667.309615846196,1096.32858906825,1379.54816857489,1010.4287314418,-1866.388325282,-2458.05643331072,-2180.46246293711,-2017.64538414604,-2212.26005260181,2225.08647080749,2793.42757740066,25.4662761688232,0,658.031485082174,713.427683904129,776.134736737033,16.6448144696752,-24.2618869270187,-24.6357996929903,1096.32858906825,858.120769975899,-23.8343874012255,-2180.46246293711,-2146.96253165553,13.8348690927926,-15.4218872429783,-21.5685412877793,-8.75239340695651,"nonveg_915","absence",0,0,0,1,0
2482.43551564468,2736.34624389648,3379.13028477501,3708.02315747887,1468.16034849914,3457.4762355103,1881.57055861858,4216.34798457015,4653.3663032946,5623.66948249096,6136.66017771157,2520.06837887565,-5069.04273590683,-4870.26747495544,-5803.08202191113,-6174.91246210515,-3408.83822559637,2652.41649332401,2256.30964059681,2.72181434101529,0,2630.64655374722,2817.23881931527,2117.22394168766,24.6064678654827,-74.3348587912055,-48.3591432674024,4273.47040297844,3387.31106967662,-83.250684735691,-5160.308337583,-5136.8720899615,-51.0850826714717,23.570746804852,-8.59110506554723,6.78768977721599,"Canada.DeceptionBay.TH8","presence",0,0,1,0,0
-195.803702006078,-755.295135994212,109.138272421755,245.584763737973,-932.789415253044,-680.241368929254,1749.92721364578,-183.191703474561,-854.633664973205,244.343402212412,444.566305897575,-1327.67916154437,-425.519548548549,-1458.22517304044,-1040.65818068533,-1112.30514616656,152.173720211475,1194.54144366468,2779.31201964101,10.4064426422119,0,-195.803702006078,-305.833043418721,1178.37417899102,16.0214285488471,-41.9311944705191,-39.7780225816782,-183.191703474561,1772.24546744195,-64.6457098344481,-1040.65818068533,-776.906865645879,-12.5585493208701,-24.5627642561832,-19.4324515250804,-11.4498999592227,"nonveg_1172","absence",0,0,0,1,0
1159.53262071012,-246.622982810543,573.663765348128,-194.563919728517,53.109971086588,-2582.49018138726,-2452.07978061932,1814.95313171042,-187.059117518311,1017.03193443104,285.34353682154,292.66241683368,-173.526632304654,-468.984177287213,-416.228565873937,-1853.74454983116,-1389.29305283361,527.209424177567,936.265418251098,23.4878768920898,0,53.109971086588,269.023890921154,1406.15560352066,61.4679249790849,-13.3486776086949,-7.50083061013136,292.66241683368,2002.01224922873,-48.1636420779742,-468.984177287213,-860.355395626115,67.5425789182751,-2.11022445653103,-35.8844082029365,-14.505022491973,"nonveg_931","absence",0,0,0,1,0
36.4226362535087,686.719485111198,502.008211482317,947.614068826618,658.392128090551,-975.963690775569,-1047.08922448297,-156.304584102179,996.996303800572,663.904977771507,1444.15853990965,947.127793134141,-3366.2278008006,-1712.88716076453,-2476.76721411166,-1674.2063980921,-1543.08381892227,2584.03203204432,2764.86288213405,0.409684360027313,0,658.392128090551,566.231305952839,911.191432573109,-25.9153954932101,27.313585337627,27.9315518746313,947.127793134141,1600.46312401183,18.5050736682814,-1712.88716076453,-2154.63447853823,-75.9643325782636,42.4377807415074,10.1850779456144,7.43661312741708,"nonveg_767","absence",0,0,1,0,0
-247.675927856856,395.727728391528,553.066451331723,61.428183351406,-37.5359724640211,-2833.45649544682,-2889.55073767979,97.4189101840982,871.681103209432,1195.95833978937,627.299759713628,223.325056278813,-2374.88570215963,-1515.98452550391,-1527.1097250528,-2272.59810973351,-1776.73281368851,1240.21522873221,810.762114429109,4.8420672416687,0,61.428183351406,145.002092550756,800.742379188579,-6.00399872550958,-9.17130810909478,-9.72623102285182,627.299759713628,1098.53942960527,-17.0672229778916,-1776.73281368851,-1893.46217522767,-17.0900825277461,0.585536818362195,-5.94664502594218,-8.68860639313985,"nonveg_871","absence",0,0,1,0,0
144.696170803305,-97.7389231218359,904.962950415232,388.915102982552,852.009153231599,-3107.84410722716,-1994.68804645186,1038.68544375791,939.555990361594,2167.8651353811,1432.04252125332,1918.71828569861,-2378.09728883359,-2528.48849698971,-1334.26963798742,-2020.4844147262,-1518.89243156979,629.337221152829,1462.28658387189,23.9406795501709,0,388.915102982552,438.568890862171,1002.70187353707,-47.1541988285529,-94.0521831568042,-74.5321403818723,1432.04252125332,1228.3091450195,-68.239396945528,-2020.4844147262,-1956.04645402134,-57.2803238175869,-66.3454921667937,-33.815950226929,-18.4233780065893,"nonveg_736","absence",0,0,0,1,0
486.313868950562,402.880625621335,431.011678121144,600.65902866472,262.901996315636,-477.32719126331,4276.51540197551,1475.17920221714,771.787570963892,649.968945967025,703.960151933249,-1833.58375158414,-2117.70988911193,-1120.91945744488,-798.090377593773,-329.928762994985,4650.66367123377,1488.24207434786,1047.65615855898,0.923214018344879,0,431.011678121144,436.753439534679,337.757032349084,5.31933030083158,-199.000657038072,-159.632200504771,703.960151933249,3308.76295380128,40.606208332289,-798.090377593773,56.8030368176412,-161.151751436802,-107.609693283703,22.3336047054665,-3.52267788150675,"nonveg_1888","absence",0,0,1,0,0
4402.61029299835,4262.39456649358,5311.4250868321,4813.82815286436,2591.29391521863,6348.80636821594,3146.1284725163,7500.4998978204,7464.27101934003,8752.68067726349,8044.68994149531,5558.98092232553,-6518.67806416863,-7139.18036626365,-6525.21742124208,-7259.24850519409,-5501.10746138052,2647.19371064092,2044.65123976989,8.3222749710083,1,4622.67979762438,4253.69976589883,1961.18540494869,57.6819236749616,-1.32967356082992,-3.94212294306115,7882.47596744782,2335.86038501254,-23.5513901285703,-7097.13064612083,-6522.11366506334,-22.597704248962,4.71630669328835,0.387645474305984,0.0548539040473877,"Finland.Kevo.11","presence",0,0,0,1,0
2304.84761160258,2912.84240394096,3158.60046039917,3182.67384772855,2116.2516871706,3379.06428295068,2598.18163713613,3810.63342892622,4797.09337194612,5058.58286918165,5002.10028124437,3514.08613531836,-5408.53688665645,-5063.96033746967,-5422.83218757716,-5820.17118795415,-4626.10551512225,2695.13284901776,2509.0664210015,0.969467043876648,0,2613.88522401218,2723.60843981791,1368.94276456641,7.87963977091302,-34.0565582193883,-29.1451922645744,4189.53632786973,1775.32430373079,-31.3572934147472,-5474.06955954078,-5281.62936104594,-14.5288156567954,-4.64235842929717,-7.88889628308173,-2.96106405435702,"USA.YukonKuskokwimDelta.6","presence",0,0,1,0,0
