"spectral_EVI2b_earlySummer","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NBR_endSnowfree","spectral_NDWI_endSnowfree","topo_slope","spectral_EVI2b_changeSSES","spectral_NDWI_annualMean","site_code","presence_absence"
2921.04010858822,2602.06978735963,2060.54663952363,2461.32883947974,-5592.14004616801,0.652561724185944,27.3452894588905,-5534.33402359031,"USA.SewardPeninsula.18","presence"
-102.828640900044,996.000848452531,-619.970959667602,790.573238107657,-975.212391480647,1.0543657541275,18.4693685274128,-138.227037051316,"nonveg_1927","absence"
-194.36003680126,236.693831992746,451.082879713081,-1221.32193462366,-1810.59949247517,1.80528426170349,-28.0627355006235,-1556.92822111158,"nonveg_912","absence"
1921.35471240074,1367.85583100695,1076.22143169747,-420.644914820789,-2103.20788921973,13.2748689651489,33.805331228131,-2247.26135839757,"nonveg_706","absence"
2408.92749957098,3348.07069127298,1720.78880312008,3750.61569571939,-5587.18106527999,0.690010339021683,1.44539975515651,-5277.63965215639,"Russia.Tiksi.WetFen","absence"
2874.36485031475,3149.64026292592,2083.10062702869,3488.19736927121,-5707.46468201135,6.83510439736502,35.7301591388482,-6608.41814316878,"Sweden.Abisko.NT-DryHeath","presence"
-94.6679476887061,10.2475786416024,122.291998064219,4371.37458030126,5557.23002985884,0.138568818569183,-11.4189445133118,5348.73309359517,"nonveg_1720","absence"
-204.711457368537,434.73754014102,-86.796752099526,7740.37487049678,4338.21506612693,0.148143708705902,-5.614985965191,3281.33446639206,"nonveg_1854","absence"
3110.62683585051,3575.38860405573,1415.24203340257,4572.63012962972,-5393.46531958173,0.750378211339315,60.4243101741388,-5914.59357164065,"USA.InteriorAlaska.2","presence"
3340.71904813355,3791.72279563174,2266.3464445747,3957.67141967567,-6066.89535254763,6.27623319625855,18.2041574109246,-5837.50166511609,"Sweden.Abisko.NT-MesicHeath","presence"
224.888084657957,595.535517478498,237.288323819113,-1209.16960562809,-1193.55237798999,15.3318748474121,-0.496009566446234,-1437.83114523989,"nonveg_752","absence"
-133.516119691298,303.059712121528,-345.06524456418,-514.494833901449,-325.980715241532,24.4778156280518,9.1977880379514,-1187.26261202918,"nonveg_761","absence"
2994.45069795078,3430.82562001763,2416.57627922914,3244.59392876457,-5877.73598655915,1.63291581471761,26.4753417969125,-5458.21171304129,"Canada.DaringLake.Tower1-Heath","presence"
2961.9282418244,2898.40509693053,1745.66627181325,4616.17302619668,-6177.86764182071,1.09091665744781,32.4027716873846,-5461.43400594337,"Finland.Javrresduottar.A-Betula","presence"
2675.85334221899,3501.25110814665,1210.05022471021,3044.14979763236,-4685.56960981966,0.826613306999207,60.5027515849251,-3866.08107390733,"Russia.Yamal.Kharasavey-2b","presence"
3939.8155958107,4626.6054956479,2619.93269142677,6445.50189782682,-6746.29099616222,5.22222509384155,39.8837735374533,-6983.40267027205,"Finland.Kevo.4","presence"
3566.36139375167,3899.05429860234,2492.35445970915,4579.13875384287,-6099.43071062842,3.3788520693779,28.795687982902,-5680.1379416924,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
-21.9581378721756,690.494891693236,666.673667939874,-3064.24686126517,-2167.6641680333,1.79573464393616,-28.6929919088354,-1762.7408609454,"nonveg_637","absence"
1986.01381046307,1494.55064569814,1921.93576694934,88.6428891842332,-3340.5384725217,18.7420558929443,2.7860018919012,-3063.10295706468,"nonveg_1177","absence"
113.219940493537,473.185117451079,1008.63399457894,-2460.17059823262,-872.67969688579,3.12220048904419,-34.4390020802077,-939.603977385605,"nonveg_958","absence"
2029.57490131689,2681.59292538096,1138.03711567548,1912.72194936936,-4312.05726476669,2.44676023721695,45.5698564824996,-4566.30863561348,"Canada.BanksIsland.GreenCabin-C10","presence"
3147.37450603736,4299.64903443443,2280.64190400963,4096.65308085557,-6345.88100323242,0.519852209091186,45.7112922656547,-6367.27764724191,"Finland.Kilpisjarvi.16","presence"
322.911402861941,210.88196844292,511.382057618247,126.324356108082,-1610.02414798696,26.8513469696045,-15.7058878963588,-2096.98945647056,"nonveg_1309","absence"
2847.62532131714,3664.48612632052,2146.70419312443,2195.45059013248,-5767.96348768881,1.35831093788147,48.5145319729617,-5187.50420319888,"Russia.Kolyma.OW1","presence"
2256.32265752962,2891.65859377449,1078.2111992942,2360.43129904122,-4817.19288844872,3.88938119676378,10.9579365254468,-4547.91038613659,"Canada.DeceptionBay.TH6","presence"
-133.516119691298,303.059712121528,-345.06524456418,-514.494833901449,-325.980715241532,24.4778156280518,9.1977880379514,-1187.26261202918,"nonveg_761","absence"
1980.89883244526,2395.82811198319,1628.71611055974,1380.52967161605,-4509.31921152457,4.27088252703349,12.1166598235011,-3640.64584258013,"Canada.BonifaceRiver.LSA4","presence"
2086.29082965112,1890.32651296148,1026.55984229296,2499.41492698367,-5234.47197332972,5.72441694471571,59.4104306703503,-5564.86725954113,"Canada.ChukotkaRiver.TH5","presence"
1235.10533120551,1377.64938906968,973.381818109126,218.261628817406,-3035.57048426074,4.03057985305786,25.6849764927779,-2575.73503999091,"Canada.PrincePatrickIsland.MouldBay-C03","absence"
1593.76220905325,1821.82782637926,1476.64209898712,640.205088969679,-4362.14655342983,1.74916028976441,5.31868495517062,-4562.01343683369,"Canada.LeRoyLake.TD4","presence"
52.9517553128491,295.391742402712,294.884167787183,-3570.47749801169,-1958.23412986488,1.47050523757935,-6.91235464212383,-1887.00198064226,"nonveg_979","absence"
2675.85334221899,3501.25110814665,1210.05022471021,3044.14979763236,-4685.56960981966,0.826613306999207,60.5027515849251,-3866.08107390733,"Russia.Yamal.Kharasavey-2b","presence"
1573.00049237928,1377.13630323946,84.5174888211717,-1015.8373454241,-2930.19219335245,0.0906719863414764,57.2493462906965,-3347.64596249188,"nonveg_632","absence"
3375.08732745102,4167.03108675078,2140.85831297975,4174.34318593759,-5595.64669569445,0.435647088289261,43.7512950334074,-5852.94301717441,"Russia.Yamal.Laborovaya-1","presence"
2800.27000172561,3465.36398371431,1601.91480410941,4139.0828563086,-5349.78584794222,0.979912692308426,25.90743440762,-5228.88475916355,"Russia.Tiksi.FloodMeadow","presence"
2640.38598962437,2820.27638179933,1940.53825810615,4437.76315002634,-5183.8713262302,2.3666378127204,6.53970884998961,-5349.61698710478,"Canada.ChukotkaRiver.TPO2","presence"
724.295724175955,1096.33557103588,490.706082170372,906.475693064135,-1411.81626884402,1.70424664020538,5.69730834159958,-1410.88574760272,"nonveg_1968","absence"
3887.01484687006,4290.07871908307,2373.66920260091,4269.90281689684,-6429.08081758588,0.815020562542809,49.5395829978612,-5874.3278038433,"USA.InteriorAlaska.DEW","presence"
2468.03464247371,2626.65153489211,1768.61112363344,2434.01035703199,-5073.35734740822,0.873459060986837,29.5691537912613,-5189.76318850853,"USA.YukonKuskokwimDelta.5","presence"
2480.24718967082,2687.59423719582,2518.93618942377,3633.28448759834,-5179.89506249454,1.0471171617508,11.7078474229636,-4843.76937531194,"Finland.Kevo.10","presence"
546.734280590636,751.700777633409,553.24875256625,113.036505184445,-1948.93863116995,9.20244216918945,-0.250556614446671,-2145.38774257454,"nonveg_855","absence"
-183.733789898416,76.7417767281104,-476.704938411668,-125.604344220729,478.187021972431,31.0020389556885,5.1398447107588,180.861399031879,"nonveg_592","absence"
2032.62638465059,2192.72058063883,781.857354396369,1802.43675025785,-4930.81465220135,0.23844091296196,37.2173101242254,-4633.50205762171,"USA.NorthSlope.Deadhorse-C16","presence"
-94.6679476887061,10.2475786416024,122.291998064219,4371.37458030126,5557.23002985884,0.138568818569183,-11.4189445133118,5348.73309359517,"nonveg_1720","absence"
2570.23829889862,3216.92619771177,1624.51754389026,3528.21565085354,-5435.96378286496,3.78945808940464,23.5947884039104,-5530.62366416079,"Canada.DeceptionBay.BEGL2","presence"
712.95435168495,478.643757105179,679.08376128666,-1671.13347521708,-1480.79376191877,1.57385766506195,1.20966394279605,-1515.22223357386,"nonveg_568","absence"
414.002266566731,1704.437466366,343.011608899792,250.919022798885,-2963.55660983131,0.584501802921295,3.54953288334697,-2087.20363285746,"nonveg_663","absence"
2927.74029877908,3572.15286142228,2224.70131222397,3271.99749606787,-6157.77027149904,1.56845382849376,-2.73605181018159,-6525.49114133392,"Canada.LeRoyLake.TDA3","presence"
813.34909158122,904.843805526871,782.278953119133,-2166.39457134133,-3162.9994601236,2.43069458007813,1.29458910258693,-2561.39427149443,"nonveg_985","absence"
-60.3898899300917,-64.3697470207012,10000,-34.3517539728613,-459.730687791704,9.70232677459717,-419.18291208042,-209.793859384749,"nonveg_1477","absence"
3017.05235681845,4190.40531462496,1506.36536381876,3835.25012496258,-6133.80598419981,0.57264356315136,63.1458035863219,-6286.02442714205,"Finland.Kilpisjarvi.17","presence"
243.252033084145,475.425900413584,159.269128580104,-1834.18240636863,-758.979910985307,9.05084419250488,4.6657169168912,-749.141214696463,"nonveg_848","absence"
-36.8020421460911,-293.219641998887,-477.532762636581,1820.32193348426,7457.63776738049,2.03024411201477,20.0332145677495,4692.62292081017,"nonveg_1637","absence"
98.2057443596,360.789376789346,378.76641297775,356.572536674997,-1549.90176105902,0.287813544273376,-7.58272077346352,-1767.5059873896,"nonveg_953","absence"
2779.2580509208,3032.93736451906,2039.88300671638,2661.60084175473,-5661.33540605022,1.02030289173126,28.1002354018003,-5331.18400806593,"USA.YukonKuskokwimDelta.UB5","presence"
986.048647182741,332.824488850731,394.08417146475,-2218.60614705302,-1743.56495750059,1.49521458148956,15.1785763004613,-1811.29213412795,"nonveg_576","absence"
3471.40060996866,3905.15498191355,2079.89236193148,3559.40545220617,-6088.66214140997,9.15475124782986,34.764998105456,-5949.18706136562,"Canada.ClearwaterLake.LSA2","presence"
1715.07359080455,2524.8395223273,1064.72404646107,1919.71803447783,-5293.91390754359,0.205136880278587,-20.3877231759957,-4870.59791535582,"USA.NorthSlope.14","presence"
158.66031644037,561.784410886666,-488.549724606112,-2383.46547280357,-1555.52681816237,0.923214018344879,15.4097628820591,-378.459935849046,"nonveg_1888","absence"
2245.24148168054,2751.26255396628,1909.47576947734,3201.7776393696,-5953.77103894108,3.0748868783315,11.0617027922748,-6289.83059004542,"Canada.PayneLake.TDA3","presence"
52.9517553128491,295.391742402712,294.884167787183,-3570.47749801169,-1958.23412986488,1.47050523757935,-6.91235464212383,-1887.00198064226,"nonveg_979","absence"
4356.08127824594,4656.8384847081,2684.84196912959,5768.24212707006,-7613.06158183492,8.50175228118897,23.7034198835476,-6854.01866019419,"Finland.Kevo.11","presence"
3887.01484687006,4290.07871908307,2373.66920260091,4269.90281689684,-6429.08081758588,0.815020562542809,49.5395829978612,-5874.3278038433,"USA.InteriorAlaska.DEW","presence"
1391.26300808496,1091.52168571085,270.191650795751,-981.774342918404,-1198.10553817931,0.690925061702728,33.9718593117942,-1699.06291257054,"nonveg_543","absence"
2889.61915721306,3217.00634974214,2153.05166371726,4059.58493200806,-5365.19732802186,0.534133434295654,9.87435150856045,-5231.70963853649,"USA.YukonKuskokwimDelta.UB6","presence"
3096.04473610857,3552.32620914167,1970.36169738142,3362.44362631086,-5428.91390501152,1.17316051456664,34.6739298913621,-5189.88678822061,"USA.NorthSlope.Oumalik2","presence"
3887.01484687006,4290.07871908307,2373.66920260091,4269.90281689684,-6429.08081758588,0.815020562542809,49.5395829978612,-5874.3278038433,"USA.InteriorAlaska.DEW","presence"
2283.59032215495,2048.98515593233,786.458169294792,1229.79687529185,-5612.81160576676,0.790813326835632,34.4651517748495,-5301.47687077285,"USA.YukonKuskokwimDelta.1","presence"
647.076617393158,1570.51513842209,791.837038225016,-810.2725010719,-2761.70910308989,0.179700762033463,-5.56770849353298,-2489.28526607958,"nonveg_507","absence"
556.862784961306,601.45372673813,976.867125032149,-830.322415306571,-2021.99167147639,2.06429862976074,-19.0911063668565,-2026.41032068383,"nonveg_975","absence"
3798.96891392385,4463.82533234441,2671.70932878396,6173.40447616446,-6246.24287189175,1.10292699933052,17.16725218327,-6553.39768359879,"Norway.Javrresduottar.A-Sphagnum","absence"
2408.92749957098,3348.07069127298,1720.78880312008,3750.61569571939,-5587.18106527999,0.690010339021683,1.44539975515651,-5277.63965215639,"Russia.Tiksi.WetFen","absence"
2887.63201823261,2756.26994725696,2409.15447748417,1984.95762768368,-5206.00413215498,10.7853665033976,38.297748937442,-5469.21395027369,"Canada.Yukon.UPPERPALDO","presence"
2472.53709325902,1873.32450614178,715.909591311995,636.591288710085,-5187.45589183308,0.279615129033725,63.691200309965,-4723.20829549416,"USA.NorthSlope.13","absence"
3221.0384941989,3204.62374950482,1885.030376973,2806.74197842633,-5381.10080816068,1.47813733418783,46.474566431927,-4984.32807230565,"Russia.Tazovsky.Burned12","presence"
-282.633140671089,585.803917785792,-276.68334616153,6229.4265160169,4925.8159731755,37.4029350280762,-0.123954052282466,5622.40516072798,"nonveg_1290","absence"
3337.69431654186,3500.15691983799,2158.46096593765,4200.04054225479,-5352.22895078649,1.60589011510213,37.5429949409926,-5264.21176610264,"Russia.Tazovsky.Burned44","presence"
112.876328257125,1075.79751511772,326.230768152987,-703.945376600715,-458.710200147658,32.2242774963379,-14.2236293263908,-1273.47557070672,"nonveg_1442","absence"
3170.04990026593,3922.40023522381,2021.2835927097,3070.04917754259,-5689.51074737265,8.08605320188734,7.46747591705585,-5469.89154636514,"Canada.Yukon.UPPERQUARRY","presence"
153.935164656619,222.862214607195,487.250213577041,-2887.01632469076,-1301.572681984,3.63399982452393,-12.3450018118675,-1058.43717075392,"nonveg_976","absence"
112.876328257125,1075.79751511772,326.230768152987,-703.945376600715,-458.710200147658,32.2242774963379,-14.2236293263908,-1273.47557070672,"nonveg_1442","absence"
757.008147530346,1151.57298223734,508.417978042812,-1262.42495002601,-2895.75094098948,5.7586128115654,17.1789621684825,-2536.1140098133,"Canada.Ivujivik.TP12","presence"
1281.1430700178,939.793784622101,792.367210558623,-660.308656685136,-2193.20201802673,0.411850243806839,19.5510343783672,-2088.14129076207,"nonveg_863","absence"
2889.61915721306,3217.00634974214,2153.05166371726,4059.58493200806,-5365.19732802186,0.534133434295654,9.87435150856045,-5231.70963853649,"USA.YukonKuskokwimDelta.UB6","presence"
757.008147530346,1151.57298223734,508.417978042812,-1262.42495002601,-2895.75094098948,5.7586128115654,17.1789621684825,-2536.1140098133,"Canada.Ivujivik.TP12","presence"
295.287127459826,344.48023918831,234.472598188166,38.1667665320766,-1309.68158399611,1.25127553939819,2.89592996531715,-1068.49915515065,"nonveg_806","absence"
424.644019766388,163.668496279915,49.2317120680475,3970.65950750447,312.729068546419,0.472099512815476,15.0164923079336,281.192070008515,"nonveg_1547","absence"
3109.56104509606,4053.16233172744,2698.59041488744,3843.43268394494,-6033.48541847604,0.319405287504196,16.6418649707849,-5885.18314000422,"USA.YukonKuskokwimDelta.3","presence"
986.048647182741,332.824488850731,394.08417146475,-2218.60614705302,-1743.56495750059,1.49521458148956,15.1785763004613,-1811.29213412795,"nonveg_576","absence"
2221.58153198607,3046.37511404921,1573.94816920354,755.675758466427,-5420.06229971447,1.96774911880493,20.2146272765701,-5098.33261920517,"USA.NorthSlope.11","presence"
3218.51207591946,3869.66212713569,2081.01062870768,2413.32459890323,-6552.66174030322,6.87111492156983,30.7491984340646,-6050.67889048007,"Finland.Kevo.1","presence"
815.440674485949,287.71566307042,388.145156818963,-753.577579278865,-1732.76133391742,1.49644756317139,17.0918207066794,-1463.19862154678,"nonveg_916","absence"
831.232959382188,235.458010399529,-25.6046505987255,-2750.97280378933,-1906.59727505442,5.28651666641235,22.5483581573925,-1362.95294530929,"nonveg_779","absence"
2763.33738943176,2982.40146386996,2217.48929513158,3075.08770568219,-5684.85168186109,0.547209504577849,14.9712072894115,-5523.61667277226,"Canada.DaringLake.Tower1-Shrub","presence"
379.669580421286,738.020832664404,937.504603437682,-785.70252151636,-1818.6501435957,7.41896295547485,-14.6798690267473,-1445.52910208416,"nonveg_1037","absence"
1516.92685460053,1337.74967281064,1171.65514712989,-1901.45304053255,-2860.23975772491,15.5341835021973,17.2635853735319,-2277.44017875184,"nonveg_807","absence"
1480.69974194055,1618.57436707195,1050.39160683661,1519.30249257777,-3726.51830070363,31.2691631317139,15.9373383371832,-3231.53714145354,"nonveg_856","absence"
3224.84005587537,3196.06555133078,2104.15727855702,5209.30723456161,-5551.96812042449,0.126400412619114,34.3321150185189,-4899.53285760634,"Russia.Yamal.OstrovBelyy-1","presence"
3218.51207591946,3869.66212713569,2081.01062870768,2413.32459890323,-6552.66174030322,6.87111492156983,30.7491984340646,-6050.67889048007,"Finland.Kevo.1","presence"
3180.51751878345,4213.62255485688,1971.03500370078,4902.87481296574,-5494.91065923358,8.44090024630229,23.86272744874,-4757.74771886077,"Sweden.Abisko.KJ-BirchShrub","presence"
1995.25204134591,2514.26681405331,1243.96515741139,2539.27478961018,-4777.11994457754,0.382642395794392,-1.62590384992512,-5236.97196939671,"Canada.DaringLake.Tower1-SedgeTussock","presence"
1802.72320007602,1925.332761354,1301.82666153832,483.991441468236,-3891.56133762337,1.74130713939667,26.4268397039291,-3292.66081389012,"Canada.ChukotkaRiver.TPO5","presence"
953.349146739843,655.3739705554,-108.663519090521,-2618.67416517088,-520.888787307489,21.2400760650635,31.2356666420695,-1008.63907563856,"nonveg_923","absence"
2535.14998068098,2980.09174876066,1718.61374518774,3569.78366103325,-5440.63257046773,1.05238780805043,69.2349076557761,-4965.67164264075,"Russia.Tiksi.DryFen","presence"
3335.61365027933,3655.85148124114,2317.65787448546,3541.35104169007,-6464.37980343924,6.68461412853665,21.6999368594934,-5169.60951438298,"Canada.BonifaceRiver.AB2","presence"
2550.20664103957,2740.22155322485,1985.99562252973,2792.59950864646,-5524.78962494976,1.38784732752376,49.8386670312301,-4194.92649492805,"Russia.Tiksi.ShrubTundra","presence"
2340.77971255685,1948.06202802455,1808.27435963202,-1254.34761980007,-903.941167872573,31.1720294952393,17.1775920298333,-1253.86289686178,"nonveg_647","absence"
388.213404963346,232.277753959808,664.984427711951,-1577.25010286268,-2615.37547796223,12.6318216323853,-13.1795725118383,-2856.86768433871,"nonveg_986","absence"
1581.04726897787,-191.891497447979,1121.85371153373,118.864892898756,-2815.87145075026,20.6634216308594,45.919355744414,-3418.12309739353,"nonveg_1132","absence"
1972.4033869296,2214.06541694655,1486.23217333596,1228.52148404561,-4941.83418792498,0.689901928106944,15.8816099655225,-4877.47000298672,"Canada.PayneLake.TD0","presence"
2675.85334221899,3501.25110814665,1210.05022471021,3044.14979763236,-4685.56960981966,0.826613306999207,60.5027515849251,-3866.08107390733,"Russia.Yamal.Kharasavey-2b","presence"
635.162940336989,1170.04285838726,672.377866146481,370.570703646835,-2217.2039179916,1.37796580791473,-1.43134330036505,-1920.71663526339,"nonveg_899","absence"
694.320145101465,1076.85533976622,875.670625636154,-1614.39343536906,-2298.74264803634,0.619643092155457,-6.25346484602379,-2039.48099240447,"nonveg_957","absence"
1880.03061077749,2068.75342759317,1178.63458681632,2695.55091387968,-3877.1169744881,2.54094226019723,40.7083104604695,-4181.46422540269,"Canada.BanksIsland.GreenCabin-C09","presence"
2857.58915971572,2893.00330864467,1853.22386108895,3161.21279454599,-5250.33234271634,0.813152492046357,22.0907648239195,-4560.26325647869,"Russia.Yamal.Laborovaya-2","presence"
2332.93915019494,2478.94688826623,850.770581290103,1465.55135934856,-4419.57786791593,6.12153816223146,17.416040020107,-3421.26747200694,"USA.Kougaork.LowShrub","presence"
3276.51631398655,4399.3451162336,3299.66389844715,4572.74459755685,-6092.10645800106,0.46497905254364,-2.82516449585158,-6044.59083449832,"USA.YukonKuskokwimDelta.2","presence"
3588.80419213494,4029.28022026445,2378.34581332674,4184.39937000498,-6070.29703428322,7.67448319329156,27.2796778542926,-6380.37925872977,"Canada.ClearwaterLake.AB3","presence"
1235.10533120551,1377.64938906968,973.381818109126,218.261628817406,-3035.57048426074,4.03057985305786,25.6849764927779,-2575.73503999091,"Canada.PrincePatrickIsland.MouldBay-C03","absence"
3402.18164901731,3604.73967524315,2013.42374919605,756.198093525645,-4574.94950461641,7.40588598251343,96.02024564546,-5404.38512574882,"Canada.KluaneLake.Outpost-MixedTundra","presence"
4699.60816671845,4644.28197608693,2050.66436232188,5991.24902062041,-5895.49007685165,8.42828547954558,112.712255699912,-6456.46690785978,"USA.Kougaork.TallShrub","presence"
112.876328257125,1075.79751511772,326.230768152987,-703.945376600715,-458.710200147658,32.2242774963379,-14.2236293263908,-1273.47557070672,"nonveg_1442","absence"
2817.85291650399,3206.31695213367,2049.23544980011,3192.05467757667,-5431.68280055108,0.0927307307720185,9.92537851046059,-5465.44529275446,"USA.YukonKuskokwimDelta.U","presence"
564.355742801701,648.711666621756,402.880252990199,-87.5642508083669,-2736.73403471262,1.94081429334787,-14.8012216802842,-1953.43603249391,"Canada.EllefRingnesIsland.Isachsen-C01","absence"
-194.36003680126,236.693831992746,451.082879713081,-1221.32193462366,-1810.59949247517,1.80528426170349,-28.0627355006235,-1556.92822111158,"nonveg_912","absence"
