"spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_NDVI_annualMean","spectral_NDWI_annualMedian","spectral_NIR_annualMean","spectral_NIR_changePSLS","site_code","presence_absence"
2712.09282806234,3399.57804757441,2607.96115192016,-5076.89418381016,-5555.76173384938,-5571.89062885648,-4366.92883123305,1.02030289173126,0,2415.20498031243,1173.30376070569,4292.59693851548,-5554.73629672691,2546.877697657,-19.2885557633688,"USA.YukonKuskokwimDelta.UB5","presence"
1622.63600965679,1470.56885953197,1547.73882158189,-3738.90394814268,-3467.81740199643,-3118.67829394531,-1634.22199322509,2.10152578353882,0,1470.56885953197,900.746539066123,2906.52099966236,-3118.67829394531,1487.91421545548,8.36730924291226,"nonveg_996","absence"
136.545075236605,98.4788275306994,308.668824134952,-2030.42606334078,-1539.59659275331,-2401.12875371549,-1800.8691859771,29.5159206390381,0,231.517493690806,309.444247895988,427.543186839539,-2030.42606334078,1237.51893635553,0.221243139679672,"nonveg_790","absence"
2182.99211209718,2380.64641446695,1638.27989219002,-3848.37757324232,-4021.72479858452,-4870.02039997706,-3562.84325051089,4.5708220799764,1,2255.49283273938,837.815441255198,4313.22383609814,-4454.55991876582,2112.09649953016,-15.2860280852603,"Canada.BonifaceRiver.LSA2","presence"
1046.08653503691,1011.26636785932,1.01354834531105,-2270.73906963745,-2119.10502778882,-2402.6223343208,-3094.7608589237,1.29504609107971,0,1011.26636785932,1104.08794351487,2026.70886204115,-2309.0515274621,1341.69037114548,2.27324414263291,"nonveg_746","absence"
3077.06056707202,3654.54903361534,2238.76720158177,-5185.80709519768,-5826.84537387619,-5667.10320734769,-4131.73905952921,0.779629445075989,0,2809.1404322024,1264.39344767593,5076.62981375601,-5891.6001852413,2224.85273551242,3.35424508326546,"Canada.DaringLake.LowBirch","presence"
2925.0241628768,3673.20349500889,2247.96191977083,-5517.50967825985,-5443.86860725622,-5776.75362576174,-4671.61083792578,2.90262179374695,0,2786.14493034897,1610.85705105233,5259.21619393871,-5634.63790991826,2423.44495876947,-24.0019028885473,"USA.NorthSlope.Sagwon-C18","presence"
4075.08026614954,4543.16481171016,2243.81829141024,-6216.08335024242,-6092.22928207269,-7447.83751053992,-4354.98679758512,2.06977232297262,1,3243.32763637447,1857.77227746166,5602.18048669005,-6165.14958363637,2112.58455644568,-4.9888708773017,"Canada.ClearwaterLake.AB2","presence"
1911.80249487219,2019.14901764285,1312.93497279182,-4065.61930557791,-4390.59183268059,-4710.35184836462,-3160.15810798622,1.16105344560411,1,1610.34258753463,1174.99732896199,3990.09985114508,-4478.71582878223,1747.28949459495,-16.8125365105499,"Canada.ClearwaterLake.LS1","presence"
4032.99147671323,4281.34284973203,1394.64212973842,-5800.7711677055,-5625.02426422103,-6557.02925036381,-3073.7550385403,9.37593010493688,0,3094.81770237518,2625.16334188347,6109.19142787643,-5485.46224998063,2415.71107144609,-21.6178709677952,"Sweden.Abisko.KJ-SalixShrub","presence"
-3.76655056012777,105.649494142408,854.524201603308,2665.49548156414,5543.77278539479,2816.13043167693,3490.14359300417,0.330984532833099,0,105.649494142408,910.087832789709,1386.25419041525,3490.14359300417,340.209145310293,-2.72852472266894,"nonveg_1736","absence"
89.311298193376,755.112805733647,289.749267420556,-1311.07293810496,-1143.69613930734,-626.89030944924,-698.107313834647,21.8847503662109,0,289.749267420556,665.801507540271,564.338197220208,-1143.69613930734,2180.59102706338,-74.025799382924,"nonveg_994","absence"
4032.99147671323,4281.34284973203,1394.64212973842,-5800.7711677055,-5625.02426422103,-6557.02925036381,-3073.7550385403,9.37593010493688,0,3094.81770237518,2625.16334188347,6109.19142787643,-5485.46224998063,2415.71107144609,-21.6178709677952,"Sweden.Abisko.KJ-SalixShrub","presence"
4459.63955385763,4859.08814279598,2191.25722718723,-6012.74247367146,-6229.23809774328,-7040.93316549194,-4877.43168154621,0.487291187047958,0,3861.97802798959,2635.13301070967,6582.86912794723,-6010.39724297674,2874.30704762917,2.62176873954722,"Norway.Javrresduottar.A-Salix","presence"
814.203651104728,1111.38513683276,540.516687806959,-1554.95898266029,-2087.66505873107,-1687.81664637967,-1928.94086760829,0.77367901802063,0,814.203651104728,570.8684490258,1264.46182840577,-1928.94086760829,2564.37648103162,-17.5516661489071,"nonveg_926","absence"
1435.32804161536,222.18764413351,772.615027971789,-1108.61160462202,-692.026235670759,-2117.27992441048,-238.035065731556,8.26713180541992,0,772.615027971789,1213.14039748185,1461.39637420752,-692.026235670759,2488.9978970747,794.27990416978,"nonveg_645","absence"
393.400196936598,719.500167128014,126.231139421128,-1528.84018317076,-1588.94552000482,-1759.42739702621,-2031.86154004816,2.51329660415649,0,628.873371682661,593.269027706886,831.365792663116,-1759.42739702621,2291.41954798125,-28.1780427883316,"nonveg_866","absence"
3191.12163386853,3552.33194041465,2465.38770838913,-5669.38059145473,-5702.35536890561,-6502.94928719197,-3682.68431972014,6.20568585395814,0,3595.53223338044,1355.45360381844,6316.730801237,-5836.44377485325,2837.60983247331,-18.551246748675,"USA.Kougaork.LowShrub","presence"
2799.33769530701,2904.08497473829,1969.07546069771,-4686.42014788144,-5091.4004108465,-5561.9112434145,-4115.44100726121,0.843150595823924,0,2300.75482118568,1449.47970169317,4356.78193269626,-5237.55910011178,2224.84028507778,10.1899737841365,"USA.YukonKuskokwimDelta.5","presence"
920.752296014644,518.64993300533,364.97475485708,-1455.36996671786,-1416.06382103477,-1663.02707752054,-1270.19159198943,1.57385766506195,0,526.475293181462,555.777541157564,907.597957833533,-1416.06382103477,2631.9335322883,35.6915601457663,"nonveg_568","absence"
3838.96387420851,4131.50482346056,2186.1637325534,-5308.25342057681,-5699.05893750565,-6105.47574858518,-4652.18363128782,0.211634151637554,0,3223.61281393691,2043.40790605962,4657.38639794615,-5250.50130849102,2876.65944353867,-20.6183645340522,"USA.YukonKuskokwimDelta.B","presence"
1987.96636864768,2132.86620198537,966.952373797985,-2567.33416377473,-3293.33646627136,-3261.1434616534,-2660.53916391298,18.7420558929443,0,2132.86620198537,1359.23028103431,3391.42555770878,-3077.65649550602,2101.50629668074,-28.1880883957709,"nonveg_1177","absence"
757.884603512871,1258.61052282406,685.318817901834,-1283.31185951098,-1530.55485610042,-1080.39723982708,-477.005996525181,3.20973563194275,0,781.408650753485,573.291704922229,1350.56482274716,-1283.31185951098,3013.53883648268,-26.2877710983946,"nonveg_861","absence"
3608.50038159579,3696.26180805004,1272.69702886916,-4783.62243848546,-5364.88849753299,-6100.00132880541,-3578.21793405369,2.79666913880242,0,3134.37667607408,2227.12445994295,4623.33453159897,-5438.67230047128,2491.65729244657,6.46286044915908,"Canada.DeceptionBay.TH8","presence"
3551.9625743202,4158.72104112547,1777.42528976018,-5411.43854374266,-5529.80691563501,-6274.51542929284,-4275.29129556354,1.35831093788147,0,3257.59821233732,2752.70143447026,4972.44380994142,-5802.8387016637,2662.06485157303,-21.9138977992681,"Russia.Kolyma.OW1","presence"
757.884603512871,1258.61052282406,685.318817901834,-1283.31185951098,-1530.55485610042,-1080.39723982708,-477.005996525181,3.20973563194275,0,781.408650753485,573.291704922229,1350.56482274716,-1283.31185951098,3013.53883648268,-26.2877710983946,"nonveg_861","absence"
-165.405570738431,882.570221245961,-28.5079334223084,-435.86829162572,-666.641775369957,-130.493035457508,-974.084814268235,18.9579315185547,0,350.303939022798,1047.97579198439,582.626950324365,-666.641775369957,1367.9109788718,-68.0551001415394,"nonveg_1316","absence"
2549.40172653683,2717.67225492154,1438.29819203318,-4604.2469389229,-5115.99771797159,-5269.55847302655,-3540.67098061654,0.353005814552307,0,2365.76108678692,1404.23209605888,4131.55385813324,-5071.7848729984,2293.85396482873,-93.0845650521062,"USA.NorthSlope.Barrow","presence"
2795.33567648528,3056.71442697323,1656.71538352205,-5620.67752825945,-5395.4703633683,-5983.33202416506,-4905.54879675533,1.28983381059434,0,2924.62702116218,1428.36906560939,4751.41040453537,-5170.47132960687,2321.31402163711,-0.043621198364599,"Canada.ChukotkaRiver.TPO3","presence"
3042.07521673644,3478.16754118447,1919.56003036501,-5363.27895690524,-5477.15174219666,-5478.73116121505,-4288.07773231705,0.10163414478302,0,2296.42031048787,1484.6276117518,4931.89345181716,-5728.40950210202,2007.4011190163,-6.71506024227106,"Russia.Yamal.Nadym-2-H","presence"
523.56633730117,-461.26378128154,-686.569969711914,3512.3486638171,6114.68169060404,3613.59705512259,3134.66402604275,2.03024411201477,0,-461.26378128154,1251.47258742019,-1176.07602935435,3613.59705512259,146.096661220006,21.5849280493489,"nonveg_1637","absence"
2515.23499672699,3161.64794167253,1189.72821708361,-4665.64172586213,-4642.94072054179,-5079.17208586316,-3484.99364981178,0.205136880278587,0,2243.72536132476,2075.35363129493,4229.96664618103,-4840.27497596705,2026.93598655379,11.5637482293767,"USA.NorthSlope.14","presence"
1755.56114515609,2081.36981638095,1046.74180499064,-5375.12673765955,-4775.03633635612,-5861.017443019,-4593.86589133926,5.83849377102322,0,1780.48126488017,1134.68688488375,4927.95020502488,-5319.78840045236,1627.29246940371,-10.2337805160123,"Canada.ChukotkaRiver.TH5","presence"
-75.7945934156013,507.369623355872,-949.653219150661,382.167080137264,-950.370437732169,-834.033571567714,134.247865862353,10.4064426422119,0,-75.7945934156013,1513.68325514165,-23.17434863185,-834.033571567714,2084.94157033518,-20.5339920800607,"nonveg_1172","absence"
3002.336048751,3473.20449683955,1642.1849073214,-5165.55047337229,-4955.44593273353,-5780.15556617757,-4027.51498133076,1.99919473197725,0,2636.35512041738,2553.84590286318,5074.70510974079,-4794.60160728899,2389.70591111643,18.7807526589322,"USA.NorthSlope.Oumalik1","presence"
-371.036825193293,-133.925536877724,-74.5378844008043,-2481.38945860171,-671.957286183255,-1129.5394311696,4283.35330133893,0.923214018344879,0,-74.5378844008043,1186.36902837311,-87.2615182404418,-1129.5394311696,1157.30099624692,-48.7886343963147,"nonveg_1888","absence"
129.642963455352,397.434530095383,50.6646067419503,-1228.94984297251,-835.962609594984,-1565.55471216502,-1131.78569749565,9.87068748474121,0,381.329727120342,692.255689365623,1034.95070813507,-1228.94984297251,1155.87622923732,-10.8431117777366,"nonveg_874","absence"
651.62544521885,1106.21710388972,431.94037185597,-1202.34735633139,-1549.61161707593,-2254.03454766412,-2128.98645035346,1.09585821628571,0,1106.21710388972,1329.07791666232,2305.87639989537,-2128.98645035346,1433.70175163753,-25.9838781564038,"nonveg_575","absence"
645.648591550047,446.783200241435,-127.077070187807,-1255.91144672828,-607.793971556566,-1264.21234525191,-760.434759997526,20.7710285186768,0,373.916763675044,772.725661737854,610.456592999047,-760.434759997526,1372.72228031792,5.72886861722533,"nonveg_616","absence"
-125.467870906637,572.003415340544,249.11645017962,-2923.31197205122,-1751.49551019544,-1522.18527219028,-1471.74097719006,7.42058801651001,0,249.11645017962,1347.69508588396,527.419768315596,-1751.49551019544,1152.82472717898,-66.5694797152235,"nonveg_535","absence"
358.475578250041,188.761286005168,299.319662133569,-2214.88676617949,-1576.38364155975,-1887.74685797665,-505.48213933175,14.9154071807861,0,188.761286005168,1006.5850517417,691.511681079542,-1576.38364155975,735.002767131674,0.907209997079998,"nonveg_608","absence"
3608.50038159579,3696.26180805004,1272.69702886916,-4783.62243848546,-5364.88849753299,-6100.00132880541,-3578.21793405369,2.79666913880242,0,3134.37667607408,2227.12445994295,4623.33453159897,-5438.67230047128,2491.65729244657,6.46286044915908,"Canada.DeceptionBay.TH8","presence"
1356.86249787183,1637.81637841209,769.208102586315,-3157.64962823025,-3093.21058159388,-3453.57794391553,-2273.89163893955,2.61307215690613,0,1433.50613641961,475.802071780215,2873.19422659253,-3850.69489735334,1805.47459077173,-0.403860407350329,"Canada.BanksIsland.GreenCabin-C08","presence"
2572.91774281028,2675.14896657636,1014.56342586899,-4537.70846578443,-4616.80068834661,-5301.96583151256,-3714.53568003471,0.518809294700623,0,1914.04055966707,2311.79927245268,4070.77728363387,-4586.27273947477,1930.68109268658,-5.56884954838605,"USA.NorthSlope.FranklinBluffs-C16","presence"
129.642963455352,397.434530095383,50.6646067419503,-1228.94984297251,-835.962609594984,-1565.55471216502,-1131.78569749565,9.87068748474121,0,381.329727120342,692.255689365623,1034.95070813507,-1228.94984297251,1155.87622923732,-10.8431117777366,"nonveg_874","absence"
129.642963455352,397.434530095383,50.6646067419503,-1228.94984297251,-835.962609594984,-1565.55471216502,-1131.78569749565,9.87068748474121,0,381.329727120342,692.255689365623,1034.95070813507,-1228.94984297251,1155.87622923732,-10.8431117777366,"nonveg_874","absence"
5008.22529446384,5329.00114565287,2518.78123826074,-6564.57457562066,-6423.09101389009,-7725.53935492346,-4380.11541309977,9.67088222503662,1,4282.44933219782,2855.83535523961,6891.37301225346,-6748.90754138493,2978.90252337675,-8.38589149572161,"Canada.ClearwaterLake.AB1","presence"
172.012072334927,171.763531639056,575.044271279869,-1921.52860223533,-1621.01410446937,-1757.71681195117,-728.573650641639,23.6059303283691,0,172.012072334927,570.768178973777,482.631307228987,-1737.04474367172,1854.6893888976,2.37943150667861,"nonveg_956","absence"
3837.29751874813,4242.1225721944,2061.25972123308,-5981.71792937209,-6324.50575199297,-6626.18644914342,-4742.89371793276,2.6369118988514,0,3436.65491233201,1540.58635880419,6307.01654517471,-6154.84929759327,2276.0296846249,-10.1693344691599,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
-153.595128398144,389.504429717791,728.910723705303,-2143.71963358671,-1186.56290474974,-1583.73951601523,-1361.01686735056,32.2242774963379,0,-21.7143363438131,1259.6556017391,1499.18540810257,-1583.73951601523,901.656485546214,-16.09065725677,"nonveg_1442","absence"
-61.8203273059646,353.419146846167,630.712827089118,-1350.15204544848,-1120.6352079276,-1731.82340249882,-1204.89071145124,13.1733207702637,0,353.419146846167,734.685482123675,850.622245567776,-1350.15204544848,1115.68421271798,-15.6846780962557,"nonveg_757","absence"
-439.937155675593,-440.97006123104,-612.019649976998,3983.33035372297,8875.79757795022,5045.79091225694,4271.44415680955,30.2174415588379,0,-439.937155675593,499.402562321218,-944.428022279754,5045.79091225694,693.837471969991,23.1368388479917,"nonveg_1344","absence"
1206.11830755503,634.46736108557,1267.88418017486,-1348.28586449545,-1471.75302191073,-1751.20455897023,-480.240933130202,14.6236114501953,0,789.644900068864,772.084798699665,963.072699163832,-1348.28586449545,1156.83764290654,23.1738401261241,"nonveg_700","absence"
205.113501842573,-113.402405874902,41.7493682046837,-699.260705714836,-1459.43604465297,-2359.99783551493,858.016385155384,14.2642393112183,0,49.3539231994675,423.289115847689,498.776809196222,-1459.43604465297,1011.96930723381,17.2637217011332,"nonveg_903","absence"
4618.92591049965,4738.0162699854,2395.69588606576,-6766.9668241684,-6553.86331094688,-7801.59460372176,-6089.98037096383,2.10942692756653,1,4303.48854002241,2506.91073657017,7694.35290443179,-6864.5956410383,2509.43154842062,0.690065050224689,"Finland.Kevo.14","presence"
50.9412433562824,1745.16323361682,-270.712176736591,-964.002276600647,-529.376217444461,-1163.70449645453,-1769.9017785843,30.8249473571777,0,1544.64854646407,2015.87541035341,2125.35542653466,-1163.70449645453,1335.12953904371,-41.5678344267916,"nonveg_627","absence"
1214.82265887709,1386.0856297451,343.710342636604,-2393.21243392179,-3320.25581747604,-2733.2826410575,-1724.06076506907,1.60337460041046,0,916.357457588507,1716.31986301678,2156.68913828849,-2429.27604874549,1699.91151820417,-91.6680490861824,"USA.NorthSlope.HoweIsland-C13","presence"
3856.89137739294,3983.87306838885,2341.50645551171,-5500.29612097132,-5700.50246126209,-6566.40583281985,-4275.73599645108,0.0545279242098331,0,3288.01554124081,1774.34997952835,5314.18629969641,-5686.87611611358,2765.26992221516,44.1950104179512,"Russia.Yamal.VaskinyDachi-1","presence"
727.422099527361,951.267673945904,604.498217493271,-1408.39673759319,-1360.45159267416,-868.430580070661,-588.938404537781,0.450459480285645,0,604.498217493271,496.972928504508,928.275443922254,-1163.57676027234,3456.96725851569,-46.8078643002062,"nonveg_733","absence"
2656.64204064736,2738.88004378717,1866.30633261516,-4797.39683099187,-5098.55421810645,-5436.05122035838,-4038.08695270846,0.896698021888733,0,2267.94265212496,729.164839438085,4394.02852254375,-4788.95361789625,2053.80960285129,-2.40768996313721,"Russia.Yamal.VaskinyDachi-3","presence"
