"spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_NDVI_annualMean","spectral_NDWI_annualMedian","spectral_NIR_annualMean","spectral_NIR_changePSLS","site_code","presence_absence"
1435.32804161536,222.18764413351,772.615027971789,-1108.61160462202,-692.026235670759,-2117.27992441048,-238.035065731556,8.26713180541992,0,772.615027971789,1213.14039748185,1461.39637420752,-692.026235670759,2488.9978970747,794.27990416978,"nonveg_645","absence"
2867.46400863894,3538.75673911173,1481.55023639448,-5517.85734664926,-5796.01965422108,-6588.59005393654,-3883.31000435666,1.4237090561125,0,2630.6212008415,3136.2380334188,5206.49100200219,-6051.44163876223,1942.42447143445,-13.8932983090075,"Canada.DaringLake.MediumBirch","presence"
2087.85581653519,2438.26116411524,1311.53126218981,-4528.77633808926,-5112.02101187039,-5145.42883662344,-3578.4316543622,1.74442791938781,0,1921.14716965442,2521.4516000604,4444.46361760606,-4262.64967655341,1863.29850205025,8.73716078655744,"Canada.LeRoyLake.TD1","presence"
-90.6382623965788,-731.305482733805,-468.570818798784,3145.58541962403,4728.22301756001,6015.104726665,5106.98081643844,37.4029350280762,0,-468.570818798784,640.667220337227,-252.450187443032,5106.98081643844,718.316638703065,3.61854181363858,"nonveg_1290","absence"
3042.79340908888,3391.15568576374,2065.7193272022,-5223.67481966043,-5294.20923887766,-5794.63504329054,-4270.11294947763,0.103492642442385,0,2729.83598397657,1046.76389348411,5066.72241033117,-5425.968255244,2312.51029789095,-11.7171399357289,"Russia.Yamal.Nadym-2-IH","presence"
954.378931846905,330.816863641836,410.113268248026,-2510.20814374052,-1154.44308995526,-3004.54975592095,-2078.58581099416,0.409684360027313,0,433.30553791251,623.56206820507,864.782242919964,-2078.58581099416,2604.15563173652,27.0702579323988,"nonveg_767","absence"
472.242569198513,950.355986929977,321.987349571582,-2618.17999481896,-2323.20758945224,-2041.03306448868,-2569.45788950004,12.6318216323853,0,472.242569198513,628.368637358395,1592.59751801673,-2569.45788950004,1217.54810729386,-26.8786841649268,"nonveg_986","absence"
3029.87135242294,3588.08664982399,573.643869864265,-5270.12550982107,-5021.17599559808,-6445.37119132117,-1336.40333780903,7.35137740770976,0,2491.56315385587,3720.03916508509,4466.87905018211,-4579.79000211937,2709.49191480046,-13.4551304655502,"Sweden.Abisko.KJ-MesicHeath","presence"
-199.867576365942,389.074828217214,544.406376410869,-653.100027509012,-116.627124221566,-73.0719203677629,807.816722219529,28.530839920044,0,229.846753113836,757.920187078046,218.574715304076,-116.627124221566,768.505492444056,-17.2589197017459,"nonveg_689","absence"
2929.12536121798,3080.38151839631,1806.05387203677,-4937.05821844081,-5311.63476849325,-5890.00683083124,-3272.75875535467,1.19880718655056,0,2722.29127245739,1784.56524195283,4557.09863462068,-5572.11280016892,2270.36097374545,0.464914501347817,"Canada.CoutureLake.TDO4","presence"
638.702451277881,64.103492786498,367.267221354713,309.443888603796,-141.697699692549,-522.285289501153,2489.69574874608,0.186212286353111,0,253.275907279042,574.598958491383,-209.602040658297,176.829744088361,1180.77218528104,27.8314261015441,"nonveg_1642","absence"
4634.67056410814,4790.88770667428,2333.92800861155,-6670.97036279532,-6943.55642924009,-7333.25291695408,-5842.98521751492,8.442165184021,1,4321.11592278959,2388.9149178196,7266.5336744922,-6774.70089881212,2684.2515981898,-15.8160649092748,"Finland.Kevo.11","presence"
3932.193986412,4258.45290383938,2633.51798805817,-6470.65210585776,-6637.67943266648,-6908.58393926734,-5627.83623394214,6.97481546401978,1,3430.55627189096,1091.64042093826,7336.74118266779,-6632.65970270376,2231.51415775124,-5.90546734828886,"Finland.Kevo.7","presence"
844.944193550445,329.4725385278,112.309700725402,-1727.06510452986,-1863.26824188993,-2021.94837877885,-1591.56316265065,1.49644756317139,0,383.925140673143,732.634492825044,638.118136402434,-1727.06510452986,2655.14285997068,62.7714126570449,"nonveg_916","absence"
3838.96387420851,4131.50482346056,2186.1637325534,-5308.25342057681,-5699.05893750565,-6105.47574858518,-4652.18363128782,0.211634151637554,0,3223.61281393691,2043.40790605962,4657.38639794615,-5250.50130849102,2876.65944353867,-20.6183645340522,"USA.YukonKuskokwimDelta.B","presence"
2672.21420468409,2953.39204973306,1564.09081849689,-5415.8283116358,-6225.43662913585,-5840.17332497713,-4261.3859584557,0.996035635471344,0,1777.74368184221,2124.88290679607,5020.45387755588,-5375.90674046061,1685.38779222662,-25.1831984558895,"Finland.Javrresduottar.A-Salix","presence"
4816.00120167288,4853.34352676032,2896.3700352955,-6601.24131113803,-6731.7127548056,-7939.32785022484,-5270.63450628448,5.19213094711304,1,4099.26429863879,1681.10875399567,7575.19672892062,-6903.9408428211,2638.89286359585,-2.47388248174389,"Finland.Kevo.4","presence"
121.015083739781,-554.622179557671,256.13682337706,-1683.48573466533,-1976.18947313868,-2477.48881192895,-1265.88986557669,1.80528426170349,0,7.21447110177161,810.759002934731,-2.88318771790769,-1683.48573466533,2540.36177091331,230.251840123297,"nonveg_912","absence"
1206.11830755503,634.46736108557,1267.88418017486,-1348.28586449545,-1471.75302191073,-1751.20455897023,-480.240933130202,14.6236114501953,0,789.644900068864,772.084798699665,963.072699163832,-1348.28586449545,1156.83764290654,23.1738401261241,"nonveg_700","absence"
757.884603512871,1258.61052282406,685.318817901834,-1283.31185951098,-1530.55485610042,-1080.39723982708,-477.005996525181,3.20973563194275,0,781.408650753485,573.291704922229,1350.56482274716,-1283.31185951098,3013.53883648268,-26.2877710983946,"nonveg_861","absence"
59.3955999829295,69.9570857364017,529.141419868294,-832.034479216336,-221.336953757228,-1165.58934217301,767.914073254136,19.1562118530273,0,69.9570857364017,623.268840361411,377.438936192539,-810.00031467233,1024.68110677614,-0.23805315963134,"nonveg_921","absence"
1595.70744033262,662.748312585504,1211.62150090742,-3151.10017468349,-2823.43132417514,-3568.96294950419,-2733.0792055703,11.9502487182617,0,1117.9522728386,932.959127747112,1877.59906428964,-2823.43132417514,1301.2420569513,60.2465975221351,"nonveg_701","absence"
1219.9389074762,1116.9678104227,624.752238983145,-2369.76104947545,-2443.74849447777,-2847.44653603518,-1615.3423491618,1.73977684179942,0,894.002678655503,1614.49888024478,1806.5100799369,-2370.9262392017,2197.88916785361,71.8950556477208,"Canada.PrincePatrickIsland.MouldBay-C00","presence"
136.545075236605,98.4788275306994,308.668824134952,-2030.42606334078,-1539.59659275331,-2401.12875371549,-1800.8691859771,29.5159206390381,0,231.517493690806,309.444247895988,427.543186839539,-2030.42606334078,1237.51893635553,0.221243139679672,"nonveg_790","absence"
3672.56006223442,4161.84508877094,1635.5331322877,-5440.35056609357,-5628.22618125674,-6913.25269722304,-5269.10627970418,0.793582916259766,1,3492.53668562623,2258.23506489261,6365.43040865708,-6020.57819064868,2157.6878818436,-11.7222598220659,"USA.InteriorAlaska.2","presence"
2357.38369514137,2605.64760211154,1423.86230489248,-4165.05427472226,-4971.06450097671,-5040.90994395685,-3692.48040554106,0.751253187656403,0,2024.88167507188,1264.4679653035,3941.02548167132,-4971.68318228746,1939.07003203108,-18.813735878122,"USA.NorthSlope.9","presence"
2549.40172653683,2717.67225492154,1438.29819203318,-4604.2469389229,-5115.99771797159,-5269.55847302655,-3540.67098061654,0.353005814552307,0,2365.76108678692,1404.23209605888,4131.55385813324,-5071.7848729984,2293.85396482873,-93.0845650521062,"USA.NorthSlope.Barrow","presence"
2077.52892216091,2428.9178666732,1342.96442753364,-5396.53434182562,-4791.58200934184,-5483.00431912615,-4231.86693414221,4.02816851933797,1,3281.77681737832,2051.21070213742,6234.72938632777,-6781.83032704361,2326.00727645002,-11.4193581151417,"Sweden.Abisko.NF-Wetland","presence"
1620.10509192984,2114.94532039885,1162.01674347894,-3845.02325288756,-2938.41103520509,-3429.64972600077,-3309.20211512688,0.286605179309845,0,1620.10509192984,952.928576919911,3671.67318003019,-3429.64972600077,1729.82855974881,-17.216469903501,"nonveg_529","absence"
910.318461136278,-331.88568156356,235.966942784848,-1476.80205600936,-517.091440324955,-2857.51989247721,-257.139515685733,30.4646530151367,0,235.966942784848,1242.20414269984,1037.65181739579,-517.091440324955,1020.80576061441,35.0882253595519,"nonveg_794","absence"
2388.94772413022,2380.73209785604,1078.55158966942,-4742.95898204359,-4902.59630731426,-5959.37125909475,-3943.96712479972,0.676737904548645,0,1692.62360967852,1734.11824625254,3585.10525631068,-4838.94523424631,1725.26205223853,33.21407706383,"USA.NorthSlope.15","presence"
4006.85074487346,4559.82702579771,2241.46885582582,-6268.31766530493,-6333.65812789043,-6844.76411660236,-5006.51138873568,0.447153127193451,1,3110.50871460452,1979.9955178702,6017.40266106224,-6743.06565165884,2285.45931867764,-2.15772894386652,"Norway.Javrresduottar.A-Hummock","presence"
3196.8284654613,3740.41037155679,2377.64139800762,-5879.95124848666,-5406.53150617281,-5879.18972759646,-5410.62186373143,1.16029638051987,0,3041.67523881786,1346.84593552315,5684.25597145352,-5441.07624265909,2339.61965545886,9.15805346624763,"Russia.Tazovsky.Burned28","presence"
1987.96636864768,2132.86620198537,966.952373797985,-2567.33416377473,-3293.33646627136,-3261.1434616534,-2660.53916391298,18.7420558929443,0,2132.86620198537,1359.23028103431,3391.42555770878,-3077.65649550602,2101.50629668074,-28.1880883957709,"nonveg_1177","absence"
3457.46581074432,3593.90266097212,1950.57558005874,-5366.43229995952,-5887.64124806826,-6140.51725891965,-4751.36381995916,0.323475539684296,0,3222.72671748888,1141.42152718296,4995.99798027769,-6104.8925269673,2696.82298086058,-6.87129239377566,"USA.YukonKuskokwimDelta.15B1","presence"
2514.03922286843,2496.74066603524,1683.99523205436,-4162.28446515068,-4832.8318144415,-4986.17306617853,-2343.97209505908,4.06910061836243,0,2556.79494248491,1255.2704352991,4033.32064103697,-3897.866312752,2109.18706560801,6.9423324264263,"Canada.PrincePatrickIsland.MouldBay-C06","presence"
1911.80249487219,2019.14901764285,1312.93497279182,-4065.61930557791,-4390.59183268059,-4710.35184836462,-3160.15810798622,1.16105344560411,1,1610.34258753463,1174.99732896199,3990.09985114508,-4478.71582878223,1747.28949459495,-16.8125365105499,"Canada.ClearwaterLake.LS1","presence"
4006.85074487346,4559.82702579771,2241.46885582582,-6268.31766530493,-6333.65812789043,-6844.76411660236,-5006.51138873568,0.447153127193451,1,3110.50871460452,1979.9955178702,6017.40266106224,-6743.06565165884,2285.45931867764,-2.15772894386652,"Norway.Javrresduottar.A-Hummock","presence"
4096.71824542782,4115.4495334582,2266.77377957995,-6026.00270972924,-6201.36174466987,-6787.6395332249,-3877.05556519789,4.87148852348328,1,4540.96161258328,2695.96229478678,6171.75335585079,-5820.4085113802,3037.3559501885,-1.26486603726682,"Sweden.Abisko.VJ-BirchShrub","presence"
274.245360196243,759.325212946653,243.828530699128,-2072.84740842813,-1939.90155835618,-2287.79411327698,-2051.9096451914,1.70387876033783,0,611.361704668349,515.496682247525,838.014702288372,-2072.84740842813,2231.48751819614,-19.9085657307641,"nonveg_849","absence"
