"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_earlySummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NIR_earlySummer","spectral_green_peakSummer","spectral_green_startSnowfree","texture_NDVI_peakSummer","topo_eastness","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NBR_changeSSES","spectral_NDVI_annualRange","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NIR_changeLSES","spectral_blue_changeSSES","spectral_red_changeESPS","spectral_red_changePSLS","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
728.739882767768,-308.165976224141,338.02533043737,122.270855592568,238.982161961276,-68.7129033999946,865.729488626804,-273.809320837174,502.979280603838,314.101209305439,297.455128057569,-1559.09580877678,-2640.86665545349,-1985.33361779749,-2194.77565458848,3132.09490743835,2043.68386725306,2259.28288334303,244.871801891096,-0.0240835752338171,1.52118134498596,0,238.982161961276,223.970450906968,1036.90585899191,15.7986361550482,19.6140431677092,-58.7446642419555,7.76989609857676,1139.53880946398,-1985.33361779749,-2055.04699727719,-53.5863114285704,-1.1939512080661,-0.709644176475663,-3.53046579153327,"nonveg_1261","absence",1,0,0,0,0
280.650649326467,730.520011039396,743.098067011515,477.64663286723,553.414197521093,-994.692371413763,451.810712350322,1072.64882486327,1084.23832739433,738.972916448882,762.027415054391,-1880.65358425092,-1399.97263367893,-1444.72088646206,-1823.88310711006,2610.28921144699,1930.592081137,2458.68496036351,141.865193387667,0.00116626417730004,1.49644756317139,0,553.414197521093,557.06591155314,462.447417685049,-10.910541927785,44.2419056907142,-1.79686513887415,-42.3377549335415,632.427615044003,-1444.72088646206,-1510.23322722559,-3.37132157909212,-20.294141586153,-4.18423245915088,11.748579750972,"nonveg_916","absence",1,0,0,0,0
-163.134081261359,85.152498614386,-23.3354030181402,726.2994787619,81.3532688260731,-2770.61835305365,373.550545733976,731.479489343932,611.45544989247,1628.20097490481,374.322575744724,-2294.15586824457,-1529.66057944275,-2034.06661604237,-1102.90332230735,1163.7993300127,1047.80041073609,1814.30691270789,374.041706340156,-0.149255111813545,31.0221977233887,0,81.3532688260731,141.267152384572,889.433560023259,-8.14957833624774,-53.5453486985743,7.23252677550175,-67.9510364476469,1254.65042917083,-1529.66057944275,-1532.70310435408,10.8011118648331,-26.4805929813307,0.231955794068404,-19.512424650723,"nonveg_946","absence",0,0,0,1,0
3176.43067886769,3109.34639340034,3865.64358822614,4037.2440002234,2444.59223403969,3330.76441220988,5179.78167486329,5121.16698098284,6115.66419445178,6303.31891117376,3993.69933020873,-5703.82262714573,-5627.27196577145,-5981.03445159133,-6405.74389891653,2782.85868558409,694.817613141711,922.890850274207,-206.496760482645,-0.000802067713811994,0.0545279242098331,0,3627.67702757229,3404.79861309496,2480.27578145316,43.876399145539,50.8148387064481,-52.1244764983714,38.2527547218528,3964.08223596409,-5310.4002838531,-5570.72700973669,-17.9417642758188,1.02757415367626,-9.63222284033233,27.5837610943225,"Russia.Yamal.VaskinyDachi-1","presence",0,0,1,0,0
718.88057717178,814.337598526555,-66.5196940177829,1019.09745322886,532.691993686114,-499.935227112479,1317.80315077608,1411.00904879145,464.852452058744,1722.59368310751,948.509236880843,-1200.76201670097,-1119.03688356593,-2230.84188253799,-1006.89280895926,1694.86251881858,1301.07343943821,1233.23822550365,-726.34848564081,0.100287534296513,7.42058801651001,0,718.88057717178,603.697585719106,1085.61714724665,11.6367864678541,-120.62412747185,97.8730325049264,-4.69921361521635,1257.74123104877,-1144.90964431052,-1340.48864721493,68.6322279363844,-0.465861075430809,5.63644588954345,-46.2861636504957,"nonveg_535","absence",1,0,0,0,0
1324.92544045515,1394.83561554317,1414.50496337179,1648.16466415706,544.068082693221,528.296055937165,2507.44754847479,2528.96954466465,2673.50107898353,3094.21644726733,1083.57181189222,-2777.09897932156,-2850.22552253478,-3423.97808608715,-3312.35320905844,2045.96211111509,1059.86591538989,1222.98845115058,211.037209195136,0.0304091397672892,3.97197570800781,0,1368.93158947166,1278.97621816041,990.281832417414,8.49058431497509,23.8053060202842,15.6673922662994,-28.7367356959589,1704.14790236406,-3177.07388143735,-2848.74628715402,21.466967701925,-17.3057676123449,-2.4391460702562,13.583038222993,"Canada.PrincePatrickIsland.MouldBay-C03","absence",1,0,0,0,0
3175.09557424662,2420.83531412632,3743.70948498037,4042.81033796822,1953.12692978933,3736.31646299534,5285.76559544033,4313.15691331819,6216.79238038235,6421.55888584624,3311.47226780023,-5104.62669843642,-5339.25876636102,-5558.93317851834,-6473.90866542679,2792.42945569486,680.081656121545,916.371604098053,144.553333578209,-0.0229689665138721,1.35831093788147,0,2865.73940136038,3158.75346143645,1756.022672526,16.0259755046926,-11.8045689620177,-56.0123553758279,-0.292399823124825,2567.66681678192,-5450.79545922881,-5171.88329265362,-23.3799383325595,-12.5275237536104,-7.31869307066927,10.5864739516071,"Russia.Kolyma.WT1","presence",0,0,1,0,0
716.546467615537,243.868905612538,971.113060594323,1242.63572464693,144.739340425253,-1363.78739614996,1334.85711632292,853.99912258002,1844.58210944724,2163.94139138524,274.992910549016,-1816.79901142039,-2701.23938259546,-1879.75363656434,-1840.64207812712,1949.38701579059,1246.1886365652,1753.08868358512,-935.899855084551,-0.391773700714111,28.8161449432373,0,716.546467615537,663.780699778916,1097.89638422167,17.3274887027359,-9.69723800187871,-25.9730055350637,-25.32364128436,1888.94848083622,-1840.64207812712,-1885.74764819339,-18.1869163044025,-13.6869851427016,-2.6369458053145,-9.31773379681319,"nonveg_725","absence",0,0,0,1,0
953.236494312683,232.108453604161,1056.82080351907,1279.21984514775,514.385084354286,-254.891187278118,1203.33251150931,283.051277578315,1221.54301281795,1769.16518083276,582.285021194487,-1717.8455099841,-2953.84512294921,-2351.00965435835,-1880.34008513479,2448.41439770472,1723.45753555792,1361.91634611251,146.605968722997,0.152310863137245,11.925238609314,0,953.236494312683,807.15413618759,1047.11139154359,18.2854754149332,-20.2180946935163,-68.7260291595757,-6.1540832062871,1486.11390325445,-1880.34008513479,-2009.80989008644,-50.8274418713008,2.73762187876414,6.53570732433708,-44.889986666872,"nonveg_880","absence",1,0,0,0,0
3054.81721941734,2227.02237663553,3565.29880323891,4221.03705632344,1794.68105904371,2196.07572459263,5070.95509619872,4084.81141902676,5905.67269608677,6635.3720822155,3188.82666125645,-6310.40787723979,-5347.71703557251,-5663.86979866091,-6669.70664066376,2472.70936507173,676.854722783965,809.572848560319,-224.358030866288,-0.0130198703457912,0.849750737349192,0,2844.73142020895,2959.07451966849,2646.88590477753,46.0511882785185,-13.055757194653,-69.4299165762099,19.9491296625897,3691.29139387317,-5508.1459807241,-5755.34451697387,-39.18220842357,-13.4781351908312,1.61210215217567,14.7795215594626,"USA.BrooksRange.8","presence",0,0,1,0,0
3231.16970934382,3254.25895716056,3424.61417732273,3575.14174993604,2002.01448233404,3258.55703316569,6286.59504662709,6388.07312225089,6538.42566635039,6732.79605063552,4236.23997183304,-5622.51775380545,-6041.10588961117,-6456.56008887477,-6492.0310302846,2344.25444527931,565.207531018017,556.481852984112,16.5881585679803,-0.0497120827436447,2.86797575950622,0,3000.23913540176,3002.91807496782,1756.1581945128,28.9027163923523,-35.7337178905097,-12.498606313348,60.8176942901769,2867.98332176275,-6058.26381513371,-6106.43833131049,-8.00356511188349,0.458986432484511,1.45377408177528,-19.8478739687352,"Finland.Kevo.5","presence",0,1,0,0,0
3086.45088078385,2784.01851584725,3305.00318130909,3742.37816182049,2503.87846689423,3442.8659070813,5455.76745586513,5157.19877527122,5617.99805400901,6110.44248015278,4247.77948843144,-5469.06977530518,-5869.38991315822,-6161.61294369517,-6130.33325501374,2599.19590237846,693.856279437457,908.817755371529,183.52692420735,0.00067251926157042,1.63398277097278,0,3447.13275040064,3042.76170638585,1863.27385691135,43.7154922717632,14.7382204819419,-74.5309542764541,57.7378220110538,3417.82159870163,-5628.76481121658,-6133.79055579352,-35.5109467531286,2.3467291326138,-18.0726220700368,14.329496083663,"Canada.DaringLake.Tower1-Heath","presence",0,0,1,0,0
3026.83898580577,3157.75423289321,4000.6513147013,4249.15479344747,1783.46448694822,3679.95415520053,5344.66450386006,5474.84696450834,6432.70741463727,6823.88783308181,3075.36358787232,-5312.67750487229,-6160.59123273215,-6237.20189055004,-6488.73631802254,2575.2840074628,667.899703225688,913.313661237765,50.5757502683184,0.00258887060745447,0.228580526731632,0,2857.11208886427,3299.47898885951,3108.94737680506,23.7299676840256,-21.0706336652391,-64.3113964331274,7.50618253797944,5012.7186938739,-5918.65747714244,-5640.29023236434,-31.9439691542094,-7.58273099812308,0.334063947123946,0.667450306501354,"USA.YukonKuskokwimDelta.15B2","presence",0,0,1,0,0
718.62058978633,1420.75680602238,1060.20886898333,627.334232124715,-474.222266856527,-1756.2882908848,1191.53678536054,1989.80484656204,1677.87338919189,1225.75606476536,-438.378034123947,-1385.13183293036,-614.412557764408,-1425.47598352855,-2079.56167507654,1789.67319964426,925.661687491149,1568.79809169022,206.315011445714,0.0116372127085924,1.50054705142975,0,718.62058978633,670.539646012047,1894.97907287891,49.7017856934524,39.35223971442,30.0456614199208,-14.495173594415,2428.18288068598,-1385.13183293036,-1366.97148014298,32.264722042978,-16.5906429811793,-11.5457494746877,14.7470513345178,"nonveg_869","absence",1,0,0,0,0
2182.76379938946,2255.86660111219,2518.47394978101,2766.02077858515,1329.89739845848,2730.72825471734,5516.89233427926,5512.87572006639,6006.71984703586,6489.2561734083,3837.27830177959,-5178.39260633237,-5999.35154202252,-6503.1278323936,-6327.25880073236,1656.4713554925,452.858730483019,471.042797711466,167.325027646085,0.0397387161850929,2.45122399330139,0,2550.11255307932,2518.94246787009,1343.69285960066,16.6948345803027,-5.29426550362066,-25.880451132235,34.9992856941138,2226.37005092209,-6133.1666046894,-6102.65177732681,-8.0269585047119,-5.90723337225215,-3.36177607226799,4.98227535889846,"Norway.Javrresduottar.EC-Salix","presence",0,1,0,0,0
2739.97747092296,2403.10673346112,3057.68488523471,3459.96912227112,2243.52314240222,3213.11327412942,5093.72158030873,4858.23116220424,5531.09818753476,5971.43125810749,4029.18928962516,-5629.675791223,-5729.74004962089,-6138.21984793632,-6247.53072744402,2308.70605997281,619.896942376963,698.148882347862,-249.578079515974,-0.0020215933489251,0.5530596739716,0,2456.97223343274,2980.57620228664,1624.01926901583,44.5469274675741,-67.8832757415857,7.84005901509414,64.0923618711765,3572.13186382985,-5799.23086486058,-5497.9728252777,3.57369707243268,8.88413145101477,-13.8681297165665,-23.1913882456194,"Canada.DaringLake.Tower1-Shrub","presence",0,0,1,0,0
3240.21030468515,3589.58869701482,3809.86376613452,4102.03139005243,2264.50768858668,3832.49591868534,5970.3696548298,6068.4115579564,6465.46217461756,7098.10614935257,3954.35080795399,-5925.73090821841,-6184.77944661599,-6696.58632384068,-6423.60052278885,2485.92354374432,647.055952642535,854.945721534833,-6.31896553390224,-0.0249407873488963,3.55965819358826,0,3324.51422580173,3262.36841473628,1662.75006019601,31.099388770666,-20.0594378634729,-15.1126276784854,35.7760196308254,2776.59219120797,-5987.01802232225,-5890.72450627523,6.00999784070532,-1.75445460627016,-6.28670154648697,-11.2357460071858,"Sweden.Abisko.VJ-BirchShrub","presence",0,0,0,1,0
811.566095901333,608.712625625782,593.365210038766,1115.70688748658,464.057504138708,-669.6707480808,1307.61754690411,1024.59727771558,1063.11887321477,1715.63111808815,804.189903780584,-1984.57591425306,-2080.35931714143,-2384.9823166972,-1831.3001636553,2312.039391807,1620.01281601793,1520.86991131807,-453.046306258534,0.0358423516154289,2.06429862976074,0,608.712625625782,718.681664638234,651.649383347873,15.7958450801193,-34.822778496521,1.02316103913439,9.62079698069437,911.441214307566,-1984.57591425306,-2050.94432207572,0.836565744693341,0.331786039623549,2.30946138212129,-14.9890914208063,"nonveg_975","absence",1,0,0,0,0
997.94422408284,1080.97779862343,1198.20176545428,1171.25902514474,539.241183430265,-345.591187420608,1793.67639810358,1936.06119764269,2185.6166675557,2126.97686254822,927.100411665805,-2364.94737454416,-2510.00864474421,-2574.49252855249,-2768.08017053339,2146.59795304561,1232.03967891486,1476.12409531663,126.563874501264,0.0108173932880163,1.66975691318512,0,838.4147108953,834.317175828864,1354.09210982559,22.7963241829346,-60.4726690526145,-21.538772083307,-3.92181508060397,2107.0287052249,-2589.05447502127,-2434.15611673424,-8.3445197212011,-8.94241369265348,2.96104109701893,-18.8978153251285,"Canada.PrincePatrickIsland.MouldBay-C00","presence",1,0,0,0,0
