"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NIR_startSnowfree","spectral_green_endSnowfree","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeLSES","spectral_NDWI_annualMean","site_code","presence_absence"
1612.01105109409,2246.13514358587,2396.63221080832,912.660143791285,4504.12554851853,2124.34257241093,-4479.32058701549,-4537.65454510532,1461.48550913744,705.502503888192,2278.63237222757,2118.39381481836,108.10386029803,-124.775904713699,-4031.50479795861,"Canada.BanksIsland.GreenCabin-C11","presence"
-122.1888395741,224.626686990142,-81.0088747547993,-66.6197969799486,-23.9709576251507,-312.899087873474,-101.462425960265,446.803676782435,900.43002356701,448.290743774963,-80.8132087434104,346.815526564242,9.78179126197441,-31.8686109930581,126.307122082136,"nonveg_536","absence"
1532.05857986781,2292.84236576388,2655.61375101623,1153.11811528626,5323.2052856961,2682.44951861709,-4965.58587847475,-5258.56401502807,1400.83231401374,563.317639031984,2013.28263828816,2175.27610455766,95.6418981005341,-59.0453707201432,-4799.77770834603,"Canada.DaringLake.Tower2-SedgeFen","presence"
2765.86319648411,3985.43080708928,4566.10931568584,2168.5625078492,7825.33623442277,4156.63244362119,-6041.79154326995,-7021.76622266647,1986.25873758097,472.649573992058,2958.72056380768,2241.08689048309,32.5855103670486,-53.552469780573,-6074.73483327035,"Canada.ClearwaterLake.AB2","presence"
2262.98334446823,2831.22693736351,3053.17038991047,1886.43757110961,5607.81453905669,3637.27278596974,-5275.65922034061,-5763.89553122579,2082.76533674949,727.487867565098,2542.51144451723,1125.97543619185,51.0126037924455,-0.584724126618695,-5363.53367176083,"Canada.ChukotkaRiver.TPO3","presence"
500.838891658611,-21.1087095559592,94.578881979421,80.0970405862136,304.464854069596,129.487241333169,-775.834847760448,-1659.78086856888,1856.31295880719,1388.30015443089,94.578881979421,815.24122378296,38.2837464528346,113.654001738995,-1024.0596881029,"nonveg_976","absence"
2370.10931913328,2436.31727174661,3037.62206147347,1686.53962156143,5687.3032596408,3312.79549913274,-4850.38395006649,-5463.13289764065,1958.90079275631,722.263195911585,2637.06774604724,1866.12317971987,104.158763344836,3.51746343380648,-4644.56310524564,"Russia.Yamal.VaskinyDachi-3","presence"
1003.15192596918,788.443055230268,400.886287908764,1655.28404910462,987.030457831434,2329.29693090916,-2330.0760435919,-2613.00177232966,2698.31217983045,1322.99221373236,788.443055230268,1254.39776119586,-53.305976074196,29.5821944530019,-2403.76407970506,"nonveg_561","absence"
2805.95619173751,3339.9906790971,3619.30598848677,2189.13123668449,5673.63252565686,3674.29981819441,-5348.0937040082,-5653.55990082427,2498.17508603932,788.53774058534,2779.24911306282,1405.70021998597,16.1958196454281,-31.3703143699278,-5409.59849222329,"USA.YukonKuskokwimDelta.U","presence"
2594.0780289656,3084.67265793088,3119.5095823321,1791.55784819753,6217.38135466721,4203.62653746771,-6150.62742025442,-6350.97427899654,1637.43387214056,515.925270982885,2342.20633391594,1942.26723835572,42.0280632867156,-52.5817470514597,-5765.20489889559,"Norway.Javrresduottar.EC-Betula","presence"
778.950412150808,825.399119228966,703.681475242345,316.029904552876,1050.9148677656,316.057803525586,-1692.39671226613,-1596.53338937784,2620.15147584836,1834.79015701821,703.681475242345,509.36921467609,19.8027687591162,-41.8632301116248,-1991.29297299573,"nonveg_801","absence"
786.301935889361,216.204344977673,261.057546182082,-1.62720530348747,1044.53960322347,451.902841050824,-776.472106974565,-1665.84380923167,666.434375378256,824.20213961636,261.057546182082,787.929141192849,34.3199183179435,50.7316114840817,-1326.41811771659,"nonveg_715","absence"
1584.4076183939,2672.53790786582,3039.63498229766,1926.22541225103,5218.59816105038,3546.62338195069,-5660.08055430598,-5237.46708506085,2136.35165146887,586.566644484816,2324.01243632904,1226.00352284189,30.0177674269838,-48.5930229072579,-5146.53233082437,"USA.YukonKuskokwimDelta.5","presence"
859.975840611757,85.9117516804458,863.188158870027,977.459566826355,1012.14206270254,1262.47573945909,-1653.23833285852,-3321.77702510443,4123.02763431924,2490.97051548696,859.975840611757,891.547815145909,-37.6791677315587,98.6856590816398,-2034.65778418514,"nonveg_855","absence"
2828.72808489709,3430.58053583236,3728.98881527516,2235.35880959507,5891.48456682091,3862.64030482579,-5994.53422490548,-6103.85428589812,2398.99716534227,674.084947112898,2921.73292560572,2811.0786973253,12.8092466835711,-67.9859483642405,-6120.08999876793,"USA.YukonKuskokwimDelta.15B4","presence"
3277.95765604716,3648.77606957069,3894.32466549938,2414.42385869646,7989.59711740983,5670.2811955292,-6635.43401964964,-6775.87230979352,1857.48786606483,431.510778288091,3385.46648275222,439.032740017537,24.7710573635134,-10.2088445656495,-6330.17664611392,"Finland.Kevo.6","presence"
3593.42431221785,3564.12668090138,3798.27693755996,2549.50531975209,6119.97286502481,4381.62732961964,-6007.14973456533,-6546.20098615623,2549.79319480376,718.299824299648,3522.37321914077,1268.31447481348,21.0941898129673,-50.0697482653178,-5962.46933884576,"Russia.Tiksi.Bog","presence"
-257.018201738952,-323.127398988172,-77.6792993007353,165.464877505592,-572.108928686731,-1341.17494443427,1318.11207566142,2223.22867136684,789.542428273716,424.711425605672,-77.6792993007353,558.108968372425,17.761851110962,20.9656128891514,1899.08845197054,"nonveg_1677","absence"
466.825165553431,371.7905104407,679.267504006005,258.050553214134,1624.19781383966,408.29313803094,-1747.66002191912,-2114.32883726654,1366.04573969359,809.868976211675,578.585141564694,821.248246877421,24.0913636761911,37.2868483398207,-1040.5801559067,"Canada.Ivujivik.RTP13","presence"
1083.82388791422,205.018836805191,1421.89974057123,659.896812140194,3109.82755509279,1516.59537741645,-2230.81627532229,-3341.88242394275,1300.63016190667,818.439606895026,1083.82388791422,1216.88090376604,28.9104139276657,68.7626729387749,-2241.63168346181,"nonveg_600","absence"
2484.92940670544,3387.79654802301,3398.22345517298,2194.70801862951,6248.2918970395,4241.47384863278,-5835.39070169201,-5779.40386848849,1966.09477788929,557.378288057554,2972.10795829199,1530.36446425571,41.4127114237795,-15.004886533639,-5893.24848916803,"Russia.Tazovsky.Burned28","presence"
767.164942602697,131.958802228585,484.090957746689,769.780121316483,860.405694355201,877.900706061475,-961.888147685505,-2138.76219629827,2712.64345600714,1712.57904725285,767.164942602697,1101.28029852012,32.5252686978272,100.570358953035,-938.116023854533,"nonveg_936","absence"
2716.38959033903,3567.07228920497,3661.2358990162,1930.63733713054,6156.55951476169,3646.54868156473,-6279.76205137664,-6138.87179648618,2025.96608235475,588.678944947297,2899.87815939287,2278.96680000946,44.6373822338922,-133.539727227699,-5423.47210511004,"Russia.Kytalyk.T2","presence"
887.088963308892,1070.78008835619,1298.34162032724,728.382567374806,2493.51956353137,1534.29154318137,-3143.95530318658,-2827.681631959,1561.39987861675,905.134946782417,1070.78008835619,723.959279349218,44.7315381752202,-56.7727676390386,-2703.30757589771,"nonveg_764","absence"
241.939874391035,-334.280640093367,619.4717461132,-55.5136608718565,995.047530978626,90.7149651976482,-1682.55206344129,-2643.26555139308,2036.77962039013,1410.03504671624,241.939874391035,953.752386206566,44.6338092206445,51.4627368288354,-1847.8403573319,"nonveg_922","absence"
925.477403448442,1495.09979491532,1362.78928355406,454.094396410349,2810.36631427964,1064.74668915695,-3198.27172291808,-2417.19935298967,1330.03879385504,878.763237853305,1084.44915239437,830.708146043795,17.1926528820549,58.3843107316646,-2497.39542567765,"USA.NorthSlope.HoweIsland-C13","presence"
978.513701168371,666.079788845839,429.119724311941,110.226923261775,729.174400058202,291.715097420301,-1085.6002985143,-1487.31303976748,2372.48810413109,1995.4744518032,666.079788845839,1086.09214430037,45.9219560300019,38.934774171439,-1317.25507787813,"nonveg_568","absence"
-431.498756549151,825.824660113056,762.460823773624,673.182532825155,619.223040985871,-51.9693962171257,717.472677287253,-1267.5123338697,1540.96498897494,711.217705271831,673.182532825155,1257.32341666221,9.79544612224574,5.96771941432627,-1026.13952861022,"nonveg_571","absence"
2651.62783645079,3589.5931216195,3805.52457671724,1933.63780880924,6188.55365443234,3521.52408658934,-6657.44927745225,-6690.12912367026,2135.17848706137,506.832656659147,3473.81734003479,2178.79163242646,44.3029824721118,-42.3568129464442,-6199.79088687551,"USA.YukonKuskokwimDelta.15B6","presence"
782.856689642739,1380.46026593085,1558.54674205227,1164.673921207,2250.56970625572,1671.32065238186,-2753.68281332817,-2581.65056650686,2933.7748049964,1550.40980641532,1348.61075385736,775.690052409529,11.2920296137477,-52.4600651656148,-2323.73313721312,"nonveg_507","absence"
856.774601102124,1381.65690396681,908.366821947841,-50.5006683605925,1325.80172303653,-93.0491001846148,-2211.42303473931,-1964.93863548477,1548.28521379065,1157.65040680687,856.774601102124,1432.1575723274,47.6792505808436,-48.3364921306483,-2036.77577851828,"nonveg_880","absence"
2216.46989470616,2910.59162754773,3435.57631137144,1274.4657366901,5775.46945639267,1841.14369049932,-5575.08168236798,-5559.13207292354,2546.99457590887,731.440254253595,2743.27173120532,1455.48753594846,45.0515026726221,-148.413509103989,-5684.12103929971,"Russia.Yamal.Kharasavey-2b","presence"
2596.09926672296,3290.84844277667,3092.56807655507,1688.61573017748,5896.58136349212,3874.19611542968,-6187.45975669236,-5894.89532700385,1635.96356339713,530.573632053852,2761.6507466299,2001.54581302179,59.5374167327364,-99.0713509956595,-6505.4739274122,"Finland.Javrresduottar.A-Sedge","absence"
793.114740794299,992.566215786429,899.459856720253,272.289125903321,1249.51029762184,327.126423800098,-1705.28016207996,-1419.75761211295,2883.73194332907,1975.50788114301,793.114740794299,720.277089883109,23.2797132671368,-46.8713729483682,-1639.1170962836,"nonveg_825","absence"
411.878308546102,241.608806339632,232.051404882519,418.823723426971,1230.35790560882,1361.75808412776,-1894.57044949688,-2159.42259137634,1115.25889889734,812.440965350026,411.878308546102,336.989997921893,14.8347626277447,15.545401911422,-2035.51758682877,"nonveg_736","absence"
105.954546101043,-32.2199668925951,-25.3092806827775,495.783301403858,335.012162896701,1025.61567758438,-813.471683349419,-1042.26095168752,1055.99177175292,549.512041601375,6.68674884253306,528.003268296453,-22.5797680798563,19.7286489463453,-865.439210572693,"nonveg_870","absence"
2596.09926672296,3290.84844277667,3092.56807655507,1688.61573017748,5896.58136349212,3874.19611542968,-6187.45975669236,-5894.89532700385,1635.96356339713,530.573632053852,2761.6507466299,2001.54581302179,59.5374167327364,-99.0713509956595,-6505.4739274122,"Finland.Javrresduottar.A-Sedge","absence"
2966.14645638032,4199.82779593527,4237.09090808867,2002.7345604559,7399.62442870419,4165.1223897469,-5847.5102950396,-5960.37795703531,2080.57656591646,545.368654685489,3574.54936717589,2615.68334242407,100.747837806056,-124.315754289982,-5758.84733081197,"Sweden.Abisko.VJ-SalixShrub","presence"
179.818215940945,94.10308311597,481.83709787206,-540.351272475094,1104.4853551219,-818.287579978346,-1714.3839344145,-1846.29428505527,1403.20042305013,719.245471714931,179.818215940945,1811.8398770352,68.297792489162,156.741823838171,-1699.58779283925,"nonveg_785","absence"
1463.02745630567,2422.40796161879,3028.58886960068,1269.34293395172,5628.2262085971,2780.21877833805,-5063.02638638126,-5457.99999422641,1645.16391269798,571.647125133767,2298.32050113145,2432.27734221014,71.1932240215858,-7.06804708539725,-4843.94685777824,"USA.InteriorAlaska.AUFEIS","presence"
2484.92940670544,3387.79654802301,3398.22345517298,2194.70801862951,6248.2918970395,4241.47384863278,-5835.39070169201,-5779.40386848849,1966.09477788929,557.378288057554,2972.10795829199,1530.36446425571,41.4127114237795,-15.004886533639,-5893.24848916803,"Russia.Tazovsky.Burned28","presence"
2105.97157364664,2051.2190245639,2942.95016242584,966.975897410095,5278.43676637363,2179.48731678504,-4715.74660792371,-5739.39211331021,1689.69076464087,746.566895154995,1952.45147191475,2307.03481237256,41.0065370658672,-28.9737833687372,-4461.8525233183,"USA.YukonKuskokwimDelta.1","presence"
599.401945709834,883.62363746093,399.293500361334,-511.270241400867,1067.72366481679,-577.720628140134,-2260.75117523655,-1988.14879204229,1353.04090776423,959.752657370834,399.293500361334,1394.8938788618,41.9159003428371,-14.8114495240666,-2291.76447354584,"nonveg_725","absence"
3088.26732464112,3990.28417173108,4163.6609459428,1956.71795155093,6510.78972848467,3023.35158400486,-5711.96896046491,-5760.60710370053,2361.33625144008,742.749646405895,3016.03917640223,2141.980857316,15.9751750888588,-40.807402726021,-6102.04083470719,"Russia.Yamal.VaskinyDachi-1","presence"
2746.12222160397,3477.74346626573,3691.38909291864,1892.86024974958,6562.58711489543,3365.37801205666,-5204.19574790584,-5682.83542618388,2272.0597029831,728.303767177801,2952.04815162012,1614.13815599313,41.7008530932631,-73.8343544225386,-5262.52598994662,"Canada.DeceptionBay.BEGL2","presence"
1076.62916696114,683.334165373612,296.880444515677,181.25774372552,1083.39863561498,537.40266862018,-941.086031795472,-1655.56743259099,1286.31263341111,1132.87286867299,296.880444515677,895.371423235617,12.0672890480343,21.8178732759351,-1625.8574782411,"nonveg_693","absence"
2426.89089801368,3381.79311505577,4006.46189686522,2081.36181504265,6544.96879572239,3836.64312920402,-5835.16667112185,-6285.84505443129,2120.06951604813,624.376120920973,2646.53460139927,1718.92292130519,12.764164213132,-43.9361593593342,-5662.06817862649,"USA.Toolik.S1","presence"
1775.42344267708,2820.90187922726,3121.87814600146,1380.8950483129,5638.22624945945,2812.02006901487,-5853.51615629802,-5528.08341761592,1819.67290528005,558.476295815653,2462.14687024016,1837.27488458878,26.8785119296804,-98.0137738787689,-5421.99316121148,"USA.YukonKuskokwimDelta.15B7","presence"
3106.24438783341,4390.20922192991,4934.34975762848,2438.00482255539,7409.29188271377,3921.23431089355,-6032.6519179711,-6701.90155590973,2577.15823794357,702.851104366499,3667.72845321381,2364.80153774826,57.8849698509683,5.47573679283223,-6258.02107643089,"USA.InteriorAlaska.BLOWRIVER","presence"
1909.35219072765,3322.80598600528,3701.48472465977,1474.94086628946,7208.44213474543,3346.72027201181,-6138.10128189796,-6134.85371519834,1527.13070827361,409.611277972564,2852.98880566894,2248.51818479587,84.3028497570025,-76.4711646833588,-5651.32915816872,"Canada.DaringLake.Tower4-LowShrub-2","presence"
943.585928996282,695.005346553562,520.166298800383,409.884876725686,793.316812680547,578.584240129884,-1115.16604105809,-1509.00673740828,2921.87671925654,2079.91015206374,520.166298800383,620.804177241376,-2.91705000385697,46.0277644285647,-1481.86974737291,"nonveg_916","absence"
2506.49403175028,3599.0788727078,4011.55301361965,1989.5246051369,6459.51467702456,3705.86675488623,-5327.58199238109,-6087.26886728523,2244.46836835127,686.942218655317,3208.5854863825,2038.59546833816,45.4991793775379,-65.3824074358838,-5551.14972314256,"USA.NorthSlope.Oumalik2","presence"
2970.67777232351,4211.23455319258,4514.31133231124,2004.31483046278,7392.19425033387,3401.56253433046,-6187.48094399052,-6807.88550942398,2293.87362834773,526.249788871201,3184.0889847831,1509.17892832007,53.0227409171069,-9.47472003257118,-5368.90202875047,"Canada.ClearwaterLake.LSA2","presence"
-531.620443549252,395.137635432291,-431.231578894061,-133.799884484824,1061.54997969333,-342.264574300854,4751.2787984841,8141.19211826991,1379.80745301235,1031.26773391103,-186.836614328896,926.758078981544,3.49948283609635,-88.826152008297,5559.02393165811,"nonveg_1290","absence"
2643.65757478658,2335.2340248041,3211.50006164945,2057.22890532001,5684.52619237279,3833.36087032831,-5564.27416269474,-6275.39824931865,2135.4322360417,630.104943426826,3022.06926265718,1820.93747723852,33.0303026517096,101.563143632576,-4865.74037822085,"Finland.Kevo.10","presence"
2228.47750117265,3129.61945845936,3421.46319918054,1949.74420035787,5851.26258565748,3624.35605634617,-5718.15271541111,-5877.2092002286,2172.60866349142,627.048089214015,2879.78571658301,1962.34124269179,40.2139622498339,-39.8992320580647,-5526.98032960713,"USA.SewardPeninsula.18","presence"
441.021058982936,149.018591295614,818.556876306919,452.239550342063,1128.50339033828,688.925580359005,-1547.32125491473,-1905.01830824588,2778.20478008313,1964.7198004822,441.021058982936,1000.1292592692,-33.0682244283118,50.0572264054903,-1656.50832025247,"nonveg_876","absence"
1601.36647246613,1715.07195164746,2117.80036538573,826.40144347786,7666.36008712971,4743.52925928297,-4778.97339534041,-5382.01796317726,694.66513803675,377.727338181718,1715.07195164746,1479.86181384838,52.7201769924466,-44.1095773885612,-3880.84555536198,"nonveg_1607","absence"
507.157201866189,1086.91600763738,2094.2804195829,106.006255490749,5750.88614114969,736.718457971033,-3873.62630819204,-4392.25194711039,848.809484484557,337.339056799513,1086.91600763738,1988.27416409215,112.10461408206,-81.1344285997235,-3730.17199956485,"nonveg_856","absence"
2262.98334446823,2831.22693736351,3053.17038991047,1886.43757110961,5607.81453905669,3637.27278596974,-5275.65922034061,-5763.89553122579,2082.76533674949,727.487867565098,2542.51144451723,1125.97543619185,51.0126037924455,-0.584724126618695,-5363.53367176083,"Canada.ChukotkaRiver.TPO3","presence"
105.954546101043,-32.2199668925951,-25.3092806827775,495.783301403858,335.012162896701,1025.61567758438,-813.471683349419,-1042.26095168752,1055.99177175292,549.512041601375,6.68674884253306,528.003268296453,-22.5797680798563,19.7286489463453,-865.439210572693,"nonveg_870","absence"
1826.97619046016,1969.99127430073,2201.85748210041,1452.13150776632,4813.93520164788,3364.89256900783,-4677.41397886065,-5337.06504330801,1692.01216685757,651.511075644326,2688.8603043335,873.340175042478,19.4835590140524,-61.9944488579266,-4228.41937082517,"Canada.LeRoyLake.TD4","presence"
2083.59565929027,2795.15015510429,3059.40970883551,1535.50048945954,6527.43247517892,3821.77007945621,-5999.91930687082,-5940.25232493619,1512.28308772653,427.447536349881,2658.55826583983,1861.28927285666,79.6226772679354,-13.3721257800949,-4941.35814898745,"Finland.Javrresduottar.EC-Betula","presence"
441.157036553814,954.546282737682,582.096151011374,76.0945700723519,960.879232504331,116.798470408582,-2233.02064528427,-1708.15771369662,2042.32462081658,1395.96084454189,582.096151011374,878.45171266533,38.3042276013358,-42.8417520730862,-2135.73784174711,"nonveg_849","absence"
164.053450668646,728.439653925926,897.971806708303,760.555133294439,1426.55821826188,1125.65381679936,-2694.52725816381,-1623.24266533188,2992.52947594942,1544.6885092753,728.439653925926,733.918356039657,-12.9335976780399,-231.416295614298,-1741.13692499224,"nonveg_583","absence"
124.981244570774,841.464092173318,-461.708567319906,-192.277227646004,1026.92997237589,337.553224390027,-2169.88605139971,-2069.97324187055,973.036841192158,894.313395610248,124.981244570774,1303.17265949322,39.4909237764829,-38.2753519092183,-2420.90240591067,"nonveg_666","absence"
2985.80473284613,3328.24124481,3543.78491006332,1390.07718536273,5888.26966736424,2436.03786569317,-5930.04982211659,-6256.18070894325,2166.11032528191,649.662053906993,3363.36510827433,1985.06872142069,73.5635157408589,-40.7881122522146,-5570.26570583023,"Russia.Tiksi.FloodMeadow","absence"
3774.32972486238,3875.62100026544,3980.7088711563,2335.65959189422,6737.77824682777,3960.0356907511,-6039.8334795748,-6373.7212253696,2531.68617949247,703.261675020152,3342.06541399217,1548.82298994496,40.2433868450312,-30.5252604981003,-5836.44131391238,"Sweden.Abisko.VJ-BirchShrub","presence"
75.7546970269148,712.904011403203,146.226838205279,168.269173266598,1840.89566779017,1284.60773036361,-1036.99051763261,-1226.0538795048,1448.06132405645,513.394360743585,168.269173266598,637.149314376288,35.0662143348018,101.192866496413,-1328.68816582413,"nonveg_547","absence"
542.413559848377,410.846947765606,557.095045148344,645.629292801944,1805.78151517599,1528.79154674686,-2469.5806880361,-2942.78654007286,1182.77153883572,643.894254599789,557.095045148344,305.557357646227,10.8871363074821,5.51412506991396,-2552.07274039527,"nonveg_575","absence"
1826.97619046016,1969.99127430073,2201.85748210041,1452.13150776632,4813.93520164788,3364.89256900783,-4677.41397886065,-5337.06504330801,1692.01216685757,651.511075644326,2688.8603043335,873.340175042478,19.4835590140524,-61.9944488579266,-4228.41937082517,"Canada.LeRoyLake.TD4","presence"
813.281054376221,452.569910871605,210.509695930132,597.379401636012,710.531019711727,1091.76702208563,-2017.65166240969,-2488.6328158215,1854.96443503608,1284.77416030049,452.569910871605,602.771358446089,-13.0683234119877,119.551954483411,-2317.87593127992,"nonveg_899","absence"
747.665477854893,738.801110880541,79.8500607027291,1083.10860098957,515.519063081483,2297.52851290652,-1429.2257163119,-1697.13147041955,1718.32183378379,922.969883264362,738.801110880541,1003.25854028684,-78.365900189182,-4.31247130144979,-1987.22616560173,"nonveg_816","absence"
618.98084804047,173.096830369186,188.98484660625,-293.64582837055,163.95637344412,-707.665229581195,122.818080941584,-1132.4954445521,1342.72110688843,1322.50376641151,173.096830369186,912.62667641102,29.1752472608737,76.3946011374597,-918.819141658419,"nonveg_848","absence"
2923.69612306117,3454.15925730863,3842.56450373698,2216.60658019923,6722.00546140685,4164.54143160902,-5682.36548658879,-6295.80253292106,2187.88421010158,693.964065043709,3423.79918404792,2382.89475545662,33.2578507848685,-42.7320666199697,-6248.19076511344,"Canada.BonifaceRiver.AB1","presence"
