"spectral_EVI2b_endSnowfree","spectral_EVI2b_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_NDWI_annualMedian","spectral_NIR_changeESPS","site_code","presence_absence"
2308.48593436132,1979.54310734098,-5480.36034592275,-5453.05427379591,2229.58427077151,829.005320004157,-5632.87814977321,-1.89643856354853,"USA.YukonKuskokwimDelta.UB5","presence"
1293.09564867076,732.813759522096,-2287.93293071264,-2473.90487460706,1219.80859248018,1066.23325456866,-2353.58151753082,0.393042864868365,"USA.NorthSlope.HoweIsland-C13","presence"
301.852438472202,987.02507891036,-2367.71174486991,-2587.42314672912,442.84766696076,1434.53286483952,-2367.71174486991,26.5741410497756,"nonveg_543","absence"
154.072228718121,64.2887636616563,538.866386924055,-95.1414078845968,417.666001613346,468.029781188844,-19.2382731484161,7.11645766205612,"nonveg_1642","absence"
1290.89168353216,530.593116400641,-2305.94160194682,-2499.72326347014,881.9247373951,1533.77134643875,-2669.73682693356,7.0878478981863,"USA.NorthSlope.HoweIsland-C12","absence"
542.577307094939,-402.203216860341,2002.70073678664,5832.47244461662,-30.7437090542739,944.780523955281,2002.70073678664,-1.78678311906912,"nonveg_1880","absence"
1090.7290979938,462.980921195499,-1148.52696856253,266.826614293158,462.980921195499,1252.12667414142,-340.462447353779,-5.42307711463911,"nonveg_616","absence"
509.55617516341,453.580521949652,-650.118949103108,-1024.32849218554,453.580521949652,781.068352376782,-1092.48938244348,-54.2702317375662,"nonveg_900","absence"
3305.50683664578,1108.34051015176,-5686.42097979102,-5704.57904211784,4548.66397554989,5365.80660627702,-6191.78812269783,23.5639786323656,"USA.InteriorAlaska.BABBAGE","presence"
3208.71997134976,1837.7351256833,-5439.39006393537,-5889.74359669771,3280.29323283371,1847.50484272873,-5720.03495981611,12.6267084873603,"Sweden.Abisko.VJ-DryHeath","presence"
2425.66582569037,1625.73661655871,-5015.02233880903,-5774.66915707468,2141.54643713583,1675.18653096398,-5054.47850738509,9.47626220549152,"Norway.Javrresduottar.EC-Sedge","absence"
2782.12788054804,2235.17786606107,-6089.60753207119,-5967.18368675596,3472.83196556466,2471.948537435,-5679.19968654545,0.79081654847032,"Canada.ClearwaterLake.AB2","presence"
616.453221255976,455.782606207885,-1392.76601835529,-2054.23286527727,616.453221255976,767.150861815254,-2029.648187919,-21.2910383923653,"nonveg_926","absence"
842.319060365829,-592.631805948032,-2355.01369920761,-642.581527531827,59.4102109682379,1434.95086631386,-919.089424773142,-2.22542558021205,"nonveg_1888","absence"
2689.60910215069,1840.60801560911,-5658.37698819915,-5961.31061817696,2534.80265293775,998.247640105365,-5756.83246713789,-1.06877625928555,"Norway.Javrresduottar.EC-Sphagnum","absence"
1911.2181943631,1404.71618119513,-1537.08492407625,-2241.54685333367,1927.53381208673,855.27039436072,-2093.27584650201,1.59962143197294,"nonveg_706","absence"
2643.3645735547,1385.28604355278,-5415.85513680139,-5738.9582273152,2321.41789695232,1715.9545203612,-5549.33912438323,20.0303263314537,"Finland.Javrresduottar.A-Betula","presence"
2734.84655589024,2495.82699322492,-5829.06539103758,-5977.93505005675,3173.89878658002,2156.53233662113,-5797.5747012064,18.6337172337901,"USA.SewardPeninsula.QuartzCreek2","presence"
2308.48593436132,1979.54310734098,-5480.36034592275,-5453.05427379591,2229.58427077151,829.005320004157,-5632.87814977321,-1.89643856354853,"USA.YukonKuskokwimDelta.UB5","presence"
1790.09598106108,1389.91554397951,-3900.87066820514,-3713.37112065311,1729.03037064105,558.552365641537,-4291.27751018898,6.56227823717575,"Canada.ChukotkaRiver.TPO5","presence"
2669.30221485402,2048.97161929485,-5414.92340325982,-6048.20068899036,2593.46870107359,1601.83336901308,-5607.61928669508,18.0481524697307,"USA.YukonKuskokwimDelta.15B1","presence"
3356.47859531015,2104.41413362835,-6660.09565037314,-5975.48307918171,3261.57686782925,2009.58166148515,-6856.29555302065,14.8281362149111,"Norway.Javrresduottar.A-Betula","presence"
-11.1518149767031,18.1239224454298,-1161.41988978438,-970.008514732872,-11.1518149767031,536.37973922198,-1013.08169090729,11.6862776338891,"nonveg_870","absence"
3100.5054045099,2776.37649662867,-6300.14735088974,-6547.71252035537,3143.68176856797,1930.36201299036,-6848.21350708988,10.9774268666695,"Canada.BonifaceRiver.AB2","presence"
2548.28056838246,1683.22840099451,-5686.14657238271,-5863.24829148142,3084.96177053952,1809.09902268811,-5895.69057513288,6.62451248426186,"USA.SewardPeninsula.19","presence"
2508.30740105374,2336.16721179648,-5936.13434971134,-5816.13473850518,3020.76191899499,1655.962439765,-5905.79800231892,14.1428204021768,"USA.InteriorAlaska.FRYINGPAN","absence"
2647.88862147396,1448.00247412313,-5510.10448303134,-5411.76890847015,2517.7729432266,1262.62792084334,-5941.07093551472,6.17832734526524,"Finland.Javrresduottar.EC-Salix","presence"
1315.89698379023,1398.72750011055,-4571.47342384727,-5124.05844314316,2082.19409996729,1202.81190782569,-4996.21524630421,-1.88908429542766,"USA.NorthSlope.9","absence"
3296.80307370583,2042.15280365277,-5371.52645353242,-4903.28454329157,2431.59293118744,1937.57233062028,-6080.89972058281,15.6865811969108,"Finland.Kevo.10","presence"
2581.18421716615,1877.30617578869,-5950.43909181928,-6091.24990708748,3269.16488786125,754.412587728899,-5724.65453259718,-9.05765060151984,"Sweden.Abisko.NF-BirchShrub","presence"
1760.67384466916,1843.13638224808,-5274.8328636387,-5159.37198056548,2131.95377673334,2757.2445262951,-5095.77662180914,-1.85682255764772,"USA.NorthSlope.11","presence"
2619.18470527011,2037.55395047347,-5725.80229719504,-6106.87483165797,2828.64001349878,1394.81558060462,-6319.10809089777,9.05457275254198,"Norway.Javrresduottar.EC-Betula","presence"
3461.05887580521,2035.04649250873,-5936.03600960005,-6399.54140907502,3498.42966941992,3106.17037550256,-6679.41545322578,29.4567095795096,"Norway.Javrresduottar.A-Salix","presence"
3138.31476313866,2486.96025000729,-6495.82405752022,-6080.61867067889,3893.38822248447,2068.31941419127,-5650.199363336,2.73679741689703,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
-190.776588827221,-596.032217105995,-2332.51032046877,-3799.4030985816,-190.776588827221,899.710024542813,-3623.52083598998,-13.2938558217594,"nonveg_730","absence"
1959.34100356603,943.804719888028,-4454.35561509838,-4691.95958862139,1823.6813802189,1748.04560146818,-4727.58148425762,16.0556956367962,"USA.NorthSlope.Deadhorse-C16","presence"
1818.28695997954,1152.74713869042,-4849.3536904288,-4145.39785252401,1421.10355641401,1148.85529916462,-5091.82868671432,26.5969996307356,"Canada.BanksIsland.GreenCabin-C11","presence"
2921.17158911084,1420.97301180257,-5787.46248423023,-5851.45795232464,2775.03829785011,1690.85642597924,-6324.38802166332,11.9658505867185,"Finland.Kilpisjarvi.20","presence"
2192.2660863649,1753.0348131446,-4991.4055504397,-4919.16703525224,2910.38176454355,2180.69280349631,-5283.085983104,22.4673806708414,"USA.InteriorAlaska.BROWNSCREEK","presence"
-87.7038039138836,-98.4859670537793,2014.81373658653,5508.78753496159,-98.4859670537793,659.482101620128,3088.85766796413,13.8286035117208,"nonveg_1736","absence"
265.758684277228,279.104979537489,-1881.5289193533,-2676.57331086615,721.861443173437,813.747369182859,-1765.95225452444,0.0681814139183573,"nonveg_855","absence"
2474.7100487379,2047.28217856348,-5649.1682599547,-5398.90934586581,3309.79122678582,2091.29740013938,-5085.26278542938,21.6257848827153,"USA.NorthSlope.Oumalik2","presence"
1127.76255038899,917.355017154048,-3270.37544316209,-3259.31050230324,1512.62627931971,1083.55560869642,-3225.71974680835,20.050196522913,"Canada.BanksIsland.GreenCabin-C08","presence"
256.291999392483,-166.94336474506,-385.759692829957,1524.09876691836,155.385007594595,1744.25183880361,555.301570096493,0.0786266513205054,"nonveg_593","absence"
1435.29617643945,845.6031134388,-2859.99204882571,-3264.77471750318,802.0413018721,1045.90827779014,-2844.31166807993,-20.7110251277919,"Russia.Tiksi.BareSoil","absence"
3356.47859531015,2104.41413362835,-6660.09565037314,-5975.48307918171,3261.57686782925,2009.58166148515,-6856.29555302065,14.8281362149111,"Norway.Javrresduottar.A-Betula","presence"
1760.67384466916,1843.13638224808,-5274.8328636387,-5159.37198056548,2131.95377673334,2757.2445262951,-5095.77662180914,-1.85682255764772,"USA.NorthSlope.11","presence"
1413.64911303968,957.140655725893,-4854.65486911982,-4738.9380724025,2500.14822473443,2750.14088926028,-4628.75643424998,11.8112806648434,"USA.InteriorAlaska.23","presence"
1790.09598106108,1389.91554397951,-3900.87066820514,-3713.37112065311,1729.03037064105,558.552365641537,-4291.27751018898,6.56227823717575,"Canada.ChukotkaRiver.TPO5","presence"
3381.6164902599,2332.6024012683,-6667.6952790767,-5779.5409466181,3430.93855307061,2057.87046266518,-6638.16849634608,14.1677143410512,"Sweden.Abisko.VJ-SalixShrub","presence"
872.986249862371,1026.767631248,-1079.7233969786,-792.049579953839,397.878871755344,1230.24216723793,-1079.7233969786,-19.3441074689895,"nonveg_673","absence"
2782.12788054804,2235.17786606107,-6089.60753207119,-5967.18368675596,3472.83196556466,2471.948537435,-5679.19968654545,0.79081654847032,"Canada.ClearwaterLake.AB2","presence"
1517.44164485357,1472.77247431829,-4712.48584891437,-4043.97965784271,2330.84028043799,2007.24230305943,-4063.29081502793,-6.79517721365962,"Canada.KluaneLake.Ruby-MixedTundra","presence"
1893.88327405956,1557.3889671904,-4715.34384881903,-4824.8668679876,1887.72198857691,1113.24509816734,-4412.1186043286,5.27503305371763,"Canada.LeRoyLake.TD1","presence"
256.291999392483,-166.94336474506,-385.759692829957,1524.09876691836,155.385007594595,1744.25183880361,555.301570096493,0.0786266513205054,"nonveg_593","absence"
2729.55736652371,1874.76737967988,-5444.86764517075,-5646.61165793711,2798.0196698181,1332.59972500708,-5782.70778749301,-13.8403926038299,"USA.YukonKuskokwimDelta.B","absence"
154.072228718121,64.2887636616563,538.866386924055,-95.1414078845968,417.666001613346,468.029781188844,-19.2382731484161,7.11645766205612,"nonveg_1642","absence"
-11.1518149767031,18.1239224454298,-1161.41988978438,-970.008514732872,-11.1518149767031,536.37973922198,-1013.08169090729,11.6862776338891,"nonveg_870","absence"
583.55315330382,17.6419156562443,-437.961443376502,397.348398588024,162.270715798127,879.75494555282,-359.469185932136,9.57793093019751,"nonveg_1089","absence"
269.165028529226,1103.90783249669,-2072.17813656901,-2129.52273737766,630.775288450147,1693.58771107258,-2129.52273737766,-9.08118322820881,"nonveg_606","absence"
1127.76255038899,917.355017154048,-3270.37544316209,-3259.31050230324,1512.62627931971,1083.55560869642,-3225.71974680835,20.050196522913,"Canada.BanksIsland.GreenCabin-C08","presence"
1575.93785480581,920.823982419749,-2374.09102478571,-2100.0138112485,1259.88466166432,992.993035257394,-2374.09102478571,1.08623570118504,"nonveg_680","absence"
2548.28056838246,1683.22840099451,-5686.14657238271,-5863.24829148142,3084.96177053952,1809.09902268811,-5895.69057513288,6.62451248426186,"USA.SewardPeninsula.19","presence"
-164.749720500251,296.660037421319,1290.68095560568,1397.11875842532,-204.021703368952,882.876040701854,1397.11875842532,-1.04729230992736,"nonveg_1677","absence"
2213.05039550309,1444.83972056876,-4355.75470132139,-4619.07247697959,2260.43638052666,1161.02379476884,-4375.68781004964,-4.38385053765413,"Canada.PayneLake.TD0","presence"
-272.6497311787,51.8263098130914,-414.632539256971,163.200525782452,-185.642447782817,324.476040991791,-287.932603802021,12.9758874842853,"nonveg_1161","absence"
-790.107639717186,-78.8160957739008,-2115.5892460601,-2195.66517847157,-177.510053258625,778.919555614779,-1660.38717849131,16.1839346788902,"nonveg_582","absence"
2501.78736047993,1236.10883771711,-5246.13636661716,-5771.20208704881,3015.35351855364,2648.44834631082,-5230.10598803522,16.1265694914422,"Finland.Javrresduottar.A-Salix","presence"
362.327497868482,354.303289208473,-708.63001540229,-2477.03559728266,812.663627738937,853.655399014464,-1561.95269709909,-19.5903897104415,"nonveg_825","absence"
331.105329923059,662.280916876636,-1326.28825687803,-1659.88723393721,662.280916876636,507.226882520778,-1537.50391962047,-2.18103103213445,"nonveg_700","absence"
169.86600466958,215.460278337716,-1223.49220361431,-3000.62987298359,863.799550622878,829.561379755538,-1332.80355900787,-1.67114952496458,"nonveg_760","absence"
-2.2765801193321,-29.3300901089204,-220.072955129219,-1388.66679368277,-2.2765801193321,1154.61928886788,-517.984465737718,-9.07821017818553,"nonveg_1416","absence"
2020.79879092572,1976.5208986636,-5083.12770503899,-6264.1713673485,2514.4815007875,1553.57535513956,-5660.76054472099,12.4060592125855,"Russia.Yamal.Nadym-2-IH","presence"
2853.65680777054,2548.46596920438,-5516.48108828096,-5558.51310544466,3773.90036002857,1270.37317642938,-5240.46864243596,8.61578582246974,"USA.NorthSlope.HappyValley-C18","presence"
457.209429550342,344.18598292295,-1524.97033634648,-1476.16613159684,383.317589915794,191.408480770202,-1524.97033634648,-1.97585983185496,"nonveg_936","absence"
2452.23232169946,2648.57580875547,-5821.04079358478,-4918.27526214492,2841.65470878347,1283.02826167606,-5304.48505502304,2.48413310812147,"Russia.Tazovsky.Burned44","presence"
1302.10558454104,879.808108838454,-2886.74925487785,-3014.46118088685,1389.81066325366,1329.81427520117,-2658.95781651308,-2.9372332714349,"Canada.PrincePatrickIsland.MouldBay-C03","absence"
331.105329923059,662.280916876636,-1326.28825687803,-1659.88723393721,662.280916876636,507.226882520778,-1537.50391962047,-2.18103103213445,"nonveg_700","absence"
848.257629206325,2043.55725975837,-5000.6249307223,-4890.82290702627,2040.58636637985,2442.09743314728,-4031.10164223787,-41.9969167885138,"Canada.KluaneLake.Gladstone-MixedTundra","presence"
1519.58566053995,746.949748348158,-3865.38861657628,-4125.1422787736,2326.70621973718,2926.53793953455,-4139.88647423752,18.7241639881112,"USA.NorthSlope.WestDock-C14","presence"
2494.10709202481,2007.53711376183,-5395.95117460759,-5434.90265764706,2844.91089790957,1464.1945065902,-4980.10499010268,8.38388606562827,"Canada.ChukotkaRiver.TPO2","presence"
-377.77045788985,-2500.11121267862,8733.21758127787,8441.48151105514,-246.532802488588,2763.2359674835,8441.48151105514,-26.6219773459849,"nonveg_1797","absence"
