"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_endSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_green_lateSummer","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
3428.89335140852,2966.78798902756,3925.44414009288,4318.86027928809,2140.97923188183,5039.04968350561,-5787.7711270195,-5812.54180966933,-6322.80416577954,-6544.80451929317,657.111031376635,0,1968.15365525937,37.6906966128471,"Russia.Yamal.Laborovaya-1","presence",0,0,1,0,0
2279.27947878489,2566.21047343993,2728.7784425036,3214.26572011209,1619.88948264064,5766.97323769581,-5863.8907106698,-5803.53333376605,-6444.49001112002,-6058.66398033108,461.511544915556,0,1024.48840994212,10.82813729314,"Norway.Javrresduottar.EC-Hummock","presence",0,1,0,0,0
3502.74106958796,3420.56258414821,4002.53197183859,3844.36703074457,2197.84039522141,7309.52552182588,-6508.91979019155,-6590.53895201368,-6742.25662332048,-7399.6805960506,528.333881003226,1,1495.57072914862,37.1257488479253,"Finland.Kevo.7","presence",0,0,0,1,0
809.008059088477,174.317562717068,561.344757147949,466.185213507741,848.153963680023,935.840211454817,-1280.41851880816,-2218.57968862661,-1850.37742880793,-2028.2348417771,689.715622051224,0,673.836400962955,-1.44984831820539,"nonveg_968","absence",0,0,1,0,0
2848.58946151541,2480.52164409717,3149.06158590664,3467.35745893608,2198.50903448195,4528.52468333189,-5228.67915095653,-5414.87962442961,-5832.00236906722,-6051.39182938098,756.377447014692,0,1048.27371428215,6.08752076844148,"USA.YukonKuskokwimDelta.UB3","presence",0,0,1,0,0
2730.17887444687,2875.02087374768,3222.05667097387,3502.96154778376,2095.08851101482,5642.39668796727,-5534.30151751539,-6012.31668858324,-6468.56513785211,-6651.37640283023,574.467333141546,0,1429.0574662113,36.1492316183498,"Canada.PayneLake.TDA0","presence",0,0,1,0,0
1020.63001914548,520.038373424178,852.743236693736,724.234390760835,188.438694713777,770.283616294405,-840.330114102346,-1453.72143079611,-1071.42248810216,-1228.46275466266,2039.25422507516,0,832.191324431707,36.1822314970307,"nonveg_876","absence",1,0,0,0,0
49.7658333972394,861.212111836696,213.389172296659,221.403731971967,185.36535095721,1283.69760607722,-1552.07277791457,-389.226058139735,-1506.83046076066,-1494.73555177211,1710.12072274422,0,811.446278439456,-5.42398070239881,"nonveg_994","absence",1,0,0,0,0
1737.69628282205,1455.2864511311,1749.98023358662,2527.06593177845,1405.24087698844,3654.01420208454,-4240.76382218859,-4724.76696926936,-5208.55955172068,-4523.85451262056,597.55748365644,0,1869.52760110305,26.4372097112021,"Canada.LeRoyLake.TD1","presence",0,0,0,1,0
546.07520775777,649.363960755769,453.534095996179,237.799117949166,-704.067900946109,828.485964460195,-655.467118093529,-723.012784715976,-923.969626287841,-1032.81069144974,1584.57074170877,0,1353.43186170188,32.0549515052277,"nonveg_1416","absence",1,0,0,0,0
685.603413443554,236.764296618671,767.432247176762,1067.09026878803,479.680556179729,1288.78048780258,-2505.20306882175,-3193.50401179665,-2607.79475438145,-2451.78440065367,752.451903408676,0,830.32597216936,3.88533692950613,"nonveg_619","absence",0,0,0,1,0
536.916472390969,1895.75303987702,-118.452970092267,894.772743802439,1582.7314884987,2852.78471839167,-2020.37972161885,-1068.08738795026,-3251.46269157176,-1962.34498012733,956.551346323475,0,2014.20600996929,-52.2907508053865,"nonveg_663","absence",1,0,0,0,0
3599.04252611276,2455.96888123987,2895.49363139616,4555.79405795435,2009.82874941853,4463.89730117457,-5238.33991885502,-5019.04221654165,-6752.31846310879,-5834.82417786311,570.4183972811,0,2715.75907246938,42.6055848130532,"USA.BrooksRange.8","presence",0,0,1,0,0
390.617071035099,159.826937486139,319.986367288981,440.19610548765,786.498364836988,315.026021212402,-1506.76449622192,-1961.71833867067,-1656.71428028562,-1427.70311041353,1359.67986868119,0,626.671427350849,-17.2122301652995,"nonveg_768","absence",1,0,0,0,0
3007.5888604562,3294.60178539223,3570.58684372105,3681.4890200995,2209.11063785522,5639.54814027955,-5493.31774884023,-5322.61887198037,-5953.06941274319,-6167.85109796987,688.876681709559,0,1492.39485545738,18.1612240982051,"Russia.Yamal.VaskinyDachi-2","presence",0,0,1,0,0
-353.333727563481,430.83203329329,16.0017759355172,605.605234571067,924.952839846177,942.215891892139,-2836.8694441346,-1519.91780547107,-2187.08133129349,-1510.61139151369,915.664514892107,0,1278.28656740966,-42.6095522469886,"nonveg_695","absence",0,0,0,1,0
867.524896794583,942.518434545689,888.146603586865,1616.03252003414,961.189309911603,1605.59289427038,-2415.02136989394,-2045.02298938165,-2286.65745044301,-1085.50375184163,1426.68038393157,0,748.507623239553,-3.74657652468079,"nonveg_863","absence",1,0,0,0,0
2698.48884727517,2695.20520871382,4338.36369684729,5012.39547210045,1488.44513498092,5970.03385422664,-6467.1508727248,-5844.90702891078,-7027.10706479247,-7578.69330780838,523.887749970219,1,4192.01059451848,36.780933886672,"Finland.Kilpisjarvi.17","presence",0,1,0,0,0
2254.50479081289,1904.06421940742,2198.33847129841,2571.87470453126,1347.80528065663,4438.4578357343,-4760.84335865263,-5234.19813536887,-5518.18283136238,-5477.76198503795,551.35466494448,0,858.752192985307,7.53924565299447,"USA.YukonKuskokwimDelta.15B7","presence",0,0,1,0,0
2433.83189841676,2509.40579667598,3845.59005017259,3200.92222414733,1981.36771861847,5566.25686679199,-5552.89730876033,-5447.11392138153,-6053.1094149601,-6557.56594275483,718.664705135207,0,1699.96711604189,12.2124347047096,"Canada.DeceptionBay.BEGL1","presence",0,0,1,0,0
106.286345594208,670.843826480144,-516.717551849282,-310.231526282321,111.682712437024,963.654735561293,-741.944288517924,-47.9857027976416,-1356.28782392563,-1181.8295655969,616.045118821283,0,1187.56137832943,-0.415105141755119,"nonveg_1268","absence",0,0,1,0,0
1553.38113411545,1035.5885528239,1056.33965590922,-540.780504594567,635.665753341945,1422.37514491129,-830.592998630746,-1360.51674479962,-1366.84402290863,-3182.83209104034,1964.57550715646,0,2094.16163871001,35.2967454143654,"nonveg_602","absence",1,0,0,0,0
-67.0537187333741,-548.253304174087,857.086769325259,269.306443669977,62.0714960228613,-370.194794224017,-1847.38156120538,-2451.68635495086,-422.513484273786,-1055.3188272222,1226.12153813679,0,1405.34007349935,-3.39803196726935,"nonveg_729","absence",1,0,0,0,0
3448.90406754901,3575.98589353562,4384.96883071818,4696.51884434956,2109.49832359659,6326.77007176756,-6218.64776988624,-6092.93142899254,-6952.14847624922,-7351.11768653464,574.162094539831,0,1924.47457854879,39.5427565052021,"Norway.Javrresduottar.A-Salix","presence",0,1,0,0,0
1002.79223404441,521.679924263459,300.649990373263,570.779943796139,402.578604103243,1003.37053022509,-747.101395199643,-410.716163838431,-1508.47553999052,-1334.52479261654,739.588881303182,0,702.142243671143,27.2824377245983,"nonveg_757","absence",0,0,0,1,0
3059.80319388607,3403.91538558675,3826.51083281614,3624.32962596816,2421.13021868206,5492.57968219497,-6030.3401215203,-6233.44815834175,-6123.03381681564,-6450.65539367601,727.769006671331,0,959.018923371671,2.06137857563091,"Russia.Tiksi.Bog","presence",0,0,1,0,0
2946.99233803679,3154.04782385435,3558.50302091104,3800.27029746801,2164.33649907953,5820.16525962694,-5838.77574043681,-4583.0521867145,-5981.14441128565,-6037.16913424794,747.323209002458,0,2114.63136475366,26.26151028736,"Sweden.Abisko.NT-SparseVeg","presence",0,0,0,1,0
3809.77308151797,4465.88527825874,4634.82565667033,5065.93378592703,2802.61976395744,7877.47993072892,-6994.18509861498,-6468.87714943493,-7510.05816252782,-7420.44130786822,417.151629139505,1,1994.07877288923,16.9627098900439,"Finland.Kevo.4","presence",0,0,0,1,0
2637.07920792338,2564.84684525607,2985.74858318806,3344.37310990384,2081.42798964069,4584.54268613975,-5974.44665600214,-5419.86608826362,-6313.98950505845,-6214.5547609252,596.545941037173,0,1841.14741711486,7.52202025042284,"USA.NorthSlope.10","presence",0,0,1,0,0
591.620391857035,597.80833411423,364.446062753981,659.104879950919,452.519631547819,1068.63065681846,-1530.12790613478,-1522.19214769838,-1822.79832431943,-1443.25845699876,1007.8415481294,0,294.658817196938,3.75948000835717,"nonveg_953","absence",1,0,0,0,0
1737.69628282205,1455.2864511311,1749.98023358662,2527.06593177845,1405.24087698844,3654.01420208454,-4240.76382218859,-4724.76696926936,-5208.55955172068,-4523.85451262056,597.55748365644,0,1869.52760110305,26.4372097112021,"Canada.LeRoyLake.TD1","presence",0,0,0,1,0
501.828256033512,742.408425509103,920.057141377371,948.392150956199,1000.98153107681,1037.7450585235,-1973.66283137652,-1796.12053644822,-1549.65763398139,-1523.57176869099,2022.35456750446,0,499.153275043294,-22.6887852292406,"nonveg_825","absence",1,0,0,0,0
501.828256033512,742.408425509103,920.057141377371,948.392150956199,1000.98153107681,1037.7450585235,-1973.66283137652,-1796.12053644822,-1549.65763398139,-1523.57176869099,2022.35456750446,0,499.153275043294,-22.6887852292406,"nonveg_825","absence",1,0,0,0,0
511.952457244786,94.7488171673065,613.751111285645,330.807470965722,472.77382435454,505.213129588322,-1391.99957265293,-2272.02632755644,-1461.16061700274,-1777.94193960712,1178.15784457197,0,519.002294118338,1.4510604774165,"nonveg_984","absence",1,0,0,0,0
3136.53403489121,3163.91740270449,3716.99008746231,4614.11269229356,2470.77023397027,5340.69724862498,-5626.6967022011,-5403.55933237932,-6573.20323640694,-6313.07636705798,667.124865868845,0,1427.53617195782,10.1470484735009,"USA.YukonKuskokwimDelta.B","presence",0,0,1,0,0
620.088919954237,234.610929939352,-227.894756586385,881.646969030625,-27.3314527393049,555.924794037237,866.582670164004,108.825846836516,-829.761488939521,261.660659812908,199.418599184603,0,1109.54172561701,25.8968149077417,"nonveg_1547","absence",0,0,1,0,0
1965.4597172837,1853.76701434412,1469.14969182416,2764.45209336983,979.776998205079,2772.0278291379,-2867.91061975567,-3795.50394966075,-3629.14726467634,-2589.78148622634,736.11940637516,0,1784.67509516475,42.8557703947225,"nonveg_1177","absence",0,0,0,1,0
3128.29132942337,3104.6599768612,3864.89841440907,4095.30626752653,2254.0873482186,5148.00743143841,-5796.07080964435,-5671.22961739443,-5939.16085716635,-6290.71190066341,800.18804070387,0,2061.79405031126,42.2441177910603,"Russia.Yamal.VaskinyDachi-1","presence",0,0,1,0,0
4117.11736215731,4052.31696586628,4809.62950448285,5283.20147196759,2663.23739117946,6298.23594607258,-6284.62854856658,-6396.76218068871,-7065.88743015021,-7009.78847182005,634.115888822382,0,1900.41192493394,36.6734071268073,"Norway.Javrresduottar.A-Sphagnum","presence",0,1,0,0,0
654.057466041885,307.705948977709,-115.391493912806,342.558577042725,710.591623728564,1305.25159190081,-2301.90978081798,-2942.2447429279,-3776.32954438287,-3049.49012823043,394.031787252574,0,825.98311764137,-2.69210274698475,"nonveg_986","absence",0,0,0,1,0
1366.23927736724,690.758224281916,1362.41756138648,961.162329936414,810.892928009377,1267.09636195974,-1526.46608798549,-2359.68085564289,-1727.59290385469,-2345.39340300265,1661.94934945908,0,675.481053085327,23.1394312232444,"nonveg_540","absence",1,0,0,0,0
586.830245838354,758.852192053903,951.410827130444,693.645296655869,573.664760124301,1908.49876623665,-2300.66822953238,-1703.69305546742,-1496.13889088538,-2103.8140475285,896.418908271627,0,377.746067006143,0.438849523801764,"nonveg_867","absence",0,0,1,0,0
1610.71276562998,1832.75534288032,1650.74922639157,1828.84867562082,1482.49802801167,3803.17128914895,-3553.96103940675,-3755.06219077574,-4099.18227449014,-3959.58584745856,754.494311044713,0,1313.36517434215,4.54317011127731,"Finland.Kevo.3","presence",0,0,0,1,0
545.876913400367,366.882033970913,1076.40640527734,402.259291802898,443.069662386977,592.046943871403,-1889.52955915025,-2154.02336569497,-877.715126797555,-2443.67059361161,1844.65917758015,0,709.524371306424,5.14036255066955,"nonveg_866","absence",1,0,0,0,0
1071.70996490612,589.730485776664,679.061887211384,502.598049798087,801.677192851356,826.222211345123,-1133.26109871452,-1922.07856105388,-2094.88775761383,-2634.04230536519,1767.96277106949,0,569.111915108033,11.2513655022818,"nonveg_767","absence",0,0,1,0,0
4259.46542983322,3335.65083049223,4732.21051041497,5354.69511546521,2110.04690379146,5851.3855148797,-6513.46718599921,-6720.99059191403,-7122.5277937751,-7220.56370817842,589.693638240155,0,3277.58382387628,63.0139004269007,"USA.Kougaork.TallShrub","presence",0,0,1,0,0
2759.23747562918,2099.04394658607,2782.67967884209,2888.12434031459,1882.0862538064,4221.39836349475,-5579.39137021279,-5571.32409582069,-5880.42944030878,-6410.57066169417,664.910411026455,0,1204.66237393636,44.6171249606061,"Canada.ChukotkaRiver.TPO3","presence",0,0,1,0,0
272.40358082397,412.474033223986,451.486749862432,538.232947711062,-75.0356984633349,761.245369060097,-756.496096808215,-559.184447320612,-684.672305892634,-686.399585051286,1294.5872541723,0,613.268646174397,13.8975711714922,"nonveg_582","absence",1,0,0,0,0
-412.668958165058,424.745634538267,-218.811647673435,636.888828235411,10000,821.516742492923,-729.788083383761,-227.136685038497,-1110.18412800155,-535.931073288097,1416.52066315845,0,10412.6689581651,-416.506758326602,"nonveg_1241","absence",0,0,0,1,0
191.813932303464,47.8479317970676,441.621066339375,61.9775589574594,466.720441656237,7.29565449412837,-649.335668646785,-818.208476240591,-333.215241607141,-837.076625506921,1971.26119304802,0,418.872509859169,-8.86795191460558,"nonveg_995","absence",1,0,0,0,0
1981.40317075877,2379.36509887197,2617.40013204068,2724.40051477826,1107.12191436424,5389.59003584433,-5178.30773382922,-5842.42406802134,-5964.82071030964,-5854.16226688069,517.003777833626,0,1194.409229527,6.94342135333674,"Finland.Javrresduottar.A-Salix","presence",0,1,0,0,0
250.669626401873,975.714702901915,219.042710809412,1153.15027157674,-150.053497509038,1469.43537447441,-1808.10463976389,-733.896398470389,-2003.99007199775,-458.846012558254,1407.13437059419,0,1303.20376908578,17.4227445178657,"nonveg_955","absence",1,0,0,0,0
586.830245838354,758.852192053903,951.410827130444,693.645296655869,573.664760124301,1908.49876623665,-2300.66822953238,-1703.69305546742,-1496.13889088538,-2103.8140475285,896.418908271627,0,377.746067006143,0.438849523801764,"nonveg_867","absence",0,0,1,0,0
481.039401230492,561.366757737993,1139.98119875457,1041.61641798619,-3.02623794970805,1308.86278979728,-2154.46557524961,-1857.74843388538,-774.340474409093,-1079.96997789516,1163.353716497,0,1143.00743670428,21.0463321382695,"nonveg_816","absence",0,0,0,1,0
3107.6511734366,2927.71826713041,4011.72712963691,4224.26346500919,1649.30452199075,4307.65209684795,-5332.38312301603,-7390.09128094656,-5089.55228758986,-6197.12731389343,590.641291022616,0,2776.30730864575,52.5117165413494,"Sweden.Abisko.VJ-Wetland","presence",0,0,0,1,0
216.658690935243,533.40651924533,397.643420972155,354.518184996301,-0.212563467732025,1837.5063583268,-2982.16014842223,-2793.37673021937,-3191.49929017891,-3370.06562270535,562.539665175128,0,533.619082713062,6.37856630596984,"nonveg_612","absence",0,0,1,0,0
545.876913400367,366.882033970913,1076.40640527734,402.259291802898,443.069662386977,592.046943871403,-1889.52955915025,-2154.02336569497,-877.715126797555,-2443.67059361161,1844.65917758015,0,709.524371306424,5.14036255066955,"nonveg_866","absence",1,0,0,0,0
523.999737994272,366.165237685074,628.71976252709,337.396358943285,42.2089879960903,973.884908933599,-1219.2970519692,-1658.02213408729,-1376.70788937315,-2295.93266472175,894.566120816947,0,586.510774530999,13.3830763888384,"nonveg_792","absence",0,0,1,0,0
2557.21898909514,2621.64661141987,3081.51021583055,3376.29083301413,1799.08170568566,5030.97513274831,-5267.8927232598,-5085.67354616405,-5640.38169999165,-5784.09817760692,723.94180997297,0,1834.96177192607,30.2921129720535,"Russia.Yamal.Nadym-2-H","presence",0,1,0,0,0
2506.04426325305,2846.80640097739,3189.12926254434,3363.37463494564,1395.20240611976,5854.18574342479,-5569.20209485589,-5788.83000662995,-6365.69899259351,-6654.75531375648,524.826064643433,0,1431.33171385693,-21.0368977815845,"Canada.CoutureLake.TDA7","presence",0,0,1,0,0
387.385939738916,248.634114016605,352.899736680557,-625.788379107435,433.857106835626,2549.64183160097,2368.81637393483,5532.20803102085,2599.48147168101,536.509217327667,269.098134449799,0,1059.64548594306,-1.65968453916821,"nonveg_1880","absence",0,0,1,0,0
3428.89335140852,2966.78798902756,3925.44414009288,4318.86027928809,2140.97923188183,5039.04968350561,-5787.7711270195,-5812.54180966933,-6322.80416577954,-6544.80451929317,657.111031376635,0,1968.15365525937,37.6906966128471,"Russia.Yamal.Laborovaya-1","presence",0,0,1,0,0
3061.06123658417,2535.65752577646,3418.87242358091,4230.77326332404,1802.56104391296,4483.12329161414,-5374.83761874505,-5201.78037559848,-6114.70847461302,-6201.42005407343,665.916042233348,0,2066.95390428327,35.9788864964402,"Russia.Kolyma.OW1","presence",0,0,1,0,0
2720.55513454111,2408.16414911097,3310.7736597518,3705.66083374464,1648.22740977253,4510.22434589687,-4884.18114665207,-5857.83438077232,-5520.04627515596,-5527.03563725692,738.868620895062,0,2029.78639222222,16.4880357462316,"Canada.BonifaceRiver.LSA6","presence",0,1,0,0,0
-14.0867441272269,-110.777546956896,-53.0816472251836,-595.591663695278,224.401102111779,89.3331450295814,-1145.42527120225,-1470.01454331066,-1630.89419905174,-2447.31229075759,1387.2732158691,0,819.992765807058,-13.2493247910559,"nonveg_1834","absence",1,0,0,0,0
2823.79657529105,2675.59070483999,3194.08906898004,3306.9907074222,2126.56507463894,4621.47443850503,-5686.14719731912,-5866.86149330472,-5647.52601486517,-5935.85883801606,775.012961627012,0,1427.85559274069,31.8709857609519,"Russia.Yamal.Kharasavey-1","presence",1,0,0,0,0
1752.35221677928,2266.5760521825,2266.74307990168,2686.64243156203,1329.10333684346,4312.95281296339,-4664.91501246757,-4343.50178286082,-5107.92693904981,-4299.12898629145,765.399479978342,0,1084.54829073708,7.66754687931399,"Canada.Ivujivik.TP13","presence",0,0,1,0,0
698.52477446789,816.772937664443,903.349005295266,522.564742008923,918.218996191035,1344.84665069869,-1863.35115836654,-1695.71255639009,-1643.99230350719,-2256.10413631344,1489.15121930692,0,395.654254182112,-8.13682302678317,"nonveg_940","absence",1,0,0,0,0
2033.6781309919,1934.47374582036,2297.03482687411,2541.45992150002,894.297320383253,4287.16111017831,-4655.99309351743,-4623.60956031248,-5185.37725006287,-5383.29367776135,670.33190985718,0,1279.37445778781,17.3793179641553,"USA.YukonKuskokwimDelta.1","presence",0,0,1,0,0
2506.04426325305,2846.80640097739,3189.12926254434,3363.37463494564,1395.20240611976,5854.18574342479,-5569.20209485589,-5788.83000662995,-6365.69899259351,-6654.75531375648,524.826064643433,0,1431.33171385693,-21.0368977815845,"Canada.CoutureLake.TDA7","presence",0,0,1,0,0
1553.38113411545,1035.5885528239,1056.33965590922,-540.780504594567,635.665753341945,1422.37514491129,-830.592998630746,-1360.51674479962,-1366.84402290863,-3182.83209104034,1964.57550715646,0,2094.16163871001,35.2967454143654,"nonveg_602","absence",1,0,0,0,0
345.746623760144,-220.924834108012,234.685465706087,771.070128336061,103.110618321818,-22.1536201458621,-1238.23717467699,-2149.21456664451,-1660.66067091337,-988.295035143609,1277.27701041334,0,991.994962444072,14.2727062022544,"nonveg_578","absence",1,0,0,0,0
964.106420108897,428.295679597953,498.761514185614,349.425322460614,632.876223958263,838.27733911282,-345.331300392706,-1492.73570343511,-1426.82566926303,-1823.90377919377,1018.58382886476,0,614.681097648283,11.8296498625226,"nonveg_790","absence",0,0,0,1,0
1788.0473321897,1344.84022287668,1928.45006654261,1781.12174115334,1405.67484416666,2664.44214211555,-2823.64869777258,-3286.02053837705,-3108.95817186785,-3489.31415711755,1101.54651286041,0,583.609843665935,16.6248907836104,"nonveg_898","absence",1,0,0,0,0
3310.31642549189,3623.98753389081,3727.6916686467,3850.47120251008,2412.84548852238,6019.99921695789,-5886.2671182536,-6099.72969883299,-6377.24597836231,-6513.81367160044,607.283568749759,0,1445.71242242726,32.7563880575,"Sweden.Abisko.VJ-BirchShrub","presence",0,0,0,1,0
3636.1492518944,3358.27061491221,4304.3913683535,4741.46178799318,2479.58911043638,5974.99628721654,-6342.1779819177,-6453.62165450053,-6783.34660893331,-7004.43669033773,592.414239988227,0,3261.22106378191,57.1706776500004,"Norway.Javrresduottar.A-Hummock","presence",0,1,0,0,0
2516.76841597442,1183.6741537618,2663.96176081537,3240.48806330074,1358.56282119145,3196.70181814541,-4712.60767840302,-5119.03891454079,-5884.95481415103,-6616.76379875679,554.762817549169,1,2061.35622154499,26.0629861460019,"USA.InteriorAlaska.23","presence",0,1,0,0,0
181.003403113215,636.157550792311,1479.42765079811,336.550674120945,-84.4160672833075,1662.27925412391,-2490.03803189167,-1617.61615072794,-1032.02313939082,-2740.06264331124,970.522395110556,0,1563.84371808142,8.29435844989132,"nonveg_627","absence",0,0,1,0,0
2700.06164054426,2522.91934143917,3211.35818582513,3372.28044918434,1812.61019413233,5273.52863820206,-5476.45296749501,-5951.19676607234,-6151.10606746596,-6445.52857775064,561.132596434158,0,1118.24989863897,11.6681328287962,"Finland.Javrresduottar.EC-Salix","presence",0,1,0,0,0
3138.04024499987,3367.48435658408,3544.52332005494,3650.60023343292,2422.56512020383,5710.59615988528,-5321.30425860581,-5685.31274341995,-5849.73124923477,-5802.44193121992,776.98603159707,0,1218.97003193637,19.0723600259575,"Finland.Kevo.1","presence",0,1,0,0,0
3597.98143050537,2255.2777544313,3795.48525926613,4231.5864232564,2269.01233300912,4408.90212570494,-5821.59228012728,-5708.24988156533,-6063.59542982107,-6628.63011728537,617.692296766127,1,1806.52030044756,35.2599055161447,"Russia.Tazovsky.Burned44","presence",0,0,0,1,0
1195.13920512361,825.893354045376,785.647927849781,1414.86313934955,1083.6207651111,2401.74460281714,-3019.31333456434,-3426.29847826218,-3972.54440500787,-3203.38053557562,529.295571519292,0,629.21521149977,4.13031259305586,"nonveg_996","absence",0,0,1,0,0
896.224848124165,383.817159908199,701.246234111979,254.567387788484,828.613179030396,1414.25769016016,-1674.30865330404,-2330.63706774395,-1960.9883463393,-2606.73048888661,783.29461455603,0,641.657460335681,1.8273424079397,"nonveg_745","absence",0,0,1,0,0
3007.5888604562,3294.60178539223,3570.58684372105,3681.4890200995,2209.11063785522,5639.54814027955,-5493.31774884023,-5322.61887198037,-5953.06941274319,-6167.85109796987,688.876681709559,0,1492.39485545738,18.1612240982051,"Russia.Yamal.VaskinyDachi-2","presence",0,0,1,0,0
