"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_green_startSnowfree","texture_NDVI_peakSummer","topo_eastness","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changePSLS","spectral_NBR_changeSSES","spectral_NBR_changePSLS","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_changeSSES","spectral_NDWI_changePSLS","spectral_NIR_annualMean","spectral_NIR_changePSLS","spectral_NIR_changeLSES","spectral_SWIR1_annualRange","spectral_blue_changePSLS","site_code","presence_absence"
300.276762874928,253.071635565336,503.288944094995,-278.139353904955,-54.3016250656769,543.131609587626,732.351981350419,-231.629713892284,-274.257514427693,-65.7427196808517,-90.0768036555531,199.228907969682,-835.820685987009,123.383145522886,811.350263867707,292.200687369069,0.472355216741562,28.530839920044,0,253.071635565336,781.42829799995,10.7447996345638,39.0714148999975,-15.204004585512,59.3838606733049,287.929110528253,211.505094629264,1006.60949577811,-65.7427196808517,-133.805631166169,-5.73108682435569,51.7524796978346,765.258270289988,25.9436269787465,-5.93132716895514,664.200207754152,14.9752299335353,"nonveg_689","absence"
2569.57175576845,3078.67649110429,3289.07684607758,3424.90631631464,1731.70263855625,5218.73089243197,6292.61275881379,6440.50260860769,3795.7556833792,-6566.86480738215,-6343.60392418594,-6815.41336548384,-6920.56197939631,-5598.80181483002,447.571551359478,152.337959199381,-0.0482607677578926,2.78692965507507,0,3207.41830506951,1397.15958663429,16.9571028561499,-19.6027151317381,41.4136039326068,-5.61786195553108,6170.75253333252,5772.20170639145,2108.21222156785,-6733.0591843831,-6514.17258531999,-37.3427710977034,0.0951267288519375,2129.41204174403,-11.4118707580845,3.51784321888852,916.739453324042,-6.46580635105449,"Finland.Kevo.5","presence"
2977.65758456172,2412.06550420305,2571.00259412572,3513.36390389039,1566.50689545736,5235.43777304076,4993.8959488142,6072.3476944577,2623.78787420065,-4775.23763908598,-5119.07382894505,-5988.41719055349,-5627.97717145793,-2976.36527987014,1221.51433107375,-48.1481784638896,0.068653117865324,4.20685482025146,0,2099.53442840096,1480.24756431466,21.4177650585036,-8.85642708881733,-42.7281845286884,1.5797847325815,3999.09672245234,3621.13357403371,2579.63944789161,-4164.92678107361,-3665.79213637075,-90.8421694874321,18.2727608118386,2335.56893873941,-2.69214919128001,-4.78209751613919,219.524208546231,3.34828799072842,"USA.Kougaork.LowShrub","presence"
766.513198305,944.014512736453,447.657863244856,469.699766648239,1092.52505478838,1924.48457427684,1551.3752796562,1598.41517292079,2213.22910651309,-2540.89361464416,-2303.11878906042,-2992.65184915317,-3021.26766375729,-1847.8994498613,892.031844308013,-168.496753629163,0.0224280748516321,1.29504609107971,0,766.513198305,644.867191543524,-11.2417881545993,-1.57442167167021,-29.0403519303202,1.74548007035849,1924.48457427684,1898.31616301144,661.853826856889,-2540.89361464416,-2541.16627329527,-23.8963505097538,2.04398675743719,1277.50761077166,-0.648780790609521,25.3096443858258,853.957379470894,-0.132606421932678,"nonveg_746","absence"
31.1553716374246,-52.7065111806111,1195.65507730724,-628.530261553462,10000,81.2530269543411,1413.51258381671,-782.085090245678,146.171768586636,-66.4558808921983,-424.200826343645,860.992279512212,-1108.90968376013,1043.39528523666,2261.88671502788,-183.897475254612,-0.0588624775409699,9.70232677459717,0,31.1553716374246,10628.5302615535,-415.368526181774,912.09266943035,-124.575365111026,1286.29463889687,81.2530269543411,155.065774446093,2195.59767406238,-66.4558808921983,60.9642347505783,-46.2437985887022,984.950981636173,1929.6035043207,723.644484353471,-371.986736224279,1213.96067359598,405.918069394209,"nonveg_1477","absence"
3403.34455238426,3500.74533584351,4067.04582909344,4732.83163935154,1798.49848613593,6102.61423635425,6574.17932205874,7567.09282947855,3742.68789822889,-5912.45744787074,-5894.38373931965,-6633.16248409101,-6302.19586503785,-3785.00973148178,1538.77182273353,5.49781141191764,0.0200974374477353,9.74072987692698,0,3847.35618585929,2832.55437259644,107.399843983889,-89.7509516333306,118.927594173675,-120.585824545345,6676.73673149861,6611.78628911832,2767.52467915221,-5187.24917383195,-5845.78664720053,5.78361852437568,-86.0755609573479,2723.93422360815,-47.6602984272717,22.3026920012184,982.060678243803,-30.4122185671807,"Sweden.Abisko.KJ-SalixShrub","presence"
1785.43158548338,1050.53381717818,1537.46790399838,1395.79285400022,756.030255390991,3095.03006571944,2870.57028658428,2653.42366039907,1763.71216994412,-2827.14518333784,-3679.42181717958,-3631.58656104213,-4004.38577645867,-3260.91022001384,912.937590213814,-735.447244405173,-0.0162668656557798,1.70845949649811,0,1395.79285400022,1029.40133009239,44.7565795692343,10.1196464284403,46.7508949443235,25.4551716255868,2653.42366039907,2534.20573818525,1331.31789577531,-3631.58656104213,-3480.68991160641,18.859349420696,26.6285153868956,1911.61365126213,3.51744212965127,-30.0427821783897,788.244951452691,5.17061197546157,"nonveg_898","absence"
3029.88992152342,3271.80347465756,3347.54812092263,3611.50129490451,2259.7830303118,5126.70470881587,5477.44979159369,5896.14270015765,3894.95733677733,-5543.06971316368,-5961.92917456142,-6227.47692883502,-5871.02942534725,-4934.98116677918,727.258017257346,-4.74146214739204,0.0491999827325345,6.90767879486084,0,3577.43366559652,1488.89593783076,27.7324267384609,-25.3528756930529,45.8709378545613,-67.0925847931358,5884.44373517384,5638.78992617518,2161.87779721249,-5836.86041128422,-5602.94746194325,-13.0955653064,-33.3668558132472,2803.09221945924,-17.3056827260317,-3.62153276465555,681.015591893517,-8.26864813185271,"Finland.Kevo.1","presence"
956.092825374405,944.069006440667,590.90399210787,570.938258608326,988.785299191723,1208.38653641346,803.504070288452,775.200175580212,1221.08444168175,-1353.80240018957,-1429.54550862586,-1847.56155117063,-1890.5670760287,-971.88026778177,2927.20387388685,-458.929412486808,0.0267367959022522,2.24559330940247,0,944.069006440667,417.847040583397,-1.05459592959092,3.3276222499241,-14.7142408172217,17.23092621821,1208.38653641346,1047.83898197431,455.819510327449,-1429.54550862586,-1498.67136075931,-12.3200687873485,7.16758747634503,3480.00843810755,-6.63609237877555,27.0704395121973,615.256914466829,-0.00613079433329252,"nonveg_643","absence"
782.599381983403,816.704419188329,881.440115096935,1051.54461974737,725.707416493988,1815.08758429138,2028.97951595288,2374.9792277562,1348.80823226521,-2036.80906495907,-2486.83486713132,-2718.51217591768,-2539.66347913479,-603.359811047385,1456.53636909843,72.328402864799,0.0165309504502349,3.48510350121392,0,1359.96031162885,769.546071100127,-1.12498091362059,1.97137347667217,-20.6992809842504,7.97204945870107,2754.13998923329,2432.08626497101,1648.18588870441,-2933.80228179686,-2707.80670531608,-37.5964679226143,11.785792164168,1790.89785070003,4.39512123815919,-1.79920659684163,274.515472018175,4.49250591955538,"Canada.Ivujivik.RTP12","presence"
