"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_green_endSnowfree","trees_presence","spectral_EVI2b_annualRange","spectral_NDMI_changeLSES","site_code","presence_absence"
2495.75150684155,1973.83284875546,-4787.41968471938,-4879.42560495959,728.742384100217,0,1698.99683963051,-48.717690949003,"USA.NorthSlope.Sagwon-C15","presence"
-927.030491628277,445.733061884805,-2855.8162941048,769.825626977346,819.201350134434,0,2186.95279191376,190.972938189713,"nonveg_623","absence"
2961.04391635174,2848.87372139181,-5418.50082364183,-5891.75442652183,591.852542654208,0,1247.70827143322,-34.3348685326487,"Sweden.Abisko.NT-BirchShrub","presence"
2028.84390286026,2462.91106584413,-5807.27942419766,-5725.83940443079,517.177957209851,0,2066.26051353992,-35.9748474956104,"Finland.Javrresduottar.EC-Sphagnum","presence"
2963.93863824727,2845.80552153769,-5187.43613898044,-5676.37822451773,761.047238317554,0,1940.61671074735,33.1807250050541,"USA.YukonKuskokwimDelta.15B1","presence"
2751.89861267378,1999.69244267856,-5712.68786610274,-5948.88707403756,455.29714117782,1,1755.63165139442,-32.6689073805026,"Canada.DaringLake.Tower4-LowShrub-2","presence"
2805.94080078051,2393.162066973,-4604.00549487106,-5386.75679605005,721.208224964639,0,2849.43485685094,30.0762126212221,"Canada.DeceptionBay.TH8","presence"
842.490086905998,-206.829782419701,3322.69991908512,3708.29465448651,186.232794342228,0,1234.09773351922,-24.0147452196808,"nonveg_1646","absence"
411.683316231385,59.9933235968171,-1150.28254017578,-1533.93881577356,921.521197124159,0,695.105000644704,2.37050382186836,"nonveg_900","absence"
354.979417082443,182.775417571464,-1258.81972652331,-1470.92524454632,814.355337375938,0,610.386420760257,-11.5640564139218,"nonveg_874","absence"
811.084797135654,1077.04475723814,-2149.01665134161,-2366.63378174823,1101.14007338473,0,569.740601081108,-22.1082324317985,"Canada.EllefRingnesIsland.Isachsen-C02","absence"
2751.89861267378,1999.69244267856,-5712.68786610274,-5948.88707403756,455.29714117782,1,1755.63165139442,-32.6689073805026,"Canada.DaringLake.Tower4-LowShrub-2","presence"
1680.16606566241,2084.18136071279,-4737.80821200997,-3809.56788353787,868.074033556856,0,1261.9409780782,-12.4660118525883,"Canada.BanksIsland.GreenCabin-C11","absence"
399.66285494395,-235.166717756761,-1316.03990042949,1031.70028928376,807.712192453159,0,1236.75977258728,32.13184533469,"nonveg_571","absence"
557.519433945222,1180.91760910571,-1398.02372682692,-513.211632547865,1039.27321280078,0,1445.1519683315,90.7661894702509,"nonveg_684","absence"
692.983162153937,847.672219512773,-2675.86145055691,-2719.09020119787,682.39393003602,0,175.342195776685,5.6030396121746,"nonveg_985","absence"
2644.0459290043,2693.24204337593,-4894.94885354873,-5433.42696159966,748.70219224142,0,1455.0696844901,-2.16324397706569,"Canada.BonifaceRiver.LSA6","presence"
2028.84390286026,2462.91106584413,-5807.27942419766,-5725.83940443079,517.177957209851,0,2066.26051353992,-35.9748474956104,"Finland.Javrresduottar.EC-Sphagnum","presence"
2057.70449725847,1804.31049847794,-3922.32654364507,-4256.03012144161,749.276420416879,0,1601.17080398773,7.6239172239011,"USA.NorthSlope.WestDock-C14","presence"
3055.50651780385,2580.32827379656,-5458.13085772842,-5010.55866181455,693.876717426778,0,1068.48872160703,-89.2164961288693,"Russia.Tazovsky.Burned12","presence"
678.468861429729,783.821888379593,-1540.00033170965,-1113.81691546845,905.194590631415,0,367.63561297108,51.8591933955244,"nonveg_769","absence"
1895.85173266491,1963.60240572873,-4357.94871235059,-4831.40516556457,685.6542778774,0,860.159169361777,-28.8834594148727,"USA.NorthSlope.Deadhorse-C15","presence"
754.929189292768,274.922545683049,-1323.0982321355,-1835.98566216718,1504.14094070083,0,1128.75263124539,16.042986796182,"nonveg_637","absence"
-719.707344853318,-228.801189083519,10000,10000,1968.59407070098,0,1070.36718140862,0,"nonveg_1236","absence"
2575.77510228669,2471.25204512528,-4418.83340247042,-4963.3844780321,798.047675454401,0,2474.87965445743,-47.8386824632985,"Finland.Kevo.12","presence"
560.842760372057,1189.60888525118,-1846.82352331507,-753.197678273533,2060.82001484962,0,1093.10008911951,371.435292070977,"nonveg_583","absence"
1735.83107000118,1852.28052815136,-4344.188390389,-4398.64072507416,671.159109573496,1,736.941755166023,-60.5219650888896,"Canada.LeRoyLake.TD4","presence"
635.048402861859,-290.941252647703,2872.15504315868,5287.55931999065,136.527650370346,0,925.989655509561,-47.7843806780088,"nonveg_1736","absence"
-527.683959053474,1099.77919910546,-2459.29659847282,-302.865082744421,1643.25183186132,0,1627.46315815894,204.848104572525,"nonveg_578","absence"
1021.1925624995,916.659885165512,-1242.21991075434,-1216.93860370658,1955.62216589866,0,517.368328600604,24.3206092947363,"nonveg_767","absence"
826.837109420838,487.019251445334,-2120.40374062333,-2348.80836512567,1288.11482486269,0,992.974182647633,37.6801670852252,"nonveg_719","absence"
810.627512335788,819.99622875604,-1420.44889955433,-1657.12197081155,1990.06789133163,0,361.748437898724,30.7943189001179,"nonveg_825","absence"
3688.13856194727,3020.10746868613,-5797.18971601245,-6101.7328459183,689.371791490307,0,4095.99742851831,-98.509027559029,"USA.InteriorAlaska.BLOWRIVER","presence"
-323.367657707701,162.685325636491,-561.117240741137,-482.432039389386,1573.43737715944,0,830.814055901522,44.9673193203231,"nonveg_1172","absence"
2649.11799321804,2721.76266139809,-5067.75677709697,-5103.63934602395,818.203322924481,0,1662.23588229117,19.4018478646636,"USA.YukonKuskokwimDelta.4","absence"
2091.44966680013,1795.30233957575,-4089.79629703716,-4924.8845391435,606.346380024444,0,1362.28308106263,-45.1972276814644,"USA.NorthSlope.Deadhorse-C16","presence"
350.140219280481,702.850927896106,-2538.81702904907,-1774.66252557827,834.408525263197,0,536.494188933166,6.42079750516671,"nonveg_760","absence"
651.980516622346,106.268369035183,235.361294221578,-1016.50735711495,1001.42243005276,0,833.569760716589,-137.191078025268,"nonveg_848","absence"
1948.88595314101,1409.83092805144,-4490.06560741441,-4709.93992539389,580.51659339833,0,2131.81854941746,-71.7826314035921,"USA.NorthSlope.FranklinBluffs-C15","presence"
167.050974577042,816.19040704544,-1996.84756967026,-1284.90413300835,1207.31984826118,0,649.139432468398,41.5758299035685,"nonveg_869","absence"
1565.05938394523,1511.61827441458,-4643.58202864955,-4876.39639438753,598.197173487847,0,1359.55377217708,-54.0879517057437,"USA.NorthSlope.FranklinBluffs-C17","absence"
2938.35214010482,2072.68935058158,-6049.98279291441,-6396.48627301052,479.594057737112,0,2635.06516770079,-43.0471243823364,"Russia.Kolyma.T2","presence"
2620.05333824864,3132.79698943404,-6014.06251719617,-5271.57669271892,650.226293871814,0,2328.29099461268,-0.146261786372463,"Sweden.Abisko.KJ-BirchShrub","presence"
3239.81645673259,3097.42983202428,-6181.88560372193,-5645.05958931598,732.018500692125,0,2270.85897669342,-28.5782655134774,"Russia.Yamal.Laborovaya-1","presence"
3265.258525457,2896.17558424851,-5863.54214407016,-6048.24656504064,536.843985671168,1,1005.95770459358,-66.0864773231028,"Finland.Kilpisjarvi.19","presence"
2835.30325867232,2568.69110552955,-5414.45108006356,-6033.38818039319,534.986618201891,0,2170.3283377083,-50.0697715866294,"Finland.Javrresduottar.A-Hummock","presence"
2002.48147725589,1499.19667670332,-4624.48202353425,-5526.42872689803,568.172485847451,0,1334.96012638384,5.32119936238121,"USA.NorthSlope.16","presence"
3391.5741372649,2102.96705082895,-5669.69634530667,-5601.18040483003,624.531736591189,0,3039.42878916591,-154.32894399024,"USA.BrooksRange.8","presence"
288.33961978932,501.208312677248,-2711.42440553015,-2129.60294575137,1423.59244139385,0,449.964548358432,11.2691801662738,"nonveg_849","absence"
-651.00302727746,139.270110741216,-607.333812909593,-521.727183421421,1045.97300434842,0,923.33619921123,88.2436176523221,"nonveg_1927","absence"
3183.05471443742,3494.94211564016,-6277.0575176494,-6029.51129205387,661.871013514793,0,1840.73278514324,-34.1866331032455,"Sweden.Abisko.VJ-BirchShrub","presence"
712.040924734778,906.693044565038,-1741.95709280239,-1217.92069124721,2070.97434611655,0,194.65211983026,19.0077612688645,"nonveg_861","absence"
2475.73986263562,1830.97114932771,-4702.60891165007,-5541.16020177196,578.423952881654,0,806.811943773611,-11.7520592424414,"USA.YukonKuskokwimDelta.15B7","presence"
-476.990796101051,-185.970069038307,400.258073960838,875.862843917214,169.468073754585,0,936.545261836063,-16.2811164922074,"nonveg_1509","absence"
2000.62843086686,2271.40353216071,-5395.97635051548,-5454.99187424103,521.306813299339,0,1390.61432804087,-22.0845997619844,"Finland.Javrresduottar.EC-Hummock","presence"
2245.01596319283,2323.96153775719,-5336.40529295983,-5620.21291719927,511.781199499805,0,2461.97922080896,-205.022808206744,"Finland.Javrresduottar.EC-Salix","presence"
20.6015126181803,-366.954031991007,7406.41869366676,10000,351.733808239525,0,704.300275309902,175.29765717892,"nonveg_1695","absence"
576.556465652949,56.9065668267063,-995.019014711407,-1063.34027851201,504.929832158364,0,1567.40822302587,-13.4876571310091,"nonveg_547","absence"
-1331.06686134156,-437.788976557824,2324.04689885211,4018.84685540888,953.386490583899,0,1357.24994240778,-9.61780995640493,"nonveg_1367","absence"
618.879647162699,-8.5762374650505,-1973.40926605838,-1568.79886119275,961.622879976587,0,1463.36445932331,-151.197648532484,"nonveg_1888","absence"
4065.11418343866,4156.45592661874,-6722.46437064622,-6849.35480276249,450.459490834294,1,2249.54688053128,-80.0994888539797,"Finland.Kevo.4","presence"
463.241320741851,-164.598277641968,160.952863534504,259.046411321473,401.834725074946,0,650.500367776111,5.62486353074937,"nonveg_1161","absence"
550.208466722842,-91.5283874571117,-258.725772170466,-877.843807608189,703.3884577124,0,673.282724374913,-11.6018155727176,"nonveg_1268","absence"
3564.34836958936,3020.54320648223,-5702.96185496103,-5938.56077772129,581.831228163382,0,1928.24997258808,-29.7460052278571,"Canada.ClearwaterLake.AB3","presence"
4065.11418343866,4156.45592661874,-6722.46437064622,-6849.35480276249,450.459490834294,1,2249.54688053128,-80.0994888539797,"Finland.Kevo.4","presence"
2660.14501388357,2263.84790832526,-4955.19569199553,-5040.7423363069,799.815581615899,0,1458.97954546641,-16.8862431608595,"Canada.Yukon.TOWYK","presence"
-940.56163628105,-610.673916973083,-248.886560892791,524.888388959919,1153.49361762465,0,1253.37119615322,66.8515266503822,"nonveg_593","absence"
3406.25529855747,2772.13587789443,-5010.21137852726,-5405.48031013844,828.851715367422,0,2589.44302071154,-61.645820578106,"USA.YukonKuskokwimDelta.UB7","presence"
2616.47231866725,2421.85936160643,-5300.96085445737,-5473.65287285958,648.168502540614,0,904.720966003096,36.6746795898804,"Canada.DaringLake.Tower1-MixedTundra","presence"
1672.86033662035,2081.55711459637,-4542.48567961473,-4776.17102139026,857.325026494198,0,2794.05114053578,-141.402384682606,"Canada.Ivujivik.TP13","presence"
85.4611806200228,820.974053546815,-2091.17161991745,-1040.37687878131,1539.13772728327,0,735.512872926792,79.5788539717848,"nonveg_922","absence"
530.054501581353,-55.6337715645189,-792.018970810173,-1706.56193578065,559.427196368549,0,904.385465787053,-25.6320474276104,"nonveg_794","absence"
591.634197516054,358.806010519172,-911.170341011274,317.408018497487,692.41748968712,0,378.843405408329,31.6500311725122,"nonveg_931","absence"
1762.90231921849,832.486094934494,-2857.26019948251,-3970.88761985912,799.307041877136,0,930.416224283997,-29.0776798753895,"nonveg_898","absence"
517.388447716917,545.98874063777,-1634.33705243682,-366.283777276928,881.180918382079,0,1032.48009241623,23.9220960258981,"nonveg_757","absence"
290.803738056095,298.999001474152,-1248.90102933456,-1103.88871115323,1325.73238969353,0,1424.73996150542,-7.44790747200638,"nonveg_572","absence"
557.519433945222,1180.91760910571,-1398.02372682692,-513.211632547865,1039.27321280078,0,1445.1519683315,90.7661894702509,"nonveg_684","absence"
966.482527623742,1003.26410688855,-2454.8940765612,-2824.24767549815,1149.2302218084,0,859.97333239765,200.028150176469,"Canada.PrincePatrickIsland.MouldBay-C00","presence"
-476.990796101051,-185.970069038307,400.258073960838,875.862843917214,169.468073754585,0,936.545261836063,-16.2811164922074,"nonveg_1509","absence"
314.828919835616,525.577864699751,-303.938751447157,346.416989863596,843.183975523312,0,1103.3411370533,57.8835031613494,"nonveg_1089","absence"
1045.33146202998,634.952758860947,-530.013690421484,-1630.57842547358,1473.58324027582,0,926.897074211148,336.460745296847,"nonveg_645","absence"
2881.07818821787,1824.17070156226,-6056.77087605493,-6333.02672395449,389.040520743651,1,1655.71887566855,-31.5927187149572,"USA.InteriorAlaska.5","presence"
3292.05887415548,3269.84911124556,-5639.44147165289,-5733.01596132472,623.085195636751,0,1686.2342632223,-21.254072543517,"Sweden.Abisko.VJ-Wetland","presence"
2605.78553785546,2516.08601342756,-5655.68479869231,-5520.9217004309,705.005477613611,0,2209.37134244955,-50.0086893241931,"USA.NorthSlope.Sagwon-C18","presence"
612.205016003574,157.956181145534,-1284.90531270697,-2398.2228082817,1451.30539755675,0,1182.51761553639,-449.216872493916,"nonveg_809","absence"
3026.85157676178,2608.57996451818,-4859.05455815615,-5177.54700896821,803.61868976571,0,1433.39658528445,-9.46848104812599,"USA.YukonKuskokwimDelta.UB5","presence"
91.2524032010904,657.434072554249,-2112.36987675391,-1228.24676186027,1018.55010818196,0,748.910617031764,-7.96490291540425,"nonveg_779","absence"
256.38105674515,433.592245622302,-1765.21202143348,-1810.57249784536,798.236332007448,0,629.402088023071,-35.0539279393358,"Canada.Ivujivik.RTP13","presence"
3247.91687088207,3140.26373523448,-6468.55898910878,-6084.50847870846,611.164831850828,1,1784.26905187239,97.7694029250073,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
2091.44966680013,1795.30233957575,-4089.79629703716,-4924.8845391435,606.346380024444,0,1362.28308106263,-45.1972276814644,"USA.NorthSlope.Deadhorse-C16","presence"
1960.7020343656,2419.05010152647,-2872.96793253913,-3194.62040355375,969.988720830243,0,1300.98726719956,-67.7591077078131,"nonveg_1177","absence"
1617.19585558409,1473.31157665219,-3628.26055631821,-3850.90562431632,706.008974314279,0,626.411488203057,22.2506925505581,"Canada.ChukotkaRiver.TPO5","presence"
3454.45948980856,3772.45832317337,-6321.28919125226,-5808.4686572652,702.054763171438,0,3702.90179967549,62.3889154231443,"Norway.Javrresduottar.A-Salix","presence"
557.519433945222,1180.91760910571,-1398.02372682692,-513.211632547865,1039.27321280078,0,1445.1519683315,90.7661894702509,"nonveg_684","absence"
517.388447716917,545.98874063777,-1634.33705243682,-366.283777276928,881.180918382079,0,1032.48009241623,23.9220960258981,"nonveg_757","absence"
2938.35214010482,2072.68935058158,-6049.98279291441,-6396.48627301052,479.594057737112,0,2635.06516770079,-43.0471243823364,"Russia.Kolyma.T2","presence"
1036.58337789876,1183.01431228568,-2602.51396062633,-2816.43356070094,961.178694803484,0,333.58614486756,-145.934951614235,"USA.NorthSlope.HoweIsland-C12","absence"
3104.96415747441,2397.16843216228,-5505.7752418163,-5949.28550768004,553.694488112576,0,1831.83833394479,-53.3852376435971,"Canada.DaringLake.Tower3-DwarfShrub-2","presence"
2091.46051985026,2785.8078049938,-5270.57164565899,-3960.17311890184,895.077669402239,0,2307.33678212986,38.3277603272574,"USA.NorthSlope.11","presence"
3650.18390469724,2869.11683947018,-6072.79023122615,-5878.20128092234,704.478265595467,0,1668.52881909254,10.3062990936799,"USA.BrooksRange.7","presence"
2604.89576238113,2211.91613124801,-5867.60912211487,-5194.38532138179,723.865799241841,0,1251.66368518134,-8.79060231956304,"Canada.ChukotkaRiver.TPO3","presence"
1021.1925624995,916.659885165512,-1242.21991075434,-1216.93860370658,1955.62216589866,0,517.368328600604,24.3206092947363,"nonveg_767","absence"
81.6048968780525,234.096142435371,-92.0209161670999,-643.58553797545,1001.69410175755,0,396.398993396034,35.1582872030518,"nonveg_875","absence"
25.0890389684792,912.303347475324,-2042.37543788296,-886.260343474242,1006.56623906955,0,1064.0498831418,56.3659064949115,"nonveg_871","absence"
3091.55475110004,2522.05665548822,-5817.51586156964,-6170.76892287788,429.735633917109,1,2641.664048652,-32.4503542989236,"Finland.Kilpisjarvi.17","presence"
2696.92135528059,2878.53717112648,-4895.48009707267,-5406.76812208634,732.818755390679,0,1729.86087054792,108.855618126619,"Russia.Tiksi.ShrubTundra","presence"
690.700062494379,-140.763056380469,680.421227559003,-846.737668013022,2457.22870806812,0,1129.35928199476,79.5928559313609,"nonveg_558","absence"
1958.3071151377,2325.63457856258,-5534.03591185343,-5881.11647301369,485.595271325858,0,1174.97949256626,66.7768155880648,"Norway.Javrresduottar.EC-Salix","presence"
488.655382986644,267.614251710307,-1419.59567849648,-1973.90300622467,1524.04006979004,0,235.945535724115,24.6657472977129,"nonveg_752","absence"
3265.258525457,2896.17558424851,-5863.54214407016,-6048.24656504064,536.843985671168,1,1005.95770459358,-66.0864773231028,"Finland.Kilpisjarvi.19","presence"
2707.0807778513,3054.68474768244,-5016.42042001802,-5523.78724460987,680.069895512305,0,2433.65760586202,96.1879982514739,"Russia.Tiksi.WetFen","absence"
3239.98082108535,2310.81368835275,-5575.95251338848,-5767.64894108298,648.755409949453,0,1709.36695267086,-53.6443543627145,"USA.Toolik.S3","presence"
1963.0934328589,2183.74126059026,-4381.89911493104,-4434.53192917054,747.579947214239,0,1320.73186344534,-9.48300829553733,"Canada.PrincePatrickIsland.MouldBay-C06","presence"
2886.14843966845,2385.15204773531,-5296.73589890113,-5608.4042148537,612.042047724615,0,1429.0411623449,-46.9540368656701,"Canada.DaringLake.Tower1-Shrub","presence"
1462.87950874168,963.039019427069,-579.232814807653,-938.013276697278,768.142371509722,0,823.22496022817,30.007712544428,"nonveg_700","absence"
678.468861429729,783.821888379593,-1540.00033170965,-1113.81691546845,905.194590631415,0,367.63561297108,51.8591933955244,"nonveg_769","absence"
1021.1925624995,916.659885165512,-1242.21991075434,-1216.93860370658,1955.62216589866,0,517.368328600604,24.3206092947363,"nonveg_767","absence"
3215.47381256549,2559.80613844743,-5492.2747472685,-5694.49662992664,658.532678762363,0,2212.70073760942,-108.066366068092,"Canada.Yukon.UPPERQUARRY","presence"
3384.29979514857,2661.97948643459,-5970.202572945,-5942.12032419171,610.279258207191,0,1917.54468909774,-79.4716327729639,"Canada.Yukon.PAGE","presence"
2091.46051985026,2785.8078049938,-5270.57164565899,-3960.17311890184,895.077669402239,0,2307.33678212986,38.3277603272574,"USA.NorthSlope.11","presence"
2785.76650556354,2684.19125056489,-5358.37263271862,-5363.6258192829,784.861348798706,0,834.814905354858,-6.59199400632504,"USA.YukonKuskokwimDelta.UB3","presence"
-168.170495796923,77.3591849316819,-601.264262663056,-290.948515342599,704.66737727621,0,1325.43897120828,14.0824869484844,"nonveg_689","absence"
2751.89861267378,1999.69244267856,-5712.68786610274,-5948.88707403756,455.29714117782,1,1755.63165139442,-32.6689073805026,"Canada.DaringLake.Tower4-LowShrub-2","presence"
1454.30868916702,638.687556464588,-3341.05803141392,-2217.6911838534,471.702765867943,0,1119.036014742,8.96089969126927,"nonveg_1132","absence"
225.28816006426,258.267916756626,-1525.04135490916,-1597.91756245378,1893.03358299437,0,1340.82436722093,-45.5107361218078,"nonveg_677","absence"
809.541567866266,732.484238911618,1081.04214324197,672.416003419358,664.448277746034,0,713.346692278634,12.6942490673048,"nonveg_1547","absence"
3010.55444679823,2499.85145013255,-5554.15837581424,-5812.50053751887,652.186520879863,0,1427.2624789552,-11.297822364974,"USA.Kougaork.LowShrub","presence"
2571.87092975042,2597.20752201564,-5661.65412246735,-5933.13220805511,554.823610025221,0,2202.41567075134,-25.8783228732964,"Finland.Javrresduottar.A-Sedge","absence"
592.645432284034,829.666385383062,-2393.73694673741,-1861.76941177458,1820.68962739404,0,254.675658517224,10.7961665202719,"nonveg_915","absence"
1036.58337789876,1183.01431228568,-2602.51396062633,-2816.43356070094,961.178694803484,0,333.58614486756,-145.934951614235,"USA.NorthSlope.HoweIsland-C12","absence"
1680.16606566241,2084.18136071279,-4737.80821200997,-3809.56788353787,868.074033556856,0,1261.9409780782,-12.4660118525883,"Canada.BanksIsland.GreenCabin-C11","absence"
2344.80730061579,1745.55542593964,-4905.33179277456,-4739.44663329062,639.965984342133,0,2610.13595771012,-67.170830047993,"USA.InteriorAlaska.AUFEIS","presence"
2406.66139254329,2925.32129912251,-5489.47802116697,-5531.79399680614,718.802048579128,0,2009.93318194941,2.17901705762067,"Russia.Tiksi.DryFen","presence"
2924.15621897724,2461.96846458878,-5755.75220085301,-5707.30935389033,520.364351078322,1,1960.08105391199,15.4888210186971,"Russia.Yamal.Nadym-1","presence"
1247.89540542297,1540.45462289309,-2013.5548745398,-1710.43766403898,1481.73223174398,0,818.31360152207,64.1571370031972,"nonveg_561","absence"
128.262673158833,311.273108425757,-865.322595248626,-708.130693804706,1145.84335091696,0,820.43853675771,-34.9847104000471,"nonveg_1316","absence"
1229.14864733331,820.150566364203,-2220.62724687451,-3175.47434333876,650.519688832203,0,2129.07269637606,-109.947215056557,"nonveg_671","absence"
670.171183320242,928.660608690274,-2000.17092481019,-1533.70928910419,1992.17918702537,0,831.578735168703,-24.3742200809277,"nonveg_902","absence"
39.6420351600864,497.659759678351,-1964.42887549788,-858.897271232898,1164.38719365006,0,1058.12651312294,-14.2538357644622,"nonveg_946","absence"
-55.7618881943673,-170.67851551284,-788.544517220452,-628.214357932178,723.662718578902,0,562.807184925024,-27.0179081500463,"nonveg_921","absence"
-719.707344853318,-228.801189083519,10000,10000,1968.59407070098,0,1070.36718140862,0,"nonveg_1236","absence"
2620.05333824864,3132.79698943404,-6014.06251719617,-5271.57669271892,650.226293871814,0,2328.29099461268,-0.146261786372463,"Sweden.Abisko.KJ-BirchShrub","presence"
81.6048968780525,234.096142435371,-92.0209161670999,-643.58553797545,1001.69410175755,0,396.398993396034,35.1582872030518,"nonveg_875","absence"
3459.63796947047,2663.88995709351,-5680.56442021794,-6218.03349071197,564.905434574763,0,2351.47831566073,-54.0245453484635,"USA.YukonKuskokwimDelta.72B1","presence"
167.050974577042,816.19040704544,-1996.84756967026,-1284.90413300835,1207.31984826118,0,649.139432468398,41.5758299035685,"nonveg_869","absence"
360.431269440597,532.267907331399,-2072.5158054856,-2552.64139475118,660.133749348853,0,1266.62735516149,-48.1870466293061,"nonveg_804","absence"
2605.78553785546,2516.08601342756,-5655.68479869231,-5520.9217004309,705.005477613611,0,2209.37134244955,-50.0086893241931,"USA.NorthSlope.Sagwon-C18","presence"
810.627512335788,819.99622875604,-1420.44889955433,-1657.12197081155,1990.06789133163,0,361.748437898724,30.7943189001179,"nonveg_825","absence"
3.20795209547362,901.901866754968,-2689.00637545534,-1320.22549165379,777.016116053551,0,1853.05357139572,95.5243621361624,"nonveg_627","absence"
2225.65066443535,2637.19376621217,-6332.58593346244,-6217.30383121867,494.399908663142,0,1890.18236066601,93.9908110568609,"Finland.Javrresduottar.EC-Spring","absence"
-217.311612985466,-338.210530785511,-1239.74684327026,-1903.12357209039,232.693478127566,0,540.9355462437,-58.3273551837472,"nonveg_721","absence"
2897.29044563501,2044.63910736843,-5534.96142486199,-5357.27063233273,651.603195445048,0,2676.55752500705,-24.0613451679038,"USA.Toolik.S2","presence"
-57.2505621678839,820.756159662179,-1726.08831242131,-455.010035486864,2054.95786868737,0,1128.12074448746,190.017111271552,"nonveg_994","absence"
3447.20560283499,3255.64028255951,-6176.33454712108,-6494.98768979133,462.871131874979,1,1567.75064237871,-10.1330988712687,"Sweden.Abisko.VJ-MesicHeath","presence"
2507.9690591903,1946.43616132509,-5009.28101823077,-5487.17301434553,661.538571495216,0,1154.18449974565,-2.5175631819429,"USA.YukonKuskokwimDelta.5","presence"
2153.96618253078,1411.31922400304,-4515.51139612616,-5404.33693201208,543.801331765982,0,1415.84085414044,-36.6845832298785,"USA.YukonKuskokwimDelta.1","absence"
1806.61839149767,1834.70182929603,-4363.90710766991,-4337.2006421712,694.176485817335,0,1297.60533246104,8.22389019587585,"Canada.LeRoyLake.TD1","presence"
485.524618725352,773.518925202963,-442.927539302847,44.0576491057561,1593.57261537222,0,1192.26931257797,16.7772312983007,"nonveg_703","absence"
846.334628601938,460.090262508115,-949.19147320836,-1874.05355637018,1022.71265676888,0,1112.28091432359,34.055249656933,"nonveg_941","absence"
-37.3448650213611,168.831257410266,-2679.25623100372,-2751.14232564218,1288.54410415395,0,499.680176235103,6.80917633238488,"nonveg_1672","absence"
2227.66122785786,2282.48501630811,-5094.02828968041,-4947.60355686079,684.45479252733,0,1084.03451928167,-40.542735466378,"Canada.PayneLake.TD4","presence"
256.38105674515,433.592245622302,-1765.21202143348,-1810.57249784536,798.236332007448,0,629.402088023071,-35.0539279393358,"Canada.Ivujivik.RTP13","presence"
2285.71536168412,2168.41399353162,-4938.74394396838,-5476.1182490237,572.414301280267,0,2409.61194722624,-22.2380380851946,"Canada.CoutureLake.TDO4","presence"
3256.44169211353,2518.64988562199,-5896.71946516059,-5401.66638788807,728.237939604617,0,2344.18051817941,-120.11609632772,"USA.InteriorAlaska.AMSUMMIT","presence"
2069.67917399468,1980.69807215876,-4574.42162755105,-4879.99200190208,652.278216207891,0,1201.27269262292,-34.7318709241569,"Canada.LeRoyLake.TD7","presence"
2028.84390286026,2462.91106584413,-5807.27942419766,-5725.83940443079,517.177957209851,0,2066.26051353992,-35.9748474956104,"Finland.Javrresduottar.EC-Sphagnum","presence"
