"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_endSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_green_earlySummer","texture_NDVI_peakSummer","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changeLSES","spectral_NDMI_changeESPS","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_changeESPS","spectral_NIR_changeSSES","spectral_green_changeESPS","spectral_red_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
180.057435785578,592.459459536795,287.837312175577,325.148971790254,-184.851249474918,-1201.03427719063,171.490112651189,729.742492962784,216.207679213973,405.330932524725,-514.807944479068,-813.323871090731,63.8835049128517,-877.52456896408,-773.346539854392,-1009.65093475613,1271.44504915366,166.382907864519,9.05084419250488,0,287.837312175577,240.130385962657,777.310709011713,20.2727047366942,8.06064088914867,30.4622147361218,-10.1396082536619,216.207679213973,201.592654574721,1244.55043744185,-813.323871090731,-681.992481950497,2.22096284646327,12.8042761078867,-4.46088943085306,20.244008020157,"nonveg_848","absence",1,0,0,0,0
3962.4178868689,4365.66102302398,4672.93152204491,5028.28789374671,2852.39792472813,6504.04918389989,7383.16878637705,7748.68704648822,7799.96227820181,8187.85676609356,5829.29559090404,-6786.85129259132,-6632.03927253736,-7485.00753635545,-7466.13911716108,-5458.71565047015,514.210289942949,-70.0277987320608,5.23566017150879,1,4527.88534660653,4235.23180218292,2182.48396493072,29.075084918864,36.729414547328,-30.9733476792652,30.8367213531149,7781.32427913895,7344.30703874251,2459.50641485375,-6994.27466129787,-6827.23644823884,-20.1712668701477,3.6596872726661,-2.76298827630445,3.76224292024179,"Finland.Kevo.4","presence",0,0,0,1,0
1751.20773341984,1782.97928597217,2447.58222518979,2542.77266909969,567.516733912859,1612.7290819384,3483.16293299926,3991.23620517782,4951.7435848043,4909.16962011469,1531.28883386779,-4533.87591332173,-4950.69406010488,-4933.04203988466,-5299.03729391505,-3564.5010273217,684.783217742442,153.700821294385,0.244475993514061,0,1681.0275139375,1627.53833351665,2354.84001979764,46.9598979905815,14.3427003154932,-71.380164976884,15.2374541069921,3696.3525656663,3458.75585021806,4321.94749874959,-4626.688452811,-4793.18874371987,-37.5010443722754,22.3479506707298,-3.63057431638711,-16.4357477417706,"USA.NorthSlope.Deadhorse-C16","presence",0,0,1,0,0
-180.030450841363,22.4797632700083,152.221083280474,191.878879273892,303.947444995795,-2363.93080670436,107.254482218776,322.525325701296,581.564995288439,692.126654837389,588.989142902682,-1614.15385258476,-1216.35352701926,-1313.74981019135,-1390.04370300102,-704.674545039247,777.824569232261,-39.6151529636738,21.7044715881348,0,152.221083280474,98.0993439957612,483.977895837157,-16.1325965279052,11.9970751650082,-7.20785111169256,1.33229453442391,581.564995288439,458.492120189717,584.872172618614,-1313.74981019135,-1247.79508756713,7.22935966399159,-19.3781884496243,-1.7558619179395,0.547123561112623,"nonveg_709","absence",0,0,0,1,0
241.723322206921,275.426448575104,347.342803892011,361.28269555925,604.744715611941,1442.95301351879,1125.31451851505,849.214573977432,1131.29715425084,1325.14569667083,1338.29868704023,-2303.35870959928,-191.726933018244,-964.304931423217,-1921.68259749563,-1090.52671561076,996.536081548969,217.329564846899,18.0881576538086,0,347.342803892011,366.103997169045,363.02139340502,-12.965049764465,4.12273701214927,-2.99651480487114,-3.47800752993331,1131.29715425084,1153.85412609087,489.084113062794,-1090.52671561076,-1294.31997742943,13.1612452449537,-22.0025784228971,-6.10665608974032,0.115945450627786,"nonveg_919","absence",0,0,0,1,0
392.443160926778,-43.692611392226,664.754544410947,893.872545662994,524.46397029113,-3140.51543546284,2031.68969518342,1615.33729385692,2375.42298844355,2629.18324711532,1446.39732127927,-2813.33425273731,-3018.0418044679,-2745.53241180511,-2764.55117931307,-1415.40264898563,764.839523432173,178.889059029173,4.53114175796509,0,524.46397029113,486.368321979924,937.56515705522,-4.12565029263601,15.1948298404914,-47.2298103868782,16.8338467739752,2031.68969518342,2019.6061091757,1182.78592583606,-2764.55117931307,-2551.37245946181,1.47827495224976,-13.3423667888061,-3.52224803816915,-1.50035593201389,"nonveg_648","absence",0,0,1,0,0
2963.31310367665,3179.2678536974,3557.30385025956,3727.57837692113,2285.08889045911,3980.50876912937,4994.40075352668,5371.70929945898,5754.48298937139,6052.04267571107,3738.13682997216,-5963.07157733909,-5602.47765486211,-6247.53682917317,-6205.62567595508,-3986.79820871054,641.965111682434,-237.760174512638,1.81401193141937,0,3245.86989283552,3143.42966102595,1357.16798159752,30.3398666393829,11.4302863919582,-50.6178935287341,-54.8058441923339,5604.64672357595,5193.44759782227,2351.71810769552,-5815.30316886185,-5499.79157134184,-44.9559490765063,9.78859136837331,-19.2200676063274,-30.6996483104622,"Russia.Yamal.VaskinyDachi-2","presence",0,0,1,0,0
2625.85782359788,2332.85234882369,3089.51233930797,3301.16930711303,1917.6117158148,4775.92041135791,5548.5979553887,5295.13919788537,6258.73245140429,6396.40390063808,4121.06296155389,-5474.25689995464,-5399.35851147943,-5846.35517663868,-6505.20231002982,-4035.12494322156,476.580864842518,7.04278751713943,4.44291019439697,1,3235.41982676451,3197.53626779169,2227.94318770258,37.8398219150815,27.6879188997004,-42.8072273027753,10.6957438649501,6323.69504791133,6128.68924487171,3118.07299544047,-5490.70152815939,-6006.96035890033,-61.6738779091766,14.9463761132758,-9.52610511187497,15.5878767184218,"Sweden.Abisko.NF-Wetland","presence",0,0,0,1,0
2230.95558215866,2287.64244562843,2451.38453735449,2664.03582499684,1968.78496923996,1574.72933118827,4483.7442611461,4590.40153247204,5077.03614698179,5268.23315836628,3689.49044285006,-4536.39364339304,-5046.6507657191,-5308.74137688071,-5381.20020498909,-3483.47774167824,795.576785331631,92.4220359731358,1.72776839468214,0,2429.75293074128,2485.97276454368,816.063561626674,6.21016333196347,14.3466797920025,-8.73382167833065,18.4065601428843,4762.43026753873,4845.2715778686,1746.65126392815,-5031.40985769333,-4646.64573772637,-18.8156876974227,-3.43264457777877,-2.00556755744232,3.04603042851198,"Canada.PayneLake.TD2","presence",0,0,1,0,0
2671.85445212894,2663.34675344249,3306.78039237454,3660.48597521447,2196.28685767819,3234.61242030682,4417.11714767955,4715.44406423596,5358.69700172264,5671.7850284326,3788.94009578416,-5442.34367311647,-5327.8098377888,-5736.43792700942,-5916.69166623624,-4697.77589451936,810.520319090435,-23.204694394022,0.477942901628989,0,2541.82808050808,2784.61530667943,2379.87689285741,22.4640805736895,27.1166880275066,-47.8436471457881,25.6607627610397,4222.54880178192,4548.80085107744,2997.78038913036,-5530.11847266921,-5477.68706685472,-1.4432415446948,10.426376237381,1.57349657673308,-3.1864378418882,"USA.YukonKuskokwimDelta.UB3","presence",0,0,1,0,0
