"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NDWI_annualMedian","site_code","presence_absence"
2027.90946637949,2193.27403943662,2330.60140084261,1531.84281715211,-4411.94392727419,-4366.10482510409,-3320.37386886211,-4183.73030275551,"Russia.Tiksi.LichenTundra","presence"
2709.51263522985,3703.79002051197,4146.82512740196,3010.16317918445,-5954.76488079058,-6117.67363454517,-4670.45377868588,-5964.08490863999,"USA.BrooksRange.6","presence"
16.6789226933758,526.459358067167,206.082155324585,-213.914635479762,-421.12499046131,-1638.61369779648,-185.681700888501,-743.08146367594,"nonveg_1469","absence"
-278.550304892523,6.37143218949205,-136.882557353454,-49.2397608954926,-187.836090584014,-989.099651960972,686.875285204763,-802.786959817736,"nonveg_558","absence"
1775.01066675509,2899.19739985157,3097.21999971187,1004.15221366459,-4208.06531716641,-6927.11817967544,-3494.71337055114,-4600.95298152926,"USA.InteriorAlaska.23","presence"
28.7981208555895,356.314720919511,-104.256547280483,491.70976652274,-1319.5043778716,-1382.22223135201,181.439259739224,-1319.5043778716,"nonveg_1416","absence"
2554.47608705162,2609.25622732245,2799.3451250738,1898.76414245833,-5091.92306554822,-5393.38144609527,-3083.40116548189,-4820.57508931702,"Finland.Kilpisjarvi.18","presence"
2308.37278842667,2516.31964959638,3036.13032734272,1481.43128813706,-5885.42168056248,-6132.35244290827,-4885.85637767708,-5479.7245820426,"Finland.Javrresduottar.A-Salix","presence"
300.582754978548,214.901564288853,958.158650073847,-206.890504850803,-1226.71155713291,-725.885413854391,-1171.43203008655,-1179.35714217813,"nonveg_946","absence"
2176.78858715889,3101.3782846987,3216.16627842462,2661.7869835162,-4693.45490928019,-6520.71729332064,-4254.08195596115,-5206.37325466309,"USA.NorthSlope.10","presence"
-396.353886669773,-779.082937039748,-704.769682243785,-969.139976872979,3142.33140030528,6038.64302451481,4662.95630164712,4871.26555019884,"nonveg_1290","absence"
416.737605627406,1115.89825993363,662.81429118551,485.686756357923,-2918.15349841973,-3536.76895353084,-2623.94677808064,-2918.15349841973,"nonveg_758","absence"
980.314551129524,91.7019373936118,1294.63282017903,111.116787346747,-1854.57002040045,-2040.75881813265,-3163.56368307741,-2356.41299298728,"nonveg_561","absence"
2910.73303150115,3168.79103874964,3395.90975818691,1952.45192239971,-4138.1028419594,-6481.95956606937,-3941.38023934471,-5341.58116814762,"Sweden.Abisko.NT-SparseVeg","presence"
2760.09947386243,3649.74956795556,4380.53021627214,1839.6416700218,-5453.03299515385,-6829.99894997,-3502.5817269269,-6224.51670323534,"Canada.DeceptionBay.BEGL3","presence"
-43.1352176400751,-109.973884310889,-472.635127999348,-902.822646246433,-1446.02284282284,-1849.92927853289,-1308.69420131393,-1308.69420131393,"nonveg_670","absence"
688.518306290059,399.382282121455,-1053.87637189886,106.013453929441,-1368.10873237136,-2828.26521096555,-923.411108689025,-1368.10873237136,"nonveg_677","absence"
2109.67697267187,3109.19532930259,2935.38524103635,2625.07688437739,-6124.59985426971,-6900.85620738243,-4000.83294410138,-5777.58679869606,"USA.InteriorAlaska.4","presence"
2344.96459439378,3009.87979802234,3224.71428309963,1110.19944987896,-4116.55717719083,-6084.99975842776,-2938.40688534494,-4787.71202306025,"Canada.DeceptionBay.TH7","presence"
2431.82656792082,3399.21849087301,3418.11604562478,2058.76696241157,-5784.44966516532,-6050.51459958184,-4820.24184001234,-5199.81598717919,"USA.NorthSlope.Sagwon-C18","presence"
2554.26377089317,2719.88066903781,2712.6669251849,1608.65373853032,-4678.10774833806,-5373.95561481505,-4062.67267788919,-6181.86316704613,"Russia.Tiksi.ShrubTundra","presence"
-613.986032857181,831.668773952694,590.261159821504,1072.18030808995,-862.231859054895,-1664.2656030436,-850.819264822777,-862.231859054895,"nonveg_571","absence"
2282.9460624716,2512.51835814295,2272.7433029139,1378.6051402397,-4227.69886619498,-5085.64191367487,-3373.43047858464,-5132.03237585216,"Canada.BonifaceRiver.LSA4","presence"
1578.14271361531,1622.60187860577,1241.86604589134,1753.29197869654,-1893.74472573194,-1573.11743055592,-289.093675884465,-1424.25297301176,"nonveg_663","absence"
3248.76329470463,4316.05695140945,4849.66726625887,1850.47631708683,-5963.0135306857,-7699.74902499572,-4910.23067625461,-6354.67505265247,"Canada.BonifaceRiver.AB8","presence"
239.957114582801,551.420810113765,102.910521895166,587.355910670966,-2083.15397280592,-3083.45321060857,-1704.65408340312,-2501.50084350106,"nonveg_628","absence"
-505.89062646676,-305.611139462337,8.00073357042527,-1044.24990674576,5976.18878842487,4088.77615597695,7866.03318904105,4643.56516387184,"nonveg_1810","absence"
2551.79379766091,3609.97452552111,4069.20902033786,2120.03979224256,-6121.79831987007,-6832.03956959831,-5485.70781881422,-6245.98308134554,"USA.YukonKuskokwimDelta.72B4","presence"
897.901686479411,685.459174692657,833.755426412171,94.0222056343996,-1396.60529498451,-1610.53619853786,-1925.24756996002,-1610.53619853786,"nonveg_643","absence"
1914.83030038367,2388.47918153041,2690.00389522312,1571.05306291008,-5053.44666488382,-5434.02647772994,-4226.62016564818,-4782.30042564697,"USA.YukonKuskokwimDelta.15B3","presence"
780.267050246959,883.068161700739,271.420064887813,566.949088970304,-1078.50109443722,-1318.78682778122,-963.978336829323,-963.978336829323,"nonveg_900","absence"
2942.48431072258,3092.17444425704,3412.70760221923,1996.62469210198,-5397.2691661577,-6379.38013105655,-4072.81093632441,-5881.17040317285,"Canada.CoutureLake.TDA7","presence"
514.307376523366,-651.813162375938,1077.18594241568,156.491051467311,-1507.36029923659,-1580.65571144776,-630.785655914421,-1580.65571144776,"nonveg_869","absence"
2282.9460624716,2512.51835814295,2272.7433029139,1378.6051402397,-4227.69886619498,-5085.64191367487,-3373.43047858464,-5132.03237585216,"Canada.BonifaceRiver.LSA4","presence"
1985.77638515254,3064.23244656434,3386.15318320316,1629.65672665432,-5179.33157493975,-5935.11072727202,-4050.37832545283,-4635.53198959419,"USA.NorthSlope.Oumalik1","presence"
2904.95568732765,3064.00419579854,3200.48622266823,1846.92184176881,-5222.34130252681,-5930.5654961206,-4306.22719719628,-6125.09873363108,"Russia.Tiksi.DryFen","presence"
387.677392170999,1227.16818361577,1289.01310794403,1787.06040301296,-3655.04850691616,-3439.55478371905,-2930.6294368654,-2930.6294368654,"nonveg_1132","absence"
200.991270913177,100.472417615516,182.749246431777,37.5114275615745,-258.378027220302,-231.623598983283,646.127649608488,-30.4227556343715,"nonveg_1161","absence"
26.1713156402989,356.252205682228,100.626321246796,113.14106997776,-621.324931643009,-2129.45561852616,-1021.87012666426,-1555.95774553351,"nonveg_560","absence"
1775.17940242306,1995.28059036708,2373.73854284639,1282.58951946676,-4405.42040457285,-5015.13315643513,-3082.83331617081,-4509.32744482631,"Canada.LeRoyLake.TD1","presence"
2581.11812781511,3401.49780656116,3421.16104707057,1991.996933982,-5558.72150936459,-6585.27561902355,-4664.28185362734,-6087.30764777578,"Norway.Javrresduottar.EC-Salix","presence"
2515.56999943302,3074.47318430794,3524.3700103656,2084.70340754495,-5354.25902362694,-6022.18812689389,-4760.0985655839,-5075.47051626289,"USA.YukonKuskokwimDelta.UB3","presence"
794.458350608801,461.0705280178,255.784387327015,271.301467987696,-1974.73076114907,-2211.42946422112,-927.0095332019,-1727.80872330878,"nonveg_979","absence"
2967.55850406643,4006.82915974558,4635.19765835618,2502.15536831565,-6039.40010046166,-6666.4422930275,-5572.05038851044,-5931.68253194446,"USA.NorthSlope.Ivotuk1","presence"
729.603672780467,740.437664857345,462.160462604955,919.579985686491,-637.063806103554,-2187.01298148765,-10.2909477803937,-1456.24534364462,"nonveg_637","absence"
503.780914863273,930.953218448962,732.32454747808,341.790971609285,-2671.16626301886,-2957.62740350004,-1599.63411029661,-2671.16626301886,"nonveg_957","absence"
925.855192996722,684.071643000366,936.30816505373,1017.71215152358,-2286.18318800747,-1782.78103944695,-1364.83039770665,-1782.78103944695,"nonveg_902","absence"
2101.66922743104,2819.1378211555,3182.46424950667,1811.16952886626,-4690.2544707668,-5271.84583105532,-3792.28812655401,-5123.31855244536,"USA.YukonKuskokwimDelta.4","presence"
503.780914863273,930.953218448962,732.32454747808,341.790971609285,-2671.16626301886,-2957.62740350004,-1599.63411029661,-2671.16626301886,"nonveg_957","absence"
-31.139085420431,139.510864458611,-137.63460511562,213.766673604701,3297.7283553116,2497.82793944654,3920.66537132529,3304.14910672852,"nonveg_1854","absence"
-228.486215555768,269.427353359149,61.530493554495,-35.7864642044943,-672.515153767004,-1734.27951889082,-649.046270339932,-1020.93280585687,"nonveg_616","absence"
1302.07223735878,2330.35980622133,2499.52867650348,1771.48140679291,-4783.52834205649,-5348.09003255905,-3544.86676700255,-4935.95443147419,"USA.NorthSlope.9","presence"
1683.56078858294,2258.79186914751,2689.1789824578,1112.7176879471,-4514.25816821236,-5266.31388364396,-3534.41947641512,-4601.56235025098,"USA.NorthSlope.FranklinBluffs-C16","presence"
4027.41212253894,4662.81909355915,4933.04328161776,2550.40295050689,-7102.48950634103,-7641.24982329194,-5968.12743929914,-7539.37795764764,"Finland.Kevo.14","presence"
-550.232611923433,491.426292264084,203.094751547185,-12.2668760659509,-793.511621563145,-623.063172644249,-863.613053791104,-793.511621563145,"nonveg_1268","absence"
-11.4135129711844,-115.110126026875,-111.274890895816,-4.16896352729549,-369.639707583175,-664.401246698354,920.868763019667,-664.401246698354,"nonveg_1927","absence"
2618.10813213258,4444.18164065869,4874.5232661486,1684.69908527537,-6401.87444879002,-7827.40094478944,-4263.80526974363,-6961.60826136058,"Finland.Kilpisjarvi.17","presence"
713.856278152381,336.677792404875,467.643170799571,195.442130197552,-1001.06639994157,-1593.34358075922,-271.350037430779,-1001.06639994157,"nonveg_1340","absence"
1477.61495651904,2108.34222217213,2737.67462197622,1054.23068747589,-4487.46291663659,-5123.32694900872,-3604.38891157038,-4011.27234675932,"USA.NorthSlope.FranklinBluffs-C15","presence"
2857.29447170756,3390.70412280871,3643.84100178104,1295.90331684059,-5296.96369213333,-5958.21296764405,-2889.03129143263,-5691.2129248396,"Sweden.Abisko.KJ-Snowbed","presence"
729.603672780467,740.437664857345,462.160462604955,919.579985686491,-637.063806103554,-2187.01298148765,-10.2909477803937,-1456.24534364462,"nonveg_637","absence"
1477.61495651904,2108.34222217213,2737.67462197622,1054.23068747589,-4487.46291663659,-5123.32694900872,-3604.38891157038,-4011.27234675932,"USA.NorthSlope.FranklinBluffs-C15","presence"
362.186484303537,653.39143297474,1174.81159428084,162.608612691288,-2170.97286629665,-1572.26151316181,-2191.78306036008,-2191.78306036008,"nonveg_849","absence"
885.385875388321,998.949917648203,956.171302558505,614.863388922262,-2035.49851967268,-2597.27683173344,-981.206039644044,-2380.07645241585,"Canada.EllefRingnesIsland.Isachsen-C01","absence"
1845.15565583906,2023.75352047558,2096.80942970457,1211.65317721923,-4300.85831234186,-4992.29768499177,-3286.4616384076,-4093.86066269118,"Canada.BanksIsland.GreenCabin-C09","presence"
1148.7041618708,1366.26734639112,1232.7798040328,458.900821766195,-2626.77932430923,-3097.02786720359,-1704.23886055213,-2517.69045379749,"USA.NorthSlope.HoweIsland-C13","presence"
-836.026422695007,-502.332595870744,-168.381780965565,437.47181560516,-78.1872988240457,-29.1003653619186,1362.69652723107,-78.1872988240457,"nonveg_592","absence"
3663.31427665569,3903.73110492813,4222.65642848559,2614.13838604656,-6523.75306881249,-7159.35154072696,-5797.47973638582,-6792.87613099266,"Finland.Kevo.7","presence"
1217.75904512991,1456.5018486451,1121.57805850744,792.135881483366,-2899.3255911842,-3649.32942022705,-2783.13924264248,-2899.3255911842,"nonveg_996","absence"
2819.73796676197,3285.86482343214,3394.92872705148,1670.48540835935,-5203.84047851457,-6143.33409774301,-4763.52297369965,-6382.14244543162,"Norway.Javrresduottar.EC-Sphagnum","presence"
2425.23529380066,2564.76629273428,2498.5643665961,2143.07724155744,-4884.81956147888,-5445.63999004768,-3468.09326465938,-3976.118430421,"Canada.PayneLake.TD4","presence"
1685.32767698044,2028.44265287994,2282.598904039,1129.7282460584,-4338.14320113818,-4766.43885870628,-3559.16516775793,-4327.88550959359,"Canada.BanksIsland.GreenCabin-C10","presence"
1898.96973614889,2155.16182602124,2144.83349690274,1882.55170033189,-6389.10966393641,-6781.06992428952,-4359.70721945409,-5671.66114581024,"USA.InteriorAlaska.1","presence"
3331.53488251515,3372.48467327039,3601.65635671765,2493.87934269801,-5143.84820917621,-6057.72168976872,-4591.31631420035,-5746.85480610516,"Finland.Kevo.1","presence"
2891.43096034628,3444.82745315414,3780.96877616619,2225.17306127525,-5824.03615475607,-5844.48037997824,-5667.4433927609,-5571.47180150319,"Russia.Tazovsky.Burned28","presence"
2176.78858715889,3101.3782846987,3216.16627842462,2661.7869835162,-4693.45490928019,-6520.71729332064,-4254.08195596115,-5206.37325466309,"USA.NorthSlope.10","presence"
2991.70763733663,3343.88436204989,3407.75150487283,1723.25127663026,-5231.66643534109,-6115.37778272683,-4407.16450776961,-5541.48055120611,"Russia.Tiksi.WetFen","presence"
2798.31708836679,3259.57959996856,3609.67919030988,2299.28988173562,-5316.59047725676,-5932.04545958166,-4267.35197357878,-5451.6144643249,"USA.YukonKuskokwimDelta.U","presence"
1043.5456371382,1191.38514672594,1276.85659736654,613.815174151492,-2393.24037164361,-2629.98445186184,-1627.854847595,-2715.41066665019,"Canada.PrincePatrickIsland.MouldBay-C00","presence"
137.507548358993,559.520798712085,2183.01368523933,-574.849944388829,-2157.78465686377,-1205.75225461908,-2903.17358038265,-2903.17358038265,"nonveg_600","absence"
2902.35385924584,3492.66516761475,3555.49704024219,2350.11882140772,-5751.20440011742,-6477.30626108938,-4788.75593111918,-6169.60858696506,"Sweden.Abisko.NF-DryHeath","presence"
233.699267205463,534.205900417545,633.82691636118,153.085741434774,-3391.1526806817,-3246.07657937372,-3471.9533545541,-3391.1526806817,"nonveg_832","absence"
3165.24156226817,3380.50563567773,3658.35689225796,2129.77483438667,-6019.62242656792,-6468.02325524125,-5038.19171427222,-5583.85589978967,"Finland.Kevo.5","presence"
2154.51622292346,2123.10799207196,2352.32994996892,1494.91725834557,-4196.04497903659,-5121.65595691195,-2573.37889629315,-4363.4868963367,"Canada.PrincePatrickIsland.MouldBay-C06","presence"
-867.545856993799,-283.052594895842,469.367934020751,-115.40719912153,-1234.71590147243,-783.607893432841,-1077.96437364662,-1234.71590147243,"nonveg_729","absence"
135.616874913389,339.505695072714,322.937969488962,467.53726141232,-395.916341010925,-1190.39852771225,-240.318457233628,-1111.45569951615,"nonveg_976","absence"
2764.51658723897,3747.25284469682,4225.21599984455,2338.67073080095,-5509.30307374689,-6393.4213603298,-5525.46712485258,-6562.52647620752,"USA.BrooksRange.7","presence"
2586.07566006125,3328.97880940814,3467.96119864928,1948.36561930236,-5719.6352039574,-6291.58191112041,-4911.26438448363,-5820.36344421727,"Norway.Javrresduottar.EC-Hummock","presence"
514.307376523366,-651.813162375938,1077.18594241568,156.491051467311,-1507.36029923659,-1580.65571144776,-630.785655914421,-1580.65571144776,"nonveg_869","absence"
433.822946576541,244.53640195532,366.883776180384,604.205331411756,-2275.44573445569,-2487.88931475744,-1498.41445674908,-2275.44573445569,"nonveg_940","absence"
1300.05991379073,434.543809609207,1508.14713732095,103.033204397175,-2244.18082655624,-1740.68020760224,-2549.07429611859,-2244.18082655624,"nonveg_575","absence"
-278.550304892523,6.37143218949205,-136.882557353454,-49.2397608954926,-187.836090584014,-989.099651960972,686.875285204763,-802.786959817736,"nonveg_558","absence"
2351.4457672078,2261.81318517679,2730.80010782266,1375.70595922622,-4548.46210161357,-5496.76094694766,-3145.53925496053,-5458.18907689362,"USA.NorthSlope.14","presence"
-106.571697239113,-77.9090105293946,-343.93897879487,9.57090034252895,2568.41143891603,2326.74397283741,2570.39424692505,2570.39424692505,"nonveg_1736","absence"
2406.79763905516,3066.84171968101,3593.17107370062,1840.55768535058,-5480.73204358702,-6112.55217097231,-3703.57210564463,-6321.98282433569,"Canada.BonifaceRiver.LSA6","presence"
2517.4268525723,3134.9277881905,3188.2688437613,1631.19414021181,-4943.50907244845,-6340.89416536805,-3703.25759358986,-5956.99870405406,"Canada.PayneLake.TDA2","presence"
3152.18838447915,3843.117982738,4319.63434575331,2620.59038634002,-5837.10874780126,-6607.79275804533,-5584.25021399264,-5843.37631968186,"USA.YukonKuskokwimDelta.72B2","presence"
815.328550807783,1115.45733664186,768.07596393931,425.403842960365,-2358.5112277269,-1512.91714071917,-1707.94178957182,-1512.91714071917,"nonveg_894","absence"
2554.26377089317,2719.88066903781,2712.6669251849,1608.65373853032,-4678.10774833806,-5373.95561481505,-4062.67267788919,-6181.86316704613,"Russia.Tiksi.ShrubTundra","presence"
1985.77638515254,3064.23244656434,3386.15318320316,1629.65672665432,-5179.33157493975,-5935.11072727202,-4050.37832545283,-4635.53198959419,"USA.NorthSlope.Oumalik1","presence"
264.827119393452,781.518762955289,-112.157875406757,529.251807496949,-976.875715866796,-2525.23255046908,-534.975383685581,-1443.96692825581,"nonveg_645","absence"
323.029471602337,581.968422197167,553.015424252329,295.777647619534,-1681.30594441831,-1936.19144337043,-321.655493770219,-1493.63539274601,"Canada.Ivujivik.RTP13","presence"
1685.32767698044,2028.44265287994,2282.598904039,1129.7282460584,-4338.14320113818,-4766.43885870628,-3559.16516775793,-4327.88550959359,"Canada.BanksIsland.GreenCabin-C10","presence"
3215.27591035857,3301.2432461891,3487.25659490097,1661.36530710118,-5262.6290152656,-6037.30628004616,-3995.39058031655,-5711.39848482669,"Russia.Tiksi.GraminoidTundra","presence"
2519.71281457321,2967.78964496026,3018.49265976589,1327.72011960062,-5232.21273283386,-6228.83985039929,-4966.01110819443,-6081.15522268157,"Norway.Javrresduottar.EC-Sedge","presence"
-228.486215555768,269.427353359149,61.530493554495,-35.7864642044943,-672.515153767004,-1734.27951889082,-649.046270339932,-1020.93280585687,"nonveg_616","absence"
1898.96973614889,2155.16182602124,2144.83349690274,1882.55170033189,-6389.10966393641,-6781.06992428952,-4359.70721945409,-5671.66114581024,"USA.InteriorAlaska.1","presence"
1005.55006345988,552.898747785775,1113.18270127253,348.109940338571,-2120.8414338679,-634.240233550456,-1328.35638363988,-1328.35638363988,"nonveg_809","absence"
2854.06246315077,3585.17821004884,3860.29240983795,1963.31532062371,-5794.23949114489,-6500.90662309833,-4310.65790004483,-5232.19476732013,"Canada.BonifaceRiver.AB1","presence"
972.894362979308,328.241808975565,941.558140300325,1383.23960770452,-1520.04109166915,-1259.0264202982,399.785488580749,-1259.0264202982,"nonveg_608","absence"
251.833544760702,1367.27748352768,1391.20909845295,709.716447434077,-2747.78806393164,-1950.82242244257,-631.552295791284,-1950.82242244257,"nonveg_666","absence"
643.518398513345,915.721049522666,731.60869268136,602.74030063228,-2228.57585287781,-2140.09910155219,-1663.11685147787,-1806.06572597742,"nonveg_767","absence"
2429.65482598919,2260.75099831629,3171.7173852685,1970.81232419406,-5761.53365047086,-6154.40752538754,-4329.55228312854,-5446.26101285881,"Canada.ChukotkaRiver.TH4","presence"
1483.25802659349,1519.47091580651,1780.56477433411,948.480012059857,-2676.33739493435,-3047.25635538162,-1408.84847600952,-2709.09234499813,"Canada.PrincePatrickIsland.MouldBay-C03","presence"
3101.11188718201,3490.97539267293,3707.1844202133,2144.68347161436,-5656.00678900232,-6023.01658334175,-4410.43911449918,-5787.41718393841,"Russia.Yamal.VaskinyDachi-2","presence"
3145.18698464396,4165.32115343938,4373.82895598108,2328.90436089216,-6690.81702521011,-7158.36028786735,-4635.99592652808,-6251.80363980442,"Sweden.Abisko.VJ-SalixShrub","presence"
514.307376523366,-651.813162375938,1077.18594241568,156.491051467311,-1507.36029923659,-1580.65571144776,-630.785655914421,-1580.65571144776,"nonveg_869","absence"
189.256393220445,631.866279090706,678.161370574936,663.033195282831,-1589.49665005293,-1679.36269137493,-1312.39814726421,-1595.33844778622,"nonveg_814","absence"
2056.43484855559,1023.94395483651,1067.00936817318,86.4755764007151,-1813.85309214027,-2937.75064267022,-2767.21773488348,-2767.21773488348,"nonveg_680","absence"
2542.91096253095,2532.6551193005,2782.66936178199,1641.67163801558,-4564.40582502864,-5430.92748532108,-3808.99753964778,-5075.20818289825,"Canada.PayneLake.TD2","presence"
2419.15698269529,2282.65264093711,2251.08341784731,808.803282089476,-5140.13689978164,-5675.61495056538,-2889.654545838,-5390.06568407807,"USA.NorthSlope.13","presence"
28.7981208555895,356.314720919511,-104.256547280483,491.70976652274,-1319.5043778716,-1382.22223135201,181.439259739224,-1319.5043778716,"nonveg_1416","absence"
2542.89500484046,3207.26242515001,3485.80822612341,1714.96020930284,-5495.97756529134,-6231.94139912717,-4593.23822143792,-5499.34173718792,"Finland.Javrresduottar.EC-Salix","presence"
2412.21476168506,3016.98298672061,3450.07622126193,2116.70856106724,-4517.83231462427,-5068.68476812161,-3569.55263651043,-4246.4456686013,"Russia.Tazovsky.Unburned28","presence"
3137.86285175938,4002.86385438186,4368.61546562953,1752.32780617797,-5605.92766885038,-6433.7433184024,-4022.30609415458,-6369.47326313595,"USA.YukonKuskokwimDelta.15B2","presence"
1635.94015552935,2270.16356934208,3171.43414598786,902.947708279327,-4803.16414944627,-4960.92438765206,-3903.72864816897,-4709.40342615598,"USA.NorthSlope.15","presence"
552.656710463536,784.2860587084,1162.41253315018,844.919712330181,-1603.74025747476,-2509.2566994379,-1455.69760146925,-2509.2566994379,"nonveg_612","absence"
2437.79106192864,2717.17985655257,3096.1361196282,2015.22015964346,-5185.04788985959,-5908.71879915928,-3798.86962400758,-5634.1896453824,"USA.NorthSlope.12","presence"
1775.17940242306,1995.28059036708,2373.73854284639,1282.58951946676,-4405.42040457285,-5015.13315643513,-3082.83331617081,-4509.32744482631,"Canada.LeRoyLake.TD1","presence"
2709.51263522985,3703.79002051197,4146.82512740196,3010.16317918445,-5954.76488079058,-6117.67363454517,-4670.45377868588,-5964.08490863999,"USA.BrooksRange.6","presence"
455.675899779192,753.773887013152,855.735543277943,81.888432239301,-1130.12359004506,-1986.14640078628,-1664.10017419094,-1986.14640078628,"nonveg_882","absence"
2702.53653959747,4031.2707898175,4533.39921553393,1785.13196933087,-5743.13047464613,-6586.70700820056,-3217.91141666096,-5897.80423593248,"Canada.ClearwaterLake.LSA2","presence"
317.717986295913,634.933787540882,617.268016740029,25.0012365469886,70.9173402895137,-147.392425990505,-60.1724975421689,-147.392425990505,"nonveg_875","absence"
-1015.59385774849,-266.696549469973,-1094.87098332295,-199.232752336822,3572.64359240132,3202.12810403748,3516.20656551817,3516.20656551817,"nonveg_1367","absence"
550.829959946741,851.08070119851,793.506822645756,355.124584715101,-2226.82264810538,-2065.61826530944,-2149.28127322557,-2132.22678073353,"nonveg_926","absence"
300.582754978548,214.901564288853,958.158650073847,-206.890504850803,-1226.71155713291,-725.885413854391,-1171.43203008655,-1179.35714217813,"nonveg_946","absence"
3064.15832988926,3754.69293604608,4190.30474624381,1769.60194031293,-6917.23815734791,-5469.81758398468,-5379.81863776118,-7273.2627086465,"Sweden.Abisko.VJ-Wetland","presence"
3371.04854190636,3758.58135309984,3800.59665465502,1695.45529903079,-6029.97936626755,-7231.97380786114,-3129.04505302065,-5536.37169579562,"Sweden.Abisko.KJ-MesicHeath","presence"
1019.74972680202,464.892396992168,583.361719939834,382.548977250578,-1277.23853610194,-1395.33323495177,-1531.6237654947,-1395.33323495177,"nonveg_876","absence"
552.656710463536,784.2860587084,1162.41253315018,844.919712330181,-1603.74025747476,-2509.2566994379,-1455.69760146925,-2509.2566994379,"nonveg_612","absence"
663.468873692148,952.732421237675,351.758421309014,414.133197879347,-1883.60143077367,-2198.59885710423,-1503.56013351078,-1503.56013351078,"nonveg_968","absence"
-7.64796844615581,758.965286686328,-136.676148751923,-17.853716024077,-514.771927913392,-1092.96382092349,-771.701139279617,-771.701139279617,"nonveg_995","absence"
204.548755426009,229.874210499804,302.71591185565,-169.385749944617,-1184.68002870024,-1362.51672334262,-1444.69034941204,-1444.69034941204,"nonveg_994","absence"
2151.75218957336,2756.06626871526,3129.06852851063,1880.87682538051,-5378.37549742458,-5576.08251100038,-4451.14600151409,-5350.0762976813,"Canada.ChukotkaRiver.TPO3","presence"
2429.65482598919,2260.75099831629,3171.7173852685,1970.81232419406,-5761.53365047086,-6154.40752538754,-4329.55228312854,-5446.26101285881,"Canada.ChukotkaRiver.TH4","presence"
1855.28038713413,2396.95950310145,1958.08307631464,1141.32033237348,-4354.39302762423,-4962.01853435559,-3165.52326272581,-4701.32623321332,"Canada.Ivujivik.TP13","presence"
217.194621218643,581.96500809239,1766.62902385378,-283.699273508583,-2743.59273669399,-3158.26593441875,-1086.56366774698,-3158.26593441875,"nonveg_671","absence"
2156.56639998513,2338.30931771315,2764.81696900642,1734.93300414288,-5149.22390112799,-5636.3215503229,-4829.75177098758,-5534.14727896325,"USA.YukonKuskokwimDelta.15B5","presence"
461.493268691216,181.1953087047,424.632478161465,535.217795885735,-1419.7426885871,-2476.91170988805,-925.295653984989,-1830.08033963377,"nonveg_769","absence"
