"spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_endSnowfree","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_NDWI_annualMedian","spectral_NIR_changePSLS","site_code","presence_absence"
3970.9214402286,2287.77339337664,-6119.60724785228,4052.81974549973,2925.25632146557,44.2530070370686,-5903.72643221985,22.2066678391466,"Canada.ClearwaterLake.AB2","presence"
1210.32405162622,425.511880830661,-2690.67285466421,697.250620142793,952.752511345195,10.4514899735435,-1923.91260985489,15.429998322236,"nonveg_855","absence"
3243.60072671912,2132.13379919749,-5865.60230177191,2251.52851671542,480.446983461126,0.419485230339743,-4792.67246303435,18.8175502947636,"Canada.PayneLake.TDA0","presence"
3.44820601230941,423.698711188254,-1078.04506079031,47.0063626335497,654.511948017544,-15.6955145231127,-895.582131235453,-18.7767327271371,"nonveg_1213","absence"
2396.96314827121,1029.55103823839,-4567.19907282899,2186.01162245669,1760.47477877236,45.5102809730384,-4267.25831143999,15.5426695066544,"USA.NorthSlope.FranklinBluffs-C15","presence"
2965.92286923291,1808.07132849339,-5661.38266163065,3144.11582882082,1723.60286088013,41.6250586254341,-6469.59517908133,-12.2905953564455,"Finland.Javrresduottar.A-Sedge","absence"
3824.46347556178,1948.55551745621,-5275.7895943256,3307.6873236716,2259.79369604063,61.6816276679006,-5384.93604385408,14.7083412075672,"Sweden.Abisko.KJ-Snowbed","presence"
2616.66894169474,1831.02682467132,-5763.43787825947,2507.0431108834,2657.37618980069,45.1468842306536,-5089.8289807715,-17.6789688549629,"Finland.Javrresduottar.A-Hummock","presence"
1162.37593116767,129.545628059911,-1814.79603316697,1162.37593116767,1261.05311422627,19.9573783263798,-1905.74556080711,32.1601865640544,"nonveg_619","absence"
1179.96033437581,759.730081211116,-3410.80489035162,759.730081211116,536.333128704842,6.82603993791282,-4178.23218506518,27.3942839441976,"nonveg_856","absence"
451.347602135501,752.633668542069,-1521.9844153474,506.958175636059,337.053761926195,-8.77412474664322,-1400.22261271647,-5.54228865024373,"nonveg_790","absence"
3793.73961909792,2327.86122014162,-5590.36162537921,3366.06397428822,1882.9901797486,25.0674676075148,-5621.56180320575,16.6514109343765,"Russia.Tazovsky.Burned28","presence"
3488.03319457205,2562.15144836711,-5804.57658456491,2756.08653727426,2181.6698385989,8.84857752337724,-6199.81377857025,-18.1092987773023,"Canada.Yukon.SOUTHSTONEBOY","presence"
972.470061483088,520.483839320276,-2134.6511165972,944.645835692846,1741.92725344858,-43.4547395993998,-2028.11065396221,-30.8491966842765,"nonveg_663","absence"
3690.7804857378,2083.11242495174,-6073.68982501959,3539.34250949938,2740.640532675,39.4279890864208,-6618.78702432405,-13.6445700082055,"Canada.BonifaceRiver.AB1","presence"
2396.96314827121,1029.55103823839,-4567.19907282899,2186.01162245669,1760.47477877236,45.5102809730384,-4267.25831143999,15.5426695066544,"USA.NorthSlope.FranklinBluffs-C15","presence"
2986.24001129691,1367.2224550032,-4811.75153940445,3256.70160506002,2143.2260224313,55.0259923761457,-4493.82964202889,-13.6376431283697,"USA.NorthSlope.11","presence"
516.925597079806,774.017678189782,-547.073948413312,491.180563043387,468.769016691056,-14.119600162457,-362.502456040586,0.171002816692676,"nonveg_870","absence"
3330.43094551987,1854.75974880728,-6158.08115648944,2867.19611780222,1301.72334654468,31.6743634647451,-6149.96714826741,12.5929680867884,"Finland.Javrresduottar.EC-Spring","presence"
1179.96033437581,759.730081211116,-3410.80489035162,759.730081211116,536.333128704842,6.82603993791282,-4178.23218506518,27.3942839441976,"nonveg_856","absence"
3951.79586689601,2556.04563265753,-5946.32601600384,3913.60547001373,1755.45423824405,51.631007007178,-5725.90538845236,-9.7672222657136,"USA.SewardPeninsula.QuartzCreek2","presence"
3024.72817831875,1626.00773542095,-5537.10050279813,2439.5511101821,1645.58478636775,29.9783301314149,-5916.72124169946,-7.46415010283365,"USA.Toolik.S2","presence"
-650.670262210547,-124.875939571882,-1564.09021696404,582.943298766398,1832.18418778538,22.1193511980712,-1794.47636676932,-45.0323219732599,"nonveg_627","absence"
3012.36314509365,1689.17051113726,-4639.82089487444,2813.4369876844,2011.95326841073,40.4210362231925,-5019.84021247606,-4.91599595236956,"Canada.KluaneLake.Ruby-MixedTundra","presence"
998.882637699353,1020.23077304666,-1945.56566225527,998.882637699353,482.031322995961,-15.0618234609511,-2076.06001545163,10.5796503141564,"nonveg_508","absence"
267.444071634618,-199.815865655491,-647.174774586519,249.951634825101,758.829061791226,7.27088080843744,-889.198139080494,0.249064709423186,"nonveg_710","absence"
613.830271891289,456.025466946408,-2515.12982042105,1399.77565951606,1096.17433521441,-18.5618847003687,-2751.11508585557,0,"Canada.EllefRingnesIsland.Isachsen-C01","absence"
2821.47461066025,1024.52007467034,-4874.99658589899,2605.97539099158,2227.46584359471,24.5621525370385,-4070.41119722918,-5.26751544481905,"Canada.DeceptionBay.TH7","presence"
2493.63521236833,1404.0489748847,-4808.14551794,2005.54740222437,1653.47428886502,38.0411482013162,-5461.159510602,-8.73274034986228,"USA.InteriorAlaska.AUFEIS","presence"
110.408298002245,814.304609851505,-2212.94079509891,470.031857949176,1026.49655265014,-21.8245070129439,-2212.94079509891,-53.3681591155406,"nonveg_745","absence"
1014.86326272848,857.079527279414,-2288.15724075788,857.079527279414,636.214630648829,-12.7204968152051,-2351.88517776305,56.16405733763,"nonveg_561","absence"
3536.72061175361,1704.20462834175,-6187.43453550446,3427.29695860249,1862.94983364117,44.6717434689695,-5600.42858616924,-62.9333941274159,"Russia.Tiksi.WetFen","absence"
2026.73814379018,1351.88213967548,-4572.60591021862,2132.01209054178,950.445373484292,24.2488687418126,-3792.90447364023,13.3666386589991,"Canada.LeRoyLake.TD4","presence"
1210.32405162622,425.511880830661,-2690.67285466421,697.250620142793,952.752511345195,10.4514899735435,-1923.91260985489,15.429998322236,"nonveg_855","absence"
453.290132855733,1002.13562413669,-1470.39678276951,595.308792121227,622.911332365468,-17.4173784354773,-2112.64149199164,-6.94865396050321,"nonveg_913","absence"
4255.84812634388,2657.87168319049,-6435.50620758359,3677.86349545316,2930.61836135025,50.9390469218912,-6210.74960496182,-26.9640757212652,"USA.InteriorAlaska.DEW","presence"
3622.19989306332,2103.75155973015,-6123.28649322185,3622.15398923786,2740.17927679107,45.4408610095097,-6261.64899131521,1.93988026053109,"Sweden.Abisko.NT-SparseVeg","presence"
3424.32248795878,2136.16845587129,-6017.5938406592,3411.36980806232,1948.54389487184,36.0192923379188,-5977.42544851757,-18.0853529113395,"USA.Toolik.S1","presence"
2492.18753961309,1554.46941717621,-5159.92112894916,2258.27510718255,1013.30750122685,23.4657070034957,-4693.97117044186,56.4351255214279,"USA.NorthSlope.Barrow","absence"
3218.03346385716,2210.8861710517,-5881.66711828196,3151.47208825583,1120.05334553358,32.0015241581023,-6014.1594951422,0.975466608523244,"Sweden.Abisko.NF-DryHeath","presence"
400.315847682783,88.0653889249121,1048.56723904388,400.315847682783,1120.11281898296,7.64724530535493,-1909.5865354053,-17.3973814508482,"nonveg_623","absence"
800.557985482223,912.505838393118,-1973.30031203916,475.019188066285,813.784882387004,-14.5828883442278,-1706.04079403672,13.9085344187953,"nonveg_695","absence"
1093.10612134737,625.483887520175,-2363.09802227286,630.545397498249,1032.07847752124,34.9688074773644,-2391.32797686215,-56.7830338159734,"Canada.PrincePatrickIsland.MouldBay-C00","presence"
374.714613144776,678.511266389574,-2316.19992223843,489.731787325901,535.879143605971,-22.3282976502488,-2316.19992223843,-143.066391780142,"nonveg_801","absence"
3153.17935912881,1526.96078093976,-5341.7115628815,3315.42781235599,2565.23533091806,24.7383166216519,-6905.21888226658,-14.034222661314,"Norway.Javrresduottar.EC-Sphagnum","absence"
270.137897239082,-526.983184132538,-422.193582356329,112.607844814808,797.12108137162,31.6036084953562,-265.990954760316,9.02498839569172,"nonveg_1547","absence"
-182.374359890483,-925.523857234708,-917.261846700007,-182.374359890483,1460.28223246395,37.6968357041736,-1344.84535152893,-3.73601586154608,"nonveg_1834","absence"
-153.186727313241,10000,-476.19231404714,-61.8253068723777,11200.7166323394,-448.028665293574,-1052.53250225116,-26.625528723122,"nonveg_1241","absence"
2365.29021723051,677.717030694468,-5051.41205756128,1920.23130546011,1586.04260147312,43.6985056681123,-5194.13707886271,3.25330460656437,"USA.NorthSlope.13","presence"
904.212745257199,1397.20025702722,-29.0865978070989,904.212745257199,2162.16514188367,-9.12395676461858,-165.832687042077,43.9081092400911,"nonveg_670","absence"
4302.20609133057,2135.16945464328,-6560.56735032928,3462.42953320434,2451.01375769835,41.5891854125467,-6293.82381066061,41.4307658062834,"Finland.Kevo.6","presence"
-180.759327533492,259.463583680541,7073.84856546562,-145.813627743085,440.222911214034,-202.638605711813,8836.75155887016,-4.55344422534112,"nonveg_1994","absence"
3943.42150400378,2256.98305784767,-6195.23881156258,3419.76378885457,2660.17728616319,38.9173374647521,-5584.17835287634,-12.6862549175959,"USA.YukonKuskokwimDelta.3","presence"
-186.143079836265,362.647339422789,9213.39126882414,-412.401745894384,1481.49955534642,-71.8897346223176,7854.99718396024,7.13917741762473,"nonveg_1695","absence"
978.748483569871,400.173879673322,-2015.26720217651,956.035803357567,667.283756803306,9.36882826054185,-2207.38869487991,-6.73762100927448,"nonveg_540","absence"
3657.63883577583,2046.02444242034,-5908.78324657813,2554.82645053051,1247.97787580191,7.63770956815818,-5978.84981125038,2.28215349113371,"Canada.DeceptionBay.BEGL1","presence"
3096.26921006651,2162.34488201755,-5791.34449077569,3494.8669396712,1964.89273077739,21.9032179063712,-5495.6636688832,-25.0009011071352,"Finland.Kevo.5","presence"
464.962724580558,509.969073379946,-1361.64641259788,673.023309285672,323.032027098781,8.1527117952863,-1611.6943741799,-27.9119792564871,"nonveg_866","absence"
480.944326919554,118.654147224175,-1983.99356672408,118.654147224175,754.107429940162,22.7881943337107,-1240.39141940803,28.5348792766772,"nonveg_775","absence"
516.925597079806,774.017678189782,-547.073948413312,491.180563043387,468.769016691056,-14.119600162457,-362.502456040586,0.171002816692676,"nonveg_870","absence"
-376.707438169933,765.565855253201,-104.842701615442,531.455499075564,1142.27329342313,-30.1484326100423,1.12842935944252,-151.95931770531,"nonveg_1927","absence"
3243.60072671912,2132.13379919749,-5865.60230177191,2251.52851671542,480.446983461126,0.419485230339743,-4792.67246303435,18.8175502947636,"Canada.PayneLake.TDA0","presence"
800.557985482223,912.505838393118,-1973.30031203916,475.019188066285,813.784882387004,-14.5828883442278,-1706.04079403672,13.9085344187953,"nonveg_695","absence"
472.256215073411,-1048.43143264115,4663.34991735072,-630.746695666271,1520.68764771456,7.39229223417076,4663.34991735072,-12.2663978429815,"nonveg_1290","absence"
312.927339755946,936.319424510868,-2174.17475484647,377.569062308811,1173.86054693802,-21.490398546233,-1317.12179521787,-26.7918479329933,"nonveg_715","absence"
270.137897239082,-526.983184132538,-422.193582356329,112.607844814808,797.12108137162,31.6036084953562,-265.990954760316,9.02498839569172,"nonveg_1547","absence"
3595.01066707719,2291.75666300521,-5982.6236395625,3268.94090850364,2072.47970253251,25.4637262881743,-5652.6016173635,-35.1951559448849,"Finland.Kevo.1","presence"
557.183714681933,319.519078291306,-2028.23708016367,500.88818477078,255.020526447464,7.78698273291511,-1856.57258545644,2.23529935501654,"nonveg_968","absence"
115.865067909487,787.185836821069,-1973.66425477676,531.963619303167,711.967030652729,1.31116973358537,-1973.66425477676,-13.2985874993119,"nonveg_902","absence"
1143.84368982593,1165.200922797,-1848.51240341279,1049.04636330898,337.481787177823,-13.4992714871129,-1848.51240341279,0.695529336738325,"nonveg_915","absence"
918.56934723929,546.17714931274,-895.146012655145,294.818108345945,968.783221142897,-33.1328346231304,-1086.40122255558,18.4068576962051,"nonveg_682","absence"
4349.6288178705,2436.30936541207,-6197.19183459247,3320.51136369755,3047.89132712325,53.9764971979962,-6562.93201702497,9.96890361560966,"USA.InteriorAlaska.BLOWRIVER","presence"
707.742138989755,1211.26127600844,-1063.85040883852,477.474923163026,1046.90900524621,-33.3539251293369,-1063.85040883852,9.0568066046172,"nonveg_757","absence"
2611.10092593701,1259.7053417347,-5839.06296630555,2174.81914479595,1270.59240746937,20.6057664437451,-5215.00337741793,-3.09661036135601,"Finland.Javrresduottar.EC-Hummock","presence"
3012.36314509365,1689.17051113726,-4639.82089487444,2813.4369876844,2011.95326841073,40.4210362231925,-5019.84021247606,-4.91599595236956,"Canada.KluaneLake.Ruby-MixedTundra","presence"
3227.42929086142,2324.31410598683,-5501.54826405533,3151.86175790886,1495.04356360413,33.1239415381543,-5039.66116802164,11.8998411871003,"Finland.Kevo.8","presence"
2737.46074422324,1066.70486232802,-4351.4845457314,2495.03798482614,1734.45502509805,20.9030081752286,-5028.62018578134,-12.4625994089669,"USA.InteriorAlaska.23","presence"
200.763719547702,213.535045779888,-1809.25914503645,200.763719547702,1011.33586338651,-20.2559060810673,-2506.13563378737,-10.4302095605492,"nonveg_532","absence"
14.2457013225399,630.261149219299,10000,630.261149219299,1164.25263316389,-27.9018791635595,1721.68510566616,-29.3099907904571,"nonveg_991","absence"
356.606616562654,-249.168676493772,824.098818056721,-246.423031773391,673.427071510052,5.4308488060623,824.098818056721,36.7247918372634,"nonveg_1509","absence"
2.42661272733463,-338.489235395886,7302.51516747238,2.42661272733463,701.819224700769,25.3714862325371,4083.87102847315,1.12804109212461,"nonveg_1637","absence"
1661.95198489684,849.011267377152,-5144.52221850337,1757.38066414857,1661.07406965259,48.612969697934,-5574.03287508706,-19.1386214458007,"Canada.ChukotkaRiver.TH5","presence"
4438.92432508934,2864.71375627916,-7307.80167045118,4111.23373321651,1594.03876778921,-8.07668288832823,-6846.06180166233,32.3552571512926,"Finland.Kevo.2","presence"
-14.6928580621817,45.5910265236819,-752.846354202843,269.20671017102,791.467018176018,21.5053862820634,-752.846354202843,-49.8377936596751,"nonveg_1316","absence"
616.486140553877,-307.98901500129,-1504.15705920299,276.866477556199,924.475155555168,11.5072495708704,-1504.15705920299,23.2131704767766,"nonveg_956","absence"
4832.7392115057,2155.08901726829,-6480.65977834876,4221.97250739993,4286.0338726387,93.6428069371578,-7030.83574497172,21.276864746576,"Finland.Kevo.14","presence"
2793.85289396254,1855.7212450553,-5480.29601464646,2607.98525034072,1847.84720654865,27.8326547469118,-5928.59940771364,-10.3071856582537,"Canada.DaringLake.Tower4-LowShrub-2","presence"
3188.98360232941,2230.87328896682,-5395.6141563326,3560.57122383337,1535.81501759512,17.3156505177927,-5031.51555125267,-11.2725584069606,"USA.InteriorAlaska.AMSUMMIT","presence"
3964.60963843046,2522.02441254826,-6812.45119982679,3094.16169934023,2400.78272566641,28.8468458187882,-6656.66785412957,-29.5472353015222,"USA.InteriorAlaska.21","presence"
1177.94069872424,163.120055066528,-1734.25786063725,428.620228378235,1014.82064365772,3.97705860832447,-1734.25786063725,11.7907683605578,"nonveg_1968","absence"
3924.07412576373,2811.27308018889,-5661.96835270011,3766.10786547123,2092.52420091086,21.3756486516315,-5647.9849839466,-9.5457908722829,"USA.YukonKuskokwimDelta.72B2","presence"
1700.24654676431,1352.0056444476,-3508.97672389046,1611.95478417618,884.079627055943,3.21979508076368,-3878.76910634708,-44.6861193998718,"Finland.Kevo.3","presence"
464.726729982955,404.851870442293,-2927.66347846663,404.851870442293,872.102980155275,-4.43739795371736,-2297.16829581409,-66.9010159825289,"nonveg_760","absence"
3243.60072671912,2132.13379919749,-5865.60230177191,2251.52851671542,480.446983461126,0.419485230339743,-4792.67246303435,18.8175502947636,"Canada.PayneLake.TDA0","presence"
3472.2927792288,2404.81820777826,-5690.97629406624,2816.21738517716,906.543843422112,-2.06285916288643,-5750.07649145344,-5.1779033976336,"Canada.DaringLake.Tower1-Heath","presence"
1351.71621895794,756.899180378677,-2816.38148878074,1294.84587431816,694.720857162822,20.6202228642483,-2747.71237131162,-41.8223601055739,"Canada.BanksIsland.GreenCabin-C08","presence"
549.213954623613,257.680374361957,-745.710147828595,867.178361365446,873.702196609474,17.4142282000997,-1371.07816931445,-14.2998081882968,"nonveg_700","absence"
1116.38575990211,186.089379306539,-3099.60173555605,235.837960199786,1198.51585882779,1.50753275434082,-2518.30281079816,34.8234245161127,"nonveg_543","absence"
2672.90284778582,1495.0100533834,-5663.22144933586,2859.71439502049,1948.96888313269,33.6187832612586,-5691.04102692899,15.6550401955281,"Finland.Javrresduottar.EC-Sphagnum","presence"
2415.13192051537,1639.0200420797,-4469.72452347703,2228.92443742775,762.581471521627,9.27837079654005,-4798.09465803459,-3.67589300168501,"Canada.BonifaceRiver.LSA4","presence"
661.068368475627,510.252808806482,-2157.2632375366,510.252808806482,726.386966216683,40.0477452569409,-2157.2632375366,-17.2777904078691,"nonveg_1309","absence"
865.885739330053,-470.001965724402,-1862.84407557973,429.409451218616,1335.88770505446,55.9617750471004,-1862.84407557973,22.6496557182061,"nonveg_922","absence"
2493.63521236833,1404.0489748847,-4808.14551794,2005.54740222437,1653.47428886502,38.0411482013162,-5461.159510602,-8.73274034986228,"USA.InteriorAlaska.AUFEIS","presence"
2945.13521518836,1056.55368811153,-4998.32437745965,2010.58694574536,1924.65680357279,18.8347747883568,-4926.04836100579,10.1086317995885,"Canada.DeceptionBay.TH6","presence"
1828.92440360215,1088.54444008385,-3992.91358982853,1493.4016561065,740.379963518296,23.8218746481481,-3855.87495375626,15.1815632608869,"nonveg_529","absence"
642.059632260714,280.838900055668,-1623.89924059564,642.059632260714,708.945890843085,20.2163427809687,-1366.28909029487,-47.6752367659083,"nonveg_916","absence"
2615.85572801323,2443.64204727347,-5778.58553868995,3182.73636172183,1331.47597609366,32.275279345183,-5283.04185990452,17.7061568239644,"USA.NorthSlope.12","presence"
3943.42150400378,2256.98305784767,-6195.23881156258,3419.76378885457,2660.17728616319,38.9173374647521,-5584.17835287634,-12.6862549175959,"USA.YukonKuskokwimDelta.3","presence"
359.603616061204,-256.602547171961,-330.543356077117,245.731262623518,616.206163233166,10.1207873420826,-389.341410804088,9.81792398075394,"nonveg_842","absence"
374.714613144776,678.511266389574,-2316.19992223843,489.731787325901,535.879143605971,-22.3282976502488,-2316.19992223843,-143.066391780142,"nonveg_801","absence"
3052.65660538542,2454.52379635842,-5535.46357203694,3046.1178603213,1808.84707712158,33.7622586941267,-5794.00672925986,-8.25761998301373,"Russia.Yamal.Nadym-1","presence"
802.066950723229,761.12775944106,-3095.69096434195,914.02970193428,349.001733503144,6.0564400887618,-3056.18309945967,-55.8455606590815,"nonveg_764","absence"
344.386240669444,211.813042883674,-492.282010786126,310.944213903938,498.955926708264,5.83124535413316,-1099.91501877385,2.5923692558579,"nonveg_988","absence"
990.121680474503,469.88801908393,-2358.73421718113,916.239267476759,899.943490531493,24.4642774375523,-2475.60859278268,16.9681957109195,"Canada.Ivujivik.TP10","presence"
3170.76019292956,1940.56755605082,-4209.86792186005,2567.82806776781,1611.70395534523,14.6723907118286,-4786.06737094127,7.45076578756764,"Russia.Tazovsky.Unburned28","presence"
2492.18753961309,1554.46941717621,-5159.92112894916,2258.27510718255,1013.30750122685,23.4657070034957,-4693.97117044186,56.4351255214279,"USA.NorthSlope.Barrow","absence"
352.625904009533,910.382660211225,-3150.17757635679,543.896626957307,2275.68672883948,-15.934175358866,-1628.09225222136,-177.321684377676,"nonveg_674","absence"
2239.37233124658,1465.44684895934,-5312.79314880935,2220.09515455744,1844.7994377235,50.9669644091473,-4726.23327695636,-65.4212178921702,"USA.NorthSlope.14","presence"
922.875504727197,572.437286695696,-770.090711138495,654.567463730116,366.066230334008,2.86620334342572,-1190.91045598426,17.1895289177318,"nonveg_769","absence"
3126.60913324111,1924.63394859329,-5537.85257372707,2632.68869603761,1901.82996546781,24.7354383631815,-6135.3508249372,-10.6653086313712,"Russia.Kolyma.T1","presence"
-376.707438169933,765.565855253201,-104.842701615442,531.455499075564,1142.27329342313,-30.1484326100423,1.12842935944252,-151.95931770531,"nonveg_1927","absence"
2866.32806221064,1953.3184778879,-5161.84026320612,2640.81635200735,1140.03438154328,10.6456558327385,-5231.32429821361,-14.8605592768993,"Canada.Yukon.TOWYK","presence"
2472.79428193826,886.578110935657,-4463.29547833324,1676.35356734494,1971.43079538534,31.8282753500191,-4894.7198506574,-29.0882833580206,"USA.NorthSlope.Deadhorse-C16","presence"
4870.40575753187,2777.98060914,-7104.82262022795,4070.01249140309,2144.37025545885,35.1603452725141,-6559.37187224074,6.94352623775774,"Finland.Kevo.4","presence"
1296.08238368682,1370.93341096703,-2294.84337823059,1296.08238368682,741.409269643631,-6.70816338943925,-2198.71664007813,-12.8004064893877,"nonveg_807","absence"
1116.38575990211,186.089379306539,-3099.60173555605,235.837960199786,1198.51585882779,1.50753275434082,-2518.30281079816,34.8234245161127,"nonveg_543","absence"
453.290132855733,1002.13562413669,-1470.39678276951,595.308792121227,622.911332365468,-17.4173784354773,-2112.64149199164,-6.94865396050321,"nonveg_913","absence"
3496.9150164538,1903.3084611199,-5516.86886520757,3652.89182737637,2601.51981428717,53.4007967080687,-5705.80253029511,-2.26427851175173,"USA.InteriorAlaska.EXCELSIOR","presence"
245.220090178255,-376.725582176265,-703.747666211326,245.220090178255,780.835467541419,14.8615396969851,-1158.85252406669,-3.01578270060975,"nonveg_1340","absence"
808.280550937919,545.846545470982,-2917.28683043208,910.076165954452,1471.23048220587,10.1174894578742,-3228.87177944089,-47.887421352458,"nonveg_662","absence"
3793.73961909792,2327.86122014162,-5590.36162537921,3366.06397428822,1882.9901797486,25.0674676075148,-5621.56180320575,16.6514109343765,"Russia.Tazovsky.Burned28","presence"
2925.91144286064,1813.2926705486,-5816.69438575624,2725.43700830344,1726.54623187652,43.3094977110922,-5820.12863331414,-12.8693764569861,"Canada.DaringLake.Tower3-DwarfShrub-1","presence"
3569.94318051822,2335.75155261208,-5654.22537766247,3424.14910263187,1811.55964591942,19.7948804483413,-5980.51940285622,-23.3900020766708,"USA.YukonKuskokwimDelta.UB7","presence"
1545.75689587642,214.793268516456,-1865.75434215782,775.037071053624,1330.96362735997,20.7286142649795,-1929.93954086464,31.2203343552857,"nonveg_926","absence"
711.664146253538,359.295967027862,-216.287561842113,410.554116584446,456.38528356101,1.83064819844944,-1389.73753145696,-4.00857115740382,"nonveg_919","absence"
-14.6928580621817,45.5910265236819,-752.846354202843,269.20671017102,791.467018176018,21.5053862820634,-752.846354202843,-49.8377936596751,"nonveg_1316","absence"
4437.67365680733,2486.66308806205,-6625.40950517814,3590.29544916974,1993.94855881409,38.5302499450955,-6511.5810211953,-5.59455805948906,"Norway.Javrresduottar.A-Betula","presence"
3096.26921006651,2162.34488201755,-5791.34449077569,3494.8669396712,1964.89273077739,21.9032179063712,-5495.6636688832,-25.0009011071352,"Finland.Kevo.5","presence"
3711.21879933424,1499.72671198114,-5827.0284458864,3210.07519136828,3865.46117127872,99.862082138503,-5820.85850763596,5.27750135059337,"Sweden.Abisko.KJ-BirchShrub","presence"
2982.53256298349,1562.95473155742,-5888.70889897187,2095.37010243193,986.689749653863,6.40044678502152,-5556.09244571627,11.0339456558186,"Finland.Javrresduottar.EC-Betula","presence"
200.763719547702,213.535045779888,-1809.25914503645,200.763719547702,1011.33586338651,-20.2559060810673,-2506.13563378737,-10.4302095605492,"nonveg_532","absence"
1251.62002011819,858.563673413789,-1506.41182451682,858.563673413789,793.445753820675,-12.9157873263316,-1506.41182451682,20.0985061272229,"nonveg_849","absence"
690.100019467116,490.277894650723,-2448.53190976253,738.242466702529,826.793226092691,18.8236478574771,-2426.99604959125,-24.7611339145462,"Canada.EllefRingnesIsland.Isachsen-C02","absence"
37.0383003152735,-57.774591642843,1296.53704964224,37.0383003152735,530.449096408668,3.39201295228979,1566.94070069103,-3.5861138354817,"nonveg_1677","absence"
1387.45212730573,118.236127896547,-1845.32080127135,263.745140065416,1269.21599940918,7.17526095197448,-1711.02804562139,89.8853495360806,"nonveg_637","absence"
2649.01877337417,1480.05046871355,-5444.41132789327,2428.23787948418,890.536412603283,4.85125453428093,-5573.87102919792,-9.13147054674371,"Finland.Kilpisjarvi.18","presence"
2866.32806221064,1953.3184778879,-5161.84026320612,2640.81635200735,1140.03438154328,10.6456558327385,-5231.32429821361,-14.8605592768993,"Canada.Yukon.TOWYK","presence"
18.8204649382597,28.5704607311125,-1308.38835788383,28.5704607311125,308.845047750346,5.83335085263067,-1210.10513030542,-14.4293364339888,"nonveg_1499","absence"
3799.34680810158,2709.40649865678,-6227.22382598565,3412.87853856331,1646.70661414578,22.6023114798208,-5732.8287165809,-8.43974586371143,"USA.BrooksRange.6","presence"
3188.98360232941,2230.87328896682,-5395.6141563326,3560.57122383337,1535.81501759512,17.3156505177927,-5031.51555125267,-11.2725584069606,"USA.InteriorAlaska.AMSUMMIT","presence"
3622.19989306332,2103.75155973015,-6123.28649322185,3622.15398923786,2740.17927679107,45.4408610095097,-6261.64899131521,1.93988026053109,"Sweden.Abisko.NT-SparseVeg","presence"
2203.60059381426,1591.67552220894,-4507.12394456194,2129.51391877352,1312.43805753626,40.162931695135,-4582.20064699809,-50.8307125449378,"Canada.PrincePatrickIsland.MouldBay-C06","presence"
152.150240202274,383.302862068519,-2247.51983758998,152.150240202274,253.371762361661,-6.44887684972864,-2247.51983758998,-2.74415601514057,"nonveg_792","absence"
3019.179691514,1751.51051617122,-5642.15131402567,2801.23804241672,1758.00419864728,23.1837683882053,-5580.71281619166,-27.2240887035526,"Canada.PayneLake.TDA2","presence"
