"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","trees_presence","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDWI_annualMedian","spectral_NIR_changeSSES","site_code","presence_absence"
3278.77773386882,4123.1613864824,4139.19575377478,2021.14484075614,6015.19788659825,-5746.89083970266,-6207.74254564281,-6512.05036952235,-6618.79616920865,-3798.49529131384,1,5840.02791036322,5026.00305677486,-6476.72341026292,3.08576008895379,"Sweden.Abisko.VJ-BirchShrub","presence"
776.025937583875,249.321610754902,1285.65290974494,-30.1190536821757,3058.78130827924,-716.159900714927,-794.343282881563,-425.348644824348,-2090.08987772378,-899.456049570344,0,3009.12013810081,4932.9591519678,-794.343282881563,10.942839597499,"nonveg_547","absence"
-272.672121469648,706.251390821603,719.551598516574,968.172764386257,1412.85618306489,-3315.94704135257,-2451.32584374018,-2704.12349984523,-2626.56265061094,-1080.10180680721,0,2162.13401347939,1386.22311083443,-2626.56265061094,-37.6990219953753,"nonveg_648","absence"
947.662663474805,1323.88711430892,606.91307158256,780.619552070214,1296.50266562303,-1692.42027912354,-1095.38515667004,-2029.50523451124,-1730.43097812533,-1627.77685115689,0,1290.79672857113,796.726180850831,-1692.42027912354,3.79563161888649,"nonveg_902","absence"
2832.15257929089,2732.51006088876,4173.34981361073,1360.03152751646,6434.05686682035,-6318.02690991701,-5824.88492725215,-7324.32689869142,-7847.04289038508,-4782.8723108832,1,6414.67778884421,3704.49824713689,-6554.81750316956,5.73163093314587,"Finland.Kilpisjarvi.17","presence"
-1496.51759467007,-236.001913331,247.166129256535,6372.03285868006,480.661065907744,-1140.712469157,-3596.39215688453,-3113.43235952779,-2116.6568481621,1515.06572116492,0,2147.70002364664,4885.63218278763,-2116.6568481621,-28.5836842641086,"nonveg_1353","absence"
510.594570733767,773.683133061674,828.283462949705,351.470996948715,1769.95960141784,-2951.97611244928,-2831.10088909285,-2745.49467329423,-2375.1640725627,-2998.19128622041,0,2111.17435182223,1044.9881644349,-2831.10088909285,2.66342444431767,"nonveg_985","absence"
3000.35258002305,2738.18099712774,3007.07172766682,2078.64736005605,5094.0478211847,-4765.20897419575,-5777.68369768149,-5785.62296036196,-5724.78312084022,-4252.87227308957,0,4900.46022759507,2021.89545139584,-5876.00872077688,22.4366531573082,"Russia.Yamal.OstrovBelyy-1","presence"
455.537061902364,-15.5203684569806,385.350251034775,886.708527430052,1438.34340418626,-1991.43914911268,-2426.21600225824,-1980.62114922982,-2805.99283522087,-1475.72952777803,0,1313.3699932767,1343.20782030429,-1991.43914911268,-24.5738651320022,"nonveg_736","absence"
-137.516154650862,-12.3816467490638,-185.546059765728,182.167702730644,32.446849081818,-881.218585014116,-448.774001077584,-1087.65848426913,-942.02559017506,374.595569176483,0,225.533030304073,752.497448454931,-881.218585014116,-10.6203801608817,"nonveg_921","absence"
123.537524609556,597.360412250245,536.223703009377,56.1302564617332,463.461438574856,-1588.53252129277,-895.785856030322,-858.289521003028,-1158.00739584052,-844.99298992525,0,670.045549484585,903.467839756635,-895.785856030322,-1.48535414061119,"nonveg_729","absence"
-290.818493173743,948.276497517892,103.736785300538,-329.958687032938,-203.701014979167,-505.055358498122,148.472889515518,-770.893180058728,-523.832969111893,-453.839162961081,0,148.967982644591,1552.62815212608,-505.055358498122,-2.23999803732434,"nonveg_875","absence"
3362.01138998066,3651.43431704018,4138.22134625052,1898.38549820286,6014.03922939291,-5641.85010282742,-5709.01918610811,-6225.52942668125,-6649.46452634035,-4278.69752803147,0,5633.22775710487,4115.33532371592,-5680.79593955542,13.0595236216229,"Sweden.Abisko.KJ-SalixShrub","presence"
949.862074375882,1018.92556033931,581.676098850237,1673.07299405663,1360.57221227427,-2057.2703765111,-1947.41388891191,-2643.79730689641,-1957.43458599317,-765.911467072221,0,1525.17577683565,1370.46118134726,-1957.43458599317,-21.0045305049962,"nonveg_508","absence"
67.8382015776188,323.806202174754,368.504526858679,-317.511433946089,68.9636334015873,156.778675994615,-325.569358219157,-219.324993366671,-680.37642781168,587.792576874301,0,134.468296529308,1368.47517348157,-219.324993366671,5.46997270050181,"nonveg_1927","absence"
11.8547844848139,522.309567532863,584.359439510421,268.193959546574,220.23228634569,-2352.33257653099,-1684.51962571703,-1940.36085087725,-2069.60064166999,-346.363205157935,0,966.929402269035,1364.88469207361,-1822.17397301538,0.608227069932957,"Canada.Ivujivik.RTP13","presence"
2777.84996183052,2513.63576381532,3510.15942615403,2658.77981521406,4428.05247812118,-5331.44561126122,-5672.71866906508,-5579.9910993016,-5906.76829963229,-4106.0652241909,0,5046.56975986031,1654.55013315058,-5298.71705206408,-1.62419100814608,"USA.YukonKuskokwimDelta.U","presence"
2357.56075243476,2460.73781805501,2893.80181822388,1129.50415455253,5279.96000486875,-5265.31775796495,-5873.31201062011,-5889.2533434212,-6001.96700902897,-4903.50413893767,0,5377.31120789185,3008.79634618419,-5307.11707609962,22.8196845780791,"Finland.Javrresduottar.A-Salix","presence"
1661.61445320916,1535.95489709131,2041.37167763452,1059.9889689333,3328.66906847116,-4794.33495182229,-4633.39777763353,-4890.60858709595,-5048.72123965721,-3733.87612958199,0,3702.75162292856,2064.53825760719,-4329.25779778808,28.6056207734886,"Canada.BanksIsland.GreenCabin-C11","presence"
286.682588699415,962.545818625767,596.751851011617,568.004791122874,1188.97444345486,-2911.45793628971,-1855.73486081305,-2594.7417736832,-2798.25911783705,-2161.26591187694,0,1597.55058364528,963.861385134741,-2594.7417736832,-9.8592455323454,"nonveg_986","absence"
614.862475782297,516.63700917809,266.968832811958,940.289312523007,1500.38876153524,-1846.64688736494,-1960.63541774249,-2782.43602812108,-2675.69789393538,-819.204203973129,0,1322.27015008635,1186.33999407964,-1960.63541774249,-11.4905562061201,"nonveg_816","absence"
862.757730984269,1221.16957953859,818.757280614521,-399.606901520913,1434.97656380854,-752.781541869979,-915.304322910434,-1398.53024619558,-1949.34757529965,-1668.32495003324,0,1005.37042239821,2503.08610139049,-1398.53024619558,11.6825156544526,"nonveg_645","absence"
2404.97315195303,2351.41185788393,2590.35823747495,1816.91872184017,4641.29473390816,-4751.2733138499,-4757.37381353296,-5108.13800621646,-5112.51814092669,-4221.53097805756,0,4274.77159747175,1380.0595275198,-5311.3163867243,0.715134153123098,"Russia.Yamal.VaskinyDachi-3","presence"
2570.77336881272,2493.55977262194,3035.05063033097,2067.32106239224,4951.83688014168,-5407.12934705398,-5648.03064640417,-5776.30425055832,-5971.54122113908,-4607.62137335682,0,5186.55556247934,1958.84037525935,-5498.14777459913,0.368145666020753,"Canada.CoutureLake.TD7","presence"
2650.72750538743,2453.80399428518,2789.89272416616,1840.17900070447,5590.42053892168,-5205.10960068096,-6008.63646057597,-6151.81586656241,-6074.00286033279,-4278.11740739078,0,5691.67504380814,2692.82983872014,-5565.00638515223,9.48929586497011,"Finland.Javrresduottar.A-Betula","presence"
396.954601035131,55.7478965131832,546.226861402138,-33.5641683239962,1112.8227746541,-1383.41568767394,-1577.47435157157,-1107.92178230381,-2095.59309431142,-889.592271463276,0,842.754282766712,1140.59129176067,-1383.41568767394,-7.17134013693694,"nonveg_946","absence"
1169.6180257793,218.57051531759,593.509581224473,258.412667602023,1952.8773084387,-680.686485334484,-2054.16092057665,-1661.39468690512,-1092.41558471684,-2009.21804615411,0,1181.12718501852,1434.03172658542,-1661.39468690512,21.7857481864768,"nonveg_814","absence"
2535.21888122625,2650.45182672952,2957.7296315092,1529.42107966879,5481.29020130388,-5427.1685466827,-5555.23031298864,-6232.81647939587,-5976.00142645629,-4690.8861991827,0,5790.31902271778,2749.90217443129,-5868.06488622181,17.8962638265434,"Finland.Javrresduottar.EC-Betula","presence"
3213.49186400338,2520.30042103848,3254.03300397344,2384.40959998053,6061.31158626195,-5783.68206494703,-5510.50311284439,-6098.22645733636,-6401.94499247183,-4494.04903789422,1,5588.97708154851,2015.58977784357,-5823.48138704496,-4.83011908505719,"Russia.Kolyma.T1","presence"
734.880454020763,433.777790100851,925.112147664208,287.722138477067,1078.41707140914,-1684.96342466281,-2398.03148659608,-1689.96570784547,-1830.22702902472,-1469.16712720312,0,921.143533758107,1166.1856663156,-1689.96570784547,1.49573107343964,"nonveg_861","absence"
510.594570733767,773.683133061674,828.283462949705,351.470996948715,1769.95960141784,-2951.97611244928,-2831.10088909285,-2745.49467329423,-2375.1640725627,-2998.19128622041,0,2111.17435182223,1044.9881644349,-2831.10088909285,2.66342444431767,"nonveg_985","absence"
-101.172163575173,40.9980271788381,45.5313288667612,109.845563473815,-1327.19285514015,8896.29698058552,7354.44770875562,5281.65454489461,8827.18961301984,8794.87070745863,0,-1614.39667992921,1533.11654702031,8794.87070745863,-83.9403617174726,"nonveg_1994","absence"
812.524668168872,-154.507580182338,-201.736975255981,550.331032436907,1651.42695542687,-1031.72826283789,-2432.13751455656,-2468.99013023462,-1165.56891996291,-1166.88958477487,0,959.909278698892,1702.72507787624,-1166.88958477487,10.2752664919876,"nonveg_714","absence"
228.806151307138,378.841319392432,379.403112835143,50.1409970304003,916.97221743531,-1548.51429101511,-1197.37377938102,-1396.61976271076,-1987.98574107849,-1691.41897434455,0,892.80109396734,696.678170660229,-1548.51429101511,1.99753826137691,"nonveg_681","absence"
65.7422408975468,562.593201477457,837.602769994336,376.477905220315,108.809595226687,-2147.91832341729,-1465.90307075539,-1107.89933240684,-2177.4800948594,-400.497322878523,0,671.145336131637,1217.97804443929,-1465.90307075539,-24.2449589774981,"nonveg_752","absence"
1007.36262153574,1188.63399711468,1108.81718029063,699.895783044007,1797.5824614147,-2348.33138240398,-2434.40865227023,-2739.46118918503,-2827.63683731933,-1511.61702369475,0,1742.5641234461,1203.12128234649,-2388.74428602529,-8.13037601306646,"Canada.PrincePatrickIsland.MouldBay-C00","presence"
-59.561900930481,237.22371888178,382.76942715351,-221.318030538453,-88.5465980635357,-1457.54114836502,-1081.20799210624,-718.939653608662,-1373.58415195959,-785.461486354651,0,178.563588179513,1324.10425488144,-1081.20799210624,-1.99841918677248,"nonveg_761","absence"
3716.45904907352,4364.70229360663,4549.99795738121,3038.8822137994,6958.64253359204,-7009.77722235065,-6912.13220054489,-7286.5865059347,-7415.07076100889,-5936.96232639385,1,7201.64264804402,2144.29205984364,-7071.17193041528,9.17627043632052,"Finland.Kevo.2","presence"
3272.60273397095,2328.91654476498,3958.56758132691,2374.5778153526,5214.07514676595,-6636.11887940384,-6830.47376957589,-5957.08709131499,-6269.81669052003,-5488.7001372734,0,5535.29502712012,3023.5884138475,-5952.79006791358,13.9603326222785,"USA.BrooksRange.7","presence"
807.864549992777,998.928476528959,1131.53739554851,704.755541536173,1784.73528120423,-2816.4959539464,-3080.58030676378,-2959.84831917952,-2664.28561802934,-1193.61872191938,0,2223.04113232383,1921.78458932286,-2610.33407348405,6.21747087041578,"USA.NorthSlope.HoweIsland-C13","presence"
1152.13343997381,1119.44976924868,1237.06397458466,758.415100109666,2140.0424139912,-3103.39304757085,-2915.49532062645,-3535.68090222417,-3514.62875356785,-2051.00953747759,0,1901.32546274,1275.62644507797,-3360.38915847982,18.6283649220551,"Canada.BanksIsland.GreenCabin-C08","presence"
1144.74423990588,1224.78946833728,803.044599666111,854.692660845979,2372.66880632325,-2774.45903257058,-2774.02995126867,-3559.08502306602,-2941.1506525487,-2274.5950289675,0,2376.46329604567,2098.46639146967,-2661.55401771529,31.7321091661326,"Russia.Tiksi.BareSoil","absence"
-82.9217942083603,1091.77493105951,766.282483265823,121.983389349163,229.281364638917,-1495.49261297053,90.2641785776722,-563.40180365996,-1530.28204209359,-927.02424234651,0,831.384713027798,1436.92185998956,-927.02424234651,-11.55610488409,"nonveg_709","absence"
3358.96947198628,2995.71535725355,3964.908601103,2259.75059451608,5816.9313863589,-6012.4773357305,-5763.72433830577,-6062.03915889371,-6754.45042436535,-4505.14515450431,0,5576.98613493521,2511.62161167253,-6186.3719149989,4.28823314271858,"Russia.Yamal.Laborovaya-1","presence"
2505.43171351093,3052.79480168497,3334.147399347,1511.38497013339,4285.35006057331,-5302.97406432002,-5678.77980280335,-6037.81238380474,-5788.33253985366,-3374.99186438656,0,4266.92584442445,2163.0263388168,-4564.39743257412,-5.80990171516109,"Russia.Tiksi.FloodMeadow","presence"
79.8867475074003,616.085751813903,404.336340206584,566.133742499328,330.996637780376,-1645.54040630537,-629.219462894853,-885.167785693867,-1716.53402449382,-213.816609207301,0,543.222549811884,1044.20257843835,-885.167785693867,-30.3937520146295,"nonveg_973","absence"
1017.76882954121,679.499627138244,729.794627695003,919.862261829477,1555.07177652413,-1718.96476706254,-1989.17809783355,-2209.24665357309,-2529.18347962949,-1386.378682355,0,1261.61857415904,489.617355256592,-1989.17809783355,0.455645073586146,"nonveg_975","absence"
854.314737992967,226.802498193328,728.984863218642,447.92920608489,1937.75303338564,-1765.44750979691,-2561.84889743447,-2212.85657697285,-1565.67057050134,-1651.30232362421,0,1781.70716849688,1558.60472477526,-1765.44750979691,5.5064799996322,"nonveg_913","absence"
34.8723121543528,147.996308532645,760.153189711716,619.692758638403,421.254036118353,-1890.28924059644,-1924.2539076246,-1119.38085882144,-2021.82642520227,354.163823386483,0,772.964571861123,912.160092673463,-1890.28924059644,-27.8883264093412,"nonveg_659","absence"
67.8382015776188,323.806202174754,368.504526858679,-317.511433946089,68.9636334015873,156.778675994615,-325.569358219157,-219.324993366671,-680.37642781168,587.792576874301,0,134.468296529308,1368.47517348157,-219.324993366671,5.46997270050181,"nonveg_1927","absence"
2377.1961945396,1821.41867107149,2197.82527542037,960.079142062328,4440.95269290842,-4350.08602273814,-5338.10882141226,-5773.88903340911,-5205.87584957305,-3616.9133850519,0,4491.80707043105,3094.01917943215,-4852.2043738184,16.9920992032759,"USA.NorthSlope.14","presence"
441.482911167676,-240.95476994223,507.477589950359,-457.102431719151,601.958641130616,-50.2350623140622,-1087.07761645394,-580.67379848528,-543.279557940248,-133.158520838327,0,256.790379426109,1670.69432154045,-543.279557940248,14.6107512469601,"nonveg_1213","absence"
2208.47072461998,2449.62328629028,3196.16647795344,1417.98232954208,5189.13010384518,-6187.28895757934,-6363.04462283574,-6454.4426820349,-6574.08929298203,-5158.62153944162,0,5853.45926301852,3467.51650533422,-5999.23011282311,3.11908770625993,"Norway.Javrresduottar.EC-Salix","presence"
