"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","trees_presence","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDWI_annualMedian","spectral_NIR_changeSSES","site_code","presence_absence"
2924.87333789639,2789.99744098173,3409.54972405395,2353.44361685382,5638.81566589206,-6428.47952655594,-6069.11942012932,-6277.307108056,-6472.11795133792,-4681.89476841444,0,5743.84957390964,2665.98139550846,-6014.6554354474,3.53566271974018,"Sweden.Abisko.NF-BirchShrub","presence"
334.702591446055,327.432483473276,204.777607072877,371.075219153936,911.923957759353,-1283.21567809401,1675.37176717157,-1014.15132976765,-858.951934947231,-1159.54264961181,0,848.255662890979,840.63739909969,-1014.15132976765,-11.2547837883365,"nonveg_594","absence"
1.02590094355753,13.1621461451408,32.6071211684983,400.363316711249,-62.6444745950114,-1922.52278276674,-1956.61588492529,-2168.60310312781,259.765747971208,-478.171536823288,0,558.206732377778,2238.61317574306,-1922.52278276674,-29.1040102002283,"nonveg_560","absence"
547.448416977606,474.001439949293,224.212123169863,10000,691.703118036441,113.676979649727,-183.865359999095,-720.98684600866,-1624.0403141515,594.757163068326,0,480.704184161694,1028.14176687764,-183.865359999095,-37.670285704885,"nonveg_1241","absence"
2151.14235305767,1830.08318452572,2955.4203819904,1555.41604625526,4072.13647445546,-5070.41857418451,-4987.50481865114,-5070.90805279868,-5687.1484617485,-3784.09513544631,0,4314.53906534591,2333.61398202556,-5183.95909964496,8.86041527697546,"USA.NorthSlope.Sagwon-C16","presence"
2297.8895052793,2399.54277630111,3111.74067481507,1691.9385414548,5262.24557975306,-6059.87097714796,-6392.22893137218,-6364.07044834088,-6398.52297964256,-4858.9808359609,0,5711.23055335513,4000.22254318073,-5778.10099590063,24.2986795621273,"Norway.Javrresduottar.EC-Hummock","presence"
286.682588699415,962.545818625767,596.751851011617,568.004791122874,1188.97444345486,-2911.45793628971,-1855.73486081305,-2594.7417736832,-2798.25911783705,-2161.26591187694,0,1597.55058364528,963.861385134741,-2594.7417736832,-9.8592455323454,"nonveg_986","absence"
587.601708742836,541.354956220135,-31.3029409932899,663.662391956454,1056.39230352989,-1535.30439925548,-1594.91012868994,-2332.56531445253,-1455.87869968886,-1437.27385500004,0,929.809527291318,834.024837525143,-1535.30439925548,5.32452054352187,"nonveg_953","absence"
1692.12404692753,703.719630680708,722.159905060529,1929.19436813864,3346.92459098492,-3098.12847691663,-2151.26060104274,-3270.65180273234,-3391.47001164454,-2785.4388942862,0,2891.65332476036,1309.85955982584,-3098.12847691663,-27.4084473943574,"nonveg_1132","absence"
3292.35008757391,3147.23649982629,3997.7749239223,2343.50939462961,6207.52499919528,-6339.6476744191,-6369.93966519933,-6584.7485156042,-7047.17065718179,-4592.44707881555,1,6093.38947889805,3356.92233671958,-6090.59681481306,13.049064736874,"Canada.BonifaceRiver.AB2","presence"
15.4854925031391,-918.795477664198,-196.408813243456,-617.7343549549,-642.047036043642,1478.63826405854,751.45240382699,2331.73392657227,932.395297418486,2382.55749616719,0,-1318.90829153524,1500.14041589661,1478.63826405854,6.44046517760378,"nonveg_1677","absence"
2777.84996183052,2513.63576381532,3510.15942615403,2658.77981521406,4428.05247812118,-5331.44561126122,-5672.71866906508,-5579.9910993016,-5906.76829963229,-4106.0652241909,0,5046.56975986031,1654.55013315058,-5298.71705206408,-1.62419100814608,"USA.YukonKuskokwimDelta.U","presence"
284.538962605977,704.288398740497,344.258860528195,-305.812741984067,472.362919572863,-1015.43307718637,-1313.77374554753,-1595.35251254253,-1269.17047246519,-199.461815480912,0,618.977230892644,1498.97420910966,-1269.17047246519,-16.2841036379184,"nonveg_897","absence"
311.706652905925,-158.482081789658,507.692867789599,326.271889608551,598.331343679618,-1221.76247772152,-1697.84290746213,-663.744485227529,-2346.79877508524,-574.13171835007,0,232.709875846482,1410.87433496208,-1221.76247772152,-12.9547833930741,"nonveg_572","absence"
2812.98241894692,2770.2854251785,3126.54528012528,1874.2752331126,4842.08333533356,-5307.12734698065,-5422.86260319184,-5684.38619633761,-5587.95092359267,-3742.91377701543,0,4763.56853958575,3495.62196317485,-5131.21439071595,21.4357810195789,"Russia.Yamal.Kharasavey-1","presence"
910.698082125898,1056.92823406812,839.26839514259,-124.399693937179,2124.79127208783,-1673.44716435652,-1146.73770365682,-1748.41619661264,-1394.82779955163,-1606.16557398151,0,1997.25587696468,3095.15040195651,-1606.16557398151,17.9624656357657,"nonveg_627","absence"
1772.52002797738,1122.51191447445,1467.082372594,1011.97079600913,2662.09961932593,-2189.04971447702,-2817.06980108139,-2527.98370642639,-2889.73574287127,-3011.62797569883,0,2092.74535302129,1144.19622870016,-2817.06980108139,35.6137405913669,"nonveg_701","absence"
2777.84996183052,2513.63576381532,3510.15942615403,2658.77981521406,4428.05247812118,-5331.44561126122,-5672.71866906508,-5579.9910993016,-5906.76829963229,-4106.0652241909,0,5046.56975986031,1654.55013315058,-5298.71705206408,-1.62419100814608,"USA.YukonKuskokwimDelta.U","presence"
3593.23919638604,3292.2299456242,4358.18448145971,2170.74115426469,6570.96130770502,-6384.10902991779,-6111.75414391346,-7344.91166457652,-7631.57134350788,-4264.8339989326,1,6558.46663777377,3102.87965092333,-6337.04471466809,8.18739402592399,"Canada.BonifaceRiver.AB8","presence"
3071.38362931106,3056.17967268116,3848.28930711935,2385.01085785478,5007.34689988204,-6214.39744171294,-5725.69004382012,-6350.29476934595,-6496.88275787356,-5506.46624466528,0,5924.21038764737,2559.3658854322,-5662.08326001998,7.50808971881264,"USA.YukonKuskokwimDelta.72B4","presence"
-272.672121469648,706.251390821603,719.551598516574,968.172764386257,1412.85618306489,-3315.94704135257,-2451.32584374018,-2704.12349984523,-2626.56265061094,-1080.10180680721,0,2162.13401347939,1386.22311083443,-2626.56265061094,-37.6990219953753,"nonveg_648","absence"
1081.3886201539,1117.69605852069,1324.59626055227,755.974968873011,2157.75481891346,-2672.35592023667,-2730.82264420332,-2372.96990673644,-2240.90951506139,-3065.41432483288,0,2219.68931176641,1066.33381884277,-2672.35592023667,8.06112333291728,"nonveg_764","absence"
82.6492663753819,775.131818176607,41.9392261019269,291.105317773251,749.893868106637,-1567.52462894348,-799.448640240843,-1904.24080884322,-1594.94884303733,-859.22966194821,0,1001.73500005233,921.684477428675,-1567.52462894348,-18.7903773920264,"nonveg_874","absence"
3067.71475937488,2450.73397123014,3663.15154114723,1763.24530371492,5060.9634635026,-5333.03854520424,-5269.37091152789,-5690.30395068275,-6065.11170954074,-4396.89741369026,0,5070.77223330568,5227.61457759884,-5362.18998422055,18.1825205021828,"Russia.Kolyma.WT1","presence"
-143.183595755389,64.4442676193762,-281.944837540753,564.265237632117,-90.53595907838,-1359.54836687226,-1320.51112043492,-1675.26496460737,-1242.59641031763,255.555029380524,0,94.828343059606,783.712755889254,-1320.51112043492,-22.5104057413288,"nonveg_1416","absence"
349.716283578491,-46.5705899612941,55.6447776193103,-19.8522464303771,535.543769509222,736.956247679523,19.5638830687664,176.349693933742,-236.183263014669,488.056860853686,0,-8.51247429439101,870.303615552009,176.349693933742,2.44114263226083,"nonveg_536","absence"
2669.2717959491,2534.59317710416,2826.10952525255,1095.28166119398,4618.83906067385,-4372.33617316817,-5078.98326511283,-5836.23960157824,-5403.65989965956,-2702.13678360858,0,3750.7281880262,5260.69633867548,-4469.3339741316,10.4338796126892,"Russia.Yamal.Kharasavey-2b","presence"
4164.53397982019,3778.97414513301,4653.71452335336,2787.4037721354,6498.96310819975,-6165.88284043037,-6636.22105892079,-6999.98729520597,-7069.66532980881,-5425.04091695773,0,6390.11319771194,3011.76852985152,-6384.43527978497,23.9848091793389,"Norway.Javrresduottar.A-Sphagnum","presence"
2701.9698742118,2610.72203127197,3205.64813710332,2031.1441330608,5118.09624894784,-5489.40055792327,-5734.71492461605,-5721.22869022766,-5798.95734085559,-4825.58933846949,0,5702.280460585,1752.7581381404,-5679.6823200038,6.86026872493228,"Russia.Kytalyk.T1","presence"
315.604287243908,218.992110301276,0.0722903111243056,25.0798128144986,828.527358552547,-924.377937468038,-1084.20902207899,-1387.47303044135,-1508.09414523495,-1222.26883776585,0,565.550748444732,483.807895886717,-1222.26883776585,4.62245339811638,"nonveg_596","absence"
3003.9325731389,2438.21622323041,3125.37644688983,2000.12418170484,6559.82637805738,-5911.34104176931,-5705.20251196385,-6015.44752666084,-6649.49642479881,-6132.44122770486,1,5782.19334912991,1647.74625725449,-6402.6238590709,-0.0940844596606999,"USA.InteriorAlaska.22","presence"
2404.97315195303,2351.41185788393,2590.35823747495,1816.91872184017,4641.29473390816,-4751.2733138499,-4757.37381353296,-5108.13800621646,-5112.51814092669,-4221.53097805756,0,4274.77159747175,1380.0595275198,-5311.3163867243,0.715134153123098,"Russia.Yamal.VaskinyDachi-3","presence"
128.097723727585,120.058238277397,428.756159300356,843.198028017402,572.174900637027,-1916.80416166414,-1852.03550770193,-1678.64842350349,-2512.46470546143,-703.086521549205,0,769.846140998988,957.350861829337,-1852.03550770193,-6.08581016464704,"nonveg_871","absence"
-37.6917408290296,460.121590133325,-331.988727569221,-348.967105616459,-471.599540745792,51.3441501616472,176.336402948557,-684.211478183484,-644.110021407034,1854.36775384169,0,-588.578375914583,2521.59719684339,51.3441501616472,18.7427431508977,"nonveg_1642","absence"
512.697964414753,815.34601699838,1022.81085910171,874.838070208577,748.387718195562,-1570.47443513669,-1286.58516207166,-1070.82698549669,-1388.85730017768,-572.286552051823,0,1139.78900529093,693.348313247433,-1286.58516207166,-19.615613988197,"nonveg_916","absence"
326.330131317675,447.109491988056,1111.74374532388,-245.919582914996,758.944677538071,-679.782679200351,-988.2753687419,-598.448990062285,-2438.46887610554,517.258623143468,0,730.834773607722,2644.4102132234,-679.782679200351,-16.205160897817,"nonveg_903","absence"
2633.77023735944,2575.15482379195,3050.52827818437,1809.98641831955,4979.42733592538,-5435.55060646005,-5506.81176935695,-5765.44449411362,-5715.14334606587,-4415.15872897688,0,4729.43392772554,2224.96402044885,-5327.63857934087,-2.98608536938808,"Russia.Yamal.Laborovaya-2","presence"
65.7422408975468,562.593201477457,837.602769994336,376.477905220315,108.809595226687,-2147.91832341729,-1465.90307075539,-1107.89933240684,-2177.4800948594,-400.497322878523,0,671.145336131637,1217.97804443929,-1465.90307075539,-24.2449589774981,"nonveg_752","absence"
507.072706181938,358.412658139839,509.465965619954,362.557541028675,1404.56437052373,-1920.86876705133,-2059.14120040984,-2109.56959444314,-3166.66713257837,-1308.97311173211,0,1147.58922607307,661.858628888307,-2059.14120040984,-0.0942664205749342,"nonveg_769","absence"
3045.46384675063,3077.12346291568,3817.48264506399,1734.28967305525,5362.18369974569,-5360.52821344224,-6091.50149646103,-6180.64237878526,-6526.78326849339,-3753.58368038819,0,5180.84688295839,2499.4612554776,-6005.26638096129,9.38678644591333,"USA.YukonKuskokwimDelta.15B2","presence"
2583.65191007829,2944.48602286825,3058.21771871408,1900.37802614319,4478.6742137013,-5436.09679158587,-5552.99581882269,-5885.89482925286,-5806.59241289119,-4394.6510496241,0,4472.20397199626,1995.35931774055,-5357.98707568679,-14.3189493196641,"Russia.Tiksi.DryFen","presence"
3061.86446192857,3038.27033245814,3877.73303095595,1598.90193484649,5552.21259727688,-7405.89967671469,-7738.51245771299,-5386.84830615528,-6429.70965390715,-6982.96857643458,1,3551.65890753278,16688.3798912078,-9330.63175667229,36.2054361276166,"Sweden.Abisko.VJ-Wetland","presence"
2246.55130453784,1264.7007877184,1884.26291059805,1836.23170581259,6555.17505082473,-5826.10404449272,-5996.98749417008,-6350.45075015041,-5743.03232722918,-4375.69631892348,1,6427.10210306625,2339.98380940101,-5725.30102292942,10.2530278081197,"USA.InteriorAlaska.1","presence"
3461.5347425088,3284.03394965969,4054.73256542846,2255.77518300139,6025.14712619165,-5901.27492944847,-6111.65763242477,-6489.45479570497,-6803.66611436206,-5277.05290130478,0,5452.62022026116,2300.50669351068,-5295.59548635864,18.6395760821289,"Norway.Javrresduottar.A-Sedge","presence"
45.036308666562,497.00888666013,-179.414443085871,-243.656135390403,544.536739332679,-2121.24708761152,808.573624446322,-2958.29684932831,-2312.67426626077,-1997.9824368482,0,587.68170002442,1854.6858539427,-2121.24708761152,-9.45565076699175,"nonveg_623","absence"
3220.93769746465,2795.44318798335,3632.24887336972,2239.53792201295,5290.52068696647,-5896.68645660052,-6135.59260360851,-6355.26446162003,-6288.78213751214,-4587.26701966574,0,4852.88089036044,4632.11906264037,-5376.39283076774,18.7166978363758,"USA.SewardPeninsula.QuartzCreek3","presence"
-178.571709797494,286.618440102949,-529.179825328537,137.169748318122,-151.22277410758,-1265.71070787872,-559.188456474747,-1716.70282759201,-1860.90342319432,-731.677443814232,0,-139.079577526849,1045.61571859836,-1265.71070787872,-11.0523728510219,"nonveg_703","absence"
284.538962605977,704.288398740497,344.258860528195,-305.812741984067,472.362919572863,-1015.43307718637,-1313.77374554753,-1595.35251254253,-1269.17047246519,-199.461815480912,0,618.977230892644,1498.97420910966,-1269.17047246519,-16.2841036379184,"nonveg_897","absence"
