"spectral_EVI2b_endSnowfree","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_startSnowfree","spectral_NDWI_endSnowfree","spectral_NDWI_peakSummer","topo_slope","spectral_EVI2b_annualRange","site_code","presence_absence"
2700.89458209447,3352.75117835489,1961.80818826469,3431.1487518247,-5087.01474935941,-5616.18044791788,1.02030289173126,1191.99839920357,"USA.YukonKuskokwimDelta.UB5","presence"
289.182357209317,861.72904249405,-110.704164147642,597.438428838643,-3809.28369759649,-4168.94457274928,0.0906719863414764,3050.80990897356,"nonveg_632","absence"
502.077807215314,522.34736699946,63.7676383334156,155.242894644442,-944.88961543238,-1095.12022454381,17.3351593017578,458.579728666044,"nonveg_997","absence"
2471.1119069405,3193.82134276048,1879.96684241329,3653.16276294824,-5623.77114744045,-5865.92375881913,0.721603310108185,1063.86088275672,"Russia.Yamal.Laborovaya-2","presence"
1958.5205096371,1314.72005963827,331.989406516179,773.637323314638,-1228.30781415831,-2017.59343188114,2.79129719734192,1626.53110312092,"nonveg_561","absence"
1121.16466445521,1638.4045640496,496.422349898497,763.272525349261,-2280.72692087552,-2492.43981930976,0.179700762033463,1141.9822141511,"nonveg_507","absence"
3284.89786135658,4122.89162050092,2783.89236273844,4639.85551653337,-5708.03842653824,-6648.45409194679,0.935363054275513,1182.49885584011,"USA.YukonKuskokwimDelta.72B4","presence"
3168.78849171803,4251.38831547837,1902.09612142253,4006.95669403257,-6067.54736435025,-6227.3013413079,9.53573874064854,2980.08969885257,"Sweden.Abisko.KJ-Snowbed","presence"
591.462247522778,389.056004365833,240.163372429663,986.538221778646,-2705.84822578889,-3113.38908847704,1.29504609107971,1140.78681232772,"nonveg_746","absence"
2600.94301676985,3063.28275799627,1991.13085655346,3165.46420355571,-5850.79412021095,-6337.73365646597,0.399156320095062,2146.88801442729,"Russia.Yamal.Kharasavey-1","presence"
2897.03376531089,3605.86890726937,2435.45262711376,4798.11927617912,-5956.08119150192,-6383.31542041251,4.30182258288066,1603.85693539227,"Sweden.Abisko.NF-DryHeath","presence"
1867.70309660538,2666.85630955047,1344.1422191835,2788.74715906953,-4919.83571697255,-5652.39733266151,0.368111550807953,1920.67786965766,"USA.NorthSlope.16","presence"
539.185772634477,1211.88286908417,121.515538917557,328.746276449844,-2264.90766074131,-2077.99028673794,2.73595142364502,1090.36733016661,"nonveg_998","absence"
-85.8533794109278,1044.5708577345,1056.45767280812,494.353773647897,1270.67490614316,-937.147133943358,19.3761386871338,1142.31105221904,"nonveg_571","absence"
3063.95393091634,4221.92472572279,2115.92025830722,3793.68418828316,-5651.70116133241,-6551.34551009102,0.573576891422272,1747.42558606927,"Russia.Yamal.Laborovaya-1","presence"
-857.862095088653,75.2444838400392,-546.216517524052,-787.122489605757,4461.88963278559,6730.54624315935,37.4029350280762,959.349633029309,"nonveg_1290","absence"
1426.97091680482,3883.8924857162,1686.19187469106,3350.1648872921,-4046.11414281833,-5891.61344373484,11.9694638252258,2602.79072136746,"Canada.KluaneLake.Quill-MixedTundra","presence"
1228.46881923325,1992.49617338575,567.735128709176,1316.41266498846,-3982.95376894633,-4555.32515549701,0.549547106027603,1099.62864060453,"USA.NorthSlope.WestDock-C14","presence"
-1117.97401950984,196.814516690817,95.8249371543843,-27.2314827514591,-1015.5633028924,392.058216930788,31.0020389556885,1707.03607706203,"nonveg_592","absence"
2333.7364041493,2677.61145765426,1545.76518837248,2819.93418385177,-5235.6114900493,-5289.5621181391,0.356069963508182,1200.45272317869,"USA.NorthSlope.Barrow","absence"
520.676425445252,1395.19679067289,681.656509403666,1438.07996040549,-2184.22974342685,-1428.58238826786,1.75999760627747,949.946277848506,"nonveg_913","absence"
-15.844315708283,-148.956722884927,334.159857345238,516.130763252166,-1802.51326904483,-2512.51009704507,1.25127553939819,716.570424350062,"nonveg_806","absence"
-79.3705329702996,259.251304428326,-128.082552145172,-144.451367857487,-1160.87374148961,-1493.02991538685,20.7710285186768,684.311765865101,"nonveg_616","absence"
618.959589477706,1632.26711221635,587.771555792694,1680.61136091732,-3616.45941547035,-4235.18717336908,31.2691631317139,1044.49555642366,"nonveg_856","absence"
2080.81880036344,2724.46228655402,951.048413988326,1966.83805764044,-4295.78159405596,-5097.26996044105,0.252589126427968,2613.69308984585,"USA.NorthSlope.13","presence"
3349.9812556868,4754.45116606676,2653.77339256921,5106.16989430457,-6503.16778271693,-6784.82183101222,0.783281460404397,1785.06683050265,"Norway.Javrresduottar.A-Betula","presence"
82.951544260537,944.790390278988,5931.36546928989,-1165.20734070919,-3235.33839909679,-1407.98316439977,36.3343353271484,6109.32641564892,"nonveg_1353","absence"
3284.89786135658,4122.89162050092,2783.89236273844,4639.85551653337,-5708.03842653824,-6648.45409194679,0.935363054275513,1182.49885584011,"USA.YukonKuskokwimDelta.72B4","presence"
3168.78849171803,4251.38831547837,1902.09612142253,4006.95669403257,-6067.54736435025,-6227.3013413079,9.53573874064854,2980.08969885257,"Sweden.Abisko.KJ-Snowbed","presence"
2930.47686400186,4645.0124370663,2587.60335223562,4262.68569695304,-6434.50535006433,-6710.25386489981,5.68737485673692,1841.05616462608,"Canada.Yukon.SWEDE","presence"
2860.86048795532,3389.42869361094,2419.38462178512,4637.26347120497,-5912.20592500935,-6443.41820711118,0.559994041919708,994.319926270668,"Canada.CoutureLake.TD7","presence"
-763.337894442345,464.89493240199,61.3327974591344,-1548.48484511789,3389.16580319794,3027.15136124829,0.148143708705902,1228.23282684434,"nonveg_1854","absence"
2029.09820059041,3751.74949306252,1647.57582396613,3393.22210235226,-5799.89702898072,-6588.55070576187,1.03290586339103,1881.80211932998,"Canada.DaringLake.Tower4-LowShrub-1","presence"
2057.48740206404,3542.05697135141,2178.74115206811,4273.08545454509,-6336.39334914441,-6674.78044186334,1.66447007656097,1812.05297962465,"Russia.Kolyma.T1","presence"
4311.79230881025,4937.05406329235,2745.52326445881,5442.21902076153,-7120.21223104595,-7166.0522993838,5.37621126174927,2448.89902388008,"Finland.Kevo.2","presence"
591.462247522778,389.056004365833,240.163372429663,986.538221778646,-2705.84822578889,-3113.38908847704,1.29504609107971,1140.78681232772,"nonveg_746","absence"
423.671929108361,818.632617031767,525.79118926557,836.894480360142,-2424.93311468636,-1925.6966088761,0.690925061702728,418.724425581754,"nonveg_543","absence"
3083.66435402739,4878.67037648952,2553.51507041409,4036.61531097507,-6117.76681855945,-6785.11151429003,1.18223847813076,2555.33040270552,"USA.InteriorAlaska.BLOWRIVER","presence"
616.887052374869,868.093371734014,1060.51810495205,1467.90591468554,-2097.75134925811,-2049.62916336437,25.4662761688232,536.726991103542,"nonveg_915","absence"
218.497092580705,729.475131763344,695.611097545328,1281.40399794412,-1452.03113733531,-757.031309880377,28.9488277435303,763.584946615843,"nonveg_972","absence"
2149.58909184368,2722.23960767044,1364.7175904819,2709.51801206544,-5007.40322116595,-5509.50342871775,1.20885944366455,1079.81531540033,"USA.YukonKuskokwimDelta.1","presence"
1958.5205096371,1314.72005963827,331.989406516179,773.637323314638,-1228.30781415831,-2017.59343188114,2.79129719734192,1626.53110312092,"nonveg_561","absence"
2941.21750592591,4077.26701751165,1926.21523169973,4223.54134458044,-6072.44460004203,-6510.33085967591,1.44278253449334,1729.88935677623,"Canada.LeRoyLake.TDA3","presence"
1066.26238787783,821.178478452637,466.847025154826,810.270138129748,-2286.00355945785,-3011.8516799917,6.90631993611654,1023.18455252917,"Canada.Ivujivik.TP10","presence"
2249.1506308555,2576.99219147739,1790.89431727047,3361.57898499815,-5657.71967233187,-5877.75956569351,7.66235342025757,762.428282748248,"Finland.Kilpisjarvi.18","presence"
1706.89547262597,2160.79235399882,1123.41015438163,2370.30611928822,-4115.85671265854,-4395.11544731236,1.15376141336229,1259.01719466383,"Canada.ClearwaterLake.LS1","presence"
401.142997801647,1027.35526022297,-5.84029334226591,504.31630359951,-2251.10835425794,-1763.22941541678,2.00368094444275,1171.07039984928,"nonveg_882","absence"
-34.9990472628441,-97.2323117451013,-248.6122777238,-364.467835961267,-924.924234858044,-1042.15594552804,4.21474647521973,220.98700716518,"nonveg_995","absence"
517.853982916133,155.361029976017,-425.614122774758,-325.85911523683,49.5125562071366,-591.412733701655,13.8185033798218,1045.90645224383,"nonveg_558","absence"
2475.10490921047,4060.67387289267,2149.45259322704,4000.7143736862,-5999.55516896044,-6180.70762589439,3.24175205230713,1855.43992361881,"USA.NorthSlope.HappyValley-C20","presence"
1931.67968929705,3347.9341558797,1593.4348734996,3108.97052537934,-4829.55064736263,-5884.86203460372,2.03929203616248,2098.77343615326,"USA.NorthSlope.Oumalik1","presence"
2834.73695852462,3009.76959625068,1952.83676627901,3648.01783898237,-5476.84561006679,-5647.59240661048,1.03203458786011,1541.3390966969,"Finland.Kevo.10","presence"
2113.22353680744,3836.11710987022,1990.1700236687,4986.51994445951,-5772.98880416949,-6649.85008671609,0.213753218452136,2439.89575808154,"USA.InteriorAlaska.5","presence"
-440.676330966863,232.457255332257,-36.6672099869309,-998.706553619425,8594.89046626827,5622.42615811752,30.2174415588379,1195.02108343488,"nonveg_1344","absence"
2775.02560552386,3559.78012514142,1906.54208830718,4364.39290644221,-5832.25320613754,-5970.71946626174,2.58213186264038,1499.09254324557,"Norway.Javrresduottar.EC-Betula","presence"
371.723066172211,43.1831606208582,432.00248851714,594.091966637378,-1599.29815587778,-1906.53852228135,0.450459480285645,408.231161709022,"nonveg_733","absence"
2572.90533790403,3604.16582364148,1695.53717929866,3044.40123285749,-5556.17368784718,-6383.5467391281,3.6519443458981,2205.77964014729,"Canada.DeceptionBay.BEGL2","presence"
3098.08155698584,3208.24476947021,2409.8315874864,4272.00474941161,-4984.73891784724,-5770.76350852448,3.07846989631653,962.288639559711,"Finland.Kevo.8","presence"
2343.67833075291,2992.45049051128,1378.73983015512,3487.67619824148,-6112.967791895,-6299.47490487363,0.65721001625061,1034.31263767814,"Finland.Javrresduottar.A-Betula","presence"
28.9285295328509,770.459086689909,297.454805773836,751.901840152218,1197.61895008093,-616.545425127435,25.6608963012695,741.530557157058,"nonveg_594","absence"
40.5899454289355,1532.60730622252,-264.850445066261,-54.3468181530756,-1676.2583662102,-2124.34152790922,1.45060038566589,1797.45775128878,"nonveg_532","absence"
2876.51080284844,3643.83506651755,2461.55066742836,4631.63047563752,-6030.19469854766,-5901.3415563055,7.84507455825806,1137.94467603823,"Sweden.Abisko.NT-BirchShrub","presence"
2372.61977437398,3368.05146048178,1501.4186810348,3639.18219912232,-6499.34811639306,-6352.6313969111,1.29303284883499,2752.59769529151,"Finland.Javrresduottar.A-Sedge","absence"
1228.46881923325,1992.49617338575,567.735128709176,1316.41266498846,-3982.95376894633,-4555.32515549701,0.549547106027603,1099.62864060453,"USA.NorthSlope.WestDock-C14","presence"
1557.43996966973,2557.88016191781,1026.73445352591,2436.40306759137,-4430.66600308676,-5341.90080320606,0.531274199485779,1545.67229239444,"USA.NorthSlope.FranklinBluffs-C15","presence"
500.201558056323,1039.14202456027,-108.319663884971,-125.055011386633,-1515.64108648035,-727.21807258806,5.28651666641235,1147.46168844524,"nonveg_779","absence"
1102.07173427117,558.281319516915,831.903402408682,1238.21697264616,-1477.07030900588,-2345.18617519639,0.77367901802063,583.511733146434,"nonveg_926","absence"
3049.29000878319,3562.81763657078,2658.4286724569,4421.34279875932,-5551.68695862239,-6610.5321213921,2.01850708325704,616.34754464668,"Canada.DaringLake.Tower1-DwarfShrub","presence"
434.400583412799,547.251331435256,415.606961260739,692.714469019284,-1772.57524072498,-1997.74950099505,4.62977997461955,993.334359785489,"Canada.Ivujivik.RTP13","presence"
1485.89984729279,1150.1201551171,1013.5410972747,1519.88447705537,-2310.07804356336,-2888.99125893784,11.9502487182617,842.652809750152,"nonveg_701","absence"
1867.70309660538,2666.85630955047,1344.1422191835,2788.74715906953,-4919.83571697255,-5652.39733266151,0.368111550807953,1920.67786965766,"USA.NorthSlope.16","presence"
1199.70450596562,733.501664305119,-64.5404033337926,-10.03266947405,-1172.7778977275,-1600.31859525212,3.06557130813599,1315.05608599283,"nonveg_624","absence"
1973.86217253846,3269.31944217845,1335.35752989054,2833.48478327606,-4891.83147835269,-5545.77653583583,1.81874704360962,2608.5523181468,"USA.NorthSlope.11","presence"
2154.90260458915,3966.72270095741,2033.450745864,3534.23144853259,-5862.50725005788,-6501.44800152053,1.40355360507965,1580.40313433233,"USA.InteriorAlaska.24","presence"
2017.08274621986,3819.72651193882,1636.26468001224,2842.97900424622,-4995.73061496427,-6196.80252258984,7.31483016543918,1980.63933281033,"Canada.Yukon.SPRINGRIVER","presence"
347.142880565725,617.775788634472,560.004430996974,121.220172933665,-1641.5671311493,-1770.27176753651,14.6236114501953,1208.09402356141,"nonveg_700","absence"
1745.37330952362,2310.4159459866,1243.2252666216,3131.45620197259,-4672.97120349981,-5203.42070790807,1.61769286791483,1480.75767200704,"Canada.LeRoyLake.TD1","presence"
1303.85387586444,1760.40502694233,-3.59893733954721,442.333234083366,-2390.62610754207,-2197.13627272849,0.140990272164345,1764.00396428188,"nonveg_680","absence"
60.1912205102119,578.99921652373,389.699753816581,655.211440843309,-2822.14716825648,-2172.08182391198,2.18370985984802,677.86505015366,"nonveg_940","absence"
267.774695227186,994.089426175913,306.59169623366,431.516699875745,-2367.78372112704,-1167.17763675682,2.51329660415649,799.389584656279,"nonveg_866","absence"
568.631292465019,471.424900933994,827.148014327612,1531.65972657814,-1344.78039947646,-1836.30274703092,1.21331322193146,549.678742749693,"nonveg_684","absence"
-1117.97401950984,196.814516690817,95.8249371543843,-27.2314827514591,-1015.5633028924,392.058216930788,31.0020389556885,1707.03607706203,"nonveg_592","absence"
75.1075473574192,-23.7805434325382,184.362819819435,215.673135081213,-1139.45907089058,-1404.32333085275,4.51217555999756,908.725495410943,"nonveg_1499","absence"
-277.098549484604,-412.730140921228,-611.221510152131,-781.64234717668,-1257.60648854634,-1664.17201714934,19.9044456481934,1417.14197092724,"nonveg_703","absence"
1386.68800233372,1694.81355490004,1249.50126535907,2750.60675754937,-3958.87157636949,-3840.47804768636,2.68563556671143,671.420024490454,"Canada.PrincePatrickIsland.MouldBay-C05","absence"
2403.51238693837,2982.39892848184,1490.24160066778,2851.83342529424,-4859.72920036776,-5435.95180431627,1.18876804245843,1667.62710024942,"Canada.CoutureLake.TDO4","presence"
3190.05586024527,3700.00260874019,1192.00433272227,2122.24037096557,-5749.75116576089,-6120.19794892349,0.894994652271271,2439.03676503627,"Russia.Tiksi.FloodMeadow","presence"
1758.79914445301,2233.62465940225,1439.78926269514,2847.62410571694,-5251.1476300141,-4980.16465589464,1.72822099261814,1098.42405052207,"Canada.ChukotkaRiver.TPO5","presence"
-195.553702232324,898.690914009097,844.217711105613,1242.41143661129,-2519.40590251048,-1372.76467485409,6.09246301651001,1094.24461624142,"nonveg_674","absence"
2830.52446567321,3641.48596430571,1882.83155130844,3566.4139780545,-5660.75675113916,-6198.48732276895,4.43121756447686,1117.11285750179,"Canada.BonifaceRiver.AB1","presence"
2571.73500409105,4341.65045215991,2144.11985859968,5026.96917707245,-5966.1741800523,-5927.48036979779,0.926979660987853,2641.39627095732,"USA.InteriorAlaska.20","presence"
430.121726877851,720.79709550298,-125.697861078027,-63.0086389076809,-2747.69323558976,-3201.49498867481,26.3554859161377,974.784888832064,"nonveg_804","absence"
1163.09306753808,412.158652219223,535.409489437061,-801.34993837887,-1318.58368073279,-3087.83432944671,0.223765894770622,750.934415318858,"nonveg_1626","absence"
3242.01349691578,4538.65776123515,2287.46342350357,5157.36804718564,-6586.52089469244,-7477.38522924906,1.36858842372894,2199.4323330536,"Finland.Kilpisjarvi.15","presence"
1569.58241889394,2536.74383573006,1375.14754979689,956.232111923394,-1179.77862079399,-1416.8339744855,31.1720294952393,1161.59628593317,"nonveg_647","absence"
2866.24677697952,3936.84370658491,2986.75228716417,4987.66419535542,-5273.80056164082,-6549.27073961227,1.46955156326294,1203.49912643835,"USA.BrooksRange.6","presence"
2159.68238819895,2294.74170104428,1110.64426105594,3579.5323787206,-5552.74316854713,-5865.20376016013,1.73960571289062,1296.08705745785,"Norway.Javrresduottar.EC-Salix","presence"
28.9285295328509,770.459086689909,297.454805773836,751.901840152218,1197.61895008093,-616.545425127435,25.6608963012695,741.530557157058,"nonveg_594","absence"
2819.25113065891,3352.28727155569,1628.54080929848,3005.54021095882,-5199.76164287265,-5554.00789159111,3.17780394024319,840.490843549794,"Canada.BonifaceRiver.LSA6","presence"
1268.31704661992,452.60462617723,357.161806014555,60.3494730781827,-976.667324203013,-1177.2892373576,7.41896295547485,913.086238701493,"nonveg_1037","absence"
1199.70450596562,733.501664305119,-64.5404033337926,-10.03266947405,-1172.7778977275,-1600.31859525212,3.06557130813599,1315.05608599283,"nonveg_624","absence"
1659.34823445352,2114.09666220855,977.803321941487,2276.0498983151,-4334.71673005028,-4998.20894492148,2.40780210494995,1951.11495424779,"Canada.BanksIsland.GreenCabin-C09","presence"
2149.58909184368,2722.23960767044,1364.7175904819,2709.51801206544,-5007.40322116595,-5509.50342871775,1.20885944366455,1079.81531540033,"USA.YukonKuskokwimDelta.1","presence"
337.422793415102,486.735826611409,818.837803278807,1720.28727354018,-2730.0413909091,-3072.21531984054,4.53114175796509,744.355052846891,"nonveg_648","absence"
672.289446989459,811.297191259898,630.056645447929,820.105473767196,-1687.59774834522,-1706.15741491476,3.50021100044251,309.62305550778,"nonveg_688","absence"
40.5899454289355,1532.60730622252,-264.850445066261,-54.3468181530756,-1676.2583662102,-2124.34152790922,1.45060038566589,1797.45775128878,"nonveg_532","absence"
2720.99676564375,4708.05896751006,2281.38344821085,4386.22675114057,-6100.48201216565,-7087.50350687217,2.10750442081028,2870.04829534521,"Canada.ClearwaterLake.AB2","presence"
3139.45739702337,4300.957712879,2026.28247196773,3192.94447349996,-5577.13785396774,-5956.21027592471,0.056265115737915,883.211141130021,"Russia.Yamal.VaskinyDachi-1","presence"
2080.81880036344,2724.46228655402,951.048413988326,1966.83805764044,-4295.78159405596,-5097.26996044105,0.252589126427968,2613.69308984585,"USA.NorthSlope.13","presence"
1074.12974703837,780.833372003965,723.984043685753,1606.31610930059,-2241.66484957601,-2774.91216678239,0.593476355075836,585.643973956253,"nonveg_600","absence"
-622.332326686044,-1041.50138364099,-202.246781226621,-1576.25581326584,3856.72514771123,3249.01340569461,29.1277923583984,899.703356435374,"nonveg_1367","absence"
436.827552306644,635.184712150986,343.623656653449,537.888881695898,-1473.11076303388,-1166.60248283801,29.5159206390381,599.970141593128,"nonveg_790","absence"
2950.39695486615,4002.28023662398,2367.03147092036,3607.46202839182,-5613.99532839981,-5462.79017157162,0.56352174282074,1610.36188397962,"USA.YukonKuskokwimDelta.UB6","presence"
262.227098493924,173.177953693857,-307.468330912414,-273.423442759682,-1137.11412103163,-1952.69828498066,30.4646530151367,972.23391232515,"nonveg_794","absence"
3555.41369582879,3571.98017598988,2480.20040664894,4347.45401435948,-5705.54907898451,-6175.06974958681,6.87111492156983,1569.36574400043,"Finland.Kevo.1","presence"
2775.02560552386,3559.78012514142,1906.54208830718,4364.39290644221,-5832.25320613754,-5970.71946626174,2.58213186264038,1499.09254324557,"Norway.Javrresduottar.EC-Betula","presence"
2347.24489036386,3368.23136399207,2096.11326856825,3886.67040910344,-5676.90173654289,-6032.62277867547,2.80113277435303,1464.59248565595,"USA.NorthSlope.Sagwon-C18","presence"
755.028130084091,237.94025857462,637.388040838741,1887.4116820629,-2859.34234761637,-3614.04909696891,2.43069458007813,539.747141311973,"nonveg_985","absence"
3073.12757102691,4828.36339878327,2686.36437406484,5577.26557943414,-6292.58863544366,-6569.92648383508,0.0751434316237769,2529.5458264354,"USA.InteriorAlaska.21","presence"
831.749811706876,-424.096581754273,-404.15419027536,-523.313884333611,-1193.93830275372,-2692.28252780144,7.82624244689941,1462.06341972832,"nonveg_659","absence"
755.028130084091,237.94025857462,637.388040838741,1887.4116820629,-2859.34234761637,-3614.04909696891,2.43069458007813,539.747141311973,"nonveg_985","absence"
2387.3251813952,3324.53711840731,1203.71108452471,1743.97261508752,-5357.36648143212,-5343.37857595093,0.826613306999207,2025.91981716634,"Russia.Yamal.Kharasavey-2b","presence"
1294.44262259722,3266.3421187323,989.225250186976,2311.06228643004,-5438.0193714014,-4998.5693393001,0.676737904548645,1763.40287250871,"USA.NorthSlope.15","absence"
1569.58241889394,2536.74383573006,1375.14754979689,956.232111923394,-1179.77862079399,-1416.8339744855,31.1720294952393,1161.59628593317,"nonveg_647","absence"
2128.30596818599,2330.81353854578,1538.42581724526,3257.56807945957,-4837.49314135373,-5252.47626073959,0.773198743661245,951.532151581549,"Canada.PayneLake.TD0","presence"
2163.28985677548,2462.30803370055,1298.67447361651,2414.47136215235,-4359.12315261403,-4381.01113790114,0.344001805782319,885.931871825898,"Russia.Yamal.OstrovBelyy-2","presence"
1018.10295482563,717.821799879383,267.082039630583,286.628450604439,-2019.68264070866,-2547.56738847838,11.925238609314,931.773912332487,"nonveg_880","absence"
