"permafrost_index","spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_earlySummer","spectral_NBR_endSnowfree","spectral_NBR_lateSummer","spectral_NBR_peakSummer","spectral_NBR_startSnowfree","spectral_NDMI_endSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_earlySummer","spectral_NIR_endSnowfree","spectral_NIR_lateSummer","spectral_SWIR2_earlySummer","spectral_SWIR2_endSnowfree","spectral_SWIR2_startSnowfree","spectral_blue_earlySummer","spectral_blue_peakSummer","spectral_green_earlySummer","spectral_green_endSnowfree","spectral_green_lateSummer","texture_NDVI_peakSummer","topo_cti","topo_eastness","topo_northness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NBR_annualMedian","spectral_NBR_changeSSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeESPS","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_changeSSES","spectral_NDWI_changePSLS","spectral_NIR_annualMean","spectral_NIR_changeSSES","spectral_NIR_changeESPS","spectral_NIR_changePSLS","spectral_SWIR1_annualRange","spectral_SWIR1_changePSLS","spectral_SWIR2_annualMedian","spectral_SWIR2_changeESPS","spectral_SWIR2_changeLSES","spectral_blue_changeSSES","spectral_blue_changePSLS","spectral_green_changeSSES","spectral_red_changeSSES","spectral_red_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
0.974414534038968,846.942955336174,624.432514914573,897.116053038615,1012.35251374098,125.546782831379,-1671.97813594698,-1958.60309719468,-1675.51393849559,-1559.58882410182,-1767.96182161892,-3136.32672824019,1889.40715626209,1693.3930227043,2052.07237789484,2295.42244855983,413.620301277804,-1947.50449452996,-2670.26149838461,-2613.940194462,-2567.01896295137,-1430.99455401106,1572.23099080311,1335.17684226885,1461.60056652956,2166.73355313049,1939.8172726463,2113.58328172541,938.520553016979,730.300915887203,1029.62597732596,829.764033959596,846.407281944448,-115.593863438868,-1.77059900760651,0.0267864285657803,-0.0338523590730296,3.42799478107028,1.63997078935305,0,1015.33818871071,948.875101317844,1009.32238111394,18.9078363699631,-1.82983295167073,-5.05731478541234,26.5123302729457,-1237.85528210474,9.82801654639348,2392.65563122575,2119.7701815545,2248.71578112501,42.816523109807,0.0492009088661689,-2624.39337581685,-2881.66428703435,-15.0143190074906,-1.79791761987164,1592.41382218833,3.83004243891047,-6.92425927967811,-0.238722941984889,327.918892134335,-1.17460359976283,1895.4528645459,-6.18363663827364,11.5420266133926,-6.83047093940611,0.695356290900435,-3.54779169377266,-2.80114206262228,15.1258237596536,"Canada.Ivujivik.RTP12","presence",0,0,1,0,0
0.999954879283905,-6.82086639413251,661.808328410984,361.197729089054,885.512653175451,-744.534936716795,-1866.56185577574,-563.4556404229,-1414.41441690942,-555.810283435024,-2404.34160861572,-1728.74264543641,31.3035000919315,913.311939236842,528.873992892674,1175.19101217251,-907.208353736874,-2446.31280913782,-1700.40507743603,-2208.86182640278,-1615.47035348496,-2846.58709297085,2701.03106974308,2988.7780706695,2791.09130306747,3416.34874856014,3371.69464606145,2684.73918781041,1788.86051064513,1888.20394834837,2215.82425254406,2167.66113791459,2074.05236869788,121.076639976592,-0.779285907745361,-0.0344123765826225,-0.0478536784648895,3.50021100044251,0.00305028609000146,0,361.197729089054,231.432581512912,1630.04758989225,26.3469310829522,31.8690542703423,-40.3319172374152,23.123892255533,-1414.41441690942,19.2064197442849,528.873992892674,348.294418131416,2082.39936590938,33.5182804938859,40.8531254314491,-2208.86182640278,-2163.52743188649,14.295510136894,-45.6454979167556,2794.62577244421,17.895639244382,21.1158635034826,-38.5526111363946,1526.03063335571,-43.484834445646,3416.34874856014,15.4629673792145,-4.03438540477212,-1.22792337868745,-18.1581321880127,3.09495594692156,3.95226361380771,5.04085944943671,"nonveg_688","absence",1,0,0,0,0
1,271.386518769583,-11.7195360622487,942.282614270882,924.472592194407,-384.184651908326,-2580.46925559917,-3136.06523909556,-1802.46838911128,-1877.14351972872,-2814.54360942559,-3587.54324384933,477.357452580621,163.355425984684,1417.73122597383,1393.20316109907,-479.604329851696,-1112.47534711974,-1555.19552476624,-194.91506254199,-275.746840335338,-1535.38752855471,1703.07736018762,1362.99492020233,2067.80683272765,2898.95858633429,2643.99700224508,2585.1400426713,1087.7556823566,1272.03230302704,1390.27512055806,1170.22039911294,1535.49418614165,-267.071313443121,-1.66025447845459,0.024918157607317,-0.0577400363981724,3.63399982452393,1.87684381008148,0,271.386518769583,348.44750745286,1326.46726617921,24.2804137288114,23.3245026223151,3.56200441529491,-159.000358388855,-2580.46925559917,8.66942051208975,477.357452580621,594.408587157302,1897.33555582553,35.4430289789747,32.7087753042303,-1112.47534711974,-934.744060663602,15.6634141272212,16.1663555586697,1737.1073229063,7.3949552739548,12.3273776226947,3.91257982091356,860.308034191752,1.47643391893935,2898.95858633429,9.8235072494647,-88.8882262314915,-2.77698830069809,6.85124226224643,-4.06590187735818,-2.47581477467606,-64.2314620832762,"nonveg_976","absence",1,0,0,0,0
1,425.985130391299,-50.0572345314409,-284.374790859224,442.473071779924,1768.20706952276,-680.410953026394,-1138.57419080303,-1391.96118146311,-645.156773038455,1605.12196975558,-1805.97986169349,814.945095464047,358.973919756815,-11.9706383398094,624.663274001304,1503.48789543887,-1731.43222318116,-2105.55096026877,-2153.45253936279,-1185.96457798776,-56.6249830894637,1663.64101478227,1320.98753843053,1261.05811898606,1532.73516066941,1291.11944095513,1726.45116638138,709.877485049005,2012.40965504586,1053.9493504035,1010.22925513969,1178.98131161709,688.945910947244,-3.92962861061096,0.0529848486185074,0.117695555090904,7.41896295547485,0.24509172141552,0,425.985130391299,460.446649260663,2052.58186038198,-35.3216299771436,0.422767727913455,-55.9113740491652,19.5264630273152,-680.410953026394,-60.1456032311047,624.663274001304,658.019909264246,1515.45853377868,-18.1195473677586,-4.87902106314727,-1731.43222318116,-1446.60505677799,-44.0738747392551,-74.4221508750027,2001.51193408666,-44.1713049988546,19.3867020182924,-89.1280211161241,938.029683607479,-35.2703715407711,1405.21260628889,-3.26980908668014,9.86614132565865,-37.4106703285652,-90.1244445688291,-36.6047328790716,-40.8024222928439,-30.961747331652,"nonveg_1037","absence",1,0,0,0,0
0.982466459274292,642.26428562145,859.184187719237,899.813264253719,887.895069234607,419.745439631006,-2301.94700880564,-2097.64995712479,-2186.69152012975,-2168.47694487157,-777.121425438217,-3264.5391065904,1458.24279217577,2044.53328433087,2016.21528843056,2112.6059609437,730.273273057723,-2400.02381036033,-2454.91600417719,-2743.58426203068,-2777.04523214943,-726.397418035662,1419.86305947608,1395.82988910241,1464.09537506027,1865.06314883917,1805.37471707783,1899.93738868304,771.681930784042,658.881462987001,888.01922155121,798.96433037816,825.717406466694,282.145848330848,-0.864130511879924,-0.025917761027813,-0.133059377471606,7.82088486353556,0.591407338778178,0,579.682618867036,638.984455762143,1196.78824727324,13.8299340012437,10.7426273919885,-55.7170979685622,70.5979815317895,-1491.08282196163,-22.322736748855,1233.29195266933,1364.06111628314,3333.23518521509,39.4189452686086,28.5391144980498,-2174.38170732785,-2340.94481586804,-21.8306018549512,-146.68064447468,1464.08745695958,-2.01631829260533,3.02425946537977,-31.2288660273492,569.729569204072,-25.4865762775028,1905.15322551288,5.9709126693472,16.0877086165193,-14.2901491010849,-38.2161658261749,-10.1394994577272,-8.38369227606661,46.9955321482897,"Canada.Ivujivik.TP10","presence",0,0,1,0,0
0.887534558773041,2324.91256360417,2438.30844061437,3076.25229098157,3060.525290075,1771.87930910407,1647.69863430063,1981.93984002456,2746.77397898368,2656.33494812717,1445.80044888854,-533.921063870262,4608.23489720633,4878.66759335382,5796.02592731218,5871.63929892506,3319.36221479578,-5219.42854070484,-5637.23039640392,-5729.99091650315,-6115.08788225217,-3676.6707751557,2033.69617623482,2069.03796031882,2364.99113891551,1389.26458273037,1331.84317979128,1551.53385460418,598.571348656778,427.146521516494,710.2571958329,643.0188184342,666.800130158596,207.879902077863,-0.794393281141917,0.0205430725796355,-0.0154851781100863,1.73527336120605,0.729195071591272,0,3011.73161368917,3233.61235871109,2157.39837796943,18.0529139381164,35.0068736693847,-43.4203523580678,-24.9626521671397,3024.55350928845,15.7820073400423,5694.85758111647,5906.22270437781,3595.08537611356,31.4610190240578,56.9913320768598,-6658.53110930669,-6433.3490587561,-19.9413037980748,-46.1437207648348,2380.1912408292,3.06802594330701,13.9251473243791,-25.5177804183703,746.869697244957,-37.3434848622479,1066.17203559473,3.26386638767927,5.93977047291699,-3.78105835563981,-6.27965778646253,-2.62010790307402,-3.47033055011225,7.10466620978884,"Canada.PayneLake.TDA2","presence",0,0,1,0,0
0.108242653310299,2849.3025895967,3023.49187499851,3318.67079907617,3639.35858421063,2216.00853274063,2734.92912941959,4376.73136486471,4261.23206214934,4308.61323057177,1132.07645505106,1061.31304597284,5631.94233675243,6063.11614978908,6387.33131277395,6773.2547300457,4565.33702787417,-6384.73198516226,-6389.58891020531,-6813.50427824853,-6741.36141280973,-5080.41332143234,2087.98525286109,2115.20123248328,2306.65069596245,1153.86607887521,810.229581391412,1493.11104363172,296.938201237684,334.454528386308,473.462572589126,489.517965994116,469.801500482116,0.587544073083833,-2.8132248878479,-0.0467954471707344,0.00139827238745056,2.7032479763031,1.63848230838776,0,3233.31702983901,3117.23466554643,1343.80949915316,22.3851615323506,16.0093955863112,-6.70458659402169,-15.6547869796578,4195.54206484357,55.1858073919664,6416.13072995296,6051.81941538288,2080.22197627109,37.4137582747752,22.0211553329702,-6096.03676010253,-6199.96417260327,-24.2003995036709,23.7277303378024,2245.8631620876,4.07309596953178,6.55371638147857,-1.8621341063745,750.565896011439,-0.219804441224838,886.261676595877,-8.72248769204995,1.59032574431347,-2.69846638939754,3.68841758437918,-1.82307561800488,-3.61835368789155,4.56754556556149,"Finland.Kevo.5","presence",0,1,0,0,0
0.779269814491272,2154.8322217091,2051.646456887,1832.14157226178,2025.74366793148,1433.33745058607,1228.93985449773,1402.97820611282,942.934825659125,1026.96274129062,608.651805626903,-849.37729430806,3950.64368142787,3913.73522766052,3779.31136770366,4024.0955861455,2695.61550382663,-4011.59724943487,-4286.05731990602,-4948.02204165911,-5031.29153656373,-3380.13628271997,2196.28821899606,2110.9922314547,1830.7523617169,1720.10072066862,1632.32078426204,1653.84149844319,753.864321386395,483.381848657229,918.801490015643,860.654163863059,705.725075138404,46.9476571663624,1.40637443794144,-0.0357105872697301,-0.0385055573036273,4.31158706876967,-2.83299848106172,0,1990.24937869607,1788.40637436214,1122.09887854441,16.9628527295905,5.1615334923369,6.38631395080713,-0.685274883689453,729.344463413888,22.0277218298516,3764.12842393427,3375.96738720818,2326.5758845364,36.1362566451992,9.12481322172515,-4127.26971550149,-4104.4608855151,-7.00522590219427,31.7714564357718,2006.51285054049,6.86850502707,-0.432778181512879,9.69266587197595,927.088948697049,15.9408922973597,1610.4313416084,-1.92575922548528,9.76178532192501,2.77779235060578,15.5083750779989,5.16572838280573,4.41325217906439,12.1266863435519,"Canada.BonifaceRiver.LSA4","presence",0,1,0,0,0
0.999999523162842,671.659597748077,547.667592986128,514.709954455267,1086.50755343503,174.261802019655,965.307572822838,905.33220903385,555.177253498579,1535.48152359866,511.633465401014,-579.679739261421,1257.7312157781,1309.33165827649,1230.30923389186,1820.39711783839,664.831850176542,-1869.2798986355,-2579.8192247456,-2541.43904053058,-1747.33515518488,-2059.80501680752,2050.89781488084,1636.9917194851,1784.74229030547,1718.59037687413,1245.88220441164,1302.79071158076,1154.27210835606,1158.22410338803,1418.78269430922,1050.16692474175,1164.18179048008,645.999835690246,2.43538379669189,-0.0076152621768415,-0.00608327472582459,0.584501802921295,-0.429621040821075,0,547.667592986128,598.961300128831,912.24575141537,24.8698897864211,20.7423977843474,-43.9844306907507,2.53520296391244,905.33220903385,22.6837053710912,1257.7312157781,1256.52021519227,1155.56526766185,29.6449682800778,28.1332951030148,-2059.80501680752,-2159.53566718081,9.52625590860104,-61.0849142573613,1878.42406357889,20.9239232654593,11.8085664385275,-38.640527180455,649.464549477588,-29.6122103139888,1515.57634592454,8.01154316253499,-20.7457031932996,5.07795779127849,-18.4632469407219,7.19980915272616,8.41762150238827,-8.95557837724688,"nonveg_663","absence",1,0,0,0,0
0.596815407276154,219.675519709227,-178.183689580734,584.773544205852,-101.868906604991,338.140079791916,-1962.19911981167,-3663.10058872829,-2177.94342168889,-3265.04367374597,-1122.14956354329,-4612.49136331018,2543.59166876019,2415.66581946522,3788.16943698545,3149.81408979628,2787.39077696757,-2435.15632482921,-3784.01529396421,-3073.33923841755,-3879.00305592337,-1432.62547040615,1617.24436451598,842.619789603696,1411.04288354647,2913.46602865593,2678.29113529685,2599.40322183699,1384.94186958158,741.647072095313,1504.55751807043,1007.25244680961,1080.64413603793,-1026.48961988962,-3.28800988197327,0.308656215667725,-0.16461655497551,20.4929790496826,4.63065624237061,0,219.675519709227,172.507309504254,762.957233786585,-2.46801166838935,-6.69884221487953,52.8186500623725,-54.4969452704704,-2177.94342168889,-17.501032422258,2787.39077696757,2936.92635839494,1372.50361752023,-5.07914808765382,12.6296337715852,-3073.33923841755,-2920.8278767081,-20.8860594671471,61.9741398081403,1363.00336289895,-9.43538542453454,-15.4849469287707,41.3135362778064,864.00378550872,22.0235829660395,2913.46602865593,5.31113228613084,-45.0643407374588,1.89719480149243,19.1954265360749,1.23703070984529,1.77468699885538,-11.7204186050629,"nonveg_730","absence",0,0,1,0,0
