"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_earlySummer","spectral_green_peakSummer","spectral_green_startSnowfree","topo_eastness","topo_tpi","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_NBR_changeSSES","spectral_NDMI_changeESPS","spectral_NDVI_annualMedian","spectral_NDVI_annualRange","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_SWIR1_annualRange","spectral_SWIR2_changeLSES","spectral_blue_changeLSES","spectral_red_changePSLS","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
3018.55847762215,2819.20084759196,3401.79497587204,3663.78199388114,2108.85540217811,4176.19803548335,4852.00696317181,4886.51788633946,5462.32720475206,5744.07433704811,3732.11377308655,-5299.00106719745,-5767.57235374584,-5891.32434418286,-6010.28555358518,-4720.79612871735,2790.18730887343,753.964208155241,825.665184108349,-0.00563764062503146,0.0222207473384011,0,3499.70411190314,3282.68460530108,1621.55387438756,22.1220188067584,19.1627283660759,9.65923820800861,5521.84936473956,2178.74686754925,-4892.38462553045,-5119.20023363439,433.185775997835,6.78671867729373,5.37498608078511,-1.22203252062913,"USA.YukonKuskokwimDelta.15B1","presence",0,0,1,0,0
1114.36243520515,847.918293198464,600.914109911489,1174.43586944247,1286.53698808883,-1001.1196697096,2205.71569946625,1811.54741756529,1468.95883569437,2313.29689567349,2346.13504567785,-2613.28332372165,-3214.12956682758,-3669.44662996286,-2644.23886717993,-2114.91235717727,1814.97140941031,1059.2114512736,1154.7642548196,0.0448121279478073,0.433390110731125,0,1114.36243520515,1004.83353916928,685.62287817734,-6.62209818783362,-10.0338111031669,4.09105981597774,2205.71569946625,877.176209983483,-2644.23886717993,-2851.20214897386,507.50508977717,23.1613840005582,28.2045947691999,-71.8722831809237,"nonveg_764","absence",1,0,0,0,0
3087.92215937252,2715.19464558936,3221.27522562557,3629.87844632323,2665.7691037204,4433.73703755522,5734.61274948481,5073.30605970631,5904.39211929398,6543.59123621003,4988.23074382093,-5886.5784384465,-5590.08720598823,-6333.75822006685,-6426.44041575227,-5189.76884451289,2355.83730554457,615.545383160349,674.590452724202,0.0100705726072192,0.882171173890432,0,2918.82459923293,2876.81830190005,687.524101143201,4.89971271911604,6.45647083123063,2.72446371134692,5485.91383149786,1196.31455600732,-5650.73280531667,-5653.10966845677,554.967194180552,3.15517891364065,2.41231922784774,-0.214060031071011,"Russia.Tazovsky.Burned28","presence",0,0,0,1,0
2601.61541860034,2275.44559126852,2382.51446249356,2853.12280755708,1820.02556839546,3118.76238509962,4695.77948276563,4462.55111436268,4588.94609643112,5205.07265665805,3416.96032712286,-4944.7739996411,-5030.84742275424,-5608.5185021257,-5533.22411179984,-4729.79103750006,2395.48264521432,692.295960940657,705.665590777568,-0.011604077493151,1.03071961800258,0,2263.19278736761,2318.41354955465,484.470140886594,-2.25971029238517,-3.13720081413243,17.0178917263729,4395.97740761146,805.765292965564,-5355.82242641535,-5110.82236216813,724.536213444045,2.7100421322699,5.89850520977429,-2.21207479726824,"USA.YukonKuskokwimDelta.15B5","presence",0,0,1,0,0
694.265061596398,389.722424880115,934.20120297189,872.555063610179,309.185008772891,-449.803929522486,980.446537844718,637.079347733359,1328.4850485822,1243.70084199383,449.880896524775,-1327.77252027285,-1855.51897453983,-1189.27208679507,-1296.00644980301,-1328.39866316684,2927.82276994932,2053.91335064953,2382.41752400672,0.00116626417730004,1.27828133106232,0,694.265061596398,639.985752366295,625.016194198999,15.4032021129403,-9.43574142661936,0.136582266832402,980.446537844718,878.604152057424,-1327.77252027285,-1399.39373891552,459.67698860295,-40.7090827520172,-23.3217459121543,0.0343066787696292,"nonveg_916","absence",1,0,0,0,0
1912.86832255908,1685.04942604392,2068.72762786083,2369.5085626829,991.43289923298,2436.14914076043,3758.66004718561,3306.26804714107,3942.77842815136,4449.04485514398,2295.40463636197,-4120.70240404828,-4298.43579584634,-4670.46191748393,-4575.52915334499,-3640.01410109418,2040.86979932399,809.519470147933,724.400442717415,0.0420257965368884,-0.911617023604255,0,2185.49904133166,2012.68689576535,1109.47831297116,25.5859133184105,-23.0314504557455,-1.99222969972573,4130.98178571171,1703.33660157519,-4109.36951423445,-3977.33482171925,952.928254288483,16.2202057947183,9.34943637441308,-3.55422605874015,"Canada.BanksIsland.GreenCabin-C09","absence",1,0,0,0,0
31.2261125893465,478.467053832309,468.594950976879,1711.65105609191,457.746992649184,1083.28449668668,414.976649675519,984.108296658183,985.305031743291,2404.4803321792,808.065910575582,-2881.99489528664,-2401.97711558353,-2594.38107483649,-1279.42492123175,-1849.99644887262,1835.8325174197,1801.69029963599,1601.00333426058,-0.0507917404174805,0.340071231126785,0,468.594950976879,629.537233227926,1680.42494350257,-17.0608352023935,-50.8327534657942,98.4177423336649,984.108296658183,1989.50368250368,-2401.97711558353,-2201.55489116221,611.362706490747,-5.89522175064832,2.63128097737659,-37.4848317858581,"nonveg_628","absence",1,0,0,0,0
340.617105591164,981.95494618609,518.519534672032,-261.511033044084,771.181977196596,-3093.00216326939,578.910571067693,1216.18447597217,812.961467607854,97.3395738841167,834.719962266275,-1437.88984230148,-1051.04341059894,-1565.81622319501,-2229.4923920206,-420.75808713489,2578.79565154858,1677.65308907679,2616.35472822093,-0.020010843873024,2.91160678863525,0,518.519534672032,470.15250612036,1243.46597923017,-16.5601873694397,-68.360166541849,-45.9382464167652,812.961467607854,1118.84490208805,-1437.88984230148,-1340.99999105018,347.283615938064,10.7522916813708,25.0669692419618,20.5712842420085,"nonveg_677","absence",1,0,0,0,0
3896.53002883066,3509.08914817876,4132.97363677999,4805.6585852438,2584.73672175578,6677.02237362428,6334.40178857983,5844.21313015305,6387.61959058392,7227.41478844048,4714.74994276117,-6476.70962512129,-6660.30689848485,-7131.72653244411,-6930.36427926394,-5647.58191282334,2887.16444954071,622.607160094727,579.141367983603,0.00362821982707829,-0.555171072483063,0,3544.50668300447,3516.97222943025,1766.29082816015,15.3032141861811,2.5910614390188,40.8504582945358,6027.87171073206,1892.80573891235,-6814.72975693928,-6489.9317381242,336.692171375736,10.5275879503377,8.22354274905423,-4.56632519233418,"Norway.Javrresduottar.A-Sphagnum","presence",0,1,0,0,0
554.588196679398,606.8447792209,663.774816428998,609.49280393467,769.167067924579,-2464.86076792996,1311.09593452642,1314.17995024653,1618.79343359237,1555.53093091403,1161.09550299788,-1032.54948553934,-990.213540140906,-1199.34752128432,-1325.17211566227,-317.313882339837,1299.8664184523,884.587795895112,1250.20288559296,0.0410287827253342,-0.528382062911987,0,609.49280393467,640.773532837709,214.578871245181,-9.32951614109484,-46.6107716608721,-17.5233830285077,1314.17995024653,457.697930594496,-1032.54948553934,-972.919308993335,366.444734964289,-15.4977523735828,3.38503201174497,0.793865932012451,"nonveg_874","absence",0,0,1,0,0
