"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_peakSummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_lateSummer","spectral_SWIR2_startSnowfree","spectral_green_startSnowfree","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NDMI_changeLSES","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_annualRange","spectral_NIR_changeLSES","spectral_SWIR2_changeLSES","spectral_blue_annualMedian","spectral_green_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
2438.37642574561,920.456491987566,2504.44685245345,3582.15381765915,1585.73740875152,4586.46621661225,2597.03414648885,4992.38481951797,6654.32719429393,3311.07861187334,-5266.91853095527,-4274.02830343205,-5838.91065287399,-5784.9716476756,-4151.54449142998,2101.39380270263,1645.92778222862,822.703849194282,19.2778550783793,0,2643.90807112241,2255.30795472908,1648.3261323895,24.4896796545052,-2.30285004220189,-54.6153907313052,-63.1143238032832,4907.9405173235,2465.04506078371,-5373.45847108046,-5372.45406225042,2074.41702087185,-25.1844332888743,-12.5594359289377,548.42030962086,-11.7646851457615,"Canada.KluaneLake.Quill-MixedTundra","presence",0,0,0,1,0
2784.42768282046,2459.30686760856,2759.59296521867,3087.502128454,1727.72863155984,2775.41880477785,4727.435982156,5333.67809115979,5783.75581341746,3479.40677220758,-5428.20196105541,-5462.46050475995,-5947.42230228222,-5911.64513521413,-4678.9925741071,2272.02226083713,1302.53467559311,676.79764067895,1.72879160775078,0,2695.14490122325,2438.278259935,1500.1848963938,28.9373200607516,-16.3428002280037,1.29335624072918,43.9047239995853,4863.74252709621,2464.37410446286,-5917.76564900056,-5606.63895948602,1211.67897240127,9.29801990453567,4.1919211598751,456.280265276814,6.28590155699612,"Canada.ChukotkaRiver.TH1","presence",0,0,1,0,0
1927.1066810055,2070.19895527924,2230.86706099652,2175.53509271171,1313.32606724972,913.855279551355,3999.14139933495,4271.56951317849,4171.04558925459,2377.19232405516,-4709.89766762298,-4786.94041746944,-4827.07433838315,-5172.78076308407,-3262.40345414332,2110.43659768242,1306.46540693312,1037.91694024723,0.33389927148819,0,2122.64235722591,2073.35172648769,898.654821943512,24.0474195084696,3.97210658606088,-32.0490808626118,-64.6612237535018,3914.22761938799,1808.59552780567,-4559.10610153994,-4377.20330629739,1995.0450333285,-30.8950886203631,-28.2116721240507,634.435845818893,-25.585782163881,"Russia.Yamal.OstrovBelyy-2","presence",1,0,0,0,0
843.823352882306,1399.11964486417,1118.41817898562,1198.70933869942,758.215026009163,-994.703160905578,3153.76069081613,2902.06133394439,3015.90587836708,1992.36591921912,-3553.49977192941,-2554.69047041698,-3466.55711812268,-3532.04896301938,-2834.71693497415,1355.43787206507,1703.23935987044,698.959921949092,2.10152578353882,0,1118.41817898562,1063.65710828814,640.904618855002,3.17067877307934,-4.4606199840999,14.7737613620285,25.4771366158535,2685.29897579995,1161.39477159701,-3466.55711812268,-3188.30265169252,998.80930151243,14.5792401387076,8.66452447172434,583.670500187607,9.00489370846353,"nonveg_996","absence",0,0,1,0,0
368.992162144106,285.189229256227,576.079956696542,184.150658158415,-93.5970401311722,-438.937809718189,785.310895465153,1116.67910840659,602.720502820448,272.335438465905,-559.678344393534,-573.887521422444,-229.142503696266,-772.911318619355,-1162.41982523152,1000.47671886298,625.591603520415,557.241355424214,23.4449310302734,0,285.189229256227,264.162993224824,669.676996827715,15.9513518025958,35.6299362307388,-26.4446115854832,-28.4048169718442,722.181346435494,844.343669940681,-573.887521422444,-659.607902672623,933.277321535253,-18.8787154294829,-14.2047548029432,595.93098768127,-5.86168550258159,"nonveg_870","absence",0,0,0,1,0
765.68926414373,589.672060016819,76.3104838268986,679.061296248823,-304.192908938725,-734.238480966903,932.407393221561,385.250791829283,1061.78235691833,-187.782964335105,-1336.76780253895,-1296.90128745078,-2187.9013599257,-1657.74921934001,-1919.96524059406,1809.07026730129,2046.076816134,1667.13182347914,2.42607045173645,0,589.672060016819,361.308039059509,1069.88217308245,59.4378985045808,-54.7955284019931,42.78013134916,84.7537905283104,659.287073246282,1292.56075293244,-1657.74921934001,-1679.8569819699,891.000072474927,25.6036528517214,-14.0519819016739,1278.05030986373,9.46238091099883,"nonveg_922","absence",1,0,0,0,0
492.515210645754,277.840495669779,593.23122301677,439.462486332963,644.413671750625,-2733.43093116085,709.843496603211,1154.9012934069,1015.35695576276,814.391528373884,-1635.89296038904,-1881.95861820885,-1943.37538709724,-2287.91996788425,-89.6573252223513,1521.44115634726,2360.28823427156,1818.21151744576,1.50054705142975,0,492.515210645754,489.492617483178,366.573176080845,-6.32910254603626,13.9789760621643,-26.2825606122493,-1.10283225907377,926.562558186384,445.057796803684,-1881.95861820885,-1567.76085176035,2198.2626426619,-7.11769886363644,-10.4724454858478,899.872976363512,8.73542493361651,"nonveg_869","absence",1,0,0,0,0
229.432588283637,-308.089862263709,-142.798446799241,423.948436973554,385.472575624479,-1795.18094371508,-262.952301320568,132.415717736619,1049.02102279061,703.030674659592,-1381.63429622181,-548.823555370787,-1346.84189694131,-1050.35836306818,-957.587004297979,707.656885769128,1667.85077830501,841.508224834479,23.4878768920898,0,229.432588283637,117.593058363744,732.038299237262,-8.66888818560235,-23.6144534905331,-6.61165661857873,19.0370764062532,457.614663152782,1311.97332411118,-1050.35836306818,-1057.04902318001,832.810740851026,-8.92294865113192,-15.5451372855166,652.242123659047,-5.09386249097016,"nonveg_931","absence",0,0,0,1,0
3128.65434738498,3144.25108801633,4081.92530795396,4492.88370866546,1909.39204925741,4989.04505363595,5331.24346461716,6305.35451157009,6765.19582812896,3596.78914614971,-5880.69520954043,-5808.16447047445,-6488.85339953101,-6955.45037539124,-4861.6683024748,3105.85855193412,1412.15636483997,798.245112066078,0.189641110599041,0,3154.22466343335,3274.39326904726,1385.50712711448,10.8181249471808,-4.10030535648863,-24.4575153074513,-15.8903578487845,4973.00751740503,1963.58932991571,-5344.91584898378,-5377.68640331226,1700.25270417427,-8.98114730877984,5.54306362147939,604.339088028808,0.485226104841077,"USA.YukonKuskokwimDelta.B","presence",0,0,1,0,0
1182.04708478604,1220.06864011347,1563.83789051191,1713.5340710095,1108.60068604281,2139.23764426826,2602.46930819684,3079.03122894803,3263.6986788176,2053.67499709469,-3213.42390129558,-3249.3874791763,-3070.44040865798,-3140.5507994979,-2132.16510664999,1921.82508238581,1514.53148870319,1046.89319326198,1.19703638553619,0,1041.77323814223,1072.04812499385,1139.36062597527,15.9100905645751,56.5233335932611,-45.8453166163915,-59.1399910599897,2191.43134049857,1712.89936105999,-2534.16046771278,-2561.34752320894,1105.32798252717,-28.6418186573515,-12.5261907217517,799.24502337739,-16.054109155171,"Russia.Tiksi.BareSoil","absence",0,0,1,0,0
