"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_peakSummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_changeSSES","spectral_NDVI_annualRange","site_code","presence_absence"
1651.77129098224,1539.61490930234,1024.59853020004,1023.9956824841,1118.44733905684,2008.65532046524,-2078.65743995128,-2426.78772565236,-3064.11658225185,-2994.85108858368,11.9502487182617,0,1024.59853020004,-23.7523131792629,1324.21899911125,"nonveg_701","absence"
965.353607371815,1104.2800988296,1046.51828499984,413.161960903116,2037.34157272618,2326.40097114488,-2939.77454804198,-2866.30815297134,-2993.94289227694,-1472.14279825395,1.64606547355652,0,799.226551044571,-1.8726430492802,945.955136749132,"USA.NorthSlope.HoweIsland-C12","absence"
2363.11447593196,4169.65834236951,4353.09103022853,2090.75288807959,6157.89184479728,6971.55736673402,-6602.4261622501,-6057.59683532628,-6805.51816666538,-4338.6943019836,3.83026796579361,0,3544.93954795947,45.0827084271001,2880.09512190362,"USA.Kougaork.GraminoidShrub","presence"
3154.95128718385,3706.60691199901,3739.5569901759,2401.30739887894,6827.20270725697,7707.68684891902,-6811.82401850893,-6716.94812292512,-7072.33637023983,-5823.71878875707,3.99312143325806,1,3119.73902648549,7.25881619823144,1266.66555899559,"Finland.Kevo.6","presence"
2714.03791702875,3477.49482865501,3741.39117599598,2169.56558058844,5554.00396077137,6221.96477137741,-5698.06965378429,-6007.99233784532,-6359.80189139211,-5406.20735162586,3.07390207052231,0,3226.99316842109,37.5889745883748,2133.48605015235,"USA.NorthSlope.HappyValley-C18","presence"
113.37541057172,353.668053562778,748.177240995908,490.055486098521,1878.95495419355,2575.78626983961,-2181.81306577597,-2571.26857020824,-2611.649572728,-857.292164547366,31.6032943725586,0,490.055486098521,0.978061433606861,1364.73299000232,"nonveg_666","absence"
868.209531384005,985.038031893669,261.727950735662,-64.882243863867,602.142884254957,1045.38244010453,-664.655689239677,-616.268025866439,-1642.11192197705,-1574.3154833434,1.47925400733948,0,261.727950735662,1.59340446816601,1562.14876556975,"nonveg_715","absence"
759.277663598351,1493.8914873169,1312.45558215093,1313.02453262298,2542.02902186663,2274.0049785508,-2528.74923932999,-1858.05839324852,-2447.76106514426,-1217.37610396211,15.5341835021973,0,1313.02453262298,13.1042981700697,1193.99037839359,"nonveg_807","absence"
2099.61311579013,2388.95182930112,3337.5325186984,1745.22313568571,4133.15303778571,5445.59660990262,-5307.430189624,-5711.7884253599,-5223.11407032501,-4542.35728319118,0.873459060986837,0,2198.10778837111,28.4560181576905,2524.09650984628,"USA.YukonKuskokwimDelta.5","presence"
868.209531384005,985.038031893669,261.727950735662,-64.882243863867,602.142884254957,1045.38244010453,-664.655689239677,-616.268025866439,-1642.11192197705,-1574.3154833434,1.47925400733948,0,261.727950735662,1.59340446816601,1562.14876556975,"nonveg_715","absence"
276.079941822636,-177.693578706895,700.222297764623,-147.930137563007,1376.84419007477,1207.62067555374,-1332.12878477244,-1827.88707285261,-470.07601564758,-1122.13498318279,2.04955005645752,0,276.079941822636,25.7742832705463,1435.74255194796,"nonveg_729","absence"
-272.193361122168,-373.927197377866,365.969970007331,-312.407829313586,-1491.66889218239,-638.736117879087,10000,8049.42769527127,7982.41236347419,7090.83802661248,0.0404676385223866,0,-272.193361122168,8.86493775417665,1566.79709332795,"nonveg_1695","absence"
-0.825818090193337,415.747727613397,620.258099745133,248.652175262377,770.875954509873,1369.03992334778,1149.99739194089,-676.495603336968,-856.940715358609,-1355.47959893502,25.6608963012695,0,248.652175262377,-0.860157191555294,1310.33037265366,"nonveg_594","absence"
-28.4737068310114,234.155993631597,273.893594772256,372.505772281204,745.743868745736,863.748241401423,-185.629911078558,-857.215477679684,-1245.2647156659,-974.429595362779,23.4878768920898,0,273.893594772256,-4.38553775450016,781.458349411962,"nonveg_931","absence"
-93.1954318008641,22.533931747857,-306.923966520736,-20.3440627747815,521.638835106347,-171.211185208037,-768.832965847413,-587.084161742218,-872.37193080293,903.674986636035,1.0543657541275,0,-20.3440627747815,16.5906146575926,876.07982945045,"nonveg_1927","absence"
418.341657355623,528.478028955735,664.700676906532,384.819913739366,1009.38410256685,1323.56974664999,-1935.44446530365,-1959.27149545457,-1789.01423429941,-705.724697352404,12.7060670852661,0,518.166918402414,5.33388018652193,656.069722145227,"nonveg_941","absence"
3302.56785396812,4239.30961846216,4680.45465632593,1856.60341280122,6423.96716044138,7662.94167023465,-5927.4176627717,-6561.32590461255,-6878.33944664254,-5109.70703076345,0.710935046275457,0,3843.80263254048,53.2214295713697,2893.27287911541,"Norway.Javrresduottar.A-Salix","presence"
1274.65005012824,472.649820630797,774.433789594358,210.720065053426,1532.75420946389,1307.52671225626,-1450.00913106127,-3031.02002343313,-2593.22805227649,-3248.52331655767,0.411850243806839,0,774.433789594358,29.8815203185913,1623.67315145494,"nonveg_863","absence"
764.664835123516,785.245391504293,139.10190210309,443.273370238206,896.823057193796,429.640889380447,-1113.70100151959,-1331.195602102,-2607.70749500911,-1690.85897312834,20.7469654083252,0,476.058190343798,1.09282733685307,981.986742541319,"nonveg_814","absence"
381.144113426576,593.464287957733,-292.494888605886,685.556937103865,695.070570126105,228.25192944752,-1618.30844407947,-1470.18586177904,-2518.55163530173,-968.727126629348,7.42058801651001,0,381.144113426576,-32.0782702139412,988.5427149796,"nonveg_535","absence"
2363.11447593196,4169.65834236951,4353.09103022853,2090.75288807959,6157.89184479728,6971.55736673402,-6602.4261622501,-6057.59683532628,-6805.51816666538,-4338.6943019836,3.83026796579361,0,3544.93954795947,45.0827084271001,2880.09512190362,"USA.Kougaork.GraminoidShrub","presence"
1210.02858962459,1343.92918679426,289.662126973455,535.546472946732,977.702762543276,608.442673219062,-928.898033089528,-757.740267754046,-2034.9507443923,-527.294929932439,8.26713180541992,0,553.408569386733,0.541275649696999,1562.2093777361,"nonveg_645","absence"
1139.56629099216,1238.07771461081,1156.95736564975,773.073517241016,2101.10357771045,2518.62727975219,-2872.28838543235,-2875.09114362324,-2955.00161632477,-1174.55543800227,1.56329137086868,0,1092.74321123041,11.9753987498999,1450.81730678435,"USA.NorthSlope.HoweIsland-C13","presence"
2936.69394329609,4049.00440780558,4432.6430687513,2339.37916087108,5976.36661181558,7261.06424054775,-6177.49645140806,-6486.38623074443,-6921.8186081032,-4796.99239494845,8.29461309644911,0,4214.45699270151,33.0333286940648,2510.24109047455,"Canada.ClearwaterLake.AB3","presence"
398.432404783232,1864.08743128708,238.530020359741,-232.984551639215,421.429049377329,512.029069646268,-1754.16551020967,-106.564792801726,-1985.87566764927,-1959.36187350716,1.57385766506195,0,238.530020359741,14.8066889532721,2462.5514304869,"nonveg_568","absence"
226.92449751758,-230.183932568522,-657.859598384293,-917.906857552476,2737.32602902541,2451.15535920698,-3288.99619550595,-4069.17079226557,-4558.39196920885,-2967.44318662917,20.4929790496826,0,-230.183932568522,26.9115759809296,1715.6850436272,"nonveg_730","absence"
1532.04084819075,1971.15156939777,2237.76425450741,1227.0977773602,4913.19581383319,5712.68463671421,-5139.04401703806,-5429.9282854035,-5749.76366204261,-4385.15115052539,5.8887882232666,0,1740.23644544901,44.8773744818927,2717.86315760977,"Canada.ChukotkaRiver.TH5","presence"
3012.25878435079,3288.73297544243,3159.98850150063,2279.31977451307,4779.18392200822,5494.98766774584,-5120.11110524897,-5329.79473566033,-5776.02961002742,-4263.02949727118,3.11685452461243,0,2590.76101038353,4.90000693671855,3595.78851113917,"Finland.Kevo.8","presence"
1303.90956861856,967.420171947218,2152.2725668577,-316.2817269271,2330.18162443726,5815.52953233333,-3768.12449626867,-5074.0750057075,-4363.36701952965,3962.54209184128,0.41282519698143,0,967.420171947218,45.4493525550855,8038.71046619507,"nonveg_1813","absence"
2734.06963938671,2608.07810420106,2349.78760973299,992.711156781014,4569.22121700209,4546.30156314915,-3979.02059707366,-5226.13183035862,-5982.95547236024,-3649.91499699781,0.368111550807953,0,2110.70554447709,44.7362139109533,2500.95514114822,"USA.NorthSlope.16","presence"
1316.54366571164,2685.99240737385,3287.32330743589,1620.86339605056,4226.63905475638,5912.02596403453,-4731.17910667662,-5598.2329540862,-6538.28413433971,-3737.84825057559,13.3631442387899,0,2264.91434883726,30.1621773796605,4455.41083120407,"Canada.KluaneLake.Quill-MixedTundra","presence"
2532.27055335599,2841.17757433609,3436.35101669135,1841.31569451473,5263.59790870323,6795.16915016203,-5742.60340269707,-6352.35919009912,-6065.57486837982,-4193.27359794401,1.76195749971602,1,2511.83581245153,20.471858490999,2341.50079442476,"Canada.LeRoyLake.TDA3","presence"
3206.77586548685,4103.01787526688,4368.24954820549,2052.9724541199,6680.18388022329,7717.2433868289,-6671.1143971894,-6940.79697801515,-7842.41500746037,-5854.49301311067,1.36858842372894,1,3492.51647835608,58.9408694894745,4968.3261068262,"Finland.Kilpisjarvi.15","presence"
2294.69911784212,2362.86521299148,3498.26558863528,2086.70663203804,5191.76747708671,6003.47647138312,-5572.73027574,-5726.93089202151,-5730.06553148956,-4296.2467307093,4.09221145841811,0,2464.90496892607,9.95232454872731,1678.2762447513,"Canada.ChukotkaRiver.TH4","presence"
3287.72606198537,3774.42236516511,4059.25735916972,2505.01113649936,5706.78235303229,6417.68581351141,-6172.11531308696,-6654.57447217846,-6668.75069341206,-4832.60505889249,1.19930698871613,0,2917.57642119294,12.110944818657,1583.13801008941,"Norway.Javrresduottar.A-Sedge","presence"
2393.88008230268,2747.74533312048,2838.16989758174,1894.0824238139,4827.57601689006,5373.41483057512,-5329.46918728764,-5787.68846402028,-6094.51954021409,-4302.16908772895,1.7365151643753,0,2657.79037072531,19.0300597834315,1318.12633452609,"Canada.ChukotkaRiver.TH1","presence"
1581.87956045209,2327.47027737775,2792.6359250793,1052.76359716122,3984.39439146598,5221.2834129833,-4332.35846100661,-5023.55380615579,-5180.5088146696,-3672.70640852228,0.556365865468979,0,2148.39881676418,52.9073576317921,3199.33011194903,"USA.NorthSlope.FranklinBluffs-C16","presence"
-453.533664165778,508.15411323729,50.6526400031789,292.697765856306,1004.32553451372,235.66326414004,-1271.89412498452,-240.693574667266,-788.999600371452,-531.652660753143,18.6197967529297,0,292.697765856306,31.5791427153032,1420.44744143689,"nonveg_1268","absence"
485.671898315254,155.415228474847,472.44242728144,475.537576312295,338.709210100297,1395.50503870991,-1442.57795862624,-2234.48495717061,-1852.28149628422,-588.453053601379,1.47050523757935,0,472.44242728144,-18.8314382787698,1056.79582860961,"nonveg_979","absence"
4311.41875040141,4781.16603735591,4761.69864983373,2786.81939925952,7373.48637771559,7841.75641057518,-6497.96016433962,-7110.61170653322,-7893.2569710009,-5438.90187787778,5.15881280899048,1,4134.38863551286,33.5907541162048,1873.34920901805,"Finland.Kevo.4","presence"
2302.76011852533,2714.76851217892,2648.66894259121,1921.39420748335,4385.81180821504,4838.34050594214,-5145.17386548344,-4957.68307082588,-5188.39700383037,-3525.04781061701,3.01936507225037,0,2200.02632679197,0.0913085543202072,1598.81053051368,"Finland.Kevo.12","presence"
301.278622872705,366.007139857953,222.601874355754,-357.82618223149,410.816390985077,1408.08093655714,4248.40276545214,3533.60221291434,2193.6381233124,4538.85832555605,1.23961627483368,0,222.601874355754,8.14129903008986,2546.77131294627,"nonveg_1646","absence"
2409.29993921692,2437.34611314285,2422.877309432,1530.4127583195,3810.02604969309,4477.47784095031,-4255.08289766466,-4782.94129208179,-4966.09875809268,-3601.67539944544,1.0774555683136,0,2456.43638179625,19.6845213651939,1579.22732762223,"Russia.Tiksi.LichenTundra","presence"
664.065962757315,1260.22165260133,898.614308457095,629.247132491693,1537.70248487521,1933.58302220961,-2806.18711963817,-1947.29486050886,-2407.15626691374,-901.474306375124,2.01817286014557,0,1130.68309219294,-20.0542828612564,3151.18752359207,"Canada.EllefRingnesIsland.Isachsen-C02","presence"
1770.9771092629,1917.93216998533,2705.13226170343,685.861348275909,3413.82071840282,4985.94652658887,-4175.13747860324,-4986.21764760983,-4698.32515622878,-2167.43246949859,0.42970455288887,0,1851.31529684863,2.8211710177015,2932.32144118934,"USA.NorthSlope.WestDock-C14","presence"
767.091878523605,250.908338625228,437.9603268627,1274.8985374053,1533.82633090826,1264.7895003655,-1326.12260693311,-2193.46630795011,-1972.50627345188,-88.0569617333567,4.25112295150757,0,765.098429493922,-22.1652220831033,929.000814059819,"nonveg_693","absence"
2774.20646023622,3506.75795427216,3753.32612057106,1120.70346242698,5975.33312306564,7286.46539441446,-5646.51660161273,-5370.29090129459,-5822.7653874044,-2383.92351564342,7.46780490875244,0,2614.10143268867,48.5707588114095,6030.2318126448,"Sweden.Abisko.KJ-MesicHeath","presence"
305.664364862901,435.384498433832,170.494309272917,129.448463283315,-294.047108592085,104.575841847677,39.3267742080126,-3.52127015962665,-427.91245428618,2278.74116443413,0.186212286353111,0,170.494309272917,-0.097530406683384,1954.11703207831,"nonveg_1642","absence"
2403.29094189983,2720.21417084991,2705.04699667987,2089.15740384048,4500.59842196266,5379.92168492144,-5152.50333293359,-5314.67734785902,-5534.81335752993,-3535.52088678793,1.47100710868835,0,2572.44474722734,10.8938210164493,2927.53195003502,"Canada.PayneLake.TD2","presence"
3476.19541437226,4321.30465727583,4792.63580246266,1877.70237474603,6210.11229809142,7418.65960563351,-6409.5843813162,-7216.81406924992,-7384.90568338897,-5310.66927291442,0.498759204149246,0,4015.82349122943,57.6361107134862,4776.63000326483,"Norway.Javrresduottar.A-Hummock","presence"
2403.29094189983,2720.21417084991,2705.04699667987,2089.15740384048,4500.59842196266,5379.92168492144,-5152.50333293359,-5314.67734785902,-5534.81335752993,-3535.52088678793,1.47100710868835,0,2572.44474722734,10.8938210164493,2927.53195003502,"Canada.PayneLake.TD2","presence"
2183.57323267066,2629.50779814448,2932.49242480756,1765.2805263425,3825.37390011632,5140.74949895092,-5297.80042337486,-5474.20532623997,-5507.07147440985,-3825.3966232872,0.994287490844727,0,2646.68689260587,-15.3546726687613,2069.4640050923,"USA.YukonKuskokwimDelta.4","absence"
2183.57323267066,2629.50779814448,2932.49242480756,1765.2805263425,3825.37390011632,5140.74949895092,-5297.80042337486,-5474.20532623997,-5507.07147440985,-3825.3966232872,0.994287490844727,0,2646.68689260587,-15.3546726687613,2069.4640050923,"USA.YukonKuskokwimDelta.4","absence"
43.6812961407777,-37.6384394597306,484.15221655285,-415.779799548018,-114.10834822438,1204.56099433921,-1370.31554235341,-1567.57063620392,-1214.46728453914,523.007792376336,29.5847072601318,0,-37.6384394597306,3.73353602171629,2135.40634900851,"nonveg_721","absence"
3090.46081132433,3908.32584506149,4403.59203854982,2413.56422923841,4941.2768542439,6518.38379318496,-6147.08068683584,-6549.12988268804,-6566.46541433339,-4376.0794485888,0.302517930666606,0,3273.46868623536,12.0559188998844,2334.58875782612,"USA.YukonKuskokwimDelta.3","presence"
193.445210087808,798.93996355136,747.270611426402,336.75304322713,1275.29257697481,1185.10965737622,-2101.63370832321,-1174.48273842139,-1334.05328042768,-468.909754833392,15.3318748474121,0,747.270611426402,19.8029082051335,926.56307103622,"nonveg_752","absence"
200.301039719636,356.758006867479,425.040303424887,333.708625067579,278.008925376367,656.286705412411,-1832.46574032533,-1658.94094029775,-1582.87259698652,-1589.47752079563,2.23169207572937,0,333.708625067579,-9.73486708167926,378.277780036045,"nonveg_876","absence"
2669.7662930951,2930.24260131311,3556.12366492822,1901.1019453375,4648.12452667725,6128.20349090364,-4871.54424297328,-5763.68470082459,-5616.12427000847,-4449.22441060422,1.99703200658162,0,2770.26918505939,24.2555952673282,3223.08708461357,"USA.NorthSlope.12","presence"
2902.89707684432,3727.32761054517,3869.29050427489,2266.47211788651,5974.2728571547,6776.8950369665,-6098.52006490699,-6320.15266384032,-6806.82446541601,-3899.24908304469,4.22785621219211,0,3493.15958742738,35.3769296446986,3788.04721617887,"Canada.BonifaceRiver.AB1","presence"
-195.209483780833,754.472041983123,230.954945918565,-42.5771052495998,424.074735634172,494.337850890828,-2221.96291494078,-851.396646356634,-1667.71446644115,-1667.68573642984,23.6059303283691,0,203.562086435841,5.12789982678001,1189.36832516319,"nonveg_956","absence"
1710.20740622224,2541.98293345792,2456.14273203528,855.428525448393,4020.79981241452,4854.7789068178,-4722.39990729645,-5047.86513861947,-5623.51105010658,-3945.95526600239,0.707076966762542,0,2230.76457165325,46.2585308079287,2301.94185196971,"USA.NorthSlope.15","presence"
