"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_green_peakSummer","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_NBR_changePSLS","spectral_NDMI_changePSLS","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changePSLS","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NIR_changeESPS","spectral_NIR_changePSLS","spectral_NIR_changeLSES","spectral_green_changePSLS","spectral_red_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
2622.60752053015,2061.11566873523,2752.27296905273,3391.91483822767,1705.89924538734,1590.44209386866,4543.92490167224,4074.27191486713,4867.29979731789,5634.50193901109,2945.14864270714,-5122.23276830892,-4974.61821621627,-5509.36689832949,-5417.37759504087,-3694.47456544785,797.465109512092,7.25990081363252,0,1975.74656991208,2245.09987797109,1050.67116626381,-0.591585334155052,26.3825384341773,16.5531218142805,3746.58387014701,4160.35319207947,1774.76419788306,5.26403126065873,-4712.24431089502,-4546.68181280794,11.4928594021796,1.48853866254297,-22.4801548183439,2.56414970529905,-5.03215649060255,"USA.InteriorAlaska.BROWNSCREEK","presence",0,0,0,1,0
2098.98978641594,2310.73685902715,2949.70331192124,2542.27031703625,1215.6261902057,-225.738395977886,5003.62139951954,5224.63584949238,6350.95311337387,5812.70847568088,3310.15040807815,-5431.21251747568,-5555.50706352872,-5575.01150982725,-6561.94093386813,-4465.43899448323,389.928112117788,3.28866696357727,0,2260.94958387133,1804.73546327844,2199.00882094457,31.3553743884676,87.503904397422,83.965603945125,5325.43582835916,4672.96992457228,3802.11173825678,24.2542409969513,-5497.890434008,-5614.86809581345,13.0380786455769,16.8470685027187,-6.64387934336311,10.1707624462945,2.13845220015945,"Finland.Javrresduottar.EC-Hummock","presence",0,1,0,0,0
760.914990340132,345.392835717804,358.968152732043,355.099027928505,766.07031187079,-2199.16784898544,1887.92558195942,1267.95344027878,1314.135437099,1321.51233790313,1701.68863440662,-1968.2470883187,-2493.20871045531,-2627.42969118402,-2750.28044138781,-1154.41048096622,592.839242282348,2.75148224830627,0,358.968152732043,517.289063717855,420.677476152986,-0.171844051021935,5.79527638507216,5.03664004434631,1321.51233790313,1498.64308632939,619.972141680647,-1.22948346735507,-2493.20871045531,-2198.71528246241,-11.0608855667023,2.21673825286168,0.617082581329214,1.44218595321898,0.440125341663133,"nonveg_867","absence",0,0,1,0,0
3535.15303286935,2598.71891673013,3808.65078628622,4859.86965744508,1424.01805195251,722.573234618051,5849.00672782908,4692.3587587487,6245.65217798407,7605.3104665955,2823.16755843091,-5507.57171945746,-6117.60822887573,-6404.01925960242,-5874.90581254384,-5056.82614090284,767.566278948974,3.42881673574448,0,3288.33015880042,3409.52264497526,2978.86160141644,39.7210340387484,-7.53446163614789,-8.05746142331401,5372.90078307471,5501.30325315671,3964.68929795159,-19.3658122368811,-5625.48485979135,-5375.17791938771,21.0546825722803,-9.28811322183427,-21.8603386947279,0.0144148293615511,3.29838016832432,"USA.Kougaork.GraminoidShrub","presence",0,0,1,0,0
813.74009934742,383.183564222229,634.890279389047,609.322730377321,426.180188790484,-2069.71719757375,2144.28192109705,1845.59309220091,2105.61756862689,2027.43800524738,1626.61346585722,-2493.04979208248,-3422.27084977765,-3038.26898047731,-3051.82015032212,-2885.0904443036,575.011642902583,2.43069458007813,0,609.322730377321,573.4633724253,430.556535125191,16.148329606539,15.1063046949936,13.1123480675069,2027.43800524738,1949.90881060589,517.668455239826,13.0299272299179,-3038.26898047731,-2978.10004339263,-9.28834537526779,3.22733556030545,-36.1764709453586,1.47953618995723,-19.3105498463243,"nonveg_985","absence",1,0,0,0,0
1317.39560452771,-285.902989848651,641.245455788639,232.622164497009,-859.587522034136,-3504.26726003584,1854.07038640121,-18.3400015149147,1089.6424848911,711.596834146866,-946.959513333399,-88.0392740865105,-1834.20149558347,-1271.67781105194,-1887.98344271834,-1428.2289478487,792.473836572653,21.2400760650635,0,232.622164497009,209.154542586114,2176.98312656184,64.0289154871131,34.6307743583508,32.853891517041,711.596834146866,538.002038118171,2801.02989973461,22.2379794555429,-1428.2289478487,-1302.02619425779,-26.6179196281175,19.8931271742155,-26.3415573003843,9.24733509796825,-1.27172669539423,"nonveg_923","absence",0,0,1,0,0
1350.28040911132,821.344409849705,1294.48111140417,1485.08013778683,781.406656877605,1030.87309940048,2488.60751844926,1638.90320336228,2488.26680681049,2801.71678668124,1399.51913375499,-2709.07713395202,-3548.70805944148,-3442.52119480051,-3487.7240624342,-1829.36288636852,1017.34357300144,3.24683508276939,0,1625.4907080861,1391.23842163523,877.510001226423,33.7947436432054,59.6807729911355,45.8059685386823,3142.98492802923,2755.69056471147,2074.0331778542,11.0362919007271,-3526.49034071849,-3174.25295931753,-20.0423863196261,20.0620800250364,-26.0307015223274,22.6487271889519,-9.56234644881042,"Canada.BanksIsland.GreenCabin-C07","absence",1,0,0,0,0
453.540910398077,103.687771608719,142.763365403519,673.131066957406,518.291899961068,752.735453020859,723.613402985463,303.076272422193,343.553870698586,1042.44590844559,814.627386759736,-1471.81059124711,-2179.43103187738,-2130.43620759395,-1254.56041090684,-1130.42120134011,1648.07065916732,0.59255313873291,0,453.540910398077,378.283002865758,569.443295348687,-2.81526041578223,-121.99430518888,-141.585312974948,723.613402985463,645.463368262314,739.369636023401,-139.778407549402,-1471.81059124711,-1633.33188859308,-0.723318463444855,-97.2765323483557,-28.1779392420685,-54.0662991878936,-24.3313818665306,"nonveg_955","absence",1,0,0,0,0
2772.03853648876,1483.38073792557,2932.73921308009,4142.03020917061,1498.70024952489,980.554997518405,4417.58691562014,2715.6289559966,4738.9568901282,6198.38959978955,2565.07940298153,-5131.13434564523,-3727.97377105133,-5122.00352734449,-5883.04570349683,-3234.91345105648,806.243533317516,12.0955067634583,0,1983.09458579159,2131.85325921703,2448.18677768751,26.6315102543802,-35.9319704754366,-31.5690504668854,3389.08332822058,3675.59919795416,3825.62007590663,-32.9965670855222,-4805.8944493699,-4210.78383391962,14.361982592863,-12.8353381132381,-9.66527715546346,0.423916114532502,8.34259654409048,"Canada.KluaneLake.Outpost-MixedTundra","presence",0,0,0,1,0
2067.00350882229,2002.55948622948,1971.92166366748,2212.33052862991,1594.09766280845,1371.79753753399,4050.13573656953,4000.60725452749,3932.77000141117,4395.83410145894,3291.98821599416,-4207.34672456067,-4273.34389819383,-4880.34614925408,-4552.0564227633,-3696.2928950017,719.600421847415,1.66403394275241,0,1130.15581694147,1279.04179337401,710.016619094856,18.7517268668779,33.4405656811535,28.089480567079,2660.29339577632,2973.67565381353,1227.31112412031,9.83985850643394,-3069.68023335512,-3540.65821087736,-25.1719557751093,8.7553197826499,33.6124949371982,10.7033053823125,38.0855578009233,"Canada.ChukotkaRiver.TPO5","presence",0,0,1,0,0
775.511737041842,1120.29309834639,504.258437530338,869.795064267013,977.639661884864,11.807432065256,1203.31036806463,1608.51405199683,890.233550513666,1335.24921793454,1412.44807738443,-1924.53130955302,-1455.41403193542,-2341.60213602115,-1974.94891196418,-1409.41575404273,1730.10633621626,0.77367901802063,0,869.795064267013,849.499599814089,616.034660816048,-8.0851169937209,-26.0022996858288,-25.4629945711237,1335.24921793454,1289.95105317882,718.280501483164,-31.7868333872055,-1924.53130955302,-1821.1824287033,2.49125062572472,-21.1162053899491,29.4160031520581,-6.72879318756819,14.3851673758248,"nonveg_926","absence",0,0,1,0,0
2824.06469915049,2645.730280251,3586.85915898736,3775.4109802791,2175.97471249934,2102.49727070778,5587.14199924752,5411.8532144459,6862.07854311918,7094.99432873594,4559.57479438722,-6139.22440742398,-6271.05345173791,-6144.0339936941,-6425.80347556138,-4995.92909815559,591.599402071259,1.01931638850106,0,3250.30218830503,3450.91153002333,938.142119489981,3.06365827753824,-33.5021537389277,-26.7043535162445,6235.54432115378,6435.00738866996,1487.74287102041,-36.181079665854,-6449.80658006206,-6168.40416061427,9.0512297198361,-12.2562885794236,-0.52621603685598,-4.89844125049223,7.4290493714857,"Canada.LeRoyLake.TDA6","presence",0,0,0,1,0
327.727740168746,-70.1296628382604,-37.2953070833274,548.667936980838,599.623734188021,-1429.79587875673,1599.44137042491,1148.58615219337,1804.86655330949,2033.51134511145,2082.96100212687,-1763.34462246433,-685.173606266561,-1614.82990153866,-1410.48670842644,-1501.74846031271,823.203160685486,32.2242774963379,0,327.727740168746,273.718888283203,669.753397026281,-18.126399601285,-8.080844337927,-21.0721684626859,1804.86655330949,1733.87328463322,934.374849933497,-8.46832562229507,-1501.74846031271,-1395.11665980174,-0.608290911052897,-17.220016734088,-20.1670005766101,-7.17009659110582,-16.5373920840878,"nonveg_1442","absence",0,0,0,1,0
25.2315377724859,-108.506280765053,739.524866795194,1157.29208970688,668.363863753475,-835.523856816703,2038.5705406482,5461.75720482943,2307.75478081113,3214.7733320597,1964.15726908951,-1765.77345359696,-1294.58809641893,-1188.83781793619,-813.50030543595,77.0258431838091,1186.20001218002,44.8595352172852,0,668.363863753475,496.381215452596,1265.79837047193,-22.9690116421782,-7.03079197657832,-3.88338715841447,2307.75478081113,2997.40262548759,3497.59993573992,-27.4854106438962,-1188.83781793619,-997.134766040845,27.8879596597367,-11.9410701358397,-25.8363390709604,-8.83074149303095,-16.084279546196,"nonveg_547","absence",0,0,1,0,0
2842.06086419108,2093.57197720673,3093.88880462534,3667.25909174478,1844.55656425159,1368.15957806481,5251.88521635397,4370.92290961956,5534.39591833734,6312.71849897361,3600.53780555566,-5531.96852733996,-5343.89802785423,-5593.17517821792,-5917.41610823857,-4625.40733967524,690.711228897781,2.77098702192307,0,2527.52631173405,2747.70038234579,1673.3698506733,10.5840036201044,-2.45908137058738,1.60558300695595,4753.12688295435,5087.96835506439,2125.20067102422,-15.1530417994033,-5531.02414319128,-5305.69432599479,21.0136355214218,-3.38994138098529,-32.1270385483105,2.18015820975329,-3.80452342161112,"USA.Toolik.S2","presence",0,0,1,0,0
-814.217835784963,-563.235386885977,-416.681320886085,-865.671931028831,-438.977253839762,4993.6234944556,-2516.94469036558,-2420.79685409437,-2252.88697601302,-2906.62678829016,-1824.71423881993,2778.0998169707,3908.64192928822,4188.0744477743,3403.4799367358,3305.59053428338,540.730774004131,29.1277923583984,0,-563.235386885977,-619.756745685123,448.990610142746,-22.0729754085413,73.2076989081631,40.4027809611975,-2420.79685409437,-2384.39390951661,1081.91254947023,65.3739812277139,3403.4799367358,3516.77733301048,-5.77083759487605,79.9528049271393,-45.3323884787393,99.3934685217952,-53.931743821111,"nonveg_1367","absence",1,0,0,0,0
3978.92456963724,3273.57864466035,4215.84583620887,4452.01297378902,2593.34506308453,3791.0238780533,6046.956939905,5322.63008672493,6509.84056279282,6732.94818884849,4267.59909999155,-5622.90472743352,-6236.4380148532,-6403.09062224474,-6693.76469575011,-5457.70943045505,693.441671769811,0.486080683767796,0,4186.14477967327,3661.59656411499,2093.63910545755,44.5455128820754,-11.4797042920567,-5.04014364559488,6412.20239264273,5684.91793300083,2679.69006995483,-11.761047457379,-6369.49542547353,-6053.43016861975,-3.86415802677913,-4.45580475051168,-24.2340314116191,0.694037673168955,-2.69222216810348,"USA.YukonKuskokwimDelta.72B3","presence",0,0,1,0,0
3706.24589943856,3113.04004959771,4240.76531482577,4559.08315439871,2468.98312442785,3429.34585796965,5779.51066636222,5306.67697492413,6627.69480845161,6875.51075182864,4181.6647240619,-6038.55005416952,-6455.53961036141,-6551.43040244953,-6914.73278743669,-4833.21149691349,622.958880779584,0.786479209529029,0,4092.35367855379,3870.21593641751,2952.90502961798,61.6058019293399,90.9676418283598,60.0331576431766,6263.21596815124,5941.30884659556,4462.8549321588,33.2185554418368,-5798.54874317313,-6068.61370852805,4.93211287728442,15.4810878907845,-46.8742449605524,10.7270646077303,-8.38859426621343,"USA.InteriorAlaska.DEW","presence",0,0,1,0,0
