"spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_peakSummer","spectral_NDWI_endSnowfree","spectral_NDWI_peakSummer","spectral_green_lateSummer","spectral_EVI2b_annualMean","spectral_NDWI_annualMean","site_code","presence_absence"
393.844753758002,-220.858276985175,-2860.31446508464,-1188.2110485536,-1359.27297708323,964.879777032478,256.291179903285,-848.790460579286,"nonveg_751","absence"
-55.0069485975945,-40.9925278698462,-2404.84701652184,-30.6523369325883,-1672.47389022643,736.341628320722,142.144417361999,-1025.15924366029,"nonveg_931","absence"
600.221128950895,412.008185103336,-2712.56885136845,-2111.0903170494,-2282.21088829882,736.911444713688,535.266951292573,-2164.38585330248,"nonveg_867","absence"
973.36716498654,573.966139492014,-701.87140326323,-1807.55981362166,-2236.83886893065,1599.75009020687,1020.95333861357,-2008.39475032557,"nonveg_863","absence"
-4.26236531761344,538.089383234086,-3521.09153149052,-2025.73940381412,-1631.29176891448,952.283220108404,142.36614252203,-1454.91664176525,"nonveg_900","absence"
4399.79410110072,2116.99359816742,6024.25339569489,-6501.8031242426,-7342.66108450858,465.101300440547,3185.82795775363,-6521.07282035222,"Norway.Javrresduottar.A-Salix","presence"
600.221128950895,412.008185103336,-2712.56885136845,-2111.0903170494,-2282.21088829882,736.911444713688,535.266951292573,-2164.38585330248,"nonveg_867","absence"
-54.441734299922,69.0543898675812,-2437.03287918067,-796.521361118633,-1562.54654694311,1285.26857705666,118.919176580195,-1318.13132950096,"nonveg_973","absence"
319.69995231138,315.217262594347,-1615.44283713559,-3129.77324044636,-3923.60351468692,1170.95378346881,656.349934762152,-2832.13209523031,"nonveg_832","absence"
5465.93774281779,2190.90076173807,6302.43879949358,-6911.99225285262,-7195.29376551048,598.211227131015,3706.06470881148,-6495.26577442348,"Canada.ClearwaterLake.AB1","presence"
3492.44869618604,2031.18283176436,4849.36818268797,-5799.16672565411,-5985.51052019349,631.375554174905,2733.99799465747,-5563.72061678143,"Norway.Javrresduottar.EC-Sphagnum","presence"
3644.60653935655,1703.24484465767,3811.18145178595,-5961.58668566228,-6116.55742606595,486.661891482281,3162.21494595553,-5396.05056192475,"Canada.CoutureLake.TDA7","presence"
3650.60622974818,1660.40699210891,4022.11522605244,-5706.08414761001,-6119.16382922682,801.286331736505,3216.62580731775,-5289.1513144498,"Russia.Tiksi.GraminoidTundra","presence"
1213.52585882904,786.875839135217,637.614932039572,-1583.4714572973,-1577.75516459558,1400.13398200892,988.108061064048,-1697.77527059388,"nonveg_899","absence"
-13.5298975760754,185.988913002989,-1029.49258711454,-822.919633634935,-1387.73835842624,1589.67711164627,62.4914811177606,-385.38595967852,"nonveg_1172","absence"
3608.10045239392,2323.65838108922,3502.32577076139,-6188.10297899056,-6411.56251623493,739.653268289504,3305.91032077951,-5840.83896075343,"Finland.Kevo.1","presence"
3411.71514845139,1803.74611300544,5296.61341303713,-5753.86346825744,-6130.95084124232,420.80249943087,3397.34514717541,-6194.30259004179,"Sweden.Abisko.NF-Wetland","presence"
4570.04437118044,2589.00580995092,5478.94170505031,-5949.72437079069,-6533.73892167157,689.533745887195,3546.10714353688,-6002.60014313171,"USA.SewardPeninsula.QuartzCreek2","presence"
2977.09195346579,1548.15033995197,3726.69910466122,-5660.21350660343,-6399.64934591263,498.988145358318,2176.17838216803,-5474.00998177656,"Finland.Javrresduottar.EC-Salix","presence"
2458.63342764321,883.893764425542,2272.04987004071,-4609.5097598866,-5264.94223383249,742.372718241729,1809.35163330099,-4444.69248984686,"USA.NorthSlope.Deadhorse-C15","presence"
3739.3132693808,1938.55521920614,4842.25550598251,-5637.5433015502,-6411.64763089356,662.677730458235,3417.42381788887,-6009.73428341834,"Russia.Kytalyk.T2","presence"
2458.63342764321,883.893764425542,2272.04987004071,-4609.5097598866,-5264.94223383249,742.372718241729,1809.35163330099,-4444.69248984686,"USA.NorthSlope.Deadhorse-C15","presence"
4159.61402240013,1846.16084617015,4857.42845109836,-5433.07411150001,-6281.2362968948,707.77869631173,3093.46421133374,-5311.90659854085,"Russia.Kolyma.OW1","presence"
192.56241691,-61.8494680351075,-827.542726488668,-1585.38207931601,-618.410211839727,1056.73480762393,-66.0112496656941,-651.518650585362,"nonveg_875","absence"
3464.41959149067,1728.98236234164,3776.87565635065,-5560.2774042737,-6547.42072102291,622.968932031403,2716.50313861311,-5357.1860204894,"Canada.DeceptionBay.BEGL2","presence"
1830.36297045106,1012.18228174023,3264.97600322291,-3304.49317521163,-3779.52877991622,451.820643034337,1194.3711470868,-3306.36207737663,"nonveg_856","absence"
4951.66482691297,1614.72780180454,6178.64333152495,-6046.6273288795,-7777.08517194594,381.044321145015,3347.5916258282,-6137.41704698233,"Finland.Kilpisjarvi.17","presence"
1513.72888277223,1135.16888480776,-549.328301460255,-2918.56375604824,-2036.39536330756,1205.66929815149,1137.49792088101,-2613.53388157471,"nonveg_764","absence"
342.230309675418,482.067096521264,43.4742811268469,-1857.57802782499,-1970.08599328569,2016.4536822979,398.465394886648,-1876.79955605979,"nonveg_1261","absence"
3109.86080967097,2137.7985864217,3380.82208650223,-5332.16171682438,-6477.51017271354,711.711497513506,2816.71147477091,-5456.38340983727,"USA.SewardPeninsula.18","presence"
1356.26382942792,826.326170381081,-929.641101474791,-1709.08704250552,-1640.94396107673,1711.60587769063,1027.53116133223,-1931.40207351693,"nonveg_508","absence"
3492.44869618604,2031.18283176436,4849.36818268797,-5799.16672565411,-5985.51052019349,631.375554174905,2733.99799465747,-5563.72061678143,"Norway.Javrresduottar.EC-Sphagnum","presence"
486.338490844464,709.611916867181,-3176.49084801038,-815.447170289434,-2290.32742123853,748.135970668674,689.559695094032,-1927.65226679324,"nonveg_745","absence"
602.505033448178,-679.831208829262,-769.484423415586,-1777.77105598468,-2761.35311956352,866.483584261126,23.1447969681878,-2510.82753011012,"nonveg_666","absence"
3571.6923925586,1948.32299261931,3852.73181022759,-5173.21828889152,-5972.21232526269,779.199419470405,3247.05113179942,-5245.43193828941,"Russia.Tazovsky.Burned12","presence"
3608.10045239392,2323.65838108922,3502.32577076139,-6188.10297899056,-6411.56251623493,739.653268289504,3305.91032077951,-5840.83896075343,"Finland.Kevo.1","presence"
146.125216905598,203.249866704288,129.498527497049,976.448597427852,-531.758272055197,654.238333814928,135.307727338999,195.268029560648,"nonveg_1145","absence"
518.93148923838,187.657406700762,-1805.42681475015,-168.807638525153,-1361.10404412887,91.9513787533077,323.566993785274,-731.556836828696,"nonveg_1469","absence"
-255.96918115181,164.948059360366,-2378.42880862497,-1008.90068840497,-1246.62598935482,1861.16164876093,40.2004532475498,-817.005234512684,"nonveg_995","absence"
4399.79410110072,2116.99359816742,6024.25339569489,-6501.8031242426,-7342.66108450858,465.101300440547,3185.82795775363,-6521.07282035222,"Norway.Javrresduottar.A-Salix","presence"
1213.52585882904,786.875839135217,637.614932039572,-1583.4714572973,-1577.75516459558,1400.13398200892,988.108061064048,-1697.77527059388,"nonveg_899","absence"
3001.71580198709,1127.73620903345,2508.61597279716,-5187.12045008315,-6058.71373686879,780.953643379422,2307.26974286353,-4633.66674247903,"Canada.DeceptionBay.TH6","presence"
1216.0549102907,-472.084773304155,-1969.08604693358,-3498.79760345288,-3804.81307479451,1076.47656777758,766.522131758367,-3565.7411249662,"nonveg_632","absence"
3633.73879850547,1878.8139172276,4109.13407202353,-5958.96305519421,-6065.00901056539,741.451672825582,2946.00427212021,-5125.76922963736,"USA.YukonKuskokwimDelta.15B1","presence"
731.522156057312,1583.25721408757,-318.586412497421,-1290.41833056954,-1719.46543115023,2267.6038856615,916.214538306937,-1385.66831624271,"nonveg_643","absence"
231.231130757818,646.714668482125,-2740.21876770985,100.680990904099,-1561.06942535293,969.606241992568,485.96921780776,-810.265781573688,"nonveg_988","absence"
750.29865239886,-8.85652739436756,-3058.17005819599,-2289.20336168076,-1457.55395691142,577.901632989211,152.864417380432,-1933.13304450501,"nonveg_684","absence"
581.081624626311,718.973035811227,568.912691717584,-1431.93112038714,-2314.11559887572,1272.36269056638,809.314192599956,-1923.64767859375,"nonveg_663","absence"
4084.69733433158,2180.9243103313,5067.41507171262,-6009.99712613643,-6360.74694158477,696.735718504624,3415.50768427883,-5826.55954344949,"USA.SewardPeninsula.QuartzCreek3","presence"
1429.1704117021,437.432189546045,1221.77628527438,-2922.76260930448,-2812.05358370452,1015.51813595538,1395.19889975861,-3030.44136974283,"USA.NorthSlope.HoweIsland-C12","absence"
468.98549693222,1169.80521275652,-82.9331988862579,-1768.2968090994,-1244.56427182958,1207.01523908984,447.368699151723,-668.29570127743,"nonveg_1473","absence"
3155.67135083998,1739.44419127149,5441.94977958724,-5981.49451364258,-6178.74770790746,520.002860053471,2302.52147698204,-5471.31684139495,"Finland.Javrresduottar.A-Hummock","presence"
3004.53356581618,1374.79796722826,2840.38102450894,-5651.88448023353,-5332.42412599247,613.505125184048,2281.39912219562,-4758.87691381357,"USA.YukonKuskokwimDelta.15B7","presence"
4821.5135355635,2759.21295755384,5931.60403886783,-7063.35648638478,-7219.9342146254,451.583075252103,3899.8276766819,-7058.15895316661,"Finland.Kevo.2","presence"
57.9154707995468,101.055448685327,7504.64422605175,6812.4128534328,9303.36701313737,236.696636947969,-267.580581231955,7528.3649797188,"nonveg_1994","absence"
3794.56366515931,2170.83483744901,3911.32097625988,-5512.09860309764,-5860.80082545028,553.052761135654,3565.71015299143,-5139.69663450594,"Sweden.Abisko.NT-DryHeath","presence"
113.257552338369,-404.525322407954,-618.665188784365,546.870701808216,-293.265462558263,1647.92792764662,-249.904411540373,-170.741114315361,"nonveg_1161","absence"
4084.69733433158,2180.9243103313,5067.41507171262,-6009.99712613643,-6360.74694158477,696.735718504624,3415.50768427883,-5826.55954344949,"USA.SewardPeninsula.QuartzCreek3","presence"
1455.89181020328,1310.23028439362,289.618098354055,-2435.29118772363,-4677.20790855187,949.037282078628,1865.40568684858,-3215.35176603272,"nonveg_529","absence"
3763.62365830259,1570.63915385606,4609.25017315421,-2871.73130422911,-5745.3470997984,643.615113653638,2648.18443419634,-4830.28688365855,"Canada.KluaneLake.Quill-MixedTundra","presence"
3883.24509106026,1695.45140099987,4352.38699495099,-5497.38930235661,-6143.91076787245,639.335462378966,3160.8428175649,-5120.21967396377,"Sweden.Abisko.KJ-Snowbed","presence"
1108.03424237574,604.306956379024,777.715060235476,-3290.72119773395,-3859.99663226203,208.72518541498,751.807230653628,-2838.88277791084,"nonveg_671","absence"
3794.56366515931,2170.83483744901,3911.32097625988,-5512.09860309764,-5860.80082545028,553.052761135654,3565.71015299143,-5139.69663450594,"Sweden.Abisko.NT-DryHeath","presence"
4785.55378262204,2518.40216109188,5650.0416414159,-6409.21496185312,-7908.28250530309,549.605844795834,4047.64617574244,-6817.76197380444,"Finland.Kevo.4","presence"
4231.91905372039,2466.07509633594,5274.12863857329,-6472.24378513913,-5691.55725289485,661.153698419571,3487.71528765893,-6391.53861020846,"Sweden.Abisko.VJ-MesicHeath","presence"
3247.3646473379,1648.32847449065,4051.88076782026,-6229.88505749949,-6767.59069578443,563.466256558347,2291.54766397539,-5458.75537041595,"Canada.PayneLake.TDA3","presence"
1517.29094946362,835.963267798432,782.176432678193,-2989.1979964758,-3329.57916680895,1001.77869969042,1384.70630122745,-2556.07712120979,"Canada.BanksIsland.GreenCabin-C08","presence"
4076.00894662668,826.778491603425,4601.35820245067,-4402.84405106939,-6687.94882354049,588.837247447447,2512.94579018819,-4651.8583540126,"Canada.KluaneLake.Quill-ShrubTundra","presence"
392.889638257281,163.065269026721,-1418.64140851154,120.073905827682,-799.52314694849,670.673067025634,113.934187195553,-493.687177201513,"nonveg_921","absence"
3686.19465779781,2226.34975029798,4235.11092468939,-5527.03510690868,-5840.19885461526,758.749021941495,2910.01026124656,-5337.45941992766,"USA.YukonKuskokwimDelta.U","presence"
315.24393511001,536.164779079567,-1014.11345153098,-1096.43648480679,-2634.03858566744,1717.52617562776,804.546121498589,-1874.61009622934,"nonveg_926","absence"
1533.17797934785,661.94916460859,-280.144714040519,-2993.05171163361,-3417.83227002537,960.243130778765,1201.13414655275,-2588.86098647746,"Canada.Ivujivik.TP12","presence"
57.9154707995468,101.055448685327,7504.64422605175,6812.4128534328,9303.36701313737,236.696636947969,-267.580581231955,7528.3649797188,"nonveg_1994","absence"
4848.63956389196,2410.51544166011,7003.60458036504,-6193.05794828759,-7304.67260424248,433.627012724946,3822.89282576838,-6504.13984213559,"Finland.Kevo.14","presence"
1200.9245042337,913.874320795055,-1229.6582589676,-1864.22306483644,-1415.77310914107,1541.22144210995,848.917935531247,-1815.35745376426,"nonveg_543","absence"
5046.98594948226,2679.89473716087,6756.24926124594,-6647.00580803093,-6934.67372123494,624.585834608192,4320.18150152721,-6620.9374928659,"Norway.Javrresduottar.A-Betula","presence"
3706.45520708373,2269.33732661011,4206.45542484301,-5821.78696389689,-6430.71626832737,760.17471441271,3157.83767404174,-5455.09198303868,"USA.YukonKuskokwimDelta.3","presence"
-45.5898920540797,511.004109989483,-2279.51887957653,-575.27793994393,-2057.3487880724,708.58569935224,200.392581563976,-1474.93387875902,"nonveg_1442","absence"
2661.27229426022,883.010645729719,2470.47842381883,-4499.65529035914,-5271.53451950735,683.688575887446,1948.75978690177,-4118.6758938601,"USA.NorthSlope.13","presence"
4661.2445006566,2497.09425702161,5425.20165470023,-6008.02740823116,-6281.38265953142,622.957517081457,3441.39330998246,-5835.64585147078,"USA.YukonKuskokwimDelta.72B4","presence"
930.965378461457,1034.95281735965,1677.16237510235,385.605833518235,-1118.97165265798,877.789529921668,551.606369062071,-779.690764737583,"nonveg_571","absence"
4067.80723563522,2166.08711309456,4492.47539754985,-6214.1953766507,-6058.77511001556,635.161635664753,2792.30521401234,-4829.57842534614,"Canada.BonifaceRiver.AB1","presence"
-55.0069485975945,-40.9925278698462,-2404.84701652184,-30.6523369325883,-1672.47389022643,736.341628320722,142.144417361999,-1025.15924366029,"nonveg_931","absence"
349.701624248246,1015.95337566362,-3492.416049012,-1050.8657363212,-1396.27114083104,1116.06707448752,549.402931072716,-855.807711807288,"nonveg_958","absence"
3879.50937009917,2214.91395549131,6385.63721804104,-5180.02679715678,-6632.57848356137,462.336954451321,2865.42111104324,-5973.20215292548,"USA.InteriorAlaska.17","presence"
548.869090970396,383.615611743983,-2922.64139485093,-2746.16429430401,-2711.98059051603,1296.77008873304,592.455403032234,-2021.30691580439,"nonveg_954","absence"
220.37249022789,458.111464400289,-932.256333552927,-1841.1981924495,-2576.35752103623,1622.18361142501,437.442598687173,-2066.85834839838,"nonveg_583","absence"
1312.72659762522,724.687921325693,191.003529524345,-2775.24196825063,-3323.30973982603,1102.52337625403,1165.38043402655,-3075.63865605016,"Canada.BanksIsland.GreenCabin-C07","absence"
3934.84837760075,2308.28645569252,4271.45362544665,-6270.72947477604,-6268.59084815947,648.110841812582,3267.14555274774,-5671.92744916272,"USA.YukonKuskokwimDelta.15B6","presence"
2217.36199263266,645.152959669863,1022.30450490399,-4153.85010192001,-4852.4600275415,649.375829307668,1907.82786611975,-3154.79206375941,"Canada.LeRoyLake.TD1","presence"
3661.22499549653,2119.89096552224,4417.40404234274,-6102.06356478822,-6584.13159863956,646.097285172073,3326.86901833679,-6417.66632151515,"Sweden.Abisko.NF-BirchShrub","presence"
3491.68858016024,1793.30799141554,5561.82369685858,-6126.79707582674,-6395.90792237614,532.008926051623,2991.09947287147,-6092.88000559578,"Finland.Javrresduottar.A-Sedge","presence"
3462.6321001025,2081.03330061557,4675.54373974956,-5401.79236917325,-5580.36276252695,716.495439761309,2708.36562224639,-5115.38776209769,"Russia.Yamal.Nadym-2-IH","presence"
845.510939770571,1708.03477869151,-1387.33290870669,-2252.19628019291,-3313.97609607037,614.14970939524,1228.9120738873,-2792.87912263464,"nonveg_701","absence"
-45.5898920540797,511.004109989483,-2279.51887957653,-575.27793994393,-2057.3487880724,708.58569935224,200.392581563976,-1474.93387875902,"nonveg_1442","absence"
3686.19465779781,2226.34975029798,4235.11092468939,-5527.03510690868,-5840.19885461526,758.749021941495,2910.01026124656,-5337.45941992766,"USA.YukonKuskokwimDelta.U","presence"
3879.50937009917,2214.91395549131,6385.63721804104,-5180.02679715678,-6632.57848356137,462.336954451321,2865.42111104324,-5973.20215292548,"USA.InteriorAlaska.17","presence"
1517.29094946362,835.963267798432,782.176432678193,-2989.1979964758,-3329.57916680895,1001.77869969042,1384.70630122745,-2556.07712120979,"Canada.BanksIsland.GreenCabin-C08","presence"
113.257552338369,-404.525322407954,-618.665188784365,546.870701808216,-293.265462558263,1647.92792764662,-249.904411540373,-170.741114315361,"nonveg_1161","absence"
-918.179571345035,-475.211668686999,9685.2846982653,10000,9864.00323099262,1207.29115520441,-467.683152992035,9972.80064619852,"nonveg_1236","absence"
637.880967188688,259.184726302769,-2170.23736422543,-2538.01613230911,-2782.22477014794,811.684692376595,873.642047848408,-2091.68091003864,"Canada.Ivujivik.RTP12","presence"
981.816378817491,541.926097918514,-1518.76397454536,-1516.51858582112,-3017.17354047374,747.874221915749,920.639157280369,-2576.41940998563,"nonveg_807","absence"
129.827359027204,342.80870617199,-3096.48854769435,-1356.68585166512,-1855.21938478126,688.340422121389,99.3542125854445,-1482.73430000384,"nonveg_542","absence"
3176.08217161913,2398.76817846542,3521.13189515835,-5452.04129928087,-5521.19773693678,699.36369134973,2706.77289667319,-5078.9622566265,"USA.YukonKuskokwimDelta.15B5","presence"
3568.97563691508,2204.99637063915,4147.18116219732,-5878.95285505524,-6589.5708460708,556.232282979652,2855.49996507694,-5890.37237951286,"Sweden.Abisko.NF-DryHeath","presence"
4026.81624187458,1753.13217906833,4976.92109206175,-5835.97830526012,-6564.6586649455,573.635908757453,3093.9498919757,-5739.24596805311,"Canada.BonifaceRiver.AB2","presence"
2654.55291027941,849.282763879587,2747.98325725807,-4512.56961672175,-4873.74649712972,603.155764821661,1740.17317519897,-4433.56452743033,"USA.NorthSlope.FranklinBluffs-C17","presence"
952.648587276109,395.882964747459,-793.448886414075,-2589.15564344495,-2917.67647349902,1512.5590093856,706.175899157765,-1782.53180564677,"nonveg_1672","absence"
3413.15514881832,1845.04581635281,4027.44351842831,-5486.8023523615,-5823.72409399874,645.418101066625,2616.69664852729,-5492.05997439182,"Russia.Yamal.Nadym-2-H","presence"
3109.86080967097,2137.7985864217,3380.82208650223,-5332.16171682438,-6477.51017271354,711.711497513506,2816.71147477091,-5456.38340983727,"USA.SewardPeninsula.18","presence"
896.473724240032,585.78964631529,-1803.81718943579,-2593.1288713186,-2709.12504878245,792.828997094882,863.543578577034,-2111.36861585257,"nonveg_957","absence"
3464.41959149067,1728.98236234164,3776.87565635065,-5560.2774042737,-6547.42072102291,622.968932031403,2716.50313861311,-5357.1860204894,"Canada.DeceptionBay.BEGL2","presence"
113.257552338369,-404.525322407954,-618.665188784365,546.870701808216,-293.265462558263,1647.92792764662,-249.904411540373,-170.741114315361,"nonveg_1161","absence"
135.990082424998,-346.523977953156,-3102.27042993161,-664.418857273315,-2241.28456794242,841.250044872116,291.648898969276,-1283.35135762412,"nonveg_547","absence"
-351.187218331558,373.975822041151,269.45737899464,52.9200501382727,-607.327186591901,576.368296254792,-2.97979378515459,161.87164756562,"nonveg_536","absence"
382.31647686622,-461.122015915937,40.0241196443653,-89.4355168111326,-240.017867353359,1106.38252406158,87.7404238918942,287.431589925795,"nonveg_1642","absence"
1513.72888277223,1135.16888480776,-549.328301460255,-2918.56375604824,-2036.39536330756,1205.66929815149,1137.49792088101,-2613.53388157471,"nonveg_764","absence"
315.24393511001,536.164779079567,-1014.11345153098,-1096.43648480679,-2634.03858566744,1717.52617562776,804.546121498589,-1874.61009622934,"nonveg_926","absence"
3650.60622974818,1660.40699210891,4022.11522605244,-5706.08414761001,-6119.16382922682,801.286331736505,3216.62580731775,-5289.1513144498,"Russia.Tiksi.GraminoidTundra","presence"
3221.5535093696,1547.91475329452,4391.44049052345,-6189.11540836701,-6556.27551884255,456.220727099628,2702.55571724503,-5890.47634402888,"Finland.Javrresduottar.EC-Spring","presence"
3965.20338303048,1448.59246228106,5065.33713611723,-5904.25046337008,-6925.22808688716,494.360101826299,3000.35652937129,-5915.72695860949,"USA.SewardPeninsula.19","presence"
1475.97599928002,1086.40933330681,135.635656687104,-3142.4526180631,-3526.25060952948,1029.55471220966,1638.38165954653,-2301.41862691471,"Canada.PrincePatrickIsland.MouldBay-C04","presence"
145.673249735854,-475.437825229105,-1121.30424829157,-169.852589641785,-643.27768628375,707.891430039979,-16.9445940412773,-450.299797975268,"nonveg_1089","absence"
2489.31542643415,1453.24178531955,1358.99898627553,-4432.83778073788,-5259.57252041182,694.037826774581,1559.39326944245,-4240.13384212491,"Canada.LeRoyLake.TD7","presence"
1538.9198374464,1173.90792546602,1146.4298253357,-2312.44984039789,-3184.27383367619,701.828338385563,1179.09736389887,-3039.04730619255,"nonveg_1132","absence"
354.798128370691,848.602678597002,-3188.4129143249,-2367.3678883485,-3152.52273322805,784.396470023194,760.869687039683,-2521.98936099401,"nonveg_746","absence"
701.526398482583,673.337564225386,651.943324113406,-2405.50799589439,-1989.17253120711,1729.78623146639,587.21409907973,-2142.08889533786,"nonveg_1309","absence"
4159.61402240013,1846.16084617015,4857.42845109836,-5433.07411150001,-6281.2362968948,707.77869631173,3093.46421133374,-5311.90659854085,"Russia.Kolyma.OW1","presence"
2364.93374206127,1329.46850919291,1970.51946754527,-4905.2440802874,-4749.47585931389,726.843628434663,2169.67362672467,-4283.05131234135,"USA.NorthSlope.Atqasuk","presence"
4324.97389619972,2212.10167975241,5078.66464532533,-6262.98052437545,-7454.44269183932,563.775944688866,3830.72020320705,-6340.35439105635,"Finland.Kilpisjarvi.16","presence"
3306.29910308272,1962.44561009083,5205.2330848635,-5073.40994338209,-6275.68231904057,495.502334002918,2613.19238433017,-5627.4119468838,"USA.InteriorAlaska.4","presence"
3219.02533599284,2023.37472657355,3348.51667575343,-5949.72041037082,-6484.79524477861,600.764905104821,3339.30250792438,-6480.16682888974,"Canada.LeRoyLake.TDA3","presence"
2725.99065229414,922.344279746215,3091.94521882507,-4973.88866528887,-5458.84597730404,657.331198567594,2150.32728880788,-4806.34125621862,"USA.NorthSlope.14","presence"
2865.81081693119,1208.18832623035,3700.14210462702,-5737.98874256665,-5815.93313393074,491.539056330254,2136.89900153812,-5149.51787406378,"Finland.Javrresduottar.EC-Hummock","presence"
-388.963710785796,-15.135494333216,-1673.10839724319,-788.99268835839,-1630.07174070143,974.923420128609,-16.2654195424232,-1019.43004843018,"nonveg_710","absence"
4084.69733433158,2180.9243103313,5067.41507171262,-6009.99712613643,-6360.74694158477,696.735718504624,3415.50768427883,-5826.55954344949,"USA.SewardPeninsula.QuartzCreek3","presence"
246.195996549606,5994.39421652027,1498.64800757484,-2930.63107883485,-2198.78860958939,42.3876562389093,1271.90377307776,-1429.14110853417,"nonveg_1353","absence"
1216.0549102907,-472.084773304155,-1969.08604693358,-3498.79760345288,-3804.81307479451,1076.47656777758,766.522131758367,-3565.7411249662,"nonveg_632","absence"
3136.64251575441,1555.08954576711,3167.04182092545,-4836.88886654024,-5554.32037977924,754.103218724256,2061.25246335508,-5170.7552210629,"USA.NorthSlope.Sagwon-C16","presence"
4159.98510255582,1957.72060665171,4447.49407944958,-5817.34147294829,-6893.37431642335,591.90154839194,3885.69515495697,-6257.13564250688,"Canada.ClearwaterLake.LSA2","presence"
1429.1704117021,437.432189546045,1221.77628527438,-2922.76260930448,-2812.05358370452,1015.51813595538,1395.19889975861,-3030.44136974283,"USA.NorthSlope.HoweIsland-C12","absence"
2666.47895475169,1542.98569895089,2701.25460348227,-5229.95537040546,-5366.7054047883,682.488451886094,1793.59878145949,-5025.53699507311,"USA.YukonKuskokwimDelta.15B3","presence"
3911.96048188531,2383.54942038218,4557.01993991341,-5835.36309650046,-6198.1818963363,669.542568831718,3351.46176728659,-5387.51808633445,"USA.NorthSlope.HappyValley-C18","presence"
198.970916905846,904.675991813593,-2314.71563523151,-432.211064770542,-2014.12852796351,793.043509814111,471.18116359755,-1286.33017910097,"nonveg_757","absence"
3763.62365830259,1570.63915385606,4609.25017315421,-2871.73130422911,-5745.3470997984,643.615113653638,2648.18443419634,-4830.28688365855,"Canada.KluaneLake.Quill-MixedTundra","presence"
5046.98594948226,2679.89473716087,6756.24926124594,-6647.00580803093,-6934.67372123494,624.585834608192,4320.18150152721,-6620.9374928659,"Norway.Javrresduottar.A-Betula","presence"
4541.55364350005,2315.07409171407,5322.26925824537,-6189.43536405023,-6648.42160966251,774.360701922424,3648.70195275307,-6024.60202742487,"USA.YukonKuskokwimDelta.2","presence"
2992.99523523892,1506.98144289461,4502.03193622058,-5934.73135763842,-6065.14454203363,458.731525985784,2851.29132469699,-6057.28792828422,"Norway.Javrresduottar.EC-Salix","presence"
3547.90252605926,1777.23067218473,3460.93830440068,-4054.63877125767,-5871.23212069548,698.659589021863,2017.56391384932,-4440.17475669892,"Canada.KluaneLake.Ruby-MixedTundra","presence"
4985.16695212396,1960.91676479605,6153.03658279257,-5988.01321865103,-7390.26650983762,561.297158081578,3435.30664637909,-6446.73575231855,"Canada.BonifaceRiver.AB8","presence"
