"spectral_EVI2b_endSnowfree","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_startSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_EVI2b_changeSSES","spectral_NDWI_annualMean","site_code","presence_absence"
659.552851538883,627.994671560507,727.521225212106,1254.41685224979,-1528.13511211564,-1594.42689530748,-13.727986689767,-1274.89247612004,"nonveg_979","absence"
368.439434010762,626.772196718249,606.818131973214,830.248520597936,-1847.13876981317,-1714.31610358868,-26.590575778197,-1985.93045580342,"nonveg_624","absence"
-350.794448513017,-89.4030760055091,-407.504467407379,-759.109947388871,-315.153623132383,-620.06033968038,15.6238462945625,-456.293999937769,"nonveg_689","absence"
2481.05901043238,3024.76711735994,1861.43730485839,3357.97952590774,-5394.75946291302,-5680.05306846375,12.423211080779,-5150.2230544281,"Canada.ChukotkaRiver.TPO2","presence"
526.386026134162,1116.1469744766,36.6273452461322,193.904433673218,-1477.05653832571,-1173.00136466692,14.1958433794592,-1484.21358430497,"nonveg_922","absence"
2309.33832961715,3136.80563455014,1667.08848048705,3645.84989391026,-6506.89053951824,-6056.89457138704,29.0482966800588,-5724.42001740473,"Russia.Yamal.Nadym-2-H","presence"
2245.48074077349,3022.71843449801,1767.79056266087,3399.00933949002,-5855.3295477851,-5984.62068840645,11.4230986872348,-5127.86793002458,"Canada.DaringLake.LowBirch","presence"
2516.05092999086,3559.85616171952,2122.81182576382,3718.40746337241,-5681.0402851449,-5998.6302111001,12.9522664605109,-5451.36587413142,"USA.YukonKuskokwimDelta.UB3","presence"
239.590554694457,366.070386461222,298.675138868481,849.839639905232,-2235.16835752553,-1979.38862255915,19.2527697625784,-1668.80557365211,"nonveg_684","absence"
3607.36245680964,4002.97166779562,2476.80331493583,5542.05229660784,-7010.75935389433,-7049.66979530991,16.0419998915603,-6304.26200387064,"Finland.Kevo.7","presence"
3084.79988050072,3404.6299406387,1633.68267062195,3013.77300825724,-5650.12827262269,-6300.32464186906,49.7327280275344,-5282.12328742957,"Russia.Tiksi.WetFen","presence"
475.153579988439,788.945122869988,264.403462511564,533.712005383276,-1232.47550272163,-2784.13791404915,-3.52492891828732,-2142.83184987051,"nonveg_619","absence"
2258.52723437935,4319.39642169857,2921.66890769457,5321.09307445894,-6032.78943515129,-5977.56744252201,18.3224117580495,-5605.45408825929,"Russia.Tazovsky.Burned44","presence"
262.835588239063,-551.914058626605,73.4494797054338,22.0233742566698,-958.452495304555,-1627.83460392401,-0.322334683407911,-919.266870668439,"nonveg_995","absence"
2622.30693913486,4012.88411753602,2176.64960332035,3983.69414188103,-6245.96399346267,-6295.90891062882,41.6610938737887,-5615.25495202417,"USA.NorthSlope.HappyValley-C19","presence"
3259.24261012474,4753.4534360574,1678.04684778553,3757.97451596134,-7230.7898201283,-7439.45022658967,39.0789817833883,-6156.40838138902,"Finland.Kilpisjarvi.19","presence"
-90.3870652774347,-232.634882178564,812.782757466397,-759.80702140911,3804.87708968635,2414.37000320288,-45.0440561397409,3498.24783187448,"nonveg_1854","absence"
729.105621211624,860.818426096886,851.15547713533,1142.56712175569,-2279.5026712801,-1311.69488918853,-9.58955594728199,-1407.10413402531,"nonveg_916","absence"
-423.629873396183,-391.070477131824,10000,-19.1808330939818,-382.811690059017,-1438.99540973821,-406.366761041309,-555.886995971686,"nonveg_1241","absence"
2076.60785495767,2442.43750147404,1530.35631587944,3323.91981046673,-5010.03281558419,-5095.45822318115,23.8324650435079,-4441.30423263634,"Canada.PayneLake.TD0","presence"
64.5494226077718,464.974623439219,-35.2241870033185,-21.8027811660525,-901.452603701431,-974.42747583717,17.719478579353,-1034.22278973948,"nonveg_976","absence"
3032.77870573335,3574.50031993789,2159.80211337871,4239.53837616508,-6942.65797381453,-6678.03379170749,15.3703054628245,-5114.99776671713,"Sweden.Abisko.NT-SparseVeg","presence"
1595.76946067274,3153.03936608228,1487.00992322392,2925.89185240019,-5471.99582644813,-5659.5592889316,27.5792893312254,-5369.69727968047,"USA.NorthSlope.Sagwon-C15","presence"
3009.32807265633,4093.77581448608,2584.91565962511,4543.78674396029,-6269.65155278616,-6574.15131862127,46.5707403952814,-5393.47262005499,"USA.BrooksRange.7","presence"
876.706827577639,949.218532991955,493.192571935648,556.948877230381,-1819.11030267114,-2272.55001081115,28.6099346117715,-1779.8251828823,"nonveg_880","absence"
327.098820770428,532.477493139769,490.925212068813,-1126.23087036028,433.535577590011,-255.815854798516,-39.9763321775201,720.696602090247,"nonveg_593","absence"
3322.54104889603,3728.01922945491,2342.6028000394,3994.87738130007,-6574.68328825984,-6272.41373121703,18.9040854225066,-5887.5038979153,"Russia.Tiksi.Bog","presence"
242.867776468192,-63.007897299993,589.57203287383,-293.482722756174,-1298.05848985007,-1810.06160313155,-8.80825348051243,-835.703160171733,"nonveg_1473","absence"
2863.69687654541,4151.34661197603,2342.38196782371,4574.94528645455,-6617.07643436235,-6763.27600348096,56.8534512719236,-5519.97540453264,"Canada.BonifaceRiver.AB2","presence"
2516.05092999086,3559.85616171952,2122.81182576382,3718.40746337241,-5681.0402851449,-5998.6302111001,12.9522664605109,-5451.36587413142,"USA.YukonKuskokwimDelta.UB3","presence"
396.78323581495,889.93996151448,136.016282546781,203.820118702982,-1814.61400401192,-601.145910315515,18.5853427285038,-1208.63820539328,"nonveg_912","absence"
771.349416137525,1015.31894891431,807.383773897988,1446.50534506988,-2473.52961995622,-292.220972979418,-0.593643592924975,-973.436717635055,"nonveg_790","absence"
2487.42330978746,4298.32843195357,1896.88146127129,3173.62267857749,-5923.56905978018,-6103.93847716611,27.4548391836691,-5209.955112158,"Russia.Kolyma.OW1","presence"
875.583703533855,932.283024589702,452.600435045056,538.473847817034,-2060.92425258756,-1367.34425064185,6.64672840186045,-1633.5148327361,"nonveg_1261","absence"
2633.67771726,3290.21486266991,2046.17755024396,3214.91358664961,-5870.60772831204,-5948.23654601124,22.183748139059,-5666.32836156141,"Russia.Yamal.Kharasavey-1","presence"
844.73635137904,2254.15722019553,-92.2022364621085,31.4139799994772,-1599.16435150218,-328.457985720477,25.2209332723567,-1084.99750302932,"nonveg_677","absence"
3252.40474726015,4236.1082155045,2343.28804511676,5405.46177935063,-7031.58836484492,-7268.48816242787,35.1663585278595,-5756.05846612696,"Sweden.Abisko.VJ-MesicHeath","presence"
2523.53289528914,2552.71385337871,1558.62625518327,3074.20410609593,-5836.56721906059,-5948.00717485921,13.019620005713,-5390.4016599777,"Finland.Kilpisjarvi.18","presence"
804.92132597641,1173.57811835052,809.489202650453,1728.75671207354,-2657.62340891979,-2657.1536743908,3.71778807086566,-2551.90337749374,"nonveg_758","absence"
2051.51937761324,2809.43137243823,1338.06984266873,3594.89597456017,-5960.58662735681,-5986.53926335348,24.3752429120269,-5635.12766543899,"Finland.Javrresduottar.EC-Salix","presence"
2640.52755668846,3314.75072738087,1578.32081244308,3629.54908878987,-6310.13088322154,-6713.33467477948,4.78136205778407,-6125.28360177835,"Canada.LeRoyLake.TDA3","presence"
393.446320777855,559.323196507571,348.005295821964,1162.25597305165,-3422.7651094483,-2689.83441382196,35.0899456050589,-2605.18773185937,"nonveg_986","absence"
4135.90875087654,4608.20160332166,3148.19039714753,6081.34728647095,-7577.62365672046,-7444.87968504596,17.5819033465022,-6911.90175654901,"Finland.Kevo.2","presence"
530.088777412246,182.305279839757,60.5964903686385,423.974368556111,-2364.73360060733,-2057.42727294997,4.60513643305159,-2048.06660611466,"nonveg_953","absence"
2863.69687654541,4151.34661197603,2342.38196782371,4574.94528645455,-6617.07643436235,-6763.27600348096,56.8534512719236,-5519.97540453264,"Canada.BonifaceRiver.AB2","presence"
-350.794448513017,-89.4030760055091,-407.504467407379,-759.109947388871,-315.153623132383,-620.06033968038,15.6238462945625,-456.293999937769,"nonveg_689","absence"
1538.26285804012,2138.49107162469,402.03882207829,-323.793640069036,-750.201033069281,-1892.70316477106,38.3694454376407,-1688.1041766253,"nonveg_647","absence"
239.614961491355,323.327261207645,14.1761601856951,1535.89022123156,-174.713168658958,-1134.02890784828,4.5757861973631,864.596255734862,"nonveg_851","absence"
2776.18399351982,4773.15802712458,1493.58168395335,3780.25617769644,-7481.08199237165,-7908.25005093001,40.2805499358341,-6296.28801383623,"Finland.Kilpisjarvi.17","presence"
2548.97032438993,3566.30905793865,2238.08400676623,4593.30195951854,-6046.16252844969,-6229.90786495525,22.2766511756868,-5701.8231776358,"Russia.Yamal.Nadym-1","presence"
1418.53535126136,1500.39367385013,1094.92358649158,2221.76174496192,-3767.66200587726,-4107.72998007197,29.7162342103408,-3759.36026372042,"nonveg_1069","absence"
1392.40165302184,2130.73028108528,1085.69690111694,3567.42657642195,-5723.82336552183,-5597.57519763791,53.8572582802443,-5441.46305228686,"Canada.ChukotkaRiver.TH5","presence"
942.026140773504,530.851040167259,-394.619299912796,-597.692204055166,-2095.16993421605,-2254.82811759722,26.4492998719372,-2398.25407513425,"nonveg_816","absence"
2540.93203416931,3496.6622199049,1881.38096601818,4370.25143318394,-6333.33571115262,-6464.07044511732,21.7187045514115,-5937.81176327362,"Norway.Javrresduottar.EC-Hummock","presence"
3507.00614648071,5254.15611687659,2571.16892778716,4070.2212645883,-6359.9283106223,-5944.89268777031,29.6063356991546,-6034.49669353346,"USA.YukonKuskokwimDelta.2","presence"
3253.88714710031,3524.17468785284,2150.65873791689,3684.45031145205,-6107.4126610904,-6827.67857864986,24.892681610812,-5978.18957625512,"Sweden.Abisko.VJ-DryHeath","presence"
3094.00005190899,4219.72266066997,2228.26159617909,3957.74048147422,-6127.42295657637,-6811.78364499113,36.0829057991334,-5942.37385271283,"Russia.Yamal.Laborovaya-1","presence"
267.116249220895,-562.484098365494,-458.117231927377,-1429.74213801652,9112.84012419496,4941.74215308851,-4.1370252961192,6284.97801582535,"nonveg_1344","absence"
3102.29539945724,3905.06294851299,2418.47928250229,4835.32533823635,-6616.84764658476,-6781.40409928262,37.8673457668404,-6483.92223942965,"Sweden.Abisko.NF-BirchShrub","presence"
3562.1463288267,4562.44076039658,2015.55210440648,4420.53020724187,-6200.44055996302,-6610.43785761535,65.9402773183723,-6339.05540129703,"Sweden.Abisko.KJ-SalixShrub","presence"
1908.07493361419,2242.69142844195,1265.09904101687,2746.76570979384,-4794.1769380896,-4738.46410461573,1.25096378555765,-4465.72058877437,"Canada.BanksIsland.GreenCabin-C09","presence"
1127.96801933215,1575.44951974533,805.814932502855,1485.89494157824,-3765.81878257763,-3759.57960303817,40.4803671319255,-3691.3162013613,"Canada.BanksIsland.GreenCabin-C08","presence"
1126.69634899412,600.38638369255,976.67727021154,1411.2975156434,-2176.61507410373,-2295.14387693084,-16.0337647914563,-1898.39471343821,"nonveg_926","absence"
1694.76704174012,2771.52761529593,1456.27152514126,4873.39617291727,-6090.47867081447,-5584.85922584543,23.8093069034283,-5628.58845957512,"USA.InteriorAlaska.1","presence"
675.678927354463,1588.6042553529,1220.59480674214,2723.73496380905,-2795.42667375889,-3133.52095706997,34.1542304482184,-2969.80790786735,"nonveg_1132","absence"
1908.07493361419,2242.69142844195,1265.09904101687,2746.76570979384,-4794.1769380896,-4738.46410461573,1.25096378555765,-4465.72058877437,"Canada.BanksIsland.GreenCabin-C09","presence"
2245.48074077349,3022.71843449801,1767.79056266087,3399.00933949002,-5855.3295477851,-5984.62068840645,11.4230986872348,-5127.86793002458,"Canada.DaringLake.LowBirch","presence"
475.712341886535,676.615706231293,60.3024237972846,221.239349121957,-86.3275138744317,-349.418176019589,2.14403359740274,-541.76744270264,"nonveg_1316","absence"
2121.28863399851,2919.11433929861,1807.89837186701,3402.00197183316,-4949.34921699665,-5865.65238349651,45.4107172702459,-4661.62295955449,"USA.NorthSlope.11","presence"
326.32199500099,292.214316931796,286.786715999892,504.98307556288,-1293.44441790414,-1885.99544444449,1.12435828908177,-1641.87275858365,"nonveg_955","absence"
2687.24953189362,3050.1519130793,2159.63251185552,3737.3145876446,-5757.59601887642,-6013.1504430236,7.94889872876622,-5750.8147226765,"Russia.Yamal.OstrovBelyy-1","presence"
441.140297807513,-712.868000350118,349.513754722739,238.855814614109,-763.382595799176,-1589.22891542914,-5.60362625704036,-189.404399869783,"nonveg_1889","absence"
93.8296062915394,419.507453927495,326.88983717355,972.692972801265,-2356.01487370137,-2682.31382800936,18.5274453720662,-2289.93552730068,"nonveg_913","absence"
2891.64254445466,4631.09895405479,2558.18415858032,4417.11077175588,-6381.88050929824,-6659.8271920499,44.8405024950254,-5953.83724243718,"USA.NorthSlope.Ivotuk1","presence"
3419.54471426751,4916.14785815398,2158.7045858524,4451.72245557839,-6776.55526481225,-7625.5847747877,40.4272136580434,-6146.37193377676,"Canada.BonifaceRiver.AB8","presence"
102.881446106939,1213.00262798538,31.6312815386037,30.4750033152453,-896.389379465092,-442.664278976028,-2.48977643379894,-645.826227884832,"nonveg_1234","absence"
-285.054907983878,637.570962271065,-76.3222941639514,-1864.90636205843,-62.2441723610218,-13.5971077000176,9.27114902534832,353.32134876865,"nonveg_1642","absence"
3463.20292684784,4312.34057876301,2484.82431923862,4711.91131876929,-6567.19231283788,-6752.13493146935,16.757679188413,-6015.13976254644,"Sweden.Abisko.NT-MesicHeath","presence"
-805.640553633118,-174.85126444943,-177.323979308738,-2020.36154308684,5465.33835693356,2570.78152329044,13.5607372141572,5439.4784574463,"nonveg_1720","absence"
1154.59439527957,853.278149927146,-334.502662493697,-386.496153544174,-2798.17893222936,-2948.51760443065,17.1538584033309,-1941.29945431429,"nonveg_804","absence"
1269.79632434599,1572.14255403315,1034.94620852871,1582.58121463459,-3239.0030524405,-3152.77520880167,-3.40770098778989,-3311.8451970122,"Canada.PrincePatrickIsland.MouldBay-C03","presence"
2805.47508485693,3713.94828863782,1407.97989749707,2854.02218762562,-5940.47785359607,-6111.49428336048,46.9941001795071,-5401.03082723597,"Sweden.Abisko.KJ-BirchShrub","presence"
2984.16219789782,4516.99026203357,2651.18797024469,4262.93737923679,-6218.91999997895,-5404.16510397909,36.2827514391705,-5280.76185162664,"USA.BrooksRange.6","presence"
942.026140773504,530.851040167259,-394.619299912796,-597.692204055166,-2095.16993421605,-2254.82811759722,26.4492998719372,-2398.25407513425,"nonveg_816","absence"
2487.42330978746,4298.32843195357,1896.88146127129,3173.62267857749,-5923.56905978018,-6103.93847716611,27.4548391836691,-5209.955112158,"Russia.Kolyma.OW1","presence"
522.951796172608,27.8435954297719,-471.537443547919,-355.119982801133,-387.472843386489,-1564.85925340286,62.1231668685517,-866.428971381943,"nonveg_931","absence"
678.083264854998,670.32731301313,825.783881661831,1683.39078299291,-2641.95819685907,-3051.48385197228,-10.6484235726113,-2341.14737833413,"nonveg_957","absence"
2891.64254445466,4631.09895405479,2558.18415858032,4417.11077175588,-6381.88050929824,-6659.8271920499,44.8405024950254,-5953.83724243718,"USA.NorthSlope.Ivotuk1","presence"
732.739495712114,637.450818157727,589.32087211692,1483.49211737258,-645.928929648249,-2084.03594101975,-28.7852651482245,-2009.41665323163,"nonveg_745","absence"
1694.76704174012,2771.52761529593,1456.27152514126,4873.39617291727,-6090.47867081447,-5584.85922584543,23.8093069034283,-5628.58845957512,"USA.InteriorAlaska.1","presence"
2157.78554946678,3027.11169111334,1854.88759135785,3622.38932130895,-5776.76108751381,-5894.07314704722,44.2781838903118,-5182.60679002679,"Canada.ChukotkaRiver.TPO3","presence"
2273.81278463684,2764.51644601288,1946.94552656212,3616.19475598251,-5491.81513663576,-5647.60165367819,6.66028769608994,-5437.47779345542,"USA.YukonKuskokwimDelta.15B5","presence"
2054.82735179087,2252.62077048525,1382.39216744511,2818.08574169638,-4912.58035194176,-4937.20636461014,10.7737967582482,-4749.22774455874,"USA.NorthSlope.Atqasuk","presence"
336.589788056571,309.952509226301,233.588258334623,316.48296556676,-812.639149243678,-768.803235205026,8.58150342709476,-612.649683590124,"nonveg_703","absence"
2011.40304407854,1655.584544845,1192.66179012129,2264.68432029829,-3595.47781942533,-3633.41284113878,32.5701721840585,-2969.2122275598,"nonveg_662","absence"
706.676301254676,505.994058871071,812.884857871096,1221.96839022049,-1529.50402388057,-1744.07791793256,-18.7948179131726,-1405.5331191923,"nonveg_809","absence"
454.586030942371,746.123448590672,297.070928175717,749.25213248663,-2004.59797417464,-1762.50967031589,9.74812999452672,-1773.93731414471,"nonveg_769","absence"
3224.00481509677,4173.71699051516,2407.76550617343,4555.22366733878,-6789.10829044656,-6715.14033310435,29.0965790612928,-6202.0600438336,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
1928.74100869259,3517.13853529256,1427.00462362173,3351.01082861521,-6340.9309928438,-6692.75991215703,20.182245589555,-5841.46542413144,"Canada.DaringLake.MediumBirch","presence"
380.512724985297,399.156526367965,23.3462738589667,153.886269932553,-1275.7089252808,-1411.9588481102,1.99278818516548,-1469.75240887266,"nonveg_956","absence"
241.3271215906,751.288110571839,282.275568854179,455.845525729171,-2065.39669902889,-1253.36612449779,10.7376105631791,-1306.19193007614,"nonveg_779","absence"
1908.07493361419,2242.69142844195,1265.09904101687,2746.76570979384,-4794.1769380896,-4738.46410461573,1.25096378555765,-4465.72058877437,"Canada.BanksIsland.GreenCabin-C09","presence"
996.562575533818,765.578006429976,-120.565609050592,429.823990504477,-964.650657413974,-1555.71741274169,-6.38228003037981,-1588.94833916218,"nonveg_714","absence"
2548.97032438993,3566.30905793865,2238.08400676623,4593.30195951854,-6046.16252844969,-6229.90786495525,22.2766511756868,-5701.8231776358,"Russia.Yamal.Nadym-1","presence"
491.464073924547,188.293160432139,394.84609172745,812.019959903482,-2236.00229124244,-2283.06979609558,-13.5674600928092,-1892.04701211475,"nonveg_693","absence"
243.16700961853,829.620248522085,368.597844507083,982.511976901847,-1844.77693998479,-1487.1355879584,-2.03265654031927,-1807.43475824139,"nonveg_968","absence"
632.924262357642,186.234056088018,304.705568563878,398.936744353688,-870.672883619363,-1165.40189856466,-11.2884185632879,-578.902587624893,"nonveg_582","absence"
1316.03202345942,1443.92864976711,784.549903786379,1120.1970234512,-3343.21806145738,-3449.9214098736,-4.34081551866854,-3087.58076339286,"Canada.PrincePatrickIsland.MouldBay-C04","presence"
2467.89511496626,4006.50627562646,1995.12761335527,3706.14114620078,-6087.79769953377,-6414.71538825373,55.273465370539,-5621.52319838816,"USA.NorthSlope.Oumalik2","presence"
604.438761297322,69.3098743562223,30.5610218515706,346.792147657341,-2208.05485935798,-2242.73672940115,19.8167615397765,-1879.38125079491,"nonveg_695","absence"
980.62410542431,872.03127600391,1159.83842589975,984.481519765799,-1981.11571753913,-1479.82924506014,-5.62116616354975,-1226.53622252697,"nonveg_700","absence"
519.964024457475,-101.637566141927,-949.866708853079,-2234.55748276341,-1854.41125777812,-2024.35448153164,81.1888023967508,-1022.62905862624,"nonveg_1834","absence"
441.140297807513,-712.868000350118,349.513754722739,238.855814614109,-763.382595799176,-1589.22891542914,-5.60362625704036,-189.404399869783,"nonveg_1889","absence"
2991.24405564972,4311.22727412736,2373.68037239342,5041.76158373809,-6426.97093196186,-7291.85531876651,37.4730970398608,-6783.0654520467,"USA.InteriorAlaska.21","presence"
2640.52755668846,3314.75072738087,1578.32081244308,3629.54908878987,-6310.13088322154,-6713.33467477948,4.78136205778407,-6125.28360177835,"Canada.LeRoyLake.TDA3","presence"
3009.32807265633,4093.77581448608,2584.91565962511,4543.78674396029,-6269.65155278616,-6574.15131862127,46.5707403952814,-5393.47262005499,"USA.BrooksRange.7","presence"
602.308860837294,367.225357106824,279.736262671555,536.316186664347,-2198.8601658701,-3362.31772097769,38.7409383677975,-2119.61840712967,"nonveg_998","absence"
1961.76927654392,4586.14168103411,1776.98740802794,3177.14494777448,-5115.21424771149,-5966.89925397943,83.6324879694399,-5106.3363120764,"USA.BrooksRange.8","presence"
4576.10412679948,4885.6864833922,3053.46320465609,6328.6659542025,-7761.59330603203,-7753.56131334633,33.5677475012078,-7051.71543807646,"Finland.Kevo.9","presence"
1682.0919888109,1938.47476882798,1010.41177023141,2398.78214542101,-3643.43625608369,-3554.18597958101,50.7034033849372,-3437.1909140822,"Canada.PrincePatrickIsland.MouldBay-C05","presence"
368.439434010762,626.772196718249,606.818131973214,830.248520597936,-1847.13876981317,-1714.31610358868,-26.590575778197,-1985.93045580342,"nonveg_624","absence"
344.718734042671,194.488133771191,-349.60916075871,-421.917210406839,-741.697815938987,-1437.83694621252,11.4464960999405,-1070.76252242796,"nonveg_932","absence"
454.586030942371,746.123448590672,297.070928175717,749.25213248663,-2004.59797417464,-1762.50967031589,9.74812999452672,-1773.93731414471,"nonveg_769","absence"
2584.62270397532,3228.44244877551,1877.09906958187,3456.62976038237,-5544.76680269341,-6082.75310533616,25.4524426996889,-5997.9172960651,"Canada.PayneLake.TDA2","presence"
40.3128774374842,1112.97077443526,-193.513417341388,-502.850442345648,-1135.99110909554,-611.83787105119,11.3979529051181,-1480.68113818704,"nonveg_1037","absence"
2498.90067844031,3100.43367982961,1631.59829788212,3823.23642668643,-6278.35630994681,-6236.18163344118,52.5891369964208,-6027.82497618261,"Finland.Javrresduottar.A-Sedge","presence"
2641.2979887643,3194.98041221707,1179.40987307149,2609.42587218647,-5880.40633724829,-5864.43365833538,39.0106107734145,-5174.35264708461,"Russia.Kytalyk.T3","presence"
1694.76704174012,2771.52761529593,1456.27152514126,4873.39617291727,-6090.47867081447,-5584.85922584543,23.8093069034283,-5628.58845957512,"USA.InteriorAlaska.1","presence"
2659.10780295905,3494.38674766472,1732.09655392677,3163.78472452699,-6185.311161488,-6440.82014247466,-7.06551832698744,-5687.78155760427,"Canada.DeceptionBay.BEGL2","presence"
373.486982713349,10.0273026073073,482.845677845692,1107.69709278063,-1595.94390407614,-3084.6374999927,12.5970227862625,-1935.26775533405,"nonveg_882","absence"
2560.92313212537,3244.00216936708,1754.98064015697,4257.09393751388,-6330.25983569988,-5889.13238032541,38.9023529342397,-5705.4461003669,"Finland.Javrresduottar.A-Salix","presence"
2687.42997800088,3174.58382999916,1517.79510707769,2715.89090915539,-6275.46530852573,-6426.87572823399,25.1400342840305,-5496.69876074797,"Canada.CoutureLake.TDA7","presence"
-93.3731599431206,561.551500815915,1422.9576587515,1628.29224185586,-196.775619511917,-986.197893099931,-33.459879540484,-383.019461008653,"nonveg_670","absence"
1563.28561315201,1157.53258338233,1488.82268141964,2133.60564825881,-3032.07286901279,-2198.86814654545,-52.5986272918691,-2275.60275661184,"nonveg_561","absence"
1059.76245140421,846.205563628904,735.938964325096,1545.28242946429,-3734.2457960316,-3232.26352823862,8.70081946962084,-3157.67648043037,"nonveg_764","absence"
3211.74375910177,4116.9221705318,2644.94152477764,4346.81786925429,-6543.38003192513,-7020.04367688517,14.3165984660103,-6454.19535796768,"USA.YukonKuskokwimDelta.72B3","presence"
1059.76245140421,846.205563628904,735.938964325096,1545.28242946429,-3734.2457960316,-3232.26352823862,8.70081946962084,-3157.67648043037,"nonveg_764","absence"
56.8153225828025,830.643542068919,505.97929988255,989.675180962871,-2925.17544089813,-2173.24375412132,-15.3514369527318,-2433.35055537855,"nonveg_606","absence"
2613.45076502151,3636.46802530063,2129.34825759483,4702.70900146242,-6472.589301757,-6483.33858225195,29.4796277709716,-6322.07944551491,"Finland.Javrresduottar.A-Sphagnum","presence"
699.258840435063,475.319040794265,463.237248152386,1418.86195693044,-2643.51555956059,-1913.00567941338,34.8455738485383,-1885.55904846407,"nonveg_736","absence"
455.388643198962,465.437259430505,-237.518719991818,-2581.46551546391,-1220.44820201371,-1351.58239542409,4.3579736817586,1022.05867010833,"nonveg_1794","absence"
2234.7013426754,2748.87454424463,1815.23901091026,3704.58572035211,-4876.63176615874,-5127.34686957242,7.4914095060633,-4674.4296426224,"Canada.LeRoyLake.TD7","presence"
1857.16621316064,3304.44396228561,2309.12807004987,5532.22857658055,-5925.68790602373,-6365.8362569951,21.3902409931486,-5802.57738026746,"USA.InteriorAlaska.4","presence"
272.945517283543,-42.9747607244278,-12.7630401137067,410.617175401965,-1389.4266302616,-1892.91119933227,161.048119162734,-1385.28760953263,"nonveg_972","absence"
2750.6286281353,3802.35223950584,2465.83260789067,3880.5509611282,-5986.46977312795,-6327.73297146033,27.9344987436358,-5545.0966049635,"USA.YukonKuskokwimDelta.UB7","presence"
676.079780508962,886.902854205407,603.130015302537,1031.26908686451,-3028.09626283209,-2728.58288309594,21.5075663079243,-3003.0071884904,"Canada.EllefRingnesIsland.Isachsen-C01","presence"
3026.49994137188,4169.18502249598,2478.35349105774,4310.1136788932,-6456.67526830051,-6908.05266399497,23.4064831926793,-5929.29239915452,"Canada.ClearwaterLake.AB3","presence"
444.22994720143,137.840587214014,833.085935980407,1269.22054246189,-2212.64056493348,-2653.54512067915,-5.27230382321233,-1645.67223636973,"nonveg_935","absence"
541.060600722811,811.906499010515,852.317252051972,1193.68046272361,-1699.88072872594,-1871.84090086332,-6.20868311644368,-1900.36445611616,"nonveg_1309","absence"
-804.548117734014,631.158327720861,6121.03071531205,-947.976601223125,-3580.72973211912,-1763.01312897331,-188.736535718967,-1797.82696090126,"nonveg_1353","absence"
