"spectral_EVI2b_lateSummer","spectral_NDWI_endSnowfree","spectral_NDWI_startSnowfree","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","site_code","presence_absence"
2333.63638157531,-4644.68580395886,-3292.29248823963,0.311173278093338,0,1991.76068270073,-4857.36166231264,-4536.7677043961,"USA.NorthSlope.FranklinBluffs-C17","presence"
1138.60803176668,-2112.94349771541,-1821.38730030974,2.75148224830627,0,931.86410134867,-1648.92658946218,-1669.83955545223,"nonveg_867","absence"
-250.497340890955,-343.922440710333,-573.102570409493,23.4449310302734,0,-60.8429828222985,-1134.24176683323,-936.524428932728,"nonveg_870","absence"
2031.46091694359,-2662.7425441609,-1576.11233938284,13.2748689651489,0,1540.47408836655,-2466.75725977609,-2428.69321603073,"nonveg_706","absence"
3459.43305535798,-5789.44156138534,-5219.28701702715,3.07536249160767,0,3343.54662428449,-5737.57084375361,-5867.99508940838,"USA.NorthSlope.HappyValley-C20","presence"
2851.24353029032,-5446.08053752469,-4951.29325579827,2.56106119155884,0,2446.13780170452,-5775.04331078194,-5722.35819708147,"USA.NorthSlope.Sagwon-C19","presence"
2782.49521964576,-3482.80944982897,-3875.68173817239,14.6604932149251,0,2170.37822431973,-5080.13442180376,-5160.38212961413,"Canada.KluaneLake.Quill-MixedTundra","presence"
1851.37846395744,-4954.69662997069,-4365.47945807674,5.62116018931071,0,1787.7771227556,-4476.95879564206,-4712.73626609546,"Canada.ChukotkaRiver.TH5","presence"
580.553248747317,-1006.81269976741,-1414.6073060502,1.57385766506195,0,541.360680419067,-1484.98605741632,-1425.82874233768,"nonveg_568","absence"
3854.30990929959,-5697.29696647802,-4700.3880328859,0.439830958843231,0,3536.44636986326,-5686.40523873534,-5858.714554041,"Russia.Yamal.Laborovaya-1","presence"
3796.56019875101,-6162.78864727776,-5319.44649654517,3.71982701619466,1,3389.87491716019,-6366.4741362815,-6544.71971652646,"Sweden.Abisko.VJ-SalixShrub","presence"
