"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_peakSummer","spectral_NDWI_endSnowfree","spectral_green_peakSummer","spectral_NDMI_changeESPS","spectral_NDWI_annualMean","site_code","presence_absence"
2993.71495828119,3674.18159507199,2321.72482830729,7485.15563358166,-6524.26598230803,506.161956059522,33.1474109372575,-7056.86954047943,"USA.InteriorAlaska.21","presence"
2935.42683650389,3102.83814435528,2015.69170013154,6374.049852279,-5691.80682930866,725.927087285136,127.329665499275,-5492.00057585247,"Russia.Yamal.Kharasavey-2b","presence"
674.494539663365,1074.2429380539,88.3269364391019,536.869801684988,-1917.69309004115,1631.1760822653,4.30790062905808,-2203.71208835821,"nonveg_801","absence"
34.4431104367065,542.672814500124,417.223502154536,1184.24194192007,-1301.3022839353,848.158127484995,-21.1940587375222,-1267.90814716486,"nonveg_757","absence"
2061.02768711713,2118.91972159723,1193.03159857242,4197.44095168066,-4233.01997076681,676.999062189464,26.2410379239739,-4341.66486529048,"Russia.Yamal.OstrovBelyy-2","presence"
779.933245022441,753.534116456397,-142.028063436534,732.337237059791,-1314.4716403919,1856.56556072776,-21.5388208640214,-1493.67180371314,"nonveg_568","absence"
381.665090123945,253.624476110477,1040.26183574463,2405.93703924698,-2955.05675250882,712.113735981844,12.9920023081292,-2597.36017671881,"nonveg_612","absence"
2223.06143718846,3053.08904448581,1813.85102413057,5885.87430834372,-5649.20076286917,648.173064618078,48.5650917967918,-5537.5828917502,"USA.NorthSlope.12","presence"
1403.09214550877,2389.83119174843,1072.63723030645,5477.40384679166,-4477.6623531957,773.282865835903,43.4707998407166,-4664.57048690872,"USA.NorthSlope.FranklinBluffs-C16","presence"
3333.34193567169,4191.11476163093,1888.8941977064,8162.81217887657,-6227.93306842897,373.759684746545,42.6745667539922,-5848.77428151008,"Finland.Kilpisjarvi.19","presence"
-12.3873574295839,-21.3097090323365,241.86985134002,-1138.71354359087,10000,421.299383139767,-89.2008892023301,8243.30104110042,"nonveg_1695","absence"
2747.53465319876,3554.3792263245,2041.26719224741,6486.94493078534,-6073.32986132722,731.949700069967,-2.28832550261691,-5484.93411335134,"USA.SewardPeninsula.QuartzCreek3","presence"
538.279666722493,331.116790813779,-105.232265931635,1339.28744357363,-2467.00233181943,1101.26375680177,-32.7974360483356,-2250.80778490317,"nonveg_954","absence"
2408.25352057897,2562.82773260861,1463.47569385345,5142.43335129868,-5339.40869954776,519.522270461049,13.9070399497957,-5237.28473146337,"Finland.Kilpisjarvi.18","presence"
425.356142185083,426.94323282311,508.663481123009,1777.11114169561,-1069.2080915108,1139.3806872776,-16.5060459994389,-264.254420937173,"nonveg_751","absence"
3375.62479073768,3995.77714795038,1876.81982772914,6974.24809847537,-5473.63486368306,602.507865986327,48.4351258266074,-6437.17918368038,"Sweden.Abisko.KJ-SalixShrub","presence"
236.651385754533,698.660835217021,418.910704985356,1979.28277264978,-2329.71334499242,794.931155338153,10.2647541564852,-1769.21274347474,"nonveg_769","absence"
733.852815324474,459.359717844253,691.779225244957,2240.61144813589,-1166.76412375915,1631.69328403095,44.0961854906171,-1391.27303062011,"nonveg_814","absence"
3154.43871188012,3656.92632260557,1189.46835997329,6914.60757341475,-5838.53199134228,534.832533881917,6.59235229127282,-5238.1990029704,"Sweden.Abisko.KJ-BirchShrub","presence"
1137.86447701606,1162.47318638125,673.518258440347,2546.76704574225,-3047.4102878972,890.718433052986,-11.2325174831224,-2589.77023045783,"Canada.Ivujivik.TP12","presence"
212.239673340991,678.174869695734,151.299962873676,1409.55103289732,-2768.74142700952,2539.26953172729,25.6637866613925,-2256.70721264863,"nonveg_855","absence"
2206.52966768927,2772.81554281347,1653.01434487971,5524.10333495477,-4852.3911975125,727.743649328815,34.0749161164251,-4246.70175855079,"Canada.PayneLake.TD4","presence"
2397.1029393805,3650.138316006,1959.12979691989,6593.3435550223,-5436.71922817057,675.865648583676,41.6869165122434,-5473.91116837038,"USA.NorthSlope.Oumalik2","presence"
-209.8289614194,103.835831770197,-425.28229074941,81.1013154737262,-1972.20984788508,1179.08882587758,-5.11453933813386,-1500.40502052405,"nonveg_973","absence"
2363.01103890909,2618.47694255155,1905.65959523257,5119.25740567006,-4716.9044788571,708.00280348761,-0.483941200863461,-4900.56596127962,"Canada.LeRoyLake.TD7","presence"
567.099920101446,1026.09326346526,268.238264923118,579.326680383643,-1746.77824895469,2115.71106148758,3.20842099518052,-1652.08295619929,"nonveg_1261","absence"
-228.324636932903,477.081648120755,10000,904.726425684274,-800.86024421258,1787.61012399137,-106.989253948374,-421.816971746923,"nonveg_1241","absence"
2363.01103890909,2618.47694255155,1905.65959523257,5119.25740567006,-4716.9044788571,708.00280348761,-0.483941200863461,-4900.56596127962,"Canada.LeRoyLake.TD7","presence"
18.2182236177071,-497.53583496099,-228.261818215843,-494.953405354369,421.211832339363,1217.98915307421,-18.6844946024975,-165.312824803688,"nonveg_1161","absence"
-104.233075501263,1379.09842888013,861.762677368814,2781.80343610278,-2405.44365897584,773.895552748768,45.3864026165571,-1925.31707645849,"nonveg_666","absence"
1294.56484187989,2663.08627247369,1574.38200347947,5808.6489809487,-3542.58060572233,569.024313359541,34.4417908188001,-5462.46260259617,"Canada.KluaneLake.Quill-MixedTundra","presence"
2411.78953797906,2719.03955043809,2404.34868325787,4954.24882547804,-5651.69804627971,797.413376861795,-8.80160757960147,-5273.0041981205,"USA.YukonKuskokwimDelta.6","presence"
3033.12382249283,3531.36730056785,2305.22101768737,7236.76919823653,-5808.73291193006,579.650362520764,-13.2899022468698,-6252.30938264415,"Canada.BonifaceRiver.AB2","presence"
2665.4765333587,3216.13427854991,2447.97892121602,5569.50331008397,-5599.69997151737,698.218651747618,8.16400929163714,-5066.76720520141,"Finland.Kevo.8","presence"
587.196464754871,663.012685509452,123.416317992493,1475.9465193298,-1981.5178849664,1586.31542131183,9.82942279297978,-2132.61030460656,"nonveg_849","absence"
2573.75976255141,4065.02207674012,2002.36980634301,7832.72377453636,-6236.45411507064,502.364454217324,36.8499388230403,-6344.1526270279,"Canada.ClearwaterLake.AB2","presence"
269.709584308589,253.756913827633,240.919445401925,953.807288331382,-1351.04716925399,1800.54134121552,19.7669921171271,-1126.52227674756,"nonveg_994","absence"
520.252616995971,776.710452394737,117.088086286705,2084.05490498926,-1703.53523306756,855.647384876211,4.45429640899231,-1523.94181958348,"nonveg_968","absence"
3484.86941007149,3981.57280449745,1939.43271926621,6938.2427445366,-5854.13326013667,451.555709101836,-12.3981145201595,-4994.92501735211,"Sweden.Abisko.KJ-Snowbed","presence"
2071.67746462599,2096.12781405181,1289.01801425073,4937.07079625478,-5085.20298578554,610.224353903889,32.5759177067047,-5307.39992682456,"USA.YukonKuskokwimDelta.4","absence"
1315.79832057518,1646.35059187777,-200.469639947618,4756.14873879972,-3757.53578028033,357.534980421254,-75.4448085791537,-1998.84808272972,"nonveg_1813","absence"
594.508422183835,378.442688901835,815.069053171629,1377.41828087857,-240.551020051048,1486.90167827135,27.0428520986182,-533.42847167158,"nonveg_670","absence"
2104.57466443822,2761.42280712555,1401.81039871174,6545.44603106492,-5936.48201616454,567.034335397241,46.3937817717471,-5150.19931725485,"Finland.Javrresduottar.EC-Hummock","presence"
2927.66221447852,3991.8418194164,2265.99305268033,6788.14483463447,-5918.79417731473,563.54240126666,16.5815357575603,-6050.83827774037,"Russia.Yamal.Laborovaya-1","presence"
34.4431104367065,542.672814500124,417.223502154536,1184.24194192007,-1301.3022839353,848.158127484995,-21.1940587375222,-1267.90814716486,"nonveg_757","absence"
2250.23260609423,2533.05123824744,1877.17665282816,5042.3201711813,-4935.5645994165,682.063401700858,29.218901541949,-5252.23205492418,"Russia.Yamal.VaskinyDachi-3","presence"
1362.85549905984,1906.13626559225,931.181575485436,5399.88170819389,-5327.20730593947,478.305287782048,-5.33465396791082,-5578.24114293043,"Canada.ChukotkaRiver.TH5","presence"
1605.24436117213,2014.12960731907,1829.87033704588,7194.18800196496,-5443.50643127461,358.062401758795,72.155693053752,-5527.94687536631,"USA.InteriorAlaska.1","presence"
487.048454933992,1321.39842148101,1249.02750956687,3843.82673892247,-3919.88027535282,299.778386343567,-15.9383538430156,-3584.1502358054,"nonveg_856","absence"
1362.85549905984,1906.13626559225,931.181575485436,5399.88170819389,-5327.20730593947,478.305287782048,-5.33465396791082,-5578.24114293043,"Canada.ChukotkaRiver.TH5","presence"
881.714312876584,-110.661226477812,-280.968967029661,990.486946279404,-1117.00035413922,1244.07406514603,-39.291445068068,-1253.34933329926,"nonveg_897","absence"
2249.59589537589,2625.26823019013,1305.73593738146,6345.94710419991,-6000.61272101074,418.865096457576,43.5351468783882,-6188.31599179505,"Norway.Javrresduottar.EC-Salix","presence"
381.665090123945,253.624476110477,1040.26183574463,2405.93703924698,-2955.05675250882,712.113735981844,12.9920023081292,-2597.36017671881,"nonveg_612","absence"
223.392674499503,1262.95477113319,1041.46794961794,1786.6484601282,-2534.15447341081,1976.65133023168,11.7852714147541,-1901.98269334323,"nonveg_915","absence"
269.709584308589,253.756913827633,240.919445401925,953.807288331382,-1351.04716925399,1800.54134121552,19.7669921171271,-1126.52227674756,"nonveg_994","absence"
2206.52966768927,2772.81554281347,1653.01434487971,5524.10333495477,-4852.3911975125,727.743649328815,34.0749161164251,-4246.70175855079,"Canada.PayneLake.TD4","presence"
2809.28315163895,3318.85805238289,1765.13018712512,6362.66936322224,-5910.64534852475,534.419618798138,25.7661298716888,-5595.09571178045,"Finland.Javrresduottar.A-Sphagnum","presence"
3071.37708268826,4089.27806748827,1923.2070819204,7298.07605112707,-6663.86383353398,478.560479738329,54.1824662721454,-6900.53338865452,"Finland.Kilpisjarvi.16","presence"
2864.7811225203,3765.02668178152,1704.95604692559,6994.24208420774,-5974.76742065641,593.523975996998,22.375191708001,-6193.10621105837,"USA.Kougaork.GraminoidShrub","presence"
3286.35719628771,3384.47457646054,2317.56941528262,5798.38552904551,-6354.17031393477,659.458651688139,-1.08692690779702,-6312.76284078154,"Russia.Tiksi.Bog","presence"
2665.28329948268,3094.5077020435,1515.2227672253,5918.06269215915,-5211.18958246439,688.930474762711,6.64523149936522,-5612.87220226799,"USA.SewardPeninsula.18","presence"
1229.09907224519,607.775590100186,633.481289808203,1351.2699689386,-924.214141704824,2051.32481417326,4.01334322115467,-1471.56772073446,"nonveg_825","absence"
2250.23260609423,2533.05123824744,1877.17665282816,5042.3201711813,-4935.5645994165,682.063401700858,29.218901541949,-5252.23205492418,"Russia.Yamal.VaskinyDachi-3","presence"
-576.250224771786,1010.97113971483,1063.85236069318,935.846211328779,485.79929136228,1266.3606192165,20.6272611675632,-773.930481146542,"nonveg_571","absence"
2345.16050463785,3183.56061211044,1858.67450043154,5995.0314295921,-5660.36732974357,628.311737010161,37.7039031823242,-4636.17948314793,"Canada.PayneLake.TDA2","presence"
2623.57414640007,3088.31998913567,1927.9105960042,5986.54515838057,-5392.87069131583,745.202803025099,8.75190094572492,-5397.6154984095,"Russia.Yamal.Laborovaya-2","presence"
114.759819199606,399.211367233034,603.980843415266,1532.41127427151,-3262.38083487415,699.770494981628,-23.4689588040097,-2675.17737428985,"nonveg_986","absence"
-215.524227317526,-102.213663613942,-519.607762096381,-186.077649188264,-1064.42790567984,122.320909970774,-60.4496013295976,-755.249202049932,"nonveg_1213","absence"
715.179916731898,547.78658249235,254.734350486743,527.380045774085,-1651.50208014277,1626.71616725505,4.77297247184659,-2423.72849094244,"nonveg_767","absence"
236.651385754533,698.660835217021,418.910704985356,1979.28277264978,-2329.71334499242,794.931155338153,10.2647541564852,-1769.21274347474,"nonveg_769","absence"
1742.2319534808,2051.32824113556,1421.71332420011,4317.65743766479,-4074.2154865674,849.291516823423,-2.72071802550624,-3721.33765377846,"Canada.ClearwaterLake.LS1","presence"
2000.12278976827,3010.75633623443,1883.70447451403,7951.69297488548,-5769.01302651082,477.265231563823,19.5032646593659,-5816.34687297564,"USA.InteriorAlaska.17","presence"
2250.23260609423,2533.05123824744,1877.17665282816,5042.3201711813,-4935.5645994165,682.063401700858,29.218901541949,-5252.23205492418,"Russia.Yamal.VaskinyDachi-3","presence"
3515.89281874823,3987.15530273337,2789.58995685736,6906.38145896401,-6093.46355367622,846.181795528919,21.865359730612,-5900.829920449,"USA.YukonKuskokwimDelta.2","presence"
2243.03323885368,2841.84700664122,1989.44548979837,5914.19443019987,-5742.63484969974,610.703421424982,3.60111681227457,-5587.5278091518,"USA.NorthSlope.Sagwon-C19","presence"
2715.27784037389,3210.91132541515,2163.55123695344,6698.46280111843,-6117.29115639164,487.808031507206,12.9648342619713,-5714.39904694121,"Sweden.Abisko.NF-BirchShrub","presence"
476.128438294246,754.579576551158,-102.488935902012,883.397425158953,-2477.44811583174,1319.15866025232,-111.109352388024,-2048.43986847043,"nonveg_1672","absence"
2948.31386157114,3892.16859998637,1880.30470748618,7446.34326922617,-6067.29256610296,587.917984563606,-13.074027118876,-5727.9778437251,"Canada.DeceptionBay.BEGL3","presence"
1742.2319534808,2051.32824113556,1421.71332420011,4317.65743766479,-4074.2154865674,849.291516823423,-2.72071802550624,-3721.33765377846,"Canada.ClearwaterLake.LS1","presence"
2050.23588657415,2839.03078551244,1252.18945114653,5116.83309010069,-5097.12432940816,595.433527816547,26.7161797681531,-4844.87305345907,"USA.YukonKuskokwimDelta.15B7","presence"
276.442171291425,-84.4092367910005,-889.083407828408,3576.54537887768,-3228.48842249634,979.342844837095,4.11805122557904,-3329.79964031899,"nonveg_730","absence"
3440.2606907518,4124.69219057105,2640.3959538406,6918.95623987645,-6399.91155868081,670.084318660261,22.0118656885126,-6249.45898882383,"USA.YukonKuskokwimDelta.72B3","presence"
2075.39472834767,3198.82596240108,1982.80168179551,5212.91361437259,-4999.61032424077,937.02943475244,-11.712222241139,-4708.1372517385,"Russia.Tazovsky.Unburned28","presence"
1125.06151349538,1443.70081333712,759.733871770791,2872.03284639158,-3089.83604069674,914.037030040354,10.6874157670884,-3065.73318888426,"Canada.BanksIsland.GreenCabin-C08","presence"
737.791372670239,695.765223696614,-81.712988507836,1866.11443119931,-111.46061565842,740.474238555052,-22.2384846627955,-1137.89541411685,"nonveg_547","absence"
1136.43549540793,1250.81739254933,1233.74530242919,2621.58626483148,-2954.10970827681,555.316943560171,-17.8683252827134,-3038.31715377389,"nonveg_996","absence"
-46.5762031460517,674.903270875309,220.058766315761,1089.40758895625,-1743.85991147661,888.598725061236,9.6041424044669,-1525.63959664485,"nonveg_946","absence"
2309.45335046286,3112.70313915112,1933.24967565714,6504.81313980976,-5849.52371341674,629.547486992942,-14.403469177115,-6058.9279133715,"Russia.Kolyma.T2","presence"
499.580268342318,1220.298623167,1536.38782713599,3508.29984413423,-3593.06322511498,1151.53966054152,48.2798599339417,-3112.8527390674,"nonveg_632","absence"
227.124342104646,379.881102323811,733.75177882655,1937.81155276188,-2739.40655610934,1592.14679605546,-12.0887233524206,-2013.94541884945,"nonveg_998","absence"
461.187128832894,655.042113337493,156.471305453445,572.571952569042,-1497.02424565502,2538.44823033713,0.330864279145667,-1321.20387218993,"nonveg_733","absence"
2209.18473826308,3344.17841575752,2038.53315789483,7260.18942929003,-5731.83781285444,450.158350739101,-3.92467853397081,-5884.92707819715,"USA.InteriorAlaska.5","presence"
-463.475366128019,-287.803288770836,244.133142223253,121.474257018281,-1148.02714639266,1258.55516641539,-35.2772841498946,-516.014927825159,"nonveg_1172","absence"
1362.85549905984,1906.13626559225,931.181575485436,5399.88170819389,-5327.20730593947,478.305287782048,-5.33465396791082,-5578.24114293043,"Canada.ChukotkaRiver.TH5","presence"
750.24377304238,243.200960403231,872.05559980021,370.600110038787,-518.031207006245,2448.51041598525,-1.2505316811363,-774.774197701588,"nonveg_572","absence"
2727.76439373896,3276.90542927526,1858.49245792785,7020.85472597035,-5809.56572532495,619.992053627224,45.1287614670353,-5668.57402152363,"Canada.LeRoyLake.TDA3","presence"
538.279666722493,331.116790813779,-105.232265931635,1339.28744357363,-2467.00233181943,1101.26375680177,-32.7974360483356,-2250.80778490317,"nonveg_954","absence"
275.806398400792,1180.5584285546,906.5125924503,1134.74450469903,-2622.1648934208,1534.69596129368,-52.2392360580279,-1659.18734316188,"nonveg_543","absence"
1292.15293254965,2270.62539892993,1631.44346494926,4202.50792845173,-4830.06987456861,637.767432188135,-38.5731812619364,-4391.26480488946,"Canada.LeRoyLake.TD4","presence"
2398.54167367099,4369.81537043289,2388.81218747551,6239.86969270217,-6273.49049970884,748.407256829822,14.487379396202,-5377.66867020821,"USA.YukonKuskokwimDelta.B","presence"
1563.12675582093,2234.89572951495,944.669155234744,5087.14559461678,-4615.27808993573,708.524924773422,50.5699725798391,-4751.51194683921,"USA.NorthSlope.FranklinBluffs-C15","presence"
1048.06349958632,1030.10689748125,1170.9715133473,2389.67885099052,-2855.56938800122,1087.65483077605,14.0963530565129,-2705.76182918644,"nonveg_764","absence"
1538.12296585366,1734.39217207864,863.994379895165,4571.14812370958,-4924.12261711445,643.448455357833,13.9777324737409,-5148.62120780415,"USA.YukonKuskokwimDelta.1","presence"
2579.42853864753,3428.56308055526,1337.41141203719,6675.33758306554,-5790.38175496358,592.604928089377,-14.0724695376872,-4651.56631871844,"Canada.CoutureLake.TDA7","presence"
223.392674499503,1262.95477113319,1041.46794961794,1786.6484601282,-2534.15447341081,1976.65133023168,11.7852714147541,-1901.98269334323,"nonveg_915","absence"
803.015698241664,683.38310599222,276.896947566438,1752.51599939478,-1369.78511149182,1247.34576899533,-13.7034792080961,-1198.38417113231,"nonveg_941","absence"
1217.55773211921,3926.64116830416,1429.53383698705,8444.50894670572,-3586.51312437261,578.493588276381,8.96264380109801,-5244.29699824562,"Canada.KluaneLake.Outpost-ShrubTundra","presence"
1696.03750362455,3283.74314566129,1911.23253749468,7985.61639972534,-6457.88902463427,589.213923731969,3.37583022885686,-5953.87050940958,"USA.InteriorAlaska.2","presence"
1054.24654607639,1537.08012564156,505.264502172865,2512.32778141013,-2976.43086488826,968.55376706584,-10.2058693410186,-2468.21162539454,"USA.NorthSlope.HoweIsland-C13","presence"
1212.15996382361,1454.39196211175,655.220677271661,3230.82440117939,-3078.29173297662,1100.93693338244,48.9187432243651,-2645.17063269536,"Canada.PrincePatrickIsland.MouldBay-C03","presence"
3050.02454776792,3843.01553835122,2453.32810781388,6571.48492299093,-6359.20876003813,606.230924464179,30.5847938298211,-5315.52980042539,"Norway.Javrresduottar.A-Betula","presence"
2017.72818382721,2133.78692577248,951.6246023315,5398.86738705819,-4608.33101713671,758.630329797201,31.3691471716901,-4215.18386507311,"USA.NorthSlope.13","presence"
1701.7307749709,1965.25227269605,1034.73959714034,4640.57711584738,-4284.1068562657,845.929010454274,-31.4744320146113,-4155.09375678897,"Canada.BanksIsland.GreenCabin-C09","presence"
990.68210938134,2942.93420503215,891.930206557364,7081.12100340812,-4421.95076379344,693.443395839854,46.0343128933172,-4402.7776282199,"Canada.KluaneLake.Quill-ShrubTundra","presence"
2824.41955105941,3583.90877379327,2556.03630605294,6462.01101896916,-6084.38646551759,657.243875460687,8.650427617135,-5844.57434150738,"USA.YukonKuskokwimDelta.72B1","presence"
1204.27412909794,898.067590335429,-487.914606752887,1881.69446390878,-1511.34385244881,1164.84848123191,-12.6580630105807,-1842.32181783737,"nonveg_725","absence"
-289.665468190158,-13.8389538141791,147.425685399938,1041.12112640356,-1861.02088249843,455.654634896114,-20.7976089126961,-1276.01921219408,"nonveg_903","absence"
409.080956665769,960.770967795788,-457.15894104442,1256.66295145516,-2743.51149785204,1610.84312840078,-2.69372808363217,-2399.62399909147,"nonveg_880","absence"
3320.49882251469,3640.1451952828,2292.66419385835,7045.7711742597,-6156.40915638175,597.088879806088,31.9026654974733,-6304.03185041817,"Sweden.Abisko.VJ-BirchShrub","presence"
-60.6868522200886,670.343170462195,610.761131801728,1478.49661832616,-1616.76912693882,1160.16174246693,8.21277252822847,-1034.13251571872,"nonveg_542","absence"
2741.89515046817,3090.34847245167,1885.42753959774,5719.71811668083,-5431.44173217301,643.276736980802,14.3700358127719,-5218.38936034591,"Canada.BonifaceRiver.LSA6","presence"
-250.080192343671,1037.2539470218,-183.666974127995,1258.3541360855,-2141.06937758336,966.800941122322,49.9397089743913,-1332.87044918589,"nonveg_972","absence"
2508.73424610057,3687.74564327699,2289.54696762404,6712.11460559632,-5680.25290423272,737.625270974376,38.4918832489192,-5600.99493145279,"USA.NorthSlope.Ivotuk3","presence"
2365.47500361568,2563.73080774747,1542.67596835337,4823.790105222,-5271.06982595096,734.096201552018,22.2117518621522,-4760.93171032361,"USA.NorthSlope.Barrow","presence"
3156.63877551978,3452.25559091577,2166.57683509085,7902.76472700348,-6555.8854598542,475.316319688989,15.4744492981856,-6625.69049561391,"Finland.Kevo.6","presence"
1048.06349958632,1030.10689748125,1170.9715133473,2389.67885099052,-2855.56938800122,1087.65483077605,14.0963530565129,-2705.76182918644,"nonveg_764","absence"
487.048454933992,1321.39842148101,1249.02750956687,3843.82673892247,-3919.88027535282,299.778386343567,-15.9383538430156,-3584.1502358054,"nonveg_856","absence"
538.279666722493,331.116790813779,-105.232265931635,1339.28744357363,-2467.00233181943,1101.26375680177,-32.7974360483356,-2250.80778490317,"nonveg_954","absence"
533.487028279234,106.575574449307,419.76534293936,1805.01330893176,-2862.4142461843,820.635320375989,-15.3133593088868,-3147.07643974739,"nonveg_832","absence"
-826.857424137728,-150.748868019011,-571.361903721478,-2990.36419795097,3677.04943442838,519.751138214046,28.8295442210338,3488.63868590075,"nonveg_1367","absence"
2071.67746462599,2096.12781405181,1289.01801425073,4937.07079625478,-5085.20298578554,610.224353903889,32.5759177067047,-5307.39992682456,"USA.YukonKuskokwimDelta.4","absence"
2408.25352057897,2562.82773260861,1463.47569385345,5142.43335129868,-5339.40869954776,519.522270461049,13.9070399497957,-5237.28473146337,"Finland.Kilpisjarvi.18","presence"
583.560881653114,261.810005149678,16.7055927813591,1222.14282814948,-2539.56878859535,1283.26357221673,-42.8010935866168,-2283.91362233139,"nonveg_663","absence"
1362.85549905984,1906.13626559225,931.181575485436,5399.88170819389,-5327.20730593947,478.305287782048,-5.33465396791082,-5578.24114293043,"Canada.ChukotkaRiver.TH5","presence"
