"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","texture_NDVI_peakSummer","topo_eastness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NDMI_changeESPS","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NIR_changePSLS","spectral_SWIR2_annualMedian","spectral_SWIR2_changeSSES","spectral_blue_annualRange","spectral_green_annualMedian","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
249.651367276211,84.9760583226581,221.243948776294,441.812871320961,544.005611083599,448.84308773046,290.210463481666,760.001437906175,738.089313433397,-1145.52430596336,-1408.16693284864,-1291.27628127363,-1009.64562431595,-124.046006043382,363.796719223796,0.024918157607317,3.63399982452393,1.87684381008148,0,249.651367276211,308.337971355945,459.029552760941,-10.9020090299033,-44.1137845089334,-22.711315075606,-0.246034643245058,471.799950304797,541.788850571299,469.790974424508,-1145.52430596336,-995.731830088992,-32.3256719765813,2886.85208312178,-7.97373902652099,755.679335562091,1303.05518695237,"nonveg_976","absence",1,0,0,0,0
383.421672997676,325.467434076318,801.629627365878,82.380724163604,-0.683068132723008,676.673177982534,636.522465671756,393.554890372875,152.120195716908,-1760.71991067124,-1589.91620877845,-1383.4895104928,-2319.49505465583,-1583.35905207876,307.668079118321,-0.00656652124598622,2.42607045173645,0.941163420677185,0,325.467434076318,318.44327809415,802.312695498601,21.3391522850222,65.3862639274794,-39.68018277413,-30.7978084592241,636.522465671756,611.282475872082,1045.42145389943,-1589.91620877845,-1727.39594733542,40.6226745493045,2479.08280463563,24.9575611575475,413.845554209092,1535.7362609751,"nonveg_922","absence",1,0,0,0,0
2317.90600551638,2132.39546520801,2067.57605793064,2073.23099193005,1398.61374232177,4042.40516653238,3565.52688847358,3805.13122478549,2134.32352023356,-3834.46981083721,-4880.57227797291,-5332.25176716048,-5825.65246999325,-2406.72636754645,-172.023088255062,-0.0680421232245862,4.32430046796799,-1.42141450941563,0,2046.24378465187,1978.14490453124,907.972956615406,23.0501825562618,-29.3501009050304,-35.4813623261549,7.25746709754228,3518.41817892021,3460.23094368426,2320.06632954452,-5008.57180443222,-4312.4882331176,-8.2324152895287,1121.30589760425,-7.84315857179298,581.644104598046,646.017752179756,"Canada.PrincePatrickIsland.MouldBay-C06","presence",1,0,0,0,0
1219.60237371024,1111.84692637133,1416.02513414914,1772.38614415083,-213.898358561205,2722.15574903989,3788.23006541873,5395.1307315139,-2109.87905542612,-660.515913936503,-3939.1850733711,-4674.52503166053,-4701.71283181919,4053.72983076562,531.278050156604,0.00410062447190285,0.41282519698143,-0.275704890489578,0,1219.60237371024,1061.19244396407,1986.28450271203,55.1346435489016,-50.9087157145263,-43.4540296825449,-51.2801836005082,3788.23006541873,2904.44329646104,7505.00978694002,-3939.1850733711,-1984.44180400434,-32.9915033992342,558.476115876179,13.372701844285,242.876614669526,517.419387304148,"nonveg_1813","absence",0,0,1,0,0
3072.029470264,2246.23978074283,3065.0201060426,3412.20302547601,1749.04770081999,6103.05293879786,4884.65823432746,6744.35369279039,3861.47052733211,-5101.6727856295,-6227.11234336519,-6127.7475400792,-6182.13043666575,-4358.61435448332,-203.283544305874,-0.0301511784394582,1.74293500847287,-0.357080529133479,1,3730.65756459152,3622.63474149897,1631.65413184985,19.9920660004366,-25.7021185489989,5.3174068277156,28.8306024076884,7040.36351768413,6930.76443551833,2379.67960908526,-6068.37655539224,-6084.40401070006,-10.1295048215835,1121.65999964677,-2.91598018069296,261.690318578032,579.174019068059,"Canada.LeRoyLake.TDA3","presence",0,0,0,1,0
2456.34382316321,2455.3917308658,2810.38928412478,2855.81111901566,1394.47435875552,5482.9459849868,5342.93065980712,6226.06536037349,3542.18849095742,-4985.61949944115,-5463.61471556975,-5984.53587014885,-6292.29594070295,-4353.56459443233,348.917603234913,0.0568175632506609,3.36830854415894,0.0565575161017478,0,2686.52652483948,2295.41876441927,1854.53082753417,52.9334017668757,7.19475238792132,-26.560284288432,-1.56751369888004,5929.543718175,5233.20908321656,3320.37016973017,-5480.16968462615,-5362.62389368149,8.9315686649199,989.911471024108,8.68959340349836,409.07469823662,536.05876651948,"Finland.Javrresduottar.EC-Betula","presence",0,1,0,0,0
2198.75373581139,2211.23163791362,2349.97848303639,2405.55363536014,1544.86031496968,4059.46341949903,4103.89334162707,4427.91433259685,2789.64935192509,-4249.51218892897,-4594.46184920824,-4845.12990233033,-4893.57337269808,-3868.75177760472,-98.4613866272382,0.00351800215430557,1.24639008045196,-0.0962716932408512,0,2439.62749458877,2297.20155059013,1002.09583715998,28.9055577788538,-14.3666328887328,-8.19214645542825,-1.1624545913708,4455.64600985185,4219.77575968779,1596.1245123845,-4521.15075768192,-4379.7077030951,-13.7155864366122,1567.95238656865,24.7866954624972,525.572374700133,886.414160812895,"Russia.Tiksi.LichenTundra","presence",0,0,1,0,0
2906.19436611389,2332.66204622417,3087.12298908676,3512.6877947638,1814.93775692095,5497.57589097774,4929.23232868782,6399.0850317677,3845.0801138696,-5839.33344566761,-5799.1018622605,-6445.95637998009,-6962.13423156055,-4348.54053642083,-39.050625877015,0.00692575906092922,2.05277895927429,1.83368835846583,0,2878.81614786954,2592.29735239261,1365.95090020198,35.2681773829138,7.29303150424672,-23.7820460996013,-7.92332473344303,5518.79434151325,5407.75666391502,2274.02859448949,-6029.64160749479,-6256.59971738528,7.06920204659171,1173.22775658057,7.50131814626307,291.606921816884,576.910588175093,"Canada.LeRoyLake.TDA4","presence",0,0,0,1,0
2641.88250364367,2305.81959760502,3276.36749342969,3292.81153205325,1880.44212088384,4948.13960307269,4647.72410566953,5977.92756127062,3700.38734405871,-5564.34865358003,-5645.02428422619,-5711.72105045338,-6072.78679656034,-4953.31197518428,-293.542973057112,0.0311925861984491,2.53596725463867,1.33304636478424,0,2854.46712317702,2649.43099313805,2086.25464456202,40.5193330970317,-24.9698219531354,-8.20917886376276,33.4498074183797,5272.63339063314,4982.42116090211,3158.66450479921,-5704.32200404984,-5575.44768822634,-11.455434208111,1079.77414743713,1.48348044213026,217.545421400349,618.851882043438,"USA.NorthSlope.Sagwon-C19","presence",0,0,1,0,0
-751.283106118048,-73.4187566105073,-343.25821523427,-71.00657375969,10000,-671.369349499754,298.672602802464,428.291227730714,-24.9170734285649,-1027.26129972334,-664.775113901328,-1219.51069022152,-1157.81862091861,517.094859889959,-127.792471227945,0.331250786781311,30.6112365722656,-9.97649002075195,0,-73.4187566105073,1752.2066696555,10751.283106118,-430.051324244722,-19.4465458196128,17.9892972415842,-78.9471138432,298.672602802464,66.9068800948558,1099.66057723047,-1027.26129972334,-710.454172974966,-36.3778116415339,743.542383138661,-2.21423191362514,4503.4723388236,1668.2436786818,"nonveg_1241","absence",0,0,0,1,0
2715.44035849836,2585.8443833843,3369.29447563485,3604.1947330131,1151.53584883081,5575.36579301465,5486.22640148413,7358.37772600017,1344.7851709836,-5555.81041506419,-5646.41288570234,-5819.75040038003,-6318.16188512279,-2093.92013288473,1011.66410715585,0.040823378910621,7.62749322255452,1.24865169326464,1,2657.17555919606,2511.87337578121,2143.60202847754,46.8921562124967,-23.9387397278982,-47.5573473140522,-0.49011521351509,6005.4743777694,5410.72415622867,5227.87077076582,-6020.01039032961,-5322.60813126652,0.037816876318099,700.567106889133,-5.90107902012798,2185.32679367171,422.329122096876,"Sweden.Abisko.KJ-MesicHeath","presence",0,0,0,1,0
-648.006096273952,-6.01716788056996,-205.814331647799,127.887112851931,-2068.10542316403,-3563.37105506933,-3224.4006973313,-1939.95553455784,-7658.36272964122,8113.64729369707,8836.64711965518,7759.19065222068,7175.67214474571,10000,-244.891360039548,-0.000355027033947408,0.277917146682739,-0.379221498966217,0,-205.814331647799,-560.011181222884,2195.99253601596,67.6237774709563,-18.5389691388739,11.0998424315127,-25.3401995006059,-3224.4006973313,-3864.90276153952,5718.40719508338,8113.64729369707,8377.03144206373,-7.10835945570939,137.212571884317,-3.40612012568233,1053.46556960892,694.862770069267,"nonveg_1797","absence",1,0,0,0,0
1969.46396424277,1660.76908874023,2233.07251771382,2443.46597704417,1713.40263267208,3743.97977700579,3699.91285066598,4742.49568316087,3131.15847268203,-4699.81042774248,-4654.99853167897,-4917.50843674981,-5304.90859129769,-3571.33606348738,10.1707093785833,0.00967582501471044,0.746004501978557,0.122451856732369,0,1632.69383805607,1864.09029226932,1409.12092436999,14.9080294524283,11.7418051681771,-46.5157684440489,31.4063151691065,3639.45445948134,3773.71849023181,2713.24122039164,-4672.55407847926,-4770.52657847298,9.05649892724233,1459.85469226362,-5.13353274710624,218.210842102374,638.027000208627,"USA.NorthSlope.9","presence",0,0,1,0,0
2785.26078309157,2422.18510003223,2726.90184549238,3019.51167529826,1864.85119940568,5104.11526965968,4747.84130999257,5715.22014051896,3607.74097861264,-5310.999023618,-5368.15472535081,-5941.58080580387,-5994.81047955835,-4305.35373472133,209.235936148036,0.0241192943520016,1.861814988984,-0.196240499615669,0,2481.98769964933,2764.80906340568,1219.63604578335,42.6584794253377,14.2800338260545,-15.3418297045273,-44.0414167094605,5054.3474441075,5168.15108240815,1864.83149806684,-5071.76906414809,-4795.20760132411,11.0650906034641,1385.14285167591,9.70466094797788,475.243316084082,677.935670599027,"Canada.ChukotkaRiver.TH1","presence",0,0,1,0,0
102.120193604612,-117.475305295552,298.446411851578,203.585249713761,-382.536929994963,768.189228119985,-761.258026225107,1385.207969201,-1168.41216653751,2535.70293119488,3803.27650745954,3461.78663812969,2173.42386764305,4512.59134166824,286.253493128037,0.00237452331930399,1.23961627483368,-1.71130108833313,0,102.120193604612,20.8279239758869,680.983341846541,24.2328561799788,4.31187100626443,-18.9055325975968,-4.35636924035494,768.189228119985,218.09624861264,2553.6201357385,3461.78663812969,3297.35625721908,4.16117923252366,114.666232783081,3.20194094889144,498.766055796739,305.989615654087,"nonveg_1646","absence",0,0,1,0,0
2755.12934133278,1927.15890117661,3259.18356075155,2914.92071747114,2100.09356677614,4390.38567696549,3638.27899894802,4752.35544683459,3608.95748395974,-5105.96766070503,-5813.49030626481,-5349.91586121909,-6032.02586320796,-4839.21158541111,-296.467780154578,-0.0136157386004925,1.02030289173126,0.847252905368805,0,2425.51487534794,2513.69817638418,1157.53197785728,23.1506395571456,14.8939052558286,-25.6808780083246,-14.9621668832542,4144.78999516415,4225.8771637836,1402.99868451143,-5624.06389380177,-5504.37664836601,8.15525117665104,1262.08009435206,3.23394530402739,387.1461864329,740.274171092061,"USA.YukonKuskokwimDelta.UB5","presence",0,0,1,0,0
71.1169152716522,143.093816797625,1005.13347035598,-273.719586608861,514.191408392771,539.385992145637,632.514494194671,138.64223210794,1057.47558400421,-1241.79936939141,-1182.74885589586,-82.5878072624712,-1734.3271828088,-587.2482974968,792.935666896722,0.494364142417908,29.6720809936523,-0.524592280387878,0,143.093816797625,291.963204841834,1278.85305696484,-13.0316027388564,106.571088080404,-66.3107425814121,-18.4047150784246,632.514494194671,801.96960807333,1503.18750580625,-1182.74885589586,-965.742302571068,86.8848813292416,760.378231438945,-5.19463769884029,660.479745736601,657.625922412595,"nonveg_596","absence",0,0,0,1,0
1062.85429261956,240.085810771977,719.617054283504,892.344397023702,202.019853253458,1895.20903752549,584.578496772162,1793.9029346482,618.112806785716,-637.318155933777,-925.422363903328,-742.674924545083,-746.759601986185,-1988.46863792713,267.340351422689,-0.215740889310837,13.1733207702637,-3.40289092063904,0,719.617054283504,623.384281590441,860.834439366105,39.1288381530048,-8.22511155905705,-21.7968747050694,-2.01758757295711,1426.25032591017,1263.61072032835,1310.63054075333,-746.759601986185,-1008.1287368591,-7.85793664319458,1582.29699463293,16.5056680624092,403.805414923202,931.768112536314,"nonveg_757","absence",0,0,0,1,0
1605.24241224436,1490.51017153288,1641.6174238696,1747.44151966277,1013.78716379116,3476.46977028946,3316.45633084947,3784.05680261607,2402.81967894284,-3338.00994058181,-3817.96033887786,-3898.75403850647,-3776.06059925724,-3028.80887660988,-280.666194592782,-0.0427190437912941,2.68563556671143,0.209901064634323,0,1651.10352745202,1680.31631821034,1465.84643745823,64.0242750748656,-77.0097281703674,-21.7967058314334,-3.25569491564912,3621.17010178514,3591.87502713584,2497.75194635631,-3213.87709445083,-3339.42582019456,-42.6996036688721,1388.05235118876,27.3271513876106,248.541593636043,785.937695570029,"Canada.PrincePatrickIsland.MouldBay-C05","presence",1,0,0,0,0
1897.18214447082,1557.38212997621,2243.27573723454,2655.89745615442,1068.93420262478,3798.05886786322,3488.36078677735,5066.27157652509,2461.39003929655,-4599.11108403724,-4676.29057675464,-5181.65498941258,-5300.39762346987,-3532.90373406931,33.9811809494026,0.00501746793319894,0.521707079627297,-0.330286801708015,0,2227.28854671896,1982.18982859445,1566.86231868837,42.3907569719246,-26.908452006609,-35.8029672838142,14.0176001951853,4389.32258390512,4031.04556166863,2457.61275529036,-4391.06612022631,-4520.06085634767,-13.3270192829077,1508.11206384779,-2.63196010559123,99.5002108947125,713.6233809018,"USA.NorthSlope.FranklinBluffs-C15","presence",0,0,1,0,0
1800.49808216162,1816.43721109521,2236.97775710517,2605.42306255715,813.46786562626,3598.96496970468,4053.47394238522,5013.3222376694,1957.46978561233,-4498.6968453465,-5002.55940449086,-5245.35503644953,-5129.4907867151,-3263.79878660622,392.348865114844,0.00245316521290483,0.266037699249056,0.0447973675198024,0,1758.65688156262,1733.53118504204,1628.21795688617,34.3005889333264,-1.28250962684327,-45.3097491347198,20.3614209424636,3808.47914504493,3637.94288991204,2999.47228147072,-4894.52120842019,-4628.49199046756,-0.754378948877597,1267.69440199907,1.68928605640181,89.2293669100546,665.556811887075,"USA.NorthSlope.Deadhorse-C15","presence",0,0,1,0,0
727.680175903722,662.716186595152,799.852351485284,1165.71887240757,879.603223008763,1953.08512549088,1985.2971802284,2728.98791931671,1835.51636782086,-3024.08300157676,-2913.00655590045,-3037.67452827842,-2670.68852640316,-1945.5609481871,-84.1458825829231,0.0356225706636906,12.3717584609985,-4.01330900192261,0,799.852351485284,847.114161880097,503.002685812414,-5.62677952240895,-15.2444383717617,-5.48544659560531,14.7424705725418,1985.2971802284,2132.91027808425,893.471551495849,-2913.00655590045,-2718.20271206918,-11.3784693313441,2003.29166673918,0.128696623030127,193.107738718281,724.895784577745,"nonveg_758","absence",0,0,1,0,0
2450.52168312482,2776.34640451324,3003.78014274467,2957.38166161924,2386.3753908524,4612.84705427204,5083.32853557131,5337.59130576234,4375.95323834702,-5428.81685228919,-5500.90061006463,-5562.1226815269,-5715.47535253503,-4461.42539845034,62.766109074088,0.00693430053070189,1.06219973564148,1.97027587890625,0,2876.18488854796,2757.7885018648,727.1928601314,1.41308649031324,-18.7933662774101,-1.40341764958397,30.7989587608366,5216.1553116188,5022.53635770149,1283.56769064268,-5529.67340805685,-5372.61608216126,-8.61167982880754,1190.09492404514,-11.3477412032423,234.843925289644,698.911345902082,"Finland.Kevo.10","presence",0,0,0,1,0
2948.68917829416,2238.29349935828,3353.52434849191,4193.18439276454,1985.3660048353,4804.03802517365,4004.5627342256,6683.89000456821,3390.32477812486,-5607.02510873146,-5649.97560559941,-6360.91031838714,-6219.03733069992,-3875.94549644372,227.00795932998,-0.0229689665138721,1.35831093788147,-0.263751119375229,0,3018.80516273785,3057.66488649,1937.91714829709,22.5275398422582,-41.6067497115266,-41.1468517733782,44.0787934770351,4962.44222621695,5097.43947532032,2751.12574623244,-5436.41402797427,-5293.15456298278,-21.886151496607,1384.91669134869,-26.1949039366887,799.547944238336,779.165298953046,"Russia.Kolyma.WT1","presence",0,0,1,0,0
1216.57343884258,223.958197625601,429.42817712031,339.924744977843,835.686004083774,1682.10076241518,380.176100045257,543.072408621884,1162.64853428503,-855.800616645443,-2091.65838333884,-1916.1633559737,-2063.07857424083,-1180.74155770157,418.84812188444,-0.000421104254201055,0.099735900759697,0.132615819573402,0,429.42817712031,609.114112530022,992.615241216979,19.0443717379403,6.39310229589054,-14.676427106765,-51.1494124996073,658.507107515576,885.300982576585,1301.92466236992,-1916.1633559737,-1621.48849758008,1.99371964942816,3028.27463628237,6.40863491743862,353.493051826108,1907.60646517826,"nonveg_894","absence",1,0,0,0,0
782.122854394144,-10.5984550477846,165.245250413474,340.223462084752,265.058069762662,1530.84439039092,802.741352812795,1858.98002446136,147.756724671696,502.370834248977,94.796971757641,-443.764634898295,-655.095403413581,870.627178012548,90.3695829114609,9.97915922198445e-05,0.0584703125059605,-0.0796061605215073,0,265.058069762662,308.41023632145,792.721309441929,16.6795091816607,-10.2928359806634,-10.343747380074,-0.771793576329699,1491.11336695413,1166.28717185818,1711.22329978967,94.796971757641,73.7869891414581,-6.57557032133534,136.837606901534,4.97047862047517,238.905832857924,269.34465565173,"nonveg_1889","absence",0,0,1,0,0
-74.3723275941539,679.222303374893,202.835616809053,127.504165782496,-108.096068028508,-106.063593487325,-33.799357953189,461.304972473071,-944.404466330067,745.007973267398,1616.70065092692,952.283482818123,760.723665950884,1101.81638409383,185.27804315529,-0.000661461090203375,0.0454504862427712,-0.0888238549232483,0,127.504165782496,165.418738068756,787.3183714034,1.6058924016359,5.38081793046839,34.0276204689885,54.3209962727731,-33.799357953189,-80.2961171174343,1405.70943880314,952.283482818123,1035.30643141143,4.62399591976705,81.8260391241244,0.00555614922273677,217.911558744295,240.954539934982,"nonveg_1509","absence",0,0,0,1,0
