"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_earlySummer","spectral_blue_endSnowfree","spectral_blue_peakSummer","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeLSES","spectral_NBR_changeESPS","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_changeSSES","spectral_NIR_changeSSES","spectral_NIR_changeESPS","spectral_green_changeSSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
3434.65824439273,3436.76341755905,3900.65219084553,3967.89070887108,2319.0063578512,6106.18608162887,6140.74028689817,6747.80821205247,6684.74675243601,4340.88984813936,-6091.59511922837,-5906.45641687915,-6525.55823455275,-7248.32900987358,-4866.50665374857,2540.09365258287,617.226262728113,108.240228951006,2.2358732521534,0,3464.35021402371,3402.14618473699,1516.28077986719,29.4158633552031,-20.4567030684478,14.8085748679771,6514.01768828312,6089.91458618287,2274.82362283914,45.2584370664321,-6044.01909866028,-5882.25350795861,-26.0894427050872,10.8751894048656,4.69331724626349,1.24072145453659,"Sweden.Abisko.NF-SeasonallyFlooded","presence",0,0,0,1,0
615.374596488694,120.174774370672,-53.7767523934996,640.713400108523,1.14212541928549,1350.97947600594,943.801391512183,1254.86278012257,2183.10693082365,-136.919225352735,354.45857654294,210.797965433757,-638.045758607826,-388.549019605212,636.523363899036,716.595490890546,235.175477699599,367.449665585368,0.0584703125059605,0,120.174774370672,264.725628798735,694.490152502022,19.8139506796583,10.2324427508336,19.180507267172,1254.86278012257,1119.16627062232,2320.02615617638,47.9967323018926,210.797965433757,35.037025532539,-9.09886410826116,13.5253174419505,-0.969775309507547,4.77560798939159,"nonveg_1889","absence",0,0,1,0,0
3067.04036951336,2702.95995351294,3106.3200688785,3801.26719894272,1594.23674427461,6082.93385711325,5617.10615542191,6242.42656602774,7348.9624493924,3652.56169395196,-5516.22623282413,-5887.11374722035,-6469.53268256378,-6095.64454759101,-4741.07335631929,2194.37546796227,465.169935349779,498.157439793888,1.67433118820191,1,2295.50472404405,2551.39526728335,1502.30469319098,26.9152358805362,-9.08841018741396,23.0523046612179,5006.3617210722,5334.94286701835,2612.86552822153,44.3207454013336,-5935.36295919041,-5742.92400452973,-25.0967814108696,9.18692554625033,3.56769029853109,0.698192260234578,"Canada.LeRoyLake.TDA3","presence",0,0,0,1,0
2018.44822094685,1373.31420122148,2390.24595233512,2170.98200188565,1120.00987575159,3946.59632063217,2793.71793035903,4473.25495877272,4124.87271679884,2519.61072503108,-3953.84703411664,-4773.61132812499,-4185.42026077519,-4854.35066883888,-3454.72277224372,2105.05522225394,463.54720759572,571.689941474254,2.92593908309937,0,1699.80746710788,1646.21129167504,1793.18166719139,37.8691302779257,-109.616944306694,-16.4290239471287,3412.21750378015,3293.65709372382,2798.42278179895,59.6816174906125,-4440.57182356673,-4495.29683739509,-20.7126647278819,22.4975815383376,5.58071658098186,3.06479834204962,"Canada.BanksIsland.GreenCabin-C11","presence",1,0,0,0,0
756.636951860755,448.734668354721,994.064790643137,965.918664803014,975.243996813053,1886.8895120648,1588.33492767658,2369.79671132246,2368.40928425737,1867.94325605356,-2195.72481837276,-2934.03745358876,-2450.56252734157,-2603.99365797352,-640.661476553837,1332.80580915357,570.851138680811,713.450640116423,0.619643092155457,0,965.918664803014,828.119814494936,545.330122288416,-7.53817396387236,-41.9484709452628,4.27657039262028,1886.8895120648,2016.27473827495,781.461783645882,0.653319172801267,-2450.56252734157,-2164.99598676609,-53.6228738558251,-11.8958264803252,2.45251100775503,-11.9787024362266,"nonveg_957","absence",0,0,1,0,0
870.243801994935,882.028661603145,91.4874621029322,407.766384161018,-79.6307765844962,2959.02005091833,1357.17159627153,2168.15265398488,2578.50537919246,1515.41381549685,1432.0934889848,10000,2867.19024209861,153.233287905221,677.796084453599,1262.78390141016,424.449620056382,519.346009592355,28.8310146331787,0,407.766384161018,434.379106655507,961.659438187642,52.7708099210795,35.9336908863733,-23.2499539276933,2168.15265398488,2115.65269917281,1601.84845464681,80.2003464123048,1432.0934889848,3026.06262068845,41.9054113628444,33.915335431708,-28.5746083638646,17.3381440192103,"nonveg_991","absence",0,0,0,1,0
2330.5182136759,2515.32470953723,2808.03922955169,2854.65025382988,1211.87355099845,5368.39018351381,5503.01292947124,6100.70966514285,6309.94967358511,3307.07153129039,-5045.62579880372,-5258.9156611244,-5825.80340214453,-6050.06437924761,-4556.37532903117,1800.83033736172,468.901819311029,385.531117187969,3.28866696357727,0,2986.22466918318,2732.6847012827,1425.54466165389,18.1700351898957,-19.7524904735547,44.6265101060627,5982.41427449868,5686.74528660642,2566.52001385415,43.0826331546704,-5508.65199778064,-5371.09482672752,-51.1161301572819,3.2442436508319,4.47534562897115,-3.5349277135177,"Finland.Javrresduottar.EC-Hummock","presence",0,1,0,0,0
2995.78147116372,2176.51005602005,3423.55625155799,4340.14417485545,1844.22341311681,4955.87879551732,3838.26880918853,5596.04955453914,6972.66974704944,3091.94731461673,-5438.63626393132,-5835.03708417509,-6187.11931875172,-5915.4596555783,-4215.33102670155,2660.6096571762,384.387968497675,596.186048154006,1.35831093788147,0,3141.87447619802,2923.56529273325,2285.90631206489,42.3041782857529,-60.8527048244567,31.8919802061633,5216.32554192497,4820.80146913627,3469.00285339957,69.8879400877332,-5931.34552947978,-5597.53614674257,-25.754902689559,15.1506845669899,5.1500959434423,2.52124348792326,"Russia.Kolyma.WT1","presence",0,0,1,0,0
3228.68822756169,2943.62172660564,3745.8415723486,4228.16986643515,2150.05941021882,5353.28992522518,5273.29608468652,6136.70313534676,6670.22232888061,3988.34127268288,-6283.14804439869,-5719.44794176275,-6718.53206634032,-7003.65703207779,-4369.16673678898,2590.5441556749,485.62185342284,364.648367443751,3.39794898033142,0,2833.92919130695,2899.66533061363,1956.17846065014,28.3219568583163,-33.132427214904,4.71257589559956,5014.4141181223,4756.57099020355,2798.75429572043,38.050028663328,-6394.70147692349,-6137.14250043421,-53.9704818421026,-0.528611631869901,6.83927695848149,-2.93440618617154,"USA.Kougaork.GraminoidShrub","presence",0,0,1,0,0
2281.71615733956,2288.03607997237,2732.0150007291,2827.95824716976,1746.03191186152,4230.26281159641,4193.90454462236,4985.19704358378,5142.95520761914,3037.98877779914,-5106.57083954293,-5702.82243935786,-5233.71706368466,-5249.63448494979,-3808.08659168923,2226.06446078829,317.954341329791,601.171153829024,0.914205276966095,0,2356.30587219239,2368.95865045364,1072.38133731586,5.90125770385818,-17.916876326143,58.9267567886178,4240.94849801705,4190.26347517113,2258.59122386912,18.9210982997855,-5627.87215485773,-5085.11883846651,-78.2202576267544,-13.1320945617606,12.8906814413974,-22.7219726429045,"Russia.Yamal.VaskinyDachi-3","presence",0,0,1,0,0
