"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_SWIR2_lateSummer","spectral_blue_earlySummer","spectral_blue_endSnowfree","spectral_blue_startSnowfree","spectral_green_earlySummer","topo_eastness","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changeLSES","spectral_NBR_changeESPS","spectral_NDMI_changeSSES","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NIR_changePSLS","spectral_red_changePSLS","spectral_red_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
3553.27089590747,800.51813180754,3095.32727611363,5030.96109538244,1165.1573464382,5931.23136647437,1904.57412055501,5051.06925070809,7452.05369647734,2411.11937084541,-5943.14322969873,-4374.39520776638,-6149.60433899864,-7274.1145138443,-3565.84362210759,870.689812766232,479.673872872425,255.870868042329,568.689194432068,650.523060755131,0.0478315556732317,0,3163.75879369824,2610.77306287783,3552.38577552473,86.7552962820874,43.4131573116482,-74.2413674761357,74.1743926816871,93.4153453870241,-104.544938231967,-5616.55746785141,-5692.68110140487,-15.9237091640863,17.413420940508,-1.26425667630818,"Canada.KluaneLake.Outpost-ShrubTundra","presence",0,0,0,1,0
498.919405880176,586.443016677101,334.315330977621,532.900985297836,246.991779665809,741.525177981956,910.77602904691,502.427065559772,830.108302810571,286.59793808731,-1964.04160408128,-1894.96310874948,-2369.30200107635,-1984.75535934045,-2097.83743841775,2764.49333033133,1337.63223744528,1367.71071945471,1442.17352569129,1785.88371935815,0.00635723024606705,0,498.919405880176,439.914103699709,339.451237011292,8.39758754047892,1.09617998121485,63.0319214248699,8.72017503094956,3.44316286646558,102.087240871785,-1984.75535934045,-2062.17990233306,-32.6221730488882,-27.0150183330896,32.1839144971393,"nonveg_583","absence",1,0,0,0,0
1608.92838823362,1629.3510073753,2115.69251638083,2243.04549671654,560.850698782108,3236.11783546423,3659.74108763222,4355.49979714627,4509.79868662278,1290.5690397408,-4047.94153146836,-3993.20132234928,-4545.86169049715,-4947.2300203048,-2338.13237561921,1313.67126941404,663.117380816498,620.679407079515,823.575796151207,798.842395332434,0.00534393759444356,0,2214.54612397776,2087.68360774942,2355.60064762111,41.2843984099913,32.3281218281683,-19.0605010657033,49.8357123049205,32.9365840408535,-27.1781312594405,-4066.53721069172,-3941.85678620631,-24.4432344577594,-6.81264284843235,9.66262069327388,"USA.NorthSlope.WestDock-C14","presence",1,0,0,0,0
3527.46399431297,3177.69983591924,3846.2585882445,4282.04798118269,2301.89182544437,7170.16541604572,5673.89550987026,6409.29894989757,7308.17846674577,4386.19155182185,-4709.76142308346,-6669.96196496302,-7208.31830553574,-6940.54635937323,-5521.24561229658,917.130090063234,624.205688278037,268.615326166964,394.472598329628,726.308800802118,-0.00342107828085621,1,3624.35700589061,3423.56856895614,1954.17307039572,41.6959541276953,20.6749528886615,-28.3893744592193,31.2146238103232,109.931073148802,-30.0698075955277,-6044.28845540898,-6092.7363774292,-25.981794982336,-21.2814818839874,7.4771089541967,"Sweden.Abisko.VJ-MesicHeath","presence",0,0,0,1,0
3145.54190231475,2649.31828482756,3078.04392962491,3085.15864182145,1909.73461564713,6028.66851909644,5443.01273254187,5997.18934571906,5964.59721880952,4296.66208672697,-5442.42265739575,-6163.57287304,-6474.21254647497,-6830.13825640033,-4924.97911709223,703.827803427569,493.634319151923,397.203153554565,436.349308592363,640.418062723718,0.013155909255147,0,2683.1688139615,2520.16908891065,1388.14783315825,32.1651668314982,0.743751904046727,9.71377273460799,25.1110230947334,31.1701239524887,5.44418392615593,-5299.76677805131,-5255.75432905143,9.75651586233171,6.14646327965296,8.37219453837092,"Finland.Javrresduottar.A-Hummock","presence",0,1,0,0,0
258.597131297647,-417.616038433382,-218.264658461075,-19.1890820056907,171.04845324247,-979.822288199292,-2372.09127280714,-1549.58550972332,-1079.87326579265,-1619.48019982866,7675.82857280744,10000,8225.63692983195,7546.41419582506,7638.10817963429,16.2559239560196,522.007112230052,294.006788180403,559.776652656365,568.830960459688,0.000400612480007112,0,-19.1890820056907,-45.0848388720063,676.213169731029,6.25347700394122,-19.8418723788098,-13.2900919981538,-172.681464385959,-116.853734241639,-54.8337175389211,7675.82857280744,8217.19757561975,-9.30552048181174,-4.61153700764879,-2.3114499850669,"nonveg_1695","absence",1,0,0,0,0
447.250793827632,322.008794920336,403.156776021309,494.338451771162,-172.771878262727,785.520126304036,572.622866963791,709.731669752132,864.658358664514,-161.134969704087,-1060.34895718663,-1243.38497645267,-1234.4929065448,-1141.54981926587,-1376.58095588803,2747.2214877031,1478.61783662818,1444.39709714401,1688.73242624687,1801.01724372472,0.209692567586899,0,403.156776021309,298.796587655542,667.11033003389,22.9638026700133,1.74398733124184,-13.5246635168288,2.1452140090671,-11.8179542278356,-22.8514671313902,-1234.4929065448,-1211.2715230676,-10.0444899377273,0.224074735185923,4.48709651832075,"nonveg_997","absence",1,0,0,0,0
3753.72826397139,3553.72941711124,4014.05954650096,4409.39837436787,2812.862996031,5814.8422047267,5854.73007885936,6369.01593367355,6777.59120390229,4546.28222092944,-5925.24258418776,-6320.577653536,-6682.26249679473,-6843.95766208614,-5203.3250536141,1070.45239135283,567.934419455008,500.460306032407,689.919433824662,771.158601865531,-0.0125396342482418,0,3524.5969702624,3557.41147987046,2003.84703829151,21.7293684981422,24.3064589288953,-46.7493848745012,31.7369893555119,-2.95802026206852,-56.1037955561045,-6466.64070569973,-6397.17168631318,-4.96594631287041,2.35016769022037,-6.04755606533711,"USA.YukonKuskokwimDelta.72B3","presence",0,0,1,0,0
-406.536337532099,415.622269930709,573.404611063216,-229.892994823208,597.20076477442,27.4184715660424,1113.35820739225,1429.17404939765,406.109371549288,1072.19376016236,-2698.104618011,-1763.31922075847,-1792.30992107029,-2803.25579954049,-931.052100281443,2437.76482815686,515.630539128363,820.099852078065,1150.42065641688,603.473489828825,0.0654439181089401,0,415.622269930709,189.959662682608,1003.73710230652,-43.6407435785443,7.36013927953714,-8.76568561847262,-2.26573526362893,-98.6585132812545,-17.5453245558555,-1792.30992107029,-1997.60833193234,40.5390412162422,18.6954483206143,5.28276948551254,"nonveg_693","absence",1,0,0,0,0
3162.92390559009,2929.77462185325,3665.44530689772,3831.30421001881,2201.83448312458,5839.94792149451,5383.79021092183,6557.68300321446,6715.00532138611,4147.47272679071,-5262.36383049773,-5838.68381576406,-6062.32228040783,-6496.018615006,-3660.98606751977,1318.75044331746,623.220558198539,516.076591328992,862.660188070628,769.936666972913,0.0371402671767605,0,3443.54695769933,3343.44225968237,2071.35706982824,36.3111230249265,15.0954182641751,-32.0828305401621,0.590683669032176,65.0766739020954,-43.8176414006559,-6356.25381881659,-6334.3488792204,3.29678796549541,7.20120373260523,3.07539022289579,"Canada.BonifaceRiver.AB1","presence",0,1,0,0,0
