"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_startSnowfree","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_NDWI_annualMedian","spectral_NIR_changePSLS","spectral_NIR_changeLSES","site_code","presence_absence"
785.823205667305,1573.81794739687,1403.15474642244,1114.079159765,-3954.43731101714,-2067.39139645498,-2400.67893488608,-3618.08307798765,20.6634216308594,0,1114.079159765,787.99474172957,-3322.95854011953,3.98419410258019,-24.8694463,"nonveg_1132","absence"
982.131940359003,665.262715333666,391.686476797393,1316.76632204275,-2284.53088081616,-2354.31710900304,-2755.05813393604,-1773.16172108327,2.79129719734192,0,982.131940359003,925.079845245357,-2354.31710900304,24.9048898732688,29.2568475978699,"nonveg_561","absence"
2517.6426835437,3110.37408763953,3307.37743320289,2205.35950865337,-4436.45833846232,-4551.7723361885,-5050.77213341289,-4072.25883090446,1.14239633083344,0,2890.13259074588,777.217185735673,-5070.7990150615,-0.0571459575269153,-15.3623896541805,"Russia.Tazovsky.Unburned28","presence"
2795.53251723794,3587.86777444183,3896.16039661728,2126.43564593827,-5563.41205419108,-5474.52030618119,-6221.0933358001,-4790.13435278472,0.282343864440918,0,3140.78700449909,1203.87296720288,-5497.3813129674,2.44065230864789,-8.05397035080004,"USA.YukonKuskokwimDelta.B","presence"
2678.69983095449,3159.22832684908,3429.55299483179,2065.59133333065,-4890.78861410197,-5353.50993273735,-5651.31774175459,-4418.62074639041,0.0931747853755951,0,2872.90035436533,980.395226410878,-4985.9183648908,1.81259967367696,4.95328658511328,"Russia.Yamal.Nadym-2-H","presence"
3703.73877753656,4582.69839957157,5307.57732510163,2203.83037987036,-5995.91170186757,-6438.47331609373,-7159.73357041429,-4894.15537624144,7.68386948108672,0,3752.06213291554,3955.15373871994,-6622.19929498043,-3.14264177467068,-15.471727514022,"USA.Kougaork.TallShrub","presence"
113.17347168073,229.172477336904,-6.99131929762569,-127.014411818562,-1155.04348897309,-1612.94444214267,-1461.13498548359,-1763.5653064339,1.80528426170349,0,113.17347168073,541.066919408099,-1612.94444214267,77.8680841502082,-30.1557428298215,"nonveg_912","absence"
221.934907863149,319.469151454507,225.438441040084,5336.14820032891,-1365.74921088644,-3078.0099096124,-3031.58569117338,342.449342096474,36.3343353271484,0,225.438441040084,7031.46236008538,-2222.28606114797,-14.6477323439279,5.0769611689085,"nonveg_1353","absence"
2922.43505797578,3135.57974273773,3228.48356050381,1993.79082482458,-5201.97570578259,-5633.34291400745,-5771.7616852014,-4265.68919085334,1.17715585231781,0,2720.24504989432,1122.50650619329,-5504.18713199558,6.80801471532277,27.5140102104955,"Russia.Tiksi.DryFen","presence"
495.26681795272,1048.234132771,569.584972153621,8.44692878630718,-1801.3579636025,-1714.43710067897,-1036.84353090925,-1730.39720265001,1.49644756317139,0,495.26681795272,1039.78720398469,-1714.43710067897,58.0599481728216,-62.636914724911,"nonveg_916","absence"
