"permafrost_index","spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_lateSummer","spectral_NBR_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_lateSummer","spectral_NIR_startSnowfree","spectral_SWIR1_earlySummer","spectral_blue_endSnowfree","spectral_blue_peakSummer","spectral_green_earlySummer","spectral_green_endSnowfree","spectral_green_peakSummer","spectral_red_earlySummer","texture_NDVI_peakSummer","topo_eastness","topo_northness","topo_slope","topo_tpi","trees_cover","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NBR_annualMedian","spectral_NBR_changeSSES","spectral_NBR_changePSLS","spectral_NBR_changeLSES","spectral_NDMI_annualMedian","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDMI_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NIR_annualMedian","spectral_NIR_annualMean","spectral_NIR_changeESPS","spectral_NIR_changePSLS","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changeLSES","spectral_blue_annualRange","spectral_blue_changeSSES","spectral_blue_changeESPS","spectral_green_annualRange","spectral_red_annualRange","spectral_red_changeSSES","spectral_red_changePSLS","spectral_red_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
0.989047706127167,3035.78410240875,2470.36037046981,3445.71490825695,4086.14166314648,2088.28073188045,3949.15132153586,4726.3664117274,5287.9373160374,4781.9393343168,5908.96843082443,6687.54707799126,3847.31836175397,-5760.39859826504,-5730.64503223369,-6157.63671202201,-6245.14380444782,-5029.17759330594,2666.47361430832,2130.13539655167,2471.83384791549,495.898628643971,510.895095441113,699.189770718983,647.033386013256,697.667493865259,808.343870570806,-9.10393659296989,-0.0349933434691694,0.0416474375459883,3.15137857860989,-1.17449923356374,0,0,3342.5684412065,3222.36867104416,2369.83913972941,44.1814917548246,-32.9986342253272,-37.1166702106634,3567.79499814662,61.919451846469,-45.5657682682311,-53.4733337568603,447.42706444449,50.0574246184821,43.193857441546,-47.5357922660994,5649.5829210138,5534.8610084411,3256.14390710582,62.7824889670116,-40.2718413086506,-6133.21081586929,-6217.13619018279,519.423572131481,3.31153430039491,-7.51312409392482,2740.02883652637,2612.52575727198,14.6505932488676,-19.3641074222856,4.76866836529822,-2.12671575411963,6.15121717559858,151.06920980481,3.93349647859593,1.10214384823108,180.662380433389,133.599014593887,3.44718324311407,-3.13168172889386,4.97897703190819,"USA.Toolik.S1","presence",0,0,1,0,0
0.99999988079071,319.404983782381,-105.763902050794,211.730618993488,585.330054096123,634.337396276231,-359.973949920091,30.620139948388,529.578484313661,-203.556481312923,365.681093636711,1026.3550684915,1048.24758188893,-1131.17576965274,-2002.32832386523,-1582.88192789578,-880.812726491247,378.366238455459,1776.88785839326,2255.23386703574,2314.49578369881,1065.41839845383,1346.14438491099,1542.11538254644,1253.52458374084,1620.0339865693,1748.44117042726,-392.846397595815,-0.00405859341844916,-0.0190008226782084,1.25127553939819,-0.561375916004181,0,0,319.404983782381,329.007830219486,740.101298327025,-14.9967815473262,-33.9635850093305,-28.8631382767529,-198.203534633696,-65.6664819751868,-35.5085536244072,-12.2557131197017,-926.167754721453,-62.834666913414,10.8750688350535,-14.6094289433463,529.578484313661,553.261149403574,1251.80406320185,-24.698528455965,-51.7488704499667,-1131.17576965274,-1043.76650188991,2380.69456232069,-71.8829527670571,11.3801383255225,1888.29658752471,1908.24963112558,8.04504037571519,-26.2181470361076,-1.88077538514773,8.12318868312547,-25.3108481830221,697.319264614253,-23.1328139916486,3.1452643485239,663.526963462315,556.047023437035,-14.2210531462834,-18.8420872476755,-13.8119208495467,"nonveg_806","absence",1,0,0,0,0
0.99999988079071,1065.81360491388,1308.61788193575,1587.64559712807,1385.45602812053,1070.8481117782,582.506671583648,154.307631376868,2011.68629496522,2324.24511169372,2855.59472141525,2617.87063265757,1781.52218815194,-3123.36592340301,-2989.09247058222,-3104.91419515125,-3568.12944845505,-1414.79586679957,2089.05652115651,2082.18004615654,2535.21357502578,899.938247595985,791.12283368911,1034.36030917561,1046.49159758396,971.004848779684,1137.78489728937,222.710275366203,0.0347616607323289,-0.0634653463959694,4.35992975234985,-2.32191696166992,0,0,1327.15958737159,1232.29859718151,644.546139130593,11.1858970954321,-20.2179379361464,-0.0110368186113647,393.466787136174,-23.9228827865752,-23.7601584067115,27.4371002804473,-1614.57616651058,-25.2932780707793,6.47383439704795,26.3014052556723,2372.79237675815,2249.1923486918,1265.36345994517,25.7098464696746,-7.3381888550507,-3049.4650627813,-2923.29043888105,2043.90277393246,-59.714851462961,-20.3890867974399,2082.87402266726,2060.96339842338,3.7987826716516,-12.5406988710268,-1.6894927844067,3.93444407251844,5.69540869215366,596.741574595831,-16.0997844648748,-6.94466857107097,456.535483735195,377.15050938483,-10.1851847927374,-6.26218756937247,10.4396343782378,"Canada.PrincePatrickIsland.MouldBay-C03","absence",1,0,0,0,0
0.968232691287994,3191.938225003,2664.5479916924,3508.86014593588,4240.89310619019,2171.41582589395,4216.17292349209,4898.35243387617,5536.57405118723,4905.70882091906,5929.74897495804,6891.13388195768,4058.9764703324,-5768.52134204786,-5762.72343264919,-6196.92488283658,-6023.16957254219,-5344.33840469961,2732.23853470001,2145.32017888349,2382.80681153544,485.837931580504,527.861412114111,666.555517089049,666.970914784729,720.315067729551,753.828632297251,55.4166427803479,0.0354132249951363,-0.0400135673582554,3.07536249160767,-2.01421461105346,0,0,2687.58212431233,3114.51348479851,3506.39814306336,55.8962060187956,-121.068677237627,-20.1769384204727,3178.49388863964,70.1484755546564,-140.3896785279,-21.0077441135909,35.7993500983981,49.8170895236537,67.4803846091154,-19.4575670300908,4776.25510918964,5429.69656396036,4945.94710332672,82.1608793986964,-19.5445836123017,-5615.3052569866,-5769.43141235932,2691.38699283497,10.7871730626594,27.2146385732991,2276.169235933,2546.70565436635,30.0695145850479,-61.1977475105384,6.52030223932235,7.33905452008609,10.009047602109,648.012368900444,7.00377064291989,9.44556006709712,613.208436281401,657.385255601394,6.05895629118682,-29.8811479818815,10.0077042178315,"USA.NorthSlope.HappyValley-C20","presence",0,0,1,0,0
0.999938666820526,957.562701671069,890.107997127793,1712.06684524306,1172.46984296325,769.268323366081,360.986055557432,-436.75285448315,1532.47003907508,1529.36117146814,2699.25960330765,1886.47578386532,1277.42622201018,-2253.71862375131,-2138.91629890469,-810.604166336849,-1880.14637996946,-2247.8839957456,2809.92869191154,2140.35205298136,3587.71838674623,1173.9917646154,1310.08955035728,1510.12381801287,1410.6096793318,1595.26683400896,1704.07018858022,329.567214496089,0.00663080858066678,0.00269713951274753,0.411850243806839,0.204385504126549,0,0,957.562701671069,1100.29514207425,942.798521876977,7.53177513219951,53.9597002279807,-74.7235316468423,-619.959752465049,-1.09618397415217,79.7738910040582,-89.1768916384074,-1998.84999296853,1.33266736139022,9.49391854740131,-85.1018769476241,1532.47003907508,1784.99856394528,1421.83338129747,10.2017526825962,-106.354402894501,-2138.91629890469,-1866.25389294158,1443.11445741446,-0.233385120228377,14.3681632223788,2367.3160446644,2387.25299146526,4.14005941854897,33.4971102364865,12.5641519956605,2.15523932385636,-45.3687662481155,470.130511987538,1.87842084386413,4.15862161301167,462.336444435135,432.55676278954,3.0474578131699,25.5294735905866,-39.3233420717764,"nonveg_863","absence",1,0,0,0,0
0.999999582767487,501.234942509434,349.59916564154,403.340172785863,-47.925884319983,299.535901088219,-718.43324326544,-1881.42221495276,789.979428443036,561.616006608141,648.461452994878,-155.710370445193,419.09315678548,-1985.8159057094,-2191.30004090189,-2329.42272898371,-3414.65563344924,-1658.06795501585,2143.85608085496,2260.22351705617,3173.63905268188,1172.01062216825,780.134014398546,1603.87204376092,1471.31877240248,1177.661556211,1901.66466940634,-119.932776607576,-0.0403756946325302,0.0162186473608017,2.51329660415649,-1.15779280662537,0,0,349.59916564154,301.156859541015,549.160826829417,10.0849520710608,50.1406730117606,-5.37410071443227,-666.414830431779,-52.6896411061431,129.220996854146,52.8163492745292,-1658.32527849893,-42.2156441032224,-63.6204954738334,38.9970717914566,561.616006608141,452.687934877268,945.689798888229,18.5443135828778,-8.68454463867365,-2191.30004090189,-2315.85245281202,1756.58767843339,-16.3873975346775,-71.4419863869919,2143.85608085496,2123.55809970569,-25.1543268589567,39.2380547446436,23.8064979666246,-18.0267160396779,-25.9634520933971,549.248648469716,-6.36188701021298,-21.1005454132728,538.624198267047,463.427276231278,-2.87861929893502,29.1080276522736,0.430840077444918,"nonveg_866","absence",1,0,0,0,0
0.99519670009613,473.808517569706,582.708237688908,545.911278441704,241.346502594291,437.832128927288,-1735.00630031055,-2368.87349660264,784.087444792487,978.734630053199,912.140883492927,442.034143103923,667.600964073505,-2392.01792524276,-1989.24731468225,-2411.89116985242,-3179.83455087828,-1717.80507448047,2194.01647280915,2289.52019352646,3697.86148497184,1025.81145667451,772.64632378939,1511.45184331616,1461.09327762518,1273.87646190312,1862.66323038508,563.862712945344,0.0207344125956297,0.0210269596427679,1.70387876033783,0.820266723632813,0,0,473.808517569706,456.32133304438,341.361735094616,1.16052866588446,16.9202653248563,2.04427551373351,-1735.00630031055,-7.41862848729147,35.2148442384494,14.5745705235752,-2480.84662938744,-5.89185989797192,-16.7085171677683,13.0512318738273,784.087444792487,756.919613103208,536.700486949276,3.75762841028971,3.69965258668173,-2392.01792524276,-2338.15920702724,1462.02947639781,-21.7488016374933,-24.6192695511099,2194.01647280915,2195.09271743607,-8.57011675635759,10.0696834515999,3.09190667458361,-8.06241837464202,-5.10866114749893,451.377554079306,-5.87183785658419,-8.41720564141238,362.263695727361,363.924941424066,-4.09159230099621,7.38940093651901,2.47436974380451,"nonveg_849","absence",0,0,1,0,0
0.999916970729828,500.965667955258,551.074422917311,638.945347277124,672.924602576476,497.890336129299,-2967.2348455971,-3002.79948161707,1393.73858467697,1468.10611734757,1731.18578115479,1830.18065133097,1105.2394087543,-1934.43953875624,-1631.01733266685,-1821.84663222454,-1925.16868626603,-1008.24297081458,1144.42804824766,1181.33819195512,2481.57955838902,707.578881823411,666.869350721266,717.507367948205,759.438693701176,742.257167034257,764.949048836944,-768.315071665527,0.031349066644907,-0.00433551426976919,1.84379136562347,-0.103558249771595,0,0,551.074422917311,572.360075371093,175.034266447177,0.113901178739209,-2.42708966423946,-5.85806162398752,-2967.2348455971,-12.8619475819795,2.5403311442832,0.80852633684414,-3864.69036792855,-13.1376510772573,5.79788238281033,0.239116143106852,1468.10611734757,1505.69010865292,724.941242576666,10.6851546638025,-17.5386442538147,-1821.84663222454,-1664.14303214565,926.196567941657,-34.3035765904317,0.343364907044967,1144.42804824766,1131.25069972606,3.3621075198232,-0.610223006352011,-2.96539660292275,1.09549024420496,-1.55367577572871,223.47744192488,-8.27694229351407,0.362959692901557,177.782448639615,161.953792526321,-5.99828861208598,0.233272924655929,0.728981932785988,"nonveg_769","absence",1,0,0,0,0
0.00999999977648258,680.642421271551,-73.303540401427,380.143721746416,798.521581084565,28.235326267857,1111.15887000044,1532.49431014325,1536.2313411909,607.767047288883,1537.94887520051,2180.55819354564,290.203580035889,-1243.29235653344,-1807.60476630384,-2824.95820759621,-2970.91775352942,-241.503334868493,1027.80008856972,1104.78407314317,1445.69956573404,571.741271671506,510.049884444474,890.2831401879,728.861027325877,705.223631968973,986.614177583178,967.534760273375,-0.0190614815801382,0.0162768941372633,1.45060038566589,-0.841850280761719,0,0,380.143721746416,362.847901993792,871.825121485992,21.0453901614095,-22.0198873335868,-22.6723631073922,1111.15887000044,22.8328304268426,-22.1755494812008,-11.7862386811571,-330.533036929759,13.8417368940586,1.82350804001118,-12.5321198044993,1536.2313411909,1230.54180745237,1890.35461350975,40.1944439082263,-46.5090913955812,-1807.60476630384,-1817.65528376628,2729.41441866093,-32.3157748924177,-53.9882936561245,1104.78407314317,1125.79805817765,-3.87353387848381,-11.2948237048117,0.666005652363772,-6.26708289543079,2.11536098231073,284.202896342903,-1.1044981279869,-6.95537991673514,235.751764437624,280.325991510655,-1.24727009312644,-1.21314613354977,4.5574916141915,"nonveg_532","absence",0,0,1,0,0
0.97014582157135,1415.24823843054,938.056012536822,1015.11191719186,607.007496499197,1084.75750057721,-1478.76081479887,-2223.42476266325,1974.86909249675,1363.26114260696,1475.27297031127,936.535429180339,1497.05064601571,-1423.96994698013,-2057.46168000454,-2053.97510948012,-2660.53670818044,-1566.49490400584,2823.26478012318,3058.64776521521,5320.19399780064,1572.24859243043,1366.66505880764,2174.46827114604,1855.0222108762,1714.45942149678,2378.14584179097,-409.465916785747,-0.00686112930998206,-0.0083047216758132,0.621461749076843,-0.193382754921913,0,0,1015.11191719186,1012.03623304713,808.240741931345,10.3278355579166,29.1503157637619,-5.50399318964583,-1478.76081479887,13.7133862309019,53.190281990313,-5.48479143016626,-2628.89680639879,11.8660576300827,-40.4503216830432,-5.74587802723077,1475.27297031127,1449.39785612221,1038.33366331642,14.9318264525326,-8.00084483602156,-2053.97510948012,-1952.48766973022,1236.56676120031,4.45390490705336,-38.6427112875097,2823.26478012318,2879.67912468711,-23.8553847930317,22.5487472401586,3.93321912941335,-16.1071511425566,-8.9784644547988,499.699454314912,1.26487248829285,-15.615607947341,460.00884964926,467.489949341707,1.65967139727151,12.2134819444583,-2.96713981254062,"nonveg_508","absence",1,0,0,0,0
