"spectral_EVI2b_endSnowfree","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_startSnowfree","trees_presence","spectral_EVI2b_changeSSES","spectral_NDVI_annualMedian","site_code","presence_absence"
2517.301435172,3824.58180273071,2099.17870301244,-5860.15107434033,-5341.51850231092,0,51.0229678322896,5730.70745579385,"USA.NorthSlope.HappyValley-C20","presence"
562.660066476565,741.989303818279,303.322757158598,-1340.75063482922,-1131.03210276393,0,14.1127146789106,1410.85697382404,"nonveg_684","absence"
301.469392670946,-55.9249262353847,-104.725828090793,158.209443534332,12.8942305586585,0,5.81493998258826,-46.1358881383079,"nonveg_822","absence"
3139.24612206502,5213.26023503025,2366.22792058789,-6103.65339151611,-4325.96274740135,1,23.3895260312193,6026.22120438186,"Canada.BonifaceRiver.AB8","presence"
-119.252134927826,-257.51396707914,386.962650707904,2730.18343918239,2981.1930627842,0,4.70638368209408,1352.33428376718,"nonveg_1736","absence"
-322.439923822384,656.201569707365,268.118056037518,1213.58490068325,1423.95704959896,0,9.74953834584891,453.613444140158,"nonveg_1509","absence"
700.896534782361,955.488717514298,518.958755449332,-315.871594081555,-508.47486383633,0,30.3224857185619,1379.13789069268,"nonveg_941","absence"
1590.8328931072,2677.59123395525,765.756337519535,-4393.26354512065,-3200.87079159933,0,30.7480076330743,4563.94705973492,"USA.NorthSlope.Deadhorse-C16","presence"
2179.09589062224,3339.2811314876,1912.79735221129,-5024.01099810836,-4062.23052298075,0,20.5988599290002,4461.8908748915,"Canada.Yukon.TOWYK","presence"
380.374589848435,818.626138398164,295.43617210116,-2218.48282337939,-1958.12457164925,0,6.09483943180941,795.093789566072,"nonveg_940","absence"
467.793047114002,551.281369295479,211.853516552021,-1898.66304888382,-2298.36957468959,0,30.2913446886879,855.486300749035,"nonveg_975","absence"
2615.01882185472,3454.25223581418,2040.3640891927,-4774.87780586692,-3993.91050847973,0,9.64969824955178,3815.14531395287,"Russia.Tazovsky.Unburned28","presence"
-41.9970764715958,311.636424213762,-168.149377478185,-1572.53770717362,-1751.80104924134,0,41.9511001045914,490.544508744127,"nonveg_785","absence"
295.874846219731,556.33184797656,731.17482177304,-1071.6286164722,-1358.55234923559,0,15.4678035723972,2244.39354542597,"nonveg_1442","absence"
2121.0350151707,3877.11368418014,1723.55193838818,-6000.86109784693,-4134.04808258239,0,41.147102875223,6023.27714343383,"Canada.DaringLake.Tower4-LowShrub-2","presence"
-204.971119274433,-27.7168548708419,-1181.51461171149,-611.377330845432,-112.215718360033,0,17.6274916533217,-192.710557865278,"nonveg_1172","absence"
414.45897692981,-336.653890673692,539.420717393121,-842.934676719965,287.859226413668,0,-23.4977505256401,480.267808869069,"nonveg_1234","absence"
2543.83173388831,3376.54578994694,1707.13669296846,-5813.62007373774,-4654.29261670666,0,6.70670836331555,5341.29521775122,"Finland.Javrresduottar.EC-Spring","absence"
2402.57585369415,3252.42429178929,1917.35002400049,-4914.47993076093,-5301.82104610362,1,32.0856920558622,6566.46761905217,"USA.InteriorAlaska.4","presence"
496.057319109008,306.197334298872,-10.8227114892994,267.532280273299,603.253368814825,0,25.8354733370514,236.368428258428,"nonveg_1161","absence"
3327.29863521599,4129.80324314147,2521.11259814569,-6140.43163793226,-4933.63736930552,0,11.4507434610306,5169.10988281978,"Norway.Javrresduottar.A-Betula","presence"
3297.88744552924,4538.61067117405,1920.35983745241,-5695.77741803109,-5506.16382582594,1,59.9790549146942,6199.39673150424,"Norway.Javrresduottar.A-Hummock","presence"
604.385537082573,899.511158200853,1521.1688421601,-1318.4882878008,-190.907409229989,0,-20.1553979336655,851.582184572126,"nonveg_700","absence"
444.166346696611,1508.12106211563,87.2533724892434,-1697.45288875831,-768.843705037135,0,24.0443867567583,1561.59683149954,"nonveg_619","absence"
2003.43739664228,421.276941159778,687.513377188836,483.050700874988,1805.87393786014,0,-25.7034309209037,2595.11357304692,"nonveg_991","absence"
2068.86779276235,3588.25577198171,1754.99724795513,-5778.83750746489,-4474.47294634201,0,49.2731921437872,5441.03279397701,"USA.Toolik.S2","presence"
2473.56337352051,3915.70876177624,2077.26373613342,-6000.68605317994,-4161.11988725762,0,31.4847743535739,6381.57210069447,"USA.SewardPeninsula.19","presence"
823.443409855725,620.392258288434,1064.70291153977,-2070.11000968392,-387.521673753671,0,-20.86508330989,1734.12279630737,"nonveg_882","absence"
888.893062049401,1232.09414789909,569.825531258928,-2291.70772222408,-2605.18579924214,0,14.6612793017294,1527.59403120598,"nonveg_863","absence"
185.804975533115,-642.981407867229,-261.592018407444,3673.67639406822,3597.26141719691,0,9.10911739941183,-954.146289453262,"nonveg_1637","absence"
327.222590727123,158.684118158327,-1.93549286112022,-1800.50507050166,-1239.70480225365,0,2.69681090063867,208.706967897643,"nonveg_560","absence"
2027.2053659573,2384.39191715601,1622.82194596178,-3748.74838313096,-2820.65073351466,0,13.4186979406732,3594.5415520715,"Canada.BonifaceRiver.LSA2","presence"
