"spectral_EVI2b_endSnowfree","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","topo_eastness","spectral_NDVI_annualRange","site_code","presence_absence"
223.222501534245,17.007611426634,555.967199054549,-1558.98122986139,-2098.13271377595,-1203.84637135007,-0.255682557821274,582.041044555464,"nonveg_560","absence"
1283.91062157599,1201.19645046328,3589.84878629142,-3868.15295826082,-4370.39815805233,-3095.15247218061,0.00761133630294353,766.279524484143,"Canada.BanksIsland.GreenCabin-C00","presence"
933.141790234753,243.640030894373,1507.96554193784,-2200.70261266094,-2436.35995556041,-1748.22297541637,0.0102703319862485,1540.57640017767,"nonveg_957","absence"
534.370011489152,-92.386098581956,772.32299079502,-1361.85245962124,-2252.36059232952,-1529.88423162011,0.00849623885005713,1188.79989341678,"nonveg_979","absence"
2552.20041978285,2028.41263923422,4779.64438731224,-5333.46216852654,-6132.17401906023,-4212.72089247207,0.0228058859292004,1144.87450787876,"Canada.ChukotkaRiver.TH1","presence"
761.510331550382,-48.073563158448,1156.22362290722,-1926.8564076926,-2740.24933813094,-2183.91414180008,-0.00659720040857792,1972.13802676385,"nonveg_998","absence"
1012.38595073623,865.515584150252,1796.93327369479,-1746.10930870661,-2295.21839721143,-81.6357602393435,-0.0352011658251286,815.198958917696,"nonveg_954","absence"
1872.97434703022,1002.90844596149,3199.12416623794,-4744.55344187895,-5803.51586782233,-4083.55803133257,0.00591187815492353,2983.96300718989,"USA.YukonKuskokwimDelta.1","presence"
229.521338613836,98.199692198678,224.137644059222,86.3307307232209,-698.73159168928,-72.475981414169,0.505668878555298,219.481696419146,"nonveg_1089","absence"
137.085862479105,242.396867681721,-260.353171321967,-1446.54913588982,-944.979894220945,-1331.88053768007,0.0202740374952555,1333.2529233656,"nonveg_900","absence"
2316.93950873191,1870.87398985762,4925.52100225942,-5702.74452728616,-5948.08492650187,-5037.33185842349,0.0279141925275326,2566.01771209217,"USA.NorthSlope.Sagwon-C19","presence"
2697.53101983683,2209.06309503587,4321.68515131577,-5660.00477816241,-6096.94811330984,-5060.43207171398,0.0120187181358536,3280.80371102397,"USA.YukonKuskokwimDelta.UB7","presence"
569.481039278116,332.287288154567,394.354490555025,-1179.46895541605,-1150.40713492755,-1571.80648943691,-0.0421525798738003,591.776371925637,"nonveg_768","absence"
630.905942287274,-484.716945797578,241.77692022031,-1087.42454812488,-1671.60395921754,-883.457514733597,-0.0876672491431236,1903.09154365103,"nonveg_673","absence"
969.094115092243,487.008848471774,763.757098914203,-1336.13920688764,-2160.31216407456,-1641.80277286516,-0.0240835752338171,815.116036919838,"nonveg_1261","absence"
2872.12157465351,2170.02569196417,5690.1888852968,-6043.37010565879,-6330.25828162132,-4755.91035222998,-0.00760056674480438,2952.26698041365,"Russia.Yamal.Laborovaya-1","presence"
8.63651289128549,-144.703022381018,1110.03420847577,-2009.18562847231,-1879.05187547729,-1711.42275483846,0.284952610731125,1325.8849183215,"nonveg_785","absence"
2705.38525702833,1925.93838904733,5526.8514695425,-6334.07732804061,-6426.85544586328,-3649.44339368201,-0.0529225386679172,2903.87429806201,"Finland.Kilpisjarvi.20","presence"
1067.1107564983,627.443057729159,2135.36611927342,-3051.36792438296,-3300.5923328215,-2322.61866942766,0.0373808169737458,2946.76296981747,"Canada.BanksIsland.GreenCabin-C08","presence"
482.658368153917,792.003743245004,686.424390829407,-1670.51760399948,-1500.51669844355,-1271.95648531246,-0.000346823129802942,842.040428741916,"nonveg_953","absence"
338.784939235026,563.986641105697,1220.94992256757,-2890.67850268221,-2725.8444238743,-2167.93282374935,0.0425042845308781,1087.77822979588,"nonveg_986","absence"
3390.6025425511,2132.30063429406,5804.27739074346,-6410.86464151335,-7373.23369254015,-4969.22788436002,0.000107381247289596,3991.58150691264,"Norway.Javrresduottar.A-Salix","presence"
2391.95783973824,2015.49145519813,4627.1443617647,-4668.46534063517,-5212.50313877633,-4024.988948024,0.00159620074555278,2795.56189720977,"Russia.Tazovsky.Unburned28","presence"
522.401112752565,258.481526988211,1067.69822669821,-940.154509719924,-1267.79778407951,-748.950668588091,-0.176463574171066,773.359443514998,"nonveg_994","absence"
103.316454418524,142.484904745124,1368.11660358917,-1566.76528780445,-972.754367570234,-727.711537702772,-0.023419601842761,1052.33006011956,"nonveg_729","absence"
3040.01178972495,1897.24717088917,6424.85579995466,-7134.91740263059,-7335.99997817085,-4577.82076714741,-0.0438480656594039,6075.46079711331,"USA.Kougaork.TallShrub","presence"
3740.38848499739,2765.01842858478,6844.45458334252,-6909.5294331415,-7461.80498344939,-4284.43237424751,0.098139946659406,4771.25439475577,"Canada.ClearwaterLake.AB1","presence"
582.084710119459,-57.4791470845203,867.842426317748,-1449.3031825503,-754.091821797259,75.9514121016168,-0.0850434228777885,1740.9870937249,"nonveg_897","absence"
4527.42394884631,2901.05352373198,6951.05952732677,-6717.77686086354,-7684.68665130536,-6067.31879985298,0.0250929143279791,2557.1724338836,"Finland.Kevo.2","presence"
522.401112752565,258.481526988211,1067.69822669821,-940.154509719924,-1267.79778407951,-748.950668588091,-0.176463574171066,773.359443514998,"nonveg_994","absence"
1040.55826659255,727.696220374143,827.440924745988,-1992.99427361821,-2507.912975954,-892.486616965383,0.152310863137245,422.131001493807,"nonveg_880","absence"
