"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_endSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_green_lateSummer","texture_NDVI_peakSummer","trees_presence","spectral_EVI2b_annualRange","spectral_NDWI_annualMedian","spectral_red_changeLSES","site_code","presence_absence"
-5.76941130460301,542.261573166102,184.238089948653,192.654715270604,879.857440850382,-2271.07258487449,-1040.69112855812,-2303.6834347271,-717.069636617942,1738.401051411,50.2070131703914,0,882.397787411896,-1500.91731796966,-14.7966208848632,"nonveg_752","absence"
2708.81194859503,2112.35607385054,3115.71359394532,1844.85723040726,4259.89891924618,-5509.91774082782,-5757.41492528406,-5606.65206810046,-4515.08355731295,696.718461036102,-180.942601091935,0,1230.00564667487,-5740.99446410965,4.30728047817015,"Canada.ChukotkaRiver.TPO3","presence"
310.910058838302,665.357711234637,416.48628195939,830.338040812854,1341.85742435271,-2219.0175995605,-624.437793025729,-1854.38744842802,-815.520372037172,796.146724540324,474.002216179602,0,519.427981974552,-815.520372037172,1.6196952308007,"nonveg_919","absence"
1864.04947203227,1789.7402415938,2282.08238273705,1301.47423584154,3743.37790869718,-3979.80211358834,-4417.29059577181,-4211.64571893016,-3176.34154556794,742.061119932167,211.010082946458,1,1422.80878371606,-4276.46064548659,2.71337439386174,"Canada.ClearwaterLake.LS1","presence"
2049.29351894382,1638.63573906359,2054.958501032,1331.08976088238,3826.68563157534,-4103.13493604931,-4754.46572310933,-4998.74853776449,-3673.26599953443,698.860811236248,-105.324233882153,1,1042.75813106286,-3753.8281328543,-12.6890621635677,"Canada.LeRoyLake.TD4","presence"
-337.72662624915,-302.313818345659,576.127095139407,311.477854718415,79.9889242572765,-1560.92026913503,-2187.47535253706,-1496.72238213997,-168.002828578543,391.649412335878,471.596771861781,0,1148.11947330392,-1496.72238213997,11.3713053668776,"nonveg_1340","absence"
2557.645511571,1913.76226214223,3537.73321781207,1444.78963171439,4556.54453651692,-5663.62476942663,-6362.72514541008,-6638.22657130171,-3836.82611044131,490.4164900304,70.7455466068935,0,2619.00904630859,-5639.86912401752,9.77916895968241,"Canada.DaringLake.MediumBirch","presence"
2933.80428862163,3129.34753645087,3600.5765251546,1306.13671633925,5447.54730454799,-4807.61949321749,-5829.11262374655,-6042.39506656069,-3862.18124077028,717.446955386449,485.532824780503,0,2904.83387054064,-5292.28915286598,1.55953983290438,"Russia.Tiksi.FloodMeadow","presence"
-264.746392226194,-226.102487199199,-32.1480190838283,-75.2580569164646,-149.508165641721,-1025.44278484514,-772.857077988159,-1281.33248092681,82.7858161764133,768.619685919941,-591.726044382643,0,356.90863493053,-772.857077988159,-2.83172426186239,"nonveg_921","absence"
3219.21306254567,2138.85403320098,4102.25243697559,1887.00037966656,5156.96061645525,-5985.85165713934,-6753.11133204221,-7030.37344004948,-4877.59728156434,481.736953021265,101.924178440251,1,1775.218653115,-5976.0825958578,-3.0480325836934,"USA.InteriorAlaska.2","presence"
666.561818656995,1201.69901827605,1088.23555104083,1618.66108611846,2477.3294122142,-4741.59411478066,-2804.5504331044,-4574.29096413131,-3149.1423632335,1124.78471035676,-424.151084669346,0,1837.10899286026,-3538.19061608461,-15.6243697548557,"nonveg_1069","absence"
158.753634732385,661.155894275057,638.872632027059,875.178092323789,1285.41417735744,-1757.97187386884,-1042.69433117496,-1556.92746092725,627.047143383949,982.494009109721,-324.197677774137,0,716.424457591404,-1376.14928875691,-5.63879699057712,"nonveg_659","absence"
3044.26014960911,2467.59332766895,3348.62822846571,2051.14691454797,4390.91940793577,-5247.77914796945,-5659.97334209138,-6225.72208351319,-4320.97864214386,685.919190255136,-36.7537304136227,0,1482.23892446,-5979.06860057868,-2.29633521635851,"Russia.Tazovsky.Burned12","presence"
2698.53470291617,2265.03118816696,3405.5527828466,1845.02624429955,4931.09253437952,-5647.47182151944,-6159.67532761582,-6379.44638522551,-4196.04740000559,556.078781864555,-28.837901819178,0,1652.07106248821,-6094.01185635086,-6.0016860285026,"Canada.DaringLake.Tower3-DwarfShrub-1","presence"
3017.18367800727,2540.57882151262,4201.12649301993,1786.91947436319,4572.52398367442,-5389.63924834039,-5813.19530505788,-6192.41546402464,-4242.66574895882,722.996116181362,-290.520391359042,0,2797.68551720099,-5714.71614354089,6.13364160673969,"Russia.Kolyma.WT1","presence"
2660.95457607799,1586.38236882081,3401.00347813036,1681.29607317109,3050.95188154412,-4722.77787115175,-5120.97383650891,-5795.7200949119,-3739.03694514751,729.304613785849,15.2167949763607,0,2654.13117252615,-5138.50137464884,8.42250672642856,"Canada.KluaneLake.Ruby-MixedTundra","presence"
3738.5381989641,3269.79764477351,4135.47349202891,2497.36655341838,6987.21715818937,-6317.97574091857,-7176.49188258293,-7084.33522975232,-5817.29256947899,440.041580896039,-147.154027320484,1,1671.30528314761,-6824.55010758626,-9.08999803797985,"Finland.Kevo.7","presence"
2036.57573706219,2525.84518789385,3259.08952400201,1751.04563096183,5768.49055692134,-6075.2525824595,-5911.14505968953,-5754.88302298432,-4500.8170397933,596.692399995728,-9.55667272501619,0,2079.60685241237,-5681.23435171411,12.5414709302908,"Finland.Javrresduottar.A-Salix","presence"
3265.29558766004,2579.49460650496,4131.44361751415,2375.54425082181,4603.88619503193,-6057.61095832932,-5938.61305945074,-6366.54706965052,-5111.40018614376,715.759582913351,-86.8950537360711,0,1893.30232161892,-5842.3874236332,4.35825246199439,"USA.InteriorAlaska.FRYINGPAN","absence"
1882.99368589715,2429.22977759746,3738.31262926457,1638.55133465469,4579.33823975754,-5907.61978412257,-5588.43390387362,-5337.10873885471,-4726.98321560419,682.195809861796,-267.768769869669,0,2129.77716868108,-5860.10161552942,38.2291413915577,"USA.NorthSlope.12","presence"
1494.98630201988,1012.073789058,-216.643001811224,870.121560354946,1378.30438477965,-923.981302183737,-1909.33913774191,-2615.16601223535,-1216.43749077844,1849.91442718976,-38.1328302046875,0,1711.6293038311,-1373.18585158018,60.9802807114837,"nonveg_624","absence"
934.961074975083,955.863813768989,944.062493451014,44.6147299121986,1691.63650198832,-1791.94982736427,-2077.67150592802,-1906.24065845338,-2418.99532679154,1316.89165204119,-627.607615225714,0,911.24908385679,-1906.24065845338,0.443039299738359,"nonveg_899","absence"
2979.77508655579,2929.31654803842,4423.53211574592,1927.56284996,5806.82765955131,-5923.17860925856,-6733.98265673631,-6852.5171611329,-3692.66866637428,617.646210369857,-80.774984358287,0,2583.93126951218,-6429.74088135026,37.2402608743966,"Canada.DeceptionBay.BEGL3","presence"
3167.92418303862,2793.3648240693,4026.38635538924,1811.24978930512,5486.73419362384,-5978.25759545876,-6466.10905701526,-6732.68390393529,-3957.96674895382,509.941426829229,-137.481150550713,1,2581.08320097806,-6525.07724661209,13.201109941201,"Finland.Kilpisjarvi.19","presence"
0.383296065990351,1090.4153064109,166.411293618055,-552.856222914874,1484.57393417095,-1625.95801928322,-1649.33578865886,-1734.88377146023,-1715.51624905272,1216.24703462819,474.802178934226,0,1643.27152932578,-1649.33578865886,20.0537127931699,"nonveg_572","absence"
3066.60863855583,2801.31622248447,4784.58427133671,1568.85050173643,6114.0965682673,-5897.63962370211,-7458.24815518686,-7924.20034355138,-4365.85775087289,410.357666769703,38.7806697704974,1,3978.2665114816,-5659.83504483387,16.3952292754238,"Finland.Kilpisjarvi.17","presence"
2929.68384896375,2451.81690959119,3941.88571881267,1534.88849487072,4906.60860733662,-5926.21299745266,-6512.8572912838,-6986.58665477424,-4672.42800081559,567.556556663677,362.190733112112,0,2638.93413496271,-6204.11859755614,-0.103210326893781,"USA.SewardPeninsula.19","presence"
186.21230816955,-266.832461493611,-78.9423641025342,-325.57103960826,248.339090623364,-744.114786905991,-1305.07006572325,-1891.44164754303,-284.725319271299,205.862632354145,-175.955491437217,0,667.473465032024,-994.567203000659,-8.71046632092689,"nonveg_1469","absence"
2069.92449610836,2064.13531631721,3156.836668143,932.902078746378,3984.60919465336,-4530.98635996203,-5637.81703969915,-5789.16508914154,-2798.90092390564,727.93004009207,-45.7864696387289,0,2370.12692294642,-5011.14392416979,8.89914124806701,"Canada.DeceptionBay.TH6","presence"
164.991142302325,462.696663129612,795.56079063554,375.39316290926,806.665791880252,-1728.45809423402,-861.854769929276,-1077.53497538745,-693.949057764269,1685.80104856293,683.788163321405,0,736.560193229807,-1077.53497538745,-13.6129465901631,"nonveg_936","absence"
2533.31022601812,2401.01741060533,3096.95644472132,1648.38708091967,5191.05328318666,-5189.90038587992,-6063.39520670289,-6300.33006732005,-4138.34890812609,537.595398877359,-596.916915022454,0,1526.45466264173,-5677.25233784436,0.641327784551088,"Finland.Javrresduottar.EC-Betula","presence"
115.734399039407,129.323589770043,-229.661461591354,-447.624606396752,2802.0799242601,-2562.16644579285,-3879.94125205251,-4035.15826920637,-2392.78509922909,854.980310620798,-185.512763771702,0,576.948196166796,-3408.2589379056,13.4669732491744,"nonveg_730","absence"
458.605592222977,639.10292155038,400.867970719483,-244.024234587132,1091.65956424321,-1105.3175082933,-977.106400968509,-1688.68816189949,-699.06451285942,1008.92851316525,347.727066961559,0,1133.94795398517,-977.106400968509,9.90412892222535,"nonveg_923","absence"
533.589905590096,-78.2757620234201,152.63917119976,189.752905710129,43.6488129035428,-765.343753027623,-1300.39735357203,-1606.55114539874,-860.707822288326,1759.63319934315,134.773170822484,0,611.865667613516,-1300.39735357203,-6.64562673531135,"nonveg_994","absence"
438.895614183637,844.193798969635,1343.73683535393,56.0878326506979,996.518002292755,-2368.84037998567,-1453.30301542431,-1310.9054782815,-2147.1360257324,2549.47571058895,206.541685427131,0,1287.64900270323,-1680.41747951322,-6.41558848683436,"nonveg_855","absence"
3536.86939275704,2779.15578107889,4318.06347803659,2664.29886070138,5795.30606186462,-6683.32171061866,-6494.79460187695,-7278.16737739929,-5921.51373648238,565.450904426512,222.298347383442,1,1634.45070356388,-5968.30361162768,-3.73534445837008,"USA.InteriorAlaska.21","presence"
3588.86463794566,3598.95054707321,4602.75181122007,2807.29197002094,5655.39248446899,-5935.91298275025,-6429.45274754008,-6450.53739647903,-5230.08933031667,716.490589586192,89.9457032099316,0,2384.39705659965,-5866.97086822477,1.94075479605786,"USA.YukonKuskokwimDelta.72B3","presence"
613.676864908631,343.178354245167,1262.05167104935,129.795264549054,779.903988193792,-922.856095479586,-1119.27992398487,292.965304187786,-744.945808931483,1048.35311592052,658.432094793175,0,1132.2564065003,-922.856095479586,0.767469842840051,"nonveg_729","absence"
2883.62604597937,2492.67307340971,3608.32470861774,2078.75494393194,4580.54890827472,-5262.77343784032,-5841.6414694852,-6017.79667213915,-4762.11517997446,752.848674644914,80.6870034189638,0,1177.10744496289,-5191.55360590622,6.74024003908968,"USA.YukonKuskokwimDelta.UB3","presence"
363.919565374382,465.143945165932,820.718833897673,579.20942255447,909.426345674139,-1823.43089330037,-1484.4450162521,-1235.08242095861,-1546.05830072753,1106.66218402092,-111.28982592873,0,456.799268523291,-1546.05830072753,3.49212918150004,"nonveg_953","absence"
1694.05786821227,1868.74749323428,1764.67282448286,1240.71311427382,3916.02183932325,-3389.47378245534,-4124.63354767132,-4052.07360104051,-3104.87211423402,742.333540369639,-79.7095211251175,0,1183.41813113507,-3427.71133092868,31.3543633479324,"Finland.Kevo.3","presence"
2778.14788107842,2213.57712172984,3854.95651778479,1741.8583981557,5681.29868110043,-6199.11271248045,-6070.01149548908,-6505.82600011397,-5179.76064214448,522.303869653144,231.752058068608,1,2389.20400762923,-6341.15966761121,-0.71048555509877,"USA.InteriorAlaska.5","presence"
1160.03116163966,1667.75037532936,2276.39911940493,1005.61012743457,3989.47197224264,-5169.36227858546,-5301.04184273252,-5604.86115964779,-2485.21039431718,640.036823750665,295.253841859427,0,2402.46708995367,-5482.30947860381,-8.62224576141967,"USA.NorthSlope.13","presence"
4231.39865100981,3074.19056065248,5311.45418612039,1874.75199596385,5336.21549458684,-6525.60063120643,-6627.98512024266,-7223.06891163205,-5241.02843229112,700.428734592864,470.356101995495,0,3924.6557247526,-6537.49778893406,-9.07884449719428,"USA.Kougaork.TallShrub","presence"
808.313492781169,443.208706273062,1152.19145779297,288.093037067579,1136.7273659803,-1692.35887347916,-2248.88354942933,-1794.6105838411,-959.624303348115,1165.43506916547,570.406764384128,0,864.098420725389,-1794.6105838411,-14.1396051561431,"nonveg_954","absence"
1008.35398078877,600.16881587563,663.506240177781,212.145609811987,832.564041087188,-1002.5387024011,-1119.90988336343,-2565.41803727401,-1657.76048829845,2095.9401409356,-553.500580398515,0,941.409575875625,-1657.76048829845,-12.7749643458401,"nonveg_861","absence"
1303.12412163631,1076.65765873794,1391.82001225028,585.436992694865,2437.1408841272,-2227.9194175336,-2768.34613250374,-2824.50181780242,-1406.92271757285,1005.84810935821,260.239517047742,0,1236.79982697682,-2677.41643311861,-6.45801772412019,"USA.NorthSlope.HoweIsland-C12","absence"
621.255890574378,355.272954194835,682.041453929689,673.856406121464,1359.93245678278,-2064.92111611229,-2170.69082320176,-2344.96553751581,-1360.99266960722,712.359110897507,-306.137557589621,0,406.526493572125,-2170.69082320176,-4.90147860121844,"nonveg_913","absence"
530.790539747829,328.350303768417,212.230293320611,372.657543604686,444.351802250343,-1761.30203366361,-2312.833503206,-2102.88164767532,-1758.61319170917,1966.27638784685,-158.458821238963,0,513.370508143387,-1990.66215316657,3.41329936744804,"nonveg_1261","absence"
389.214449620761,45.2136182592463,1037.55444060398,775.712077363593,534.7199452375,-1580.71445738198,-1161.38275251523,-985.620446363534,-864.819983253444,1190.73134990565,634.829481030884,0,992.340822344732,-1161.38275251523,-34.7987514986198,"nonveg_535","absence"
2531.24972381165,2555.05236289962,3387.44751744973,1705.62390288181,5337.96638161278,-5578.26591889058,-6061.3237167254,-6092.75054510801,-4660.44249192997,601.573716146012,21.8547933446001,0,3210.68180997166,-6327.18623816311,-3.63950381240667,"Norway.Javrresduottar.EC-Sphagnum","absence"
3189.67440023958,2781.58578164688,3652.684282632,2089.65241088681,5677.74534926201,-5532.80543942043,-6320.4245616123,-6487.73874039643,-5086.13599066969,576.330227298585,-2.27396509870587,0,1726.72836866457,-6283.0840736965,-0.243334954845345,"Finland.Javrresduottar.A-Sphagnum","absence"
1089.0655069729,1063.18554531475,1194.77312130331,1253.41108288549,2124.65668167773,-2658.60277590546,-3181.19850873625,-2607.80467624593,-2174.25742323135,896.409275892735,-204.632677403145,0,379.961073111267,-2658.60277590546,19.563709318549,"nonveg_764","absence"
666.561818656995,1201.69901827605,1088.23555104083,1618.66108611846,2477.3294122142,-4741.59411478066,-2804.5504331044,-4574.29096413131,-3149.1423632335,1124.78471035676,-424.151084669346,0,1837.10899286026,-3538.19061608461,-15.6243697548557,"nonveg_1069","absence"
621.255890574378,355.272954194835,682.041453929689,673.856406121464,1359.93245678278,-2064.92111611229,-2170.69082320176,-2344.96553751581,-1360.99266960722,712.359110897507,-306.137557589621,0,406.526493572125,-2170.69082320176,-4.90147860121844,"nonveg_913","absence"
2576.54391484133,2739.66040167071,3110.05307520997,1595.03665261101,4778.92709802278,-4528.9102514007,-5516.49547316496,-5417.53397153506,-3055.63338850201,704.724791050126,126.428291268135,0,1314.73038994387,-4407.95937748744,5.35833389858752,"Canada.BonifaceRiver.LSA6","presence"
263.908140688102,533.01193968513,361.032567830043,530.906091964967,624.361439963393,-626.994797767293,-861.351466197493,-693.607708733303,580.871199911419,1112.65814268318,-159.392861270432,0,269.103798997029,-626.994797767293,16.326049821227,"nonveg_848","absence"
522.345292128923,198.65326699866,452.581207465369,535.35787101932,362.723669084646,-1001.16975473481,-839.414860857928,-1013.16723494823,-762.900876180562,744.756164073565,-444.870544985771,0,336.70460402066,-839.414860857928,-4.98139374267113,"nonveg_931","absence"
796.297282403531,588.994725186502,-254.528753773366,253.959666614138,1078.39888199696,-608.365564432127,-1177.81269086023,-2422.08634572497,-555.788026776706,1432.38583846617,-429.277013240953,0,1050.8260361769,-1016.94380597644,-1.56909067487544,"nonveg_578","absence"
1845.52087599323,1390.6877004689,2312.80212336823,2094.02728531174,1321.43195730578,-1838.07161344404,-2460.47119680963,-2021.54509117504,-73.2192010100823,695.96651413614,-399.398217987043,0,922.114422899338,-2021.54509117504,-9.30589908875772,"nonveg_706","absence"
539.984457949848,422.048442101798,653.604342190302,217.438263462811,1121.62054010587,-1520.71779257053,-2499.91840703089,-1704.26449382724,-1403.44253055502,629.474825485821,-145.952244348031,0,649.057928407013,-1704.26449382724,16.4141426626613,"nonveg_693","absence"
2809.8638402609,2695.7221666653,3567.97733538706,1981.05565236468,5589.20999977971,-5683.6235983203,-6188.71671038027,-6141.82605871715,-4396.02458592644,564.008557316916,332.667421211416,1,2219.93318449,-5675.04529473832,-6.81853924917326,"Canada.LeRoyLake.TDA3","presence"
1919.16453025194,2242.45045552697,2459.68907588844,1445.76552078359,4533.05447940611,-4526.95608499011,-5062.73226541713,-5012.56648264183,-3569.3502318066,689.475999559284,-117.51034084944,0,913.148312702739,-4728.37966092471,3.64935340143473,"Canada.PayneLake.TD0","presence"
794.78499077862,389.151094961793,839.521550366121,737.829581456023,1394.08139571876,-1516.04894069259,-2486.8306971875,-1388.6476068937,-1330.22406230742,632.487769747724,-543.594818982469,0,457.249871611821,-1516.04894069259,0.775737858565662,"nonveg_760","absence"
2804.94638916204,2464.23403562696,3257.47498760371,1956.84995022719,3620.57374802598,-4107.4640727281,-4895.62693370572,-5313.61480394707,-3502.267935089,1093.11067157616,-61.6700928723311,0,1353.50565685229,-4097.97466558555,-8.19669011343821,"Russia.Tazovsky.Unburned28","presence"
-582.321873468859,375.743666300139,580.270621574897,117.5328277417,601.523412587293,-1491.50874165744,-613.926258426627,-212.499347049174,-722.323360597153,843.078620995905,-50.8754749316661,0,1162.59249504376,-613.926258426627,1.20451004817621,"nonveg_1268","absence"
2533.31022601812,2401.01741060533,3096.95644472132,1648.38708091967,5191.05328318666,-5189.90038587992,-6063.39520670289,-6300.33006732005,-4138.34890812609,537.595398877359,-596.916915022454,0,1526.45466264173,-5677.25233784436,0.641327784551088,"Finland.Javrresduottar.EC-Betula","presence"
2900.47503918028,2438.77020395555,3539.88660714498,2263.8613234215,4969.94527026431,-5344.86390855177,-5868.65833868893,-6096.56224057644,-4428.98517668327,646.601812335703,-153.673711554422,0,1743.26898415893,-5998.6456836878,7.34902522765748,"Canada.DaringLake.Tower1-Shrub","presence"
939.914872343136,1512.1124931253,594.286832119016,1417.45462755335,2242.73447819552,-1704.69414638708,-2541.31502019374,-2224.94226807861,-875.835110440063,1380.74846137735,-637.308891199346,0,1163.84494206028,-1704.69414638708,134.840333330755,"nonveg_543","absence"
801.235063887615,496.784246105874,661.435806365857,1525.92460156849,1005.08005815339,-2018.51324508439,-1394.26897136491,-2457.12758997612,-652.15093953975,1734.96328258464,-34.1118752155974,0,1042.0095469866,-2018.51324508439,-30.6835047031814,"nonveg_628","absence"
934.961074975083,955.863813768989,944.062493451014,44.6147299121986,1691.63650198832,-1791.94982736427,-2077.67150592802,-1906.24065845338,-2418.99532679154,1316.89165204119,-627.607615225714,0,911.24908385679,-1906.24065845338,0.443039299738359,"nonveg_899","absence"
-428.200760326039,-453.223771965327,-451.625866348776,-593.236187899454,-1165.09224300061,1971.98336731925,3500.689840439,1476.94879560293,4288.62264328947,331.379473240061,88.1833618153161,0,928.280909764953,3446.38323782693,-8.66578669380429,"nonveg_1646","absence"
564.049604085633,711.230452767349,1010.93311038768,1465.55030375798,1869.06152276692,-2772.17293774982,-2358.38955258433,-2403.00302282314,-1421.78320207042,826.853451459059,-74.3754152446868,0,901.500699672347,-2403.00302282314,-5.72427313913285,"nonveg_746","absence"
-60.2318501464744,63.0255582186683,38.9414044119585,364.666785631292,-183.807799818595,-303.388410714573,-27.5813217944967,-359.186806276552,936.327308906622,1903.83020508144,818.149889084576,0,424.898635777767,-27.5813217944967,-186.539082438491,"nonveg_1161","absence"
2843.46771829831,3025.27913618967,3270.7565209356,1228.70387086128,5922.87028954778,-5464.70948799041,-5892.32476491991,-6731.69383943396,-4119.50880918476,594.057760562952,20.61481761372,0,2455.20483134453,-6136.04592149165,5.20347659057761,"Sweden.Abisko.KJ-BirchShrub","presence"
2984.43432311947,2689.32280059917,3894.74802161039,2257.93607995148,4520.36412286182,-5416.82457803286,-5630.41024515919,-6185.54332880822,-4648.44098132871,885.485548539106,557.58070508965,0,2003.05627223902,-5245.91290179449,-11.4918462434084,"USA.YukonKuskokwimDelta.B","absence"
3424.72176272818,2952.37856207494,4191.15452605774,2603.34180805092,5109.03317655042,-5980.85108077535,-6341.84153516936,-6734.24816756038,-5543.78286100603,723.365614593448,-441.687921766699,0,2131.87427024485,-6413.99683287839,2.90598513030091,"USA.YukonKuskokwimDelta.72B2","presence"
2673.48044181674,2250.63282872168,2993.00410047804,2252.1981785058,3925.69613233056,-5189.30300083326,-5554.81637796665,-6019.74963819716,-4611.10718972008,821.641684136213,104.809835727824,0,1057.7731842471,-5529.70201409153,-1.92102732807732,"USA.YukonKuskokwimDelta.6","presence"
800.465038735268,492.833601283432,755.316291753566,712.706075635875,841.886319344008,-1829.46425216299,-2169.34293786286,-2294.69810323626,-1244.42910205812,1478.09991200542,209.473138554162,0,307.631437451836,-2144.02550997498,-3.26708852051811,"nonveg_849","absence"
-431.775360013605,-64.7680150205464,810.254977498239,422.583908798643,343.928553675532,-2465.90633658406,-1566.10477123859,-871.044163548318,-1208.84100259942,1355.58497028589,1508.28565412475,0,1242.03033751184,-1566.10477123859,-47.0125889118025,"nonveg_1037","absence"
3148.11486384808,2752.70120522887,4336.32460579772,1674.10713536258,5180.2844403773,-5922.4198400735,-7022.23685740981,-6686.65493874262,-4974.41932710933,428.708709166321,456.998819496287,0,1987.02117407495,-7244.96271564887,-21.0962708536878,"Sweden.Abisko.VJ-Wetland","presence"
3194.98471193679,3388.82127881714,4473.1789541236,2204.51404828445,6498.70271818851,-6493.39511767479,-6628.74222431034,-6995.88680052615,-5044.01883712009,599.651054255362,-37.477877632781,1,1977.55402024922,-6025.59293047526,0.40368412056285,"Norway.Javrresduottar.A-Hummock","presence"
409.250925464833,-964.722709575269,-49.6874816985992,-636.888710963455,-600.465901942564,-1611.8016028919,-3180.63254411248,-2614.49784906013,-1310.22156599054,1068.9563808081,929.072718098789,0,1373.9736350401,-2614.49784906013,15.3728733089691,"nonveg_637","absence"
3202.77311085475,3045.60089907068,4397.62905368385,1844.26185091562,5713.04844657364,-6465.01836395733,-6689.13453026213,-7236.41103249707,-5290.94460658587,614.773986354315,50.2334576631044,0,3420.36516063541,-6587.47163261291,-0.278245871695871,"Finland.Kilpisjarvi.16","presence"
2846.11667294275,2832.04452661089,3944.55567707865,2474.46030806387,4824.49662611477,-5517.85847080191,-5795.31744218765,-5997.29839554571,-4784.57814912549,835.992427565914,306.447363717147,0,2160.08976311646,-5364.47366022467,11.3956629587355,"USA.YukonKuskokwimDelta.UB7","presence"
562.950361237293,940.929263383545,858.126496663024,1353.10077879797,1602.67707466877,-2803.46015454644,-2062.10516217616,-2544.15489731956,-1731.25941157573,1400.8594802253,-222.786317596968,0,790.150417560678,-2401.83363951829,-12.5191977267891,"nonveg_561","absence"
274.415989643072,716.577301966491,739.060130823929,253.617764713976,1396.11160527099,-2193.81247996199,-2322.46325056901,-2168.37185583953,-1604.74824289123,929.860976234667,56.1802186936247,0,485.442366109953,-2168.37185583953,4.6713926182235,"nonveg_1968","absence"
-206.975983177785,284.371638375146,350.014400213482,173.263319676209,930.713824892263,-1895.83471201579,-1791.62544165183,-1619.30868149209,-992.811648478512,758.40000874892,18.1947706335273,0,556.990383391267,-1619.30868149209,3.90143573601973,"nonveg_874","absence"
3148.11486384808,2752.70120522887,4336.32460579772,1674.10713536258,5180.2844403773,-5922.4198400735,-7022.23685740981,-6686.65493874262,-4974.41932710933,428.708709166321,456.998819496287,0,1987.02117407495,-7244.96271564887,-21.0962708536878,"Sweden.Abisko.VJ-Wetland","presence"
376.817286075183,697.965197255617,342.572809897166,195.844021789207,1221.19292829242,-1003.59686502673,-1400.81287285693,-1420.25640089716,-596.033013424593,1452.97570310207,-37.0979016440836,0,502.12117546641,-1003.59686502673,24.7171458128928,"nonveg_806","absence"
862.663687768191,631.775946169203,-361.766910678744,234.153804296536,1088.16781574901,-340.041087401494,-1159.01518031178,-2066.5672800006,-789.958393150374,759.401810154254,465.51404904407,0,1224.43059844693,-789.958393150374,10.3192125098829,"nonveg_709","absence"
