"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDMI_peakSummer","spectral_NDVI_endSnowfree","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_peakSummer","spectral_blue_earlySummer","topo_eastness","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changeLSES","spectral_NBR_annualMedian","spectral_NBR_changeESPS","spectral_NDMI_changeESPS","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_changeESPS","spectral_NIR_changeLSES","spectral_SWIR2_annualRange","spectral_green_annualMedian","spectral_red_changeSSES","spectral_red_changeESPS","spectral_red_changePSLS","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
1671.94735378866,1913.73521560361,2404.14511816788,2271.92364224529,846.072891041456,-428.786184304602,4179.06964559136,4617.01404192046,2006.20563706026,-4489.47948884277,-4590.31506015913,-4879.22820661086,-5434.31081105706,-3093.14986365425,1929.19691536381,494.791437672318,0.00155970038613304,0,1807.35477323086,1811.92478511155,1842.53108694469,34.2597059626428,25.1767807129924,-55.5374323229929,1138.33749316289,49.0860893494107,30.2812121254438,-4650.87250480443,-4295.92881799419,-21.0580404977012,-37.1758061126433,315.174256881419,771.0231801894,-1.10827104396426,-0.941964192001046,-1.18936624928483,"USA.NorthSlope.Deadhorse-C16","presence",0,0,1,0,0
203.812893856474,591.666041511697,955.176241379004,-66.9483272307033,1228.31779530342,-2935.05391665052,807.530676653853,8.64034170448724,1508.93496950827,-2155.35433495111,-1805.02977521338,-1459.43059891452,-2570.23325561962,-716.659135790146,2776.16186698259,1763.36830671629,0.0267367959022522,0,591.666041511697,582.404928963978,1295.26612253412,-33.0485452079658,-8.73423293829605,-51.9300285524724,-453.246559479688,-16.3921908430372,-14.464279181399,-1805.02977521338,-1741.34142009776,-13.3831909893067,-46.6544375997857,678.055350926982,2409.65319593083,-16.8103492001969,-10.2235631119763,52.6912796930209,"nonveg_643","absence",1,0,0,0,0
664.135162110114,725.279875208836,1047.12636590518,391.229696992168,48.2828343744205,-2478.81849182939,1158.53167492925,642.981203427761,70.1976616633517,-1117.39202450268,-1185.73114722495,-747.066895766796,-1947.21147934251,-965.700619393944,2008.44982836842,1475.18553348735,0.260657757520676,0,664.135162110114,575.210786918144,998.843531530763,24.6340931094277,-10.9162186047179,-53.6410817827246,-1201.97273983109,-29.8810203158946,-29.1060195108247,-1117.39202450268,-1192.62043324618,-33.1927781935932,-32.6634838284921,698.369453727844,1816.85286829631,-12.3281915452262,-18.1907104831246,54.5449347557183,"nonveg_752","absence",1,0,0,0,0
3251.1571586266,2997.79023789933,3702.12811531298,3814.84966492482,1710.03783501798,893.412096412541,5794.73252542505,6958.55170096704,3502.56826581133,-5897.81564394708,-5872.08485374689,-6549.15097248005,-7180.96917140361,-4045.90181601205,2374.98453210382,484.846351607495,-0.115229323506355,1,4189.28187108193,3614.81909200839,2479.01918450355,77.469349515736,-5.83579284241952,-56.4849111996651,4645.03687090326,-4.32957922515848,-7.23073925385149,-6309.4898187924,-6273.96926206805,-82.1039541828162,-18.7123711914847,1048.33943312326,513.10654840794,-2.81738037872057,-18.1439011460622,16.6536918773748,"Finland.Kilpisjarvi.19","presence",0,0,0,1,0
3110.37465353542,3259.65260753612,3303.0269878782,3666.57709168363,2285.59927815369,2629.62463833279,7337.92471101703,7683.01064529729,5475.75067906539,-6598.97984124221,-6558.34785097626,-7158.62615511018,-7045.07920850709,-5899.52408748668,2228.88074886791,286.025198680008,-0.061610546708107,1,3326.89802993414,3132.7913966822,1508.56957287477,24.2112570474225,20.8705320679361,-0.360673009365842,6050.8819519538,47.5304395787654,41.846540400292,-6646.32304846165,-6562.61403198062,-7.2866413154101,3.00930181579704,332.702905594101,392.764211138752,-0.966593669360958,1.35341361467941,-7.43852943773973,"Finland.Kevo.6","presence",0,1,0,0,0
465.759045411378,255.784934915619,290.141251428756,94.6905880017109,543.885641516606,-2512.56045592468,473.816457111816,227.020610560453,857.364867934111,-1018.08725936919,-1215.09173886414,-1070.85633656293,-1320.04780980561,-249.993450744748,1933.89225126018,1148.44079495218,-0.181922286748886,0,290.141251428756,330.052292254814,449.195053514895,-2.23218846014937,-10.6019559259905,-4.29453956414208,-2112.01355998871,4.33601346654815,3.06364775881592,-1070.85633656293,-974.815319069325,-8.62744429818335,-18.7548772916896,642.473117539413,1391.40723759697,-23.486379469937,-4.62317230626771,27.8779879154949,"nonveg_973","absence",1,0,0,0,0
-24.7083420448073,92.4360434110933,899.479321146087,460.2869377622,601.256864361303,-3102.29314284612,488.499515857857,1131.22168772184,1030.38197648199,-2103.08022894807,-1885.7079525976,-1104.82002916025,-1786.37500204564,-998.021465735816,1426.93683066004,762.843238115277,0.070831798017025,0,460.2869377622,405.750164927175,924.187663190894,-17.8847201830317,13.8570079944859,-42.4759619860523,-2382.60415436335,13.9838347319288,12.1543918425663,-1786.37500204564,-1575.60093569747,9.04872076864106,-33.9283254915204,467.352562667054,895.296442765301,3.84215056799463,4.94477308347577,3.30496459899029,"nonveg_871","absence",0,0,1,0,0
2437.5680437288,2413.19262825874,2662.88162077158,2702.47759346822,1593.56235222714,-769.287189318965,5084.28732727835,5455.88341520468,3076.30572019591,-5175.41057816339,-5429.49566561094,-5432.7893747566,-5733.63608758482,-3614.81292468861,2111.44595307895,581.244058130224,0.126011483371258,0,2378.75383434558,2378.17956691363,1225.83296985328,12.339244546383,16.3581566460164,38.6736377170041,1849.62388367034,30.2450249505231,25.7096716084629,-5349.43440887244,-4993.90838293929,12.7949565057095,29.5944582010956,270.449131394154,674.631515935873,-12.2096537185944,2.46752460990884,-5.02497816206612,"Finland.Kilpisjarvi.18","presence",0,0,0,1,0
-24.7083420448073,92.4360434110933,899.479321146087,460.2869377622,601.256864361303,-3102.29314284612,488.499515857857,1131.22168772184,1030.38197648199,-2103.08022894807,-1885.7079525976,-1104.82002916025,-1786.37500204564,-998.021465735816,1426.93683066004,762.843238115277,0.070831798017025,0,460.2869377622,405.750164927175,924.187663190894,-17.8847201830317,13.8570079944859,-42.4759619860523,-2382.60415436335,13.9838347319288,12.1543918425663,-1786.37500204564,-1575.60093569747,9.04872076864106,-33.9283254915204,467.352562667054,895.296442765301,3.84215056799463,4.94477308347577,3.30496459899029,"nonveg_871","absence",0,0,1,0,0
1870.50022111134,1954.75201035703,2149.82501729334,2374.99078642627,1102.88143516879,-427.775015538994,3735.39537649483,4453.86563670521,2424.6741345595,-4418.23538587741,-3941.9187841645,-4653.57636539168,-4750.87614408485,-3772.60951478946,2257.78700230956,597.171855545128,0.0427040842672189,0,1908.77078617047,1752.5494374014,1055.94006939672,10.8283678875161,33.1691350040141,-0.139144426026807,2148.49622949898,34.5851633812591,25.1351726943841,-4725.86524057694,-4345.00273953727,1.70074174922941,5.77016778196692,485.411484973392,774.419144759484,-7.65009403271251,6.56269553029966,-7.14025742783666,"Canada.BanksIsland.GreenCabin-C11","presence",1,0,0,0,0
