"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NDWI_annualMean","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
3006.8869714284,2319.33091416674,3549.07542983304,1744.51610819291,-6302.30334025131,-4319.97046124161,-5452.84682178088,"Russia.Kolyma.OW1","presence",0,0,1,0,0
1057.28495263011,490.887739168424,63.2151110048251,-1508.37270502873,-2292.17680271862,-2953.7005487273,-1714.63796095427,"nonveg_623","absence",0,0,0,1,0
-1935.2971511703,10.4369161665816,287.462813356282,6254.13714145495,-2135.66979797294,1381.60834449112,-1755.34231075582,"nonveg_1353","absence",0,0,0,1,0
-271.670250742358,-262.779039734292,463.373184385412,-356.247701409648,-1276.84729757916,-1408.86035084724,-1667.1554620249,"nonveg_578","absence",1,0,0,0,0
705.396882503854,357.4493422801,454.965995895507,747.436089216436,-1714.2888907856,-268.757218673037,-1347.88362767757,"nonveg_645","absence",1,0,0,0,0
887.160378718184,1224.48172207483,1088.34161651252,650.070556203928,-3222.35314866602,-1303.78792390146,-2179.3568706893,"Canada.Ivujivik.TP12","presence",0,0,1,0,0
2489.09209427073,2547.63460040001,3129.12581262249,1381.47290795988,-5926.18235819326,-4921.81819420317,-5862.84116375417,"Norway.Javrresduottar.EC-Sphagnum","presence",0,1,0,0,0
123.225843916485,142.648164444335,-277.868350440819,395.819466497089,-2287.56462955116,-191.38689529391,-1638.31804630616,"nonveg_946","absence",0,0,0,1,0
787.985439060359,990.680463086583,920.916676551004,793.873684888661,-2117.35960882862,-739.301969337985,-1558.93377040577,"nonveg_882","absence",1,0,0,0,0
363.90830562723,639.61589751522,54.2534855578535,929.034520053742,-1349.61296924009,-449.544657906087,-1397.54884315405,"nonveg_955","absence",1,0,0,0,0
137.213302343813,-198.28981312952,573.411029172535,-722.657531343327,-721.541085666342,-1487.13393482624,-1078.42123960112,"nonveg_616","absence",0,0,1,0,0
2332.94971084068,2442.12113926659,2944.16989481913,1507.01282235339,-6367.39515665934,-5026.07952687325,-6348.93273476762,"Finland.Javrresduottar.A-Sedge","presence",0,1,0,0,0
404.650414379695,-217.793690273215,52.1025694786947,207.218812790946,-1316.99038333487,-308.64179654257,-1315.07796323052,"nonveg_794","absence",0,0,0,1,0
658.728326482208,237.883200118624,141.867921257097,33.2893930335501,-820.869534742465,4400.72554873031,-152.705828856037,"nonveg_1888","absence",0,0,1,0,0
-101.560097223129,-119.310911144545,377.854357263882,-173.653580535719,-192.553855356158,-159.10780150003,-122.133439566226,"nonveg_822","absence",1,0,0,0,0
1119.04368081876,83.1335479348448,165.86738964487,593.047816104833,-1913.0341717809,-28.2662905633032,-1039.08165996046,"nonveg_547","absence",0,0,1,0,0
3898.83009969255,3320.78907978024,4054.74529109436,2469.4592410138,-7327.93037420792,-5147.86170023233,-6302.9639879962,"Norway.Javrresduottar.A-Hummock","presence",0,1,0,0,0
932.98670273826,450.636215635485,893.69019298008,350.792264380753,-2683.23548717358,-2521.66479374601,-2370.2335329908,"nonveg_986","absence",0,0,0,1,0
1358.12235659313,650.195331636097,1093.37178446255,702.581119883449,-3451.58494395484,-2919.30998114727,-3268.09620171264,"nonveg_996","absence",0,0,1,0,0
499.886402104724,317.947948384731,494.77129869605,-400.770262999594,-538.865199256802,-2003.2095296302,-1214.50443945852,"nonveg_775","absence",1,0,0,0,0
3737.39799022322,2885.0831629831,4033.16420519444,2528.47709422942,-6646.11960076236,-5556.36910396448,-5995.6254016256,"USA.NorthSlope.Ivotuk1","presence",0,0,1,0,0
358.534833042379,718.460035584468,534.027473849159,589.077465900951,-2074.86815992464,-1492.38474753585,-2075.5660846864,"nonveg_867","absence",0,0,1,0,0
2517.39980122161,2237.24898606509,2886.5892960389,1962.2847557506,-5429.02668151294,-3469.28498552043,-4867.85592104594,"Finland.Kilpisjarvi.18","presence",0,0,0,1,0
2505.87710274587,2494.2321463245,3166.06269428631,1952.81424001611,-6444.69051034147,-3680.35194869015,-6487.60997961004,"Canada.PayneLake.TDA2","presence",0,0,1,0,0
2977.24833548471,2365.81769320519,3206.02557746784,1922.58082604465,-6316.90767383585,-4766.41950199686,-5670.14019910629,"Russia.Kolyma.T2","presence",0,0,1,0,0
2058.92265086714,1451.26545181803,2409.07326132216,1119.73460221721,-5428.36363152003,-3544.10747168054,-4519.41608956048,"USA.NorthSlope.FranklinBluffs-C16","presence",0,0,1,0,0
913.570393594842,168.66246443494,1151.27537532507,1468.33867998672,-3129.85829007131,-1848.19665425192,-3207.685055656,"nonveg_632","absence",0,0,1,0,0
1196.61598076337,856.6471794577,921.265536797808,520.441457158961,-1351.04648513319,-2072.32426040289,-1682.01668090912,"nonveg_543","absence",1,0,0,0,0
1089.42815362947,1448.12714611259,1076.54247990623,1232.31530713727,-1749.87487185015,-1870.55391793472,-1982.88037468273,"nonveg_561","absence",1,0,0,0,0
1933.33322705301,1423.84942033603,1835.47182407056,1094.4809768539,-5957.15071827603,-4546.48657177981,-5358.41180175539,"Canada.ChukotkaRiver.TH5","presence",0,0,1,0,0
2498.1997740763,2894.88021540303,2841.75322864915,1547.49189659924,-6740.66275597465,-5131.62727825216,-5692.72382226655,"Norway.Javrresduottar.EC-Hummock","presence",0,1,0,0,0
178.23953417351,-435.20795440171,424.162812208649,-532.663727110567,-686.573315396581,359.090399503085,-269.179256935736,"nonveg_1927","absence",1,0,0,0,0
2653.37924182391,2682.6073726473,3052.14574807219,2062.70625233889,-6393.07215377013,-4627.73499839688,-6069.32546863118,"Norway.Javrresduottar.EC-Betula","presence",0,1,0,0,0
738.07336479374,921.927260986442,932.68948040853,295.37284523675,-3111.80411327238,-1300.95180033706,-2376.01419213179,"Canada.Ivujivik.TP10","presence",0,0,1,0,0
3119.55605019761,2625.95712067771,3505.09553371639,2317.66395022978,-6206.10020191082,-5153.73445359658,-5824.68426571294,"USA.NorthSlope.HappyValley-C20","presence",0,0,1,0,0
2192.99204148384,2045.63984033171,2282.68041477338,846.876399565355,-5220.32970903704,-3214.97100366416,-4587.2158876879,"USA.NorthSlope.Deadhorse-C16","presence",0,0,1,0,0
311.757476404399,1050.75945499653,712.154728153519,10.7379214022529,-3179.80507207668,-860.271433944165,-2377.33961588163,"nonveg_619","absence",0,0,0,1,0
-505.526141404131,362.917531318847,140.881642410544,-235.698699437388,-727.242536491446,39.9175975704881,-991.145881377289,"nonveg_1473","absence",0,0,0,1,0
2265.50475595524,2469.00692544193,3290.60200461748,1493.54954402577,-6285.35896389628,-4718.08840599117,-5655.70318686276,"Norway.Javrresduottar.EC-Salix","presence",0,1,0,0,0
-117.616687378176,-231.708498846672,176.94379015119,-100.549357730047,-1171.91994705776,-1171.71303319805,-1116.25259824245,"nonveg_870","absence",0,0,0,1,0
2332.94971084068,2442.12113926659,2944.16989481913,1507.01282235339,-6367.39515665934,-5026.07952687325,-6348.93273476762,"Finland.Javrresduottar.A-Sedge","presence",0,1,0,0,0
2869.30044215202,2706.16224645798,3114.72145177872,1793.39524090339,-6703.23866382647,-3583.01364655059,-5163.72161302003,"Canada.DeceptionBay.BEGL2","presence",0,0,1,0,0
1113.53620952859,1153.46104082573,1310.64318046433,703.20400171654,-3229.44757183702,-2056.16100370585,-2892.48622639307,"Canada.BanksIsland.GreenCabin-C08","presence",1,0,0,0,0
313.016616730082,353.434917198619,591.858658202404,394.221720694929,-1978.36123014604,-2460.75690323295,-2371.6513275595,"nonveg_801","absence",1,0,0,0,0
364.921155833652,1645.06577365331,768.331789731818,356.583187685992,-2519.6740542428,-1542.26641310794,-2261.04372607306,"nonveg_648","absence",0,0,1,0,0
3015.22602813102,2703.28187263665,3336.39748745208,1865.74588575037,-6502.88437532596,-4259.49411023522,-5993.92271064214,"Finland.Kilpisjarvi.20","presence",0,0,0,1,0
2095.61175380417,2003.01472027783,2279.96818829358,1804.65073993423,-4812.34232573317,-3261.47574611417,-4907.75240532267,"Canada.BonifaceRiver.LSA4","presence",0,1,0,0,0
491.337512603758,53.9245530413093,-301.641777555316,330.538756231578,-823.374125951067,928.711120198322,-71.2221116247941,"nonveg_1889","absence",0,0,1,0,0
1025.95771657513,1289.18321420489,1208.26534941585,611.310248097361,-3129.01704723768,-1492.63568737293,-2388.85820980943,"USA.NorthSlope.HoweIsland-C12","absence",1,0,0,0,0
2638.65938193212,1676.21058711859,3070.95058822235,1501.96189125392,-5495.033686761,-3712.82594688101,-4319.63524156921,"Canada.KluaneLake.Outpost-MixedTundra","presence",0,0,0,1,0
1455.92100232134,750.324787398605,1113.29915988628,760.264419509772,-2093.88184123402,-1510.75591599297,-1771.50497074444,"nonveg_628","absence",1,0,0,0,0
375.034225197194,67.1768092508525,115.446899919646,211.514647923974,-1190.75887221293,-739.559938738079,-1297.52269846317,"nonveg_997","absence",1,0,0,0,0
3185.59922574176,2901.92131967676,3595.74935818093,2193.8847649367,-6500.03948158545,-4604.23157802967,-5921.27545217222,"USA.SewardPeninsula.QuartzCreek3","presence",0,0,1,0,0
-1935.2971511703,10.4369161665816,287.462813356282,6254.13714145495,-2135.66979797294,1381.60834449112,-1755.34231075582,"nonveg_1353","absence",0,0,0,1,0
1127.69867259393,1459.05323604867,686.523073606228,273.849728081764,-1205.73334626021,-85.6177997663592,-517.871295325642,"nonveg_923","absence",0,0,1,0,0
779.503416359491,1020.32734533652,683.207682248489,386.095537428301,-2246.5240385772,-2065.32188921467,-1913.54004207887,"nonveg_902","absence",0,0,1,0,0
3237.55731316756,3805.01626490479,3914.64851395411,2267.83502790289,-6710.11472937271,-4472.69422610303,-5953.63010628201,"Sweden.Abisko.VJ-BirchShrub","presence",0,0,0,1,0
625.927831595012,570.9559453061,686.128392509038,311.205909148674,-1110.21919236058,-836.444263111441,-1020.6497553501,"nonveg_874","absence",0,0,1,0,0
2463.50670664623,2254.58586863193,2421.46419916085,1626.36216942228,-5214.99709411962,-3857.57018722828,-4222.01090265982,"Canada.LeRoyLake.TD7","presence",0,0,0,1,0
2220.83279733553,2338.76472058412,2537.99292965927,1679.41361551298,-5472.64745432135,-4685.77531435254,-5073.87401843809,"Russia.Yamal.VaskinyDachi-3","presence",0,0,1,0,0
2775.8209510944,2870.80590466701,3471.45820997067,2400.06779984696,-6364.32413011947,-4108.22004613782,-5936.92975982,"USA.YukonKuskokwimDelta.15B6","presence",0,0,1,0,0
1172.17143621816,715.63416631921,701.063233711366,1568.91756291187,-2990.63748491441,-1609.0274987139,-2810.10590630164,"nonveg_764","absence",1,0,0,0,0
2832.395467594,2782.91362447576,3283.93068825043,2005.03854114158,-6061.49815866029,-4772.45409091042,-5754.44363765336,"USA.YukonKuskokwimDelta.15B1","presence",0,0,1,0,0
857.617083635312,1577.38325327587,860.763423105577,474.070140794561,-2012.64295961991,-1193.92379965916,-1795.41101322867,"nonveg_880","absence",1,0,0,0,0
3316.74752647922,3084.97961324699,3921.72692248953,2259.22787757796,-6337.96331175319,-4505.08233500347,-5931.85782450582,"Russia.Yamal.Laborovaya-1","presence",0,0,1,0,0
137.213302343813,-198.28981312952,573.411029172535,-722.657531343327,-721.541085666342,-1487.13393482624,-1078.42123960112,"nonveg_616","absence",0,0,1,0,0
1654.20076331265,1688.42905510469,1888.0894498684,1153.42509246175,-3608.23160507566,-3149.26929990868,-3659.03358759175,"Finland.Kevo.3","presence",0,0,0,1,0
4101.11765483362,3652.92757695954,4089.92800228458,2335.7942842885,-6369.73225044698,-4928.42514482817,-5715.4264218981,"USA.YukonKuskokwimDelta.2","presence",0,0,1,0,0
2648.18783851003,2756.54692827305,3062.6868358629,2039.10859962663,-5992.48191485975,-4297.05386669101,-5394.5019527974,"Norway.Javrresduottar.EC-Sedge","presence",0,1,0,0,0
672.839934962185,-85.0295667097354,401.998638576947,271.909575772512,-1022.96152722508,-1245.40262508031,-1238.86198431495,"nonveg_912","absence",1,0,0,0,0
364.921155833652,1645.06577365331,768.331789731818,356.583187685992,-2519.6740542428,-1542.26641310794,-2261.04372607306,"nonveg_648","absence",0,0,1,0,0
-619.219520451996,252.142370169024,549.151926072953,36.8332498495245,-1160.3290972526,-701.258485655907,-861.076079449574,"nonveg_995","absence",1,0,0,0,0
2284.11248503782,1909.68943627925,2858.0859941078,1624.99841939146,-5728.45712939807,-3886.79740110522,-5412.98434162007,"USA.NorthSlope.Sagwon-C15","presence",0,0,1,0,0
928.714127911243,356.762667998641,553.375930182604,86.0372970187979,-2847.42976187613,-1818.78589433645,-2002.16992427703,"nonveg_1968","absence",0,0,0,1,0
412.365479011333,674.908297564901,-52.1361267529941,-127.388598106935,-1401.58889894655,358.100345023614,-848.303744387205,"nonveg_751","absence",1,0,0,0,0
3056.8766396793,3069.58602968066,3809.7861008182,2268.206566182,-6468.86443854077,-4443.07795003567,-5955.2766056387,"Russia.Yamal.VaskinyDachi-1","presence",0,0,1,0,0
821.734558906992,1031.22953818867,891.48465307666,334.137357817864,-3100.80559485662,-1388.93770604461,-2903.23311031302,"Canada.EllefRingnesIsland.Isachsen-C02","presence",1,0,0,0,0
613.945677635331,432.487387183265,473.014449268618,-222.843765015403,-270.317640728413,1966.24411340346,501.396075063722,"nonveg_1642","absence",0,0,1,0,0
1139.19161318947,481.944276405624,1280.0820535541,1009.83338533718,-2345.33171739501,-575.334454105034,-1701.99983216954,"nonveg_998","absence",0,0,1,0,0
178.23953417351,-435.20795440171,424.162812208649,-532.663727110567,-686.573315396581,359.090399503085,-269.179256935736,"nonveg_1927","absence",1,0,0,0,0
2750.51463205428,2823.3127974802,3301.38164453861,1857.40231629228,-5411.28273062241,-4330.47894568428,-4761.94971103495,"Russia.Tazovsky.Unburned28","presence",0,0,0,1,0
2489.09209427073,2547.63460040001,3129.12581262249,1381.47290795988,-5926.18235819326,-4921.81819420317,-5862.84116375417,"Norway.Javrresduottar.EC-Sphagnum","presence",0,1,0,0,0
2343.99263742305,1506.92764009218,1712.28218278695,1404.90324605292,-6589.16960476802,-5149.5239491467,-5973.66972644847,"USA.InteriorAlaska.1","presence",0,1,0,0,0
2895.87831960298,2925.69015421801,4262.99315989869,1510.52938692962,-7740.52368157477,-4661.56781351007,-6561.62734407426,"Finland.Kilpisjarvi.17","presence",0,1,0,0,0
913.570393594842,168.66246443494,1151.27537532507,1468.33867998672,-3129.85829007131,-1848.19665425192,-3207.685055656,"nonveg_632","absence",0,0,1,0,0
214.330779024976,217.37094156345,158.431135925838,528.21821999372,-266.960131092637,-772.174574515158,-652.452282508188,"nonveg_931","absence",0,0,0,1,0
2524.28943790942,1380.21392136128,2538.63726907974,1627.38280212959,-5613.23697941585,-3871.00211824001,-3681.63407975394,"Canada.KluaneLake.Ruby-MixedTundra","presence",0,0,0,1,0
543.018946446879,439.118660912046,72.0467665870924,-84.1234330373634,-1940.21892686636,-2146.91739809399,-2255.58433570209,"nonveg_576","absence",0,0,1,0,0
-77.8229895229088,-204.291024065349,89.3155385635352,558.947783782887,-646.504373821506,-162.097847863946,-1224.08008613717,"nonveg_729","absence",1,0,0,0,0
3002.65471115953,2450.49728897,3278.66091258559,1978.08655715875,-6296.19641270108,-4598.70056538127,-5349.85706211931,"Russia.Tazovsky.Burned12","presence",0,0,0,1,0
1654.20076331265,1688.42905510469,1888.0894498684,1153.42509246175,-3608.23160507566,-3149.26929990868,-3659.03358759175,"Finland.Kevo.3","presence",0,0,0,1,0
3.63308635390797,451.275110334414,-0.72615630208395,-299.048957355405,-913.267243227026,-1303.80371325958,-1348.44975702142,"nonveg_542","absence",1,0,0,0,0
2141.01024068751,2175.16580866055,2524.06522730469,999.028566284994,-4965.97714637385,-3634.34923129351,-4353.33204361744,"USA.NorthSlope.14","presence",0,0,1,0,0
3119.55605019761,2625.95712067771,3505.09553371639,2317.66395022978,-6206.10020191082,-5153.73445359658,-5824.68426571294,"USA.NorthSlope.HappyValley-C20","presence",0,0,1,0,0
2798.97070297152,2694.97155889536,3241.95809963237,1435.15605270984,-5298.3059549204,-3998.20460162539,-5857.3361534902,"USA.Kougaork.LowShrub","presence",0,0,1,0,0
3178.70332713266,3224.77829856225,3501.35397171804,2286.49945046535,-5989.13830446779,-5035.10725391839,-6238.57389301608,"Finland.Kevo.1","presence",0,1,0,0,0
46.8110147519501,1141.19368078454,620.478777161941,829.533141135683,-2151.07657589979,-1462.15166981756,-2077.94502545846,"nonveg_899","absence",1,0,0,0,0
2907.40855077439,2740.19827129929,3243.90260205839,2039.89941711502,-6851.73357922664,-5207.44236445499,-6067.67165788794,"Finland.Javrresduottar.A-Sphagnum","presence",0,1,0,0,0
3792.05563655751,3335.15161353505,3814.01953230259,1723.12774253451,-6674.48085957512,-4106.46222003817,-6148.4547137421,"USA.YukonKuskokwimDelta.3","presence",0,0,1,0,0
205.492127380499,-83.9994278204,-148.342154198644,297.580420817571,899.542356128366,1449.18477283015,989.626472059007,"nonveg_1509","absence",0,0,0,1,0
3608.98136691238,3485.42305110562,4355.23197526211,2304.5228806003,-7304.49785644247,-4501.20492679714,-6148.13817030282,"Canada.BonifaceRiver.AB8","presence",0,1,0,0,0
