"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_peakSummer","trees_presence","spectral_EVI2b_annualRange","spectral_NDWI_annualMedian","spectral_SWIR1_changePSLS","site_code","presence_absence"
2053.20743257863,3141.44900135814,1649.75257179513,-6218.25346650679,0,1797.3582761939,-5708.32592838139,30.9978243851358,"Canada.Yukon.SPRINGRIVER","presence"
329.120779259295,302.913535380508,519.540716069963,-1413.34585409901,0,737.089290631076,-1061.55360776641,15.3814397400004,"nonveg_1499","absence"
707.878119897762,443.154306436251,447.722113894102,-1475.73110606648,0,472.578865120979,-1167.81541342883,1.48110037497765,"nonveg_972","absence"
2534.77897449226,3132.28737928228,1443.94040308546,-6504.26112513614,0,1484.25355191528,-6323.4845917924,48.738360897409,"Finland.Javrresduottar.A-Hummock","presence"
1189.73680949312,1303.79319435377,771.730406219148,-3012.46694667115,0,814.13475095683,-2153.09896986036,-9.62733543283142,"Canada.BanksIsland.GreenCabin-C07","absence"
2977.19667224788,3075.19756256742,1516.97774623345,-5682.44287045831,0,2381.20848309606,-5593.95959367108,-154.453449814033,"Russia.Tiksi.WetFen","absence"
1530.91163886195,2444.29715378995,1453.03356248519,-5644.05649842893,0,2103.46926094044,-5244.81370684581,-24.8205705218404,"USA.InteriorAlaska.AUFEIS","presence"
2364.33275418356,2557.01047743342,1871.33605962952,-5187.23364531978,0,926.142667818689,-4106.57422338855,11.6181999131655,"Canada.BonifaceRiver.LSA2","presence"
1488.28895150637,2428.50677209132,1383.8947591546,-4553.08176380477,0,1888.58510777149,-4474.00868268865,-29.094884665723,"USA.NorthSlope.13","absence"
2564.23994718609,3810.05970242786,2520.61072824146,-6138.75925842883,0,2140.52107081742,-5630.70003565318,-26.4680404879128,"USA.BrooksRange.7","presence"
1741.53458534437,2432.54316480121,642.752749280889,-5428.74105285376,0,1796.46883312519,-4507.67981847306,30.5923428589718,"USA.NorthSlope.Deadhorse-C16","presence"
2100.91995969623,2852.57509724205,1658.82760913041,-5530.57276736866,0,1576.71186873798,-4786.24905494244,-10.0703173051184,"USA.InteriorAlaska.BROWNSCREEK","presence"
288.015927663842,106.992551495033,-224.818333286852,-199.725634142095,0,652.55808878662,-71.020194917751,-19.0191665979905,"nonveg_1642","absence"
986.955813019925,518.152575279041,754.75972039285,-2999.11719496819,0,497.865365594587,-2824.99796320909,-1.12024657007422,"nonveg_746","absence"
14.2666678981117,-154.756244749617,-260.60276248262,2344.6294772756,0,636.14047127632,4511.90508845139,0.272707786591874,"nonveg_1720","absence"
3067.37140384334,4399.95146473897,2494.94703703221,-6842.98181841934,0,2671.1027834714,-6000.75618100025,-17.2265584250454,"USA.InteriorAlaska.BLOWRIVER","presence"
2220.51688176888,3260.03790879943,1700.84438247161,-6692.7743900658,1,1667.83351869701,-6084.11436662312,7.19916405561881,"USA.InteriorAlaska.2","presence"
-528.196333042388,78.8176955465412,-65.535669583419,-772.298671362006,0,2268.78003936321,-1260.70699676463,-614.339926012377,"nonveg_645","absence"
1697.42350621821,2185.00692660317,1064.61438094675,-5025.61066981086,0,1461.15377427897,-4366.27039485462,7.78081013570856,"Canada.BanksIsland.GreenCabin-C11","absence"
2483.46037948946,2645.38397549169,2023.1293877424,-5288.53714104348,0,892.550856992166,-5006.18441838168,-7.76986747232337,"Finland.Kevo.12","presence"
-281.341154112783,286.017745474806,-65.2722200571594,-1453.69884347276,0,1061.61259416363,-1270.74133726771,-10.7650058726912,"nonveg_1442","absence"
2540.38098486803,2870.20684983829,1723.68935387823,-6260.43867111503,0,1869.8236404074,-5432.78557921132,12.6327169415384,"Norway.Javrresduottar.EC-Sphagnum","absence"
262.759123594538,166.394257439113,888.784039271388,-1924.27270321796,0,825.91541603593,-2378.60159181634,-68.6683637608855,"nonveg_866","absence"
295.949536603073,24.2625843813347,-12.6462751017408,-611.984168056253,0,474.140759092031,217.960869510799,-12.1088730487279,"nonveg_1889","absence"
2258.20561939372,2264.06074952335,1362.44209956638,-5304.73990143253,0,942.724657524481,-4535.53418222769,11.9964925420432,"Canada.PrincePatrickIsland.MouldBay-C06","presence"
650.89715773169,810.408933331668,301.071359024663,-1922.99093696835,0,681.115138737684,-1842.61988893192,13.915420747466,"Canada.Ivujivik.RTP13","presence"
2115.84748992465,3273.48719502043,1380.83400103316,-6559.85704958597,1,2588.68918903156,-6173.13513569862,6.04422572896538,"USA.InteriorAlaska.5","presence"
350.57602903647,2014.95702122703,1102.46964039514,-2507.96683050881,0,1664.38099219056,-2090.68107739201,77.220190210806,"nonveg_561","absence"
-372.093437839587,819.12311344895,-99.731340780872,-456.546748347349,0,1327.9171025558,-1103.50591718158,-4.49376339642836,"nonveg_709","absence"
1835.54518182986,3091.00378069114,1635.28440019155,-6996.61933877423,1,1881.81316644751,-6367.54256209463,3.77185798140775,"Canada.DaringLake.Tower4-LowShrub-2","presence"
2722.6759014889,2905.85312325904,1563.34820460328,-6004.02159541268,0,1895.71938545252,-6884.25227669249,-23.2492227257584,"Finland.Javrresduottar.A-Sedge","absence"
842.997638790673,668.819637551542,624.523656575236,-2330.42193562982,0,296.606245868039,-2496.63696554451,-27.5722690517885,"nonveg_863","absence"
2244.8007351887,2825.96298721834,1952.20312164158,-5539.96843180487,0,1579.15145562208,-4981.7669785536,6.36827305423379,"Canada.Yukon.TOWYK","presence"
-109.448400623729,474.052507584933,-311.889305104658,-1807.10890360136,0,785.941812689592,-1807.10890360136,0.332701044995619,"nonveg_659","absence"
1252.47879652909,1613.69247157524,1418.15957604753,-2767.76730148936,0,376.684664633359,-2520.88621053393,25.5087971814707,"nonveg_701","absence"
1536.49574632004,2286.75972368061,1089.80788843967,-5239.22488560415,0,1633.16424820608,-4413.83721195015,42.3638797446333,"USA.NorthSlope.FranklinBluffs-C16","presence"
288.153087130875,104.218629674714,826.60154177289,-1581.74298903997,0,745.90076223124,-1716.67489598104,-123.123810279553,"nonveg_768","absence"
2681.03989034384,3836.22307766741,2018.09499685251,-7480.10556782127,1,2450.62401727767,-6256.60934297159,-17.7606015246767,"Canada.ClearwaterLake.AB2","presence"
2915.12532843795,3428.71956216373,2494.71462005977,-6570.62280618508,1,938.20911639801,-6181.36705059415,-0.666982843982964,"Canada.LeRoyLake.TDA6","presence"
2480.44059324692,2628.75779131977,848.030805292569,-6183.85011778975,0,2294.12191627267,-6166.96382718964,-8.81534590604222,"Canada.DeceptionBay.TH7","presence"
548.821800133059,595.040532059073,566.060439861789,-2363.15502347691,0,76.7099080605169,-2134.61349915633,-3.59574352337791,"nonveg_926","absence"
-128.910634357689,292.00132101695,735.735058913615,-1637.19811513685,0,864.645693271305,-1379.52655099414,58.4351200709789,"nonveg_912","absence"
2722.6759014889,2905.85312325904,1563.34820460328,-6004.02159541268,0,1895.71938545252,-6884.25227669249,-23.2492227257584,"Finland.Javrresduottar.A-Sedge","absence"
2969.35959698869,3365.12792960847,2067.29002315691,-6501.06567325999,0,1861.01520770133,-6554.77339902917,-7.55839887463519,"USA.YukonKuskokwimDelta.15B6","presence"
379.992117514244,666.157106060911,124.064051585647,-1306.71699087825,0,590.564554994544,-1306.71699087825,217.901779106339,"nonveg_785","absence"
2534.78688986916,3713.16625060727,2750.7107004241,-6590.99004676492,0,1338.01615439775,-5982.45197046794,-2.71990460806052,"USA.YukonKuskokwimDelta.72B4","presence"
2685.60993477485,3746.44080089604,2161.48132283369,-6772.7917531356,0,2772.65423677202,-6599.43754043027,-10.748748621568,"Canada.ClearwaterLake.AB3","presence"
3314.3794677463,3518.28561661111,2424.2933659415,-6260.48881972474,0,2023.93411064517,-6446.52811245005,-45.37783411074,"Russia.Tiksi.Bog","presence"
224.28341528755,421.069788613183,20.0635179556389,3035.08026174931,0,1369.95783615592,3035.08026174931,3.22063063635016,"nonveg_1736","absence"
-232.460658939416,150.808245395203,294.159479546652,773.707901196309,0,526.620138486068,907.734033502927,0.746937348281234,"nonveg_1509","absence"
180.195349863978,148.872875732202,215.427753670592,-1807.86566581629,0,394.484282395641,-1286.68385985974,1.99991773299335,"nonveg_1834","absence"
680.296773351498,353.71364745687,180.422532238891,-488.999327398494,0,1063.71792191299,-1432.46120384178,-31.364164319611,"nonveg_681","absence"
1488.28895150637,2428.50677209132,1383.8947591546,-4553.08176380477,0,1888.58510777149,-4474.00868268865,-29.094884665723,"USA.NorthSlope.13","absence"
2190.96106523002,2652.99292762641,1946.05468334746,-6968.73418618526,0,1225.92294607083,-6163.63127886717,-15.5395603717386,"Canada.PayneLake.TDA3","presence"
2779.95038702127,3967.41173809918,3112.03045028895,-7309.89704384377,1,1231.90843390752,-6027.02076808228,3.02959032605715,"USA.InteriorAlaska.21","presence"
-1117.88972223057,421.904201239173,-390.673708758265,-2420.53028322654,0,1943.93224895191,-2420.53028322654,-2.69045894563524,"nonveg_623","absence"
-264.003927202961,-758.475025674017,81.0191089202801,1018.75033381532,0,1025.63788232012,2224.31584322078,0,"nonveg_1880","absence"
118.52539495097,-66.970758415319,231.130518426091,-827.642287415461,0,720.300418632426,-130.91220043199,117.987585420932,"nonveg_1161","absence"
2100.91995969623,2852.57509724205,1658.82760913041,-5530.57276736866,0,1576.71186873798,-4786.24905494244,-10.0703173051184,"USA.InteriorAlaska.BROWNSCREEK","presence"
1944.92577593755,2970.42127660275,1434.03459754544,-5750.98375022406,0,2381.67000829723,-5971.65446773036,20.889659388225,"Russia.Yamal.Kharasavey-2b","presence"
281.477781586147,469.991599833174,1.5321532822571,-1509.33462266261,0,468.459446550917,-1310.38178150906,3.5368332731234,"nonveg_775","absence"
638.04033063517,252.292508325967,444.928848284561,-1412.18676330238,0,826.888002477059,-1559.57530193401,-35.0371079629355,"nonveg_894","absence"
-270.023325323017,100.1848156417,333.297615209834,-1731.4468798126,0,892.997614044845,-1731.4468798126,-17.1795679949343,"nonveg_923","absence"
2295.04505843924,2501.90906451674,1837.30102096138,-5228.47687739645,0,351.277019610352,-4439.55086606868,-10.9357848640813,"Canada.BonifaceRiver.LSA4","presence"
638.04033063517,252.292508325967,444.928848284561,-1412.18676330238,0,826.888002477059,-1559.57530193401,-35.0371079629355,"nonveg_894","absence"
3535.08292881426,3966.22554424688,2164.62002762913,-6338.86852191447,0,1646.67923287002,-6410.43760566661,-0.63477695443774,"Sweden.Abisko.VJ-DryHeath","presence"
895.590758418349,680.229505077422,217.998336085034,-1824.23099470728,0,677.592422333315,-1347.75631655529,0.140368203787773,"nonveg_935","absence"
224.28341528755,421.069788613183,20.0635179556389,3035.08026174931,0,1369.95783615592,3035.08026174931,3.22063063635016,"nonveg_1736","absence"
2820.92962431584,3368.86232460115,2055.50084680695,-6156.71773126592,0,1714.69041528748,-5427.50661949643,5.00482872824485,"Canada.BonifaceRiver.AB1","presence"
895.594818581737,815.488942014818,588.115747792339,-2149.30299412224,0,965.832289616229,-2042.55521732478,218.785921953253,"nonveg_801","absence"
1536.49574632004,2286.75972368061,1089.80788843967,-5239.22488560415,0,1633.16424820608,-4413.83721195015,42.3638797446333,"USA.NorthSlope.FranklinBluffs-C16","presence"
2578.86238998631,3223.46927298454,2712.89035411161,-6501.53200876104,0,1371.80637268007,-5661.40355024075,-3.11248540613196,"Canada.Yukon.SCHAR","presence"
1746.40910756285,2517.37470128049,1447.62396033321,-6108.72974723053,0,1234.24996397485,-6303.5426946138,-21.1478949643825,"Finland.Javrresduottar.EC-Betula","presence"
2883.76640230363,3147.79511371553,2594.60658654632,-6853.04971755388,1,843.424219499353,-4987.58557973368,10.4250090336727,"Russia.Yamal.Nadym-1","presence"
1530.91163886195,2444.29715378995,1453.03356248519,-5644.05649842893,0,2103.46926094044,-5244.81370684581,-24.8205705218404,"USA.InteriorAlaska.AUFEIS","presence"
2602.03513937751,3667.45228217516,2149.99290279388,-6256.53654036812,1,2038.13977071398,-5172.06170979215,-3.25945710058909,"Russia.Tazovsky.Burned44","presence"
2421.25983970434,2784.04696537033,1714.46344502013,-6172.46986801165,0,1306.94275294069,-6119.78925974294,-6.29014592021526,"Canada.ChukotkaRiver.TH1","presence"
2169.74488694324,2019.21204498466,649.409973491271,-5443.32163737753,0,2572.70221155613,-4527.39008056975,-48.0168864277452,"USA.NorthSlope.15","absence"
697.560099576365,720.742069429968,-52.7901060030361,-2296.71532422454,0,1135.61212312584,-2228.49982445921,-15.1698209410191,"nonveg_855","absence"
181.937949432893,316.02198499598,54.737345906215,-1357.02163355963,0,414.940690848267,-519.09670764164,12.5828056834004,"nonveg_921","absence"
-727.833627054413,514.115649812338,102.191918470345,-2306.278029434,0,1241.94927686675,-1715.56541473835,11.3224505293783,"nonveg_1654","absence"
2568.44411080748,3142.27493732921,1600.51212250366,-6614.42462948647,0,1867.96247569913,-6081.55842312827,13.1066357499551,"Canada.CoutureLake.TDA7","presence"
2926.20203441742,3480.06262728142,2394.60279918542,-6271.06087887976,0,1264.23189589136,-5450.30792862844,-13.6686626288693,"USA.YukonKuskokwimDelta.15B4","presence"
1658.56604535614,3273.18072132142,2107.46968382249,-6228.17937586463,0,2082.50306426436,-4913.74590552278,6.72870932372031,"Canada.KluaneLake.Outpost-MixedTundra","absence"
130.210584229156,-0.313288960490297,291.278988063246,-1523.25841090262,0,801.049122247984,-1523.25841090262,-24.1378969765556,"nonveg_757","absence"
-92.8861366740694,-282.269377081284,-758.887504770933,-939.582275587346,0,973.929181468183,-1256.50644243485,-18.0483242412848,"nonveg_710","absence"
692.814084678236,475.229742732376,211.16616420165,-2324.01045440271,0,913.960329070799,-2145.01806185701,-24.7983357234455,"nonveg_725","absence"
3271.58851224205,3410.58562501992,2477.94623977166,-6904.50343595866,1,520.218806163668,-7062.49796847885,10.6260899553444,"Finland.Kevo.6","presence"
2575.62250915582,3116.8934606253,1978.05534935104,-6007.16783931817,1,2154.70100817016,-5870.25398162386,-34.5248790431169,"Sweden.Abisko.NF-Wetland","presence"
2258.20561939372,2264.06074952335,1362.44209956638,-5304.73990143253,0,942.724657524481,-4535.53418222769,11.9964925420432,"Canada.PrincePatrickIsland.MouldBay-C06","presence"
1488.28895150637,2428.50677209132,1383.8947591546,-4553.08176380477,0,1888.58510777149,-4474.00868268865,-29.094884665723,"USA.NorthSlope.13","absence"
2572.87229166331,2664.53115328646,1323.73514313389,-6450.30501014904,0,1865.82106003619,-5575.9492426377,27.6088849761033,"Finland.Javrresduottar.A-Salix","presence"
1946.3815657563,2862.73665001992,1346.2644112978,-6125.83482376202,0,2380.36856611523,-6262.85646385066,-8.43790334617027,"USA.NorthSlope.10","presence"
2365.34700086728,1731.67625793541,867.430997453188,-2088.90041759067,0,1499.45248781727,-1739.1051352409,-51.2947175045813,"nonveg_706","absence"
2977.19667224788,3075.19756256742,1516.97774623345,-5682.44287045831,0,2381.20848309606,-5593.95959367108,-154.453449814033,"Russia.Tiksi.WetFen","absence"
-372.093437839587,819.12311344895,-99.731340780872,-456.546748347349,0,1327.9171025558,-1103.50591718158,-4.49376339642836,"nonveg_709","absence"
1340.93273076397,1653.9850482223,996.703427636699,-3335.82499505395,0,737.673503462702,-3039.49097799145,44.8554406536122,"Canada.PrincePatrickIsland.MouldBay-C04","presence"
281.477781586147,469.991599833174,1.5321532822571,-1509.33462266261,0,468.459446550917,-1310.38178150906,3.5368332731234,"nonveg_775","absence"
895.590758418349,680.229505077422,217.998336085034,-1824.23099470728,0,677.592422333315,-1347.75631655529,0.140368203787773,"nonveg_935","absence"
1633.05890926063,1895.57414641517,1270.26384232584,-4056.71037938502,0,1723.26211495959,-4014.4676963702,179.922041575857,"Finland.Kevo.3","presence"
697.560099576365,720.742069429968,-52.7901060030361,-2296.71532422454,0,1135.61212312584,-2228.49982445921,-15.1698209410191,"nonveg_855","absence"
23.8466410882304,380.129716427104,1.21527201923516,-1994.23943145314,0,732.616151585168,-2071.39714622532,-29.7452672127901,"nonveg_576","absence"
250.910071113175,898.584119126597,589.272869443045,-2665.31947806745,0,1137.87398258515,-2319.83733771993,-0.0355377503552908,"nonveg_575","absence"
3003.77908226973,4080.12547378554,2597.01858509779,-6583.34571640179,0,2171.80978946885,-6073.21915064348,-23.9385135615279,"Canada.Yukon.SWEDE","presence"
2568.44411080748,3142.27493732921,1600.51212250366,-6614.42462948647,0,1867.96247569913,-6081.55842312827,13.1066357499551,"Canada.CoutureLake.TDA7","presence"
253.244217176996,-236.79867021256,397.144953417263,-1982.22873547274,0,633.943623629822,-1063.00380907569,-4.4094246185065,"nonveg_842","absence"
-478.97000410758,-103.329631707399,289.669054818744,-715.712253214445,0,828.163664838705,-536.080352045075,-12.361277490321,"nonveg_1089","absence"
1041.65965860032,942.969935211415,1549.40496605865,-3792.74551400436,0,910.459118934255,-3719.35439038947,-32.1248915465628,"nonveg_1069","absence"
1626.49991379645,2142.84145840211,1766.52968253654,-6062.69179032465,1,1274.02122383609,-5876.25225451422,-17.6313336392062,"USA.InteriorAlaska.1","presence"
825.174615073265,1028.12288454068,663.537668358288,-2715.77396919798,0,493.291585043651,-2448.42124533816,-3.23032786428557,"nonveg_807","absence"
2745.29815813457,3016.47644072335,1780.85879046325,-5854.86043748867,0,1502.32807291776,-5907.57938785536,-2.06522986517439,"Russia.Tiksi.DryFen","presence"
548.821800133059,595.040532059073,566.060439861789,-2363.15502347691,0,76.7099080605169,-2134.61349915633,-3.59574352337791,"nonveg_926","absence"
4203.19937757267,4457.95766162104,3047.02323099617,-7730.08667821985,1,1827.21447707179,-7221.41962038658,19.3370898666954,"Finland.Kevo.2","presence"
2296.54263308398,3346.82688153411,2381.74912367914,-5984.23020206282,0,2069.53837075044,-5706.08296614116,-11.5792751123306,"USA.InteriorAlaska.24","presence"
2053.20743257863,3141.44900135814,1649.75257179513,-6218.25346650679,0,1797.3582761939,-5708.32592838139,30.9978243851358,"Canada.Yukon.SPRINGRIVER","presence"
1526.15340355733,2078.99287105796,1583.75243006366,-4845.93365404313,0,1756.24559732271,-3963.94780985616,-5.568418807717,"Canada.Yukon.WHEATEAR","presence"
2682.93104490764,3141.8577047484,1900.43739929426,-5644.97576190177,0,1391.22183903507,-5284.45758887728,-12.7863199818198,"Russia.Yamal.Laborovaya-2","presence"
986.955813019925,518.152575279041,754.75972039285,-2999.11719496819,0,497.865365594587,-2824.99796320909,-1.12024657007422,"nonveg_746","absence"
2548.33543135234,3954.35215517005,2109.98927580796,-5964.09830838721,0,2334.47697438562,-5021.02910501069,-20.3943301690143,"Canada.Yukon.UPPERQUARRY","presence"
1263.16305781183,297.763053549258,924.179511323265,-1662.1096865889,0,994.428229077251,-1468.56234075006,-39.163354233117,"nonveg_902","absence"
886.711930409839,759.293315578878,761.496415022334,-2778.0300374226,0,127.418614830961,-2686.98522295291,-9.10124009617255,"nonveg_832","absence"
2776.76683389902,3292.10883406999,2453.41612316413,-6160.58389381708,0,2323.72799560642,-5974.86874365909,-18.3624620597952,"Canada.DaringLake.Tower1-Heath","presence"
150.214128899715,550.79926310485,751.589922896857,-2470.80162606672,0,601.375793997142,-2161.42847644365,-6.83575588838795,"nonveg_627","absence"
76.3441155852935,168.29490238011,460.760489202136,-1725.65413977529,0,384.416373616842,-1725.65413977529,-29.7780230984519,"nonveg_936","absence"
-478.97000410758,-103.329631707399,289.669054818744,-715.712253214445,0,828.163664838705,-536.080352045075,-12.361277490321,"nonveg_1089","absence"
394.361366148964,363.140755127646,201.686036929222,-843.635722031079,0,895.907945601915,-916.096079318658,-2.03443566591769,"nonveg_596","absence"
691.037725235737,416.91015640937,597.757049983058,-1262.82466976246,0,859.418962171524,-1262.82466976246,-26.9411799721352,"nonveg_560","absence"
646.078242211349,979.661518732639,-127.335130489713,-2058.98630193959,0,1106.99664922235,-1514.80665066901,20.0808287253784,"nonveg_869","absence"
1352.37592149171,708.305970065359,551.363728743825,-1027.38944946526,0,829.691975332508,-1437.95159496908,-64.0381993901886,"nonveg_643","absence"
599.851513502162,31.3017331950959,358.348201403789,-1077.47998500152,0,759.659689888109,-737.448808417627,-55.096826484975,"nonveg_1234","absence"
773.590090890112,1300.31737183202,442.773058906277,-2342.9315908219,0,857.544312925744,-1363.15472376469,13.7329943008712,"nonveg_1968","absence"
3079.31388759292,3620.93783347313,2459.54743088441,-6128.9631762002,0,1936.10789414615,-5090.02253592083,-0.987656746693665,"USA.YukonKuskokwimDelta.UB7","presence"
2653.38735241243,2831.09335990329,2404.77126343041,-5852.47398986298,0,2042.77336966754,-4961.51213546046,-3.94957646277079,"Finland.Kevo.10","presence"
2883.76640230363,3147.79511371553,2594.60658654632,-6853.04971755388,1,843.424219499353,-4987.58557973368,10.4250090336727,"Russia.Yamal.Nadym-1","presence"
3170.21637363871,4054.07198788244,2463.156592814,-7085.01628631408,1,1319.25968078409,-6256.16622375934,-5.88929472812376,"Canada.BonifaceRiver.AB2","presence"
2142.22247161899,2903.72238574854,1458.3881626799,-6095.90557459319,0,2206.86282019932,-5535.58744126198,8.4000573808737,"USA.NorthSlope.12","presence"
3130.22254200787,3318.00014348265,801.314950656576,-6511.51323484667,0,1981.96354022866,-6054.07692066202,-21.2377744122281,"Sweden.Abisko.KJ-BirchShrub","presence"
25.1370751269418,630.276201272676,-242.494618536583,-898.701145265542,0,952.973206086856,-665.48534926653,-6.51646639900042,"nonveg_721","absence"
2617.60136664251,3949.76491601467,2105.18395242817,-6146.50609054442,0,2144.7193299192,-5957.73771515469,-11.1565894046665,"Russia.Yamal.Laborovaya-1","presence"
15.8411994383254,200.039118561794,884.526880185294,-1049.82696770059,0,868.685680746968,-1261.09649367258,-32.8284289985658,"nonveg_958","absence"
548.821800133059,595.040532059073,566.060439861789,-2363.15502347691,0,76.7099080605169,-2134.61349915633,-3.59574352337791,"nonveg_926","absence"
1230.87537607931,115.895131948125,836.559833366934,-1651.69238423584,0,1114.98024413118,-1651.69238423584,-80.2930466498257,"nonveg_602","absence"
150.219547340062,-374.79926881722,-2271.62307300799,6950.8634776065,0,2421.84262034806,8225.83249802784,-4.13934853950037,"nonveg_1797","absence"
2977.19667224788,3075.19756256742,1516.97774623345,-5682.44287045831,0,2381.20848309606,-5593.95959367108,-154.453449814033,"Russia.Tiksi.WetFen","absence"
3812.3244881414,4329.42299651613,2427.07341560839,-6661.64760038891,0,1486.83804427446,-5617.77294132441,-0.335457073329629,"Norway.Javrresduottar.A-Sedge","absence"
